actual_combo,actual_ticket_rank20,date,entry_course,entry_source,entry_status,escape_hit,ex_margin23,has_orig,has_stt,has_tkz,head,head_hit,kimarite,margin2,margin23,margin3,margin_all,month,one_direct,one_ex,one_grade,one_lap,one_local,one_meet_st_strength,one_motor,one_nst_strength,one_orig_avg,one_past_win,one_score,one_st,one_straight,one_turn,one_waku_sr_strength,one_waku_wr,one_wr,p1,p109,p1_refit_audit,payout100,period,race,race_code,ranked_others,st_margin2,st_margin23,st_margin3,straight_margin23,threat2,threat23_max,threat3,threat4,threat5,threat6,threat_all_max,tickets20_display,train_n109,turn_margin23,valid_payout,valid_result,venue,wf_month,winner
3-1-5,0,2026-06-01,1,snapshot,same,0,-0.6000000000000001,1,1,1,1,0,まくり差し,0.07127181818181816,-0.04323276623376615,-0.04323276623376615,-0.04323276623376615,2026-06,0.37,0.19999999999999996,1.0,1.0,0.6490909090909092,0.6527777777777778,0.48639999999999994,0.7857142857142856,0.7999999999999999,0.8,0.6789695584415585,0.19999999999999996,1.0,0.4,0.96,1,0.616,0.62846,0.62846,,6530,holdout3,11R,202606010111,3-4-2-5-6,-0.4,-0.4,0.19999999999999996,0.19999999999999996,0.6076977402597403,0.7222023246753246,0.7222023246753246,0.6764894675324676,0.519083896103896,0.42933921428571425,0.7222023246753246,1-3-4;1-4-3;1-3-2;1-2-3;1-3-5;1-4-2;1-2-4;1-3-6;1-5-3;1-4-5;1-5-4;1-4-6;1-6-3;1-2-5;1-5-2;1-6-4;1-2-6;1-6-2;1-5-6;1-6-5,30613,-0.6,1,1,01,2026-06,3
1-3-2,2,2026-06-01,1,snapshot,same,1,0.4,1,1,1,1,1,逃げ,0.03459438961038963,0.03459438961038963,0.0772904285714286,0.03459438961038963,2026-06,0.6033333333333333,1.0,0.38,0.6,0,0.27083333333333337,0.7272000000000001,0.4285714285714285,0.4666666666666666,0.2222222222222222,0.4665604285714286,0.8,0.8,0.0,0.6599999999999999,0.7225,0.21600000000000003,0.55718989,0.55718989,,660,holdout3,12R,202606010112,2-3-4-5-6,0.20000000000000007,-0.19999999999999996,-0.19999999999999996,0.6000000000000001,0.43196603896103897,0.43196603896103897,0.38927,0.2906074285714285,0.28533985714285715,0.2699725,0.43196603896103897,1-2-3;1-3-2;1-2-4;1-4-2;1-2-5;1-3-4;1-4-3;1-2-6;1-5-2;1-3-5;1-5-3;1-3-6;1-6-2;1-4-5;1-5-4;1-6-3;1-4-6;1-6-4;1-5-6;1-6-5,30613,-0.6,1,1,01,2026-06,1
1-3-2,15,2026-06-01,1,snapshot,same,1,-0.8,1,1,1,1,1,逃げ,0.07694800000000002,0.07694800000000002,0.07950080519480524,-0.14048824675324667,2026-06,0.5133333333333334,0.19999999999999996,0.38,0.19999999999999996,0.44,0.47222222222222227,0.5470285714285714,0.4285714285714285,0.4666666666666666,0.1,0.45601628571428576,1.0,0.6,0.6,0.54,0.725,0.21999999999999992,0.36659004,0.36659004,,2760,holdout3,01R,202606010501,4-6-2-3-5,0.4,0.4,1.0,-0.4,0.37906828571428575,0.37906828571428575,0.3765154805194805,0.5965045324675324,0.29937057142857143,0.40759401298701303,0.5965045324675324,1-4-6;1-6-4;1-4-2;1-2-4;1-4-3;1-6-2;1-2-6;1-4-5;1-3-4;1-6-3;1-3-6;1-6-5;1-5-4;1-2-3;1-3-2;1-5-6;1-2-5;1-5-2;1-3-5;1-5-3,30613,0.4,1,1,05,2026-06,1
3-5-1,0,2026-06-01,1,snapshot,same,0,0.20000000000000007,1,1,1,1,0,まくり,-0.051952863636363644,-0.06813678571428577,-0.06813678571428577,-0.29625138311688326,2026-06,0.7066666666666668,0.8,0.38,1.0,0,0.2500000000000002,0.5371428571428571,0.4285714285714285,0.7333333333333334,0.3333333333333333,0.42548821428571426,0.4,0.4,0.8,0.2,0.54125,0.196,0.32438876,0.32438876,,5950,holdout3,02R,202606010502,5-3-2-6-4,0.20000000000000007,0.20000000000000007,0.4,0.20000000000000007,0.4774410779220779,0.49362500000000004,0.49362500000000004,0.356027,0.7217395974025975,0.47137149350649354,0.7217395974025975,1-5-3;1-3-5;1-5-2;1-2-5;1-5-6;1-3-2;1-2-3;1-5-4;1-6-5;1-3-6;1-6-3;1-3-4;1-4-5;1-2-6;1-6-2;1-4-3;1-2-4;1-4-2;1-6-4;1-4-6,30613,0.6000000000000001,1,1,05,2026-06,3
2-1-3,0,2026-06-01,1,snapshot,same,0,-0.4,1,1,1,1,0,まくり,-0.13331746753246754,-0.1945158441558441,-0.1945158441558441,-0.1945158441558441,2026-06,0.5266666666666666,0.6,0.38,1.0,0.5472727272727272,0.19444444444444456,0.6155999999999999,0.35714285714285704,0.7333333333333334,0.5,0.5671516753246754,0.6,1.0,0.19999999999999996,0.54,0.9875,0.54,0.51577809,0.51577809,,950,holdout3,03R,202606010503,3-2-6-4-5,-0.20000000000000007,-0.4,-0.4,0.4,0.7004691428571429,0.7616675194805195,0.7616675194805195,0.2592568571428572,0.24029442857142858,0.40687870129870124,0.7616675194805195,1-3-2;1-2-3;1-3-6;1-6-3;1-3-4;1-2-6;1-6-2;1-3-5;1-4-3;1-2-4;1-4-2;1-2-5;1-5-3;1-6-4;1-4-6;1-5-2;1-6-5;1-5-6;1-4-5;1-5-4,30613,-0.4,1,1,05,2026-06,2
1-5-6,10,2026-06-01,1,snapshot,same,0,-0.8,1,1,1,1,1,恵まれ,-0.39519985714285716,-0.39519985714285716,0.11610585714285712,-0.39519985714285716,2026-06,0.20333333333333334,0.19999999999999996,0.38,0.19999999999999996,0,0,0.9114285714285714,0.14285714285714277,0.26666666666666666,0.1,0.3302,0.4,0.6,0.0,0.44000000000000006,0.5,0,0.11686977,0.11686977,,10090,holdout3,04R,202606010504,2-5-4-6-3,-0.19999999999999996,-0.19999999999999996,0.20000000000000007,-0.4,0.7253998571428572,0.7253998571428572,0.21409414285714287,0.5544474155844156,0.6693434999999999,0.4679166103896104,0.7253998571428572,1-2-5;1-5-2;1-2-4;1-4-2;1-2-6;1-5-4;1-4-5;1-2-3;1-6-2;1-5-6;1-6-5;1-5-3;1-3-2;1-4-6;1-6-4;1-3-5;1-4-3;1-3-4;1-6-3;1-3-6,30613,-0.4,1,1,05,2026-06,1
2-5-4,0,2026-06-01,1,snapshot,same,0,0.0,1,1,1,1,0,まくり,-0.272789012987013,-0.272789012987013,0.10953472077922072,-0.3560204025974027,2026-06,0.4716666666666667,0.5,0.15,0.19999999999999996,0,0.22222222222222227,0.7676,0.07142857142857129,0.3333333333333333,0.3,0.3221955714285714,0.4,0.19999999999999996,0.6,0.54,0.5875,0,0.1668125,0.1668125,,1280,holdout3,06R,202606010506,5-4-2-6-3,-0.19999999999999996,-0.19999999999999996,0.4,-0.20000000000000007,0.5949845844155844,0.5949845844155844,0.2126608506493507,0.6475855584415584,0.6782159740259741,0.43700701298701294,0.6782159740259741,1-5-4;1-4-5;1-5-2;1-2-5;1-5-6;1-4-2;1-2-4;1-5-3;1-6-5;1-4-6;1-6-4;1-4-3;1-3-5;1-2-6;1-6-2;1-3-4;1-2-3;1-3-2;1-6-3;1-3-6,30613,-0.20000000000000007,1,1,05,2026-06,2
2-4-3,0,2026-06-01,1,snapshot,same,0,-0.8,1,1,1,1,0,まくり,0.06276733766233755,0.06276733766233755,0.09744093506493495,-0.1493989610389611,2026-06,0.3766666666666667,0.19999999999999996,0.72,0.8,0.5636363636363636,0.47222222222222227,0.6457142857142857,0.4999999999999998,0.5333333333333333,0.4,0.5862923376623376,1.0,0.8,0.0,0.44000000000000006,0.875,0.4720000000000001,0.50312745,0.50312745,,4500,holdout3,07R,202606010507,4-2-3-6-5,0.8,0.19999999999999996,0.19999999999999996,0.20000000000000007,0.523525,0.523525,0.4888514025974026,0.7356912987012987,0.2871943571428572,0.3691404805194805,0.7356912987012987,1-4-2;1-2-4;1-4-3;1-3-4;1-4-6;1-2-3;1-3-2;1-4-5;1-6-4;1-2-6;1-6-2;1-2-5;1-5-4;1-3-6;1-6-3;1-5-2;1-3-5;1-5-3;1-6-5;1-5-6,30613,-1.0,1,1,05,2026-06,2
2-1-4,0,2026-06-01,1,snapshot,same,0,-0.19999999999999996,1,1,1,1,0,まくり,-0.0017701038961038806,-0.0017701038961038806,0.11965803896103899,-0.12759027272727286,2026-06,0.44,0.4,0.72,0.19999999999999996,0.7072727272727272,0.75,0.5390285714285714,0.35714285714285704,0.39999999999999997,0.6,0.6004795324675325,0.6,0.6,0.4,0.6,0.95,0.538,0.58654306,0.58654306,,1810,holdout3,08R,202606010508,4-2-6-3-5,0.19999999999999996,0.19999999999999996,0.6,0.4,0.6022496363636364,0.6022496363636364,0.4808214935064935,0.7280698051948054,0.3771287012987013,0.5275224155844156,0.7280698051948054,1-4-2;1-2-4;1-4-6;1-6-4;1-4-3;1-2-6;1-6-2;1-4-5;1-3-4;1-2-3;1-3-2;1-2-5;1-5-4;1-6-3;1-3-6;1-5-2;1-6-5;1-5-6;1-3-5;1-5-3,30613,-0.6,1,1,05,2026-06,2
4-3-5,0,2026-06-01,1,snapshot,same,0,0.20000000000000007,1,1,1,1,0,差し,0.1364324675324674,0.04246185714285711,0.04246185714285711,0.04246185714285711,2026-06,0.6,0.8,0.72,0.8,0.6,0,0.7447999999999999,0.4999999999999998,0.6,1.0,0.6898559999999999,1.0,1.0,0.0,0.6599999999999999,1,0.616,0.70770227,0.70770227,,57190,holdout3,09R,202606010509,3-2-6-5-4,0.19999999999999996,0.19999999999999996,1.0,0.8,0.5534235324675325,0.6473941428571428,0.6473941428571428,0.3026841428571428,0.3374769999999999,0.5380755454545454,0.6473941428571428,1-3-2;1-2-3;1-3-6;1-6-3;1-3-5;1-2-6;1-6-2;1-3-4;1-5-3;1-2-5;1-5-2;1-2-4;1-4-3;1-6-5;1-5-6;1-4-2;1-6-4;1-4-6;1-5-4;1-4-5,30613,-1.0,1,1,05,2026-06,4
1-2-5,11,2026-06-01,1,snapshot,same,1,-0.4,1,1,1,1,1,逃げ,0.21902610389610383,0.21902610389610383,0.2924455844155844,0.02465427272727272,2026-06,0.12,0.0,1.0,0.19999999999999996,0.9818181818181819,0.13888888888888887,0.7927428571428571,0.35714285714285704,0.39999999999999997,0.7,0.6965145974025974,0.19999999999999996,1.0,0.0,0.6,1,0.734,0.66173482,0.66173482,,810,holdout3,10R,202606010510,6-5-4-2-3,0.19999999999999996,-0.8,-0.8,0.4,0.4774884935064935,0.4774884935064935,0.404069012987013,0.5562516753246753,0.6355855584415584,0.6718603246753246,0.6718603246753246,1-6-5;1-5-6;1-6-4;1-4-6;1-6-2;1-5-4;1-4-5;1-6-3;1-2-6;1-5-2;1-2-5;1-5-3;1-3-6;1-4-2;1-2-4;1-3-5;1-4-3;1-3-4;1-2-3;1-3-2,30613,-0.6,1,1,05,2026-06,1
4-1-3,0,2026-06-01,1,snapshot,same,0,-0.20000000000000007,1,1,1,1,0,まくり差し,0.1404868181818183,0.09885793506493512,0.09885793506493512,0.07314266233766231,2026-06,0.37,0.19999999999999996,1.0,0.6,0.7363636363636363,0.5555555555555555,0.5347428571428572,0.6428571428571428,0.6,0.8,0.7215925194805195,0.4,0.8,0.4,0.76,1,0.828,0.76334887,0.76334887,,34300,holdout3,11R,202606010511,5-3-2-4-6,-0.6,-0.6,-0.4,0.4,0.5811057012987012,0.6227345844155844,0.6227345844155844,0.43160140259740254,0.6484498571428572,0.426753577922078,0.6484498571428572,1-5-3;1-3-5;1-5-2;1-2-5;1-5-4;1-3-2;1-2-3;1-5-6;1-4-5;1-3-4;1-4-3;1-3-6;1-6-5;1-2-4;1-4-2;1-6-3;1-2-6;1-6-2;1-4-6;1-6-4,30613,-0.4,1,1,05,2026-06,4
1-5-6,13,2026-06-01,1,snapshot,same,1,0.19999999999999996,1,1,1,1,1,逃げ,0.11501035064935072,0.051667792207792274,0.051667792207792274,-0.013146168831168703,2026-06,0.49,0.6,1.0,0.8,0.8563636363636363,0.2916666666666667,0.40800000000000003,0.7142857142857141,0.6,0.6,0.7239948051948053,0.8,1.0,0.0,0.72,1,0.756,0.70119263,0.70119263,,7130,holdout3,12R,202606010512,6-3-2-4-5,0.20000000000000007,-0.19999999999999996,-0.19999999999999996,0.6,0.6089844545454546,0.672327012987013,0.672327012987013,0.43229175324675323,0.42798821428571426,0.737140974025974,0.737140974025974,1-6-3;1-3-6;1-6-2;1-2-6;1-6-4;1-3-2;1-2-3;1-6-5;1-4-6;1-3-4;1-4-3;1-3-5;1-5-6;1-2-4;1-4-2;1-5-3;1-2-5;1-5-2;1-4-5;1-5-4,30613,-0.4,1,1,05,2026-06,1
1-2-3,4,2026-06-01,1,snapshot,same,1,-0.4,1,1,1,1,1,逃げ,0.25686287012986997,0.23895351948051935,0.23895351948051935,0.23895351948051935,2026-06,0.30333333333333334,0.19999999999999996,0.72,1.0,0.7145454545454545,0.5555555555555555,0.7147999999999999,0.5714285714285713,0.6666666666666666,0.5,0.6454282077922077,0.0,0.6,0.4,0.6,1,0.608,0.821538,0.821538,,420,holdout3,01R,202606010801,3-4-2-6-5,-0.19999999999999996,-0.4,-0.4,-0.20000000000000007,0.3885653376623377,0.4064746883116883,0.4064746883116883,0.3999602987012987,0.3470617922077922,0.3540702987012987,0.4064746883116883,1-3-4;1-4-3;1-3-2;1-2-3;1-3-6;1-4-2;1-2-4;1-3-5;1-6-3;1-4-6;1-6-4;1-4-5;1-5-3;1-2-6;1-6-2;1-5-4;1-2-5;1-5-2;1-6-5;1-5-6,30613,-0.6,1,1,08,2026-06,1
1-3-4,12,2026-06-01,1,snapshot,same,1,0.20000000000000007,1,1,1,1,1,逃げ,0.1608272727272727,0.01729062337662346,0.01729062337662346,-0.11703768831168837,2026-06,0.44,0.8,0.38,0.6,0.6163636363636363,0.11111111111111113,0.5780571428571428,0.5714285714285713,0.39999999999999997,0.7,0.5856673766233766,0.4,0.6,0.0,0.6599999999999999,1,0.6140000000000001,0.5883935,0.5883935,,1430,holdout3,02R,202606010802,6-3-5-2-4,0.4,-0.19999999999999996,-0.19999999999999996,-0.20000000000000007,0.42484010389610394,0.5683767532467532,0.5683767532467532,0.34123294805194804,0.4715891428571429,0.702705064935065,0.702705064935065,1-6-3;1-3-6;1-6-5;1-5-6;1-6-2;1-3-5;1-5-3;1-6-4;1-2-6;1-3-2;1-2-3;1-3-4;1-4-6;1-5-2;1-2-5;1-4-3;1-5-4;1-4-5;1-2-4;1-4-2,30613,-0.6,1,1,08,2026-06,1
1-2-6,7,2026-06-01,1,snapshot,same,1,-0.8,1,1,1,1,1,逃げ,-0.08144996103896113,-0.08144996103896113,-0.026994792207792273,-0.3743163636363636,2026-06,0.16,0.0,0.38,0.19999999999999996,0.36363636363636365,0.3749999999999999,0.4337714285714286,0.4999999999999998,0.19999999999999998,0.4,0.4215620519480519,0.6,0.4,0.0,0.62,0.975,0.30199999999999994,0.24210097,0.24210097,,4180,holdout3,03R,202606010803,4-6-2-5-3,0.4,0.19999999999999996,0.19999999999999996,-0.4,0.503012012987013,0.503012012987013,0.4485568441558442,0.7958784155844155,0.490753025974026,0.592453051948052,0.7958784155844155,1-4-6;1-6-4;1-4-2;1-2-4;1-4-5;1-6-2;1-2-6;1-4-3;1-5-4;1-6-5;1-5-6;1-6-3;1-3-4;1-2-5;1-5-2;1-3-6;1-2-3;1-3-2;1-5-3;1-3-5,30613,-0.6,1,1,08,2026-06,1
5-4-6,0,2026-06-01,1,snapshot,same,0,-0.8,1,1,1,1,0,まくり差し,0.0263902857142857,0.0263902857142857,0.2532408831168832,-0.2964478051948052,2026-06,0.30000000000000004,0.0,0.38,0.6,0.4418181818181818,0.18055555555555558,0.5028,0.5714285714285713,0.6,0.3,0.470340025974026,0.4,0.8,0.4,0.6,0.875,0.366,0.31287535,0.31287535,,4730,holdout3,04R,202606010804,5-6-4-2-3,-0.19999999999999996,-0.19999999999999996,0.4,0.20000000000000007,0.4439497402597403,0.4439497402597403,0.21709914285714285,0.44725036363636367,0.7667878311688312,0.6452563376623377,0.7667878311688312,1-5-6;1-6-5;1-5-4;1-4-5;1-5-2;1-6-4;1-4-6;1-5-3;1-2-5;1-6-2;1-2-6;1-6-3;1-3-5;1-4-2;1-2-4;1-3-6;1-4-3;1-3-4;1-2-3;1-3-2,30613,0.20000000000000007,1,1,08,2026-06,5
1-5-2,3,2026-06-01,1,snapshot,same,1,0.19999999999999996,1,1,1,1,1,逃げ,0.2712961558441559,0.2712961558441559,0.29103514285714294,0.029862480519480594,2026-06,0.75,1.0,0.72,0.8,0.1509090909090909,0.5694444444444444,0.7413714285714286,0.6428571428571428,0.6,0.6,0.678763012987013,0.4,0.19999999999999996,0.8,0.6799999999999999,1,0.54,0.71232301,0.71232301,,660,holdout3,05R,202606010805,5-6-2-3-4,-0.19999999999999996,-0.19999999999999996,0.20000000000000007,-0.8,0.40746685714285713,0.40746685714285713,0.3877278701298701,0.3604117922077922,0.6489005324675324,0.451889,0.6489005324675324,1-5-6;1-6-5;1-5-2;1-2-5;1-5-3;1-6-2;1-2-6;1-5-4;1-3-5;1-6-3;1-3-6;1-6-4;1-4-5;1-2-3;1-3-2;1-4-6;1-2-4;1-4-2;1-3-4;1-4-3,30613,0.4,1,1,08,2026-06,1
