pre_cut,post_cut,n,R,head4_rate_pct,trifecta_hits,trifecta_hit_rate_pct,avg_comp_odds,cost_yen,return_yen,profit_yen,roi_pct,R_feb_jun,roi_feb_jun_pct,hit_feb_jun_pct
0.15,0.18,7,329,31.61094224924012,60,18.237082066869302,4.396672232774468,3290000,2188260.0,-1101740.0,66.51246200607903,268,66.91305970149254,17.91044776119403
0.15,0.18,8,329,31.61094224924012,69,20.972644376899694,4.061763747243942,3290000,2239740.0,-1050260.0,68.07720364741641,268,66.46977611940298,20.149253731343283
0.15,0.18,9,329,31.61094224924012,75,22.796352583586625,3.796082530558728,3290000,2362760.0,-927240.0,71.81641337386019,268,70.99179104477612,22.01492537313433
0.15,0.18,10,329,31.61094224924012,79,24.012158054711247,3.576127347697706,3290000,2361750.0,-928250.0,71.78571428571429,268,71.57089552238806,23.507462686567166
0.15,0.18,11,329,31.61094224924012,83,25.227963525835868,3.3833299081226706,3290000,2370000.0,-920000.0,72.03647416413374,268,71.94440298507463,24.62686567164179
0.15,0.18,12,329,31.61094224924012,87,26.443768996960486,3.236532288037697,3290000,2418830.0,-871170.0,73.52066869300911,268,74.27835820895523,26.119402985074625
0.15,0.18,13,329,31.61094224924012,92,27.96352583586626,3.125889991180522,3290000,2498040.0,-791960.0,75.92826747720365,268,76.35559701492538,27.611940298507463
0.15,0.18,14,329,31.61094224924012,94,28.57142857142857,3.0260001004534676,3290000,2431510.0,-858490.0,73.90607902735562,268,74.28582089552239,27.985074626865668
0.15,0.18,15,329,31.61094224924012,96,29.17933130699088,2.944562981510859,3290000,2421830.0,-868170.0,73.61185410334346,268,74.51977611940299,28.73134328358209
0.15,0.18,16,329,31.61094224924012,98,29.78723404255319,2.871166661658978,3290000,2399440.0,-890560.0,72.93130699088145,268,73.1794776119403,29.1044776119403
0.15,0.18,17,329,31.61094224924012,100,30.3951367781155,2.814414127102373,3290000,2391740.0,-898260.0,72.69726443768997,268,73.00858208955223,29.850746268656714
0.15,0.18,18,329,31.61094224924012,100,30.3951367781155,2.7603998808130514,3290000,2319410.0,-970590.0,70.49878419452888,268,70.54328358208956,29.850746268656714
0.15,0.18,19,329,31.61094224924012,102,31.00303951367781,2.72171696012654,3290000,2341450.0,-948550.0,71.16869300911854,268,71.025,30.223880597014922
0.15,0.18,20,329,31.61094224924012,104,31.61094224924012,2.684497641331872,3290000,2363720.0,-926280.0,71.84559270516718,268,72.00671641791045,30.970149253731343
0.15,0.2,2,282,34.39716312056738,26,9.219858156028367,11.382282823391906,2820000,2210420.0,-609580.0,78.38368794326242,233,75.89742489270387,9.012875536480687
0.15,0.2,3,282,34.39716312056738,32,11.347517730496454,7.945193403021986,2820000,2049480.0,-770520.0,72.67659574468085,233,72.04849785407725,10.72961373390558
0.15,0.2,4,282,34.39716312056738,38,13.47517730496454,6.347292468017647,2820000,2040090.0,-779910.0,72.3436170212766,233,72.7098712446352,12.875536480686694
0.15,0.2,5,282,34.39716312056738,44,15.602836879432624,5.2226606209370425,2820000,1922760.0,-897240.0,68.18297872340426,233,66.562660944206,14.592274678111588
0.15,0.2,6,282,34.39716312056738,50,17.73049645390071,4.555918555884842,2820000,1958560.0,-861440.0,69.45248226950355,233,66.5892703862661,16.30901287553648
0.15,0.2,7,282,34.39716312056738,53,18.79432624113475,4.122764821393736,2820000,1892150.0,-927850.0,67.09751773049645,233,64.25579399141631,17.59656652360515
0.15,0.2,8,282,34.39716312056738,62,21.98581560283688,3.8132733854490493,2820000,1966290.0,-853710.0,69.72659574468085,233,64.71845493562232,20.171673819742487
0.15,0.2,9,282,34.39716312056738,68,24.113475177304963,3.5641627823349964,2820000,2100540.0,-719460.0,74.4872340425532,233,70.40171673819742,22.317596566523605
0.15,0.2,10,282,34.39716312056738,72,25.53191489361702,3.3568711137522107,2820000,2116520.0,-703480.0,75.05390070921986,233,71.79699570815451,24.034334763948497
0.15,0.2,11,282,34.39716312056738,76,26.95035460992908,3.178524592429572,2820000,2127760.0,-692240.0,75.45248226950355,233,72.3549356223176,25.321888412017167
0.15,0.2,12,282,34.39716312056738,80,28.368794326241137,3.039396840438394,2820000,2193370.0,-626630.0,77.77907801418439,233,75.75965665236052,27.038626609442062
0.15,0.2,13,282,34.39716312056738,85,30.141843971631204,2.933246629962067,2820000,2276400.0,-543600.0,80.72340425531915,233,78.31287553648069,28.75536480686695
0.15,0.2,14,282,34.39716312056738,87,30.851063829787233,2.836282061099174,2820000,2218110.0,-601890.0,78.6563829787234,233,76.28583690987125,29.184549356223176
0.15,0.2,15,282,34.39716312056738,89,31.560283687943265,2.7629573044771507,2820000,2216640.0,-603360.0,78.60425531914893,233,76.90729613733906,30.042918454935624
0.15,0.2,16,282,34.39716312056738,91,32.269503546099294,2.6952025280703458,2820000,2199270.0,-620730.0,77.98829787234042,233,75.58111587982833,30.472103004291846
0.15,0.2,17,282,34.39716312056738,93,32.97872340425532,2.6404962057205363,2820000,2193990.0,-626010.0,77.80106382978724,233,75.48841201716738,31.330472103004293
0.15,0.2,18,282,34.39716312056738,93,32.97872340425532,2.5898383232826214,2820000,2123570.0,-696430.0,75.30390070921986,233,72.73476394849786,31.330472103004293
0.15,0.2,19,282,34.39716312056738,95,33.687943262411345,2.5527677400590374,2820000,2149550.0,-670450.0,76.22517730496453,233,73.45793991416309,31.759656652360512
