R,head_hits,exact3_hits,exact3_rate,second_top1,second_top2,second_top3,worst_month_second_top2,outer456_top2,boat2_top2,boat3_top2,boat4_top2,boat5_top2,boat6_top2,config,specialist_mix,gate_power,gate_floor,delta_top2_pp,delta_outer_pp,delta_exact3_pp
345,290,136,0.39420289855072466,0.44482758620689655,0.7241379310344828,0.8689655172413793,0.6,0.26436781609195403,0.9912280701754386,0.8314606741573034,0.40476190476190477,0.1875,0.0,DROP_START_BASE,0.0,1.0,0.03,0.0,0.0,0.0
345,290,130,0.37681159420289856,0.44482758620689655,0.696551724137931,0.8758620689655172,0.6,0.3218390804597701,0.9473684210526315,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g0.65_f0.03,0.5,0.65,0.03,-2.758620689655178,5.747126436781608,-1.7391304347826098
345,290,130,0.37681159420289856,0.44482758620689655,0.696551724137931,0.8758620689655172,0.6,0.3218390804597701,0.9473684210526315,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g0.65_f0.08,0.5,0.65,0.08,-2.758620689655178,5.747126436781608,-1.7391304347826098
345,290,130,0.37681159420289856,0.44482758620689655,0.696551724137931,0.8758620689655172,0.6,0.3218390804597701,0.9473684210526315,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g0.65_f0.12,0.5,0.65,0.12,-2.758620689655178,5.747126436781608,-1.7391304347826098
345,290,130,0.37681159420289856,0.44482758620689655,0.6931034482758621,0.8793103448275862,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g0.85_f0.03,0.5,0.85,0.03,-3.103448275862064,5.747126436781608,-1.7391304347826098
345,290,130,0.37681159420289856,0.44482758620689655,0.6931034482758621,0.8793103448275862,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g0.85_f0.08,0.5,0.85,0.08,-3.103448275862064,5.747126436781608,-1.7391304347826098
345,290,130,0.37681159420289856,0.44482758620689655,0.6931034482758621,0.8793103448275862,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g0.85_f0.12,0.5,0.85,0.12,-3.103448275862064,5.747126436781608,-1.7391304347826098
345,290,128,0.3710144927536232,0.4379310344827586,0.6931034482758621,0.8827586206896552,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g1.00_f0.03,0.5,1.0,0.03,-3.103448275862064,5.747126436781608,-2.3188405797101463
345,290,128,0.3710144927536232,0.4379310344827586,0.6931034482758621,0.8827586206896552,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g1.00_f0.08,0.5,1.0,0.08,-3.103448275862064,5.747126436781608,-2.3188405797101463
345,290,128,0.3710144927536232,0.4379310344827586,0.6931034482758621,0.8827586206896552,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g1.00_f0.12,0.5,1.0,0.12,-3.103448275862064,5.747126436781608,-2.3188405797101463
345,290,128,0.3710144927536232,0.43448275862068964,0.6931034482758621,0.8827586206896552,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g1.20_f0.03,0.5,1.2,0.03,-3.103448275862064,5.747126436781608,-2.3188405797101463
345,290,128,0.3710144927536232,0.43448275862068964,0.6931034482758621,0.8827586206896552,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g1.20_f0.08,0.5,1.2,0.08,-3.103448275862064,5.747126436781608,-2.3188405797101463
345,290,128,0.3710144927536232,0.43448275862068964,0.6931034482758621,0.8827586206896552,0.5333333333333333,0.3218390804597701,0.9385964912280702,0.7415730337078652,0.4523809523809524,0.25,0.07692307692307693,ROLE_m0.50_g1.20_f0.12,0.5,1.2,0.12,-3.103448275862064,5.747126436781608,-2.3188405797101463
