month,R,pair_top1,pair_top2,pair_top3,pair_top5
2026-02,51,0.27450980392156865,0.37254901960784315,0.45098039215686275,0.5490196078431373
2026-03,15,0.13333333333333333,0.26666666666666666,0.4666666666666667,0.6
2026-04,48,0.20833333333333334,0.3958333333333333,0.5833333333333334,0.6875
2026-05,101,0.21782178217821782,0.33663366336633666,0.48514851485148514,0.6138613861386139
2026-06,75,0.18666666666666668,0.30666666666666664,0.36,0.5866666666666667
