actual_combo,actual_pair_rank20_v93,actual_rank20,actual_second_rank,actual_second_rank_v93,actual_third_rank,actual_third_rank_v93,approved_A,approved_A_wind_v83,approved_S,approved_S_wind_v83,date,delta_CORR20_v91,delta_CORR25_v91,delta_CORR32_v91,delta_CORR35_v91,delta_RAW20_v91,delta_RAW25_v91,delta_RAW32_v91,delta_RAW35_v91,entry_confirmed_same,entry_course_preview,entry_gate_keep,entry_source_type,entry_status,grade,has_orig,has_stt,has_tkz,head,head_hit,history_adjust_online,history_pct_online,kimarite,model,opp_direct_b1_v93,opp_direct_b2_v93,opp_direct_b3_v93,opp_direct_b5_v93,opp_direct_b6_v93,opp_grade_b1_v93,opp_grade_b2_v93,opp_grade_b3_v93,opp_grade_b5_v93,opp_grade_b6_v93,opp_local_b1_v93,opp_local_b2_v93,opp_local_b3_v93,opp_local_b5_v93,opp_local_b6_v93,opp_motor_b1_v93,opp_motor_b2_v93,opp_motor_b3_v93,opp_motor_b5_v93,opp_motor_b6_v93,opp_national_b1_v93,opp_national_b2_v93,opp_national_b3_v93,opp_national_b5_v93,opp_national_b6_v93,opp_nst_b1_v93,opp_nst_b2_v93,opp_nst_b3_v93,opp_nst_b5_v93,opp_nst_b6_v93,opp_score_b1_v93,opp_score_b2_v93,opp_score_b3_v93,opp_score_b5_v93,opp_score_b6_v93,opp_waku_b1_v93,opp_waku_b2_v93,opp_waku_b3_v93,opp_waku_b5_v93,opp_waku_b6_v93,payout100,period_v90,period_v91,period_v94,preview_comp,production_buy,race_code,rank2_v94,rank3_v94,rank_b1_v93,rank_b2_v93,rank_b3_v93,rank_b5_v93,rank_b6_v93,ranked_others,ranked_others_v93,relative_deg,relative_wind,result_join_v93,route_hit,score,score2_b1_v94,score2_b2_v94,score2_b3_v94,score2_b5_v94,score2_b6_v94,score3_b1_v94,score3_b2_v94,score3_b3_v94,score3_b5_v94,score3_b6_v94,score_BASE_v91,score_CORR20_v91,score_CORR25_v91,score_CORR32_v91,score_CORR35_v91,score_RAW20_v91,score_RAW25_v91,score_RAW32_v91,score_RAW35_v91,score_wind_v83,second,st5_combo_corr_v90,st5_combo_raw_v90,st_bias1_v90,st_bias2_v90,st_bias3_v90,st_bias4_v90,st_bias5_v90,st_bias6_v90,st_corr_rank_b1,st_corr_rank_b2,st_corr_rank_b3,st_corr_rank_b4,st_corr_rank_b5,st_corr_rank_b6,st_corr_strength_b1,st_corr_strength_b2,st_corr_strength_b3,st_corr_strength_b4,st_corr_strength_b5,st_corr_strength_b6,st_raw_b1,st_raw_b2,st_raw_b3,st_raw_b4,st_raw_b5,st_raw_b6,st_raw_rank_b1,st_raw_rank_b2,st_raw_rank_b3,st_raw_rank_b4,st_raw_rank_b5,st_raw_rank_b6,st_raw_strength_b1,st_raw_strength_b2,st_raw_strength_b3,st_raw_strength_b4,st_raw_strength_b5,st_raw_strength_b6,st_source_v90,third,ticket20_hit,ticket6_hit,tickets20_display,tickets6,tilt,tilt_bonus,v91_avg,v91_base_comp_recalc,v91_ex,v91_st_corr,v91_st_raw,v91_straight,valid_payout,valid_result,venue_code_v83,venue_v83,wind_adjust_points,wind_bin,wind_cell,wind_class_old_only,wind_code,wind_old_head_rate,wind_old_lift_pt,wind_old_model_base,wind_old_n,wind_source_type,wind_speed,winner
1-6-4,0,0,1,1,0,0,0,0,0,0,2026-04-01,-6.0,-3.0,,,-6.0,-3.0,,,0,5,0,backfill,changed,B,1,1,1,4,0,0.5316,0.6329,逃げ,4カドまくり,0.66,0.436667,0.373333,0.463333,0.76,0.38,0.38,0.38,0.72,0.72,0.272727,0.598182,0.454545,0.689091,0.545455,0.538114,0.679714,0.718343,0.7272,0.771486,0.29,0.496,0.254,0.708,0.618,0.571429,0.571429,0.357143,0.571429,0.642857,0.399426,0.448475,0.366885,0.5633,0.602066,0,0,0,0,0,2270,prior7,prior7,prior7,0.311,0,202604010103,5-6-2-1-3,5-6-2-3-1,4,3,5,2,1,6-5-1-2-3,6-5-2-1-3,270,左横,official_realtime,0,30.4416,0.091144,0.284754,-0.285864,0.966241,0.64493,-0.131015,0.213778,-0.061366,0.639804,0.372165,30.4416,24.4416,27.4416,,,24.4416,27.4416,,,32.4416,6,,,-0.006045,0.006019,0.002895,0.001969,-0.003563,-0.001271,1,2,5,3,4,6,1.0,0.8,0.2,0.6,0.4,0.0,0.02,0.05,0.1,0.07,0.08,0.17,1,2,5,3,4,6,1.0,0.8,0.2,0.6,0.4,0.0,backfill,4,0,0,4-6-5;4-5-6;4-6-1;4-1-6;4-6-2;4-5-1;4-1-5;4-6-3;4-2-6;4-5-2;4-2-5;4-5-3;4-3-6;4-1-2;4-2-1;4-3-5;4-1-3;4-3-1;4-2-3;4-3-2,4-6-5;4-6-1;4-6-2;4-5-6;4-5-1;4-5-2,-0.5,-1.19,0.33333,0.311,0.2,0.6,0.6,0.0,1,1,1,桐生,2.0,3-4m,左横_3-4m,favorable,1,32.6087,9.0373,23.5714,46,backfill,3.0,1
1-3-4,0,0,4,4,0,0,1,1,1,1,2026-04-01,4.0,2.0,,,4.0,2.0,,,1,4,1,backfill,same,S,1,1,1,4,0,0.5316,0.6329,逃げ,4カドまくり,0.306667,0.223333,0.58,0.366667,0.743333,0.72,0.72,0.38,0.38,0.72,0.369091,0.512727,0.529091,0.272727,0.434545,0.946857,0.734286,0.666971,0.538114,0.642971,0.352,0.668,0.452,0.29,0.502,0.785714,0.571429,0.5,0.571429,0.571429,0.498487,0.499595,0.451792,0.346626,0.539877,0,0,0,0,0,1590,prior7,prior7,prior7,0.743,0,202604010110,2-1-6-3-5,2-6-3-5-1,3,2,4,5,1,6-1-2-3-5,6-2-1-3-5,270,左横,official_realtime,0,74.7916,0.868572,0.89284,0.138601,-0.172835,0.34746,-0.303681,0.24676,0.010595,-0.023823,0.23682,74.7916,78.7916,76.7916,,,78.7916,76.7916,,,74.7916,3,,,-0.006045,0.006019,0.002895,0.001969,-0.003563,-0.001271,6,4,2,3,5,1,0.0,0.4,0.8,0.6,0.2,1.0,0.18,0.14,-0.03,0.02,0.17,-0.1,6,4,2,3,5,1,0.0,0.4,0.8,0.6,0.2,1.0,backfill,4,0,0,4-6-1;4-1-6;4-6-2;4-2-6;4-6-3;4-1-2;4-2-1;4-6-5;4-3-6;4-1-3;4-3-1;4-1-5;4-5-6;4-2-3;4-3-2;4-5-1;4-2-5;4-5-2;4-3-5;4-5-3,4-6-1;4-6-2;4-6-3;4-1-6;4-1-2;4-1-3,0,-0.04,1.0,0.743,0.6,0.6,0.6,1.0,1,1,1,桐生,0.0,0-2m,左横_0-2m,neutral,1,21.875,-1.6964,23.5714,64,backfill,2.0,1
2-4-5,0,0,0,0,4,4,1,1,1,1,2026-04-01,0.0,0.0,,,0.0,0.0,,,1,4,1,backfill,same,S,1,1,1,4,0,0.6266,0.6566,まくり,4カドまくり,0.473333,0.646667,0.566667,0.166667,0.6,0.38,0.72,0.38,0.38,0.15,0.514545,0.74,0,0.472727,0,0.709486,0.505714,0.5532,0.273771,0.557429,0.474,0.654,0.478,0.414,0,0.357143,0.5,0.5,0.428571,0.285714,0.429979,0.546031,0.392664,0.292391,0.252477,0,0,0,0,0,4050,prior7,prior7,prior7,0.819,0,202604010206,2-1-3-5-6,1-2-5-6-3,2,1,3,4,5,2-1-3-5-6,2-1-3-5-6,0,追い,official_realtime,0,82.4866,0.290815,0.805435,-0.008374,-0.101971,-1.397152,0.528319,0.432891,-0.305972,0.317642,-0.053666,82.4866,82.4866,82.4866,,,82.4866,82.4866,,,82.4866,4,,,-0.006045,0.006019,0.002895,0.001969,-0.003563,-0.001271,4,5,3,1,6,2,0.4,0.2,0.6,1.0,0.0,0.8,0.04,0.07,0.02,-0.06,0.23,-0.02,4,5,3,1,6,2,0.4,0.2,0.6,1.0,0.0,0.8,backfill,5,0,0,4-2-1;4-1-2;4-2-3;4-3-2;4-2-5;4-1-3;4-3-1;4-2-6;4-5-2;4-1-5;4-5-1;4-1-6;4-6-2;4-3-5;4-5-3;4-6-1;4-3-6;4-6-3;4-5-6;4-6-5,4-2-1;4-2-3;4-2-5;4-1-2;4-1-3;4-1-5,0,-0.04,0.33333,0.819,0.8,1.0,1.0,1.0,1,1,2,戸田,0.0,3-4m,追い_3-4m,neutral,1,22.2222,-1.3492,23.5714,81,backfill,4.0,2
4-6-2,15,15,4,4,3,3,1,1,1,1,2026-04-01,0.0,0.0,,,0.0,0.0,,,1,4,1,backfill,same,S,1,1,1,4,1,1.6899,0.9225,まくり差し,4カドまくり,0.586667,0.68,0.48,0.16,0.496667,0.38,0.38,0.38,0.15,0.15,0.283636,0.232727,0.527273,0,0,0.693543,0.459829,0.642171,0.700629,0.569771,0.514,0.056,0.122,0,0.258,0.357143,0.5,0.5,1,0.428571,0.436796,0.335629,0.366731,0.261907,0.297853,0,0,0,0,0,3430,prior7,prior7,prior7,0.745,0,202604010603,1-3-5-2-6,1-6-3-2-5,1,3,2,5,4,1-3-2-6-5,1-3-2-6-5,0,追い,official_realtime,0,76.1499,0.269899,-0.605689,-0.352082,-0.493456,-0.876006,0.443272,-0.421997,-0.364686,-0.97377,0.027861,76.1499,76.1499,76.1499,,,76.1499,76.1499,,,74.1499,6,,,-0.006045,0.006019,0.002895,0.001969,-0.003563,-0.001271,3,6,1,2,5,4,0.6,0.0,1.0,0.8,0.2,0.4,0.04,0.08,0.03,0.03,0.07,0.05,3,6,1,2,5,4,0.6,0.0,1.0,0.8,0.2,0.4,backfill,2,1,0,4-1-3;4-3-1;4-1-2;4-2-1;4-1-6;4-3-2;4-2-3;4-1-5;4-6-1;4-3-6;4-6-3;4-3-5;4-5-1;4-2-6;4-6-2;4-5-3;4-2-5;4-5-2;4-6-5;4-5-6,4-1-3;4-1-2;4-1-6;4-3-1;4-3-2;4-3-6,0,-0.04,0.53333,0.745,0.8,0.8,0.8,0.8,1,1,6,浜名湖,-2.0,0-2m,追い_0-2m,unfavorable,3,15.0,-8.5714,23.5714,100,backfill,1.0,4
4-1-3,8,8,1,2,5,5,1,1,1,1,2026-04-01,4.0,2.0,,,4.0,2.0,,,1,4,1,backfill,same,S,1,1,1,4,1,1.2342,0.8085,抜き,4カドまくり,0.663333,0.51,0.26,0.57,0.266667,0.38,0.72,0.38,0.38,0.15,0.285455,0.521818,0,0,0,0.688514,0.591429,0.338629,0.608514,0.785943,0.516,0.482,0,0.362,0,0.357143,0.357143,0.071429,0.571429,0.285714,0.450267,0.473011,0.171595,0.387056,0.231325,0,0,0,0,0,5420,prior7,prior7,prior7,0.825,0,202604010804,2-1-5-3-6,1-2-6-5-3,2,1,5,3,4,1-2-5-6-3,2-1-5-6-3,90,右横,official_realtime,0,83.6942,0.268186,0.379028,-1.136055,-0.145629,-1.330564,0.452654,0.322585,-0.346131,-0.063541,-0.017881,83.6942,87.6942,85.6942,,,87.6942,85.6942,,,83.6942,1,,,-0.006045,0.006019,0.002895,0.001969,-0.003563,-0.001271,2,6,5,3,1,4,0.8,0.0,0.2,0.6,1.0,0.4,0.02,0.11,0.08,0.06,-0.02,0.07,2,6,5,3,1,4,0.8,0.0,0.2,0.6,1.0,0.4,backfill,3,1,0,4-1-2;4-2-1;4-1-5;4-5-1;4-1-6;4-2-5;4-5-2;4-1-3;4-6-1;4-2-6;4-6-2;4-2-3;4-3-1;4-5-6;4-6-5;4-3-2;4-5-3;4-3-5;4-6-3;4-3-6,4-1-2;4-1-5;4-1-6;4-2-1;4-2-5;4-2-6,0,-0.04,0.8,0.825,1.0,0.6,0.6,1.0,1,1,8,常滑,0.0,0-2m,右横_0-2m,neutral,1,22.8571,-0.7143,23.5714,70,backfill,2.0,4
1-5-4,0,0,4,4,0,0,0,0,0,0,2026-04-01,-8.0,-4.0,,,-8.0,-4.0,,,1,4,1,backfill,same,B,1,1,1,4,0,-1.8291,0.0427,逃げ,4カドまくり,0.503333,0.306667,0.716667,0.45,0.793333,0.38,0.38,0.38,0.38,0.38,0.318182,0.127273,0.465455,0.298182,0.485455,0.674057,0.525257,0.743143,0.487543,0.674686,0.502,0.046,0.248,0.23,0.382,0.642857,0.5,0.571429,0.428571,0.571429,0.444681,0.269216,0.451919,0.330808,0.481142,0,0,0,0,0,6950,prior7,prior7,prior7,0.321,0,202604012401,1-3-6-5-2,6-5-1-3-2,3,5,2,4,1,1-6-3-5-2,6-3-1-5-2,0,追い,official_realtime,0,30.2309,0.522199,-0.618677,-0.110532,-0.399001,-0.166771,0.054768,-0.511964,-0.305673,0.109953,0.249635,30.2309,22.2309,26.2309,,,22.2309,26.2309,,,28.2309,5,,,-0.006045,0.006019,0.002895,0.001969,-0.003563,-0.001271,4,6,1,2,5,3,0.4,0.0,1.0,0.8,0.2,0.6,0.05,0.22,-0.11,0.01,0.08,0.02,4,6,1,2,5,3,0.4,0.0,1.0,0.8,0.2,0.6,backfill,4,0,0,4-1-6;4-6-1;4-1-3;4-3-1;4-1-5;4-6-3;4-3-6;4-1-2;4-5-1;4-6-5;4-5-6;4-6-2;4-2-1;4-3-5;4-5-3;4-2-6;4-3-2;4-2-3;4-5-2;4-2-5,4-1-6;4-1-3;4-1-5;4-6-1;4-6-3;4-6-5,0,-0.04,0.0,0.321,0.2,0.8,0.8,0.0,1,1,24,大村,-2.0,0-2m,追い_0-2m,unfavorable,1,15.0,-8.5714,23.5714,100,backfill,2.0,1
1-2-4,0,0,3,3,0,0,1,1,1,1,2026-04-02,4.0,2.0,,,4.0,2.0,,,1,4,1,backfill,same,S,1,1,1,4,0,-0.9279,0.268,逃げ,4カドまくり,0.533333,0.186667,0.32,0.516667,0.68,0.72,0.38,0.15,1.0,0.15,0.510909,0.441818,0.296364,0.654545,0,0.550686,0.697086,0.718343,0.482514,0.474286,0.544,0.232,0,0.524,0,0.357143,0.357143,0,0.642857,0.5,0.481192,0.324473,0.227427,0.544808,0.272029,0,0,0,0,0,1720,prior7,prior7,prior7,0.701,0,202604020108,5-1-2-6-3,1-5-3-2-6,2,3,5,1,4,5-1-2-6-3,5-1-2-6-3,45,右横,official_realtime,0,69.1321,0.712324,-0.332488,-1.273276,0.985077,-1.224785,0.461605,0.103442,0.109639,0.175796,-0.356914,69.1321,73.1321,71.1321,,,73.1321,71.1321,,,69.1321,2,,,-0.00599,0.006033,0.002892,0.001922,-0.003597,-0.001257,3,5,6,4,2,1,0.6,0.2,0.0,0.4,0.8,1.0,0.06,0.14,0.21,0.07,0.06,-0.06,2,5,6,4,3,1,0.8,0.2,0.0,0.4,0.6,1.0,backfill,4,0,0,4-5-1;4-1-5;4-5-2;4-2-5;4-5-6;4-1-2;4-2-1;4-5-3;4-6-5;4-1-6;4-6-1;4-1-3;4-3-5;4-2-6;4-6-2;4-3-1;4-2-3;4-3-2;4-6-3;4-3-6,4-5-1;4-5-2;4-5-6;4-1-5;4-1-2;4-1-6,0,-0.04,0.66667,0.701,1.0,0.4,0.4,0.8,1,1,1,桐生,0.0,5m+,右横_5m+,neutral,4,18.1818,-5.3896,23.5714,22,backfill,8.0,1
1-4-2,0,0,0,0,1,1,0,0,0,0,2026-04-02,0.0,0.0,,,0.0,0.0,,,0,0,1,missing,missing,B,0,0,0,4,0,1.1097,0.7774,逃げ,4カドまくり,0.5,0.5,0.5,0.5,0.5,0.38,1.0,0.38,0.72,0.38,0.369091,0.832727,0.22,0.849091,0,0.524286,0.452743,0.511371,0.283771,0.5532,0.196,0.628,0.398,0.7,0.478,0.642857,0.785714,0.285714,0.285714,0.5,0.364553,0.583619,0.356667,0.480083,0.380664,0,0,0,0,0,4220,prior7,prior7,prior7,0.5,0,202604020203,2-5-1-6-3,5-6-3-2-1,4,1,5,2,3,2-5-1-6-3,2-5-6-1-3,,missing,official_realtime,0,51.0697,0.051589,1.343923,-0.259367,0.648302,-0.247526,-0.291937,-0.034123,0.002748,0.975461,0.099186,51.0697,51.0697,51.0697,,,51.0697,51.0697,,,51.0697,4,,,-0.00599,0.006033,0.002892,0.001922,-0.003597,-0.001257,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,missing,2,0,0,4-2-5;4-5-2;4-2-1;4-1-2;4-2-6;4-5-1;4-1-5;4-2-3;4-6-2;4-5-6;4-6-5;4-5-3;4-3-2;4-1-6;4-6-1;4-3-5;4-1-3;4-3-1;4-6-3;4-3-6,4-2-5;4-2-1;4-2-6;4-5-2;4-5-1;4-5-6,0,-0.04,0.5,0.5,0.5,0.5,0.5,0.5,1,1,2,戸田,0.0,missing,missing,neutral,0,0,0,0,0,missing,,1
1-2-4,0,0,5,5,0,0,0,0,0,0,2026-04-02,-6.0,-3.0,,,-6.0,-3.0,,,1,4,1,backfill,same,B,1,1,1,4,0,0.5266,0.6317,逃げ,4カドまくり,0.33,0.47,0.326667,0.736667,0.443333,0.72,0.38,0.15,0.38,0.38,0.443636,0,0,0,0.2,0.259029,0.401314,0.943314,0.734286,0.183371,0.558,0,0.056,0.482,0.248,0.142857,0.285714,0,0.642857,0.642857,0.373003,0.239338,0.253803,0.467666,0.29275,0,0,0,0,0,1430,prior7,prior7,prior7,0.499,0,202604022209,1-5-6-2-3,1-3-5-6-2,2,5,4,1,3,5-1-6-3-2,5-1-6-3-2,315,追い,official_realtime,0,50.3866,0.467414,-0.955558,-1.233618,0.115027,-0.473674,0.614894,-0.371056,0.065919,0.025574,-0.341016,50.3866,44.3866,47.3866,,,44.3866,47.3866,,,50.3866,2,,,-0.00599,0.006033,0.002892,0.001922,-0.003597,-0.001257,1,6,5,3,2,4,1.0,0.0,0.2,0.6,0.8,0.4,-0.02,0.25,0.1,0.04,-0.01,0.04,1,6,5,3,2,4,1.0,0.0,0.2,0.6,0.8,0.4,backfill,4,0,0,4-5-1;4-1-5;4-5-6;4-6-5;4-5-3;4-1-6;4-6-1;4-5-2;4-3-5;4-1-3;4-3-1;4-1-2;4-2-5;4-6-3;4-3-6;4-2-1;4-6-2;4-2-6;4-3-2;4-2-3,4-5-1;4-5-6;4-5-3;4-1-5;4-1-6;4-1-3,0,-0.04,0.46667,0.499,0.8,0.6,0.6,0.0,1,1,22,福岡,0.0,3-4m,追い_3-4m,neutral,8,22.2222,-1.3492,23.5714,81,backfill,4.0,1
5-4-2,0,0,0,0,1,1,1,1,1,1,2026-04-03,2.0,1.0,,,2.0,1.0,,,1,4,1,backfill,same,S,1,1,1,4,0,0.5273,0.6318,まくり差し,4カドまくり,0.32,0.52,0.276667,0.63,0.56,0.38,1.0,0.38,0.72,0.15,0.232727,0,0.189091,0.587273,0,0.808686,0.614686,0.440971,0.468914,0.668743,0.228,0.836,0.148,0.694,0,0.285714,0.714286,0.428571,0.642857,0.214286,0.343529,0.581222,0.267384,0.545014,0.257772,0,0,0,0,0,3600,prior7,prior7,prior7,0.865,0,202604030402,2-5-1-3-6,5-1-6-2-3,3,1,4,2,5,2-5-1-3-6,2-5-1-3-6,270,左横,official_realtime,0,85.8373,-0.196504,1.366109,-0.513487,0.915184,-1.436163,0.207924,-0.149068,-0.519932,0.408372,0.071388,85.8373,87.8373,86.8373,,,87.8373,86.8373,,,87.8373,4,,,-0.005957,0.005969,0.002881,0.001912,-0.003549,-0.001253,5,6,4,2,3,1,0.2,0.0,0.4,0.8,0.6,1.0,0.07,0.1,0.07,0.03,0.05,-0.03,4,6,5,2,3,1,0.4,0.0,0.2,0.8,0.6,1.0,backfill,2,0,0,4-2-5;4-5-2;4-2-1;4-1-2;4-2-3;4-5-1;4-1-5;4-2-6;4-3-2;4-5-3;4-3-5;4-5-6;4-6-2;4-1-3;4-3-1;4-6-5;4-1-6;4-6-1;4-3-6;4-6-3,4-2-5;4-2-1;4-2-3;4-5-2;4-5-1;4-5-3,-0.5,-1.19,0.66667,0.865,1.0,0.8,0.8,1.0,1,1,4,平和島,2.0,3-4m,左横_3-4m,favorable,5,32.6087,9.0373,23.5714,46,backfill,3.0,5
1-4-2,0,0,0,0,4,4,1,1,1,1,2026-04-03,-5.0,-2.5,,,-5.0,-2.5,,,1,4,1,backfill,same,S,1,1,1,4,0,1.0328,0.7582,逃げ,4カドまくり,0.6,0.06,0.21,0.48,0.88,0.38,0.38,0.15,0.72,1.0,0.661818,0.458182,0,0.861818,0.843636,0.684686,0.553829,0.526743,0.8512,0.617771,0.526,0.318,0,0.482,0.658,0.428571,0.571429,0.142857,0.5,0.714286,0.476653,0.314254,0.164203,0.551829,0.680218,0,0,0,0,0,1770,prior7,prior7,prior7,0.723,0,202604031806,6-5-1-2-3,5-1-6-2-3,3,4,5,2,1,6-5-1-2-3,6-5-1-2-3,,missing,official_realtime,0,72.1428,0.465857,-0.028807,-1.269194,0.643997,1.114251,0.580324,-0.136197,-0.323133,0.630937,0.378744,72.1428,67.1428,69.6428,,,67.1428,69.6428,,,72.1428,4,,,-0.005957,0.005969,0.002881,0.001912,-0.003549,-0.001253,4,5,6,1,2,3,0.4,0.2,0.0,1.0,0.8,0.6,0.06,0.08,0.16,-0.02,0.01,0.04,4,5,6,1,2,3,0.4,0.2,0.0,1.0,0.8,0.6,backfill,2,0,0,4-6-5;4-5-6;4-6-1;4-1-6;4-6-2;4-5-1;4-1-5;4-6-3;4-2-6;4-5-2;4-2-5;4-5-3;4-3-6;4-1-2;4-2-1;4-3-5;4-1-3;4-3-1;4-2-3;4-3-2,4-6-5;4-6-1;4-6-2;4-5-6;4-5-1;4-5-2,-0.5,-1.19,0.8,0.723,0.6,1.0,1.0,0.5,1,1,18,徳山,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,2.0,1
6-1-4,0,0,2,2,0,0,0,0,0,0,2026-04-04,0.0,0.0,,,0.0,0.0,,,0,0,1,missing,missing,B,0,0,0,4,0,0.5879,0.647,まくり,4カドまくり,0.5,0.5,0.5,0.5,0.5,0.72,0.72,0.38,0.15,0.38,0.510909,0.636364,0.321818,0,0.474545,0.367943,0.291714,0.520971,0.423371,0.174629,0.458,0.622,0.256,0,0.49,0.5,0.5,0.285714,0,0.642857,0.440643,0.468881,0.339465,0.185973,0.369408,0,0,0,0,0,2390,prior7,prior7,prior7,0.5,0,202604041505,2-1-6-3-5,5-2-1-6-3,2,1,4,5,3,2-1-6-3-5,2-1-6-3-5,,missing,official_realtime,0,50.5479,0.677193,0.688747,-0.4371,-1.477689,-0.034873,0.11926,0.258322,-0.088389,0.311453,0.083874,50.5479,50.5479,50.5479,,,50.5479,50.5479,,,50.5479,1,,,-0.00599,0.005992,0.002865,0.001904,-0.003552,-0.001215,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,missing,4,0,0,4-2-1;4-1-2;4-2-6;4-6-2;4-2-3;4-1-6;4-6-1;4-2-5;4-3-2;4-1-3;4-3-1;4-1-5;4-5-2;4-6-3;4-3-6;4-5-1;4-6-5;4-5-6;4-3-5;4-5-3,4-2-1;4-2-6;4-2-3;4-1-2;4-1-6;4-1-3,0,-0.04,0.5,0.5,0.5,0.5,0.5,0.5,1,1,15,丸亀,0.0,missing,missing,neutral,0,0,0,0,0,missing,,6
3-4-1,0,0,0,0,4,4,1,1,0,0,2026-04-04,0.0,0.0,,,0.0,0.0,,,1,4,1,backfill,same,A,1,1,1,4,0,-1.7138,0.0715,まくり差し,4カドまくり,0.4,0.04,0.813333,0.523333,0.636667,0.38,0.15,0.38,0.38,0.15,0.030909,0,0.118182,0.454545,0,0.619771,0.943314,1.0,0.204971,0.812229,0,0.056,0.15,0.314,0,0.142857,0,0.285714,0.5,0.5,0.253491,0.202203,0.440869,0.330869,0.321679,0,0,0,0,0,2280,prior7,prior7,prior7,0.585,0,202604042202,5-3-1-6-2,2-5-1-3-6,4,5,1,2,3,3-5-6-1-2,3-5-6-1-2,45,右横,official_realtime,0,56.7462,-0.771106,-1.2337,-0.57257,-0.225353,-1.1508,-0.014792,0.258355,-0.145447,0.118475,-0.258951,56.7462,56.7462,56.7462,,,56.7462,56.7462,,,56.7462,4,,,-0.00599,0.005992,0.002865,0.001904,-0.003552,-0.001215,1,5,2,3,6,4,1.0,0.2,0.8,0.6,0.0,0.4,0.01,0.25,0.06,0.11,0.26,0.13,1,5,2,3,6,4,1.0,0.2,0.8,0.6,0.0,0.4,backfill,1,0,0,4-3-5;4-5-3;4-3-6;4-6-3;4-3-1;4-5-6;4-6-5;4-3-2;4-1-3;4-5-1;4-1-5;4-5-2;4-2-3;4-6-1;4-1-6;4-2-5;4-6-2;4-2-6;4-1-2;4-2-1,4-3-5;4-3-6;4-3-1;4-5-3;4-5-6;4-5-1,0,-0.04,0.53333,0.585,0.6,0.6,0.6,0.6,1,1,22,福岡,0.0,3-4m,右横_3-4m,neutral,2,31.25,7.6786,23.5714,32,backfill,3.0,3
2-3-1,6,0,2,2,3,3,0,0,0,0,2026-04-05,4.0,2.0,,,4.0,2.0,,,1,4,1,backfill,same,B,1,1,1,4,0,-1.5907,0.1023,差し,4カドまくり,0.36,0.59,0.836667,0.306667,0.453333,0.38,0.72,0.38,0.38,0.38,0.536364,0.656364,0.438182,0.189091,0.076364,0.648971,0.575486,0.861829,0.440971,0.607771,0.274,0.634,0.428,0.148,0.264,0.357143,0.714286,0.5,0.428571,0.5,0.363037,0.556487,0.519285,0.272784,0.34699,0,0,0,0,0,3530,prior7,prior7,prior7,0.451,0,202604050401,2-3-1-6-5,1-2-3-5-6,3,1,2,5,4,2-3-1-6-5,2-3-1-6-5,270,左横,official_realtime,0,42.3193,-0.006309,0.962297,0.102387,-0.556347,-0.527968,0.295206,0.091798,0.01628,-0.070826,-0.075696,42.3193,46.3193,44.3193,,,46.3193,44.3193,,,44.3193,3,,,-0.005985,0.006044,0.002889,0.001848,-0.003589,-0.001202,2,1,3,4,6,5,0.8,1.0,0.6,0.4,0.0,0.2,-0.03,-0.06,-0.02,0.08,0.17,0.11,2,1,3,4,6,5,0.8,1.0,0.6,0.4,0.0,0.2,backfill,1,0,0,4-2-3;4-3-2;4-2-1;4-1-2;4-2-6;4-3-1;4-1-3;4-2-5;4-6-2;4-3-6;4-6-3;4-3-5;4-5-2;4-1-6;4-6-1;4-5-3;4-1-5;4-5-1;4-6-5;4-5-6,4-2-3;4-2-1;4-2-6;4-3-2;4-3-1;4-3-6,-0.5,-1.19,0.86667,0.451,0.0,0.4,0.4,0.8,1,1,4,平和島,2.0,3-4m,左横_3-4m,favorable,5,32.6087,9.0373,23.5714,46,backfill,4.0,2
