scope,family,nparam,floor,conf,base_R,base_roi_pct,added_R,added_roi_pct,added_profit_yen,R,roi_pct,profit_yen,head_rate_pct,hit_rate_pct,min_added_month_R,min_added_month_roi_pct,min_combined_month_roi_pct
S+A,JM4_FIXED,3,4.5,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,3,4.5,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,4.5,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,4.5,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,4.5,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,4.5,0.85,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,160.12
S+A,ENT_FIXED,3,4.5,0.9,28,310.98214285714283,4,0.0,-40000.0,32,272.109375,550750.0,59.375,28.125,1,0.0,145.56363636363636
S+A,P2R_FIXED,3,5.0,1.25,28,310.98214285714283,34,55.008823529411764,-152970.0,62,170.60967741935485,437780.0,41.935483870967744,19.35483870967742,8,0.0,101.2
S+A,P2R_FIXED,3,5.0,1.5,28,310.98214285714283,27,44.43703703703704,-150020.0,55,180.13272727272727,440730.0,43.63636363636363,20.0,6,0.0,106.52631578947368
S+A,P2R_FIXED,3,5.0,1.75,28,310.98214285714283,22,54.53636363636364,-100020.0,50,198.146,490730.0,46.0,22.0,3,0.0,112.44444444444444
S+A,P2R_FIXED,3,5.0,2.0,28,310.98214285714283,19,63.14736842105263,-70020.0,47,210.7936170212766,520730.0,46.808510638297875,23.404255319148938,3,0.0,124.04117647058824
S+A,JM4_FIXED,3,5.0,0.3,28,310.98214285714283,42,57.52142857142857,-178410.0,70,158.90571428571428,412340.0,38.57142857142858,18.571428571428573,12,0.0,107.06666666666666
S+A,JM4_FIXED,3,5.0,0.35,28,310.98214285714283,31,38.70322580645161,-190020.0,59,167.92033898305084,400730.0,38.983050847457626,18.64406779661017,8,0.0,95.85
S+A,JM4_FIXED,3,5.0,0.4,28,310.98214285714283,13,39.03846153846154,-79250.0,41,224.7560975609756,511500.0,48.78048780487805,24.390243902439025,2,0.0,131.79375
S+A,JM4_FIXED,3,5.0,0.45,28,310.98214285714283,3,0.0,-30000.0,31,280.88709677419354,560750.0,58.06451612903226,29.03225806451613,0,0.0,145.56363636363636
S+A,JM4_FIXED,3,5.0,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,3,5.0,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,5.0,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,5.0,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
