scope,family,nparam,floor,conf,base_R,base_roi_pct,added_R,added_roi_pct,added_profit_yen,R,roi_pct,profit_yen,head_rate_pct,hit_rate_pct,min_added_month_R,min_added_month_roi_pct,min_combined_month_roi_pct
S+A,JM4_FIXED,3,6.5,0.35,28,310.98214285714283,13,53.253846153846155,-60770.0,41,229.26341463414633,529980.0,48.78048780487805,24.390243902439025,3,0.0,133.43333333333334
S+A,JM4_FIXED,3,6.5,0.4,28,310.98214285714283,5,0.0,-50000.0,33,263.8636363636364,540750.0,57.57575757575758,27.27272727272727,1,0.0,145.56363636363636
S+A,JM4_FIXED,3,6.5,0.45,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,3,6.5,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,3,6.5,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.5,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.5,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.5,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.5,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.5,0.9,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,3,7.0,1.25,28,310.98214285714283,6,0.0,-60000.0,34,256.1029411764706,530750.0,58.82352941176471,26.47058823529412,1,0.0,133.17
S+A,P2R_FIXED,3,7.0,1.5,28,310.98214285714283,5,0.0,-50000.0,33,263.8636363636364,540750.0,60.60606060606061,27.27272727272727,1,0.0,133.17
S+A,P2R_FIXED,3,7.0,1.75,28,310.98214285714283,4,0.0,-40000.0,32,272.109375,550750.0,59.375,28.125,1,0.0,147.96666666666667
S+A,P2R_FIXED,3,7.0,2.0,28,310.98214285714283,4,0.0,-40000.0,32,272.109375,550750.0,59.375,28.125,1,0.0,147.96666666666667
S+A,JM4_FIXED,3,7.0,0.3,28,310.98214285714283,12,0.0,-120000.0,40,217.6875,470750.0,50.0,22.5,1,0.0,102.43846153846154
S+A,JM4_FIXED,3,7.0,0.35,28,310.98214285714283,7,0.0,-70000.0,35,248.78571428571428,520750.0,54.285714285714285,25.71428571428571,1,0.0,133.17
S+A,JM4_FIXED,3,7.0,0.4,28,310.98214285714283,4,0.0,-40000.0,32,272.109375,550750.0,59.375,28.125,1,0.0,147.96666666666667
S+A,JM4_FIXED,3,7.0,0.45,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,3,7.0,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,3,7.0,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,7.0,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,7.0,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,7.0,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,7.0,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,7.0,0.9,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,4,4.5,1.25,28,310.98214285714283,29,41.56551724137931,-169460.0,57,173.91052631578947,421290.0,43.859649122807014,19.298245614035086,7,0.0,100.59473684210526
S+A,P2R_FIXED,4,4.5,1.5,28,310.98214285714283,23,25.200000000000003,-172040.0,51,182.1,418710.0,47.05882352941176,19.607843137254903,5,0.0,94.18823529411765
S+A,P2R_FIXED,4,4.5,1.75,28,310.98214285714283,19,30.505263157894742,-132040.0,47,197.59787234042554,458710.0,48.93617021276596,21.27659574468085,3,0.0,100.075
S+A,P2R_FIXED,4,4.5,2.0,28,310.98214285714283,16,36.22500000000001,-102040.0,44,211.07045454545454,488710.0,50.0,22.727272727272727,3,0.0,106.74666666666667
S+A,JM4_FIXED,4,4.5,0.3,28,310.98214285714283,36,47.172222222222224,-190180.0,64,162.5890625,400570.0,40.625,18.75,10,0.0,104.52608695652174
S+A,JM4_FIXED,4,4.5,0.35,28,310.98214285714283,25,23.184000000000005,-192040.0,53,175.22830188679245,398710.0,41.509433962264154,18.867924528301888,7,0.0,84.27368421052631
S+A,JM4_FIXED,4,4.5,0.4,28,310.98214285714283,12,0.0,-120000.0,40,217.6875,470750.0,50.0,22.5,2,0.0,100.075
S+A,JM4_FIXED,4,4.5,0.45,28,310.98214285714283,3,0.0,-30000.0,31,280.88709677419354,560750.0,58.06451612903226,29.03225806451613,0,0.0,145.56363636363636
S+A,JM4_FIXED,4,4.5,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,4.5,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,4.5,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,4.5,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,4.5,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,4.5,0.85,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,160.12
S+A,ENT_FIXED,4,4.5,0.9,28,310.98214285714283,3,0.0,-30000.0,31,280.88709677419354,560750.0,58.06451612903226,29.03225806451613,0,0.0,145.56363636363636
S+A,P2R_FIXED,4,5.0,1.25,28,310.98214285714283,17,70.90588235294118,-49460.0,45,220.28666666666666,541290.0,48.888888888888886,24.444444444444443,3,0.0,119.45625
S+A,P2R_FIXED,4,5.0,1.5,28,310.98214285714283,13,44.58461538461539,-72040.0,41,226.51463414634145,518710.0,51.21951219512195,24.390243902439025,1,0.0,119.45625
S+A,P2R_FIXED,4,5.0,1.75,28,310.98214285714283,10,57.96000000000001,-42039.99999999999,38,244.39736842105262,548710.0,52.63157894736842,26.31578947368421,1,0.0,127.42
S+A,P2R_FIXED,4,5.0,2.0,28,310.98214285714283,9,64.4,-32039.999999999993,37,251.0027027027027,558710.0,54.054054054054056,27.027027027027028,1,0.0,136.52142857142857
S+A,JM4_FIXED,4,5.0,0.3,28,310.98214285714283,20,60.27,-79460.0,48,206.51875,511290.0,45.83333333333333,22.916666666666664,3,0.0,106.18333333333334
S+A,JM4_FIXED,4,5.0,0.35,28,310.98214285714283,12,48.300000000000004,-62039.99999999999,40,232.1775,528710.0,50.0,25.0,2,0.0,145.56363636363636
S+A,JM4_FIXED,4,5.0,0.4,28,310.98214285714283,5,0.0,-50000.0,33,263.8636363636364,540750.0,57.57575757575758,27.27272727272727,1,0.0,145.56363636363636
S+A,JM4_FIXED,4,5.0,0.45,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,JM4_FIXED,4,5.0,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,5.0,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.0,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.0,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.0,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.0,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.0,0.9,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,P2R_FIXED,4,5.5,1.25,28,310.98214285714283,13,92.72307692307692,-9460.0,41,241.7780487804878,581290.0,53.65853658536586,26.82926829268293,3,0.0,147.02307692307693
S+A,P2R_FIXED,4,5.5,1.5,28,310.98214285714283,10,57.96000000000001,-42039.99999999999,38,244.39736842105262,548710.0,55.26315789473685,26.31578947368421,1,0.0,147.02307692307693
S+A,P2R_FIXED,4,5.5,1.75,28,310.98214285714283,7,82.80000000000001,-12039.999999999993,35,265.3457142857143,578710.0,57.14285714285714,28.57142857142857,1,0.0,159.275
S+A,P2R_FIXED,4,5.5,2.0,28,310.98214285714283,6,96.60000000000001,-2039.9999999999927,34,273.15,588710.0,58.82352941176471,29.411764705882355,1,0.0,160.12
S+A,JM4_FIXED,4,5.5,0.3,28,310.98214285714283,16,75.3375,-39460.0,44,225.2931818181818,551290.0,50.0,25.0,3,0.0,127.42
S+A,JM4_FIXED,4,5.5,0.35,28,310.98214285714283,10,57.96000000000001,-42039.99999999999,38,244.39736842105262,548710.0,52.63157894736842,26.31578947368421,2,0.0,145.56363636363636
S+A,JM4_FIXED,4,5.5,0.4,28,310.98214285714283,4,0.0,-40000.0,32,272.109375,550750.0,59.375,28.125,0,0.0,145.56363636363636
S+A,JM4_FIXED,4,5.5,0.45,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,JM4_FIXED,4,5.5,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,5.5,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.5,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.5,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.5,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.5,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,5.5,0.9,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,P2R_FIXED,4,6.0,1.25,28,310.98214285714283,9,69.53333333333333,-27420.0,37,252.25135135135136,563330.0,54.054054054054056,27.027027027027028,2,0.0,133.17
S+A,P2R_FIXED,4,6.0,1.5,28,310.98214285714283,7,0.0,-70000.0,35,248.78571428571428,520750.0,54.285714285714285,25.71428571428571,1,0.0,133.17
S+A,P2R_FIXED,4,6.0,1.75,28,310.98214285714283,5,0.0,-50000.0,33,263.8636363636364,540750.0,57.57575757575758,27.27272727272727,1,0.0,133.17
S+A,P2R_FIXED,4,6.0,2.0,28,310.98214285714283,4,0.0,-40000.0,32,272.109375,550750.0,59.375,28.125,1,0.0,147.96666666666667
S+A,JM4_FIXED,4,6.0,0.3,28,310.98214285714283,11,56.89090909090909,-47420.0,39,239.3153846153846,543330.0,51.28205128205128,25.64102564102564,2,0.0,110.975
S+A,JM4_FIXED,4,6.0,0.35,28,310.98214285714283,6,0.0,-60000.0,34,256.1029411764706,530750.0,55.88235294117647,26.47058823529412,1,0.0,147.96666666666667
S+A,JM4_FIXED,4,6.0,0.4,28,310.98214285714283,3,0.0,-30000.0,31,280.88709677419354,560750.0,61.29032258064516,29.03225806451613,0,0.0,160.12
S+A,JM4_FIXED,4,6.0,0.45,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,JM4_FIXED,4,6.0,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,6.0,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.0,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.0,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.0,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.0,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.0,0.9,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,P2R_FIXED,4,6.5,1.25,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,147.96666666666667
S+A,P2R_FIXED,4,6.5,1.5,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,147.96666666666667
S+A,P2R_FIXED,4,6.5,1.75,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,147.96666666666667
S+A,P2R_FIXED,4,6.5,2.0,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,147.96666666666667
S+A,JM4_FIXED,4,6.5,0.3,28,310.98214285714283,3,0.0,-30000.0,31,280.88709677419354,560750.0,58.06451612903226,29.03225806451613,0,0.0,133.17
S+A,JM4_FIXED,4,6.5,0.35,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,147.96666666666667
S+A,JM4_FIXED,4,6.5,0.4,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,6.5,0.45,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,6.5,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,6.5,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.5,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.5,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.5,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.5,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,6.5,0.9,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,4,7.0,1.25,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,4,7.0,1.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,4,7.0,1.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,4,7.0,2.0,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,7.0,0.3,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,7.0,0.35,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,7.0,0.4,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,7.0,0.45,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,7.0,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,4,7.0,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,7.0,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,7.0,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,7.0,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,7.0,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,4,7.0,0.9,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,4.5,1.25,28,310.98214285714283,17,60.911764705882355,-66450.0,45,216.51111111111112,524300.0,48.888888888888886,24.444444444444443,4,0.0,122.05333333333333
S+A,P2R_FIXED,5,4.5,1.5,28,310.98214285714283,13,38.392307692307696,-80090.0,41,224.55121951219513,510660.0,51.21951219512195,24.390243902439025,2,0.0,122.05333333333333
S+A,P2R_FIXED,5,4.5,1.75,28,310.98214285714283,10,49.91000000000001,-50089.99999999999,38,242.27894736842106,540660.0,52.63157894736842,26.31578947368421,2,0.0,130.77142857142857
S+A,P2R_FIXED,5,4.5,2.0,28,310.98214285714283,9,55.45555555555556,-40089.99999999999,37,248.82702702702701,550660.0,54.054054054054056,27.027027027027028,2,0.0,140.83076923076922
S+A,JM4_FIXED,5,4.5,0.3,28,310.98214285714283,22,68.66818181818182,-68930.0,50,204.364,521820.0,46.0,24.0,4,0.0,128.11111111111111
S+A,JM4_FIXED,5,4.5,0.35,28,310.98214285714283,13,38.392307692307696,-80090.0,41,224.55121951219513,510660.0,48.78048780487805,24.390243902439025,3,0.0,133.43333333333334
S+A,JM4_FIXED,5,4.5,0.4,28,310.98214285714283,6,0.0,-60000.0,34,256.1029411764706,530750.0,55.88235294117647,26.47058823529412,1,0.0,145.56363636363636
S+A,JM4_FIXED,5,4.5,0.45,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,JM4_FIXED,5,4.5,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,4.5,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,4.5,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,4.5,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,4.5,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,4.5,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,4.5,0.9,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,P2R_FIXED,5,5.0,1.25,28,310.98214285714283,10,103.55,3550.0,38,256.39473684210526,594300.0,52.63157894736842,28.947368421052634,2,0.0,166.43636363636364
S+A,P2R_FIXED,5,5.0,1.5,28,310.98214285714283,7,71.30000000000001,-20089.999999999993,35,263.04571428571427,570660.0,54.285714285714285,28.57142857142857,1,0.0,160.12
S+A,P2R_FIXED,5,5.0,1.75,28,310.98214285714283,5,99.82000000000002,-89.99999999999272,33,278.9878787878788,590660.0,57.57575757575758,30.303030303030305,1,0.0,160.12
S+A,P2R_FIXED,5,5.0,2.0,28,310.98214285714283,4,124.77500000000002,9910.000000000007,32,287.70625,600660.0,59.375,31.25,1,0.0,160.12
S+A,JM4_FIXED,5,5.0,0.3,28,310.98214285714283,12,86.29166666666667,-16450.0,40,243.575,574300.0,50.0,27.500000000000004,2,0.0,140.83076923076922
S+A,JM4_FIXED,5,5.0,0.35,28,310.98214285714283,6,83.18333333333335,-10089.999999999993,34,270.7823529411765,580660.0,55.88235294117647,29.411764705882355,1,0.0,160.12
S+A,JM4_FIXED,5,5.0,0.4,28,310.98214285714283,2,0.0,-20000.0,30,290.25,570750.0,60.0,30.0,0,0.0,160.12
S+A,JM4_FIXED,5,5.0,0.45,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,JM4_FIXED,5,5.0,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,5.0,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.0,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.0,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.0,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.0,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.0,0.9,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,P2R_FIXED,5,5.5,1.25,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,5.5,1.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,5.5,1.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,5.5,2.0,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,5.5,0.3,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,5.5,0.35,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,5.5,0.4,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,5.5,0.45,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,5.5,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,5.5,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.5,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.5,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.5,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.5,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,5,5.5,0.9,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,6.0,1.25,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,6.0,1.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,6.0,1.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,P2R_FIXED,5,6.0,2.0,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,6.0,0.3,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,6.0,0.35,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,5,6.0,0.4,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
