combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,period,race_code,return,stake,train_pair_count
5-6-3,0.0009629171669496618,2026-07-28,0.6931077767703665,0,0.027609122978428872,5まくり差し,719.8,0.02007936216613009,validation,202607280901,0,200,0
5-6-1,0.0009210734575021483,2026-07-28,0.6931077767703666,0,0.026409364411791498,5まくり差し,752.5,0.01920681048130291,validation,202607280901,0,200,0
5-6-2,0.0007953956584465992,2026-07-28,0.6931077767703665,0,0.022805883314061397,5まくり差し,871.4,0.016586096955681015,validation,202607280901,0,100,0
5-6-4,0.0007535418316703269,2026-07-28,0.6931077767703667,0,0.021605834659570673,5まくり差し,919.8,0.015713334297869582,validation,202607280901,0,100,0
5-2-4,0.0007116826951128108,2026-07-28,0.6931077767703664,0,0.020405633761036143,5まくり差し,973.9,0.014840460917117194,validation,202607280901,0,100,0
4-3-5,0.011868272775334567,2026-07-28,0.45099436546271354,0,0.059316976603140344,4刺され,38.0,0.3441950625250094,validation,202607281010,0,2400,4
4-3-2,0.0031485555153733073,2026-07-28,0.30352075168198683,0,0.023382210694183954,4刺され,96.4,0.09131212965795933,validation,202607281010,0,700,1
4-5-6,0.0023914545189356318,2026-07-28,0.047829090378712635,0,0.11270225554596666,4刺され,20.0,0.06935523418213331,validation,202607281010,0,500,0
4-6-5,0.0020181050792705754,2026-07-28,0.047829090378712635,0,0.09510738864638536,4刺され,23.7,0.05852762378239098,validation,202607281010,0,500,0
4-3-6,0.0020096256461643964,2026-07-28,0.047829090378712635,0,0.09470777776971988,4刺され,23.8,0.05828170939675068,validation,202607281010,0,500,0
4-1-3,0.0013743991488135818,2026-07-28,0.04782909037871264,0,0.06477141123331417,4刺され,34.8,0.039859329989731795,validation,202607281010,0,400,0
3-1-5,0.0462409721220643,2026-07-28,6.50148068036224,0,0.046769300755489386,3攻め頭,140.6,0.1781734980009344,validation,202607281906,0,600,8
3-1-2,0.0291503671717599,2026-07-28,5.4948442118767415,0,0.03488468799056661,3攻め頭,188.5,0.11232079795584114,validation,202607281906,0,400,5
3-4-1,0.02379157235993634,2026-07-28,0.956421208869441,0,0.16357621110004494,3攻め頭,40.2,0.09167254657022043,validation,202607281906,0,400,3
3-1-4,0.02063400586553867,2026-07-28,1.4732680187994611,0,0.09209753061935304,3攻め頭,71.4,0.0795059626586133,validation,202607281906,0,300,3
3-4-5,0.018511189573631386,2026-07-28,0.7200852744142608,0,0.16904276828333695,3攻め頭,38.9,0.07132642864397226,validation,202607281906,0,300,2
3-1-6,0.01710644066490468,2026-07-28,9.187869281120305,0,0.012243090087919954,3攻め頭,537.1,0.06591371746177363,validation,202607281906,0,300,3
3-5-4,0.01539229772494593,2026-07-28,1.0282054880263882,0,0.09843957614104502,3攻め頭,66.8,0.059308864024007674,validation,202607281906,0,300,2
3-4-2,0.01532184973205883,2026-07-28,1.0403535968067947,0,0.09684482601210319,3攻め頭,67.9,0.05903741719354949,validation,202607281906,0,300,2
3-2-5,0.012633685846037392,2026-07-28,2.3081744040710315,0,0.03599213840296556,3攻め頭,182.7,0.048679512919653715,validation,202607281906,0,300,2
3-5-1,0.012371358531871395,2026-07-28,2.7068532467734614,0,0.03005376456225689,3攻め頭,218.8,0.04766872588293735,validation,202607281906,0,300,2
3-4-6,0.012027093321936176,2026-07-28,3.5528033672999464,0,0.022260540576241734,3攻め頭,295.4,0.04634221967255179,validation,202607281906,0,200,2
3-6-2,0.011535414288425567,2026-07-28,6.815122761601825,0,0.011130270288120867,3攻め頭,590.8,0.04444770558095675,validation,202607281906,0,200,2
3-2-4,0.008129443686686107,2026-07-28,0.9056200266968324,0,0.0590283993377182,3攻め頭,111.4,0.031323982865994596,validation,202607281906,0,200,1
3-5-2,0.006898568921287189,2026-07-28,1.4555980423915968,0,0.031164756806738424,3攻め頭,211.0,0.02658123520114697,validation,202607281906,0,200,1
3-2-1,0.0065874728108693235,2026-07-28,1.7957450882429777,0,0.024122390631774786,3攻め頭,272.6,0.025382534575621243,validation,202607281906,0,200,1
3-2-6,0.0013932085035878617,2026-07-28,0.29048397299806916,0,0.031538434945907946,3攻め頭,208.5,0.005368244246111991,validation,202607281906,0,100,0
3-5-6,0.0005408377825322458,2026-07-28,0.2904839729980692,0,0.012243090087919954,3攻め頭,537.1,0.0020839302277310566,validation,202607281906,0,100,0
3-6-4,0.0005408377825322458,2026-07-28,0.2904839729980692,0,0.012243090087919954,3攻め頭,537.1,0.0020839302277310566,validation,202607281906,0,100,0
3-6-1,0.00036058089994795084,2026-07-28,0.2904839729980692,0,0.00816256664128824,3攻め頭,805.6,0.0013893730453256583,validation,202607281906,0,100,0
3-6-5,0.00036058089994795084,2026-07-28,0.2904839729980692,0,0.00816256664128824,3攻め頭,805.6,0.0013893730453256583,validation,202607281906,0,100,0
4-3-5,0.01058262942641242,2026-07-28,1.2508667982019481,0,0.02445043484321254,4刺され,118.2,0.32273872913428464,validation,202607282106,0,1900,4
4-3-2,0.0032926803914011295,2026-07-28,0.24925590562906552,0,0.03817756140644283,4刺され,75.7,0.10041696086550328,validation,202607282106,0,600,1
4-1-3,0.002167908372647297,2026-07-28,0.05831673522421229,0,0.10743648321441349,4刺され,26.9,0.06611475890117753,validation,202607282106,0,500,0
4-1-6,0.0018281108220756209,2026-07-28,0.0583167352242123,0,0.09059690904287533,4刺され,31.9,0.05575194402638482,validation,202607282106,0,400,0
4-1-2,0.0017460100366530626,2026-07-28,0.05831673522421229,0,0.08652818558286594,4刺され,33.4,0.05324811420484058,validation,202607282106,0,400,0
4-1-5,0.0012487523602615052,2026-07-28,0.058316735224212296,0,0.06188525478517607,4刺され,46.7,0.03808323371395451,validation,202607282106,0,300,0
4-6-3,0.001068072073703522,2026-07-28,0.0583167352242123,0,0.05293116114409749,4刺され,54.6,0.03257302224252153,validation,202607282106,0,300,0
4-6-1,0.0010564625946415272,2026-07-28,0.0583167352242123,0,0.05235582243600947,4刺され,55.2,0.032218967652928907,validation,202607282106,0,300,0
4-2-6,0.0010159709969374963,2026-07-28,0.05831673522421228,0,0.050349153283409796,4刺され,57.4,0.030984094328252183,validation,202607282106,0,300,0
5-3-4,0.007185271761202594,2026-07-28,0.2126840441315968,0,0.1926836137148719,5まくり差し,29.6,0.23104262815627047,validation,202607282402,0,800,1
5-4-3,0.004328810896484582,2026-07-28,0.12899856471524054,0,0.19139043509933587,5まくり差し,29.8,0.13919304370860794,validation,202607282402,0,500,0
5-3-6,0.0037473160277172266,2026-07-28,0.5253737070859551,0,0.040680705891299636,5まくり差し,140.2,0.12049505883003611,validation,202607282402,0,500,1
5-1-6,0.0032430682504884438,2026-07-28,1.0059997713015152,0,0.018386315170729237,5まくり差し,310.2,0.10428095648780311,validation,202607282402,0,400,1
5-4-2,0.002259169259461305,2026-07-28,0.12899856471524052,0,0.09988502567355882,5まくり差し,57.1,0.07264365503531552,validation,202607282402,0,300,0
5-3-2,0.0017695276366974004,2026-07-28,0.12899856471524052,0,0.07823641928614826,5まくり差し,72.9,0.05689921402628965,validation,202607282402,0,300,0
5-4-6,0.0012572959523902585,2026-07-28,0.12899856471524052,0,0.05558903475594746,5まくり差し,102.6,0.04042838891341634,validation,202607282402,0,200,0
5-4-1,0.0010085892471871814,2026-07-28,0.12899856471524052,0,0.04459292389335581,5まくり差し,127.9,0.03243121737698605,validation,202607282402,0,200,0
5-1-4,0.0008582738836676014,2026-07-28,0.12899856471524052,0,0.037947005761544965,5まくり差し,150.3,0.027597822372032704,validation,202607282402,0,200,0
5-6-4,0.0008497929164376845,2026-07-28,0.12899856471524052,0,0.037572035348881476,5まくり差し,151.8,0.02732511661736835,validation,202607282402,0,200,0
5-2-4,0.0007521782199139388,2026-07-28,0.1289985647152405,0,0.03325618055953474,5まくり差し,171.5,0.024186313134207087,validation,202607282402,0,200,0
5-1-3,0.0006548150493159416,2026-07-28,0.1289985647152405,0,0.028951446527716793,5まくり差し,197.0,0.021055597474703126,validation,202607282402,0,200,0
5-6-3,0.0006548150493159416,2026-07-28,0.1289985647152405,0,0.028951446527716793,5まくり差し,197.0,0.021055597474703126,validation,202607282402,0,200,0
5-3-1,0.0006192921973847361,2026-07-28,0.12899856471524054,0,0.0273808687756131,5まくり差し,208.3,0.019913359109536805,validation,202607282402,0,200,0
5-2-3,0.0005662799153434614,2026-07-28,0.12899856471524052,0,0.02503702794539161,5まくり差し,227.8,0.018208747596648447,validation,202607282402,0,100,0
5-1-2,0.0003981437182569152,2026-07-28,0.12899856471524052,0,0.01760319433938336,5まくり差し,324.0,0.012802323155915174,validation,202607282402,0,100,0
5-2-6,0.00036276311787187995,2026-07-28,0.12899856471524052,0,0.01603890597851577,5まくり差し,355.6,0.011664658893466018,validation,202607282402,0,100,0
5-6-1,0.00023888623095414912,2026-07-28,0.12899856471524052,0,0.010561916603630017,5まくり差し,540.0,0.007681393893549104,validation,202607282402,0,100,0
5-2-1,0.0002123433164036881,2026-07-28,0.12899856471524052,0,0.009388370314337792,5まくり差し,607.5,0.006827905683154759,validation,202607282402,0,100,0
5-6-2,0.0001327009203942398,2026-07-28,0.12899856471524052,0,0.005867127832486584,5まくり差し,972.1,0.0042670020599902434,validation,202607282402,0,100,0
3-1-5,0.05068854760712967,2026-07-29,1.9869910661994834,0,0.13062592195118153,3攻め頭,39.2,0.19244696543849893,validation,202607290412,0,700,8
3-1-2,0.03695268440532532,2026-07-29,0.9496839892168607,0,0.19924265138079056,3攻め頭,25.7,0.1402966215116239,validation,202607290412,0,500,5
3-1-4,0.020853751771940255,2026-07-29,1.1844931006462065,0,0.0901502841634915,3攻め頭,56.8,0.07917451645336024,validation,202607290412,0,300,3
3-1-6,0.01984067489138883,2026-07-29,1.5039231567672733,0,0.06755324723596724,3攻め頭,75.8,0.07532821229548377,validation,202607290412,0,300,3
3-4-1,0.01864863104830934,2026-07-29,2.3310788810386676,0,0.04096428912389054,3攻め頭,125.0,0.0708024321913005,validation,202607290412,0,300,3
3-5-1,0.01382569305596013,2026-07-29,1.2125132810077035,0,0.05838695713211308,3攻め頭,87.7,0.05249139695865753,validation,202607290412,0,300,2
3-2-5,0.013166820898236939,2026-07-29,1.5431514092733694,0,0.04369058140346687,3攻め頭,117.2,0.04998988619633477,validation,202607290412,0,300,2
3-4-5,0.012433728065188188,2026-07-29,2.3288372666097477,0,0.027338687349099392,3攻め頭,187.3,0.047206585080697756,validation,202607290412,0,300,2
3-4-2,0.012360508660293543,2026-07-29,2.4622133251304734,0,0.025705502713284725,3攻め頭,199.2,0.04692859620651653,validation,202607290412,0,300,2
3-5-4,0.012289397410384923,2026-07-29,2.609039070224719,0,0.02411934121755213,3攻め頭,212.3,0.046658611271072695,validation,202607290412,0,200,2
3-4-6,0.012098896180013608,2026-07-29,3.1178855455895067,0,0.019870144122958157,3攻め頭,257.7,0.04593534368050351,validation,202607290412,0,200,2
3-6-2,0.011891302364617844,2026-07-29,3.9954775945115957,0,0.015239690894304514,3攻め頭,336.0,0.04514718142881778,validation,202607290412,0,200,2
3-2-1,0.009911078359848863,2026-07-29,0.5282604765799443,0,0.0960700964443962,3攻め頭,53.3,0.03762895258628019,validation,202607290412,0,200,1
3-5-2,0.007226406064712037,2026-07-29,1.0225364581567533,0,0.03618753456174076,3攻め頭,141.5,0.027436176095615442,validation,202607290412,0,200,1
3-2-4,0.006987793479932845,2026-07-29,1.1592749383208591,0,0.03086519674795851,3攻め頭,165.9,0.026530246254971655,validation,202607290412,0,200,1
3-2-6,0.001251037351097468,2026-07-29,0.22956535392638536,0,0.027904829103467668,3攻め頭,183.5,0.004749758145271092,validation,202607290412,0,100,0
3-5-6,0.0009665909639005698,2026-07-29,0.22956535392638533,0,0.021560152170468704,3攻め頭,237.5,0.0036698131353989274,validation,202607290412,0,100,0
3-6-1,0.0009385337445886563,2026-07-29,0.22956535392638533,0,0.020934326003623535,3攻め頭,244.6,0.003563289532531665,validation,202607290412,0,100,0
3-6-5,0.000576652484115512,2026-07-29,0.22956535392638533,0,0.012862436926617224,3攻め頭,398.1,0.0021893509662327185,validation,202607290412,0,100,0
3-6-4,0.00048096659108817373,2026-07-29,0.22956535392638533,0,0.010728129353627313,3攻め頭,477.3,0.0018260645708301805,validation,202607290412,0,100,0
3-1-5,0.04742522918315639,2026-07-29,1.432241921331323,0,0.14669091402295412,3攻め頭,30.2,0.19518143217411987,validation,202607291012,0,800,8
3-1-2,0.028828149948591154,2026-07-29,1.772931221838356,0,0.07203358704867016,3攻め頭,61.5,0.11864401481679492,validation,202607291012,0,500,5
3-1-4,0.02252930531162138,2026-07-29,0.5880148686333181,0,0.16973431431008482,3攻め頭,26.1,0.09272073435065273,validation,202607291012,0,400,3
3-1-6,0.020729323526808535,2026-07-29,0.7275992557909796,0,0.12621269525621692,3攻め頭,35.1,0.08531279919254756,validation,202607291012,0,400,3
3-4-1,0.01836772496046282,2026-07-29,1.1773711699656666,0,0.06911178788600958,3攻め頭,64.1,0.0755934958103846,validation,202607291012,0,400,3
3-5-1,0.013487696705998786,2026-07-29,0.7849839482891294,0,0.07611796569575968,3攻め頭,58.2,0.05550944096949101,validation,202607291012,0,300,2
3-4-5,0.011552159653332355,2026-07-29,1.7455313236185188,0,0.029318766402999432,3攻め頭,151.1,0.0475436198132765,validation,202607291012,0,300,2
3-4-6,0.011417984150770187,2026-07-29,1.939915507215855,0,0.026074547401372654,3攻め頭,169.9,0.0469914123236379,validation,202607291012,0,300,2
3-4-2,0.01132676174400915,2026-07-29,2.1022469796880983,0,0.023868887949855682,3攻め頭,185.6,0.04661598092763501,validation,202607291012,0,300,2
3-2-5,0.011144947512477117,2026-07-29,2.5354755590885443,0,0.019472815839530613,3攻め頭,227.5,0.04586771333438819,validation,202607291012,0,200,2
3-5-4,0.011110388381465431,2026-07-29,2.640939318274333,0,0.01863721330876405,3攻め頭,237.7,0.04572548311638537,validation,202607291012,0,200,2
3-6-2,0.01085906295767772,2026-07-29,3.8299915051729316,0,0.012560435507494227,3攻め頭,352.7,0.04469113795872243,validation,202607291012,0,200,2
3-2-1,0.006546352191151026,2026-07-29,0.8713194766422014,0,0.03328373856869432,3攻め頭,133.1,0.026941912947862863,validation,202607291012,0,200,1
3-2-4,0.00617871362507873,2026-07-29,1.1220543943142973,0,0.02439463438046924,3攻め頭,181.6,0.025428873937101148,validation,202607291012,0,200,1
3-5-2,0.005918852402625405,2026-07-29,1.447751297682174,0,0.018111470169637014,3攻め頭,244.6,0.024359399177810555,validation,202607291012,0,200,1
3-6-4,0.000757734267477666,2026-07-29,0.18322014587609967,0,0.018321197698483102,3攻め頭,241.8,0.003118501735912017,validation,202607291012,0,100,0
3-1-5,0.03470352843742638,2026-07-29,3.994376123147776,0,0.01419176899928375,3攻め頭,115.1,0.17262838621264404,validation,202607291502,0,1200,8
3-1-2,0.02234492848677639,2026-07-29,1.3027093307790634,0,0.028018398144383526,3攻め頭,58.3,0.11115206776925678,validation,202607291502,0,800,5
3-4-1,0.016219235235498432,2026-07-29,0.2676173813857241,0,0.09899834011015513,3攻め頭,16.5,0.08068056852938811,validation,202607291502,0,600,3
3-1-4,0.01543144061815209,2026-07-29,0.3317759732902699,0,0.0759754703170958,3攻め頭,21.5,0.07676178218163332,validation,202607291502,0,600,3
3-1-6,0.013906603536692298,2026-07-29,0.7231433839079995,0,0.03141293484264538,3攻め頭,52.0,0.06917666976045028,validation,202607291502,0,600,3
3-4-5,0.010306642810910904,2026-07-29,0.3287819056680578,0,0.05120603798801128,3攻め頭,31.9,0.0512691128490232,validation,202607291502,0,400,2
3-2-5,0.009159392644639908,2026-07-29,0.8463278803647275,0,0.017678275019670557,3攻め頭,92.4,0.04556225957781627,validation,202607291502,0,400,2
3-5-1,0.008776809979081542,2026-07-29,2.2064900287411,0,0.006497504422504215,3攻め頭,251.4,0.043659149688936895,validation,202607291502,0,400,2
3-1-5,0.04432745236391973,2026-07-29,3.7766989414059613,0,0.08048494528265068,3攻め頭,85.2,0.1839123311119405,validation,202607291805,0,700,8
3-1-2,0.029442636417343297,2026-07-29,2.178755094883404,0,0.09266645051461944,3攻め頭,74.0,0.12215599157695647,validation,202607291805,0,500,5
3-1-6,0.021692303503474092,2026-07-29,0.9674767362549446,0,0.15375150982246275,3攻め頭,44.6,0.09000025699105747,validation,202607291805,0,400,3
3-1-4,0.01956473166178812,2026-07-29,1.3167064408383404,0,0.10189178808442555,3攻め頭,67.3,0.08117307031224263,validation,202607291805,0,300,3
3-4-1,0.017432057434907042,2026-07-29,2.3951646915562277,0,0.04990769532810654,3攻め頭,137.4,0.07232471409840109,validation,202607291805,0,300,3
3-4-2,0.012219567976499462,2026-07-29,1.751064091032373,0,0.04785287744648875,3攻め頭,143.3,0.05069836211855126,validation,202607291805,0,300,2
3-4-6,0.01188535977600367,2026-07-29,2.0526016333158337,0,0.03970652772485141,3攻め頭,172.7,0.049311749399974694,validation,202607291805,0,300,2
3-2-5,0.011802120647888482,2026-07-29,2.1479859579157035,0,0.037677567791658456,3攻め頭,182.0,0.04896639451772908,validation,202607291805,0,300,2
3-5-1,0.011300643955362654,2026-07-29,3.0443934815746987,0,0.0254540361472971,3攻め頭,269.4,0.046885793386773955,validation,202607291805,0,200,2
3-6-2,0.011300643955362654,2026-07-29,3.0443934815746987,0,0.0254540361472971,3攻め頭,269.4,0.046885793386773955,validation,202607291805,0,200,2
3-5-4,0.010924609349982128,2026-07-29,4.599260536342476,0,0.016288164698531685,3攻め頭,421.0,0.04532564505506921,validation,202607291805,0,200,2
3-4-5,0.010841132641021413,2026-07-29,5.215668913595402,0,0.014253413714574595,3攻め頭,481.1,0.044979304462055246,validation,202607291805,0,200,2
3-2-4,0.00704980822327264,2026-07-29,1.0320919238871147,0,0.046839599303837694,3攻め頭,146.4,0.029249293498525557,validation,202607291805,0,200,1
3-2-1,0.006965713870026429,2026-07-29,1.066450793501046,0,0.0447897931945254,3攻め頭,153.1,0.028900390330983038,validation,202607291805,0,200,1
3-5-2,0.006130773179132833,2026-07-29,1.720294954064673,0,0.024438051810697924,3攻め頭,280.6,0.02543626413799113,validation,202607291805,0,200,1
3-6-1,0.0035929116459161273,2026-07-29,0.28132498187523275,0,0.08757748835353561,3攻め頭,78.3,0.014906806528261377,validation,202607291805,0,100,0
3-2-6,0.0016289807867703114,2026-07-29,0.28132498187523275,0,0.03970652772485141,3攻め頭,172.7,0.006758557910613004,validation,202607291805,0,100,0
3-6-4,0.0012946386648653141,2026-07-29,0.2813249818752328,0,0.0315569136589132,3攻め頭,217.3,0.005371389558963948,validation,202607291805,0,100,0
3-5-6,0.000918762187704875,2026-07-29,0.28132498187523275,0,0.0223948965972627,3攻め頭,306.2,0.0038118972931510966,validation,202607291805,0,100,0
3-6-5,0.0007100580057426368,2026-07-29,0.2813249818752327,0,0.01730771665341201,3攻め頭,396.2,0.002945994323985022,validation,202607291805,0,100,0
5-3-6,0.004304556078147627,2026-07-29,1.222063470586111,0,0.0645567733764076,5まくり差し,283.9,0.13785947154647823,validation,202607291807,0,500,1
5-1-6,0.0039137265177656075,2026-07-29,1.5150035350270668,0,0.04734608101669366,5まくり差し,387.1,0.1253426043757772,validation,202607291807,0,500,1
5-3-4,0.0037182842007916495,2026-07-29,1.7591202553945295,0,0.038739522218478366,5まくり差し,473.1,0.1190832888861661,validation,202607291807,0,500,1
5-1-4,0.0016289410439213083,2026-07-29,0.41619443672189427,0,0.0717325556225523,5まくり差し,255.5,0.05216913136185622,validation,202607291807,0,300,0
5-1-3,0.0015640527498004297,2026-07-29,0.4161944367218944,0,0.06887511447411543,5まくり差し,266.1,0.05009099234481122,validation,202607291807,0,200,0
5-2-3,0.0015640527498004297,2026-07-29,0.4161944367218944,0,0.06887511447411543,5まくり差し,266.1,0.05009099234481122,validation,202607291807,0,200,0
5-6-3,0.0015312525265706194,2026-07-29,0.4161944367218944,0,0.067430713618698,5まくり差し,271.8,0.049040518995416726,validation,202607291807,0,200,0
5-6-4,0.0014987196136906531,2026-07-29,0.4161944367218944,0,0.06599808412517867,5まくり差し,277.7,0.04799860663649358,validation,202607291807,0,200,0
5-4-6,0.001335668924011214,2026-07-29,0.4161944367218943,0,0.05881793312439703,5まくり差し,311.6,0.04277667863592511,validation,202607291807,0,200,0
5-3-2,0.001270822707547769,2026-07-29,0.4161944367218944,0,0.05596234492080036,5まくり差し,327.5,0.04069988721512753,validation,202607291807,0,200,0
5-3-1,0.001237937051522589,2026-07-29,0.41619443672189443,0,0.05451418192017287,5まくり差し,336.2,0.039646677760125724,validation,202607291807,0,200,0
5-1-2,0.0010751600018648782,2026-07-29,0.4161944367218944,0,0.04734608101669366,5まくり差し,387.1,0.0344335134666863,validation,202607291807,0,200,0
5-6-1,0.0010425712342732824,2026-07-29,0.4161944367218943,0,0.04591099188768065,5まくり差し,399.2,0.033389812281949566,validation,202607291807,0,200,0
5-2-1,0.0009448227848397148,2026-07-29,0.4161944367218944,0,0.04160651069594124,5まくり差し,440.5,0.030259280506139085,validation,202607291807,0,200,0
5-2-6,0.0009123069634412414,2026-07-29,0.4161944367218943,0,0.0401746338482291,5まくり差し,456.2,0.029217915525984798,validation,202607291807,0,200,0
5-4-1,0.0007818794603078985,2026-07-29,0.4161944367218944,0,0.03443108766027075,5まくり差し,532.3,0.025040791025651453,validation,202607291807,0,200,0
5-4-3,0.0007818794603078985,2026-07-29,0.4161944367218944,0,0.03443108766027075,5まくり差し,532.3,0.025040791025651453,validation,202607291807,0,200,0
5-6-2,0.0007818794603078985,2026-07-29,0.4161944367218944,0,0.03443108766027075,5まくり差し,532.3,0.025040791025651453,validation,202607291807,0,200,0
5-2-4,0.000684192728459468,2026-07-29,0.4161944367218944,0,0.030129324283350512,5まくり差し,608.3,0.021912235842436737,validation,202607291807,0,200,0
5-4-2,0.0006515254175358397,2026-07-29,0.4161944367218944,0,0.028690776395682717,5まくり差し,638.8,0.020866019196860156,validation,202607291807,0,200,0
5-1-6,0.006546427378218008,2026-07-29,0.9119173337857686,0,0.07023771255577467,5まくり差し,139.3,0.14199106367692704,validation,202607291901,0,500,1
5-3-6,0.006329953869662613,2026-07-29,0.9710149236062449,0,0.06378170377457244,5まくり差し,153.4,0.13729578456332542,validation,202607291901,0,500,1
5-3-4,0.005306812058085392,2026-07-29,1.5607334262829138,0,0.033267981499555975,5まくり差し,294.1,0.11510398654513165,validation,202607291901,0,500,1
5-1-3,0.0022625288062543317,2026-07-29,0.3280666769068781,0,0.0674766438553063,5まくり差し,145.0,0.049073922803859145,validation,202607291901,0,300,0
5-3-1,0.002231746101407333,2026-07-29,0.32806667690687796,0,0.06655859427904362,5まくり差し,147.0,0.04840625038475901,validation,202607291901,0,200,0
5-4-1,0.0021070435254134747,2026-07-29,0.328066676906878,0,0.06283952061027241,5まくり差し,155.7,0.04570146953474358,validation,202607291901,0,200,0
5-6-3,0.0019527778387314167,2026-07-29,0.328066676906878,0,0.05823876999416317,5まくり差し,168.0,0.042355469086664134,validation,202607291901,0,200,0
5-1-2,0.0019207650872768032,2026-07-29,0.328066676906878,0,0.05728403605983262,5まくり差し,170.8,0.041661117134423734,validation,202607291901,0,200,0
5-2-3,0.0018286882770728982,2026-07-29,0.32806667690687796,0,0.05453797858985179,5まくり差し,179.4,0.039663984428983126,validation,202607291901,0,200,0
5-4-6,0.0017976256268870026,2026-07-29,0.32806667690687796,0,0.05361158004942144,5まくり差し,182.5,0.03899024003594287,validation,202607291901,0,200,0
5-6-1,0.0017976256268870026,2026-07-29,0.32806667690687796,0,0.05361158004942144,5まくり差し,182.5,0.03899024003594287,validation,202607291901,0,200,0
5-1-4,0.0017666487717117828,2026-07-29,0.3280666769068781,0,0.05268774022089076,5まくり差し,185.7,0.0383183565242842,validation,202607291901,0,200,0
5-3-2,0.001672956027062101,2026-07-29,0.328066676906878,0,0.04989348984711582,5まくり差し,196.1,0.03628617443426606,validation,202607291901,0,200,0
5-6-4,0.0014561326094402044,2026-07-29,0.3280666769068781,0,0.0434270455349286,5まくり差し,225.3,0.031583305843584444,validation,202607291901,0,200,0
5-4-2,0.0013635356479920117,2026-07-29,0.328066676906878,0,0.04066547530764511,5まくり差し,240.6,0.029574891132832813,validation,202607291901,0,200,0
5-2-6,0.0013325210272415843,2026-07-29,0.3280666769068781,0,0.03974050917554595,5まくり差し,246.2,0.028902188491306154,validation,202607291901,0,200,0
5-2-1,0.0013013354895155813,2026-07-29,0.328066676906878,0,0.03881044569226265,5まくり差し,252.1,0.028225778685281932,validation,202607291901,0,200,0
5-6-2,0.0011154936311012515,2026-07-29,0.3280666769068781,0,0.033267981499555975,5まくり差し,294.1,0.024194895636040718,validation,202607291901,0,200,0
5-4-3,0.0010845179401880267,2026-07-29,0.3280666769068781,0,0.032344176393452606,5まくり差し,302.5,0.02352303737705645,validation,202607291901,0,200,0
5-2-4,0.0009293673566767082,2026-07-29,0.328066676906878,0,0.02771703501138644,5まくり差し,353.0,0.020157843644644687,validation,202607291901,0,200,0
3-1-5,0.05019050369501038,2026-07-29,5.134488527999562,0,0.06960107445673538,3攻め頭,102.3,0.18205975735433796,validation,202607291912,0,700,8
3-1-2,0.034962073636334516,2026-07-29,2.0732509666346366,0,0.12007065627190606,3攻め頭,59.3,0.12682053723777123,validation,202607291912,0,500,5
3-1-4,0.022488511788792614,2026-07-29,1.5359653551745354,0,0.10424875427414393,3攻め頭,68.3,0.0815742560466628,validation,202607291912,0,400,3
3-4-1,0.021109954322430034,2026-07-29,2.007556656063096,0,0.07487055643453239,3攻め頭,95.1,0.07657371173353743,validation,202607291912,0,300,3
3-1-6,0.018568226840886246,2026-07-29,6.38561321058078,0,0.02070424517861015,3攻め頭,343.9,0.06735391407295492,validation,202607291912,0,300,3
3-4-2,0.016031144976861013,2026-07-29,1.2456199647021007,0,0.09163693586774813,3攻め頭,77.7,0.05815096780727628,validation,202607291912,0,300,2
3-2-5,0.014871271676515481,2026-07-29,1.5823033063812473,0,0.06691907816657923,3攻め頭,106.4,0.05394367287941774,validation,202607291912,0,300,2
3-4-5,0.013674765081620242,2026-07-29,2.3506921175305195,0,0.04142053471159994,3攻め頭,171.9,0.04960349527005957,validation,202607291912,0,300,2
3-5-1,0.013097077032999886,2026-07-29,3.203545042271772,0,0.029109525416696768,3攻め頭,244.6,0.04750800432624626,validation,202607291912,0,200,2
3-5-4,0.012964465409450938,2026-07-29,3.5120736794202587,0,0.02628346222563319,3攻め頭,270.9,0.0470269722937248,validation,202607291912,0,200,2
3-4-6,0.01239975087321035,2026-07-29,6.196155511343212,0,0.014248929191362877,3攻め頭,499.7,0.044978541138955386,validation,202607291912,0,200,2
3-6-2,0.012144273178763116,2026-07-29,9.821073719665732,0,0.008804488582816903,3攻め頭,808.7,0.04405182784388373,validation,202607291912,0,200,2
3-2-4,0.012007317221864997,2026-07-29,0.6531980568694558,0,0.1308858440611035,3攻め頭,54.4,0.04355503728699634,validation,202607291912,0,200,1
3-2-1,0.011307117279750306,2026-07-29,0.6942570009766688,0,0.11596400516162916,3攻め頭,61.4,0.04101514981474539,validation,202607291912,0,200,1
3-5-2,0.007281889876791225,2026-07-29,1.71779782193505,0,0.030183085701246417,3攻め頭,235.9,0.026414142247020666,validation,202607291912,0,200,1
3-2-6,0.0011481491598693192,2026-07-29,0.3341114055219719,0,0.0244680065873678,3攻め頭,291.0,0.004164767078700902,validation,202607291912,0,100,0
3-5-6,0.00043205923383159427,2026-07-29,0.3341114055219718,0,0.00920753901063498,3攻め頭,773.3,0.0015672406826612731,validation,202607291912,0,100,0
3-6-4,0.0004131462909879706,2026-07-29,0.3341114055219719,0,0.008804488582816903,3攻め頭,808.7,0.0014986363545220261,validation,202607291912,0,100,0
3-6-1,0.0003626521279951936,2026-07-29,0.3341114055219718,0,0.007728416278002855,3攻め頭,921.3,0.0013154751111494221,validation,202607291912,0,100,0
