month,regime,feature,beta,fallback_global,train_races
2026-03,OUTER,t_h4_attack_x_cur_orig_turn,-0.014168537367353694,0,28
2026-03,OUTER,t_h4_attack_x_cur_orig_straight,0.262107843665535,0,28
2026-03,OUTER,t_h4_attack_x_cur_st,1.0026012548038397,0,28
2026-03,OUTER,pair_same_side4,0.4314363486721204,0,28
2026-03,OUTER,pair_third_inner,-0.4314363486721204,0,28
2026-03,OUTER,pair_third_outer,0.4314363486721204,0,28
2026-03,OUTER,pair_adjacent,0.4314363486721204,0,28
2026-03,OUTER,pair_distance,-0.09044253954360881,0,28
2026-03,OUTER,pair_third_minus_second,0.21546421051445763,0,28
2026-03,OUTER,pair_second_is5,-5.009370645655673e-16,0,28
2026-03,OUTER,pair_second_is6,6.093660410634819e-16,0,28
2026-03,OUTER,diff_v93_national,0.8475216913245139,0,28
2026-03,OUTER,diff_v93_local,-0.025918437364492387,0,28
2026-03,OUTER,diff_v93_motor,0.7936334547548056,0,28
2026-03,OUTER,diff_v93_grade,-1.1048824050161403,0,28
2026-03,OUTER,diff_v93_nst,-0.4540256326862099,0,28
2026-03,OUTER,diff_pref_pl_all_p2,0.1770297580624907,0,28
2026-03,OUTER,diff_pref_pl_all_win,0.5867961931720638,0,28
2026-03,OUTER,diff_pref_pl_frame_p2,-1.2692531821213877,0,28
2026-03,OUTER,diff_pref_pl_recent_p2,-0.258371925253843,0,28
2026-03,OUTER,diff_pref_pl_frame_win,0.8233384930358765,0,28
2026-03,OUTER,diff_suf_st_raw,0.9856371004040202,0,28
2026-03,OUTER,diff_suf_st_raw_strength,0.17558195870714105,0,28
2026-03,OUTER,diff_suf_st_corr_strength,-1.9603828294550392,0,28
2026-03,OUTER,diff_cur_ex,-0.6628936146736638,0,28
2026-03,OUTER,diff_cur_st,0.17165184615897494,0,28
2026-03,OUTER,diff_cur_orig_lap,-0.08491752389562672,0,28
2026-03,OUTER,diff_cur_orig_turn,-0.06714165845359275,0,28
2026-03,OUTER,diff_cur_orig_straight,0.2224089929325559,0,28
2026-03,OUTER,diff_cur_orig_avg,0.2024896365845025,0,28
2026-04,INNER,t_v93_national,0.6982924851107488,0,79
2026-04,INNER,t_v93_local,0.14970283786250096,0,79
2026-04,INNER,t_cur_st,-0.09490021258664137,0,79
2026-04,INNER,t_cur_orig_lap,0.3143636302965436,0,79
2026-04,INNER,t_cur_orig_turn,-0.22397158188846045,0,79
2026-04,INNER,t_cur_orig_straight,0.1285270844971464,0,79
2026-04,INNER,t_pref_pl_all_p2,0.19656151352835236,0,79
2026-04,INNER,t_pref_pl_all_win,-0.22173981456041106,0,79
2026-04,INNER,t_pref_pl_recent_p2,-0.073308800223813,0,79
2026-04,INNER,t_is_boat1,0.062159971704312485,0,79
2026-04,INNER,t_is_boat2,-0.1715250794208446,0,79
2026-04,INNER,t_is_boat3,0.0036847960048013084,0,79
2026-04,INNER,t_is_boat5,0.12185484339779629,0,79
2026-04,INNER,t_is_boat6,-0.02900437327906517,0,79
2026-04,INNER,t_is_inner123,-0.08041086587614812,0,79
2026-04,INNER,t_is_outer56,0.08041086587614812,0,79
2026-04,INNER,t_is_inner_edge3,0.0036847960048013084,0,79
2026-04,INNER,t_is_outer_edge5,0.12185484339779629,0,79
2026-04,INNER,t_h4_attack,-1.5036306811784312e-15,0,79
2026-04,INNER,t_cur_st__vs4,-0.1298589860085327,0,79
2026-04,INNER,t_cur_st__abs4,0.23426126188016577,0,79
2026-04,INNER,t_cur_orig_lap__vs4,0.2154123914411516,0,79
2026-04,INNER,t_cur_orig_lap__abs4,-0.459556013794946,0,79
2026-04,INNER,t_cur_orig_turn__vs4,-0.1583733975731041,0,79
2026-04,INNER,t_cur_orig_turn__abs4,-0.022361528946719337,0,79
2026-04,INNER,t_cur_orig_straight__vs4,0.0880614030142657,0,79
2026-04,INNER,t_cur_orig_straight__abs4,0.3944040629956048,0,79
2026-04,INNER,t_h4_attack_x_is_inner123,0.3166626284768053,0,79
2026-04,INNER,t_h4_attack_x_is_outer56,-0.3166626284768056,0,79
2026-04,INNER,t_h4_attack_x_is_inner_edge3,-0.07597565417278886,0,79
2026-04,INNER,t_h4_attack_x_is_outer_edge5,0.24836794802668574,0,79
2026-04,INNER,t_h4_attack_x_cur_orig_lap,-0.4743293829328676,0,79
2026-04,INNER,t_h4_attack_x_cur_orig_turn,0.4516477877820946,0,79
2026-04,INNER,t_h4_attack_x_cur_orig_straight,-0.3516174431408756,0,79
2026-04,INNER,t_h4_attack_x_cur_st,0.8353562157635926,0,79
2026-04,INNER,pair_same_side4,-0.08041086587614812,0,79
2026-04,INNER,pair_third_inner,-0.08041086587614812,0,79
2026-04,INNER,pair_third_outer,0.08041086587614812,0,79
2026-04,INNER,pair_adjacent,0.5848368892562706,0,79
2026-04,INNER,pair_distance,0.2645628290726467,0,79
2026-04,INNER,pair_third_minus_second,0.04421969757328567,0,79
2026-04,INNER,pair_second_is1,-1.0745218313689068e-15,0,79
2026-04,INNER,pair_second_is2,2.1274943483130802e-16,0,79
2026-04,INNER,pair_second_is3,7.759339947466312e-16,0,79
2026-04,INNER,diff_v93_national,0.5092291038576351,0,79
2026-04,INNER,diff_v93_local,0.1131355398666239,0,79
2026-04,INNER,diff_v93_motor,-0.1095123169788466,0,79
2026-04,INNER,diff_v93_grade,-0.6283769208055086,0,79
2026-04,INNER,diff_v93_nst,-0.528147047980167,0,79
2026-04,INNER,diff_pref_pl_all_p2,0.149098363799791,0,79
2026-04,INNER,diff_pref_pl_all_win,-0.15621809121501815,0,79
2026-04,INNER,diff_pref_pl_frame_p2,-0.05765259303456993,0,79
2026-04,INNER,diff_pref_pl_recent_p2,-0.05455367022081627,0,79
2026-04,INNER,diff_pref_pl_frame_win,-0.7993759543745759,0,79
2026-04,INNER,diff_suf_st_raw,-0.7348514157329674,0,79
2026-04,INNER,diff_suf_st_raw_strength,-0.06546903311315516,0,79
2026-04,INNER,diff_suf_st_corr_strength,-0.8649189353763271,0,79
2026-04,INNER,diff_cur_ex,-0.1006052519302471,0,79
2026-04,INNER,diff_cur_st,-0.114133647425756,0,79
2026-04,INNER,diff_cur_orig_lap,0.22029181304935014,0,79
2026-04,INNER,diff_cur_orig_turn,-0.15393220499200774,0,79
2026-04,INNER,diff_cur_orig_straight,0.08274363277332539,0,79
2026-04,INNER,diff_cur_orig_avg,-0.15682697756306183,0,79
2026-04,OUTER,t_v93_national,1.1581367775922808,0,41
2026-04,OUTER,t_v93_local,0.00015310364569538965,0,41
2026-04,OUTER,t_cur_st,0.1466153953527527,0,41
2026-04,OUTER,t_cur_orig_lap,0.17171147253626518,0,41
2026-04,OUTER,t_cur_orig_turn,0.35334338876905913,0,41
2026-04,OUTER,t_cur_orig_straight,0.7731002803605751,0,41
2026-04,OUTER,t_pref_pl_all_p2,-0.39866543098794593,0,41
2026-04,OUTER,t_pref_pl_all_win,0.831825381382293,0,41
2026-04,OUTER,t_pref_pl_recent_p2,-0.24544256839462833,0,41
2026-04,OUTER,t_is_boat1,0.05268001462561568,0,41
2026-04,OUTER,t_is_boat2,-0.2059781340054465,0,41
2026-04,OUTER,t_is_boat3,0.06651836199246661,0,41
2026-04,OUTER,t_is_boat5,0.045524396751908815,0,41
2026-04,OUTER,t_is_boat6,0.06705402156367798,0,41
2026-04,OUTER,t_is_inner123,-0.08677975738736347,0,41
2026-04,OUTER,t_is_outer56,0.08677975738736347,0,41
2026-04,OUTER,t_is_inner_edge3,0.06651836199246661,0,41
2026-04,OUTER,t_is_outer_edge5,0.045524396751908815,0,41
2026-04,OUTER,t_h4_attack,2.0004978268098876e-15,0,41
2026-04,OUTER,t_cur_st__vs4,0.09666821908679613,0,41
2026-04,OUTER,t_cur_st__abs4,0.5641931822613186,0,41
2026-04,OUTER,t_cur_orig_lap__vs4,0.11162190445392385,0,41
2026-04,OUTER,t_cur_orig_lap__abs4,-0.019464921963382925,0,41
2026-04,OUTER,t_cur_orig_turn__vs4,0.2550815521546434,0,41
2026-04,OUTER,t_cur_orig_turn__abs4,-0.2298178431889958,0,41
2026-04,OUTER,t_cur_orig_straight__vs4,0.49663172335920186,0,41
2026-04,OUTER,t_cur_orig_straight__abs4,-0.0034985802361244037,0,41
2026-04,OUTER,t_h4_attack_x_is_inner123,-0.14380951243352727,0,41
2026-04,OUTER,t_h4_attack_x_is_outer56,0.15743970972800925,0,41
2026-04,OUTER,t_h4_attack_x_is_inner_edge3,-0.3269579646349995,0,41
2026-04,OUTER,t_h4_attack_x_is_outer_edge5,-0.3449530279636241,0,41
2026-04,OUTER,t_h4_attack_x_cur_orig_lap,-0.8478515793387255,0,41
2026-04,OUTER,t_h4_attack_x_cur_orig_turn,-0.7517051410406518,0,41
2026-04,OUTER,t_h4_attack_x_cur_orig_straight,-1.1391752698356143,0,41
2026-04,OUTER,t_h4_attack_x_cur_st,1.0715736798171969,0,41
2026-04,OUTER,pair_same_side4,0.08677975738736347,0,41
2026-04,OUTER,pair_third_inner,-0.08677975738736347,0,41
2026-04,OUTER,pair_third_outer,0.08677975738736347,0,41
2026-04,OUTER,pair_adjacent,0.08677975738736347,0,41
2026-04,OUTER,pair_distance,-0.07131751365596468,0,41
