races,top1,top2,top3,top4,top6,top10,top20,second_top1,second_top2,third_top1,third_top2,month,scope,v96_top2,v96_top4,v96_top6,v96_top10
23,21.73913043478261,47.82608695652174,47.82608695652174,60.86956521739131,60.86956521739131,69.56521739130434,100.0,52.17391304347826,69.56521739130434,26.08695652173913,65.21739130434783,2026-04,ALL,21.73913043478261,39.130434782608695,39.130434782608695,60.86956521739131
11,9.090909090909092,36.36363636363637,36.36363636363637,54.54545454545454,54.54545454545454,63.63636363636363,100.0,45.45454545454545,72.72727272727273,18.181818181818183,54.54545454545454,2026-04,SA,27.27272727272727,36.36363636363637,36.36363636363637,54.54545454545454
36,27.77777777777778,36.11111111111111,41.66666666666667,55.55555555555556,61.111111111111114,69.44444444444444,100.0,47.22222222222222,66.66666666666666,38.88888888888889,66.66666666666666,2026-05,ALL,36.11111111111111,50.0,63.888888888888886,83.33333333333334
15,20.0,26.666666666666668,40.0,53.333333333333336,53.333333333333336,66.66666666666666,100.0,33.33333333333333,60.0,40.0,73.33333333333333,2026-05,SA,46.666666666666664,53.333333333333336,66.66666666666666,86.66666666666667
28,14.285714285714285,21.428571428571427,35.714285714285715,39.285714285714285,57.14285714285714,67.85714285714286,100.0,25.0,46.42857142857143,53.57142857142857,75.0,2026-06,ALL,25.0,42.857142857142854,57.14285714285714,78.57142857142857
14,7.142857142857142,14.285714285714285,28.57142857142857,28.57142857142857,50.0,64.28571428571429,100.0,21.428571428571427,35.714285714285715,50.0,71.42857142857143,2026-06,SA,28.57142857142857,42.857142857142854,64.28571428571429,85.71428571428571
