date,race_code,venue,venue_name,race,boat1_name,p109,grade,top7,entry_course,winner,head_hit,actual_combo,payout100,ticket7_hit,invest7,return7
2026-09-01,202609011603,16,児島,03,若林 麗,0.19559572153815072,B,1-4-3;1-3-4;1-4-5;1-3-5;1-5-4;1-4-2;1-4-6,1,2,0,2-3-6,14930,0,700,0
2026-09-01,202609011604,16,児島,04,丹下 将,0.5702140081760085,B,1-5-4;1-4-5;1-2-5;1-5-2;1-2-4;1-4-2;1-5-3,1,4,0,4-2-5,4580,0,700,0
2026-09-01,202609011605,16,児島,05,小坂 風太,0.24856314534340013,B,1-2-4;1-4-2;1-2-5;1-2-3;1-5-2;1-3-2;1-4-5,1,3,0,3-4-1,8210,0,700,0
2026-09-01,202609011606,16,児島,06,島田 一生,0.3953928240997102,B,1-3-5;1-5-3;1-5-4;1-3-4;1-4-5;1-4-3;1-5-2,1,3,0,3-5-1,1690,0,700,0
2026-09-01,202609011607,16,児島,07,石倉 洋行,0.8036971664246776,S,1-3-6;1-6-5;1-5-6;1-6-3;1-3-5;1-5-3;1-6-2,1,5,0,5-1-6,14880,0,700,0
2026-09-01,202609011608,16,児島,08,樋口 範政,0.3981643161284941,B,1-2-6;1-2-3;1-3-2;1-6-2;1-2-4;1-3-6;1-4-2,1,3,0,3-5-1,84850,0,700,0
2026-09-01,202609011609,16,児島,09,重木 輝彦,0.8010247386785323,S,1-5-3;1-3-5;1-5-4;1-3-4;1-5-2;1-4-5;1-2-5,1,1,1,1-2-4,960,0,700,0
2026-09-01,202609011610,16,児島,10,南野 利騰,0.4205726621460233,B,1-4-5;1-5-4;1-3-5;1-5-3;1-4-3;1-3-4;1-2-5,1,3,0,3-1-5,2970,0,700,0
2026-09-01,202609011611,16,児島,11,山田 祐也,0.732199058251455,S,1-2-4;1-2-5;1-4-2;1-2-3;1-3-2;1-5-2;1-2-6,1,2,0,2-1-5,9010,0,700,0
2026-09-01,202609011612,16,児島,12,今垣 光太郎,0.5325218580242423,B,1-3-4;1-4-3;1-3-2;1-2-3;1-4-2;1-2-4;1-3-6,1,5,0,5-3-4,54710,0,700,0
2026-09-01,202609011801,18,徳山,01,柘植 政浩,0.8005420767733666,S,1-4-3;1-3-4;1-4-6;1-4-2;1-2-4;1-6-4;1-3-6,1,1,1,1-4-5,3360,0,700,0
2026-09-01,202609011802,18,徳山,02,稗田 聖也,0.7599253122360146,S,1-5-4;1-4-5;1-5-3;1-3-5;1-3-4;1-4-3;1-5-2,1,1,1,1-5-4,770,1,700,770
2026-09-01,202609011803,18,徳山,03,和田 拓也,0.8765448752903855,S,1-5-3;1-3-5;1-5-6;1-5-4;1-6-5;1-5-2;1-3-6,1,1,1,1-2-3,3250,0,700,0
2026-09-01,202609011804,18,徳山,04,原田 秀弥,0.6059144561050308,B,1-2-5;1-2-4;1-5-2;1-2-6;1-4-2;1-2-3;1-5-4,1,1,1,1-6-4,32310,0,700,0
2026-09-01,202609011805,18,徳山,05,山口 修路,0.30128612307990565,B,1-4-5;1-4-3;1-3-4;1-5-4;1-4-2;1-2-4;1-3-5,1,1,1,1-2-4,1800,1,700,1800
2026-09-01,202609011806,18,徳山,06,藤森 拓海,0.42398131188709903,B,1-3-2;1-3-6;1-2-3;1-3-5;1-6-3;1-2-6;1-3-4,1,3,0,3-4-6,9170,0,700,0
2026-09-01,202609011807,18,徳山,07,新田 洋一,0.4963863919940513,B,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-3-6;1-5-4,1,1,1,1-3-5,910,1,700,910
2026-09-01,202609011808,18,徳山,08,沼田 大都,0.2563167966911442,B,1-3-6;1-3-2;1-2-3;1-6-3;1-3-4;1-2-6;1-6-2,1,2,0,2-3-6,1750,0,700,0
2026-09-01,202609011809,18,徳山,09,藤田 浩人,0.5607818229439422,B,1-3-6;1-6-3;1-3-4;1-6-4;1-4-6;1-4-3;1-3-5,1,5,0,5-3-1,35990,0,700,0
2026-09-01,202609011810,18,徳山,10,花田 和明,0.35998930753617553,B,1-3-5;1-5-3;1-5-6;1-5-4;1-3-6;1-3-4;1-5-2,1,3,0,3-5-2,4970,0,700,0
2026-09-01,202609011811,18,徳山,11,高橋 勲,0.5191588468244905,B,1-2-6;1-2-4;1-2-3;1-6-2;1-4-2;1-2-5;1-3-2,1,2,0,2-1-6,1060,0,700,0
2026-09-01,202609011812,18,徳山,12,岡村 慶太,0.7579651130280363,S,1-3-4;1-4-3;1-2-4;1-4-2;1-2-3;1-3-2;1-4-6,1,1,1,1-3-2,1450,1,700,1450
