month,date,race_code,p2_concentration,p2_top1,p2_top2mass,p2_ratio,p2_margin,p2_probs,nfeat2,calibration_domain,layer
2026-02,2026-02-23,202602231501,0.031429674585466416,0.29193089026929414,0.5295820385854032,1.2284009243708156,0.05427974195318511,1:0.237651148316|2:0.291930890269|3:0.145975588338|5:0.11648201015|6:0.207960362926,25,1,CAL
2026-02,2026-02-24,202602241604,0.043446138467827744,0.3013547404643265,0.5571334771537299,1.1781852720238697,0.0455760037749231,1:0.12461863833|2:0.255778736689|3:0.207862789273|5:0.110385095243|6:0.301354740464,25,1,CAL
2026-02,2026-02-24,202602241607,0.18274371535308953,0.520200091719666,0.7196125286500387,2.6086642324184632,0.3207876547892933,1:0.0621791740374|2:0.0932047828065|3:0.125003514506|5:0.52020009172|6:0.19941243693,25,1,CAL
2026-02,2026-02-24,202602242102,0.1903752784503111,0.5131452838218332,0.6964679353232763,2.7991373658360694,0.3298226323203901,1:0.513145283822|2:0.183322651501|3:0.165713394479|5:0.102284873428|6:0.0355337967694,25,1,CAL
2026-02,2026-02-25,202602252303,0.22192908928129118,0.562001020616509,0.7422226886348156,3.1183876322763937,0.3817793525982025,1:0.562001020617|2:0.0972619847149|3:0.110867560153|5:0.0496477664977|6:0.180221668018,25,1,CAL
2026-02,2026-02-27,202602270806,0.15136679271664066,0.4799559008716087,0.7116479491034867,2.0715251323224857,0.24826385263973075,1:0.479955900872|2:0.08696577946|3:0.0993554206518|5:0.102030850785|6:0.231692048232,25,1,CAL
2026-02,2026-02-28,202602280210,0.18097469555500323,0.5304489927270701,0.6997466970805846,3.133232046782085,0.36115128837355576,1:0.530448992727|2:0.0909480225662|3:0.169297704354|5:0.0736727961251|6:0.135632484228,25,1,CAL
2026-02,2026-02-28,202602281308,0.21600473167371614,0.5748736452578292,0.713823623569055,4.137270492912233,0.43592366694660345,1:0.138949978311|2:0.574873645258|3:0.103919192314|5:0.106427186509|6:0.0758299976075,25,1,CAL
2026-03,2026-03-01,202603010807,0.11720857045868438,0.43056880320376856,0.6787530077860682,1.7348759318846532,0.18238459862146889,1:0.089979017909|2:0.248184204582|3:0.0955918608409|5:0.135676113464|6:0.430568803204,25,1,CAL
2026-03,2026-03-01,202603011808,0.13895016110778435,0.4411947651399832,0.700880446700247,1.6989568407821423,0.1815090835797194,1:0.0622530074434|2:0.138801590614|3:0.25968568156|5:0.44119476514|6:0.0980649552427,25,1,CAL
2026-03,2026-03-01,202603012412,0.3025021873601139,0.6526361031274861,0.7557072831148288,6.331897075473769,0.5495649231401434,1:0.652636103127|2:0.103071179987|3:0.0965772126232|5:0.0813744838802|6:0.0663410203818,25,1,CAL
2026-03,2026-03-02,202603022007,0.2232601778191603,0.5613616427185967,0.7240366716098345,3.450816308715181,0.39868661382735887,1:0.561361642719|2:0.162675028891|3:0.105597892774|5:0.039008321596|6:0.13135711402,25,1,CAL
2026-03,2026-03-03,202603030307,0.04142850277458543,0.30116803364966255,0.5576980053410031,1.1740071994863468,0.044638061958321984,1:0.30116803365|2:0.173291031731|3:0.256529971691|5:0.17287003917|6:0.0961409237587,25,1,CAL
2026-03,2026-03-04,202603041305,0.1251841168719583,0.42022663519818715,0.6456879662296782,1.8638523656169335,0.19476530416669607,1:0.199078491646|2:0.225461331031|3:0.049655017472|5:0.420226635198|6:0.105578524652,25,1,CAL
2026-03,2026-03-04,202603042102,0.12877711845439743,0.47561116624718053,0.6431140059304297,2.8394215115789665,0.3081083265639314,1:0.475611166247|2:0.0941039274296|3:0.102741085384|5:0.167502839683|6:0.160040981256,25,1,CAL
2026-03,2026-03-04,202603042111,0.0588085934946716,0.31987003209382187,0.6027313930909712,1.1308367850815984,0.03700867109667244,1:0.319870032094|2:0.282861360997|3:0.0977109767451|5:0.170933296101|6:0.128624334063,25,1,CAL
2026-03,2026-03-05,202603050604,0.061174037995840536,0.35553751862472516,0.5900419804155866,1.516122618348323,0.12103305683386367,1:0.234504461791|2:0.0908495224038|3:0.16728804745|5:0.151820449731|6:0.355537518625,25,1,CAL
2026-03,2026-03-05,202603050704,0.1073958942013773,0.36092145584974067,0.678149437236075,1.137735247289534,0.04369347446340638,1:0.128767814468|2:0.317227981386|3:0.0646003858918|5:0.128482362404|6:0.36092145585,25,1,CAL
2026-03,2026-03-08,202603080203,0.28311682174138164,0.6226336290313772,0.7678940942996499,4.286325449126662,0.47737316376310446,1:0.113300641074|2:0.0740239627652|3:0.0447813018612|5:0.145260465268|6:0.622633629031,25,1,CAL
2026-03,2026-03-09,202603090102,0.08151091734139393,0.37490045242280096,0.6070679730331906,1.6147842361289528,0.1427329318124113,1:0.0687993086002|2:0.23216752061|3:0.374900452423|5:0.182491169366|6:0.141641549,25,1,CAL
2026-03,2026-03-09,202603091209,0.22791582037511737,0.48818693333698077,0.79121564961611,1.6110253157898626,0.18515821705785157,1:0.488186933337|2:0.303028716279|3:0.120198717902|5:0.0442061566167|6:0.0443794758655,25,1,CAL
2026-03,2026-03-12,202603120209,0.03394964477119611,0.27240876539526265,0.5172479300630638,1.1126029030725868,0.027569600727461535,1:0.244839164668|2:0.272408765395|3:0.22203644297|5:0.165021335537|6:0.0956942914305,25,1,CAL
2026-03,2026-03-12,202603121610,0.1595189672465881,0.4589995895810402,0.6818736556570248,2.059457152922194,0.2361255235050556,1:0.222874066076|2:0.458999589581|3:0.103962127012|5:0.0349807894851|6:0.179183427846,25,1,CAL
2026-03,2026-03-12,202603121805,0.1191776601571326,0.41760391668291824,0.644602263540908,1.8396782287765796,0.1906055698249285,1:0.198660143615|2:0.417603916683|3:0.226998346858|5:0.095555776082|6:0.061181816762,25,1,CAL
2026-03,2026-03-13,202603131101,0.15984096220672206,0.4868134837573753,0.7018979220071285,2.263359858662085,0.2717290455076221,1:0.112269568757|2:0.0550942366791|3:0.486813483757|5:0.21508443825|6:0.130738272557,25,1,CAL
