config,R,head_hits,head_rate,worst_month,delta
BASE,204,166,0.8137254901960784,0.7837837837837838,0.0
ONLY_ST_EDGE,204,168,0.8235294117647058,0.7647058823529411,0.009803921568627416
ONLY_WALL_INNER,204,175,0.8578431372549019,0.803921568627451,0.044117647058823484
ONLY_MOTOR,204,166,0.8137254901960784,0.7837837837837838,0.0
ONLY_TURN_FORM,204,179,0.8774509803921569,0.6666666666666666,0.06372549019607843
ONLY_STMOTOR,204,173,0.8480392156862745,0.7843137254901961,0.03431372549019607
