rank,rule,disc_R,disc_head,disc_hit,disc_roi,disc_cap10k_roi,test_R,test_head,test_hit,test_roi,test_cap10k_roi
1,p3>=0.325 & turn>=0.0,0,0,0,0,0,0,0,0,0,0
