actual_combo,actual_rank20,actual_second_rank,actual_second_rank_v97,actual_third_rank,actual_third_rank_v97,approved_A,approved_A_wind_v83,approved_S,approved_S_wind_v83,date,entry_confirmed_same,entry_course_preview,entry_gate_keep,entry_source_type,entry_status,grade,group_v97,has_orig,has_stt,has_tkz,head,head_hit,head_v97,history_adjust_online,history_pct_online,kimarite,model,opp_direct_b1_v97,opp_direct_b2_v97,opp_direct_b3_v97,opp_direct_b4_v97,opp_direct_b5_v97,opp_direct_b6_v97,opp_grade_b1_v97,opp_grade_b2_v97,opp_grade_b3_v97,opp_grade_b4_v97,opp_grade_b5_v97,opp_grade_b6_v97,opp_local_b1_v97,opp_local_b2_v97,opp_local_b3_v97,opp_local_b4_v97,opp_local_b5_v97,opp_local_b6_v97,opp_motor_b1_v97,opp_motor_b2_v97,opp_motor_b3_v97,opp_motor_b4_v97,opp_motor_b5_v97,opp_motor_b6_v97,opp_national_b1_v97,opp_national_b2_v97,opp_national_b3_v97,opp_national_b4_v97,opp_national_b5_v97,opp_national_b6_v97,opp_nst_b1_v97,opp_nst_b2_v97,opp_nst_b3_v97,opp_nst_b4_v97,opp_nst_b5_v97,opp_nst_b6_v97,opp_score_b1_v97,opp_score_b2_v97,opp_score_b3_v97,opp_score_b4_v97,opp_score_b5_v97,opp_score_b6_v97,opp_waku_b1_v97,opp_waku_b2_v97,opp_waku_b3_v97,opp_waku_b4_v97,opp_waku_b5_v97,opp_waku_b6_v97,payout100,period_v90,preview_comp,production_buy,race_code,rank2_v98,rank3_v98,ranked_others,ranked_others_v97,relative_deg,relative_wind,result_join_v97,route_hit,score,score_wind_v83,second,st5_combo_corr_v90,st5_combo_raw_v90,st_bias1_v90,st_bias2_v90,st_bias3_v90,st_bias4_v90,st_bias5_v90,st_bias6_v90,st_corr_rank_b1,st_corr_rank_b2,st_corr_rank_b3,st_corr_rank_b4,st_corr_rank_b5,st_corr_rank_b6,st_corr_strength_b1,st_corr_strength_b2,st_corr_strength_b3,st_corr_strength_b4,st_corr_strength_b5,st_corr_strength_b6,st_raw_b1,st_raw_b2,st_raw_b3,st_raw_b4,st_raw_b5,st_raw_b6,st_raw_rank_b1,st_raw_rank_b2,st_raw_rank_b3,st_raw_rank_b4,st_raw_rank_b5,st_raw_rank_b6,st_raw_strength_b1,st_raw_strength_b2,st_raw_strength_b3,st_raw_strength_b4,st_raw_strength_b5,st_raw_strength_b6,st_source_v90,third,ticket20_hit,ticket6_hit,tickets20_display,tickets4_v98,tickets6,tickets6_v98,tilt,tilt_bonus,v98_lambda,v98_parameter_test_pass,valid_payout,valid_result,venue_code_v83,venue_v83,wind_adjust_points,wind_bin,wind_cell,wind_class_old_only,wind_code,wind_old_head_rate,wind_old_lift_pt,wind_old_model_base,wind_old_n,wind_source_type,wind_speed,winner
3-1-5,8,1,2,5,5,0,0,0,0,2025-11-03,1,3,1,backfill,same,B,3HEAD,1,1,1,3,1,3,-1.9385,0.0154,まくり差し,3まくり,0.596667,0.663333,,0.483333,0.466667,0.546667,0.38,0.15,,0.38,0.15,0.38,0.470909,0,,0,0,0.381818,0.635943,0.590171,,0.821086,0.474229,0.865371,0.312,0,,0.062,0,0.154,0.285714,0.285714,,0.142857,0.357143,0.5,0.398977,0.269443,,0.312022,0.220762,0.411119,0,0,,0,0,0,4620,prior7,0.14833,0,202511031101,1-6-4-2-5,6-1-4-2-5,1-6-4-2-5,6-1-4-2-5,45,右横,official_realtime,0,12.9949,10.9949,1,,,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,2,3,6,4,1,5,0.8,0.6,0.0,0.4,1.0,0.2,0.02,0.04,0.21,0.16,0.01,0.17,2,3,6,4,1,5,0.8,0.6,0.0,0.4,1.0,0.2,backfill,5,1,0,3-1-6;3-6-1;3-1-4;3-4-1;3-1-2;3-6-4;3-4-6;3-1-5;3-2-1;3-6-2;3-2-6;3-6-5;3-5-1;3-4-2;3-2-4;3-5-6;3-4-5;3-5-4;3-2-5;3-5-2,1-6;6-1;1-4;6-4,3-1-6;3-1-4;3-1-2;3-6-1;3-6-4;3-6-2,1-6;6-1;1-4;6-4;1-2;6-2,0.5,0.1,0.2,1,1,1,11,びわこ,-2.0,0-2m,右横_0-2m,unfavorable,2,17.7778,-7.17,24.9478,90,backfill,1.0,3
3-5-6,14,3,4,4,3,0,0,0,0,2025-11-03,1,3,1,backfill,same,B,3HEAD,1,1,1,3,1,3,1.959,0.9897,まくり,3まくり,0.88,0.59,,0.18,0.59,0.43,1.0,0.38,,0.15,0.38,0.38,0.745455,0.454545,,0,0.054545,0.407273,0.573086,0.450229,,0.474229,0.771486,0.682914,0.81,0.286,,0,0.164,0.37,0.5,0.571429,,0.357143,0.5,0.285714,0.674361,0.385671,,0.169162,0.378676,0.382892,0,0,,0,0,0,10610,prior7,0.339,0,202511031105,1-2-6-5-4,1-6-5-2-4,1-2-5-6-4,1-2-6-5-4,0,追い,official_realtime,1,35.809,35.809,5,,,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,3,1,4,6,5,2,0.6,1.0,0.4,0.0,0.2,0.8,0.19,0.17,0.22,0.47,0.28,0.18,3,1,4,6,5,2,0.6,1.0,0.4,0.0,0.2,0.8,backfill,6,1,0,3-1-2;3-2-1;3-1-5;3-5-1;3-1-6;3-2-5;3-5-2;3-1-4;3-6-1;3-2-6;3-6-2;3-2-4;3-4-1;3-5-6;3-6-5;3-4-2;3-5-4;3-4-5;3-6-4;3-4-6,2-1;1-6;1-5;2-6,3-1-2;3-1-5;3-1-6;3-2-1;3-2-5;3-2-6,2-1;1-6;1-5;1-2;2-6;2-5,-0.5,-0.05,0.2,1,1,1,11,びわこ,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,2.0,3
1-5-2,0,1,1,3,3,0,0,0,0,2025-11-04,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,1.8995,0.9749,逃げ,3まくり,0.513333,0.393333,,0.27,0.89,0.673333,0.72,0.38,,0.15,1.0,0.38,0.590909,0.247273,,0.303636,0.652727,0.252727,0.268343,0.665829,,0.633314,0.338857,0.230857,0.568,0.22,,0,0.684,0.164,0.5,0.357143,,0.714286,0.642857,0.428571,0.453411,0.338516,,0.26884,0.617841,0.311195,0,0,,0,0,0,2390,prior7,0.381,0,202511040207,5-1-2-6-4,5-1-2-6-4,5-1-2-6-4,5-1-2-6-4,0,追い,official_realtime,0,39.9495,39.9495,5,,,-0.013031,0.002012,0.003865,-0.0009,0.005217,0.00287,4,5,6,2,1,3,0.4,0.2,0.0,0.8,1.0,0.6,0.03,0.06,0.09,-0.11,-0.13,-0.05,4,5,6,2,1,3,0.4,0.2,0.0,0.8,1.0,0.6,backfill,2,0,0,3-5-1;3-1-5;3-5-2;3-2-5;3-5-6;3-1-2;3-2-1;3-5-4;3-6-5;3-1-6;3-6-1;3-1-4;3-4-5;3-2-6;3-6-2;3-4-1;3-2-4;3-4-2;3-6-4;3-4-6,1-5;5-1;5-2;1-2,3-5-1;3-5-2;3-5-6;3-1-5;3-1-2;3-1-6,1-5;5-1;5-2;5-6;1-2;1-6,-0.5,-0.05,0.2,1,1,1,2,戸田,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,0.0,1
1-2-4,0,5,5,2,2,1,1,0,0,2025-11-04,1,3,1,backfill,same,A,3HEAD,1,1,1,3,0,3,1.9799,0.995,逃げ,3まくり,0.42,0.583333,,0.366667,0.67,0.35,0.72,0.38,,1.0,0.72,0.38,0.676364,0.174545,,0.905455,0.594545,0.514545,0.473829,0.805143,,0.5776,0.684686,0.828171,0.584,0.19,,0.678,0.674,0.494,0.5,0.571429,,0.571429,0.785714,0.357143,0.48142,0.404166,,0.576877,0.598534,0.431756,0,0,,0,0,0,1480,prior7,0.561,1,202511042111,5-4-1-6-2,5-4-1-6-2,5-4-1-6-2,5-4-1-6-2,0,追い,official_realtime,0,57.8699,57.8699,2,,,-0.013031,0.002012,0.003865,-0.0009,0.005217,0.00287,3,2,5,1,4,6,0.6,0.8,0.2,1.0,0.4,0.0,0.03,0.03,0.08,0.01,0.08,0.15,2,3,4,1,5,6,0.8,0.6,0.4,1.0,0.2,0.0,backfill,4,0,0,3-5-4;3-4-5;3-5-1;3-1-5;3-5-6;3-4-1;3-1-4;3-5-2;3-6-5;3-4-6;3-6-4;3-4-2;3-2-5;3-1-6;3-6-1;3-2-4;3-1-2;3-2-1;3-6-2;3-2-6,4-5;5-4;5-1;4-1,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6,4-5;5-4;5-1;4-1;5-6;4-6,0,-0.21,0.2,1,1,1,21,芦屋,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,2.0,1
1-4-5,0,2,2,3,3,0,0,0,0,2025-11-05,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.9403,0.0149,逃げ,3まくり,0.56,0.576667,,0.576667,0.45,0.423333,1.0,0.38,,0.72,0.38,0.15,0,0.536364,,0.650909,0.465455,0.232727,0.938,0.328629,,0.5436,0.704171,0.771486,0.95,0.164,,0.65,0.4,0.028,0.857143,0.571429,,0.5,0.142857,0.285714,0.677903,0.345965,,0.531985,0.387603,0.281005,0,0,,0,0,0,2540,prior7,0.29433,0,202511050707,1-4-5-2-6,1-4-5-2-6,1-4-5-2-6,1-4-5-2-6,270,左横,official_realtime,0,27.283,25.283,4,,,-0.012499,0.003419,0.001885,-0.001998,0.005764,0.003455,4,1,2,3,5,6,0.4,1.0,0.8,0.6,0.2,0.0,0.06,-0.03,-0.02,-0.01,0.15,0.31,4,1,2,3,5,6,0.4,1.0,0.8,0.6,0.2,0.0,backfill,5,0,0,3-1-4;3-4-1;3-1-5;3-5-1;3-1-2;3-4-5;3-5-4;3-1-6;3-2-1;3-4-2;3-2-4;3-4-6;3-6-1;3-5-2;3-2-5;3-6-4;3-5-6;3-6-5;3-2-6;3-6-2,4-1;1-4;1-5;4-5,3-1-4;3-1-5;3-1-2;3-4-1;3-4-5;3-4-2,4-1;1-4;1-5;1-2;4-5;4-2,0,-0.21,0.2,1,1,1,7,蒲郡,-2.0,0-2m,左横_0-2m,unfavorable,1,19.1919,-5.7559,24.9478,99,backfill,0.0,1
1-5-2,0,3,3,2,2,0,0,0,0,2025-11-05,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.9602,0.01,逃げ,3まくり,0.34,0.55,,0.66,0.88,0.21,1.0,0.38,,0.38,0.38,0.15,0.874545,0.501818,,0,0,0,0.725429,0.615429,,0.806914,0.4088,0.3176,0.794,0.306,,0,0.204,0,0.571429,0.285714,,0.357143,0.428571,0.071429,0.616775,0.388423,,0.348918,0.366027,0.122221,0,0,,0,0,0,1430,prior7,0.505,0,202511051202,1-2-5-4-6,1-2-5-4-6,1-2-5-4-6,1-2-5-4-6,,missing,official_realtime,0,48.3298,48.3298,5,,,-0.012499,0.003419,0.001885,-0.001998,0.005764,0.003455,2,3,1,5,4,6,0.8,0.6,1.0,0.2,0.4,0.0,0.06,0.08,-0.02,0.18,0.09,0.2,2,3,1,5,4,6,0.8,0.6,1.0,0.2,0.4,0.0,backfill,2,0,0,3-1-2;3-2-1;3-1-5;3-5-1;3-1-4;3-2-5;3-5-2;3-1-6;3-4-1;3-2-4;3-4-2;3-2-6;3-6-1;3-5-4;3-4-5;3-6-2;3-5-6;3-6-5;3-4-6;3-6-4,2-1;1-2;1-5;2-5,3-1-2;3-1-5;3-1-4;3-2-1;3-2-5;3-2-4,2-1;1-2;1-5;1-4;2-5;2-4,0,-0.21,0.2,1,1,1,12,住之江,0.0,3-4m,missing,neutral,0,0,0,0,0,backfill,3.0,1
3-1-6,4,3,3,1,1,1,1,1,1,2025-11-05,1,3,1,backfill,same,S,3HEAD,1,1,1,3,1,3,1.8806,0.9701,まくり,3まくり,0.31,0.286667,,0.286667,0.87,0.576667,0.38,0.38,,0.15,0.38,1.0,0.123636,0,,0,0,0.772727,0.108571,0.183371,,0.303886,0.217143,1.0,0.144,0,,0.088,0.286,0.738,0.5,0,,0,0.571429,0.428571,0.217308,0.143573,,0.143981,0.360083,0.67441,0,0,,0,0,0,820,prior7,0.673,1,202511051708,6-5-1-4-2,6-5-1-4-2,6-5-1-4-2,6-5-1-4-2,,missing,official_realtime,1,68.9706,68.9706,1,,,-0.012499,0.003419,0.001885,-0.001998,0.005764,0.003455,2,6,4,3,1,5,0.8,0.0,0.4,0.6,1.0,0.2,0.09,0.3,0.21,0.12,-0.02,0.22,2,6,4,3,1,5,0.8,0.0,0.4,0.6,1.0,0.2,backfill,6,1,0,3-6-5;3-5-6;3-6-1;3-1-6;3-6-4;3-5-1;3-1-5;3-6-2;3-4-6;3-5-4;3-4-5;3-5-2;3-2-6;3-1-4;3-4-1;3-2-5;3-1-2;3-2-1;3-4-2;3-2-4,5-6;6-5;6-1;5-1,3-6-5;3-6-1;3-6-4;3-5-6;3-5-1;3-5-4,5-6;6-5;6-1;6-4;5-1;5-4,0,-0.21,0.2,1,1,1,17,宮島,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,1.0,3
1-5-3,0,1,1,0,0,0,0,0,0,2025-11-05,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.9602,0.01,逃げ,3まくり,0.44,0.38,,0.58,0.486667,0.556667,0.72,0.72,,0.38,1.0,0.72,0.818182,0.652727,,0.630909,0.925455,0.510909,0.567543,0.467086,,0.4252,0.494457,0.396857,0.646,0.352,,0.326,0.746,0.504,0.642857,0.571429,,0.357143,0.5,0.428571,0.536934,0.433531,,0.38204,0.592434,0.45807,0,0,,0,0,0,2100,prior7,0.41767,0,202511052011,5-1-6-2-4,5-1-6-2-4,5-1-6-2-4,5-1-6-2-4,0,追い,official_realtime,0,39.5965,39.5965,5,,,-0.012499,0.003419,0.001885,-0.001998,0.005764,0.003455,4,6,5,3,1,2,0.4,0.0,0.2,0.6,1.0,0.8,0.13,0.21,0.16,0.13,-0.01,0.12,3,6,5,4,1,2,0.6,0.0,0.2,0.4,1.0,0.8,backfill,3,0,0,3-5-1;3-1-5;3-5-6;3-6-5;3-5-2;3-1-6;3-6-1;3-5-4;3-2-5;3-1-2;3-2-1;3-1-4;3-4-5;3-6-2;3-2-6;3-4-1;3-6-4;3-4-6;3-2-4;3-4-2,1-5;5-1;5-6;1-6,3-5-1;3-5-6;3-5-2;3-1-5;3-1-6;3-1-2,1-5;5-1;5-6;5-2;1-6;1-2,0,-0.21,0.2,1,1,1,20,若松,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,0.0,1
1-5-4,0,2,2,4,4,0,0,0,0,2025-11-05,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.9005,0.0249,逃げ,3まくり,0.323333,0.456667,,0.666667,0.276667,0.863333,0.72,0.38,,0.38,0.72,0.38,0.594545,0.363636,,0,0.745455,0.258182,0.684686,0.578743,,0.704171,0.705943,0.563314,0.674,0,,0.446,0.576,0.346,0.785714,0.285714,,0.428571,0.428571,0.642857,0.536134,0.296191,,0.423821,0.492658,0.456215,0,0,,0,0,0,5350,prior7,0.31633,0,202511052103,1-5-6-4-2,1-5-6-4-2,1-5-6-4-2,1-5-6-4-2,0,追い,official_realtime,0,29.6828,29.6828,5,,,-0.012499,0.003419,0.001885,-0.001998,0.005764,0.003455,6,5,3,1,4,2,0.0,0.2,0.6,1.0,0.4,0.8,0.03,0.04,-0.02,-0.06,-0.01,-0.04,5,6,3,1,4,2,0.2,0.0,0.6,1.0,0.4,0.8,backfill,4,0,0,3-1-5;3-5-1;3-1-6;3-6-1;3-1-4;3-5-6;3-6-5;3-1-2;3-4-1;3-5-4;3-4-5;3-5-2;3-2-1;3-6-4;3-4-6;3-2-5;3-6-2;3-2-6;3-4-2;3-2-4,1-5;5-1;1-6;5-6,3-1-5;3-1-6;3-1-4;3-5-1;3-5-6;3-5-4,1-5;5-1;1-6;1-4;5-6;5-4,-0.5,-0.05,0.2,1,1,1,21,芦屋,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,1.0,1
5-2-1,0,3,3,4,4,1,1,0,0,2025-11-06,1,3,1,backfill,same,A,3HEAD,1,1,1,3,0,3,1.9417,0.9854,まくり差し,3まくり,0.376667,0.48,,0.603333,0.376667,0.483333,0.38,0.38,,0.15,0.72,1.0,0.467273,0.063636,,0,0.550909,0.781818,0.483829,0.527486,,0.504286,0.560743,0.560343,0.3,0.604,,0,0.546,0.724,0.142857,0.5,,0.357143,0.642857,0.714286,0.31809,0.401723,,0.250471,0.483996,0.606649,0,0,,0,0,0,8520,prior7,0.585,1,202511060903,6-5-2-1-4,6-5-2-1-4,6-5-2-1-4,6-5-2-1-4,,missing,official_realtime,0,60.2317,60.2317,2,,,-0.013498,0.002491,0.000335,-0.001284,0.006142,0.005865,2,3,1,4,6,5,0.8,0.6,1.0,0.4,0.0,0.2,0.06,0.1,-0.02,0.1,0.33,0.14,2,3,1,4,6,5,0.8,0.6,1.0,0.4,0.0,0.2,backfill,1,0,0,3-6-5;3-5-6;3-6-2;3-2-6;3-6-1;3-5-2;3-2-5;3-6-4;3-1-6;3-5-1;3-1-5;3-5-4;3-4-6;3-2-1;3-1-2;3-4-5;3-2-4;3-4-2;3-1-4;3-4-1,6-5;5-6;6-2;5-2,3-6-5;3-6-2;3-6-1;3-5-6;3-5-2;3-5-1,6-5;5-6;6-2;6-1;5-2;5-1,0,-0.21,0.2,1,1,1,9,津,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,1.0,5
3-4-6,9,4,4,1,1,1,1,1,1,2025-11-06,1,3,1,backfill,same,S,3HEAD,1,1,1,3,1,3,1.9029,0.9757,差し,3まくり,0.92,0.38,,0.2,0.48,0.22,0.38,0.38,,0.38,0.38,0.72,0.501818,0.636364,,0.372727,0,0.636364,0.615429,0.469029,,0.422286,0.734286,0.641257,0.306,0.168,,0.224,0,0.694,0.285714,0.357143,,0.571429,0.142857,0.5,0.455023,0.323907,,0.292395,0.284886,0.491583,0,0,,0,0,0,2940,prior7,0.719,1,202511061206,6-1-2-4-5,6-1-2-4-5,6-1-2-4-5,6-1-2-4-5,135,向かい,official_realtime,0,73.7529,75.7529,4,,,-0.013498,0.002491,0.000335,-0.001284,0.006142,0.005865,3,4,2,1,6,5,0.6,0.4,0.8,1.0,0.0,0.2,0.12,0.14,0.11,0.09,0.25,0.17,3,4,2,1,6,5,0.6,0.4,0.8,1.0,0.0,0.2,backfill,6,1,0,3-6-1;3-1-6;3-6-2;3-2-6;3-6-4;3-1-2;3-2-1;3-6-5;3-4-6;3-1-4;3-4-1;3-1-5;3-5-6;3-2-4;3-4-2;3-5-1;3-2-5;3-5-2;3-4-5;3-5-4,1-6;6-1;6-2;1-2,3-6-1;3-6-2;3-6-4;3-1-6;3-1-2;3-1-4,1-6;6-1;6-2;1-2;6-4;1-4,-0.5,-0.05,0.2,1,1,1,12,住之江,2.0,3-4m,向かい_3-4m,favorable,4,32.0755,7.1277,24.9478,53,backfill,4.0,3
1-3-6,0,0,0,3,3,0,0,0,0,2025-11-06,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.9029,0.0243,逃げ,3まくり,0.413333,0.103333,,0.726667,0.383333,0.87,1.0,0.15,,0.72,0.15,0.38,0.449091,0,,0.516364,0,0.398182,0.911429,0.303886,,0.557143,0.783886,0.468571,0.884,0.088,,0.618,0.052,0.43,0.571429,0,,0.571429,0,0.285714,0.644659,0.110981,,0.550872,0.236141,0.436326,0,0,,0,0,0,1020,prior7,0.53833,0,202511061707,1-4-6-5-2,1-4-6-5-2,1-4-6-5-2,1-4-6-5-2,45,右横,official_realtime,0,51.8804,51.8804,3,,,-0.013498,0.002491,0.000335,-0.001284,0.006142,0.005865,6,5,4,3,2,1,0.0,0.2,0.4,0.6,0.8,1.0,0.25,0.22,0.07,0.01,0.01,-0.02,6,5,4,2,3,1,0.0,0.2,0.4,0.8,0.6,1.0,backfill,6,0,0,3-1-4;3-4-1;3-1-6;3-6-1;3-1-5;3-4-6;3-6-4;3-1-2;3-5-1;3-4-5;3-5-4;3-4-2;3-2-1;3-6-5;3-5-6;3-2-4;3-6-2;3-2-6;3-5-2;3-2-5,4-1;1-4;1-6;4-6,3-1-4;3-1-6;3-1-5;3-4-1;3-4-6;3-4-5,4-1;1-4;1-6;4-6;1-5;4-5,-0.5,-0.05,0.2,1,1,1,17,宮島,0.0,5m+,右横_5m+,neutral,4,40.0,15.0522,24.9478,25,backfill,5.0,1
1-3-4,0,0,0,1,1,1,1,0,0,2025-11-07,1,3,1,backfill,same,A,3HEAD,1,1,1,3,0,3,1.8852,0.9713,逃げ,3まくり,0.41,0.233333,,0.74,0.506667,0.37,0.72,0.38,,0.72,0.38,0.15,0.630909,0.338182,,0.727273,0,0,0.317257,0.932686,,0.131371,0.173886,0.528286,0.568,0.136,,0.724,0.206,0,0.571429,0.5,,0.571429,0.642857,0.142857,0.452755,0.359251,,0.517904,0.278558,0.193266,0,0,,0,0,0,400,prior7,0.641,1,202511070707,4-1-2-5-6,4-1-2-5-6,4-1-2-5-6,4-1-2-5-6,270,左横,official_realtime,0,65.7752,63.7752,3,,,-0.013638,0.003188,-0.001296,-0.001643,0.007301,0.006158,6,5,2,4,1,3,0.0,0.2,0.8,0.4,1.0,0.6,0.27,0.17,0.02,0.16,-0.03,0.1,6,5,2,4,1,3,0.0,0.2,0.8,0.4,1.0,0.6,backfill,4,0,0,3-4-1;3-1-4;3-4-2;3-2-4;3-4-5;3-1-2;3-2-1;3-4-6;3-5-4;3-1-5;3-5-1;3-1-6;3-6-4;3-2-5;3-5-2;3-6-1;3-2-6;3-6-2;3-5-6;3-6-5,1-4;4-1;4-2;1-2,3-4-1;3-4-2;3-4-5;3-1-4;3-1-2;3-1-5,1-4;4-1;4-2;1-2;4-5;1-5,0,-0.21,0.2,1,1,1,7,蒲郡,-2.0,0-2m,左横_0-2m,unfavorable,1,19.1919,-5.7559,24.9478,99,backfill,2.0,1
1-3-2,0,0,0,5,5,0,0,0,0,2025-11-07,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.8469,0.0383,逃げ,3まくり,0.69,0.35,,0.6,0.36,0.59,0.72,0.15,,0.72,0.38,1.0,0.550909,0.26,,0.272727,0.429091,0.48,0.560743,0.721886,,0.645714,0.734286,0.711257,0.546,0.214,,0.72,0.354,0.506,0.642857,0.285714,,0.571429,0.428571,0.5,0.540396,0.296895,,0.543018,0.390587,0.566654,0,0,,0,0,0,1410,prior7,0.422,0,202511070910,1-6-4-5-2,6-4-1-5-2,1-4-6-5-2,6-4-1-5-2,270,左横,official_realtime,0,40.1431,40.1431,3,,,-0.013638,0.003188,-0.001296,-0.001643,0.007301,0.006158,1,3,2,4,6,5,1.0,0.6,0.8,0.4,0.0,0.2,-0.03,0.05,0.0,0.09,0.22,0.17,1,3,2,4,6,5,1.0,0.6,0.8,0.4,0.0,0.2,backfill,2,0,0,3-1-4;3-4-1;3-1-6;3-6-1;3-1-5;3-4-6;3-6-4;3-1-2;3-5-1;3-4-5;3-5-4;3-4-2;3-2-1;3-6-5;3-5-6;3-2-4;3-6-2;3-2-6;3-5-2;3-2-5,1-6;1-4;6-4;6-1,3-1-4;3-1-6;3-1-5;3-4-1;3-4-6;3-4-5,1-6;1-4;6-4;6-1;1-5;6-5,0,-0.21,0.2,1,1,1,9,津,0.0,5m+,左横_5m+,neutral,1,28.0,3.0522,24.9478,25,backfill,6.0,1
3-1-6,15,4,4,3,3,0,0,0,0,2025-11-07,1,3,1,backfill,same,B,3HEAD,1,1,1,3,1,3,-2.0,0.0,まくり,3まくり差し,0.143333,0.15,,0.68,0.76,0.92,0.38,0.72,,1.0,0.38,0.38,0.465455,0.534545,,0.521818,0.398182,0,0.68,0.0,,0.812229,0.468571,0.217143,0.318,0.52,,0.77,0.43,0.286,0.5,0.357143,,0.5,0.285714,0.571429,0.344856,0.315906,,0.653524,0.416526,0.369083,0,0,,0,0,0,9680,prior7,0.319,0,202511071707,4-5-1-6-2,4-5-6-1-2,4-5-6-1-2,4-5-6-1-2,,missing,official_realtime,0,29.67,29.67,1,,,-0.013638,0.003188,-0.001296,-0.001643,0.007301,0.006158,4,6,5,2,3,1,0.4,0.0,0.2,0.8,0.6,1.0,0.0,0.12,0.02,-0.03,-0.02,-0.08,4,6,5,2,3,1,0.4,0.0,0.2,0.8,0.6,1.0,backfill,6,1,0,3-4-5;3-5-4;3-4-6;3-6-4;3-4-1;3-5-6;3-6-5;3-4-2;3-1-4;3-5-1;3-1-5;3-5-2;3-2-4;3-6-1;3-1-6;3-2-5;3-6-2;3-2-6;3-1-2;3-2-1,4-5;5-4;4-6;5-6,3-4-5;3-4-6;3-4-1;3-5-4;3-5-6;3-5-1,4-5;5-4;4-6;4-1;5-6;5-1,-0.5,-0.23,0.2,1,1,1,17,宮島,0.0,5m+,missing,neutral,0,0,0,0,0,backfill,5.0,3
1-6-4,0,3,2,1,1,0,0,0,0,2025-11-07,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,1.8469,0.9617,逃げ,3まくり,0.45,0.276667,,0.71,0.633333,0.656667,0.72,0.38,,1.0,0.38,1.0,0.6,0.012727,,0.969091,0.272727,0,0.551029,0.581543,,0.829943,0.413314,0.377257,0.582,0.108,,0.65,0.234,0.628,0.642857,0.571429,,0.642857,0.428571,0.642857,0.506312,0.282429,,0.687775,0.349913,0.519511,0,0,,0,0,0,3320,prior7,0.12633,0,202511072004,4-1-6-5-2,4-6-1-5-2,4-1-6-5-2,4-6-1-5-2,,missing,official_realtime,0,14.4302,14.4302,6,,,-0.013638,0.003188,-0.001296,-0.001643,0.007301,0.006158,2,1,6,5,3,4,0.8,1.0,0.0,0.2,0.6,0.4,0.12,0.11,0.32,0.29,0.18,0.27,2,1,6,5,3,4,0.8,1.0,0.0,0.2,0.6,0.4,backfill,4,0,0,3-4-1;3-1-4;3-4-6;3-6-4;3-4-5;3-1-6;3-6-1;3-4-2;3-5-4;3-1-5;3-5-1;3-1-2;3-2-4;3-6-5;3-5-6;3-2-1;3-6-2;3-2-6;3-5-2;3-2-5,1-4;4-6;4-1;1-6,3-4-1;3-4-6;3-4-5;3-1-4;3-1-6;3-1-5,1-4;4-6;4-1;1-6;4-5;1-5,-0.5,-0.05,0.2,1,1,1,20,若松,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,1.0,1
