combo,odds,pair_prob,combo_prob,ev,train_pair_count,stake,date,race_code,venue,race,score3,composite_odds,tickets,actual_combo,hit,payout100,return
3-4-6,58.2,0.044620362061228096,0.007792419363066294,0.4535188069304583,29,300,2026-08-26,202608260904,09,04R,73.97,5.04,10,3-4-2,0,0,0
3-2-6,87.3,0.03381815486015716,0.005905941426334766,0.515588686519025,22,300,2026-08-26,202608260904,09,04R,73.97,5.04,10,3-4-2,0,0,0
3-1-5,9.7,0.13450767505054032,0.021740701013001292,0.21088479982611252,87,2800,2026-08-26,202608261301,13,01R,70.08,5.02,2,2-1-3,0,0,0
3-1-4,10.4,0.10844018106776393,0.017527368259871712,0.1822846299026658,70,2200,2026-08-26,202608261301,13,01R,70.08,5.02,2,2-1-3,0,0,0
3-1-5,28.9,0.13397765785856777,0.022695003180200145,0.6558855919077842,87,900,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-1-4,66.6,0.10737065480214011,0.018187938131946614,1.2113166795876444,70,800,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-1-2,27.8,0.10348893813135035,0.017530398855650213,0.48734508818707595,67,700,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-1-6,16.1,0.06924565686157684,0.011729794562818117,0.1888496924613717,44,500,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-4-1,125.5,0.05675411422321412,0.0096138029532132,1.2065322706282566,37,500,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-2-4,190.9,0.05666313504479592,0.009598391631829208,1.832332962516196,37,400,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-4-2,290.9,0.05507640187170513,0.009329608649763354,2.7139831562161594,36,400,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-2-1,41.2,0.04966390255813232,0.008412764072109688,0.34660587977091917,32,400,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-4-6,115.9,0.04456237048829616,0.007548595460720421,0.8748822138974969,29,400,2026-08-27,202608270909,09,09R,72.29,5.07,9,1-3-6,0,0,0
3-1-5,49.4,0.13343455963811787,0.02056460175488644,1.01589132669139,87,700,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-1-4,54.6,0.10742225334034002,0.016555649942172446,0.9039384868426156,70,600,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-1-2,56.1,0.1028273406596884,0.015847493452336926,0.8890443826761015,67,600,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-1-6,22.9,0.06849175280579883,0.010555778231406665,0.2417273214992126,44,400,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-4-1,70.3,0.056917291134192166,0.008771951047135037,0.6166681586135931,37,400,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-2-4,138.0,0.056706959245608805,0.008739535220704458,1.2060558604572151,37,400,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-4-2,137.0,0.05518183591921301,0.008504487014906224,1.1651147210421526,36,400,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-2-1,120.6,0.049104883296122184,0.007567922223025458,0.9126914200968702,32,300,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-4-6,33.9,0.045163910297938696,0.006960549287151861,0.23596262083444808,29,300,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-5-2,128.3,0.041456296326127094,0.00638914106279124,0.8197267983561162,27,300,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-5-1,80.4,0.04006953868464129,0.006175417431484299,0.4965035614913377,26,300,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-4-5,92.2,0.035441407597333704,0.005462141403609572,0.5036094374128026,23,300,2026-08-28,202608280704,07,04R,68.56,5.06,12,1-6-3,0,0,0
3-1-5,26.4,0.1346847314608929,0.021255701084721003,0.5611505086366344,87,800,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-1-4,20.3,0.10928954058750501,0.017247877923630896,0.3501319218497072,70,700,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-1-2,33.4,0.10376049624819492,0.016375294131201028,0.5469348239821143,67,600,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-1-6,39.2,0.06842843030151738,0.010799251291584197,0.42333065063010056,44,400,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-4-1,51.6,0.0574403330499367,0.009065129627338537,0.4677606887706685,37,400,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-2-4,190.5,0.05674635552420717,0.00895560734751943,1.7060431997024517,37,400,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-4-2,154.2,0.05528032768409977,0.008724241481372606,1.3452780364276558,36,400,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-2-1,107.3,0.04931266942825296,0.007782436432751496,0.8350554292342355,32,400,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-4-6,116.7,0.04469564913521014,0.007053786628230005,0.8231768995144416,29,300,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-5-2,252.9,0.04141556947906127,0.006536130380569751,1.6529873732460902,27,300,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
3-2-5,237.0,0.03379500999402042,0.005333467445020918,1.2640317844699576,22,300,2026-09-01,202609011612,16,12R,69.33,5.01,11,5-3-4,0,0,0
