date,race_code,venue,boat,racer_id,racer_name,ex_course,actual_course,course_same,ex_st,actual_st,delta_actual_minus_ex,inside_ex_st,outside_ex_st,inside_bucket,outside_bucket,own_bucket
2026-07-22,202607222201,22,3,5188,武井 莉里佳,3,3,1,0.03,0.13,0.1,0.11,-0.02,.11-.15,F,<=.05
2026-07-22,202607222201,22,4,5064,品川 二千翔,4,4,1,-0.02,0.14,0.16,0.03,-0.08,<=.05,F,F
2026-07-22,202607222201,22,5,4966,田川 大貴,5,5,1,-0.08,0.17,0.25,-0.02,-0.06,F,F,F
2026-07-22,202607222201,22,6,5189,藤原 早菜,6,6,1,-0.06,0.2,0.26,-0.08,,F,missing,F
2026-07-22,202607221602,16,1,3454,井川 大作,1,1,1,0.02,0.18,0.16,,0.06,missing,.06-.10,<=.05
2026-07-22,202607221602,16,2,5076,石原 光,2,2,1,0.06,0.16,0.1,0.02,0.11,<=.05,.11-.15,.06-.10
2026-07-22,202607221602,16,3,4526,池田 雄祐,3,3,1,0.11,0.17,0.06000000000000001,0.06,0.19,.06-.10,.16-.20,.11-.15
2026-07-22,202607221602,16,4,5376,吉田 一心,4,4,1,0.19,0.18,-0.010000000000000009,0.11,0.02,.11-.15,<=.05,.16-.20
2026-07-22,202607221602,16,5,4069,山本 修一,5,5,1,0.02,0.21,0.19,0.19,0.1,.16-.20,.06-.10,<=.05
2026-07-22,202607221602,16,6,5382,山下 心一,6,6,1,0.1,0.23,0.13,0.02,,<=.05,missing,.06-.10
2026-07-22,202607222309,23,1,4909,薮内 瑞希,1,1,1,0.04,0.24,0.19999999999999998,,0.08,missing,.06-.10,<=.05
2026-07-22,202607222309,23,2,4252,松下 哲也,2,2,1,0.08,0.21,0.13,0.04,0.15,<=.05,.11-.15,.06-.10
2026-07-22,202607222309,23,3,4072,森永 淳,3,3,1,0.15,0.13,-0.01999999999999999,0.08,0.09,.06-.10,.06-.10,.11-.15
2026-07-22,202607222309,23,4,3392,小森 信雄,4,4,1,0.09,0.22,0.13,0.15,0.04,.11-.15,<=.05,.06-.10
2026-07-22,202607222309,23,5,4365,盛本 真輔,5,5,1,0.04,0.24,0.19999999999999998,0.09,-0.06,.06-.10,F,<=.05
2026-07-22,202607222309,23,6,4962,畑 竜生,6,6,1,-0.06,0.24,0.3,0.04,,<=.05,missing,F
2026-07-22,202607221409,14,1,4404,岸蔭 亮,1,1,1,0.11,0.09,-0.020000000000000004,,0.12,missing,.11-.15,.11-.15
2026-07-22,202607221409,14,2,4121,富永 修一,2,2,1,0.12,0.08,-0.039999999999999994,0.11,0.09,.11-.15,.06-.10,.11-.15
2026-07-22,202607221409,14,3,3792,田中 豪,3,3,1,0.09,0.14,0.05000000000000002,0.12,0.22,.11-.15,>.20,.06-.10
2026-07-22,202607221409,14,4,4081,樋口 範政,4,4,1,0.22,0.21,-0.010000000000000009,0.09,0.04,.06-.10,<=.05,>.20
2026-07-22,202607221409,14,5,4390,松本 弓雄,5,5,1,0.04,0.15,0.10999999999999999,0.22,0.05,>.20,<=.05,<=.05
2026-07-22,202607221409,14,6,4441,末永 由楽,6,6,1,0.05,0.25,0.2,0.04,,<=.05,missing,<=.05
2026-07-22,202607220503,05,1,4635,峰重 力也,1,1,1,0.14,0.1,-0.04000000000000001,,-0.04,missing,F,.11-.15
2026-07-22,202607220503,05,2,3807,岡部 哲,2,2,1,-0.04,0.09,0.13,0.14,0.61,.11-.15,>.20,F
2026-07-22,202607220503,05,3,3935,岩津 徹郎,6,6,1,-0.03,0.06,0.09,0.35,,>.20,missing,F
2026-07-22,202607220503,05,4,4676,後藤 隼之,3,4,0,0.61,0.14,-0.47,-0.04,-0.01,F,F,>.20
2026-07-22,202607220503,05,5,3072,西田 靖,4,3,0,-0.01,0.23,0.24000000000000002,0.61,0.35,>.20,>.20,F
2026-07-22,202607220503,05,6,3744,徳増 秀樹,5,5,1,0.35,0.11,-0.24,-0.01,-0.03,F,F,>.20
2026-07-22,202607220805,08,1,4193,郷原 章平,1,1,1,0.09,0.2,0.11000000000000001,,0.1,missing,.06-.10,.06-.10
2026-07-22,202607220805,08,2,4796,春園 功太,2,2,1,0.1,0.12,0.01999999999999999,0.09,0.37,.06-.10,>.20,.06-.10
2026-07-22,202607220805,08,3,4323,山田 佑樹,3,3,1,0.37,0.36,-0.010000000000000009,0.1,0.13,.06-.10,.11-.15,>.20
2026-07-22,202607220805,08,4,3696,白井 友晴,4,4,1,0.13,0.23,0.1,0.37,0.03,>.20,<=.05,.11-.15
2026-07-22,202607220805,08,5,4234,野相 弘司,5,6,0,0.03,0.28,0.25,0.13,0.1,.11-.15,.06-.10,<=.05
2026-07-22,202607220805,08,6,4644,山田 亮太,6,5,0,0.1,0.17,0.07,0.03,,<=.05,missing,.06-.10
2026-07-22,202607220905,09,1,5205,刑部 亜里紗,1,1,1,0.25,-0.02,-0.27,,0.2,missing,.16-.20,>.20
2026-07-22,202607220905,09,2,5019,柴田 百恵,2,2,1,0.2,-0.04,-0.24000000000000002,0.25,0.18,>.20,.16-.20,.16-.20
2026-07-22,202607220905,09,3,5045,平川 香織,3,3,1,0.18,0.18,0.0,0.2,0.17,.16-.20,.16-.20,.16-.20
2026-07-22,202607220905,09,4,5088,高憧 四季,4,4,1,0.17,0.14,-0.03,0.18,0.13,.16-.20,.11-.15,.16-.20
2026-07-22,202607220905,09,5,5013,山下 夏鈴,5,5,1,0.13,0.1,-0.03,0.17,0.29,.16-.20,>.20,.11-.15
2026-07-22,202607220905,09,6,5182,宮崎 安奈,6,6,1,0.29,0.14,-0.14999999999999997,0.13,,.11-.15,missing,>.20
2026-07-22,202607221306,13,1,5051,松本 純平,1,1,1,0.07,0.21,0.13999999999999999,,0.13,missing,.11-.15,.06-.10
2026-07-22,202607221306,13,2,3568,木村 光宏,2,2,1,0.13,0.18,0.04999999999999999,0.07,0.27,.06-.10,>.20,.11-.15
2026-07-22,202607221306,13,3,4367,山口 修路,3,3,1,0.27,0.25,-0.020000000000000018,0.13,0.41,.11-.15,>.20,>.20
2026-07-22,202607221306,13,4,4012,中村 有裕,4,4,1,0.41,0.13,-0.27999999999999997,0.27,0.06,>.20,.06-.10,>.20
2026-07-22,202607221306,13,5,3892,草場 康幸,5,5,1,0.06,0.14,0.08000000000000002,0.41,0.1,>.20,.06-.10,.06-.10
2026-07-22,202607221306,13,6,4572,渡部 悟,6,6,1,0.1,0.17,0.07,0.06,,.06-.10,missing,.06-.10
2026-07-22,202607222202,22,1,4938,小芦 るり華,1,1,1,0.1,0.16,0.06,,0.02,missing,<=.05,.06-.10
2026-07-22,202607222202,22,2,5199,垂水 悠,2,2,1,0.02,0.12,0.09999999999999999,0.1,-0.09,.06-.10,F,<=.05
2026-07-22,202607222202,22,3,5121,定松 勇樹,3,3,1,-0.09,0.13,0.22,0.02,0.08,<=.05,.06-.10,F
2026-07-22,202607222202,22,4,5303,土井 歩夢,4,4,1,0.08,0.16,0.08,-0.09,-0.02,F,F,.06-.10
2026-07-22,202607222202,22,5,5146,野田 彩加,5,5,1,-0.02,0.11,0.13,0.08,0.09,.06-.10,.06-.10,F
2026-07-22,202607222202,22,6,5032,谷口 知優,6,6,1,0.09,0.11,0.020000000000000004,-0.02,,F,missing,.06-.10
2026-07-22,202607221010,10,1,4883,岡部 大輝,1,1,1,0.03,0.14,0.11000000000000001,,0.04,missing,<=.05,<=.05
2026-07-22,202607221010,10,2,3984,坂口 周,2,2,1,0.04,0.17,0.13,0.03,0.03,<=.05,<=.05,<=.05
2026-07-22,202607221010,10,3,4925,森 悠稀,3,3,1,0.03,0.12,0.09,0.04,0.07,<=.05,.06-.10,<=.05
2026-07-22,202607221010,10,4,5286,坂井 滉哉,4,4,1,0.07,0.16,0.09,0.03,0.07,<=.05,.06-.10,.06-.10
2026-07-22,202607221010,10,5,4119,泥谷 一毅,5,5,1,0.07,0.19,0.12,0.07,0.13,.06-.10,.11-.15,.06-.10
2026-07-22,202607221010,10,6,4459,片岡 雅裕,6,6,1,0.13,0.17,0.04000000000000001,0.07,,.06-.10,missing,.11-.15
2026-07-22,202607221603,16,1,3304,烏野 賢太,1,1,1,0.1,0.1,0.0,,0.13,missing,.11-.15,.06-.10
2026-07-22,202607221603,16,2,4625,渡邊 裕貴,2,2,1,0.13,0.11,-0.020000000000000004,0.1,0.13,.06-.10,.11-.15,.11-.15
2026-07-22,202607221603,16,3,4231,鈴木 裕隆,3,3,1,0.13,0.13,0.0,0.13,0.05,.11-.15,<=.05,.11-.15
2026-07-22,202607221603,16,4,4608,荒井 翔伍,4,4,1,0.05,0.12,0.06999999999999999,0.13,-0.07,.11-.15,F,<=.05
2026-07-22,202607221603,16,5,5368,宮崎 心之介,5,5,1,-0.07,0.1,0.17,0.05,0.08,<=.05,.06-.10,F
2026-07-22,202607221603,16,6,3686,鳥居塚 孝博,6,6,1,0.08,0.15,0.06999999999999999,-0.07,,F,missing,.06-.10
2026-07-22,202607222310,23,1,3998,冨成 謙児,1,1,1,0.15,0.12,-0.03,,0.14,missing,.11-.15,.11-.15
2026-07-22,202607222310,23,2,5310,土屋 蘭,2,2,1,0.14,0.15,0.009999999999999981,0.15,0.09,.11-.15,.06-.10,.11-.15
2026-07-22,202607222310,23,3,4411,沢田 昭宏,3,3,1,0.09,0.11,0.020000000000000004,0.14,0.09,.11-.15,.06-.10,.06-.10
2026-07-22,202607222310,23,4,4497,桑原 悠,4,4,1,0.09,0.12,0.03,0.09,0.26,.06-.10,>.20,.06-.10
2026-07-22,202607222310,23,5,4950,高岡 竜也,5,5,1,0.26,0.16,-0.1,0.09,0.16,.06-.10,.16-.20,>.20
2026-07-22,202607222310,23,6,5276,大島 隆乃介,6,6,1,0.16,0.14,-0.01999999999999999,0.26,,>.20,missing,.16-.20
2026-07-22,202607220806,08,1,4360,庄司 孝輔,1,1,1,0.24,0.1,-0.13999999999999999,,0.23,missing,>.20,>.20
2026-07-22,202607220806,08,2,3790,佐口 達也,2,2,1,0.23,0.15,-0.08000000000000002,0.24,0.09,>.20,.06-.10,>.20
2026-07-22,202607220806,08,3,3982,福田 理,3,3,1,0.09,0.16,0.07,0.23,0.12,>.20,.11-.15,.06-.10
2026-07-22,202607220806,08,4,5360,高木 茉白,4,4,1,0.12,0.24,0.12,0.09,0.09,.06-.10,.06-.10,.11-.15
2026-07-22,202607220806,08,5,4918,川島 拓郎,5,5,1,0.09,0.18,0.09,0.12,0.08,.11-.15,.06-.10,.06-.10
2026-07-22,202607220806,08,6,4064,原田 篤志,6,6,1,0.08,0.22,0.14,0.09,,.06-.10,missing,.06-.10
2026-07-22,202607220504,05,1,3075,中村 裕将,1,1,1,-0.01,0.27,0.28,,-0.03,missing,F,F
2026-07-22,202607220504,05,2,3458,東 健介,2,2,1,-0.03,0.29,0.31999999999999995,-0.01,-0.09,F,F,F
2026-07-22,202607220504,05,3,3517,高橋 勲,3,3,1,-0.09,0.26,0.35,-0.03,-0.05,F,F,F
2026-07-22,202607220504,05,4,5125,高井 雄基,4,4,1,-0.05,0.19,0.24,-0.09,0.06,F,.06-.10,F
2026-07-22,202607220504,05,5,4238,毒島 誠,5,5,1,0.06,0.17,0.11000000000000001,-0.05,-0.03,F,F,.06-.10
2026-07-22,202607220504,05,6,4209,藤田 竜弘,6,6,1,-0.03,0.15,0.18,0.06,,.06-.10,missing,F
2026-07-22,202607221410,14,1,5183,中野 孝二,1,1,1,0.11,0.07,-0.039999999999999994,,0.27,missing,>.20,.11-.15
2026-07-22,202607221410,14,2,3569,増田 進,2,2,1,0.27,0.09,-0.18000000000000002,0.11,0.18,.11-.15,.16-.20,>.20
2026-07-22,202607221410,14,3,4584,村岡 賢人,3,3,1,0.18,0.08,-0.09999999999999999,0.27,0.11,>.20,.11-.15,.16-.20
2026-07-22,202607221410,14,4,3156,金子 良昭,4,4,1,0.11,0.12,0.009999999999999995,0.18,0.09,.16-.20,.06-.10,.11-.15
2026-07-22,202607221410,14,5,4099,吉永 則雄,5,5,1,0.09,0.17,0.08000000000000002,0.11,0.11,.11-.15,.11-.15,.06-.10
2026-07-22,202607221410,14,6,4180,上野 秀和,6,6,1,0.11,0.18,0.06999999999999999,0.09,,.06-.10,missing,.11-.15
2026-07-22,202607220906,09,1,5220,青木 蓮,1,1,1,0.13,0.17,0.04000000000000001,,0.13,missing,.11-.15,.11-.15
2026-07-22,202607220906,09,2,5039,倉田 茂将,2,2,1,0.13,0.18,0.04999999999999999,0.13,0.19,.11-.15,.16-.20,.11-.15
2026-07-22,202607220906,09,3,5226,藤田 俊祐,3,3,1,0.19,0.16,-0.03,0.13,0.09,.11-.15,.06-.10,.16-.20
2026-07-22,202607220906,09,4,5010,宇留田 翔平,4,4,1,0.09,0.2,0.11000000000000001,0.19,0.1,.16-.20,.06-.10,.06-.10
2026-07-22,202607220906,09,5,5234,塚越 海斗,5,5,1,0.1,0.11,0.009999999999999995,0.09,0.05,.06-.10,<=.05,.06-.10
2026-07-22,202607220906,09,6,4989,石原 翼,6,6,1,0.05,0.16,0.11,0.1,,.06-.10,missing,<=.05
2026-07-22,202607221307,13,1,4263,武重 雄介,1,1,1,0.24,0.16,-0.07999999999999999,,0.19,missing,.16-.20,>.20
2026-07-22,202607221307,13,2,5302,秋末 秦悟,4,3,0,0.17,-0.02,-0.19,0.21,-0.01,>.20,F,.16-.20
2026-07-22,202607221307,13,3,4822,百武 翔,2,4,0,0.19,0.19,0.0,0.24,0.21,>.20,>.20,.16-.20
2026-07-22,202607221307,13,4,4339,平瀬 城啓,5,5,1,-0.01,0.22,0.23,0.17,-0.05,.16-.20,F,F
2026-07-22,202607221307,13,5,5127,沼田 大都,6,6,1,-0.05,0.26,0.31,-0.01,,F,missing,F
2026-07-22,202607221307,13,6,3473,石川 真二,3,2,0,0.21,0.11,-0.09999999999999999,0.19,0.17,.16-.20,.16-.20,>.20
2026-07-22,202607222203,22,1,5145,島川 海輝,1,1,1,0.17,0.24,0.06999999999999998,,0.01,missing,<=.05,.16-.20
2026-07-22,202607222203,22,2,5218,山田 理央,2,2,1,0.01,0.18,0.16999999999999998,0.17,0.03,.16-.20,<=.05,<=.05
2026-07-22,202607222203,22,3,5155,内山 七海,4,4,1,0.17,0.13,-0.04000000000000001,0.03,0.15,<=.05,.11-.15,.16-.20
2026-07-22,202607222203,22,4,5060,数原 魁,3,3,1,0.03,0.17,0.14,0.01,0.17,<=.05,.16-.20,<=.05
2026-07-22,202607222203,22,5,5009,大賀 龍之介,5,5,1,0.15,0.13,-0.01999999999999999,0.17,0.01,.16-.20,<=.05,.11-.15
2026-07-22,202607222203,22,6,5136,濱野 斗馬,6,6,1,0.01,0.13,0.12000000000000001,0.15,,.11-.15,missing,<=.05
2026-07-22,202607221604,16,1,4159,向後 龍一,1,1,1,0.02,0.1,0.08,,0.07,missing,.06-.10,<=.05
2026-07-22,202607221604,16,2,5249,三木 晴斗,2,2,1,0.07,0.11,0.039999999999999994,0.02,0.12,<=.05,.11-.15,.06-.10
2026-07-22,202607221604,16,3,3514,山一 鉄也,3,3,1,0.12,0.22,0.1,0.07,0.19,.06-.10,.16-.20,.11-.15
2026-07-22,202607221604,16,4,4076,杉田 篤光,4,4,1,0.19,0.17,-0.01999999999999999,0.12,0.06,.11-.15,.06-.10,.16-.20
2026-07-22,202607221604,16,5,4500,山田 康二,5,5,1,0.06,0.11,0.05,0.19,0.06,.16-.20,.06-.10,.06-.10
2026-07-22,202607221604,16,6,5236,小宮 涼雅,6,6,1,0.06,0.11,0.05,0.06,,.06-.10,missing,.06-.10
2026-07-22,202607221011,10,1,4832,権藤 俊光,1,1,1,0.23,0.06,-0.17,,0.05,missing,<=.05,>.20
2026-07-22,202607221011,10,2,4531,武富 智亮,2,2,1,0.05,0.1,0.05,0.23,-0.11,>.20,F,<=.05
2026-07-22,202607221011,10,3,4836,大谷 健太,3,3,1,-0.11,0.04,0.15,0.05,0.18,<=.05,.16-.20,F
2026-07-22,202607221011,10,4,4388,是澤 孝宏,4,4,1,0.18,0.07,-0.10999999999999999,-0.11,0.09,F,.06-.10,.16-.20
2026-07-22,202607221011,10,5,5339,石井 伸長,5,5,1,0.09,0.08,-0.009999999999999995,0.18,0.07,.16-.20,.06-.10,.06-.10
2026-07-22,202607221011,10,6,4587,木田 峰由季,6,6,1,0.07,0.09,0.01999999999999999,0.09,,.06-.10,missing,.06-.10
2026-07-22,202607220807,08,1,3848,川上 聡介,1,1,1,0.37,0.16,-0.21,,0.23,missing,>.20,>.20
2026-07-22,202607220807,08,2,4839,四宮 与寛,2,2,1,0.23,0.27,0.04000000000000001,0.37,0.18,>.20,.16-.20,>.20
2026-07-22,202607220807,08,3,5327,西田 和加,3,6,0,0.18,0.31,0.13,0.23,0.04,>.20,<=.05,.16-.20
2026-07-22,202607220807,08,4,3590,濱野谷 憲吾,4,3,0,0.04,0.28,0.24000000000000002,0.18,0.14,.16-.20,.11-.15,<=.05
2026-07-22,202607220807,08,5,4158,木場 雄二郎,5,4,0,0.14,0.31,0.16999999999999998,0.04,-0.12,<=.05,F,.11-.15
2026-07-22,202607220807,08,6,5077,滝沢 崚,6,5,0,-0.12,0.32,0.44,0.14,,.11-.15,missing,F
2026-07-22,202607222311,23,1,5267,石本 裕武,1,1,1,0.01,0.19,0.18,,0.04,missing,<=.05,<=.05
2026-07-22,202607222311,23,2,4092,岡部 大輔,2,2,1,0.04,0.2,0.16,0.01,-0.09,<=.05,F,<=.05
2026-07-22,202607222311,23,3,5015,高橋 竜矢,3,3,1,-0.09,0.31,0.4,0.04,0.13,<=.05,.11-.15,F
2026-07-22,202607222311,23,4,4368,山口 隆史,6,4,0,0.18,0.21,0.03,0.26,,>.20,missing,.16-.20
2026-07-22,202607222311,23,5,5004,河野 主樹,4,5,0,0.13,0.12,-0.010000000000000009,-0.09,0.26,F,>.20,.11-.15
2026-07-22,202607222311,23,6,4633,森 智也,5,6,0,0.26,0.13,-0.13,0.13,0.18,.11-.15,.16-.20,>.20
2026-07-22,202607220505,05,1,4520,高倉 孝太,1,1,1,0.14,0.25,0.10999999999999999,,0.05,missing,<=.05,.11-.15
2026-07-22,202607220505,05,2,5085,中村 栄治,2,2,1,0.05,0.24,0.19,0.14,-0.01,.11-.15,F,<=.05
2026-07-22,202607220505,05,3,3868,尾形 栄治,3,3,1,-0.01,0.2,0.21000000000000002,0.05,0.06,<=.05,.06-.10,F
2026-07-22,202607220505,05,4,4557,松尾 光広,4,5,0,0.06,0.21,0.15,-0.01,0.1,F,.06-.10,.06-.10
2026-07-22,202607220505,05,5,3353,前田 光昭,5,6,0,0.1,0.23,0.13,0.06,-0.06,.06-.10,F,.06-.10
2026-07-22,202607220505,05,6,4959,井上 忠政,6,4,0,-0.06,0.14,0.2,0.1,,.06-.10,missing,F
2026-07-22,202607221411,14,1,4451,松崎 祐太郎,1,1,1,0.11,0.15,0.039999999999999994,,0.34,missing,>.20,.11-.15
2026-07-22,202607221411,14,2,4342,谷野 錬志,2,2,1,0.34,0.17,-0.17,0.11,0.27,.11-.15,>.20,>.20
2026-07-22,202607221411,14,3,4261,岡 祐臣,3,3,1,0.27,0.21,-0.060000000000000026,0.34,0.14,>.20,.11-.15,>.20
2026-07-22,202607221411,14,4,4052,興津 藍,4,4,1,0.14,0.18,0.03999999999999998,0.27,0.15,>.20,.11-.15,.11-.15
2026-07-22,202607221411,14,5,4391,松田 祐季,5,5,1,0.15,0.18,0.03,0.14,0.15,.11-.15,.11-.15,.11-.15
2026-07-22,202607221411,14,6,4428,有賀 達也,6,6,1,0.15,0.15,0.0,0.15,,.11-.15,missing,.11-.15
2026-07-22,202607220907,09,1,4984,森下 愛梨,1,1,1,0.3,0.36,0.06,,0.23,missing,>.20,>.20
2026-07-22,202607220907,09,2,5035,櫻井 優,2,2,1,0.23,0.31,0.07999999999999999,0.3,0.06,>.20,.06-.10,>.20
2026-07-22,202607220907,09,3,5034,若林 義人,3,3,1,0.06,0.23,0.17,0.23,0.15,>.20,.11-.15,.06-.10
2026-07-22,202607220907,09,4,5120,山本 稔太朗,4,4,1,0.15,0.31,0.16,0.06,0.25,.06-.10,>.20,.11-.15
2026-07-22,202607220907,09,5,5082,一色 凌雅,5,5,1,0.25,0.31,0.06,0.15,0.23,.11-.15,>.20,>.20
2026-07-22,202607220907,09,6,4967,中村 魁生,6,6,1,0.23,0.3,0.06999999999999998,0.25,,>.20,missing,>.20
2026-07-22,202607221308,13,1,5137,川原 涼,1,1,1,0.06,0.19,0.13,,0.15,missing,.11-.15,.06-.10
2026-07-22,202607221308,13,2,4195,前川 守嗣,2,2,1,0.15,0.19,0.04000000000000001,0.06,0.07,.06-.10,.06-.10,.11-.15
2026-07-22,202607221308,13,3,4636,赤池 修平,3,3,1,0.07,0.23,0.16,0.15,0.12,.11-.15,.11-.15,.06-.10
2026-07-22,202607221308,13,4,4847,佐藤 隆太郎,4,4,1,0.12,0.17,0.05000000000000002,0.07,0.07,.06-.10,.06-.10,.11-.15
2026-07-22,202607221308,13,5,5014,梶山 涼斗,5,5,1,0.07,0.19,0.12,0.12,0.01,.11-.15,<=.05,.06-.10
2026-07-22,202607221308,13,6,3931,黒崎 竜也,6,6,1,0.01,0.22,0.21,0.07,,.06-.10,missing,<=.05
2026-07-22,202607222204,22,1,5106,山崎 祥,1,1,1,0.18,0.19,0.010000000000000009,,0.02,missing,<=.05,.16-.20
2026-07-22,202607222204,22,2,5238,笹木 香吾,2,3,0,0.02,0.17,0.15000000000000002,0.18,0.13,.16-.20,.11-.15,<=.05
2026-07-22,202607222204,22,3,5214,田中 宏典,3,4,0,0.13,0.14,0.010000000000000009,0.02,0.18,<=.05,.16-.20,.11-.15
2026-07-22,202607222204,22,4,5217,藤原 碧生,4,5,0,0.18,0.21,0.03,0.13,0.01,.11-.15,<=.05,.16-.20
2026-07-22,202607222204,22,5,5222,津田 陸翔,6,6,1,0.16,0.23,0.07,0.01,,<=.05,missing,.16-.20
2026-07-22,202607222204,22,6,4857,加藤 翔馬,5,2,0,0.01,0.09,0.08,0.18,0.16,.16-.20,.16-.20,<=.05
2026-07-22,202607221605,16,1,4661,中島 昂章,1,1,1,0.07,0.23,0.16,,0.15,missing,.11-.15,.06-.10
2026-07-22,202607221605,16,2,5332,村松 遥輝,2,2,1,0.15,0.19,0.04000000000000001,0.07,0.08,.06-.10,.06-.10,.11-.15
2026-07-22,202607221605,16,3,3710,吉永 泰弘,3,3,1,0.08,0.18,0.09999999999999999,0.15,0.08,.11-.15,.06-.10,.06-.10
2026-07-22,202607221605,16,4,4895,門間 雄大,4,4,1,0.08,0.17,0.09000000000000001,0.08,-0.02,.06-.10,F,.06-.10
2026-07-22,202607221605,16,5,5219,森口 和紀,5,5,1,-0.02,0.21,0.22999999999999998,0.08,0.06,.06-.10,.06-.10,F
2026-07-22,202607221605,16,6,4375,照屋 厚仁,6,6,1,0.06,0.25,0.19,-0.02,,F,missing,.06-.10
2026-07-22,202607220808,08,1,4346,前田 健太郎,1,1,1,0.23,0.15,-0.08000000000000002,,0.22,missing,>.20,>.20
2026-07-22,202607220808,08,2,4448,青木 玄太,2,2,1,0.22,0.04,-0.18,0.23,0.2,>.20,.16-.20,>.20
2026-07-22,202607220808,08,3,3804,中渡 修作,3,3,1,0.2,0.03,-0.17,0.22,0.15,>.20,.11-.15,.16-.20
2026-07-22,202607220808,08,4,3793,高橋 真吾,4,6,0,0.15,0.11,-0.039999999999999994,0.2,0.13,.16-.20,.11-.15,.11-.15
2026-07-22,202607220808,08,5,4317,木村 紗友希,5,4,0,0.13,0.09,-0.04000000000000001,0.15,0.2,.11-.15,.16-.20,.11-.15
2026-07-22,202607220808,08,6,3319,山崎 義明,6,5,0,0.2,0.13,-0.07,0.13,,.11-.15,missing,.16-.20
2026-07-22,202607221012,10,1,4848,仲谷 颯仁,1,1,1,-0.05,0.21,0.26,,0.02,missing,<=.05,F
2026-07-22,202607221012,10,2,3992,関口 智久,2,2,1,0.02,0.24,0.22,-0.05,0.12,F,.11-.15,<=.05
2026-07-22,202607221012,10,3,4060,島田 一生,3,3,1,0.12,0.22,0.1,0.02,-0.01,<=.05,F,.11-.15
2026-07-22,202607221012,10,4,4024,井口 佳典,4,4,1,-0.01,0.21,0.22,0.12,-0.09,.11-.15,F,F
2026-07-22,202607221012,10,5,4816,村松 修二,5,5,1,-0.09,0.22,0.31,-0.01,0.04,F,<=.05,F
2026-07-22,202607221012,10,6,4016,西川 新太郎,6,6,1,0.04,0.22,0.18,-0.09,,F,missing,<=.05
2026-07-22,202607220506,05,1,4377,濱本 優一,1,1,1,0.16,0.09,-0.07,,0.09,missing,.06-.10,.16-.20
2026-07-22,202607220506,05,2,5316,村松 将平,2,2,1,0.09,0.09,0.0,0.16,0.15,.16-.20,.11-.15,.06-.10
2026-07-22,202607220506,05,3,3461,渡邊 哲也,3,3,1,0.15,0.12,-0.03,0.09,0.06,.06-.10,.06-.10,.11-.15
2026-07-22,202607220506,05,4,3406,中里 英夫,4,4,1,0.06,0.11,0.05,0.15,-0.01,.11-.15,F,.06-.10
2026-07-22,202607220506,05,5,5425,西山 育,6,6,1,0.15,0.19,0.04000000000000001,-0.01,,F,missing,.11-.15
2026-07-22,202607220506,05,6,4547,中田 竜太,5,5,1,-0.01,0.14,0.15000000000000002,0.06,0.15,.06-.10,.11-.15,F
2026-07-22,202607222312,23,1,4362,土屋 智則,1,1,1,-0.02,0.17,0.19,,0.02,missing,<=.05,F
2026-07-22,202607222312,23,2,4330,奈須 啓太,2,2,1,0.02,0.14,0.12000000000000001,-0.02,0.29,F,>.20,<=.05
2026-07-22,202607222312,23,3,4936,戸敷 晃美,3,3,1,0.29,0.1,-0.18999999999999997,0.02,0.08,<=.05,.06-.10,>.20
2026-07-22,202607222312,23,4,4218,吉川 喜継,4,4,1,0.08,0.09,0.009999999999999995,0.29,0.05,>.20,<=.05,.06-.10
2026-07-22,202607222312,23,5,3987,後藤 正宗,5,5,1,0.05,0.09,0.039999999999999994,0.08,0.03,.06-.10,<=.05,<=.05
2026-07-22,202607222312,23,6,4254,川島 圭司,6,6,1,0.03,0.09,0.06,0.05,,<=.05,missing,<=.05
2026-07-22,202607220908,09,1,5252,荒木 颯斗,1,1,1,-0.02,0.12,0.13999999999999999,,0.05,missing,<=.05,F
2026-07-22,202607220908,09,2,5114,小林 孝彰,2,2,1,0.05,0.17,0.12000000000000001,-0.02,0.22,F,>.20,<=.05
2026-07-22,202607220908,09,3,5279,石渡 翔一郎,3,3,1,0.22,0.28,0.060000000000000026,0.05,-0.03,<=.05,F,>.20
2026-07-22,202607220908,09,4,5166,仲道 大輔,4,4,1,-0.03,0.12,0.15,0.22,0.1,>.20,.06-.10,F
2026-07-22,202607220908,09,5,5042,畑田 汰一,5,5,1,0.1,0.15,0.04999999999999999,-0.03,0.06,F,.06-.10,.06-.10
2026-07-22,202607220908,09,6,5090,生方 靖亜,6,6,1,0.06,0.28,0.22000000000000003,0.1,,.06-.10,missing,.06-.10
2026-07-22,202607221412,14,1,4939,宮之原 輝紀,1,1,1,0.11,0.11,0.0,,0.06,missing,.06-.10,.11-.15
2026-07-22,202607221412,14,2,4483,北野 輝季,2,2,1,0.06,0.14,0.08000000000000002,0.11,0.03,.11-.15,<=.05,.06-.10
2026-07-22,202607221412,14,3,4713,白神 優,3,3,1,0.03,0.14,0.11000000000000001,0.06,0.01,.06-.10,<=.05,<=.05
2026-07-22,202607221412,14,4,4736,高倉 和士,4,4,1,0.01,0.09,0.08,0.03,0.08,<=.05,.06-.10,<=.05
2026-07-22,202607221412,14,5,4794,和田 拓也,5,5,1,0.08,0.12,0.039999999999999994,0.01,0.05,<=.05,<=.05,.06-.10
2026-07-22,202607221412,14,6,4239,竹田 辰也,6,6,1,0.05,0.16,0.11,0.08,,.06-.10,missing,<=.05
