date,race_code,venue,boat,racer_id,racer_name,ex_course,actual_course,course_same,ex_st,actual_st,delta_actual_minus_ex,inside_ex_st,outside_ex_st,inside_bucket,outside_bucket,own_bucket
2026-06-02,202606021110,11,3,5073,上原 健次郎,3,3,1,0.1,0.17,0.07,0.22,0.09,>.20,.06-.10,.06-.10
2026-06-02,202606021110,11,4,4384,鶴本 崇文,4,4,1,0.09,0.13,0.04000000000000001,0.1,0.11,.06-.10,.11-.15,.06-.10
2026-06-02,202606021110,11,5,4413,水摩 敦,5,5,1,0.11,0.12,0.009999999999999995,0.09,0.34,.06-.10,>.20,.11-.15
2026-06-02,202606021110,11,6,4661,中島 昂章,6,6,1,0.34,0.16,-0.18000000000000002,0.11,,.11-.15,missing,>.20
2026-06-02,202606021201,12,1,4332,村上 彰一,1,1,1,-0.09,0.2,0.29000000000000004,,-0.02,missing,F,F
2026-06-02,202606021201,12,2,4047,吉永 浩則,2,2,1,-0.02,0.26,0.28,-0.09,-0.02,F,F,F
2026-06-02,202606021201,12,3,4540,相原 利章,3,3,1,-0.02,0.17,0.19,-0.02,0.11,F,.11-.15,F
2026-06-02,202606021201,12,4,4290,稲田 浩二,4,4,1,0.11,0.16,0.05,-0.02,0.04,F,<=.05,.11-.15
2026-06-02,202606021201,12,5,4692,酒井 俊弘,5,5,1,0.04,0.19,0.15,0.11,0.17,.11-.15,.16-.20,<=.05
2026-06-02,202606021201,12,6,4548,篠木 亜衣花,6,6,1,0.17,0.34,0.17,0.04,,<=.05,missing,.16-.20
2026-06-02,202606022001,20,1,5152,丸山 祐也,1,1,1,-0.03,0.21,0.24,,0.03,missing,<=.05,F
2026-06-02,202606022001,20,2,5123,福山 恵里奈,2,2,1,0.03,0.15,0.12,-0.03,0.2,F,.16-.20,<=.05
2026-06-02,202606022001,20,3,4103,山崎 善庸,3,3,1,0.2,0.17,-0.03,0.03,0.08,<=.05,.06-.10,.16-.20
2026-06-02,202606022001,20,4,5180,藤本 紗弥香,4,4,1,0.08,0.24,0.15999999999999998,0.2,0.21,.16-.20,>.20,.06-.10
2026-06-02,202606022001,20,5,5172,田村 慶,5,5,1,0.21,0.24,0.03,0.08,0.04,.06-.10,<=.05,>.20
2026-06-02,202606022001,20,6,4888,金児 隆太,6,6,1,0.04,0.28,0.24000000000000002,0.21,,>.20,missing,<=.05
2026-06-02,202606020508,05,1,4536,喜井 つかさ,1,1,1,0.04,0.14,0.1,,0.06,missing,.06-.10,<=.05
2026-06-02,202606020508,05,2,5297,南 彩寧,2,2,1,0.06,0.21,0.15,0.04,0.04,<=.05,<=.05,.06-.10
2026-06-02,202606020508,05,3,4611,今井 美亜,3,3,1,0.04,0.17,0.13,0.06,0.01,.06-.10,<=.05,<=.05
2026-06-02,202606020508,05,4,5188,武井 莉里佳,4,4,1,0.01,0.29,0.27999999999999997,0.04,0.01,<=.05,<=.05,<=.05
2026-06-02,202606020508,05,5,3355,橋谷田 佳織,5,5,1,0.01,0.32,0.31,0.01,-0.03,<=.05,F,<=.05
2026-06-02,202606020508,05,6,4843,深尾 巴恵,6,6,1,-0.03,0.25,0.28,0.01,,<=.05,missing,F
2026-06-02,202606020101,01,1,4995,田邉 亮蔵,1,1,1,-0.01,0.17,0.18000000000000002,,-0.13,missing,F,F
2026-06-02,202606020101,01,2,4560,庄司 樹良々,2,2,1,-0.13,0.14,0.27,-0.01,0.2,F,.16-.20,F
2026-06-02,202606020101,01,3,4511,中岡 健人,3,3,1,0.2,0.06,-0.14,-0.13,-0.01,F,F,.16-.20
2026-06-02,202606020101,01,4,4329,小松 卓司,4,4,1,-0.01,0.09,0.09999999999999999,0.2,0.07,.16-.20,.06-.10,F
2026-06-02,202606020101,01,5,5141,大澤 風葵,5,5,1,0.07,0.1,0.03,-0.01,0.13,F,.11-.15,.06-.10
2026-06-02,202606020101,01,6,5385,鈴木 柊介,6,6,1,0.13,0.13,0.0,0.07,,.06-.10,missing,.11-.15
2026-06-02,202606021901,19,1,3372,加藤 雅之,1,1,1,-0.02,0.35,0.37,,-0.03,missing,F,F
2026-06-02,202606021901,19,2,3990,芹澤 克彦,2,2,1,-0.03,0.16,0.19,-0.02,0.03,F,<=.05,F
2026-06-02,202606021901,19,3,4676,後藤 隼之,3,3,1,0.03,0.15,0.12,-0.03,0.22,F,>.20,<=.05
2026-06-02,202606021901,19,4,4317,木村 紗友希,4,4,1,0.22,0.23,0.010000000000000009,0.03,-0.07,<=.05,F,>.20
2026-06-02,202606021901,19,5,3948,大町 利克,5,5,1,-0.07,0.24,0.31,0.22,0.11,>.20,.11-.15,F
2026-06-02,202606021901,19,6,5453,久保 翔耶,6,6,1,0.11,0.22,0.11,-0.07,,F,missing,.11-.15
2026-06-02,202606021311,13,1,4967,中村 魁生,1,1,1,0.04,0.08,0.04,,0.23,missing,>.20,<=.05
2026-06-02,202606021311,13,2,4369,丹下 将,2,2,1,0.23,0.09,-0.14,0.04,0.12,<=.05,.11-.15,>.20
2026-06-02,202606021311,13,3,5333,山下 智己,3,3,1,0.12,0.11,-0.009999999999999995,0.23,0.13,>.20,.11-.15,.11-.15
2026-06-02,202606021311,13,4,4487,三原 司,4,4,1,0.13,0.06,-0.07,0.12,-0.04,.11-.15,F,.11-.15
2026-06-02,202606021311,13,5,4811,向井田 佑紀,5,5,1,-0.04,0.04,0.08,0.13,0.11,.11-.15,.11-.15,F
2026-06-02,202606021311,13,6,4452,松尾 祭,6,6,1,0.11,0.05,-0.06,-0.04,,F,missing,.11-.15
2026-06-02,202606020911,09,1,3854,吉川 元浩,1,1,1,0.01,0.11,0.1,,0.1,missing,.06-.10,<=.05
2026-06-02,202606020911,09,2,4118,宇佐見 淳,2,2,1,0.1,0.15,0.04999999999999999,0.01,0.12,<=.05,.11-.15,.06-.10
2026-06-02,202606020911,09,3,3997,北村 征嗣,3,3,1,0.12,0.14,0.020000000000000018,0.1,0.06,.06-.10,.06-.10,.11-.15
2026-06-02,202606020911,09,4,3984,坂口 周,4,4,1,0.06,0.17,0.11000000000000001,0.12,0.15,.11-.15,.11-.15,.06-.10
2026-06-02,202606020911,09,5,4131,原 豊土,5,5,1,0.15,0.18,0.03,0.06,0.1,.06-.10,.06-.10,.11-.15
2026-06-02,202606020911,09,6,3614,谷 勝幸,6,6,1,0.1,0.16,0.06,0.15,,.11-.15,missing,.06-.10
2026-06-02,202606021111,11,1,4903,吉田 凌太朗,1,1,1,-0.03,0.08,0.11,,0.0,missing,<=.05,F
2026-06-02,202606021111,11,2,4287,今井 貴士,2,2,1,0.0,0.12,0.12,-0.03,0.07,F,.06-.10,<=.05
2026-06-02,202606021111,11,3,4926,吉川 貴仁,3,3,1,0.07,0.09,0.01999999999999999,0.0,0.0,<=.05,<=.05,.06-.10
2026-06-02,202606021111,11,4,4973,栗原 直也,6,6,1,0.01,0.16,0.15,0.05,,<=.05,missing,<=.05
2026-06-02,202606021111,11,5,4700,金子 和之,4,4,1,0.0,0.12,0.12,0.07,0.05,.06-.10,<=.05,<=.05
2026-06-02,202606021111,11,6,4012,中村 有裕,5,5,1,0.05,0.08,0.03,0.0,0.01,<=.05,<=.05,<=.05
2026-06-02,202606021202,12,1,3776,横井 健太,1,1,1,0.07,0.14,0.07,,0.14,missing,.11-.15,.06-.10
2026-06-02,202606021202,12,2,5027,重冨 勇哉,2,2,1,0.14,0.14,0.0,0.07,0.1,.06-.10,.06-.10,.11-.15
2026-06-02,202606021202,12,3,5055,眞鳥 章太,3,3,1,0.1,0.14,0.04000000000000001,0.14,0.03,.11-.15,<=.05,.06-.10
2026-06-02,202606021202,12,4,4812,西野 雄貴,4,4,1,0.03,0.07,0.04000000000000001,0.1,0.08,.06-.10,.06-.10,<=.05
2026-06-02,202606021202,12,5,4936,戸敷 晃美,5,5,1,0.08,0.2,0.12000000000000001,0.03,0.16,<=.05,.16-.20,.06-.10
2026-06-02,202606021202,12,6,3681,山谷 央,6,6,1,0.16,0.26,0.1,0.08,,.06-.10,missing,.16-.20
2026-06-02,202606022002,20,1,3930,岸本 隆,1,1,1,0.09,0.11,0.020000000000000004,,0.05,missing,<=.05,.06-.10
2026-06-02,202606022002,20,2,5155,内山 七海,2,2,1,0.05,0.11,0.06,0.09,0.09,.06-.10,.06-.10,<=.05
2026-06-02,202606022002,20,3,4574,東 潤樹,3,3,1,0.09,0.16,0.07,0.05,0.16,<=.05,.16-.20,.06-.10
2026-06-02,202606022002,20,4,4544,松田 大志郎,4,4,1,0.16,0.06,-0.1,0.09,-0.04,.06-.10,F,.16-.20
2026-06-02,202606022002,20,5,4543,重木 輝彦,5,5,1,-0.04,0.18,0.22,0.16,0.36,.16-.20,>.20,F
2026-06-02,202606022002,20,6,5469,今泉 博人,6,6,1,0.36,0.19,-0.16999999999999998,-0.04,,F,missing,>.20
2026-06-02,202606020509,05,1,4050,田口 節子,1,1,1,0.09,0.18,0.09,,0.23,missing,>.20,.06-.10
2026-06-02,202606020509,05,2,3357,福島 陽子,2,2,1,0.23,0.26,0.03,0.09,0.17,.06-.10,.16-.20,>.20
2026-06-02,202606020509,05,3,5205,刑部 亜里紗,3,3,1,0.17,0.31,0.13999999999999999,0.23,0.08,>.20,.06-.10,.16-.20
2026-06-02,202606020509,05,4,5153,佐藤 ほのか,4,4,1,0.08,0.29,0.20999999999999996,0.17,-0.06,.16-.20,F,.06-.10
2026-06-02,202606020509,05,5,4473,藤堂 里香,5,5,1,-0.06,0.25,0.31,0.08,-0.04,.06-.10,F,F
2026-06-02,202606020509,05,6,5230,石原 凪紗,6,6,1,-0.04,0.28,0.32,-0.06,,F,missing,F
2026-06-02,202606020102,01,1,4895,門間 雄大,1,1,1,-0.06,0.1,0.16,,0.05,missing,<=.05,F
2026-06-02,202606020102,01,2,3313,本吉 正樹,2,2,1,0.05,0.12,0.06999999999999999,-0.06,-0.03,F,F,<=.05
2026-06-02,202606020102,01,3,3715,倉尾 大介,3,3,1,-0.03,0.11,0.14,0.05,0.05,<=.05,<=.05,F
2026-06-02,202606020102,01,4,4516,野口 勝弘,4,4,1,0.05,0.13,0.08,-0.03,0.07,F,.06-.10,<=.05
2026-06-02,202606020102,01,5,5402,塚越 陸斗,6,6,1,0.08,0.01,-0.07,0.07,,.06-.10,missing,.06-.10
2026-06-02,202606020102,01,6,5117,冨名腰 桃奈,5,5,1,0.07,0.04,-0.030000000000000006,0.05,0.08,<=.05,.06-.10,.06-.10
2026-06-02,202606021902,19,1,3315,広瀬 聖仁,1,1,1,0.06,0.16,0.1,,0.17,missing,.16-.20,.06-.10
2026-06-02,202606021902,19,2,3731,高濱 芳久,2,2,1,0.17,0.18,0.009999999999999981,0.06,0.15,.06-.10,.11-.15,.16-.20
2026-06-02,202606021902,19,3,5076,石原 光,3,3,1,0.15,0.14,-0.009999999999999981,0.17,0.21,.16-.20,>.20,.11-.15
2026-06-02,202606021902,19,4,4264,長尾 章平,4,4,1,0.21,0.26,0.05000000000000002,0.15,0.52,.11-.15,>.20,>.20
2026-06-02,202606021902,19,5,3458,東 健介,5,5,1,0.52,0.21,-0.31000000000000005,0.21,0.25,>.20,>.20,>.20
2026-06-02,202606021902,19,6,5462,山浦 槙,6,6,1,0.25,0.29,0.03999999999999998,0.52,,>.20,missing,>.20
2026-06-02,202606021312,13,1,4083,福島 勇樹,1,1,1,-0.03,0.06,0.09,,-0.02,missing,F,F
2026-06-02,202606021312,13,2,4789,古賀 智之,2,2,1,-0.02,0.11,0.13,-0.03,0.22,F,>.20,F
2026-06-02,202606021312,13,3,4731,間野 兼礼,3,3,1,0.22,0.12,-0.1,-0.02,-0.07,F,F,>.20
2026-06-02,202606021312,13,4,4931,木谷 賢太,4,4,1,-0.07,0.16,0.23,0.22,-0.07,>.20,F,F
2026-06-02,202606021312,13,5,3256,三角 哲男,5,5,1,-0.07,0.16,0.23,-0.07,-0.09,F,F,F
2026-06-02,202606021312,13,6,4837,酒井 陽祐,6,6,1,-0.09,0.12,0.21,-0.07,,F,missing,F
2026-06-02,202606020912,09,1,4024,井口 佳典,1,1,1,0.03,0.32,0.29000000000000004,,0.13,missing,.11-.15,<=.05
2026-06-02,202606020912,09,2,3966,作間 章,2,2,1,0.13,0.4,0.27,0.03,0.02,<=.05,<=.05,.11-.15
2026-06-02,202606020912,09,3,3981,今坂 晃広,3,5,0,0.02,0.26,0.24000000000000002,0.13,0.07,.11-.15,.06-.10,<=.05
2026-06-02,202606020912,09,4,3439,大平 誉史明,4,3,0,0.07,0.28,0.21000000000000002,0.02,0.1,<=.05,.06-.10,.06-.10
2026-06-02,202606020912,09,5,3489,大場 敏,5,4,0,0.1,0.24,0.13999999999999999,0.07,0.09,.06-.10,.06-.10,.06-.10
2026-06-02,202606020912,09,6,3385,渡邉 睦広,6,6,1,0.09,0.05,-0.039999999999999994,0.1,,.06-.10,missing,.06-.10
2026-06-02,202606021112,11,1,4983,前田 篤哉,1,1,1,0.15,0.18,0.03,,0.07,missing,.06-.10,.11-.15
2026-06-02,202606021112,11,2,3841,佐々木 和伸,2,2,1,0.07,0.16,0.09,0.15,0.09,.11-.15,.06-.10,.06-.10
2026-06-02,202606021112,11,3,4793,金子 萌,3,3,1,0.09,0.14,0.05000000000000002,0.07,0.07,.06-.10,.06-.10,.06-.10
2026-06-02,202606021112,11,4,4356,長岡 良也,4,4,1,0.07,0.19,0.12,0.09,0.03,.06-.10,<=.05,.06-.10
2026-06-02,202606021112,11,5,4704,河野 大,5,5,1,0.03,0.15,0.12,0.07,0.09,.06-.10,.06-.10,<=.05
2026-06-02,202606021112,11,6,4374,永田 義紘,6,6,1,0.09,0.18,0.09,0.03,,<=.05,missing,.06-.10
2026-06-02,202606022003,20,1,4429,豊田 泰洋,1,1,1,0.05,0.27,0.22000000000000003,,0.08,missing,.06-.10,<=.05
2026-06-02,202606022003,20,2,4375,照屋 厚仁,2,2,1,0.08,0.11,0.03,0.05,0.17,<=.05,.16-.20,.06-.10
2026-06-02,202606022003,20,3,5339,石井 伸長,3,3,1,0.17,0.16,-0.010000000000000009,0.08,0.12,.06-.10,.11-.15,.16-.20
2026-06-02,202606022003,20,4,4489,岩川 仁士,4,4,1,0.12,0.16,0.04000000000000001,0.17,0.14,.16-.20,.11-.15,.11-.15
2026-06-02,202606022003,20,5,3942,寺田 祥,5,5,1,0.14,0.14,0.0,0.12,0.33,.11-.15,>.20,.11-.15
2026-06-02,202606022003,20,6,5166,仲道 大輔,6,6,1,0.33,0.39,0.06,0.14,,.11-.15,missing,>.20
2026-06-02,202606021203,12,1,5178,成貞 琳平,1,1,1,0.1,0.25,0.15,,0.14,missing,.11-.15,.06-.10
2026-06-02,202606021203,12,2,4953,尾上 雅也,2,2,1,0.14,0.24,0.09999999999999998,0.1,0.03,.06-.10,<=.05,.11-.15
2026-06-02,202606021203,12,3,4085,荻野 裕介,3,3,1,0.03,0.23,0.2,0.14,0.02,.11-.15,<=.05,<=.05
2026-06-02,202606021203,12,4,4553,坪口 竜也,4,4,1,0.02,0.21,0.19,0.03,0.02,<=.05,<=.05,<=.05
2026-06-02,202606021203,12,5,3615,横田 茂,5,5,1,0.02,0.19,0.17,0.02,0.19,<=.05,.16-.20,<=.05
2026-06-02,202606021203,12,6,4521,小池 公生,6,6,1,0.19,0.17,-0.01999999999999999,0.02,,<=.05,missing,.16-.20
2026-06-02,202606021903,19,1,3361,岡部 浩,1,1,1,0.16,0.13,-0.03,,0.02,missing,<=.05,.16-.20
2026-06-02,202606021903,19,2,4447,深川 麻奈美,2,2,1,0.02,0.19,0.17,0.16,0.09,.16-.20,.06-.10,<=.05
2026-06-02,202606021903,19,3,4421,森作 広大,3,3,1,0.09,0.19,0.1,0.02,0.29,<=.05,>.20,.06-.10
2026-06-02,202606021903,19,4,4251,川崎 誠志,4,4,1,0.29,0.17,-0.11999999999999997,0.09,0.15,.06-.10,.11-.15,>.20
2026-06-02,202606021903,19,5,4759,今泉 友吾,5,5,1,0.15,0.14,-0.009999999999999981,0.29,0.3,>.20,>.20,.11-.15
2026-06-02,202606021903,19,6,5428,古園井 綾南,6,6,1,0.3,0.15,-0.15,0.15,,.11-.15,missing,>.20
2026-06-02,202606020510,05,1,4011,堀之内紀代子,1,1,1,0.11,0.12,0.009999999999999995,,0.19,missing,.16-.20,.11-.15
2026-06-02,202606020510,05,2,4845,前田 紗希,2,2,1,0.19,0.06,-0.13,0.11,0.32,.11-.15,>.20,.16-.20
2026-06-02,202606020510,05,3,4690,高石 梨菜,3,3,1,0.32,0.05,-0.27,0.19,0.06,.16-.20,.06-.10,>.20
2026-06-02,202606020510,05,4,3993,永井 聖美,4,4,1,0.06,0.07,0.010000000000000009,0.32,0.17,>.20,.16-.20,.06-.10
2026-06-02,202606020510,05,5,4589,塩崎 桐加,5,5,1,0.17,0.08,-0.09000000000000001,0.06,0.16,.06-.10,.16-.20,.16-.20
2026-06-02,202606020510,05,6,3579,中里 優子,6,6,1,0.16,0.08,-0.08,0.17,,.16-.20,missing,.16-.20
2026-06-02,202606020103,01,1,5358,増本 杏珠,1,1,1,-0.07,0.19,0.26,,-0.13,missing,F,F
2026-06-02,202606020103,01,2,4059,入澤 友治,5,2,0,0.1,0.12,0.01999999999999999,0.07,0.24,.06-.10,>.20,.06-.10
2026-06-02,202606020103,01,3,4419,原 加央理,2,3,0,-0.13,0.06,0.19,-0.07,-0.07,F,F,F
2026-06-02,202606020103,01,4,4877,鈴谷 一平,3,5,0,-0.07,0.09,0.16,-0.13,0.07,F,.06-.10,F
2026-06-02,202606020103,01,5,3771,折下 寛法,4,4,1,0.07,0.08,0.009999999999999995,-0.07,0.1,F,.06-.10,.06-.10
2026-06-02,202606020103,01,6,5002,上田 健太,6,6,1,0.24,0.2,-0.03999999999999998,0.1,,.06-.10,missing,>.20
2026-06-02,202606022004,20,1,3602,奥平 拓也,1,1,1,0.03,0.16,0.13,,0.02,missing,<=.05,<=.05
2026-06-02,202606022004,20,2,4513,河野 真也,2,2,1,0.02,0.23,0.21000000000000002,0.03,0.07,<=.05,.06-.10,<=.05
2026-06-02,202606022004,20,3,3940,飯山 泰,3,3,1,0.07,0.14,0.07,0.02,0.03,<=.05,<=.05,.06-.10
2026-06-02,202606022004,20,4,5334,樫葉 新心,4,6,0,0.03,0.22,0.19,0.07,0.06,.06-.10,.06-.10,<=.05
2026-06-02,202606022004,20,5,4234,野相 弘司,5,5,1,0.06,0.24,0.18,0.03,0.12,<=.05,.11-.15,.06-.10
2026-06-02,202606022004,20,6,4063,市橋 卓士,6,4,0,0.12,0.18,0.06,0.06,,.06-.10,missing,.11-.15
2026-06-02,202606021204,12,1,5291,三嶌 こころ,1,1,1,-0.03,0.14,0.17,,0.16,missing,.16-.20,F
2026-06-02,202606021204,12,2,4982,中村 将隆,2,2,1,0.16,0.1,-0.06,-0.03,-0.05,F,F,.16-.20
2026-06-02,202606021204,12,3,4248,岡本 大,3,3,1,-0.05,0.05,0.1,0.16,-0.03,.16-.20,F,F
2026-06-02,202606021204,12,4,3792,田中 豪,4,4,1,-0.03,0.07,0.1,-0.05,-0.01,F,F,F
2026-06-02,202606021204,12,5,4570,前田 聖文,5,5,1,-0.01,0.08,0.09,-0.03,0.02,F,<=.05,F
2026-06-02,202606021204,12,6,4256,渡辺 浩司,6,6,1,0.02,0.1,0.08,-0.01,,F,missing,<=.05
2026-06-02,202606021904,19,1,4197,渥美 卓郎,1,1,1,0.08,0.1,0.020000000000000004,,0.13,missing,.11-.15,.06-.10
2026-06-02,202606021904,19,2,4027,松江 秀徳,2,2,1,0.13,0.15,0.01999999999999999,0.08,0.07,.06-.10,.06-.10,.11-.15
2026-06-02,202606021904,19,3,4434,田中 辰彦,3,3,1,0.07,0.07,0.0,0.13,0.22,.11-.15,>.20,.06-.10
2026-06-02,202606021904,19,4,4053,芦澤 望,4,4,1,0.22,0.12,-0.1,0.07,0.05,.06-.10,<=.05,>.20
2026-06-02,202606021904,19,5,5464,宮田 栞,6,6,1,0.36,0.45,0.09000000000000002,0.05,,<=.05,missing,>.20
2026-06-02,202606021904,19,6,3568,木村 光宏,5,5,1,0.05,0.06,0.009999999999999995,0.22,0.36,>.20,>.20,<=.05
2026-06-02,202606020511,05,1,4546,浜田 亜理沙,1,1,1,0.09,0.21,0.12,,0.05,missing,<=.05,.06-.10
2026-06-02,202606020511,05,2,4208,三浦 永理,2,2,1,0.05,0.17,0.12000000000000001,0.09,0.15,.06-.10,.11-.15,<=.05
2026-06-02,202606020511,05,3,5306,河内 悠利杏,3,3,1,0.15,0.27,0.12000000000000002,0.05,0.08,<=.05,.06-.10,.11-.15
2026-06-02,202606020511,05,4,4117,廣中 智紗衣,4,4,1,0.08,0.16,0.08,0.15,0.11,.11-.15,.11-.15,.06-.10
2026-06-02,202606020511,05,5,4289,落合 直子,5,5,1,0.11,0.09,-0.020000000000000004,0.08,0.15,.06-.10,.11-.15,.11-.15
2026-06-02,202606020511,05,6,3518,倉田 郁美,6,6,1,0.15,0.12,-0.03,0.11,,.11-.15,missing,.11-.15
2026-06-02,202606020104,01,1,4467,渡邉 俊介,1,1,1,0.09,0.13,0.04000000000000001,,0.06,missing,.06-.10,.06-.10
2026-06-02,202606020104,01,2,4057,松井 賢治,2,2,1,0.06,0.19,0.13,0.09,0.02,.06-.10,<=.05,.06-.10
2026-06-02,202606020104,01,3,4899,占部 一真,3,3,1,0.02,0.14,0.12000000000000001,0.06,-0.02,.06-.10,F,<=.05
2026-06-02,202606020104,01,4,3566,川添 英正,4,4,1,-0.02,0.18,0.19999999999999998,0.02,-0.09,<=.05,F,F
2026-06-02,202606020104,01,5,4201,佐竹 友樹,5,5,1,-0.09,0.15,0.24,-0.02,-0.01,F,F,F
2026-06-02,202606020104,01,6,3442,宮武 英司,6,6,1,-0.01,0.14,0.15000000000000002,-0.09,,F,missing,F
2026-06-02,202606022005,20,1,4381,田路 朋史,1,1,1,0.06,0.09,0.03,,0.11,missing,.11-.15,.06-.10
2026-06-02,202606022005,20,2,4036,金田 諭,2,2,1,0.11,0.11,0.0,0.06,0.23,.06-.10,>.20,.11-.15
2026-06-02,202606022005,20,3,4987,島倉 都,3,3,1,0.23,0.1,-0.13,0.11,0.23,.11-.15,>.20,>.20
2026-06-02,202606022005,20,4,4608,荒井 翔伍,4,4,1,0.23,0.12,-0.11000000000000001,0.23,0.12,>.20,.11-.15,>.20
2026-06-02,202606022005,20,5,5318,河内 一馬,5,5,1,0.12,0.04,-0.07999999999999999,0.23,0.38,>.20,>.20,.11-.15
2026-06-02,202606022005,20,6,5458,田中 大輝,6,6,1,0.38,0.09,-0.29000000000000004,0.12,,.11-.15,missing,>.20
2026-06-02,202606021205,12,1,4904,松本 一毅,1,1,1,0.11,0.28,0.17000000000000004,,0.07,missing,.06-.10,.11-.15
2026-06-02,202606021205,12,2,4525,真子 奈津実,3,3,1,-0.03,0.19,0.22,0.07,-0.17,.06-.10,F,F
2026-06-02,202606021205,12,3,5005,石田 貴洋,4,5,0,-0.17,0.09,0.26,-0.03,-0.03,F,F,F
2026-06-02,202606021205,12,4,3994,小野 桜,5,4,0,-0.03,0.12,0.15,-0.17,-0.01,F,F,F
2026-06-02,202606021205,12,5,3497,後藤 浩,6,6,1,-0.01,0.24,0.25,-0.03,,F,missing,F
2026-06-02,202606021205,12,6,3743,林 美憲,2,2,1,0.07,0.23,0.16,0.11,-0.03,.11-.15,F,.06-.10
2026-06-02,202606021905,19,1,4578,藤山 雅弘,1,1,1,0.09,0.16,0.07,,0.11,missing,.11-.15,.06-.10
2026-06-02,202606021905,19,2,3974,深山 祐二,2,2,1,0.11,0.17,0.06000000000000001,0.09,0.14,.06-.10,.11-.15,.11-.15
2026-06-02,202606021905,19,3,5032,谷口 知優,3,3,1,0.14,0.15,0.009999999999999981,0.11,0.06,.11-.15,.06-.10,.11-.15
2026-06-02,202606021905,19,4,4263,武重 雄介,4,6,0,0.06,0.28,0.22000000000000003,0.14,0.02,.11-.15,<=.05,.06-.10
2026-06-02,202606021905,19,5,4097,貫地谷 直人,5,4,0,0.02,0.22,0.2,0.06,0.0,.06-.10,<=.05,<=.05
2026-06-02,202606021905,19,6,3988,古川 誠之,6,5,0,0.0,0.24,0.24,0.02,,<=.05,missing,<=.05
2026-06-02,202606020105,01,1,5314,中曽 瑠華,1,1,1,0.06,0.3,0.24,,0.06,missing,.06-.10,.06-.10
2026-06-02,202606020105,01,2,4140,梶野 学志,2,2,1,0.06,0.21,0.15,0.06,0.18,.06-.10,.16-.20,.06-.10
2026-06-02,202606020105,01,3,4633,森 智也,3,3,1,0.18,0.19,0.010000000000000009,0.06,-0.03,.06-.10,F,.16-.20
2026-06-02,202606020105,01,4,5006,久保原 秀人,4,4,1,-0.03,0.17,0.2,0.18,0.15,.16-.20,.11-.15,F
2026-06-02,202606020105,01,5,5385,鈴木 柊介,6,6,1,0.27,0.17,-0.1,0.15,,.11-.15,missing,>.20
2026-06-02,202606020105,01,6,5248,本田 愛,5,5,1,0.15,0.22,0.07,-0.03,0.27,F,>.20,.11-.15
2026-06-02,202606020512,05,1,4825,倉持 莉々,1,1,1,0.12,0.17,0.05000000000000002,,0.07,missing,.06-.10,.11-.15
2026-06-02,202606020512,05,2,4123,細川 裕子,2,2,1,0.07,0.16,0.09,0.12,0.07,.11-.15,.06-.10,.06-.10
2026-06-02,202606020512,05,3,4909,薮内 瑞希,3,3,1,0.07,0.16,0.09,0.07,0.12,.06-.10,.11-.15,.06-.10
2026-06-02,202606020512,05,4,4738,清埜 翔子,4,4,1,0.12,0.13,0.010000000000000009,0.07,-0.02,.06-.10,F,.11-.15
2026-06-02,202606020512,05,5,4464,山下 友貴,5,5,1,-0.02,0.13,0.15,0.12,0.02,.11-.15,<=.05,F
2026-06-02,202606020512,05,6,5188,武井 莉里佳,6,6,1,0.02,0.21,0.19,-0.02,,F,missing,<=.05
2026-06-02,202606022006,20,1,4276,鈴木 勝博,1,1,1,0.22,0.19,-0.03,,0.01,missing,<=.05,>.20
2026-06-02,202606022006,20,2,4844,村上 奈穂,2,2,1,0.01,0.1,0.09000000000000001,0.22,0.05,>.20,<=.05,<=.05
2026-06-02,202606022006,20,3,3866,木山 誠一,3,3,1,0.05,0.05,0.0,0.01,0.2,<=.05,.16-.20,<=.05
2026-06-02,202606022006,20,4,3618,海野 ゆかり,4,4,1,0.2,0.11,-0.09000000000000001,0.05,0.19,<=.05,.16-.20,.16-.20
2026-06-02,202606022006,20,5,3930,岸本 隆,5,5,1,0.19,0.19,0.0,0.2,0.05,.16-.20,<=.05,.16-.20
2026-06-02,202606022006,20,6,4072,森永 淳,6,6,1,0.05,0.09,0.039999999999999994,0.19,,.16-.20,missing,<=.05
2026-06-02,202606021206,12,1,4275,菅野 はやか,1,1,1,0.04,0.09,0.049999999999999996,,0.01,missing,<=.05,<=.05
2026-06-02,202606021206,12,2,4934,佐々木 翔斗,2,2,1,0.01,0.1,0.09000000000000001,0.04,-0.01,<=.05,F,<=.05
2026-06-02,202606021206,12,3,4043,桐本 康臣,3,3,1,-0.01,0.08,0.09,0.01,0.07,<=.05,.06-.10,F
2026-06-02,202606021206,12,4,4857,加藤 翔馬,4,4,1,0.07,0.08,0.009999999999999995,-0.01,0.19,F,.16-.20,.06-.10
2026-06-02,202606021206,12,5,5431,得山 大輝,6,6,1,0.11,0.1,-0.009999999999999995,0.19,,.16-.20,missing,.11-.15
2026-06-02,202606021206,12,6,4332,村上 彰一,5,5,1,0.19,0.08,-0.11,0.07,0.11,.06-.10,.11-.15,.16-.20
2026-06-02,202606021906,19,1,3982,福田 理,1,1,1,-0.02,0.18,0.19999999999999998,,0.12,missing,.11-.15,F
2026-06-02,202606021906,19,2,4376,藤田 靖弘,2,3,0,0.12,0.21,0.09,-0.02,0.01,F,<=.05,.11-.15
