rule,head_q,guard_q,conf_cut,month,R,heads,head_rate,hit5,trifecta5_rate,head_wilson_lo,tri5_wilson_lo,avg_top5_mass
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-02,14,12,0.8571428571428571,3,0.21428571428571427,0.6005862050302965,0.07571386712693184,0.6963457909184181
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-03,37,32,0.8648648648648649,21,0.5675675675675675,0.7202258821599021,0.4091418109016808,0.6699567972243143
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-04,50,45,0.9,29,0.58,0.7863976856252035,0.4423344176857823,0.6076455968387497
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-05,64,57,0.890625,32,0.5,0.7910135867310387,0.3810209474394701,0.6058797958822786
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-06,72,57,0.7916666666666666,22,0.3055555555555556,0.6843073658064066,0.21126630975195265,0.6015401536658924
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-02,13,11,0.8461538461538461,3,0.23076923076923078,0.5776536898051745,0.08179528718498569,0.7077894051503383
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-03,36,31,0.8611111111111112,20,0.5555555555555556,0.713404696106438,0.395810617556973,0.6736237437695146
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-04,44,41,0.9318181818181818,27,0.6136363636363636,0.8177495562977846,0.4662357539237828,0.6189729666724034
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-05,51,47,0.9215686274509803,26,0.5098039215686274,0.8150005368740411,0.37680923894569696,0.6267029391047952
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-06,56,46,0.8214285714285714,20,0.35714285714285715,0.7015881796334894,0.24456571707649905,0.6212030528832084
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-02,13,11,0.8461538461538461,3,0.23076923076923078,0.5776536898051745,0.08179528718498569,0.7077894051503383
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-03,32,29,0.90625,18,0.5625,0.7578184527161212,0.3932559113685198,0.6862224739119898
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-04,24,22,0.9166666666666666,17,0.7083333333333334,0.741511978067893,0.5083230633550337,0.6514841667735092
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-05,37,35,0.9459459459459459,21,0.5675675675675675,0.822953456491869,0.4091418109016808,0.6457630206879791
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-06,30,25,0.8333333333333334,14,0.4666666666666667,0.6643564949358397,0.30232388907699753,0.6562865572614762
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-02,11,9,0.8181818181818182,2,0.18181818181818182,0.523019438039156,0.05136768974608513,0.7228106404861925
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-03,24,22,0.9166666666666666,15,0.625,0.741511978067893,0.42709962442674276,0.7072443050476543
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-04,11,10,0.9090909090909091,7,0.6363636363636364,0.6226415635484043,0.35380117450784887,0.6861105768693233
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-05,11,11,1.0,6,0.5454545454545454,0.7411670330319684,0.280091537409322,0.692992527461045
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-06,14,10,0.7142857142857143,7,0.5,0.4535091567010681,0.26799202452413634,0.6933829683768256
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-02,8,6,0.75,2,0.25,0.40927543031016883,0.071479212752109,0.745452846545538
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-03,11,10,0.9090909090909091,7,0.6363636363636364,0.6226415635484043,0.35380117450784887,0.7438923518367807
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-04,2,2,1.0,1,0.5,0.34238022750665303,0.09453120573423074,0.7240615599447466
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-05,3,3,1.0,2,0.6666666666666666,0.4385029682449546,0.2076596008020477,0.7449333171019292
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-06,6,5,0.8333333333333334,3,0.5,0.43649717781352987,0.18761630648265054,0.7228309235305098
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.75,2026-02,3,1,0.3333333333333333,0,0.0,0.06149194472039621,5.551115123125783e-17,0.7888647289556734
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.75,2026-03,4,3,0.75,2,0.5,0.30064184258240184,0.15003898915214947,0.7779758716644878
