bet_hit,bonus,date,model,period,race_code,return,score,st4,stage1,stage2,straight4,target_hit,tilt4,variant
0,0,2026-08-14,5頭展開,latest_month,202608141304,0,66.01,0.5,0,0,0.5,0,,baseline
0,0,2026-08-14,5頭展開,latest_month,202608141304,0,66.01,0.5,0,0,0.5,0,,v36
0,0,2026-08-14,3まくり,latest_month,202608141305,0,63.55,0.5,0,0,0.5,0,,baseline
0,0,2026-08-14,3まくり,latest_month,202608141305,0,63.55,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-14,4カドまくり,latest_month,202608141307,0,62.13,0.8,0,0,0.5,0,0.0,baseline
0,0.0,2026-08-14,4カドまくり,latest_month,202608141307,0,62.13,0.8,0,0,0.5,0,0.0,v36
0,0,2026-08-14,3まくり,latest_month,202608141308,0,52.0,0.5,0,0,0.5,0,,baseline
0,0,2026-08-14,3まくり,latest_month,202608141308,0,52.0,0.5,0,0,0.5,0,,v36
0,0,2026-08-14,3まくり,latest_month,202608141912,0,57.57,0.5,0,0,0.5,0,,baseline
0,0,2026-08-14,3まくり,latest_month,202608141912,0,57.57,0.5,0,0,0.5,0,,v36
0,0,2026-08-14,5頭展開,latest_month,202608142204,0,62.64,0.5,0,0,0.5,0,,baseline
0,0,2026-08-14,5頭展開,latest_month,202608142204,0,62.64,0.5,0,0,0.5,0,,v36
0,0,2026-08-14,5頭展開,latest_month,202608142312,0,69.13,0.5,0,0,0.5,0,,baseline
0,0,2026-08-14,5頭展開,latest_month,202608142312,0,69.13,0.5,0,0,0.5,0,,v36
1,0,2026-08-14,3まくり,latest_month,202608142408,16680,65.84,0.5,0,0,0.5,1,,baseline
1,0,2026-08-14,3まくり,latest_month,202608142408,16680,65.84,0.5,0,0,0.5,1,,v36
0,0.0,2026-08-15,4カドまくり,latest_month,202608150112,0,68.1,0.2,0,0,0.2,0,-0.5,baseline
0,0.0,2026-08-15,4カドまくり,latest_month,202608150112,0,68.1,0.2,0,0,0.2,0,-0.5,v36
0,5.0,2026-08-15,4カドまくり,latest_month,202608150302,0,74.93,1.0,1,0,0.5,0,1.0,baseline
0,5.0,2026-08-15,4カドまくり,latest_month,202608150302,0,79.93,1.0,1,0,0.5,0,1.0,v36
0,0,2026-08-15,3まくり,latest_month,202608150506,0,69.23,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,3まくり,latest_month,202608150506,0,69.23,0.5,0,0,0.5,0,,v36
1,0,2026-08-15,3まくり,latest_month,202608150509,186880,59.58,0.5,0,0,0.5,1,,baseline
1,0,2026-08-15,3まくり,latest_month,202608150509,186880,59.58,0.5,0,0,0.5,1,,v36
0,0,2026-08-15,5頭展開,latest_month,202608150911,0,59.05,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,5頭展開,latest_month,202608150911,0,59.05,0.5,0,0,0.5,0,,v36
0,0,2026-08-15,3まくり,latest_month,202608151007,0,55.73,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,3まくり,latest_month,202608151007,0,55.73,0.5,0,0,0.5,0,,v36
0,0,2026-08-15,4刺され,latest_month,202608151010,0,64.84,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,4刺され,latest_month,202608151010,0,64.84,0.5,0,0,0.5,0,,v36
0,0,2026-08-15,5頭展開,latest_month,202608151108,0,65.32,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,5頭展開,latest_month,202608151108,0,65.32,0.5,0,0,0.5,0,,v36
0,0,2026-08-15,5頭展開,latest_month,202608151704,0,64.22,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,5頭展開,latest_month,202608151704,0,64.22,0.5,0,0,0.5,0,,v36
0,0,2026-08-15,3まくり,latest_month,202608151706,0,48.57,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,3まくり,latest_month,202608151706,0,48.57,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-15,4カドまくり,latest_month,202608151804,0,68.9,0.2,0,0,0.5,0,0.0,baseline
0,0.0,2026-08-15,4カドまくり,latest_month,202608151804,0,68.9,0.2,0,0,0.5,0,0.0,v36
0,0,2026-08-15,5頭展開,latest_month,202608151903,0,59.08,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,5頭展開,latest_month,202608151903,0,59.08,0.5,0,0,0.5,0,,v36
1,0,2026-08-15,5頭展開,latest_month,202608152112,171140,68.2,0.5,0,0,0.5,1,,baseline
1,0,2026-08-15,5頭展開,latest_month,202608152112,171140,68.2,0.5,0,0,0.5,1,,v36
0,0,2026-08-15,3まくり,latest_month,202608152405,0,74.79,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,3まくり,latest_month,202608152405,0,74.79,0.5,0,0,0.5,0,,v36
0,0,2026-08-15,3まくり差し,latest_month,202608152405,0,74.79,0.5,0,0,0.5,0,,baseline
0,0,2026-08-15,3まくり差し,latest_month,202608152405,0,74.79,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,4刺され,latest_month,202608160104,0,65.46,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,4刺され,latest_month,202608160104,0,65.46,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-16,4カドまくり,latest_month,202608160202,0,61.68,0.4,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-16,4カドまくり,latest_month,202608160202,0,61.68,0.4,0,0,0.6,0,0.0,v36
0,0,2026-08-16,5頭展開,latest_month,202608160212,0,59.85,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608160212,0,59.85,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,3まくり,latest_month,202608160403,0,69.21,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,3まくり,latest_month,202608160403,0,69.21,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-16,4カドまくり,latest_month,202608160404,0,55.9,1.0,0,0,0.2,0,0.0,baseline
0,0.0,2026-08-16,4カドまくり,latest_month,202608160404,0,55.9,1.0,0,0,0.2,0,0.0,v36
0,0,2026-08-16,5頭展開,latest_month,202608160404,0,62.15,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608160404,0,62.15,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,5頭展開,latest_month,202608160409,0,62.82,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608160409,0,62.82,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,3まくり,latest_month,202608160903,0,56.44,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,3まくり,latest_month,202608160903,0,56.44,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-16,4カドまくり,latest_month,202608160904,0,61.34,1.0,0,0,1.0,0,0.0,baseline
0,0.0,2026-08-16,4カドまくり,latest_month,202608160904,0,61.34,1.0,0,0,1.0,0,0.0,v36
0,0,2026-08-16,5頭展開,latest_month,202608160911,0,57.71,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608160911,0,57.71,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-16,4カドまくり,latest_month,202608161001,0,56.94,0.4,0,0,1.0,0,-0.5,baseline
0,0.0,2026-08-16,4カドまくり,latest_month,202608161001,0,56.94,0.4,0,0,1.0,0,-0.5,v36
0,0,2026-08-16,3まくり,latest_month,202608161102,0,52.49,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,3まくり,latest_month,202608161102,0,52.49,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,5頭展開,latest_month,202608161110,0,57.69,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608161110,0,57.69,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,5頭展開,latest_month,202608161111,0,69.82,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608161111,0,69.82,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-16,4カドまくり,latest_month,202608161411,0,57.63,0.8,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-16,4カドまくり,latest_month,202608161411,0,57.63,0.8,0,0,0.6,0,0.0,v36
0,0,2026-08-16,4刺され,latest_month,202608161802,0,62.86,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,4刺され,latest_month,202608161802,0,62.86,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,3まくり,latest_month,202608161806,0,57.82,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,3まくり,latest_month,202608161806,0,57.82,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,5頭展開,latest_month,202608161812,0,65.19,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608161812,0,65.19,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,5頭展開,latest_month,202608161910,0,66.72,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608161910,0,66.72,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,5頭展開,latest_month,202608162204,0,68.61,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608162204,0,68.61,0.5,0,0,0.5,0,,v36
0,0,2026-08-16,4刺され,latest_month,202608162205,0,65.78,0.5,0,0,0.5,1,,baseline
0,0,2026-08-16,4刺され,latest_month,202608162205,0,65.78,0.5,0,0,0.5,1,,v36
0,0,2026-08-16,5頭展開,latest_month,202608162409,0,70.57,0.5,0,0,0.5,0,,baseline
0,0,2026-08-16,5頭展開,latest_month,202608162409,0,70.57,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,3まくり,latest_month,202608170209,0,58.66,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,3まくり,latest_month,202608170209,0,58.66,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,5頭展開,latest_month,202608170211,0,65.43,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,5頭展開,latest_month,202608170211,0,65.43,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,3まくり,latest_month,202608170507,0,45.18,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,3まくり,latest_month,202608170507,0,45.18,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,4刺され,latest_month,202608170507,0,71.26,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,4刺され,latest_month,202608170507,0,71.26,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,5頭展開,latest_month,202608170512,0,62.96,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,5頭展開,latest_month,202608170512,0,62.96,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,5頭展開,latest_month,202608170902,0,57.04,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,5頭展開,latest_month,202608170902,0,57.04,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,5頭展開,latest_month,202608170907,0,71.08,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,5頭展開,latest_month,202608170907,0,71.08,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-17,4カドまくり,latest_month,202608171208,0,63.48,1.0,0,0,0.5,0,-0.5,baseline
0,0.0,2026-08-17,4カドまくり,latest_month,202608171208,0,63.48,1.0,0,0,0.5,0,-0.5,v36
0,0,2026-08-17,5頭展開,latest_month,202608171208,0,66.54,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,5頭展開,latest_month,202608171208,0,66.54,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,5頭展開,latest_month,202608171212,0,67.91,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,5頭展開,latest_month,202608171212,0,67.91,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,4刺され,latest_month,202608171503,0,67.18,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,4刺され,latest_month,202608171503,0,67.18,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,5頭展開,latest_month,202608171512,0,70.53,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,5頭展開,latest_month,202608171512,0,70.53,0.5,0,0,0.5,0,,v36
0,0,2026-08-17,4刺され,latest_month,202608171712,0,61.58,0.5,0,0,0.5,0,,baseline
0,0,2026-08-17,4刺され,latest_month,202608171712,0,61.58,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-17,4カドまくり,latest_month,202608172005,0,57.68,0.4,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-17,4カドまくり,latest_month,202608172005,0,57.68,0.4,0,0,0.6,0,0.0,v36
0,0,2026-08-18,3まくり,latest_month,202608180501,0,70.48,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり,latest_month,202608180501,0,70.48,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり差し,latest_month,202608180501,0,70.48,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり差し,latest_month,202608180501,0,70.48,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり,latest_month,202608180506,0,49.59,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり,latest_month,202608180506,0,49.59,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり,latest_month,202608180507,0,61.19,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり,latest_month,202608180507,0,61.19,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり,latest_month,202608181101,0,71.82,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり,latest_month,202608181101,0,71.82,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり差し,latest_month,202608181101,0,71.82,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり差し,latest_month,202608181101,0,71.82,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,4刺され,latest_month,202608181101,0,63.73,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,4刺され,latest_month,202608181101,0,63.73,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり,latest_month,202608181103,0,54.5,0.5,0,0,0.5,1,,baseline
0,0,2026-08-18,3まくり,latest_month,202608181103,0,54.5,0.5,0,0,0.5,1,,v36
0,0,2026-08-18,4刺され,latest_month,202608181103,0,63.36,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,4刺され,latest_month,202608181103,0,63.36,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-18,4カドまくり,latest_month,202608181105,0,55.06,0.4,0,0,0.2,0,0.0,baseline
0,0.0,2026-08-18,4カドまくり,latest_month,202608181105,0,55.06,0.4,0,0,0.2,0,0.0,v36
0,0.0,2026-08-18,4カドまくり,latest_month,202608181204,0,61.52,0.6,0,0,0.5,0,-0.5,baseline
0,0.0,2026-08-18,4カドまくり,latest_month,202608181204,0,61.52,0.6,0,0,0.5,0,-0.5,v36
0,0,2026-08-18,5頭展開,latest_month,202608181204,0,58.55,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,5頭展開,latest_month,202608181204,0,58.55,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり,latest_month,202608181307,0,49.11,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり,latest_month,202608181307,0,49.11,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,3まくり,latest_month,202608181309,0,56.51,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり,latest_month,202608181309,0,56.51,0.5,0,0,0.5,0,,v36
1,5.0,2026-08-18,4カドまくり,latest_month,202608181312,11550,65.84,1.0,1,0,0.5,1,0.5,baseline
1,5.0,2026-08-18,4カドまくり,latest_month,202608181312,11550,70.84,1.0,1,0,0.5,1,0.5,v36
1,0,2026-08-18,3まくり,latest_month,202608181507,6640,68.02,0.5,0,0,0.5,1,,baseline
1,0,2026-08-18,3まくり,latest_month,202608181507,6640,68.02,0.5,0,0,0.5,1,,v36
1,0,2026-08-18,3まくり,latest_month,202608181606,6300,54.43,0.5,0,0,0.5,1,,baseline
1,0,2026-08-18,3まくり,latest_month,202608181606,6300,54.43,0.5,0,0,0.5,1,,v36
0,0,2026-08-18,3まくり,latest_month,202608181608,0,60.68,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,3まくり,latest_month,202608181608,0,60.68,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,4刺され,latest_month,202608181609,0,62.51,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,4刺され,latest_month,202608181609,0,62.51,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,4刺され,latest_month,202608181702,0,62.96,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,4刺され,latest_month,202608181702,0,62.96,0.5,0,0,0.5,0,,v36
1,0,2026-08-18,4刺され,latest_month,202608181811,14340,71.52,0.5,0,0,0.5,1,,baseline
1,0,2026-08-18,4刺され,latest_month,202608181811,14340,71.52,0.5,0,0,0.5,1,,v36
1,0,2026-08-18,3まくり,latest_month,202608182001,6120,65.75,0.5,0,0,0.5,1,,baseline
1,0,2026-08-18,3まくり,latest_month,202608182001,6120,65.75,0.5,0,0,0.5,1,,v36
0,0,2026-08-18,5頭展開,latest_month,202608182006,0,56.28,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,5頭展開,latest_month,202608182006,0,56.28,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,5頭展開,latest_month,202608182010,0,55.46,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,5頭展開,latest_month,202608182010,0,55.46,0.5,0,0,0.5,0,,v36
0,0,2026-08-18,5頭展開,latest_month,202608182011,0,61.2,0.5,0,0,0.5,0,,baseline
0,0,2026-08-18,5頭展開,latest_month,202608182011,0,61.2,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,5頭展開,latest_month,202608190505,0,61.77,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,5頭展開,latest_month,202608190505,0,61.77,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,3まくり,latest_month,202608190509,0,69.99,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,3まくり,latest_month,202608190509,0,69.99,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,5頭展開,latest_month,202608190906,0,64.86,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,5頭展開,latest_month,202608190906,0,64.86,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,3まくり,latest_month,202608190909,0,53.18,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,3まくり,latest_month,202608190909,0,53.18,0.5,0,0,0.5,0,,v36
1,0.0,2026-08-19,4カドまくり,latest_month,202608191004,2100,54.37,0.0,0,0,0.2,0,0.0,baseline
1,0.0,2026-08-19,4カドまくり,latest_month,202608191004,2100,54.37,0.0,0,0,0.2,0,0.0,v36
0,0,2026-08-19,5頭展開,latest_month,202608191004,0,60.21,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,5頭展開,latest_month,202608191004,0,60.21,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-19,4カドまくり,latest_month,202608191007,0,48.48,0.8,0,0,0.4,0,-0.5,baseline
0,0.0,2026-08-19,4カドまくり,latest_month,202608191007,0,48.48,0.8,0,0,0.4,0,-0.5,v36
0,0,2026-08-19,3まくり,latest_month,202608191008,0,63.57,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,3まくり,latest_month,202608191008,0,63.57,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-19,4カドまくり,latest_month,202608191103,0,59.83,0.0,0,0,0.0,1,0.5,baseline
0,0.0,2026-08-19,4カドまくり,latest_month,202608191103,0,59.83,0.0,0,0,0.0,1,0.5,v36
0,0.0,2026-08-19,4カドまくり,latest_month,202608191104,0,64.84,0.4,0,0,0.2,0,0.0,baseline
0,0.0,2026-08-19,4カドまくり,latest_month,202608191104,0,64.84,0.4,0,0,0.2,0,0.0,v36
0,0,2026-08-19,5頭展開,latest_month,202608191104,0,68.69,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,5頭展開,latest_month,202608191104,0,68.69,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,3まくり,latest_month,202608191105,0,47.43,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,3まくり,latest_month,202608191105,0,47.43,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,3まくり,latest_month,202608191302,0,64.69,0.5,0,0,0.5,1,,baseline
0,0,2026-08-19,3まくり,latest_month,202608191302,0,64.69,0.5,0,0,0.5,1,,v36
0,0.0,2026-08-19,4カドまくり,latest_month,202608191306,0,77.41,0.8,0,0,0.5,0,0.0,baseline
0,0.0,2026-08-19,4カドまくり,latest_month,202608191306,0,77.41,0.8,0,0,0.5,0,0.0,v36
0,0.0,2026-08-19,4カドまくり,latest_month,202608191311,0,66.02,0.8,0,0,0.5,0,0.0,baseline
0,0.0,2026-08-19,4カドまくり,latest_month,202608191311,0,66.02,0.8,0,0,0.5,0,0.0,v36
0,0,2026-08-19,5頭展開,latest_month,202608191502,0,60.95,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,5頭展開,latest_month,202608191502,0,60.95,0.5,0,0,0.5,0,,v36
1,0,2026-08-19,3まくり,latest_month,202608191503,11880,48.38,0.5,0,0,0.5,0,,baseline
1,0,2026-08-19,3まくり,latest_month,202608191503,11880,48.38,0.5,0,0,0.5,0,,v36
1,0,2026-08-19,5頭展開,latest_month,202608191802,26400,67.18,0.5,0,0,0.5,1,,baseline
1,0,2026-08-19,5頭展開,latest_month,202608191802,26400,67.18,0.5,0,0,0.5,1,,v36
0,0,2026-08-19,3まくり,latest_month,202608191805,0,63.94,0.5,0,0,0.5,1,,baseline
0,0,2026-08-19,3まくり,latest_month,202608191805,0,63.94,0.5,0,0,0.5,1,,v36
0,0,2026-08-19,4刺され,latest_month,202608191805,0,70.09,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,4刺され,latest_month,202608191805,0,70.09,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-19,4カドまくり,latest_month,202608191901,0,60.83,0.2,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-19,4カドまくり,latest_month,202608191901,0,60.83,0.2,0,0,0.6,0,0.0,v36
0,0,2026-08-19,5頭展開,latest_month,202608191905,0,58.32,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,5頭展開,latest_month,202608191905,0,58.32,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,5頭展開,latest_month,202608192003,0,58.15,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,5頭展開,latest_month,202608192003,0,58.15,0.5,0,0,0.5,0,,v36
0,0,2026-08-19,3まくり,latest_month,202608192007,0,51.38,0.5,0,0,0.5,0,,baseline
0,0,2026-08-19,3まくり,latest_month,202608192007,0,51.38,0.5,0,0,0.5,0,,v36
1,0.0,2026-08-20,4カドまくり,latest_month,202608200408,10920,62.11,0.4,0,0,1.0,1,-0.5,baseline
1,0.0,2026-08-20,4カドまくり,latest_month,202608200408,10920,62.11,0.4,0,0,1.0,1,-0.5,v36
0,0,2026-08-20,5頭展開,latest_month,202608200912,0,65.7,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,5頭展開,latest_month,202608200912,0,65.7,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,3まくり,latest_month,202608201105,0,56.58,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,3まくり,latest_month,202608201105,0,56.58,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-20,4カドまくり,latest_month,202608201106,0,69.59,0.4,0,0,0.2,0,-0.5,baseline
0,0.0,2026-08-20,4カドまくり,latest_month,202608201106,0,69.59,0.4,0,0,0.2,0,-0.5,v36
0,0,2026-08-20,5頭展開,latest_month,202608201110,0,57.04,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,5頭展開,latest_month,202608201110,0,57.04,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,3まくり,latest_month,202608201301,0,72.04,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,3まくり,latest_month,202608201301,0,72.04,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,3まくり差し,latest_month,202608201301,0,72.04,0.5,0,0,0.5,1,,baseline
0,0,2026-08-20,3まくり差し,latest_month,202608201301,0,72.04,0.5,0,0,0.5,1,,v36
0,0,2026-08-20,5頭展開,latest_month,202608201305,0,61.47,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,5頭展開,latest_month,202608201305,0,61.47,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-20,4カドまくり,latest_month,202608201307,0,76.28,0.0,0,0,0.5,0,0.0,baseline
0,0.0,2026-08-20,4カドまくり,latest_month,202608201307,0,76.28,0.0,0,0,0.5,0,0.0,v36
0,0.0,2026-08-20,4カドまくり,latest_month,202608201604,0,66.24,0.8,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-20,4カドまくり,latest_month,202608201604,0,66.24,0.8,0,0,0.6,0,0.0,v36
1,0,2026-08-20,3まくり,latest_month,202608201608,27400,61.95,0.5,0,0,0.5,1,,baseline
1,0,2026-08-20,3まくり,latest_month,202608201608,27400,61.95,0.5,0,0,0.5,1,,v36
1,0,2026-08-20,3まくり,latest_month,202608201609,27280,57.61,0.5,0,0,0.5,0,,baseline
1,0,2026-08-20,3まくり,latest_month,202608201609,27280,57.61,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,5頭展開,latest_month,202608201612,0,62.03,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,5頭展開,latest_month,202608201612,0,62.03,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,5頭展開,latest_month,202608201803,0,63.76,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,5頭展開,latest_month,202608201803,0,63.76,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,3まくり,latest_month,202608201902,0,60.8,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,3まくり,latest_month,202608201902,0,60.8,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,4刺され,latest_month,202608201902,0,62.45,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,4刺され,latest_month,202608201902,0,62.45,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,5頭展開,latest_month,202608201906,0,60.89,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,5頭展開,latest_month,202608201906,0,60.89,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-20,4カドまくり,latest_month,202608202005,0,73.27,1.0,0,0,1.0,0,0.0,baseline
0,0.0,2026-08-20,4カドまくり,latest_month,202608202005,0,73.27,1.0,0,0,1.0,0,0.0,v36
0,0,2026-08-20,5頭展開,latest_month,202608202012,0,65.16,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,5頭展開,latest_month,202608202012,0,65.16,0.5,0,0,0.5,0,,v36
0,0,2026-08-20,3まくり,latest_month,202608202307,0,51.41,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,3まくり,latest_month,202608202307,0,51.41,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-20,4カドまくり,latest_month,202608202311,0,55.47,0.0,0,0,1.0,0,0.0,baseline
0,0.0,2026-08-20,4カドまくり,latest_month,202608202311,0,55.47,0.0,0,0,1.0,0,0.0,v36
0,0,2026-08-20,3まくり差し,latest_month,202608202402,0,59.47,0.5,0,0,0.5,0,,baseline
0,0,2026-08-20,3まくり差し,latest_month,202608202402,0,59.47,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-21,4カドまくり,latest_month,202608210205,0,75.54,0.2,0,0,0.4,0,0.0,baseline
0,0.0,2026-08-21,4カドまくり,latest_month,202608210205,0,75.54,0.2,0,0,0.4,0,0.0,v36
0,0,2026-08-21,5頭展開,latest_month,202608210211,0,59.47,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,5頭展開,latest_month,202608210211,0,59.47,0.5,0,0,0.5,0,,v36
1,0,2026-08-21,5頭展開,latest_month,202608210310,52470,65.33,0.5,0,0,0.5,1,,baseline
