month,date,race_code,actual2,actual3,p2,p3,nfeat2,nfeat3,pair_rank,second_rank,third_rank,selected_SA,v96_rank
2026-05,2026-05-26,202605261206,2,5,1:0.231375615208|2:0.0859608442994|3:0.0691126763428|5:0.564781341597|6:0.0487695225535,1:0.104922874687|2:0.300314154279|3:0.204354071934|5:0.343918602075|6:0.0464902970251,25,25,8,3,1,1,2
2026-05,2026-05-27,202605270807,1,5,1:0.256231332115|2:0.271555016197|3:0.0814767126374|5:0.315506591089|6:0.0752303479615,1:0.174548815723|2:0.395297005891|3:0.0529035052847|5:0.0895763249745|6:0.287674348127,25,25,9,3,4,0,10
2026-05,2026-05-27,202605270810,6,5,1:0.548930607085|2:0.183026342035|3:0.0537114001722|5:0.145613852792|6:0.0687177979158,1:0.0639268506523|2:0.183938364359|3:0.114420690293|5:0.414312106759|6:0.223401987937,25,25,10,4,1,0,2
2026-05,2026-05-28,202605281008,6,1,1:0.169427359264|2:0.3620067178|3:0.078553281606|5:0.115368748428|6:0.274643892902,1:0.166282435098|2:0.240546144662|3:0.0230855053547|5:0.230820482335|6:0.33926543255,25,25,6,2,4,1,3
2026-05,2026-05-30,202605301108,2,1,1:0.0755274511524|2:0.519477063253|3:0.0994177261134|5:0.210935475029|6:0.0946422844518,1:0.265937541851|2:0.195338843952|3:0.100074219368|5:0.408231887799|6:0.0304175070296,25,25,2,1,2,1,13
2026-05,2026-05-31,202605311208,1,2,1:0.75687082143|2:0.0501295842578|3:0.0369762684898|5:0.0421892221125|6:0.11383410371,1:0.129879653234|2:0.115036212665|3:0.113400563661|5:0.343012358001|6:0.298671212439,25,25,3,1,4,0,3
2026-06,2026-06-02,202606021007,5,2,1:0.133396820222|2:0.62394389627|3:0.0953076066644|5:0.0615849909297|6:0.0857666859138,1:0.217802746557|2:0.224663524748|3:0.190603720531|5:0.241546016515|6:0.125383991648,25,25,17,5,2,1,3
2026-06,2026-06-04,202606040305,3,5,1:0.198598376359|2:0.0844352078876|3:0.168997909359|5:0.387050110705|6:0.160918395689,1:0.173899589414|2:0.0567411989216|3:0.0876723859925|5:0.379195333611|6:0.302491492062,25,25,5,3,1,1,5
2026-06,2026-06-04,202606040506,2,6,1:0.0420872570452|2:0.429431173811|3:0.0424515670475|5:0.0459805303357|6:0.440049471761,1:0.218917407513|2:0.325406852033|3:0.129700511074|5:0.136792656462|6:0.189182572917,25,25,4,2,3,1,2
2026-06,2026-06-04,202606041307,2,1,1:0.510506475407|2:0.0911527674726|3:0.109222854335|5:0.194177728348|6:0.0949401744376,1:0.251433488825|2:0.0803046391282|3:0.0615289857016|5:0.489592463072|6:0.117140423274,25,25,12,5,2,0,8
2026-06,2026-06-06,202606060702,1,5,1:0.337244546634|2:0.168041783326|3:0.0740656460674|5:0.37993555037|6:0.0407124736028,1:0.29524214419|2:0.0998611041321|3:0.0740479642972|5:0.138436704684|6:0.392412082697,25,25,4,2,3,0,7
2026-06,2026-06-07,202606070908,5,1,1:0.278824609063|2:0.296696986448|3:0.0884475372837|5:0.2428860888|6:0.0931447784051,1:0.16651909433|2:0.135687053056|3:0.0493943323121|5:0.504675916755|6:0.143723603548,25,25,7,3,2,0,4
2026-06,2026-06-08,202606080910,6,5,1:0.5631911445|2:0.0565003586981|3:0.0700255427189|5:0.232780587993|6:0.0775023660899,1:0.125318721716|2:0.127152056583|3:0.0282149342737|5:0.217103603004|6:0.502210684423,25,25,10,3,2,1,6
2026-06,2026-06-10,202606100903,1,6,1:0.148694094857|2:0.295210706254|3:0.274783525161|5:0.130047505615|6:0.151264168113,1:0.0439335229253|2:0.390199871518|3:0.128630659746|5:0.261872991974|6:0.175362953836,25,25,12,4,3,1,12
2026-06,2026-06-12,202606122306,1,2,1:0.177885142702|2:0.413699995149|3:0.0652581464777|5:0.227181910574|6:0.115974805097,1:0.393683881794|2:0.156592160489|3:0.0848493964743|5:0.15574406561|6:0.209130495632,25,25,10,3,3,1,4
2026-06,2026-06-13,202606130312,3,2,1:0.685060840749|2:0.135920561298|3:0.0380333933096|5:0.0326274579445|6:0.108357746699,1:0.0978657396513|2:0.276239718622|3:0.0886872848483|5:0.0891680176017|6:0.448039239277,25,25,15,4,2,0,17
2026-06,2026-06-13,202606130702,5,2,1:0.354429611342|2:0.236230739296|3:0.14355602266|5:0.145158758691|6:0.120624868012,1:0.191818049193|2:0.141224560695|3:0.0577539716658|5:0.208295746764|6:0.400907671682,25,25,15,3,4,0,12
2026-06,2026-06-13,202606132204,6,1,1:0.117215312382|2:0.0718961787728|3:0.111844818208|5:0.278986511874|6:0.420057178764,1:0.192523732894|2:0.160770292871|3:0.0363797967357|5:0.311213774176|6:0.299112403324,25,25,2,1,3,1,5
2026-06,2026-06-14,202606140105,2,5,1:0.169833652969|2:0.354556113995|3:0.150161459133|5:0.0955151675359|6:0.229933606367,1:0.184424138677|2:0.109672060058|3:0.0268066783369|5:0.32176453842|6:0.357332584509,25,25,2,1,2,0,10
2026-06,2026-06-16,202606161202,2,6,1:0.292778332251|2:0.502627501236|3:0.0707873681331|5:0.0713058286591|6:0.0625009697203,1:0.10132200779|2:0.127481547213|3:0.116963632648|5:0.305178527614|6:0.349054284735,25,25,1,1,1,0,3
2026-06,2026-06-19,202606192007,1,6,1:0.478784312569|2:0.132022277908|3:0.12053792122|5:0.0977413385532|6:0.17091414975,1:0.244532472887|2:0.0771313217402|3:0.141429049908|5:0.241956721641|6:0.294950433824,25,25,1,1,1,1,1
2026-06,2026-06-19,202606192105,2,1,1:0.805513082032|2:0.0706480979515|3:0.0324095905545|5:0.0380874345856|6:0.0533417948761,1:0.112107789024|2:0.168268450444|3:0.0571945770668|5:0.4311111987|6:0.231317984765,25,25,9,2,4,0,4
2026-06,2026-06-20,202606200608,1,5,1:0.72686769392|2:0.0401291316296|3:0.0216661324945|5:0.125066322844|6:0.0862707191123,1:0.0930322777371|2:0.136629180235|3:0.0543279040151|5:0.607193916708|6:0.108816721305,25,25,1,1,1,0,1
2026-06,2026-06-20,202606201709,6,1,1:0.292849474641|2:0.426499272955|3:0.125649262843|5:0.0549432360089|6:0.100058753553,1:0.057379242784|2:0.0762499049953|3:0.051265608278|5:0.439674753313|6:0.375430490629,25,25,16,4,4,1,9
2026-06,2026-06-21,202606210906,1,6,1:0.749927451409|2:0.115949008652|3:0.0391935392264|5:0.026039536768|6:0.0688904639446,1:0.166380946401|2:0.233206715276|3:0.0946149777475|5:0.208137664868|6:0.297659695707,25,25,1,1,1,1,1
2026-06,2026-06-23,202606231004,5,2,1:0.385794219448|2:0.0710179496512|3:0.0931588115094|5:0.106511903558|6:0.343517115833,1:0.0917420738265|2:0.0481769710099|3:0.145398285828|5:0.449532250283|6:0.265150419052,25,25,19,3,5,0,17
2026-06,2026-06-24,202606240605,6,2,1:0.363023011413|2:0.224213417391|3:0.0416773227381|5:0.0588251679264|6:0.312261080532,1:0.135643274528|2:0.113113314092|3:0.144672654586|5:0.238574532533|6:0.36799622426,25,25,10,2,5,1,2
2026-06,2026-06-24,202606241207,3,1,1:0.24189639566|2:0.363320058892|3:0.110690261682|5:0.122205779613|6:0.161887504153,1:0.120169562876|2:0.0849391771787|3:0.0650686071597|5:0.429551253805|6:0.30027139898,25,25,16,5,3,1,20
2026-06,2026-06-24,202606242309,5,2,1:0.0796207364324|2:0.718645117029|3:0.0551550226643|5:0.126600603235|6:0.01997852064,1:0.26243323768|2:0.0657865184408|3:0.0479612754166|5:0.595529940866|6:0.0282890275973,25,25,9,2,3,0,2
2026-06,2026-06-25,202606252106,2,6,1:0.313784426929|2:0.109992690921|3:0.0511988478593|5:0.184819073316|6:0.340204960974,1:0.11228769296|2:0.0692214750747|3:0.0945786959419|5:0.314873187606|6:0.409038948417,25,25,8,4,1,0,5
2026-06,2026-06-26,202606260705,5,6,1:0.0988477343319|2:0.583730464419|3:0.0588890672176|5:0.122517579383|6:0.136015154649,1:0.360888473641|2:0.216339123149|3:0.0439316809314|5:0.195713556687|6:0.183127165592,25,25,10,3,4,1,10
2026-06,2026-06-28,202606282005,2,1,1:0.639367857849|2:0.204669201947|3:0.0951955444861|5:0.0516017786412|6:0.00916561707615,1:0.173334417395|2:0.224517270082|3:0.1530578853|5:0.0921540095031|6:0.356936417719,25,25,6,2,3,0,1
2026-06,2026-06-29,202606290310,1,5,1:0.258722351474|2:0.224524658904|3:0.248763098412|5:0.205243466923|6:0.0627464242866,1:0.400015573939|2:0.153025407105|3:0.0580644753963|5:0.22133223642|6:0.167562307139,25,25,4,1,2,0,18
2026-06,2026-06-29,202606290806,6,1,1:0.315096857438|2:0.0431230214233|3:0.0454366543377|5:0.543698608506|6:0.0526448582947,1:0.151267431512|2:0.19543292518|3:0.144949136876|5:0.365571008509|6:0.142779497923,25,25,14,3,3,1,10
