month,R,head,exact3,second_top1,second_top2,second_top3
2026-02,63,51,0.3492063492063492,0.39215686274509803,0.7058823529411765,0.8627450980392157
2026-03,16,15,0.4375,0.2,0.6666666666666666,1.0
2026-04,53,48,0.5471698113207547,0.4583333333333333,0.7916666666666666,0.9583333333333334
2026-05,121,101,0.3884297520661157,0.5148514851485149,0.7524752475247525,0.8910891089108911
2026-06,92,75,0.34782608695652173,0.4266666666666667,0.68,0.8133333333333334
