date,month,race_code,venue,race,head_hit,actual_combo,actual2,actual3,second_rank,third_rank_given_actual2,second_top1,second_top2,second_top3,third_top1_given_actual2,third_top2_given_actual2,third_top3_given_actual2,pred_second,third_rank_when_second_correct,tickets,exact3
2026-06-13,2026-06,202606131001,10,1,1,1-4-3,4,3,3.0,2.0,0,0,1,0,1,1,2,,1-2-3|1-3-2|1-2-4,0
2026-06-13,2026-06,202606132012,20,12,1,1-2-4,2,4,1.0,1.0,1,1,1,1,1,1,2,1.0,1-2-4|1-2-3|1-3-4,1
2026-06-13,2026-06,202606132201,22,1,1,1-3-2,3,2,2.0,1.0,0,1,1,1,1,1,2,,1-2-3|1-2-5|1-3-2,1
2026-06-14,2026-06,202606141001,10,1,0,3-1-4,1,4,,,0,0,0,0,0,0,2,,1-2-3|1-3-2|1-2-4,0
2026-06-14,2026-06,202606141109,11,9,1,1-3-4,3,4,3.0,1.0,0,0,1,1,1,1,2,,1-2-4|1-2-3|1-4-3,0
2026-06-14,2026-06,202606141208,12,8,1,1-3-2,3,2,1.0,3.0,1,1,1,0,0,1,3,3.0,1-3-4|1-3-6|1-2-3,0
2026-06-14,2026-06,202606141601,16,1,1,1-2-4,2,4,1.0,3.0,1,1,1,0,0,1,2,3.0,1-2-5|1-5-2|1-2-3,0
2026-06-14,2026-06,202606141611,16,11,1,1-6-2,6,2,5.0,3.0,0,0,0,0,0,1,3,,1-3-4|1-3-2|1-2-3,0
2026-06-14,2026-06,202606142201,22,1,1,1-3-5,3,5,1.0,3.0,1,1,1,0,0,1,3,3.0,1-3-4|1-3-2|1-4-3,0
2026-06-15,2026-06,202606152201,22,1,1,1-5-6,5,6,2.0,4.0,0,1,1,0,0,0,2,,1-2-5|1-2-3|1-5-2,0
2026-06-16,2026-06,202606160604,06,4,1,1-6-3,6,3,4.0,2.0,0,0,0,0,1,1,2,,1-2-3|1-2-6|1-3-2,0
2026-06-16,2026-06,202606160905,09,5,1,1-6-5,6,5,4.0,4.0,0,0,0,0,0,0,2,,1-2-4|1-2-3|1-3-2,0
2026-06-16,2026-06,202606161801,18,1,1,1-5-2,5,2,4.0,2.0,0,0,0,0,1,1,2,,1-2-3|1-2-4|1-3-2,0
2026-06-16,2026-06,202606161804,18,4,0,3-1-2,1,2,,,0,0,0,0,0,0,2,,1-2-3|1-3-2|1-2-4,0
2026-06-16,2026-06,202606161805,18,5,0,3-1-2,1,2,,,0,0,0,0,0,0,3,,1-3-4|1-3-2|1-2-3,0
2026-06-18,2026-06,202606180510,05,10,1,1-4-2,4,2,1.0,1.0,1,1,1,1,1,1,4,1.0,1-2-4|1-4-2|1-4-5,1
2026-06-18,2026-06,202606181804,18,4,0,2-4-1,4,1,,,0,0,0,0,0,0,2,,1-2-3|1-3-2|1-2-4,0
2026-06-19,2026-06,202606190901,09,1,1,1-3-2,3,2,2.0,1.0,0,1,1,1,1,1,2,,1-2-3|1-3-2|1-3-6,1
2026-06-19,2026-06,202606190911,09,11,1,1-2-4,2,4,1.0,1.0,1,1,1,1,1,1,2,1.0,1-2-4|1-4-2|1-2-3,1
2026-06-20,2026-06,202606200402,04,2,1,1-2-3,2,3,1.0,1.0,1,1,1,1,1,1,2,1.0,1-2-3|1-3-2|1-2-4,1
2026-06-20,2026-06,202606200711,07,11,1,1-5-3,5,3,3.0,1.0,0,0,1,1,1,1,3,,1-2-3|1-3-2|1-3-5,0
2026-06-20,2026-06,202606200905,09,5,1,1-2-3,2,3,1.0,2.0,1,1,1,0,1,1,2,2.0,1-2-4|1-2-3|1-4-2,1
2026-06-20,2026-06,202606201311,13,11,0,3-1-6,1,6,,,0,0,0,0,0,0,3,,1-3-2|1-2-3|1-3-5,0
2026-06-20,2026-06,202606201808,18,8,0,2-5-6,5,6,,,0,0,0,0,0,0,2,,1-2-6|1-2-3|1-3-2,0
2026-06-20,2026-06,202606201809,18,9,1,1-2-5,2,5,2.0,2.0,0,1,1,0,1,1,3,,1-3-2|1-2-3|1-3-6,0
2026-06-20,2026-06,202606202104,21,4,0,3-4-2,4,2,,,0,0,0,0,0,0,3,,1-3-2|1-3-4|1-2-3,0
2026-06-21,2026-06,202606210604,06,4,1,1-3-5,3,5,1.0,3.0,1,1,1,0,0,1,3,3.0,1-3-2|1-3-4|1-2-3,0
2026-06-21,2026-06,202606211001,10,1,1,1-4-3,4,3,3.0,1.0,0,0,1,1,1,1,3,,1-3-2|1-2-3|1-3-4,0
2026-06-21,2026-06,202606211707,17,7,1,1-2-4,2,4,1.0,1.0,1,1,1,1,1,1,2,1.0,1-2-4|1-4-2|1-2-3,1
2026-06-21,2026-06,202606211708,17,8,1,1-2-5,2,5,2.0,3.0,0,1,1,0,0,1,3,,1-3-2|1-2-3|1-3-4,0
2026-06-22,2026-06,202606220604,06,4,1,1-2-5,2,5,1.0,2.0,1,1,1,0,1,1,2,2.0,1-2-4|1-2-5|1-4-2,1
2026-06-22,2026-06,202606221306,13,6,1,1-4-2,4,2,1.0,1.0,1,1,1,1,1,1,4,1.0,1-4-2|1-2-4|1-4-5,1
2026-06-23,2026-06,202606230806,08,6,1,1-4-2,4,2,3.0,2.0,0,0,1,0,1,1,2,,1-2-5|1-5-2|1-2-4,0
2026-06-24,2026-06,202606240604,06,4,1,1-4-2,4,2,3.0,1.0,0,0,1,1,1,1,2,,1-2-5|1-2-4|1-3-2,0
2026-06-24,2026-06,202606241605,16,5,1,1-3-5,3,5,1.0,1.0,1,1,1,1,1,1,3,1.0,1-3-5|1-5-3|1-3-2,1
2026-06-25,2026-06,202606252201,22,1,0,3-1-2,1,2,,,0,0,0,0,0,0,2,,1-2-3|1-2-4|1-3-2,0
2026-06-25,2026-06,202606252305,23,5,0,5-1-6,1,6,,,0,0,0,0,0,0,3,,1-3-2|1-2-3|1-3-4,0
2026-06-26,2026-06,202606262201,22,1,1,1-2-3,2,3,1.0,2.0,1,1,1,0,1,1,2,2.0,1-2-4|1-2-3|1-3-4,1
2026-06-27,2026-06,202606270905,09,5,0,2-3-6,3,6,,,0,0,0,0,0,0,2,,1-2-3|1-3-2|1-2-4,0
2026-06-28,2026-06,202606280110,01,10,1,1-3-5,3,5,2.0,2.0,0,1,1,0,1,1,2,,1-2-3|1-2-5|1-3-2,0
2026-06-28,2026-06,202606280709,07,9,1,1-3-5,3,5,2.0,2.0,0,1,1,0,1,1,2,,1-2-3|1-2-5|1-3-2,0
2026-06-28,2026-06,202606281307,13,7,0,3-1-5,1,5,,,0,0,0,0,0,0,3,,1-3-5|1-3-2|1-2-3,0
2026-06-28,2026-06,202606281310,13,10,0,3-4-2,4,2,,,0,0,0,0,0,0,3,,1-3-4|1-2-3|1-3-2,0
2026-06-28,2026-06,202606281803,18,3,1,1-2-3,2,3,3.0,2.0,0,0,1,0,1,1,4,,1-4-3|1-4-5|1-3-4,0
2026-06-28,2026-06,202606281812,18,12,1,1-2-3,2,3,1.0,1.0,1,1,1,1,1,1,2,1.0,1-2-3|1-2-5|1-3-2,1
2026-06-29,2026-06,202606290107,01,7,1,1-2-6,2,6,2.0,3.0,0,1,1,0,0,1,3,,1-3-4|1-3-2|1-2-3,0
2026-06-29,2026-06,202606290901,09,1,1,1-2-4,2,4,2.0,2.0,0,1,1,0,1,1,3,,1-3-2|1-2-3|1-3-4,0
2026-06-29,2026-06,202606290906,09,6,1,1-3-4,3,4,2.0,2.0,0,1,1,0,1,1,2,,1-2-3|1-2-4|1-3-2,0
2026-06-29,2026-06,202606291003,10,3,1,1-3-4,3,4,1.0,2.0,1,1,1,0,1,1,3,2.0,1-3-2|1-2-3|1-3-4,1
2026-06-29,2026-06,202606291706,17,6,1,1-3-2,3,2,3.0,2.0,0,0,1,0,1,1,5,,1-5-3|1-2-5|1-5-2,0
2026-06-29,2026-06,202606291803,18,3,1,1-2-3,2,3,1.0,1.0,1,1,1,1,1,1,2,1.0,1-2-3|1-3-2|1-2-5,1
2026-06-30,2026-06,202606300106,01,6,1,1-2-3,2,3,1.0,1.0,1,1,1,1,1,1,2,1.0,1-2-3|1-2-4|1-3-2,1
2026-06-30,2026-06,202606302009,20,9,1,1-2-3,2,3,2.0,1.0,0,1,1,1,1,1,3,,1-2-3|1-3-2|1-3-4,1
2026-06-30,2026-06,202606302301,23,1,1,1-3-5,3,5,1.0,3.0,1,1,1,0,0,1,3,3.0,1-3-2|1-3-4|1-2-3,0
