selector,policy,selected_R,settled_R,coverage_pct,head4_rate_pct,trifecta_hits,trifecta_hit_rate_pct,avg_n,avg_comp_odds,cost_yen,return_yen,profit_yen,new_roi_pct,min_month_roi_pct,month_roi,robust_roi
V265_200_SIMPLE,FIXED_N=16,205,198,96.58536585365853,32.82828282828283,61,30.808080808080806,16.0,3.282760394741423,1980000,1870250.0,-109750.0,94.45707070707071,77.7640625,2026-04:64R/77.76%;2026-05:75R/119.78%;2026-06:59R/80.37%,77.7640625
V265_200_SIMPLE,FIXED_N=13,205,198,96.58536585365853,32.82828282828283,57,28.78787878787879,13.0,3.6042834429407358,1980000,1929930.0,-50070.0,97.47121212121212,77.728125,2026-04:64R/77.73%;2026-05:75R/122.52%;2026-06:59R/87.05%,77.728125
V265_200_TOP,FIXED_N=17,207,199,96.13526570048309,33.66834170854271,64,32.1608040201005,17.0,3.0543184609561944,1990000,1768610.0,-221390.0,88.87487437185929,77.66865671641791,2026-04:67R/77.67%;2026-05:72R/108.33%;2026-06:60R/78.04%,77.66865671641791
V265_200_TOP,FIXED_N=15,207,199,96.13526570048309,33.66834170854271,62,31.155778894472363,15.0,3.2110894851207434,1990000,1816870.0,-173130.0,91.3,77.4820895522388,2026-04:67R/77.48%;2026-05:72R/112.71%;2026-06:60R/81.03%,77.4820895522388
V265_150_TOP,FIXED_N=16,149,143,95.97315436241611,37.76223776223776,51,35.66433566433567,16.0,2.8373903804875287,1430000,1408850.0,-21150.0,98.52097902097903,77.36666666666666,2026-04:48R/77.37%;2026-05:48R/128.67%;2026-06:47R/89.33%,77.36666666666666
V265_200_TOP,FIXED_N=20,207,199,96.13526570048309,33.66834170854271,67,33.66834170854271,20.0,2.9166709977786462,1990000,1803310.0,-186690.0,90.61859296482412,77.0955223880597,2026-04:67R/77.10%;2026-05:72R/105.62%;2026-06:60R/87.72%,77.0955223880597
V265_150_TOP,FIXED_N=17,149,143,95.97315436241611,37.76223776223776,52,36.36363636363637,17.0,2.7758556243087944,1430000,1403330.0,-26670.0,98.13496503496503,76.82083333333334,2026-04:48R/76.82%;2026-05:48R/128.07%;2026-06:47R/89.33%,76.82083333333334
V265_200_SIMPLE,FIXED_N=17,205,198,96.58536585365853,32.82828282828283,62,31.313131313131315,17.0,3.2138609313952746,1980000,1850510.0,-129490.0,93.46010101010101,76.4828125,2026-04:64R/76.48%;2026-05:75R/118.24%;2026-06:59R/80.37%,76.4828125
V265_150_FLOOR,FIXED_N=11,155,152,98.06451612903226,36.18421052631579,41,26.973684210526315,11.0,3.3392762903800453,1520000,1364310.0,-155690.0,89.75723684210526,76.47173913043478,2026-04:49R/78.26%;2026-05:57R/110.36%;2026-06:46R/76.47%,76.47173913043478
V265_200_SIMPLE,FIXED_N=20,205,198,96.58536585365853,32.82828282828283,65,32.82828282828283,20.0,3.062054270420872,1980000,1878780.0,-101220.0,94.88787878787879,76.396875,2026-04:64R/76.40%;2026-05:75R/114.56%;2026-06:59R/89.94%,76.396875
