date,month,race_code,layer,model,n,winner,head4_win,hit,return_yen,profit_yen,comp_odds,p2_concentration,tickets,policy
2026-06-04,2026-06,202606040305,A,v284,8,4,1,1,34580.0,24580.0,3.4515316801521396,0.07324631920759939,4-5-6|4-5-1|4-1-5|4-1-6|4-3-5|4-6-1|4-6-5|4-3-6,VARIABLE_v284
2026-06-04,2026-06,202606040506,S,v284,4,4,1,1,41160.0,31160.0,4.088755263856747,0.29585924501681926,4-6-1|4-2-6|4-2-1|4-6-2,VARIABLE_v284
2026-06-05,2026-06,202606050305,S,v284,6,2,0,0,0.0,-10000.0,,0.1680573273590168,,VARIABLE_v284
2026-06-06,2026-06,202606060703,A,v284,8,1,0,0,0.0,-10000.0,,0.10793668071353624,,VARIABLE_v284
2026-06-06,2026-06,202606060802,A,v284,10,1,0,0,0.0,-10000.0,,0.04999208019621404,,VARIABLE_v284
2026-06-07,2026-06,202606071005,A,v284,8,1,0,0,0.0,-10000.0,,0.12625028743724576,,VARIABLE_v284
2026-06-08,2026-06,202606080510,A,v284,4,1,0,0,0.0,-10000.0,,0.2832200383769473,,VARIABLE_v284
2026-06-08,2026-06,202606080910,S,v284,4,4,1,0,0.0,-10000.0,3.2519260504201686,0.2485475027385361,4-1-6|4-1-5|4-5-6|4-5-1,VARIABLE_v284
2026-06-10,2026-06,202606100903,A,v284,10,4,1,1,55550.0,45550.0,4.999147970051667,0.03724167430864256,4-2-5|4-3-5|4-2-3|4-3-2|4-6-2|4-5-2|4-2-6|4-3-6|4-1-5|4-1-6,VARIABLE_v284
2026-06-12,2026-06,202606122306,A,v284,8,4,1,1,45840.0,35840.0,4.498575239954197,0.10718423958072787,4-2-1|4-5-6|4-2-5|4-5-1|4-1-5|4-1-2|4-2-3|4-6-1,VARIABLE_v284
2026-06-13,2026-06,202606132204,A,v284,8,4,1,1,86850.0,76850.0,8.512274999141324,0.12636884461871367,4-6-5|4-5-6|4-6-1|4-5-1|4-6-2|4-1-5|4-3-5|4-6-3,VARIABLE_v284
2026-06-15,2026-06,202606150310,S,v284,10,3,0,0,0.0,-10000.0,,0.048838572012404824,,VARIABLE_v284
2026-06-18,2026-06,202606180205,S,v284,4,2,0,0,0.0,-10000.0,,0.20224931759469034,,VARIABLE_v284
2026-06-19,2026-06,202606190903,S,v284,8,3,0,0,0.0,-10000.0,,0.12286784460496425,,VARIABLE_v284
2026-06-19,2026-06,202606192007,S,v284,8,4,1,1,33810.0,23810.0,3.413352319609515,0.1275193816907555,4-1-6|4-1-5|4-6-1|4-6-5|4-1-3|4-1-2|4-5-6|4-2-6,VARIABLE_v284
2026-06-20,2026-06,202606200903,A,v284,4,1,0,0,0.0,-10000.0,,0.30499741029245286,,VARIABLE_v284
2026-06-20,2026-06,202606201709,A,v284,6,4,1,0,0.0,-10000.0,6.021484279355757,0.14661748668018448,4-2-5|4-2-6|4-1-5|4-1-6|4-2-1|4-3-5,VARIABLE_v284
2026-06-21,2026-06,202606210906,A,v284,4,4,1,0,0.0,-10000.0,4.418664744228899,0.45826482042107275,4-1-2|4-1-5|4-2-1|4-2-5,VARIABLE_v284
2026-06-22,2026-06,202606221310,A,v284,4,1,0,0,0.0,-10000.0,,0.3085505572423526,,VARIABLE_v284
2026-06-24,2026-06,202606240605,A,v284,6,4,1,1,47520.00000000001,37520.00000000001,4.71599819923176,0.15148527089848052,4-6-2|4-1-6|4-1-2|4-6-3|4-1-5|4-1-3,VARIABLE_v284
2026-06-24,2026-06,202606241207,A,v284,8,4,1,0,0.0,-10000.0,2.8873270081143594,0.0639906753058932,4-2-5|4-1-5|4-2-1|4-1-2|4-6-5|4-5-6|4-2-6|4-2-3,VARIABLE_v284
2026-06-25,2026-06,202606252102,S,v284,4,1,0,0,0.0,-10000.0,,0.3424740637333552,,VARIABLE_v284
2026-06-26,2026-06,202606260410,A,v284,6,1,0,0,0.0,-10000.0,,0.1313477903710204,,VARIABLE_v284
2026-06-26,2026-06,202606260705,S,v284,4,4,1,0,0.0,-10000.0,4.85268775094209,0.2305782515874616,4-2-1|4-2-5|4-6-2|4-6-1,VARIABLE_v284
2026-06-28,2026-06,202606280205,A,v284,4,2,0,0,0.0,-10000.0,,0.22875394291985807,,VARIABLE_v284
2026-06-28,2026-06,202606280508,A,v284,4,1,0,0,0.0,-10000.0,,0.27462677917362066,,VARIABLE_v284
2026-06-28,2026-06,202606281008,A,v284,4,2,0,0,0.0,-10000.0,,0.1972883859413478,,VARIABLE_v284
2026-06-29,2026-06,202606290806,S,v284,4,4,1,0,0.0,-10000.0,3.578921312633387,0.3002324510173012,4-5-1|4-1-5|4-5-6|4-1-2,VARIABLE_v284
2026-06-30,2026-06,202606302304,A,v284,8,1,0,0,0.0,-10000.0,,0.08722305481685633,,VARIABLE_v284
2026-04-01,2026-04,202604010206,A,v283,4,2,0,0,0.0,-10000.0,,0.08069014622637061,,FIXED_v283_N4
2026-04-01,2026-04,202604010603,S,v283,4,4,1,0,0.0,-10000.0,8.25211933648223,0.07004560615667921,4-1-6|4-1-2|4-5-1|4-5-6,FIXED_v283_N4
2026-04-01,2026-04,202604010804,S,v283,4,4,1,0,0.0,-10000.0,7.0760384041179725,0.150994787520072,4-1-5|4-2-5|4-2-1|4-1-6,FIXED_v283_N4
2026-04-02,2026-04,202604020108,S,v283,4,1,0,0,0.0,-10000.0,,0.2615418481388506,,FIXED_v283_N4
2026-04-02,2026-04,202604022209,S,v283,4,1,0,0,0.0,-10000.0,,0.14539382073417362,,FIXED_v283_N4
2026-04-03,2026-04,202604030402,A,v283,4,5,0,0,0.0,-10000.0,,0.3678179594422253,,FIXED_v283_N4
2026-04-03,2026-04,202604031806,A,v283,4,1,0,0,0.0,-10000.0,,0.11172597372903337,,FIXED_v283_N4
2026-04-04,2026-04,202604042202,S,v283,4,3,0,0,0.0,-10000.0,,0.16361026915679355,,FIXED_v283_N4
2026-04-07,2026-04,202604070808,S,v283,4,2,0,0,0.0,-10000.0,,0.18405800267980388,,FIXED_v283_N4
2026-04-07,2026-04,202604072403,S,v283,4,2,0,0,0.0,-10000.0,,0.0276684319825532,,FIXED_v283_N4
2026-04-09,2026-04,202604090703,A,v283,4,4,1,0,0.0,-10000.0,6.363551878783764,0.19393182494416883,4-6-5|4-6-1|4-2-5|4-2-1,FIXED_v283_N4
2026-04-14,2026-04,202604140304,A,v283,4,2,0,0,0.0,-10000.0,,0.11343341037431443,,FIXED_v283_N4
2026-04-15,2026-04,202604150307,S,v283,4,5,0,0,0.0,-10000.0,,0.13137192857968938,,FIXED_v283_N4
2026-04-19,2026-04,202604191506,A,v283,4,2,0,0,0.0,-10000.0,,0.23289777141666657,,FIXED_v283_N4
2026-04-21,2026-04,202604210702,S,v283,4,3,0,0,0.0,-10000.0,,0.11870674678686921,,FIXED_v283_N4
2026-04-22,2026-04,202604222207,A,v283,4,4,1,1,89320.0,79320.0,9.077040112207781,0.08431496373949499,4-3-6|4-3-1|4-1-6|4-1-5,FIXED_v283_N4
2026-04-23,2026-04,202604230507,A,v283,4,4,1,1,83840.0,73840.0,8.428972215096893,0.0892283278309629,4-5-6|4-5-2|4-3-5|4-3-6,FIXED_v283_N4
2026-04-23,2026-04,202604231808,A,v283,4,5,0,0,0.0,-10000.0,,0.13803772915966617,,FIXED_v283_N4
2026-04-24,2026-04,202604240706,S,v283,4,2,0,0,0.0,-10000.0,,0.18139879764939182,,FIXED_v283_N4
2026-04-24,2026-04,202604242308,S,v283,4,2,0,0,0.0,-10000.0,,0.06596929405609409,,FIXED_v283_N4
2026-04-25,2026-04,202604250705,A,v283,4,4,1,0,0.0,-10000.0,8.881432055868084,0.0321335689027471,4-2-1|4-1-5|4-1-2|4-2-3,FIXED_v283_N4
2026-04-25,2026-04,202604250708,S,v283,4,4,1,0,0.0,-10000.0,4.356833966354562,0.22033936429124734,4-1-2|4-1-5|4-6-1|4-6-2,FIXED_v283_N4
2026-04-25,2026-04,202604252307,S,v283,4,4,1,1,96660.0,86660.0,9.489792260400888,0.050888255711129204,4-2-1|4-2-5|4-5-1|4-5-6,FIXED_v283_N4
2026-04-27,2026-04,202604270602,A,v283,4,4,1,1,115830.0,105830.0,11.515090302119658,0.09285926954731549,4-2-1|4-1-6|4-1-3|4-2-3,FIXED_v283_N4
2026-04-27,2026-04,202604271607,S,v283,4,1,0,0,0.0,-10000.0,,0.03691904405899582,,FIXED_v283_N4
2026-04-28,2026-04,202604280603,S,v283,4,3,0,0,0.0,-10000.0,,0.16248498961177438,,FIXED_v283_N4
2026-04-28,2026-04,202604280707,S,v283,4,4,1,1,109560.0,99560.0,10.940606144627893,0.15081380616325923,4-1-5|4-3-5|4-1-6|4-3-1,FIXED_v283_N4
2026-04-28,2026-04,202604280709,S,v283,4,4,1,1,82250.0,72250.0,8.077318487446208,0.10574593231811891,4-1-6|4-1-5|4-6-5|4-6-1,FIXED_v283_N4
2026-04-28,2026-04,202604280806,A,v283,4,1,0,0,0.0,-10000.0,,0.1870417125049939,,FIXED_v283_N4
2026-04-29,2026-04,202604290306,A,v283,4,5,0,0,0.0,-10000.0,,0.07741935293046132,,FIXED_v283_N4
2026-04-29,2026-04,202604291402,A,v283,4,1,0,0,0.0,-10000.0,,0.23108215433198231,,FIXED_v283_N4
2026-05-01,2026-05,202605012306,S,v283,4,1,0,0,0.0,-10000.0,,0.22003886003756012,,FIXED_v283_N4
2026-05-02,2026-05,202605020202,S,v283,4,5,0,0,0.0,-10000.0,,0.19450670412017668,,FIXED_v283_N4
2026-05-02,2026-05,202605021103,S,v283,4,4,1,1,38850.0,28850.0,3.8986742229460587,0.1670240075798729,4-1-5|4-1-2|4-5-1|4-5-2,FIXED_v283_N4
2026-05-02,2026-05,202605022307,S,v283,4,1,0,0,0.0,-10000.0,,0.19018831234895395,,FIXED_v283_N4
2026-05-03,2026-05,202605030105,S,v283,4,1,0,0,0.0,-10000.0,,0.1864849134556843,,FIXED_v283_N4
2026-05-03,2026-05,202605030708,S,v283,4,1,0,0,0.0,-10000.0,,0.5810440003812027,,FIXED_v283_N4
2026-05-03,2026-05,202605030805,A,v283,4,4,1,1,62580.0,52580.0,6.311589268840274,0.061953840856657005,4-6-5|4-2-6|4-6-2|4-2-5,FIXED_v283_N4
2026-05-03,2026-05,202605032307,S,v283,4,4,1,0,0.0,-10000.0,4.5452774890362,0.013629122965427953,4-2-3|4-3-6|4-2-6|4-3-2,FIXED_v283_N4
2026-05-04,2026-05,202605040202,S,v283,4,2,0,0,0.0,-10000.0,,0.21814205741070802,,FIXED_v283_N4
2026-05-04,2026-05,202605040701,A,v283,4,4,1,1,87400.0,77400.0,8.670798888341404,0.14250693630267586,4-2-1|4-2-5|4-3-1|4-3-5,FIXED_v283_N4
2026-05-04,2026-05,202605040705,S,v283,4,4,1,1,29000.0,19000.0,2.933273634177725,0.31339310729481595,4-1-5|4-1-2|4-5-1|4-5-2,FIXED_v283_N4
2026-05-05,2026-05,202605050202,S,v283,4,1,0,0,0.0,-10000.0,,0.044851491611980654,,FIXED_v283_N4
2026-05-05,2026-05,202605050702,S,v283,4,4,1,0,0.0,-10000.0,3.9621022256717553,0.10610499060937306,4-2-6|4-2-1|4-1-6|4-1-2,FIXED_v283_N4
2026-05-05,2026-05,202605050904,S,v283,4,1,0,0,0.0,-10000.0,,0.08582453269519208,,FIXED_v283_N4
2026-05-05,2026-05,202605051303,S,v283,4,2,0,0,0.0,-10000.0,,0.11361663028881919,,FIXED_v283_N4
2026-05-09,2026-05,202605091805,S,v283,4,1,0,0,0.0,-10000.0,,0.14522030375675699,,FIXED_v283_N4
2026-05-10,2026-05,202605102010,A,v283,4,1,0,0,0.0,-10000.0,,0.28307517625563394,,FIXED_v283_N4
2026-05-11,2026-05,202605111606,S,v283,4,4,1,1,39100.0,29100.0,3.898517758222601,0.2223385322694461,4-5-6|4-5-2|4-2-5|4-2-1,FIXED_v283_N4
2026-05-11,2026-05,202605112308,S,v283,4,4,1,1,29900.0,19900.0,2.9558514940420952,0.07833631248913386,4-1-5|4-1-2|4-2-1|4-2-5,FIXED_v283_N4
2026-05-13,2026-05,202605130408,S,v283,4,4,1,0,0.0,-10000.0,2.2530748768732387,0.3218705055708243,4-1-2|4-1-5|4-2-1|4-2-5,FIXED_v283_N4
2026-05-16,2026-05,202605161910,S,v283,4,1,0,0,0.0,-10000.0,,0.21306024446253857,,FIXED_v283_N4
2026-05-17,2026-05,202605170608,S,v283,4,1,0,0,0.0,-10000.0,,0.43273343871433345,,FIXED_v283_N4
2026-05-17,2026-05,202605171007,S,v283,4,2,0,0,0.0,-10000.0,,0.10232290467742844,,FIXED_v283_N4
2026-05-18,2026-05,202605181406,A,v283,4,4,1,0,0.0,-10000.0,7.476138528818417,0.07926224980478613,4-6-5|4-6-1|4-5-1|4-5-3,FIXED_v283_N4
2026-05-19,2026-05,202605191406,A,v283,4,4,1,0,0.0,-10000.0,10.343086896777805,0.12809319800704833,4-6-5|4-2-5|4-2-3|4-6-2,FIXED_v283_N4
2026-05-19,2026-05,202605191811,A,v283,4,1,0,0,0.0,-10000.0,,0.16058422400674044,,FIXED_v283_N4
2026-05-20,2026-05,202605201505,S,v283,4,4,1,0,0.0,-10000.0,10.857930549775999,0.1704397304552563,4-5-6|4-5-1|4-3-5|4-3-6,FIXED_v283_N4
2026-05-20,2026-05,202605202002,A,v283,4,2,0,0,0.0,-10000.0,,0.27158064783833313,,FIXED_v283_N4
2026-05-25,2026-05,202605251307,A,v283,4,5,0,0,0.0,-10000.0,,0.35421453701645966,,FIXED_v283_N4
2026-05-26,2026-05,202605261206,A,v283,4,4,1,0,0.0,-10000.0,4.574155704764995,0.25175212423300186,4-5-3|4-5-2|4-1-5|4-1-3,FIXED_v283_N4
2026-05-28,2026-05,202605280204,A,v283,4,1,0,0,0.0,-10000.0,,0.022625504035105104,,FIXED_v283_N4
2026-05-28,2026-05,202605281008,A,v283,4,4,1,1,72720.0,62720.0,7.3849643254299595,0.08506601190529561,4-2-6|4-6-5|4-2-1|4-6-1,FIXED_v283_N4
2026-05-30,2026-05,202605301108,A,v283,4,4,1,1,42630.0,32630.0,4.346857632145425,0.1821867268531735,4-2-5|4-2-1|4-5-2|4-5-1,FIXED_v283_N4
2026-05-31,2026-05,202605312304,S,v283,4,2,0,0,0.0,-10000.0,,0.08327490838605622,,FIXED_v283_N4
2026-06-01,2026-06,202606010506,S,v283,4,2,0,0,0.0,-10000.0,,0.28765035055966537,,FIXED_v283_N4
2026-06-01,2026-06,202606012402,S,v283,4,3,0,0,0.0,-10000.0,,0.13655175432015287,,FIXED_v283_N4
2026-06-02,2026-06,202606020906,S,v283,4,1,0,0,0.0,-10000.0,,0.2310146019578576,,FIXED_v283_N4
2026-06-02,2026-06,202606021007,A,v283,4,4,1,0,0.0,-10000.0,2.983848913021937,0.27342616844870316,4-2-5|4-2-1|4-1-2|4-1-5,FIXED_v283_N4
2026-06-02,2026-06,202606022307,S,v283,4,1,0,0,0.0,-10000.0,,0.0666903023634331,,FIXED_v283_N4
2026-06-03,2026-06,202606032109,A,v283,4,1,0,0,0.0,-10000.0,,0.39606855744497604,,FIXED_v283_N4
2026-06-04,2026-06,202606040305,A,v283,4,4,1,0,0.0,-10000.0,4.928022794342119,0.07324631920759939,4-5-6|4-5-1|4-1-5|4-1-6,FIXED_v283_N4
2026-06-04,2026-06,202606040506,S,v283,4,4,1,1,41160.0,31160.0,4.088755263856748,0.29585924501681926,4-6-2|4-2-6|4-2-1|4-6-1,FIXED_v283_N4
2026-06-05,2026-06,202606050305,S,v283,4,2,0,0,0.0,-10000.0,,0.1680573273590168,,FIXED_v283_N4
2026-06-06,2026-06,202606060703,A,v283,4,1,0,0,0.0,-10000.0,,0.10793668071353624,,FIXED_v283_N4
2026-06-06,2026-06,202606060802,A,v283,4,1,0,0,0.0,-10000.0,,0.04999208019621404,,FIXED_v283_N4
2026-06-07,2026-06,202606071005,A,v283,4,1,0,0,0.0,-10000.0,,0.12625028743724576,,FIXED_v283_N4
2026-06-08,2026-06,202606080510,A,v283,4,1,0,0,0.0,-10000.0,,0.2832200383769473,,FIXED_v283_N4
2026-06-08,2026-06,202606080910,S,v283,4,4,1,0,0.0,-10000.0,3.2519260504201686,0.2485475027385361,4-1-5|4-1-6|4-5-1|4-5-6,FIXED_v283_N4
2026-06-10,2026-06,202606100903,A,v283,4,4,1,0,0.0,-10000.0,10.318569769175099,0.03724167430864256,4-2-5|4-3-2|4-2-6|4-3-5,FIXED_v283_N4
2026-06-12,2026-06,202606122306,A,v283,4,4,1,0,0.0,-10000.0,8.873241408306985,0.10718423958072787,4-2-1|4-2-5|4-5-1|4-5-2,FIXED_v283_N4
2026-06-13,2026-06,202606132204,A,v283,4,4,1,1,133170.0,123170.0,13.57946500029099,0.12636884461871367,4-6-5|4-5-6|4-6-1|4-5-1,FIXED_v283_N4
2026-06-15,2026-06,202606150310,S,v283,4,3,0,0,0.0,-10000.0,,0.048838572012404824,,FIXED_v283_N4
2026-06-18,2026-06,202606180205,S,v283,4,2,0,0,0.0,-10000.0,,0.20224931759469034,,FIXED_v283_N4
2026-06-19,2026-06,202606190903,S,v283,4,3,0,0,0.0,-10000.0,,0.12286784460496425,,FIXED_v283_N4
2026-06-19,2026-06,202606192007,S,v283,4,4,1,1,57960.00000000001,47960.00000000001,5.836764025230025,0.1275193816907555,4-1-6|4-1-5|4-6-1|4-6-5,FIXED_v283_N4
2026-06-20,2026-06,202606200903,A,v283,4,1,0,0,0.0,-10000.0,,0.30499741029245286,,FIXED_v283_N4
2026-06-20,2026-06,202606201709,A,v283,4,4,1,0,0.0,-10000.0,8.346811522708887,0.14661748668018448,4-2-5|4-2-6|4-1-5|4-1-6,FIXED_v283_N4
2026-06-21,2026-06,202606210906,A,v283,4,4,1,0,0.0,-10000.0,4.418664744228899,0.45826482042107275,4-1-2|4-1-5|4-2-1|4-2-5,FIXED_v283_N4
2026-06-22,2026-06,202606221310,A,v283,4,1,0,0,0.0,-10000.0,,0.3085505572423526,,FIXED_v283_N4
2026-06-24,2026-06,202606240605,A,v283,4,4,1,1,49280.00000000001,39280.00000000001,4.856376363206529,0.15148527089848052,4-1-2|4-1-6|4-6-2|4-6-5,FIXED_v283_N4
2026-06-24,2026-06,202606241207,A,v283,4,4,1,0,0.0,-10000.0,5.940664496312612,0.0639906753058932,4-2-5|4-1-5|4-2-6|4-1-6,FIXED_v283_N4
2026-06-25,2026-06,202606252102,S,v283,4,1,0,0,0.0,-10000.0,,0.3424740637333552,,FIXED_v283_N4
2026-06-26,2026-06,202606260410,A,v283,4,1,0,0,0.0,-10000.0,,0.1313477903710204,,FIXED_v283_N4
2026-06-26,2026-06,202606260705,S,v283,4,4,1,0,0.0,-10000.0,4.84373908850166,0.2305782515874616,4-2-1|4-2-5|4-6-1|4-6-5,FIXED_v283_N4
2026-06-28,2026-06,202606280205,A,v283,4,2,0,0,0.0,-10000.0,,0.22875394291985807,,FIXED_v283_N4
2026-06-28,2026-06,202606280508,A,v283,4,1,0,0,0.0,-10000.0,,0.27462677917362066,,FIXED_v283_N4
2026-06-28,2026-06,202606281008,A,v283,4,2,0,0,0.0,-10000.0,,0.1972883859413478,,FIXED_v283_N4
2026-06-29,2026-06,202606290806,S,v283,4,4,1,0,0.0,-10000.0,4.336244315544786,0.3002324510173012,4-5-1|4-1-5|4-5-2|4-1-2,FIXED_v283_N4
2026-06-30,2026-06,202606302304,A,v283,4,1,0,0,0.0,-10000.0,,0.08722305481685633,,FIXED_v283_N4
2026-04-01,2026-04,202604010206,A,v284,10,2,0,0,0.0,-10000.0,,0.08069014622637061,,FIXED_v284_N10
2026-04-01,2026-04,202604010603,S,v284,10,4,1,0,0.0,-10000.0,3.548205415445623,0.07004560615667921,4-1-6|4-1-2|4-5-1|4-5-6|4-6-1|4-1-3|4-2-1|4-1-5|4-3-6|4-3-2,FIXED_v284_N10
2026-04-01,2026-04,202604010804,S,v284,10,4,1,0,0.0,-10000.0,3.469711675333659,0.150994787520072,4-1-5|4-2-5|4-1-6|4-2-1|4-5-1|4-3-5|4-5-6|4-1-2|4-2-6|4-6-1,FIXED_v284_N10
2026-04-02,2026-04,202604020108,S,v284,10,1,0,0,0.0,-10000.0,,0.2615418481388506,,FIXED_v284_N10
2026-04-02,2026-04,202604022209,S,v284,10,1,0,0,0.0,-10000.0,,0.14539382073417362,,FIXED_v284_N10
2026-04-03,2026-04,202604030402,A,v284,10,5,0,0,0.0,-10000.0,,0.3678179594422253,,FIXED_v284_N10
2026-04-03,2026-04,202604031806,A,v284,10,1,0,0,0.0,-10000.0,,0.11172597372903337,,FIXED_v284_N10
2026-04-04,2026-04,202604042202,S,v284,10,3,0,0,0.0,-10000.0,,0.16361026915679355,,FIXED_v284_N10
2026-04-07,2026-04,202604070808,S,v284,10,2,0,0,0.0,-10000.0,,0.18405800267980388,,FIXED_v284_N10
2026-04-07,2026-04,202604072403,S,v284,10,2,0,0,0.0,-10000.0,,0.0276684319825532,,FIXED_v284_N10
2026-04-09,2026-04,202604090703,A,v284,10,4,1,1,29250.0,19250.0,2.9748281673735817,0.19393182494416883,4-6-2|4-6-5|4-2-5|4-2-1|4-6-1|4-1-5|4-5-6|4-6-3|4-1-2|4-2-3,FIXED_v284_N10
2026-04-14,2026-04,202604140304,A,v284,10,2,0,0,0.0,-10000.0,,0.11343341037431443,,FIXED_v284_N10
2026-04-15,2026-04,202604150307,S,v284,10,5,0,0,0.0,-10000.0,,0.13137192857968938,,FIXED_v284_N10
2026-04-19,2026-04,202604191506,A,v284,10,2,0,0,0.0,-10000.0,,0.23289777141666657,,FIXED_v284_N10
2026-04-21,2026-04,202604210702,S,v284,10,3,0,0,0.0,-10000.0,,0.11870674678686921,,FIXED_v284_N10
2026-04-22,2026-04,202604222207,A,v284,10,4,1,0,0.0,-10000.0,3.6304025898591528,0.08431496373949499,4-3-2|4-3-1|4-1-2|4-1-3|4-5-6|4-3-6|4-2-3|4-6-5|4-2-1|4-1-6,FIXED_v284_N10
2026-04-23,2026-04,202604230507,A,v284,10,4,1,1,44540.0,34540.0,4.318908313541143,0.0892283278309629,4-5-6|4-3-5|4-3-2|4-5-2|4-6-5|4-2-5|4-1-5|4-2-6|4-3-6|4-1-6,FIXED_v284_N10
2026-04-23,2026-04,202604231808,A,v284,10,5,0,0,0.0,-10000.0,,0.13803772915966617,,FIXED_v284_N10
2026-04-24,2026-04,202604240706,S,v284,10,2,0,0,0.0,-10000.0,,0.18139879764939182,,FIXED_v284_N10
2026-04-24,2026-04,202604242308,S,v284,10,2,0,0,0.0,-10000.0,,0.06596929405609409,,FIXED_v284_N10
2026-04-25,2026-04,202604250705,A,v284,10,4,1,1,38880.0,28880.0,3.9495124058402555,0.0321335689027471,4-1-5|4-2-3|4-2-5|4-1-2|4-6-1|4-5-1|4-1-6|4-2-6|4-2-1|4-1-3,FIXED_v284_N10
2026-04-25,2026-04,202604250708,S,v284,10,4,1,1,26000.0,16000.0,2.556168261425087,0.22033936429124734,4-1-2|4-1-5|4-6-1|4-6-5|4-1-3|4-5-6|4-1-6|4-2-1|4-2-5|4-2-3,FIXED_v284_N10
2026-04-25,2026-04,202604252307,S,v284,10,4,1,1,48330.0,38330.0,4.973113499805386,0.050888255711129204,4-2-1|4-5-6|4-2-3|4-5-1|4-2-5|4-6-5|4-1-2|4-1-5|4-3-2|4-3-1,FIXED_v284_N10
2026-04-27,2026-04,202604270602,A,v284,10,4,1,1,38610.0,28610.0,3.933008774936451,0.09285926954731549,4-1-2|4-2-1|4-1-5|4-2-3|4-5-6|4-1-6|4-1-3|4-6-1|4-3-2|4-6-3,FIXED_v284_N10
2026-04-27,2026-04,202604271607,S,v284,10,1,0,0,0.0,-10000.0,,0.03691904405899582,,FIXED_v284_N10
2026-04-28,2026-04,202604280603,S,v284,10,3,0,0,0.0,-10000.0,,0.16248498961177438,,FIXED_v284_N10
2026-04-28,2026-04,202604280707,S,v284,10,4,1,1,69720.0,59720.0,6.903346188480385,0.15081380616325923,4-1-5|4-3-5|4-1-3|4-3-6|4-1-6|4-2-5|4-6-1|4-6-5|4-5-6|4-2-3,FIXED_v284_N10
2026-04-28,2026-04,202604280709,S,v284,10,4,1,1,46060.0,36060.0,4.548135750556778,0.10574593231811891,4-1-6|4-1-5|4-6-5|4-6-1|4-1-2|4-5-6|4-2-6|4-3-2|4-2-5|4-1-3,FIXED_v284_N10
2026-04-28,2026-04,202604280806,A,v284,10,1,0,0,0.0,-10000.0,,0.1870417125049939,,FIXED_v284_N10
2026-04-29,2026-04,202604290306,A,v284,10,5,0,0,0.0,-10000.0,,0.07741935293046132,,FIXED_v284_N10
2026-04-29,2026-04,202604291402,A,v284,10,1,0,0,0.0,-10000.0,,0.23108215433198231,,FIXED_v284_N10
2026-05-01,2026-05,202605012306,S,v284,10,1,0,0,0.0,-10000.0,,0.22003886003756012,,FIXED_v284_N10
2026-05-02,2026-05,202605020202,S,v284,10,5,0,0,0.0,-10000.0,,0.19450670412017668,,FIXED_v284_N10
2026-05-02,2026-05,202605021103,S,v284,10,4,1,1,28860.0,18860.0,2.8569468160052907,0.1670240075798729,4-1-5|4-1-2|4-5-1|4-5-2|4-1-3|4-2-5|4-2-1|4-2-3|4-3-2|4-3-5,FIXED_v284_N10
2026-05-02,2026-05,202605022307,S,v284,10,1,0,0,0.0,-10000.0,,0.19018831234895395,,FIXED_v284_N10
2026-05-03,2026-05,202605030105,S,v284,10,1,0,0,0.0,-10000.0,,0.1864849134556843,,FIXED_v284_N10
2026-05-03,2026-05,202605030708,S,v284,10,1,0,0,0.0,-10000.0,,0.5810440003812027,,FIXED_v284_N10
2026-05-03,2026-05,202605030805,A,v284,10,4,1,1,35760.0,25760.0,3.6594842319437015,0.061953840856657005,4-6-5|4-2-6|4-2-1|4-6-2|4-5-6|4-2-5|4-6-3|4-1-6|4-1-5|4-3-6,FIXED_v284_N10
2026-05-03,2026-05,202605032307,S,v284,10,4,1,1,20710.0,10710.0,2.042839916607658,0.013629122965427953,4-2-3|4-3-1|4-3-6|4-2-1|4-5-6|4-1-3|4-3-2|4-2-6|4-1-6|4-6-5,FIXED_v284_N10
2026-05-04,2026-05,202605040202,S,v284,10,2,0,0,0.0,-10000.0,,0.21814205741070802,,FIXED_v284_N10
2026-05-04,2026-05,202605040701,A,v284,10,4,1,1,43700.0,33700.0,4.34701409612673,0.14250693630267586,4-2-1|4-2-5|4-3-1|4-3-2|4-2-3|4-1-5|4-1-2|4-5-1|4-3-5|4-6-5,FIXED_v284_N10
2026-05-04,2026-05,202605040705,S,v284,10,4,1,1,22040.0,12040.0,2.197728595069548,0.31339310729481595,4-1-5|4-1-2|4-5-1|4-5-2|4-1-3|4-1-6|4-2-5|4-3-5|4-6-1|4-3-2,FIXED_v284_N10
2026-05-05,2026-05,202605050202,S,v284,10,1,0,0,0.0,-10000.0,,0.044851491611980654,,FIXED_v284_N10
2026-05-05,2026-05,202605050702,S,v284,10,4,1,0,0.0,-10000.0,2.406200140919049,0.10610499060937306,4-2-1|4-2-5|4-1-5|4-1-6|4-2-6|4-1-2|4-2-3|4-5-6|4-6-2|4-1-3,FIXED_v284_N10
2026-05-05,2026-05,202605050904,S,v284,10,1,0,0,0.0,-10000.0,,0.08582453269519208,,FIXED_v284_N10
2026-05-05,2026-05,202605051303,S,v284,10,2,0,0,0.0,-10000.0,,0.11361663028881919,,FIXED_v284_N10
2026-05-09,2026-05,202605091805,S,v284,10,1,0,0,0.0,-10000.0,,0.14522030375675699,,FIXED_v284_N10
2026-05-10,2026-05,202605102010,A,v284,10,1,0,0,0.0,-10000.0,,0.28307517625563394,,FIXED_v284_N10
