date,race_code,boat,racer_id,course,ex_st,actual_st,hist_n,prior_bias,pred_global,pred_player,abs_err_global,abs_err_player
2026-07-01,202607011601,5,5075,5,0.16,0.15,42,0.08794226248344272,0.22929976491390225,0.24794226248344273,0.07929976491390225,0.09794226248344273
2026-07-01,202607011601,6,4530,6,-0.02,0.13,36,0.08332603585084833,0.04929976491390223,0.06332603585084833,0.08070023508609778,0.06667396414915168
2026-07-01,202607011006,1,4449,1,0.1,0.13,30,0.06657494122847556,0.16929976491390225,0.16657494122847555,0.039299764913902246,0.036574941228475544
2026-07-01,202607011006,2,4429,2,0.11,0.18,29,0.08264096536253902,0.17929976491390223,0.19264096536253902,0.0007002350860977613,0.01264096536253903
2026-07-01,202607011006,3,3814,3,0.1,0.16,37,0.052404205300830266,0.16929976491390225,0.15240420530083026,0.009299764913902248,0.007595794699169739
2026-07-01,202607011006,4,4738,4,0.14,0.08,45,0.07587268452980041,0.20929976491390223,0.2158726845298004,0.12929976491390222,0.1358726845298004
2026-07-01,202607011006,5,4601,5,-0.01,0.09,41,0.08064701272821613,0.05929976491390223,0.07064701272821614,0.030700235086097767,0.01935298727178386
2026-07-01,202607011006,6,5447,6,0.15,0.22,19,0.058034401694449046,0.21929976491390224,0.20803440169444903,0.0007002350860977613,0.011965598305550967
2026-07-01,202607010201,1,3922,1,0.01,0.18,32,0.08816661069378624,0.07929976491390223,0.09816661069378624,0.10070023508609777,0.08183338930621376
2026-07-01,202607010201,2,3797,2,-0.03,0.16,33,0.1377441313753261,0.03929976491390223,0.1077441313753261,0.12070023508609777,0.05225586862467391
2026-07-01,202607010201,3,4081,3,0.21,0.11,38,0.046104117690396296,0.27929976491390224,0.2561041176903963,0.16929976491390225,0.14610411769039633
2026-07-01,202607010201,4,3620,4,0.17,0.12,19,0.0632068154875525,0.23929976491390226,0.2332068154875525,0.11929976491390226,0.11320681548755251
2026-07-01,202607010201,5,5242,5,0.11,0.13,30,0.06382494122847555,0.17929976491390223,0.17382494122847555,0.04929976491390223,0.04382494122847555
2026-07-01,202607010201,6,4404,6,-0.1,0.09,19,0.09458612583238009,-0.030700235086097774,-0.005413874167619917,0.12070023508609777,0.09541387416761991
2026-07-01,202607011701,1,4359,1,0.03,0.12,39,0.01638770712528617,0.09929976491390223,0.04638770712528617,0.020700235086097765,0.07361229287471382
2026-07-01,202607011701,2,4343,2,0.02,0.15,31,0.09641457680826886,0.08929976491390224,0.11641457680826886,0.06070023508609776,0.033585423191731134
2026-07-01,202607011701,3,3932,3,0.02,0.1,22,0.03759367653559445,0.08929976491390224,0.057593676535594454,0.01070023508609777,0.04240632346440555
2026-07-01,202607011701,4,3652,4,0.11,0.17,28,0.08376309602997428,0.17929976491390223,0.19376309602997427,0.00929976491390222,0.023763096029974257
2026-07-01,202607011701,5,3286,5,0.12,0.15,16,0.1081922172745778,0.1892997649139022,0.22819221727457778,0.03929976491390222,0.07819221727457779
2026-07-01,202607011701,6,5452,6,0.17,0.28,24,0.0374411073276183,0.23929976491390226,0.2074411073276183,0.04070023508609777,0.07255889267238172
2026-07-01,202607012306,1,5207,1,-0.04,0.19,39,0.10720403365589845,0.02929976491390223,0.06720403365589844,0.16070023508609776,0.12279596634410156
2026-07-01,202607012306,2,4991,2,-0.01,0.23,37,0.06495739679019197,0.05929976491390223,0.054957396790191966,0.17070023508609777,0.17504260320980805
2026-07-01,202607012306,3,4734,3,0.12,0.25,30,0.08232494122847556,0.1892997649139022,0.20232494122847555,0.06070023508609779,0.04767505877152445
2026-07-01,202607012306,4,5299,4,0.11,0.16,30,0.03882494122847556,0.17929976491390223,0.14882494122847556,0.01929976491390223,0.011175058771524443
2026-07-01,202607012306,5,5211,5,0.22,0.12,28,0.06297362234576374,0.28929976491390225,0.28297362234576373,0.16929976491390225,0.16297362234576374
2026-07-01,202607012306,6,4871,6,0.0,0.25,28,0.05849993813523742,0.06929976491390223,0.05849993813523742,0.18070023508609778,0.1915000618647626
2026-07-01,202607011102,1,4672,1,0.08,0.11,31,0.11275604022290299,0.14929976491390223,0.192756040222903,0.03929976491390223,0.08275604022290299
2026-07-01,202607011102,2,4204,2,0.08,0.14,18,0.07296420175496508,0.14929976491390223,0.15296420175496508,0.00929976491390222,0.012964201754965071
2026-07-01,202607011102,3,4039,3,-0.01,0.15,40,0.09205995298278044,0.05929976491390223,0.08205995298278045,0.09070023508609776,0.06794004701721955
2026-07-01,202607011102,4,4089,4,-0.03,0.19,26,0.052305490253861726,0.03929976491390223,0.022305490253861728,0.15070023508609776,0.16769450974613828
2026-07-01,202607011102,5,4460,5,-0.01,0.19,22,0.06165617653559445,0.05929976491390223,0.05165617653559445,0.13070023508609777,0.13834382346440555
2026-07-01,202607011102,6,5143,6,-0.04,0.23,38,0.08756245102372966,0.02929976491390223,0.047562451023729656,0.20070023508609777,0.18243754897627035
2026-07-01,202607010802,1,5022,1,0.02,0.16,33,0.09099994532881445,0.08929976491390224,0.11099994532881445,0.07070023508609777,0.04900005467118555
2026-07-01,202607010802,2,4391,2,0.03,0.16,47,0.0654911868270004,0.09929976491390223,0.0954911868270004,0.06070023508609777,0.0645088131729996
2026-07-01,202607010802,3,4693,3,0.05,0.13,25,0.11408564711825779,0.11929976491390223,0.1640856471182578,0.01070023508609777,0.03408564711825779
2026-07-01,202607010802,4,5436,6,0.1,0.13,24,0.05597051909232418,0.16929976491390225,0.15597051909232418,0.039299764913902246,0.025970519092324174
2026-07-01,202607010802,5,5026,4,-0.06,0.15,42,0.0665961086372889,0.009299764913902234,0.0065961086372889055,0.14070023508609775,0.1434038913627111
2026-07-01,202607010802,6,5340,5,0.12,0.15,47,0.04970171314278986,0.1892997649139022,0.16970171314278987,0.03929976491390222,0.019701713142789873
2026-07-01,202607011602,1,5092,1,0.04,0.14,18,0.006178487469250795,0.10929976491390223,0.046178487469250795,0.030700235086097788,0.09382151253074922
2026-07-01,202607011602,2,5058,5,0.28,0.12,52,0.04682254272804876,0.34929976491390224,0.3268225427280488,0.22929976491390225,0.20682254272804879
2026-07-01,202607011602,3,4409,2,0.07,0.18,44,0.07172217868775967,0.13929976491390222,0.14172217868775966,0.04070023508609777,0.038277821312240334
2026-07-01,202607011602,4,4793,3,0.15,0.12,42,0.04332687786805812,0.21929976491390224,0.1933268778680581,0.09929976491390224,0.07332687786805811
2026-07-01,202607011602,5,5038,6,-0.06,0.1,35,0.0720666144253116,0.009299764913902234,0.012066614425311609,0.09070023508609777,0.0879333855746884
2026-07-01,202607011602,6,4446,4,-0.03,0.11,18,0.08224991604067937,0.03929976491390223,0.05224991604067937,0.07070023508609777,0.05775008395932063
2026-07-01,202607011007,1,4248,1,0.28,0.05,24,0.066264636739383,0.34929976491390224,0.346264636739383,0.29929976491390226,0.296264636739383
2026-07-01,202607011007,2,5333,2,0.16,0.12,33,0.08704645695672143,0.22929976491390225,0.24704645695672145,0.10929976491390225,0.12704645695672145
2026-07-01,202607011007,3,4325,3,0.03,0.08,34,0.07711358293497778,0.09929976491390223,0.10711358293497777,0.01929976491390223,0.027113582934977773
2026-07-01,202607011007,4,4536,4,0.09,0.11,31,0.04958530851558592,0.15929976491390224,0.13958530851558593,0.04929976491390224,0.029585308515585926
2026-07-01,202607011007,5,5051,5,0.16,0.09,42,0.0689038009449812,0.22929976491390225,0.2289038009449812,0.13929976491390225,0.1389038009449812
2026-07-01,202607011007,6,5463,6,0.39,0.21,20,0.05443325497130074,0.45929976491390223,0.44443325497130076,0.24929976491390224,0.23443325497130077
2026-07-01,202607010202,1,5351,1,0.17,0.1,29,0.0887948115163852,0.23929976491390226,0.2587948115163852,0.13929976491390225,0.15879481151638522
2026-07-01,202607010202,2,5226,2,0.17,0.12,14,0.058041568714125934,0.23929976491390226,0.22804156871412595,0.11929976491390226,0.10804156871412596
2026-07-01,202607010202,3,3484,3,0.01,0.13,20,0.08009992163796742,0.07929976491390223,0.09009992163796741,0.05070023508609778,0.03990007836203259
2026-07-01,202607010202,4,3687,4,0.05,0.14,39,0.05434689079875554,0.11929976491390223,0.10434689079875555,0.02070023508609778,0.03565310920124447
2026-07-01,202607010202,5,3463,5,0.08,0.17,27,0.050891828355108706,0.14929976491390223,0.1308918283551087,0.02070023508609778,0.039108171644891304
2026-07-01,202607010202,6,3430,6,-0.05,0.13,38,0.09318745102372965,0.01929976491390223,0.043187451023729645,0.11070023508609778,0.08681254897627036
2026-07-01,202607011702,1,4040,1,0.03,0.08,40,0.031459952982780454,0.09929976491390223,0.06145995298278045,0.01929976491390223,0.01854004701721955
2026-07-01,202607011702,2,4529,2,0.03,0.16,29,0.07417942690100056,0.09929976491390223,0.10417942690100056,0.06070023508609777,0.055820573098999446
2026-07-01,202607011702,3,5152,3,0.07,0.21,25,0.09408564711825777,0.13929976491390222,0.1640856471182578,0.07070023508609777,0.0459143528817422
2026-07-01,202607011702,4,3605,4,0.08,0.24,28,0.08323678024050059,0.14929976491390223,0.1632367802405006,0.09070023508609776,0.0767632197594994
2026-07-01,202607011702,5,4390,5,0.06,0.19,36,0.07289125324215266,0.12929976491390222,0.13289125324215267,0.06070023508609779,0.05710874675784733
2026-07-01,202607011702,6,5029,6,0.08,0.2,42,0.07332687786805812,0.14929976491390223,0.15332687786805813,0.05070023508609778,0.046673122131941885
2026-07-01,202607011103,1,5185,1,-0.01,0.18,25,0.08179993283254347,0.05929976491390223,0.07179993283254348,0.12070023508609776,0.10820006716745652
2026-07-01,202607011103,2,5126,2,0.15,0.2,43,0.08439618205922685,0.21929976491390224,0.23439618205922685,0.01929976491390223,0.03439618205922684
2026-07-01,202607011103,3,3686,3,0.23,0.22,25,0.0032285042611149236,0.29929976491390226,0.23322850426111494,0.07929976491390225,0.013228504261114937
2026-07-01,202607011103,4,3664,4,0.11,0.21,31,0.0669023816863176,0.17929976491390223,0.1769023816863176,0.03070023508609776,0.03309761831368238
2026-07-01,202607011103,5,3554,5,0.1,0.23,34,0.11711358293497778,0.16929976491390225,0.2171135829349778,0.06070023508609776,0.012886417065022221
2026-07-01,202607011103,6,4580,6,0.12,0.26,18,0.0729642017549651,0.1892997649139022,0.1929642017549651,0.0707002350860978,0.06703579824503492
2026-07-01,202607012307,1,4358,1,0.13,0.29,32,0.09102375355092909,0.19929976491390222,0.2210237535509291,0.09070023508609776,0.06897624644907088
2026-07-01,202607012307,2,4786,2,0.0,0.2,48,0.06798271808860384,0.06929976491390223,0.06798271808860384,0.1307002350860978,0.13201728191139617
2026-07-01,202607012307,3,4977,3,0.07,0.2,40,0.06505995298278043,0.13929976491390222,0.13505995298278045,0.06070023508609779,0.06494004701721956
2026-07-01,202607012307,4,3303,4,-0.08,0.19,27,0.10170263916591953,-0.01070023508609777,0.021702639165919524,0.20070023508609777,0.16829736083408048
2026-07-01,202607012307,5,4434,5,-0.07,0.15,40,0.09405995298278044,-0.0007002350860977752,0.024059952982780436,0.15070023508609776,0.12594004701721956
2026-07-01,202607012307,6,4425,6,0.08,0.14,31,0.055682869491195656,0.14929976491390223,0.13568286949119565,0.00929976491390222,0.004317130508804362
2026-07-01,202607010803,1,5294,1,0.03,0.19,17,0.02011102404218601,0.09929976491390223,0.05011102404218601,0.09070023508609777,0.139888975957814
2026-07-01,202607010803,2,3680,2,0.17,0.22,36,0.03767386193780483,0.23929976491390226,0.20767386193780485,0.019299764913902256,0.012326138062195152
2026-07-01,202607010803,3,4819,3,0.05,0.33,27,0.015756693219973576,0.11929976491390223,0.06575669321997357,0.21070023508609778,0.26424330678002644
2026-07-01,202607010803,4,4876,4,0.13,0.19,30,0.08857494122847555,0.19929976491390222,0.21857494122847554,0.00929976491390222,0.028574941228475537
2026-07-01,202607010803,5,5291,5,0.17,0.2,41,0.06162740488507886,0.23929976491390226,0.23162740488507888,0.039299764913902246,0.03162740488507887
2026-07-01,202607010803,6,4546,6,0.11,0.15,43,0.03816976696488721,0.17929976491390223,0.1481697669648872,0.029299764913902238,0.0018302330351127882
2026-07-01,202607010501,1,5130,1,0.13,0.13,38,0.06922911769039629,0.19929976491390222,0.1992291176903963,0.06929976491390222,0.0692291176903963
2026-07-01,202607010501,2,4229,2,0.12,0.17,30,0.09282494122847554,0.1892997649139022,0.21282494122847553,0.0192997649139022,0.04282494122847552
2026-07-01,202607010501,3,4654,3,0.08,0.13,32,0.07149994402711957,0.14929976491390223,0.15149994402711958,0.01929976491390223,0.021499944027119577
2026-07-01,202607010501,4,5036,4,0.07,0.12,34,0.03415903748043232,0.13929976491390222,0.10415903748043233,0.01929976491390223,0.015840962519567667
2026-07-01,202607010501,5,3889,5,-0.01,0.14,18,0.06582134461210795,0.05929976491390223,0.05582134461210795,0.08070023508609778,0.08417865538789207
2026-07-01,202607010501,6,5427,6,0.08,0.17,19,0.07320681548755249,0.14929976491390223,0.1532068154875525,0.02070023508609778,0.016793184512447518
2026-07-01,202607010601,1,3718,1,0.19,0.16,30,0.06557494122847557,0.2592997649139022,0.25557494122847557,0.09929976491390222,0.09557494122847557
2026-07-01,202607010601,2,4423,2,0.13,0.1,41,0.07084309115958867,0.19929976491390222,0.20084309115958868,0.09929976491390222,0.10084309115958867
2026-07-01,202607010601,3,3776,3,0.11,0.08,35,0.07962216998086716,0.17929976491390223,0.18962216998086717,0.09929976491390223,0.10962216998086717
2026-07-01,202607010601,4,3967,4,0.26,0.21,30,0.06957494122847557,0.3292997649139022,0.3295749412284756,0.11929976491390223,0.11957494122847559
2026-07-01,202607010601,5,5339,5,0.19,0.14,28,0.060078885503658475,0.2592997649139022,0.2500788855036585,0.1192997649139022,0.11007888550365846
2026-07-01,202607010601,6,4297,6,0.03,0.08,19,0.01562060859100077,0.09929976491390223,0.04562060859100077,0.01929976491390223,0.03437939140899923
2026-07-01,202607011603,1,4452,1,0.14,0.15,39,0.08822444181916371,0.20929976491390223,0.22822444181916374,0.059299764913902236,0.07822444181916374
2026-07-01,202607011603,2,4531,2,0.05,0.12,40,0.09225995298278047,0.11929976491390223,0.1422599529827805,0.0007002350860977613,0.022259952982780495
2026-07-01,202607011603,3,4856,3,0.13,0.13,47,0.07040346752875479,0.19929976491390222,0.2004034675287548,0.06929976491390222,0.07040346752875479
2026-07-01,202607011603,4,5096,4,0.12,0.11,37,0.06006377976891537,0.1892997649139022,0.18006377976891536,0.07929976491390221,0.07006377976891535
2026-07-01,202607011603,5,4715,5,0.18,0.07,9,0.06857882363889592,0.2492997649139022,0.2485788236388959,0.1792997649139022,0.1785788236388959
2026-07-01,202607011603,6,4052,6,0.21,0.08,40,0.07885995298278042,0.27929976491390224,0.28885995298278044,0.19929976491390222,0.20885995298278043
2026-07-01,202607011008,2,4186,1,0.12,0.2,25,0.08037136140397208,0.1892997649139022,0.20037136140397208,0.010700235086097798,0.00037136140397206474
2026-07-01,202607011008,3,4458,2,0.16,0.17,33,0.06239529416602379,0.22929976491390225,0.2223952941660238,0.059299764913902236,0.05239529416602379
2026-07-01,202607011008,4,3579,3,0.22,0.18,26,0.01730549025386173,0.28929976491390225,0.23730549025386172,0.10929976491390225,0.057305490253861724
2026-07-01,202607011008,5,3569,4,0.24,0.24,20,0.08743325497130076,0.3092997649139022,0.32743325497130077,0.06929976491390222,0.08743325497130078
2026-07-01,202607011008,6,5459,5,0.37,0.27,17,0.055296209227371204,0.4392997649139022,0.4252962092273712,0.1692997649139022,0.1552962092273712
2026-07-01,202607010203,1,3659,1,0.01,0.27,19,0.07320681548755249,0.07929976491390223,0.08320681548755249,0.1907002350860978,0.18679318451244753
2026-07-01,202607010203,2,3268,2,0.03,0.21,36,0.058978209763891794,0.09929976491390223,0.08897820976389179,0.11070023508609776,0.1210217902361082
2026-07-01,202607010203,3,4174,3,-0.04,0.16,40,0.07525995298278045,0.02929976491390223,0.035259952982780444,0.13070023508609777,0.12474004701721955
2026-07-01,202607010203,4,3681,4,-0.02,0.17,25,0.0657999328325435,0.04929976491390223,0.045799932832543494,0.12070023508609778,0.12420006716745652
2026-07-01,202607010203,5,4883,5,0.04,0.15,26,0.05091660136497284,0.10929976491390223,0.09091660136497284,0.04070023508609777,0.05908339863502715
2026-07-01,202607010203,6,3482,6,0.08,0.16,41,0.06574505194390241,0.14929976491390223,0.14574505194390242,0.01070023508609777,0.014254948056097588
2026-07-01,202607011703,1,5085,1,0.04,0.12,44,0.07227773424331524,0.10929976491390223,0.11227773424331525,0.01070023508609777,0.007722265756684749
2026-07-01,202607011703,2,5065,2,-0.01,0.07,17,0.06196287589403786,0.05929976491390223,0.051962875894037856,0.010700235086097777,0.01803712410596215
2026-07-01,202607011703,3,3977,3,0.12,0.14,38,0.07818745102372962,0.1892997649139022,0.19818745102372962,0.0492997649139022,0.0581874510237296
2026-07-01,202607011703,4,4511,4,-0.04,0.1,30,0.08832494122847556,0.02929976491390223,0.04832494122847556,0.07070023508609777,0.051675058771524444
2026-07-01,202607011703,5,3372,5,0.22,0.08,31,0.0995853085155859,0.28929976491390225,0.3195853085155859,0.20929976491390223,0.2395853085155859
