actual_combo,actual_ticket_rank20,current_rank20,date,entry_course,entry_source,entry_status,escape_hit,ex_margin23,has_orig,has_stt,has_tkz,head,head_hit,kimarite,margin2,margin23,margin3,margin_all,month,one_direct,one_ex,one_grade,one_lap,one_local,one_meet_st_strength,one_motor,one_nst_strength,one_orig_avg,one_past_win,one_score,one_st,one_straight,one_turn,one_waku_sr_strength,one_waku_wr,one_wr,order_l00,order_l10,order_l20,order_l30,order_l40,order_l50,p1,p109,p1_refit_audit,payout100,period,race,race_code,rank_l00,rank_l05,rank_l10,rank_l15,rank_l20,rank_l25,rank_l30,rank_l40,rank_l50,ranked_others,role_train_headwins,st_margin2,st_margin23,st_margin3,straight_margin23,threat2,threat23_max,threat3,threat4,threat5,threat6,threat_all_max,tickets20_display,turn_margin23,v110_lambda_selected,v110_month,v110_rank20,v115_filter_p,v115_phase,v115_selected_A,v115_selected_S,v115_threshold,valid_payout,valid_result,venue,winner
1-2-5,11,11,2026-07-08,1,snapshot,same,1,-0.19999999999999996,1,1,1,1,1,逃げ,0.19164787012987017,-0.050857272727272695,-0.050857272727272695,-0.050857272727272695,2026-07,0.6466666666666667,0.4,0.38,0.8,0.3109090909090909,0.4166666666666666,0.4412571428571429,0.28571428571428553,0.7333333333333334,0.3,0.46322572727272726,0.8,0.6,0.8,0.36,0.9125,0.21999999999999992,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-6-3;1-4-2;1-2-4;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-4-2;1-6-3;1-2-4;1-4-6;1-6-5;1-6-4;1-2-6;1-6-2,1-3-5;1-5-3;1-3-4;1-3-2;1-4-3;1-5-4;1-4-5;1-2-3;1-3-6;1-5-2;1-2-5;1-4-2;1-5-6;1-2-4;1-6-3;1-4-6;1-6-5;1-6-4;1-2-6;1-6-2,1-3-5;1-5-3;1-3-4;1-3-2;1-4-3;1-5-4;1-2-3;1-4-5;1-3-6;1-5-2;1-2-5;1-4-2;1-2-4;1-5-6;1-6-3;1-4-6;1-6-5;1-2-6;1-6-4;1-6-2,1-3-5;1-5-3;1-3-4;1-3-2;1-4-3;1-5-4;1-2-3;1-4-5;1-3-6;1-5-2;1-2-5;1-4-2;1-2-4;1-5-6;1-6-3;1-4-6;1-6-5;1-2-6;1-6-4;1-6-2,1-3-5;1-3-4;1-5-3;1-3-2;1-4-3;1-2-3;1-5-4;1-4-5;1-5-2;1-3-6;1-2-5;1-4-2;1-2-4;1-5-6;1-6-3;1-4-6;1-6-5;1-2-6;1-6-4;1-6-2,0.45175729,0.45393665,,1580,holdout3,01R,202607081101,11,11,11,11,11,11,11,11,11,3-5-4-2-6,19050,0.20000000000000007,0.20000000000000007,0.6000000000000001,0.4,0.2715778571428571,0.514083,0.514083,0.4074519610389611,0.4860281818181818,0.19284814285714286,0.514083,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-6-3;1-4-2;1-2-4;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,-0.19999999999999996,0.5,2026-07,11,0.49847192946584395,VALIDATION,0,0,0.575,1,1,11,1
4-3-6,0,0,2026-07-08,1,snapshot,same,0,-0.20000000000000007,1,1,1,1,0,まくり,-0.2581135714285715,-0.2581135714285715,0.033624480519480526,-0.2581135714285715,2026-07,0.5399999999999999,0.6,0.38,0.19999999999999996,0.4763636363636364,0.2916666666666667,0.7018857142857142,0.4285714285714285,0.39999999999999997,0.3333333333333333,0.4876010909090909,0.0,0.0,1.0,0.5599999999999999,0.75,0.19000000000000003,1-2-6;1-6-2;1-2-4;1-4-2;1-2-5;1-6-4;1-4-6;1-2-3;1-5-2;1-6-5;1-5-6;1-6-3;1-3-2;1-4-5;1-5-4;1-3-6;1-4-3;1-3-4;1-5-3;1-3-5,1-2-6;1-6-2;1-2-4;1-4-2;1-2-5;1-6-4;1-2-3;1-4-6;1-5-2;1-6-5;1-3-2;1-5-6;1-6-3;1-4-5;1-5-4;1-3-6;1-4-3;1-3-4;1-5-3;1-3-5,1-2-6;1-2-4;1-6-2;1-4-2;1-2-5;1-2-3;1-6-4;1-4-6;1-5-2;1-6-5;1-3-2;1-6-3;1-5-6;1-4-5;1-5-4;1-3-6;1-4-3;1-3-4;1-5-3;1-3-5,1-2-6;1-2-4;1-6-2;1-2-5;1-4-2;1-2-3;1-6-4;1-4-6;1-5-2;1-3-2;1-6-5;1-6-3;1-4-5;1-5-6;1-3-6;1-4-3;1-5-4;1-3-4;1-3-5;1-5-3,1-2-6;1-2-4;1-6-2;1-2-5;1-4-2;1-2-3;1-4-6;1-6-4;1-5-2;1-3-2;1-6-5;1-6-3;1-4-5;1-5-6;1-4-3;1-3-6;1-5-4;1-3-4;1-3-5;1-5-3,1-2-6;1-2-4;1-2-5;1-2-3;1-6-2;1-4-2;1-3-2;1-4-6;1-5-2;1-6-4;1-6-5;1-4-5;1-6-3;1-4-3;1-3-6;1-3-4;1-5-6;1-5-4;1-3-5;1-5-3,0.2393068,0.23543425,,22620,holdout3,02R,202607081102,0,0,0,0,0,0,0,0,0,2-6-4-5-3,19050,-0.4,-1.0,-1.0,-0.6,0.7457146623376624,0.7457146623376624,0.45397661038961035,0.5707158311688312,0.4646052857142857,0.6429382337662337,0.7457146623376624,1-2-6;1-6-2;1-2-4;1-4-2;1-2-5;1-6-4;1-4-6;1-2-3;1-5-2;1-6-5;1-5-6;1-6-3;1-3-2;1-4-5;1-5-4;1-3-6;1-4-3;1-3-4;1-5-3;1-3-5,0.19999999999999996,0.5,2026-07,0,0.3458475757746251,VALIDATION,0,0,0.575,1,1,11,4
1-5-6,16,16,2026-07-08,1,snapshot,same,1,-0.6,1,1,1,1,1,逃げ,-0.2889392207792208,-0.2889392207792208,0.043323,-0.2889392207792208,2026-07,0.4233333333333333,0.4,0.38,0.8,0,0,0.7980571428571429,0.35714285714285704,0.4666666666666666,0.1,0.3730625714285714,0.19999999999999996,0.0,0.6,0.5,0.525,0,1-2-6;1-6-2;1-2-3;1-3-2;1-2-4;1-6-3;1-3-6;1-2-5;1-4-2;1-6-4;1-4-6;1-6-5;1-5-2;1-3-4;1-4-3;1-5-6;1-3-5;1-5-3;1-4-5;1-5-4,1-2-6;1-6-2;1-2-3;1-3-2;1-2-4;1-6-3;1-3-6;1-2-5;1-4-2;1-6-4;1-4-6;1-6-5;1-5-2;1-3-4;1-4-3;1-5-6;1-3-5;1-5-3;1-4-5;1-5-4,1-2-6;1-6-2;1-2-3;1-2-4;1-3-2;1-6-3;1-2-5;1-3-6;1-4-2;1-6-4;1-4-6;1-6-5;1-3-4;1-5-2;1-4-3;1-3-5;1-5-6;1-5-3;1-4-5;1-5-4,1-2-6;1-6-2;1-2-3;1-2-4;1-3-2;1-6-3;1-2-5;1-3-6;1-4-2;1-6-4;1-4-6;1-6-5;1-3-4;1-5-2;1-4-3;1-3-5;1-5-6;1-5-3;1-4-5;1-5-4,1-2-6;1-2-3;1-6-2;1-2-4;1-3-2;1-6-3;1-2-5;1-3-6;1-4-2;1-6-4;1-4-6;1-3-4;1-6-5;1-5-2;1-4-3;1-3-5;1-5-6;1-5-3;1-4-5;1-5-4,1-2-6;1-2-3;1-6-2;1-2-4;1-3-2;1-2-5;1-6-3;1-3-6;1-4-2;1-6-4;1-4-6;1-3-4;1-6-5;1-5-2;1-4-3;1-3-5;1-5-6;1-5-3;1-4-5;1-5-4,0.19296021,0.18675213,,37450,holdout3,03R,202607081103,16,16,16,17,17,17,17,17,17,2-6-3-4-5,19050,-0.4,-0.8,-0.8,-0.6,0.6620017922077922,0.6620017922077922,0.3297395714285714,0.3099908571428571,0.20584871428571427,0.6527898441558442,0.6620017922077922,1-2-6;1-6-2;1-2-3;1-3-2;1-2-4;1-6-3;1-3-6;1-2-5;1-4-2;1-6-4;1-4-6;1-6-5;1-5-2;1-3-4;1-4-3;1-5-6;1-3-5;1-5-3;1-4-5;1-5-4,-0.4,0.5,2026-07,17,0.44003712711782045,VALIDATION,0,0,0.575,1,1,11,1
2-5-3,0,0,2026-07-08,1,snapshot,same,0,0.19999999999999996,1,1,1,1,0,まくり,-0.2665944805194804,-0.2665944805194804,0.013264610389610465,-0.2665944805194804,2026-07,0.5166666666666667,0.6,0.38,0.6,0.25272727272727274,0.6666666666666666,0.3552,0.7142857142857141,0.5333333333333333,0.3,0.46072289610389616,1.0,1.0,0.0,0.8,0.7875,0.31400000000000006,1-2-5;1-5-2;1-2-6;1-6-2;1-2-3;1-5-6;1-6-5;1-2-4;1-3-2;1-5-3;1-3-5;1-5-4;1-4-2;1-6-3;1-3-6;1-4-5;1-6-4;1-4-6;1-3-4;1-4-3,1-2-5;1-5-2;1-2-6;1-2-3;1-6-2;1-5-6;1-2-4;1-3-2;1-6-5;1-5-3;1-3-5;1-5-4;1-4-2;1-6-3;1-3-6;1-4-5;1-6-4;1-4-6;1-3-4;1-4-3,1-2-5;1-5-2;1-2-6;1-2-3;1-6-2;1-2-4;1-5-6;1-3-2;1-6-5;1-5-3;1-3-5;1-5-4;1-4-2;1-6-3;1-3-6;1-4-5;1-6-4;1-4-6;1-3-4;1-4-3,1-2-5;1-5-2;1-2-6;1-2-3;1-2-4;1-6-2;1-3-2;1-5-6;1-5-3;1-6-5;1-3-5;1-4-2;1-5-4;1-3-6;1-6-3;1-4-5;1-6-4;1-3-4;1-4-6;1-4-3,1-2-5;1-5-2;1-2-6;1-2-3;1-2-4;1-3-2;1-6-2;1-5-6;1-5-3;1-3-5;1-6-5;1-4-2;1-5-4;1-3-6;1-6-3;1-4-5;1-3-4;1-6-4;1-4-6;1-4-3,1-2-5;1-5-2;1-2-3;1-2-6;1-2-4;1-3-2;1-6-2;1-5-3;1-5-6;1-3-5;1-4-2;1-6-5;1-5-4;1-3-6;1-6-3;1-4-5;1-3-4;1-6-4;1-4-3;1-4-6,0.39458571,0.40063182,,1900,holdout3,04R,202607081104,0,0,0,0,0,0,0,0,0,2-5-6-3-4,19050,0.6,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.7273173766233766,0.7273173766233766,0.4474582857142857,0.3585978571428571,0.6102341038961039,0.5126335064935066,0.7273173766233766,1-2-5;1-5-2;1-2-6;1-6-2;1-2-3;1-5-6;1-6-5;1-2-4;1-3-2;1-5-3;1-3-5;1-5-4;1-4-2;1-6-3;1-3-6;1-4-5;1-6-4;1-4-6;1-3-4;1-4-3,-0.6,0.5,2026-07,0,0.5551156376050665,VALIDATION,0,0,0.575,1,1,11,2
1-2-4,11,11,2026-07-08,1,snapshot,same,1,-0.6,1,1,1,1,1,逃げ,0.31896380519480527,0.2995469870129871,0.2995469870129871,0.02044092207792214,2026-07,0.04,0.0,1.0,0.0,0.9345454545454545,0.2083333333333333,0.9521714285714286,0.35714285714285704,0.19999999999999998,0.8,0.6966956363636364,0.0,0.6,0.0,0.54,1,0.6880000000000001,1-6-4;1-4-6;1-6-3;1-3-6;1-6-2;1-4-3;1-3-4;1-6-5;1-2-6;1-4-2;1-2-4;1-4-5;1-5-6;1-3-2;1-2-3;1-5-4;1-3-5;1-5-3;1-2-5;1-5-2,1-6-4;1-4-6;1-6-3;1-3-6;1-6-2;1-4-3;1-3-4;1-2-6;1-4-2;1-6-5;1-2-4;1-4-5;1-3-2;1-5-6;1-2-3;1-5-4;1-3-5;1-5-3;1-2-5;1-5-2,1-6-4;1-4-6;1-6-3;1-3-6;1-4-3;1-6-2;1-3-4;1-4-2;1-2-6;1-6-5;1-2-4;1-4-5;1-3-2;1-2-3;1-5-6;1-3-5;1-5-4;1-5-3;1-2-5;1-5-2,1-4-6;1-6-4;1-6-3;1-4-3;1-3-6;1-6-2;1-3-4;1-4-2;1-2-6;1-2-4;1-6-5;1-4-5;1-3-2;1-2-3;1-5-6;1-3-5;1-5-4;1-2-5;1-5-3;1-5-2,1-4-6;1-6-4;1-6-3;1-4-3;1-3-6;1-6-2;1-3-4;1-4-2;1-2-6;1-2-4;1-6-5;1-2-3;1-3-2;1-4-5;1-5-6;1-3-5;1-5-4;1-2-5;1-5-3;1-5-2,1-4-6;1-6-4;1-4-3;1-6-3;1-3-6;1-4-2;1-3-4;1-6-2;1-2-6;1-2-4;1-2-3;1-3-2;1-4-5;1-6-5;1-3-5;1-5-6;1-5-4;1-2-5;1-5-3;1-5-2,0.68212443,0.67443851,,1570,holdout3,05R,202607081105,11,11,11,11,11,10,10,10,10,6-4-3-2-5,19050,-0.19999999999999996,-1.0,-1.0,0.19999999999999996,0.37773183116883113,0.3971486493506493,0.3971486493506493,0.618284896103896,0.27420171428571427,0.6762547142857143,0.6762547142857143,1-6-4;1-4-6;1-6-3;1-3-6;1-6-2;1-4-3;1-3-4;1-6-5;1-2-6;1-4-2;1-2-4;1-4-5;1-5-6;1-3-2;1-2-3;1-5-4;1-3-5;1-5-3;1-2-5;1-5-2,-0.6,0.5,2026-07,10,0.453226584788072,VALIDATION,0,0,0.575,1,1,11,1
2-3-1,0,0,2026-07-08,1,snapshot,same,0,-0.6,1,1,1,1,0,まくり,-0.02338154545454535,-0.19122983116883108,-0.19122983116883108,-0.19122983116883108,2026-07,0.5800000000000001,0.4,0.38,0.8,0.42181818181818187,0.5416666666666667,0.21994285714285716,0.4999999999999998,0.8000000000000002,0.2,0.4478907402597403,0.4,0.8,0.8,0.48,0.7375,0.37200000000000005,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-6-3;1-4-2;1-2-4;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,1-3-5;1-5-3;1-3-4;1-3-2;1-4-3;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-6-3;1-4-2;1-2-4;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,1-3-5;1-5-3;1-3-4;1-3-2;1-4-3;1-5-4;1-2-3;1-3-6;1-4-5;1-5-2;1-2-5;1-4-2;1-5-6;1-2-4;1-6-3;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,1-3-5;1-5-3;1-3-4;1-3-2;1-4-3;1-2-3;1-5-4;1-3-6;1-4-5;1-5-2;1-2-5;1-2-4;1-4-2;1-6-3;1-5-6;1-6-5;1-4-6;1-2-6;1-6-4;1-6-2,1-3-5;1-5-3;1-3-4;1-3-2;1-4-3;1-2-3;1-5-4;1-3-6;1-4-5;1-5-2;1-2-5;1-2-4;1-4-2;1-6-3;1-5-6;1-6-5;1-4-6;1-2-6;1-6-4;1-6-2,1-3-5;1-3-4;1-5-3;1-3-2;1-2-3;1-4-3;1-5-4;1-3-6;1-2-5;1-5-2;1-4-5;1-2-4;1-4-2;1-6-3;1-5-6;1-2-6;1-4-6;1-6-5;1-6-4;1-6-2,0.36893012,0.3848426,,2450,holdout3,06R,202607081106,0,0,0,0,0,0,0,0,0,3-5-4-2-6,19050,0.20000000000000007,0.20000000000000007,0.4,-0.19999999999999996,0.47127228571428564,0.6391205714285714,0.6391205714285714,0.487458,0.6093846753246753,0.4683332467532467,0.6391205714285714,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-6-3;1-4-2;1-2-4;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,0.20000000000000007,0.5,2026-07,0,0.5962579436827368,VALIDATION,0,0,0.575,1,1,11,2
4-3-2,0,0,2026-07-08,1,snapshot,same,0,-0.4,1,1,1,1,0,まくり,-0.2635044805194805,-0.2635044805194805,-0.1006076753246754,-0.3435522467532468,2026-07,0.22,0.4,0.15,0.6,0,0.75,0.8565142857142858,0.14285714285714277,0.19999999999999998,0.3,0.29681457142857137,0.19999999999999996,0.0,0.0,0.34,0.575,0,1-4-2;1-2-4;1-4-6;1-6-4;1-4-3;1-2-6;1-6-2;1-4-5;1-3-4;1-2-3;1-3-2;1-2-5;1-5-4;1-6-3;1-3-6;1-5-2;1-6-5;1-5-6;1-3-5;1-5-3,1-4-2;1-2-4;1-4-6;1-4-3;1-6-4;1-2-6;1-6-2;1-4-5;1-3-4;1-2-3;1-3-2;1-2-5;1-5-4;1-6-3;1-3-6;1-5-2;1-6-5;1-5-6;1-3-5;1-5-3,1-4-2;1-2-4;1-4-6;1-4-3;1-6-4;1-2-6;1-6-2;1-2-3;1-3-4;1-4-5;1-3-2;1-2-5;1-6-3;1-5-4;1-3-6;1-5-2;1-6-5;1-5-6;1-3-5;1-5-3,1-4-2;1-2-4;1-4-6;1-4-3;1-2-6;1-6-4;1-2-3;1-3-4;1-6-2;1-4-5;1-3-2;1-2-5;1-6-3;1-3-6;1-5-4;1-5-2;1-6-5;1-3-5;1-5-6;1-5-3,1-4-2;1-2-4;1-4-6;1-4-3;1-2-6;1-6-4;1-2-3;1-3-4;1-6-2;1-4-5;1-3-2;1-2-5;1-3-6;1-6-3;1-5-4;1-5-2;1-6-5;1-3-5;1-5-6;1-5-3,1-2-4;1-4-2;1-4-6;1-4-3;1-2-6;1-2-3;1-6-4;1-3-4;1-6-2;1-3-2;1-4-5;1-2-5;1-3-6;1-6-3;1-5-4;1-5-2;1-6-5;1-3-5;1-5-6;1-5-3,0.28834563,0.26899842,,4730,holdout3,07R,202607081107,0,0,0,0,0,0,0,0,0,4-2-6-3-5,19050,-0.8,-0.8,0.19999999999999996,-0.6,0.5603190519480519,0.5603190519480519,0.3974222467532468,0.6403668181818182,0.24684814285714285,0.5584933766233766,0.6403668181818182,1-4-2;1-2-4;1-4-6;1-6-4;1-4-3;1-2-6;1-6-2;1-4-5;1-3-4;1-2-3;1-3-2;1-2-5;1-5-4;1-6-3;1-3-6;1-5-2;1-6-5;1-5-6;1-3-5;1-5-3,-0.6,0.5,2026-07,0,0.38445628984747887,VALIDATION,0,0,0.575,1,1,11,4
1-5-2,1,1,2026-07-08,1,snapshot,same,1,-0.8,1,1,1,1,1,逃げ,-0.3103973766233765,-0.3103973766233765,0.0007638961038961001,-0.3661613896103897,2026-07,0.2866666666666667,0.0,0.38,0.8,0,0.8333333333333334,0.4509714285714286,0.21428571428571425,0.5333333333333333,0.3,0.3675408571428571,0.4,0.4,0.4,0.45999999999999996,0.675,0.376,1-5-2;1-2-5;1-5-6;1-6-5;1-5-3;1-2-6;1-6-2;1-5-4;1-3-5;1-2-3;1-3-2;1-2-4;1-4-5;1-6-3;1-3-6;1-4-2;1-6-4;1-4-6;1-3-4;1-4-3,1-5-2;1-2-5;1-5-6;1-5-3;1-6-5;1-2-6;1-5-4;1-6-2;1-2-3;1-3-5;1-3-2;1-2-4;1-4-5;1-6-3;1-3-6;1-4-2;1-6-4;1-4-6;1-3-4;1-4-3,1-5-2;1-2-5;1-5-6;1-5-3;1-2-6;1-6-5;1-2-3;1-5-4;1-3-5;1-6-2;1-2-4;1-3-2;1-4-5;1-6-3;1-3-6;1-4-2;1-6-4;1-4-6;1-3-4;1-4-3,1-5-2;1-2-5;1-5-6;1-5-3;1-2-6;1-2-3;1-6-5;1-5-4;1-3-5;1-6-2;1-2-4;1-3-2;1-4-5;1-4-2;1-3-6;1-6-3;1-6-4;1-3-4;1-4-6;1-4-3,1-2-5;1-5-2;1-5-6;1-5-3;1-2-6;1-2-3;1-5-4;1-3-5;1-6-5;1-2-4;1-3-2;1-6-2;1-4-5;1-4-2;1-3-6;1-6-3;1-3-4;1-6-4;1-4-6;1-4-3,1-2-5;1-5-2;1-5-3;1-5-6;1-2-3;1-2-6;1-5-4;1-2-4;1-3-5;1-3-2;1-6-5;1-6-2;1-4-5;1-4-2;1-3-6;1-6-3;1-3-4;1-4-3;1-4-6;1-6-4,0.35659846,0.35557185,,1110,holdout3,08R,202607081108,1,1,1,1,1,1,1,2,2,5-2-6-3-4,19050,0.4,0.20000000000000007,0.20000000000000007,-0.4,0.6779382337662336,0.6779382337662336,0.366776961038961,0.3423630389610389,0.7337022467532468,0.41352285714285714,0.7337022467532468,1-5-2;1-2-5;1-5-6;1-6-5;1-5-3;1-2-6;1-6-2;1-5-4;1-3-5;1-2-3;1-3-2;1-2-4;1-4-5;1-6-3;1-3-6;1-4-2;1-6-4;1-4-6;1-3-4;1-4-3,0.20000000000000007,0.5,2026-07,2,0.5519191580139764,VALIDATION,0,0,0.575,1,1,11,1
2-1-3,0,0,2026-07-08,1,snapshot,same,0,-0.6,1,1,1,1,0,まくり,0.04146906493506497,-0.048667448051948003,-0.048667448051948003,-0.048667448051948003,2026-07,0.6733333333333333,0.4,0.72,1.0,0.3527272727272728,0.9583333333333334,0.5730857142857142,0.6428571428571428,0.6666666666666666,0.6,0.6513598961038961,1.0,0.19999999999999996,0.8,0.54,1,0.534,1-3-2;1-2-3;1-3-4;1-4-3;1-3-5;1-2-4;1-4-2;1-3-6;1-5-3;1-2-5;1-5-2;1-2-6;1-6-3;1-4-5;1-5-4;1-6-2;1-4-6;1-6-4;1-5-6;1-6-5,1-3-2;1-2-3;1-3-4;1-4-3;1-3-5;1-2-4;1-4-2;1-3-6;1-2-5;1-5-3;1-5-2;1-2-6;1-6-3;1-4-5;1-5-4;1-6-2;1-4-6;1-6-4;1-5-6;1-6-5,1-3-2;1-2-3;1-3-4;1-4-3;1-3-5;1-2-4;1-4-2;1-3-6;1-2-5;1-5-3;1-2-6;1-5-2;1-6-3;1-4-5;1-5-4;1-6-2;1-4-6;1-6-4;1-5-6;1-6-5,1-3-2;1-2-3;1-3-4;1-3-5;1-4-3;1-2-4;1-4-2;1-3-6;1-2-5;1-5-3;1-2-6;1-5-2;1-4-5;1-6-3;1-5-4;1-6-2;1-4-6;1-6-4;1-5-6;1-6-5,1-3-2;1-2-3;1-3-4;1-3-5;1-2-4;1-4-3;1-4-2;1-3-6;1-2-5;1-5-3;1-2-6;1-5-2;1-4-5;1-6-3;1-5-4;1-6-2;1-4-6;1-6-4;1-5-6;1-6-5,1-3-2;1-2-3;1-3-4;1-2-4;1-3-5;1-4-3;1-4-2;1-2-5;1-3-6;1-5-3;1-2-6;1-5-2;1-4-5;1-6-3;1-5-4;1-6-2;1-4-6;1-6-4;1-5-6;1-6-5,0.66437386,0.65906162,,1390,holdout3,09R,202607081109,0,0,0,0,0,0,0,0,0,3-2-4-5-6,19050,0.6,0.6,0.8,-0.20000000000000007,0.6098908311688311,0.7000273441558441,0.7000273441558441,0.44252289610389617,0.34722572727272727,0.3007625974025974,0.7000273441558441,1-3-2;1-2-3;1-3-4;1-4-3;1-3-5;1-2-4;1-4-2;1-3-6;1-5-3;1-2-5;1-5-2;1-2-6;1-6-3;1-4-5;1-5-4;1-6-2;1-4-6;1-6-4;1-5-6;1-6-5,-0.19999999999999996,0.5,2026-07,0,0.7023830779059058,VALIDATION,1,0,0.575,1,1,11,2
3-6-4,0,0,2026-07-08,1,snapshot,same,0,-0.4,1,1,1,1,0,差し,0.437635961038961,0.349632961038961,0.349632961038961,-0.1040577012987014,2026-07,0.7,0.6,0.72,0.8,0.7072727272727272,0.4166666666666668,0.3871428571428571,0.5714285714285713,0.6,0.7,0.6692846753246753,0.6,0.0,1.0,0.48,1,0.6539999999999999,1-6-4;1-4-6;1-6-3;1-3-6;1-6-5;1-4-3;1-3-4;1-6-2;1-5-6;1-4-5;1-5-4;1-4-2;1-2-6;1-3-5;1-5-3;1-2-4;1-3-2;1-2-3;1-5-2;1-2-5,1-6-4;1-4-6;1-6-3;1-3-6;1-6-5;1-4-3;1-3-4;1-6-2;1-4-5;1-5-6;1-4-2;1-5-4;1-2-6;1-3-5;1-5-3;1-2-4;1-3-2;1-2-3;1-5-2;1-2-5,1-6-4;1-4-6;1-6-3;1-3-6;1-6-5;1-4-3;1-6-2;1-3-4;1-4-5;1-5-6;1-4-2;1-2-6;1-5-4;1-3-5;1-2-4;1-3-2;1-5-3;1-2-3;1-2-5;1-5-2,1-6-4;1-4-6;1-6-3;1-3-6;1-4-3;1-6-5;1-6-2;1-3-4;1-4-5;1-5-6;1-4-2;1-2-6;1-5-4;1-2-4;1-3-5;1-3-2;1-5-3;1-2-3;1-2-5;1-5-2,1-6-4;1-4-6;1-6-3;1-3-6;1-4-3;1-6-5;1-6-2;1-3-4;1-4-5;1-4-2;1-2-6;1-5-6;1-2-4;1-5-4;1-3-5;1-3-2;1-2-3;1-5-3;1-2-5;1-5-2,1-6-4;1-4-6;1-6-3;1-3-6;1-4-3;1-6-2;1-6-5;1-3-4;1-4-2;1-2-6;1-4-5;1-2-4;1-5-6;1-3-2;1-3-5;1-5-4;1-2-3;1-5-3;1-2-5;1-5-2,0.63864645,0.63677388,,23650,holdout3,10R,202607081110,0,0,0,0,0,0,0,0,0,6-4-3-5-2,19050,0.6,-0.20000000000000007,-0.20000000000000007,-0.8,0.23164871428571426,0.31965171428571426,0.31965171428571426,0.504833987012987,0.2522778571428571,0.7733423766233767,0.7733423766233767,1-6-4;1-4-6;1-6-3;1-3-6;1-6-5;1-4-3;1-3-4;1-6-2;1-5-6;1-4-5;1-5-4;1-4-2;1-2-6;1-3-5;1-5-3;1-2-4;1-3-2;1-2-3;1-5-2;1-2-5,0.6,0.5,2026-07,0,0.32027847576433305,VALIDATION,0,0,0.575,1,1,11,3
