actual_combo,approved_A,approved_S,date,grade,head,head_hit,history_adjust_online,history_pct_online,invest6,kimarite,model,payout100,preview_comp,production_buy,race_code,ranked_others,return6,route_hit,score,ticket6_hit,tickets6,tilt,tilt_bonus,winner
1-6-4,0,0,2026-06-01,B,3,0,0.0,0.5,0,逃げ,3まくり差し,2390,0.536,0,202606010105,6-1-4-5-2,0,0,53.55,0,3-6-1;3-6-4;3-6-5;3-1-6;3-1-4;3-1-5,0,-0.05,1
1-2-5,0,0,2026-06-01,B,3,0,0.0,0.5,0,逃げ,3まくり差し,1830,0.271,0,202606010110,6-1-2-4-5,0,0,26.87,0,3-6-1;3-6-2;3-6-4;3-1-6;3-1-2;3-1-4,-0.5,-0.23,1
1-5-6,0,0,2026-06-01,B,3,0,0.0,0.5,0,逃げ,3まくり,7130,0.539,0,202606010512,6-1-2-4-5,0,0,53.69,0,3-6-1;3-6-2;3-6-4;3-1-6;3-1-2;3-1-4,0,-0.21,1
1-6-3,1,0,2026-06-01,A,3,0,0.0,0.5,600,逃げ,3まくり差し,8000,0.647,1,202606010806,5-1-4-2-6,0,0,64.47,0,3-5-1;3-5-4;3-5-2;3-1-5;3-1-4;3-1-2,-0.5,-0.23,1
1-3-4,0,0,2026-06-01,B,3,0,0.0,0.5,0,逃げ,3まくり,1940,0.527,0,202606010903,1-5-6-4-2,0,0,52.65,0,3-1-5;3-1-6;3-1-4;3-5-1;3-5-6;3-5-4,-0.5,-0.05,1
1-6-3,1,0,2026-06-01,A,3,0,0.0,0.5,600,逃げ,3まくり差し,9260,0.649,1,202606010911,1-6-4-2-5,0,0,64.85,0,3-1-6;3-1-4;3-1-2;3-6-1;3-6-4;3-6-2,0,-0.05,1
1-3-4,1,0,2026-06-01,A,3,0,0.0,0.5,600,逃げ,3まくり差し,910,0.617,1,202606010912,1-5-2-6-4,0,0,61.47,0,3-1-5;3-1-2;3-1-6;3-5-1;3-5-2;3-5-6,-0.5,-0.23,1
2-1-5,0,0,2026-06-01,B,3,0,0.0,0.5,0,まくり,3まくり差し,7690,0.415,0,202606011104,5-1-2-4-6,0,0,41.45,0,3-5-1;3-5-2;3-5-4;3-1-5;3-1-2;3-1-4,0,-0.05,2
3-1-2,0,0,2026-06-01,B,3,1,0.0,0.5,0,まくり,3まくり差し,2800,0.415,0,202606011107,2-6-5-4-1,0,0,41.45,0,3-2-6;3-2-5;3-2-4;3-6-2;3-6-5;3-6-4,0,-0.05,3
3-2-1,1,0,2026-06-01,A,3,1,0.0,0.5,600,まくり差し,3まくり差し,6060,0.619,1,202606011201,4-5-2-1-6,0,1,61.67,0,3-4-5;3-4-2;3-4-1;3-5-4;3-5-2;3-5-1,-0.5,-0.23,3
4-2-5,0,0,2026-06-01,B,3,0,0.0,0.5,0,まくり差し,3まくり,18960,0.43625,0,202606011202,5-2-4-1-6,0,0,43.575,0,3-5-2;3-5-4;3-5-1;3-2-5;3-2-4;3-2-1,-0.5,-0.05,4
3-2-1,1,1,2026-06-01,S,3,1,0.0,0.5,600,まくり,3まくり差し,1840,0.743,1,202606011204,2-6-1-5-4,1840,0,74.07,1,3-2-6;3-2-1;3-2-5;3-6-2;3-6-1;3-6-5,-0.5,-0.23,3
1-5-4,0,0,2026-06-01,B,3,0,0.0,0.5,0,逃げ,3まくり差し,13720,0.473,0,202606011301,1-5-6-2-4,0,0,47.25,0,3-1-5;3-1-6;3-1-2;3-5-1;3-5-6;3-5-2,0,-0.05,1
1-2-5,1,1,2026-06-01,S,3,0,0.0,0.5,600,逃げ,3まくり差し,3020,0.763,1,202606011410,1-2-5-4-6,0,0,77.64,0,3-1-2;3-1-5;3-1-4;3-2-1;3-2-5;3-2-4,0.5,1.34,1
2-5-1,1,0,2026-06-01,A,3,0,0.0,0.5,600,差し,3まくり差し,9100,0.635,1,202606012003,6-5-4-2-1,0,0,63.27,0,3-6-5;3-6-4;3-6-2;3-5-6;3-5-4;3-5-2,-0.5,-0.23,2
1-2-3,0,0,2026-06-01,B,3,0,0.0,0.5,0,逃げ,3まくり差し,520,0.505,0,202606012311,1-4-6-2-5,0,0,50.27,0,3-1-4;3-1-6;3-1-2;3-4-1;3-4-6;3-4-2,-0.5,-0.23,1
1-4-2,1,0,2026-06-01,A,3,0,0.0,0.5,600,抜き,3まくり差し,1780,0.632,1,202606010107,1-2-4-6-5,0,0,62.97,0,3-1-2;3-1-4;3-1-6;3-2-1;3-2-4;3-2-6,-0.5,-0.23,1
2-1-5,0,0,2026-06-01,B,3,0,0.0,0.5,0,差し,3まくり差し,3800,0.299,0,202606010109,6-1-2-5-4,0,0,29.67,0,3-6-1;3-6-2;3-6-5;3-1-6;3-1-2;3-1-5,-0.5,-0.23,2
3-4-6,0,0,2026-06-01,B,3,1,0.0,0.5,0,まくり,3まくり差し,10670,0.323,0,202606012007,4-5-1-6-2,0,0,32.07,1,3-4-5;3-4-1;3-4-6;3-5-4;3-5-1;3-5-6,-0.5,-0.23,3
1-4-2,0,0,2026-06-01,B,3,0,0.0,0.5,0,逃げ,3まくり差し,3550,0.501,0,202606012012,1-6-2-5-4,0,0,50.05,0,3-1-6;3-1-2;3-1-5;3-6-1;3-6-2;3-6-5,0,-0.05,1
4-1-3,0,0,2026-06-01,B,3,0,0.0,0.5,0,抜き,3まくり差し,11550,0.517,0,202606012302,1-6-4-5-2,0,0,51.65,0,3-1-6;3-1-4;3-1-5;3-6-1;3-6-4;3-6-5,0,-0.05,4
2-4-5,1,1,2026-06-01,S,4,0,0.0,0.5,600,まくり,4カドまくり,6190,0.875,0,202606010102,2-3-1-6-5,0,0,86.31,0,4-2-3;4-2-1;4-2-6;4-3-2;4-3-1;4-3-6,-0.5,-1.19,2
3-5-4,0,0,2026-06-01,B,4,0,0.0,0.5,0,まくり,4カドまくり,4470,0.529,0,202606010103,5-6-3-2-1,0,0,51.71,0,4-5-6;4-5-3;4-5-2;4-6-5;4-6-3;4-6-2,-0.5,-1.19,3
3-1-5,1,1,2026-06-01,S,4,0,0.0,0.5,600,まくり差し,4カドまくり,6530,0.713,0,202606010111,3-1-2-5-6,0,0,70.11,0,4-3-1;4-3-2;4-3-5;4-1-3;4-1-2;4-1-5,-0.5,-1.19,3
2-5-4,1,1,2026-06-01,S,4,0,0.0,0.5,600,まくり,4カドまくり,1280,0.717,0,202606010506,5-2-6-1-3,0,0,71.66,0,4-5-2;4-5-6;4-5-1;4-2-5;4-2-6;4-2-1,0,-0.04,2
2-1-4,1,0,2026-06-01,A,4,0,0.0,0.5,600,まくり,4カドまくり,1810,0.649,0,202606010508,2-1-6-3-5,0,0,64.86,0,4-2-1;4-2-6;4-2-3;4-1-2;4-1-6;4-1-3,0,-0.04,2
1-5-3,0,0,2026-06-01,B,4,0,0.0,0.5,0,抜き,4カドまくり,4750,0.301,0,202606010808,3-5-1-2-6,0,0,30.06,0,4-3-5;4-3-1;4-3-2;4-5-3;4-5-1;4-5-2,0,-0.04,1
2-1-5,1,1,2026-06-01,S,4,0,0.0,0.5,600,差し,4カドまくり,17790,0.749,0,202606011111,1-5-6-2-3,0,0,74.86,0,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,0,-0.04,2
6-5-2,0,0,2026-06-01,B,4,0,0.0,0.5,0,まくり差し,4カドまくり,9560,0.15,0,202606011203,6-2-5-3-1,0,0,13.81,0,4-6-2;4-6-5;4-6-3;4-2-6;4-2-5;4-2-3,-0.5,-1.19,6
1-5-6,1,1,2026-06-01,S,4,0,0.0,0.5,600,逃げ,4カドまくり,12090,0.825,0,202606012010,1-6-2-3-5,0,0,81.31,0,4-1-6;4-1-2;4-1-3;4-6-1;4-6-2;4-6-3,-0.5,-1.19,1
2-1-5,0,0,2026-06-01,B,4,0,0.0,0.5,0,差し,4カドまくり,3850,0.479,0,202606012310,2-6-1-5-3,0,0,46.71,0,4-2-6;4-2-1;4-2-5;4-6-2;4-6-1;4-6-5,-0.5,-1.19,2
3-4-1,1,1,2026-06-01,S,4,0,0.0,0.5,600,抜き,4カドまくり,8680,0.901,0,202606012402,5-6-1-2-3,0,0,88.91,0,4-5-6;4-5-1;4-5-2;4-6-5;4-6-1;4-6-2,-0.5,-1.19,3
1-4-3,0,0,2026-06-01,B,4,0,0.0,0.5,0,逃げ,4カドまくり,580,0.495,0,202606012406,1-6-2-3-5,0,0,49.46,0,4-1-6;4-1-2;4-1-3;4-6-1;4-6-2;4-6-3,0,-0.04,1
1-4-3,1,1,2026-06-02,S,3,0,0.0952,0.5238,600,逃げ,3まくり差し,1190,0.741,1,202606020102,4-1-6-2-5,0,0,73.9652,0,3-4-1;3-4-6;3-4-2;3-1-4;3-1-6;3-1-2,-0.5,-0.23,1
1-5-2,1,0,2026-06-02,A,3,0,-2.0,0.0,600,逃げ,3まくり,11040,0.617,1,202606020503,5-6-4-1-2,0,0,59.49,0,3-5-6;3-5-4;3-5-1;3-6-5;3-6-4;3-6-1,0,-0.21,1
4-5-2,1,0,2026-06-02,A,3,0,0.5,0.625,600,まくり差し,3まくり,16940,0.63833,1,202606020506,4-5-1-2-6,0,0,64.1233,0,3-4-5;3-4-1;3-4-2;3-5-4;3-5-1;3-5-2,0,-0.21,4
1-3-2,1,0,2026-06-02,A,3,0,0.6667,0.6667,600,逃げ,3まくり差し,1040,0.579,1,202606020508,4-6-1-2-5,0,0,58.3367,0,3-4-6;3-4-1;3-4-2;3-6-4;3-6-1;3-6-2,-0.5,-0.23,1
1-5-4,0,0,2026-06-02,B,3,0,-1.0476,0.2381,0,逃げ,3まくり差し,4800,0.474,0,202606021010,4-5-6-1-2,0,0,46.3024,0,3-4-5;3-4-6;3-4-1;3-5-4;3-5-6;3-5-1,0,-0.05,1
1-3-5,0,0,2026-06-02,B,3,0,-2.0,0.0,0,逃げ,3まくり差し,1240,0.44,0,202606021111,1-4-2-5-6,0,0,43.34,0,3-1-4;3-1-2;3-1-5;3-4-1;3-4-2;3-4-5,0.5,1.34,1
6-3-1,1,0,2026-06-02,A,3,0,0.6667,0.6667,600,まくり差し,3まくり差し,21320,0.654,1,202606022004,6-2-5-1-4,0,0,66.0167,0,3-6-2;3-6-5;3-6-1;3-2-6;3-2-5;3-2-1,0,-0.05,6
6-4-2,1,1,2026-06-02,S,3,0,-2.0,0.0,600,恵まれ,3まくり差し,350,0.696,1,202606022007,6-1-4-5-2,0,0,67.37,0,3-6-1;3-6-4;3-6-5;3-1-6;3-1-4;3-1-5,-0.5,-0.23,6
1-3-5,1,1,2026-06-02,S,3,0,-0.6667,0.3333,600,逃げ,3まくり差し,1440,0.727,1,202606022303,4-1-5-2-6,0,0,71.9833,0,3-4-1;3-4-5;3-4-2;3-1-4;3-1-5;3-1-2,0,-0.05,1
1-6-2,1,0,2026-06-02,A,3,0,1.2381,0.8095,600,逃げ,3まくり差し,5290,0.621,1,202606022312,1-2-6-4-5,0,0,63.2881,0,3-1-2;3-1-6;3-1-4;3-2-1;3-2-6;3-2-4,0,-0.05,1
1-2-3,0,0,2026-06-02,B,3,0,1.4286,0.8571,0,逃げ,3まくり差し,770,0.533,0,202606020112,4-5-1-6-2,0,0,54.6786,0,3-4-5;3-4-1;3-4-6;3-5-4;3-5-1;3-5-6,0,-0.05,1
1-2-4,0,0,2026-06-02,B,3,0,0.6667,0.6667,0,逃げ,3まくり差し,4670,0.36,0,202606021104,4-5-1-2-6,0,0,38.0067,0,3-4-5;3-4-1;3-4-2;3-5-4;3-5-1;3-5-2,0.5,1.34,1
3-1-5,0,0,2026-06-02,B,3,1,-0.6667,0.3333,0,まくり差し,3まくり差し,5160,0.552,0,202606021112,1-5-2-4-6,0,1,54.4833,1,3-1-5;3-1-2;3-1-4;3-5-1;3-5-2;3-5-4,0,-0.05,3
4-5-3,0,0,2026-06-02,B,3,0,-2.0,0.0,0,まくり,3まくり差し,2920,0.213,0,202606021202,4-5-6-2-1,0,0,19.07,0,3-4-5;3-4-6;3-4-2;3-5-4;3-5-6;3-5-2,-0.5,-0.23,4
2-3-6,0,0,2026-06-02,B,3,0,-1.0476,0.2381,0,まくり,3まくり差し,8830,0.397,0,202606021410,2-4-1-5-6,0,0,38.4224,0,3-2-4;3-2-1;3-2-5;3-4-2;3-4-1;3-4-5,-0.5,-0.23,2
2-1-5,1,0,2026-06-02,A,3,0,-2.0,0.0,600,抜き,3まくり差し,13510,0.657,1,202606022302,4-6-1-5-2,0,0,63.65,0,3-4-6;3-4-1;3-4-5;3-6-4;3-6-1;3-6-5,0,-0.05,2
1-2-4,0,0,2026-06-02,B,3,0,0.2857,0.5714,0,逃げ,3まくり差し,1040,0.521,0,202606022311,1-6-2-5-4,0,0,52.3357,0,3-1-6;3-1-2;3-1-5;3-6-1;3-6-2;3-6-5,0,-0.05,1
3-2-5,1,0,2026-06-02,A,4,0,-2.0,0.0,600,まくり差し,4カドまくり,13150,0.583,0,202606020103,6-5-3-2-1,0,0,56.26,0,4-6-5;4-6-3;4-6-2;4-5-6;4-5-3;4-5-2,0,-0.04,3
3-5-4,0,0,2026-06-02,B,4,0,-1.3333,0.1667,0,まくり,4カドまくり,33460,0.515,0,202606020110,6-5-2-3-1,0,0,50.1267,0,4-6-5;4-6-2;4-6-3;4-5-6;4-5-2;4-5-3,0,-0.04,3
1-2-3,1,1,2026-06-02,S,4,0,0.6667,0.6667,600,逃げ,4カドまくり,770,0.747,0,202606020112,3-5-1-6-2,0,0,75.3267,0,4-3-5;4-3-1;4-3-6;4-5-3;4-5-1;4-5-6,0,-0.04,1
3-4-1,0,0,2026-06-02,B,4,0,2.0,1.0,0,まくり,4カドまくり,3760,0.513,0,202606020504,2-1-3-5-6,0,0,52.11,0,4-2-1;4-2-3;4-2-5;4-1-2;4-1-3;4-1-5,-0.5,-1.19,3
1-6-3,0,0,2026-06-02,B,4,0,-1.3333,0.1667,0,逃げ,4カドまくり,7610,0.563,0,202606020906,6-1-2-3-5,0,0,53.7767,0,4-6-1;4-6-2;4-6-3;4-1-6;4-1-2;4-1-3,-0.5,-1.19,1
4-5-1,1,1,2026-06-02,S,4,1,1.3333,0.8333,600,差し,4カドまくり,2450,0.925,0,202606020909,6-5-1-2-3,2450,0,93.7933,1,4-6-5;4-6-1;4-6-2;4-5-6;4-5-1;4-5-2,0,-0.04,4
4-5-6,0,0,2026-06-02,B,4,1,0.3333,0.5833,0,まくり,4カドまくり,31510,0.503,0,202606020910,6-1-3-2-5,0,1,49.4433,0,4-6-1;4-6-3;4-6-2;4-1-6;4-1-3;4-1-2,-0.5,-1.19,4
6-1-4,0,0,2026-06-02,B,4,0,0.6667,0.6667,0,まくり,4カドまくり,91070,0.455,0,202606020912,1-2-5-6-3,0,0,44.9767,0,4-1-2;4-1-5;4-1-6;4-2-1;4-2-5;4-2-6,-0.5,-1.19,6
4-5-2,0,0,2026-06-02,B,4,1,-0.3333,0.4167,0,まくり,4カドまくり,2740,0.537,0,202606021007,2-6-5-1-3,0,1,53.3267,0,4-2-6;4-2-5;4-2-1;4-6-2;4-6-5;4-6-1,0,-0.04,4
1-4-3,0,0,2026-06-02,B,4,0,-0.3333,0.4167,0,逃げ,4カドまくり,2440,0.111,0,202606021012,6-1-5-2-3,0,0,13.7667,0,4-6-1;4-6-5;4-6-2;4-1-6;4-1-5;4-1-2,0.5,3.0,1
3-1-2,1,0,2026-06-02,A,4,0,-1.0,0.25,600,まくり差し,4カドまくり,5200,0.573,0,202606021203,2-6-3-5-1,0,0,55.11,0,4-2-6;4-2-3;4-2-5;4-6-2;4-6-3;4-6-5,-0.5,-1.19,3
1-4-5,1,0,2026-06-02,A,4,0,-1.3333,0.1667,600,逃げ,4カドまくり,3790,0.62,0,202606021207,5-3-2-1-6,0,0,60.6267,0,4-5-3;4-5-2;4-5-1;4-3-5;4-3-2;4-3-1,0,-0.04,1
2-1-3,1,1,2026-06-02,S,4,0,2.0,1.0,600,差し,4カドまくり,3340,0.73,0,202606021209,2-1-5-3-6,0,0,74.96,0,4-2-1;4-2-5;4-2-3;4-1-2;4-1-5;4-1-3,0,-0.04,2
1-3-4,1,0,2026-06-02,A,4,0,-1.3333,0.1667,600,逃げ,4カドまくり,1350,0.566,0,202606021306,1-2-6-5-3,0,0,55.2267,0,4-1-2;4-1-6;4-1-5;4-2-1;4-2-6;4-2-5,0,-0.04,1
1-3-4,0,0,2026-06-02,B,4,0,1.3333,0.8333,0,逃げ,4カドまくり,1450,0.443,0,202606021908,1-5-2-6-3,0,0,45.5933,0,4-1-5;4-1-2;4-1-6;4-5-1;4-5-2;4-5-6,0,-0.04,1
3-1-2,0,0,2026-06-02,B,4,0,-1.0,0.25,0,抜き,4カドまくり,12680,0.344,0,202606022009,1-6-3-2-5,0,0,33.36,0,4-1-6;4-1-3;4-1-2;4-6-1;4-6-3;4-6-2,0,-0.04,3
2-1-4,0,0,2026-06-02,B,4,0,0.6667,0.6667,0,差し,4カドまくり,1020,0.333,0,202606022010,1-2-6-5-3,0,0,32.7767,0,4-1-2;4-1-6;4-1-5;4-2-1;4-2-6;4-2-5,-0.5,-1.19,2
1-3-5,1,1,2026-06-02,S,4,0,-1.6667,0.0833,600,逃げ,4カドまくり,6260,0.775,0,202606022307,5-6-1-3-2,0,0,74.6433,0,4-5-6;4-5-1;4-5-3;4-6-5;4-6-1;4-6-3,-0.5,-1.19,1
2-1-3,0,0,2026-06-02,B,4,0,-2.0,0.0,0,差し,4カドまくり,1420,0.275,0,202606022309,2-1-5-3-6,0,0,25.46,0,4-2-1;4-2-5;4-2-3;4-1-2;4-1-5;4-1-3,0,-0.04,2
,0,0,2026-06-02,B,4,0,-2.0,0.0,0,,4カドまくり,0,0.5,0,202606022405,5-6-3-1-2,0,0,47.96,0,4-5-6;4-5-3;4-5-1;4-6-5;4-6-3;4-6-1,0,-0.04,0
1-3-6,0,0,2026-06-03,B,3,0,-0.1538,0.4615,0,逃げ,3まくり,1780,0.393,0,202606030509,4-1-6-2-5,0,0,38.9362,0,3-4-1;3-4-6;3-4-2;3-1-4;3-1-6;3-1-2,0,-0.21,1
,0,0,2026-06-03,B,3,0,-1.7895,0.0526,0,,3まくり差し,0,0.5,0,202606031011,2-5-6-1-4,0,0,48.1605,0,3-2-5;3-2-6;3-2-1;3-5-2;3-5-6;3-5-1,0,-0.05,0
1-3-5,1,0,2026-06-03,A,3,0,-1.0769,0.2308,600,逃げ,3まくり,1200,0.66167,1,202606031111,1-5-4-2-6,0,0,64.8797,0,3-1-5;3-1-4;3-1-2;3-5-1;3-5-4;3-5-2,0,-0.21,1
3-1-2,1,0,2026-06-03,A,3,1,1.8947,0.9737,600,まくり差し,3まくり差し,3550,0.649,1,202606031309,2-6-5-1-4,0,1,66.7447,0,3-2-6;3-2-5;3-2-1;3-6-2;3-6-5;3-6-1,0,-0.05,3
5-6-1,1,1,2026-06-03,S,3,0,1.2308,0.8077,600,まくり差し,3まくり,16410,0.89633,1,202606031907,5-1-6-4-2,0,0,90.6541,0,3-5-1;3-5-6;3-5-4;3-1-5;3-1-6;3-1-4,0,-0.21,5
1-3-2,0,0,2026-06-03,B,3,0,1.6923,0.9231,0,逃げ,3まくり,860,0.20367,0,202606032004,1-5-6-4-2,0,0,22.009,0,3-1-5;3-1-6;3-1-4;3-5-1;3-5-6;3-5-4,-0.5,-0.05,1
1-3-4,1,1,2026-06-03,S,3,0,-0.7368,0.3158,600,逃げ,3まくり差し,360,0.683,1,202606032103,1-4-5-2-6,0,0,67.5132,0,3-1-4;3-1-5;3-1-2;3-4-1;3-4-5;3-4-2,0,-0.05,1
1-2-4,0,0,2026-06-03,B,3,0,-0.7368,0.3158,0,逃げ,3まくり差し,1920,0.251,0,202606032411,5-1-6-4-2,0,0,24.1332,0,3-5-1;3-5-6;3-5-4;3-1-5;3-1-6;3-1-4,-0.5,-0.23,1
,0,0,2026-06-03,B,3,0,1.2632,0.8158,0,,3まくり差し,0,0.5,0,202606031002,1-4-6-2-5,0,0,51.2132,0,3-1-4;3-1-6;3-1-2;3-4-1;3-4-6;3-4-2,0,-0.05,0
1-2-3,1,1,2026-06-03,S,3,0,0.4211,0.6053,600,逃げ,3まくり差し,570,0.769,1,202606031107,1-2-4-5-6,0,0,77.2711,0,3-1-2;3-1-4;3-1-5;3-2-1;3-2-4;3-2-5,0,-0.05,1
1-6-2,0,0,2026-06-03,B,3,0,-1.3684,0.1579,0,逃げ,3まくり差し,15180,0.517,0,202606031210,4-6-5-1-2,0,0,50.2816,0,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,0,-0.05,1
1-5-3,0,0,2026-06-03,B,3,0,0.8421,0.7105,0,逃げ,3まくり差し,2810,0.247,0,202606031212,2-5-1-4-6,0,0,25.4921,0,3-2-5;3-2-1;3-2-4;3-5-2;3-5-1;3-5-4,0,-0.05,1
1-2-6,0,0,2026-06-03,B,3,0,-0.1053,0.4737,0,逃げ,3まくり差し,19930,0.269,0,202606031307,4-5-1-6-2,0,0,26.7447,0,3-4-5;3-4-1;3-4-6;3-5-4;3-5-1;3-5-6,0,-0.05,1
3-4-6,0,0,2026-06-03,B,3,1,-1.8947,0.0263,0,まくり,3まくり差し,5340,0.347,0,202606032012,4-5-1-6-2,0,0,32.5753,1,3-4-5;3-4-1;3-4-6;3-5-4;3-5-1;3-5-6,-0.5,-0.23,3
1-6-2,0,0,2026-06-03,B,3,0,-0.7368,0.3158,0,逃げ,3まくり差し,2960,0.195,0,202606032104,1-6-5-4-2,0,0,18.7132,0,3-1-6;3-1-5;3-1-4;3-6-1;3-6-5;3-6-4,0,-0.05,1
6-3-1,1,1,2026-06-03,S,3,0,-0.7368,0.3158,600,まくり差し,3まくり差し,2760,0.729,1,202606032410,6-4-1-5-2,0,0,72.1132,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,0,-0.05,6
2-4-5,0,0,2026-06-03,B,4,0,-0.75,0.3125,0,差し,4カドまくり,1990,0.345,0,202606030503,2-5-1-6-3,0,0,32.56,0,4-2-5;4-2-1;4-2-6;4-5-2;4-5-1;4-5-6,-0.5,-1.19,2
,0,0,2026-06-03,B,4,0,1.0,0.75,0,,4カドまくり,0,0.5,0,202606031007,2-5-6-3-1,0,0,50.96,0,4-2-5;4-2-6;4-2-3;4-5-2;4-5-6;4-5-3,0,-0.04,0
2-1-5,0,0,2026-06-03,B,4,0,0.875,0.7188,0,差し,4カドまくり,5120,0.315,0,202606031101,5-2-1-3-6,0,0,32.335,0,4-5-2;4-5-1;4-5-3;4-2-5;4-2-1;4-2-3,0,-0.04,2
2-4-3,0,0,2026-06-03,B,4,0,-0.625,0.3438,0,まくり,4カドまくり,1840,0.513,0,202606031103,2-1-3-6-5,0,0,50.635,0,4-2-1;4-2-3;4-2-6;4-1-2;4-1-3;4-1-6,0,-0.04,2
1-2-3,0,0,2026-06-03,B,4,0,-1.125,0.2188,0,逃げ,4カドまくり,2680,0.401,0,202606031203,1-6-5-3-2,0,0,37.785,0,4-1-6;4-1-5;4-1-3;4-6-1;4-6-5;4-6-3,-0.5,-1.19,1
1-2-5,1,0,2026-06-03,A,4,0,-0.625,0.3438,600,逃げ,4カドまくり,2300,0.595,0,202606031209,1-2-5-3-6,0,0,57.685,0,4-1-2;4-1-5;4-1-3;4-2-1;4-2-5;4-2-3,-0.5,-1.19,1
1-2-6,0,0,2026-06-03,B,4,0,0.375,0.5938,0,逃げ,4カドまくり,19930,0.442,0,202606031307,3-5-1-6-2,0,0,43.385,0,4-3-5;4-3-1;4-3-6;4-5-3;4-5-1;4-5-6,-0.5,-1.19,1
1-6-2,1,0,2026-06-03,A,4,0,0.125,0.5312,600,逃げ,4カドまくり,5560,0.627,0,202606032109,1-6-5-2-3,0,0,62.785,0,4-1-6;4-1-5;4-1-2;4-6-1;4-6-5;4-6-2,0,-0.04,1
4-1-2,1,1,2026-06-03,S,4,1,-0.875,0.2812,600,差し,4カドまくり,3390,0.725,0,202606032403,6-3-1-5-2,0,0,71.585,0,4-6-3;4-6-1;4-6-5;4-3-6;4-3-1;4-3-5,0,-0.04,4
2-1-3,1,1,2026-06-03,S,4,0,0.125,0.5312,600,差し,4カドまくり,8790,0.921,0,202606032405,5-1-2-3-6,0,0,95.225,0,4-5-1;4-5-2;4-5-3;4-1-5;4-1-2;4-1-3,0.5,3.0,2
1-4-5,0,0,2026-06-04,B,3,0,-0.5185,0.3704,0,逃げ,3まくり差し,1810,0.471,0,202606040310,1-5-4-2-6,0,0,47.9215,0,3-1-5;3-1-4;3-1-2;3-5-1;3-5-4;3-5-2,0.5,1.34,1
1-4-3,0,0,2026-06-04,B,3,0,-0.4706,0.3824,0,逃げ,3まくり,2920,0.34833,0,202606040510,6-2-5-1-4,0,0,34.1527,0,3-6-2;3-6-5;3-6-1;3-2-6;3-2-5;3-2-1,0,-0.21,1
1-4-3,0,0,2026-06-04,B,3,0,-0.5185,0.3704,0,逃げ,3まくり差し,2540,0.529,0,202606040704,5-4-1-6-2,0,0,52.1515,0,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6,-0.5,-0.23,1
3-1-5,1,1,2026-06-04,S,3,1,-0.5185,0.3704,600,まくり差し,3まくり差し,600,0.795,1,202606040705,1-5-2-6-4,600,1,78.7515,1,3-1-5;3-1-2;3-1-6;3-5-1;3-5-2;3-5-6,-0.5,-0.23,3
3-1-6,1,0,2026-06-04,A,3,1,-0.5185,0.3704,600,まくり差し,3まくり差し,2140,0.619,1,202606040711,6-4-1-5-2,0,1,61.3315,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,0,-0.05,3
1-3-2,0,0,2026-06-04,B,3,0,-0.5882,0.3529,0,逃げ,3まくり,2560,0.39367,0,202606040903,5-4-1-6-2,0,0,38.5684,0,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6,0,-0.21,1
3-1-4,1,1,2026-06-04,S,3,1,-0.963,0.2593,600,抜き,3まくり差し,2100,0.891,1,202606040906,5-1-2-4-6,2100,0,88.087,1,3-5-1;3-5-2;3-5-4;3-1-5;3-1-2;3-1-4,0,-0.05,3
1-4-2,1,1,2026-06-04,S,3,0,1.5294,0.8824,600,逃げ,3まくり,5080,0.851,1,202606040908,4-1-6-5-2,0,0,86.4194,0,3-4-1;3-4-6;3-4-5;3-1-4;3-1-6;3-1-5,0,-0.21,1
4-2-3,1,1,2026-06-04,S,3,0,-0.5185,0.3704,600,差し,3まくり差し,40390,0.703,1,202606041011,2-5-6-1-4,0,0,69.7315,0,3-2-5;3-2-6;3-2-1;3-5-2;3-5-6;3-5-1,0,-0.05,4
1-5-4,1,0,2026-06-04,A,3,0,0.0741,0.5185,600,逃げ,3まくり差し,5400,0.629,1,202606041310,5-2-6-1-4,0,0,62.9241,0,3-5-2;3-5-6;3-5-1;3-2-5;3-2-6;3-2-1,0,-0.05,1
1-3-2,0,0,2026-06-04,B,3,0,-0.7059,0.3235,0,逃げ,3まくり,1670,0.483,0,202606041702,2-6-5-4-1,0,0,47.5441,0,3-2-6;3-2-5;3-2-4;3-6-2;3-6-5;3-6-4,-0.5,-0.05,1
3-1-2,1,0,2026-06-04,A,3,1,1.2593,0.8148,600,まくり差し,3まくり差し,2800,0.589,1,202606041905,1-4-5-6-2,0,1,60.1093,0,3-1-4;3-1-5;3-1-6;3-4-1;3-4-5;3-4-6,0,-0.05,3
1-3-4,1,0,2026-06-04,A,3,0,-1.9259,0.0185,600,逃げ,3まくり差し,430,0.586,1,202606042006,1-6-4-5-2,0,0,56.6241,0,3-1-6;3-1-4;3-1-5;3-6-1;3-6-4;3-6-5,0,-0.05,1
6-5-3,1,1,2026-06-04,S,3,0,1.1765,0.7941,600,まくり,3まくり,149880,0.702,1,202606042009,4-6-1-5-2,0,0,71.1665,0,3-4-6;3-4-1;3-4-5;3-6-4;3-6-1;3-6-5,0,-0.21,6
