actual_combo,approved_A,approved_S,date,grade,head,head_hit,history_adjust_online,history_pct_online,invest6,kimarite,model,payout100,preview_comp,production_buy,race_code,ranked_others,return6,route_hit,score,ticket6_hit,tickets6,tilt,tilt_bonus,winner
3-5-2,1,0,2026-06-09,A,3,1,-1.4188,0.1453,600,まくり差し,3まくり,4380,0.661,1,202606090108,5-1-2-6-4,4380,0,64.6312,1,3-5-1;3-5-2;3-5-6;3-1-5;3-1-2;3-1-6,-0.5,-0.05,3
2-1-4,0,0,2026-06-09,B,3,0,1.453,0.8632,0,差し,3まくり,1720,0.44967,0,202606090507,5-4-2-6-1,0,0,46.2097,0,3-5-4;3-5-2;3-5-6;3-4-5;3-4-2;3-4-6,0,-0.21,2
3-4-5,0,0,2026-06-09,B,3,1,-0.1609,0.4598,0,まくり,3まくり差し,2140,0.488,0,202606090708,5-1-6-4-2,0,0,48.4091,0,3-5-1;3-5-6;3-5-4;3-1-5;3-1-6;3-1-4,-0.5,-0.23,3
4-2-1,0,0,2026-06-09,B,3,0,-0.0171,0.4957,0,差し,3まくり,11180,0.47167,0,202606091103,5-4-1-2-6,0,0,46.9396,0,3-5-4;3-5-1;3-5-2;3-4-5;3-4-1;3-4-2,0,-0.21,4
2-3-5,0,0,2026-06-09,B,3,0,-0.1609,0.4598,0,まくり,3まくり差し,1530,0.477,0,202606091107,2-5-4-1-6,0,0,47.4891,0,3-2-5;3-2-4;3-2-1;3-5-2;3-5-4;3-5-1,0,-0.05,2
1-3-5,0,0,2026-06-09,B,3,0,-0.1609,0.4598,0,逃げ,3まくり差し,1190,0.525,0,202606091112,5-1-4-6-2,0,0,52.2891,0,3-5-1;3-5-4;3-5-6;3-1-5;3-1-4;3-1-6,0,-0.05,1
6-1-4,1,1,2026-06-09,S,3,0,1.5214,0.8803,600,まくり差し,3まくり,11930,0.851,1,202606091503,1-4-6-2-5,0,0,86.4114,0,3-1-4;3-1-6;3-1-2;3-4-1;3-4-6;3-4-2,0,-0.21,6
3-5-1,1,1,2026-06-09,S,3,1,1.6239,0.906,600,まくり,3まくり,7200,0.763,1,202606091703,5-4-1-6-2,7200,1,77.7139,1,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6,0,-0.21,3
3-1-4,0,0,2026-06-09,B,3,1,0.3678,0.592,0,まくり差し,3まくり差し,2180,0.275,0,202606091706,6-4-1-5-2,0,1,27.6378,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,-0.5,-0.23,3
1-5-3,0,0,2026-06-09,B,3,0,-0.0171,0.4957,0,逃げ,3まくり,590,0.55033,0,202606092303,5-1-4-2-6,0,0,54.8062,0,3-5-1;3-5-4;3-5-2;3-1-5;3-1-4;3-1-2,0,-0.21,1
1-2-3,0,0,2026-06-09,B,3,0,-0.1609,0.4598,0,抜き,3まくり差し,1790,0.483,0,202606092304,4-5-1-2-6,0,0,47.9091,0,3-4-5;3-4-1;3-4-2;3-5-4;3-5-1;3-5-2,-0.5,-0.23,1
4-3-2,1,1,2026-06-09,S,3,0,-0.1609,0.4598,600,まくり差し,3まくり差し,14110,0.701,1,202606092306,5-4-1-2-6,0,0,69.7091,0,3-5-4;3-5-1;3-5-2;3-4-5;3-4-1;3-4-2,-0.5,-0.23,4
5-1-2,0,0,2026-06-09,B,3,0,-0.0171,0.4957,0,まくり差し,3まくり,15600,0.393,0,202606092307,5-4-1-6-2,0,0,39.0729,0,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6,0,-0.21,5
3-1-4,1,1,2026-06-09,S,3,1,1.7701,0.9425,600,抜き,3まくり差し,4010,0.881,1,202606090506,6-1-2-4-5,4010,0,89.8201,1,3-6-1;3-6-2;3-6-4;3-1-6;3-1-2;3-1-4,0,-0.05,3
1-2-3,0,0,2026-06-09,B,3,0,0.1609,0.5402,0,逃げ,3まくり差し,450,0.501,0,202606090611,1-2-6-4-5,0,0,50.2109,0,3-1-2;3-1-6;3-1-4;3-2-1;3-2-6;3-2-4,0,-0.05,1
1-3-6,0,0,2026-06-09,B,3,0,1.4023,0.8506,0,逃げ,3まくり差し,1430,0.497,0,202606090906,6-4-1-5-2,0,0,51.0523,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,0,-0.05,1
1-3-2,1,1,2026-06-09,S,3,0,-0.9195,0.2701,600,逃げ,3まくり差し,710,0.863,1,202606090910,5-1-2-6-4,0,0,86.7205,0,3-5-1;3-5-2;3-5-6;3-1-5;3-1-2;3-1-6,0.5,1.34,1
1-4-6,0,0,2026-06-09,B,3,0,-1.8391,0.0402,0,逃げ,3まくり差し,2650,0.305,0,202606091308,1-4-6-2-5,0,0,28.4309,0,3-1-4;3-1-6;3-1-2;3-4-1;3-4-6;3-4-2,-0.5,-0.23,1
1-5-2,0,0,2026-06-09,B,3,0,-1.908,0.023,0,逃げ,3まくり差し,1570,0.271,0,202606091311,4-6-5-2-1,0,0,25.142,0,3-4-6;3-4-5;3-4-2;3-6-4;3-6-5;3-6-2,0,-0.05,1
1-2-4,1,1,2026-06-09,S,3,0,1.7471,0.9368,600,逃げ,3まくり差し,1910,0.665,1,202606091312,4-6-1-5-2,0,0,68.1971,0,3-4-6;3-4-1;3-4-5;3-6-4;3-6-1;3-6-5,0,-0.05,1
1-6-3,1,0,2026-06-09,A,3,0,-0.8276,0.2931,600,逃げ,3まくり差し,3330,0.597,1,202606091701,4-6-5-1-2,0,0,58.6424,0,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,-0.5,-0.23,1
1-2-3,0,0,2026-06-09,B,3,0,0.3678,0.592,0,差し,3まくり差し,820,0.393,0,202606091811,2-4-6-5-1,0,0,39.6178,0,3-2-4;3-2-6;3-2-5;3-4-2;3-4-6;3-4-5,0,-0.05,1
1-2-3,1,1,2026-06-09,S,3,0,1.977,0.9943,600,逃げ,3まくり差し,410,0.695,1,202606091812,1-6-2-5-4,0,0,71.247,0,3-1-6;3-1-2;3-1-5;3-6-1;3-6-2;3-6-5,-0.5,-0.23,1
1-3-4,0,0,2026-06-09,B,4,0,-0.6357,0.3411,0,逃げ,4カドまくり,1560,0.387,0,202606090109,2-3-6-5-1,0,0,38.0243,0,4-2-3;4-2-6;4-2-5;4-3-2;4-3-6;4-3-5,0,-0.04,1
3-4-5,0,0,2026-06-09,B,4,0,1.3798,0.845,0,まくり,4カドまくり,1030,0.399,0,202606090505,3-1-2-5-6,0,0,41.2398,0,4-3-1;4-3-2;4-3-5;4-1-3;4-1-2;4-1-5,0,-0.04,3
2-1-4,1,0,2026-06-09,A,4,0,1.969,0.9922,600,差し,4カドまくり,1720,0.535,0,202606090507,5-2-3-6-1,0,0,55.429,0,4-5-2;4-5-3;4-5-6;4-2-5;4-2-3;4-2-6,0,-0.04,2
4-6-5,1,0,2026-06-09,A,4,1,-1.6279,0.093,600,まくり,4カドまくり,13730,0.611,0,202606090609,1-5-6-2-3,0,1,59.4321,0,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,0,-0.04,4
1-3-6,0,0,2026-06-09,B,4,0,0.8527,0.7132,0,逃げ,4カドまくり,1430,0.507,0,202606090906,6-3-1-5-2,0,0,51.5127,0,4-6-3;4-6-1;4-6-5;4-3-6;4-3-1;4-3-5,0,-0.04,1
1-3-5,1,0,2026-06-09,A,4,0,-0.6357,0.3411,600,逃げ,4カドまくり,930,0.581,0,202606090907,5-3-1-2-6,0,0,57.4243,0,4-5-3;4-5-1;4-5-2;4-3-5;4-3-1;4-3-2,0,-0.04,1
1-3-6,0,0,2026-06-09,B,4,0,0.0775,0.5194,0,逃げ,4カドまくり,1800,0.381,0,202606091110,1-6-2-5-3,0,0,38.1375,0,4-1-6;4-1-2;4-1-5;4-6-1;4-6-2;4-6-5,0,-0.04,1
1-2-4,1,0,2026-06-09,A,4,0,1.2868,0.8217,600,逃げ,4カドまくり,2770,0.609,0,202606091504,3-2-5-1-6,0,0,62.1468,0,4-3-2;4-3-5;4-3-1;4-2-3;4-2-5;4-2-1,0,-0.04,1
1-6-5,0,0,2026-06-09,B,4,0,0.6047,0.6512,0,逃げ,4カドまくり,4110,0.365,0,202606091512,5-2-1-6-3,0,0,35.9147,0,4-5-2;4-5-1;4-5-6;4-2-5;4-2-1;4-2-6,-0.5,-1.19,1
1-3-4,0,0,2026-06-09,B,4,0,0.7597,0.6899,0,逃げ,4カドまくり,600,0.449,0,202606091704,6-1-5-3-2,0,0,45.6197,0,4-6-1;4-6-5;4-6-3;4-1-6;4-1-5;4-1-3,0,-0.04,1
4-2-5,1,1,2026-06-09,S,4,1,0.3566,0.5891,600,差し,4カドまくり,11980,0.745,0,202606091805,6-3-1-2-5,0,0,77.8566,0,4-6-3;4-6-1;4-6-2;4-3-6;4-3-1;4-3-2,0.5,3.0,4
4-3-1,0,0,2026-06-09,B,4,1,0.0775,0.5194,0,差し,4カドまくり,17180,0.333,0,202606092308,5-2-1-6-3,0,0,32.1875,0,4-5-2;4-5-1;4-5-6;4-2-5;4-2-1;4-2-6,-0.5,-1.19,4
1-2-3,0,0,2026-06-09,B,4,0,-1.3178,0.1705,0,逃げ,4カドまくり,1940,0.515,0,202606092403,5-1-6-3-2,0,0,48.9922,0,4-5-1;4-5-6;4-5-3;4-1-5;4-1-6;4-1-3,-0.5,-1.19,1
1-4-5,0,0,2026-06-09,B,4,0,1.3488,0.8372,0,逃げ,4カドまくり,640,0.499,0,202606092405,5-1-6-3-2,0,0,51.2088,0,4-5-1;4-5-6;4-5-3;4-1-5;4-1-6;4-1-3,0,-0.04,1
1-2-3,1,0,2026-06-10,A,3,0,0.4848,0.6212,600,逃げ,3まくり差し,800,0.559,1,202606100107,1-6-4-5-2,0,0,56.1548,0,3-1-6;3-1-4;3-1-5;3-6-1;3-6-4;3-6-5,-0.5,-0.23,1
1-3-2,1,1,2026-06-10,S,3,0,0.9697,0.7424,600,逃げ,3まくり差し,800,0.739,1,202606100504,6-2-1-5-4,0,0,74.8197,0,3-6-2;3-6-1;3-6-5;3-2-6;3-2-1;3-2-5,0,-0.05,1
6-3-1,0,0,2026-06-10,B,3,0,0.3206,0.5802,0,まくり,3まくり,5570,0.505,0,202606100708,6-1-4-2-5,0,0,50.7706,0,3-6-1;3-6-4;3-6-2;3-1-6;3-1-4;3-1-2,-0.5,-0.05,6
2-4-5,0,0,2026-06-10,B,3,0,0.101,0.5253,0,まくり,3まくり差し,5250,0.319,0,202606100904,5-2-6-4-1,0,0,31.951,0,3-5-2;3-5-6;3-5-4;3-2-5;3-2-6;3-2-4,0,-0.05,2
1-2-3,0,0,2026-06-10,B,3,0,-1.6031,0.0992,0,逃げ,3まくり,560,0.39433,0,202606101101,1-2-4-6-5,0,0,37.6203,0,3-1-2;3-1-4;3-1-6;3-2-1;3-2-4;3-2-6,0,-0.21,1
1-5-6,1,0,2026-06-10,A,3,0,1.2977,0.8244,600,逃げ,3まくり,13820,0.61567,1,202606101102,6-1-4-5-2,0,0,62.8144,0,3-6-1;3-6-4;3-6-5;3-1-6;3-1-4;3-1-5,-0.5,-0.05,1
1-3-4,0,0,2026-06-10,B,3,0,-1.084,0.229,0,逃げ,3まくり,440,0.537,0,202606101106,4-1-6-5-2,0,0,52.406,0,3-4-1;3-4-6;3-4-5;3-1-4;3-1-6;3-1-5,0,-0.21,1
1-6-3,1,1,2026-06-10,S,3,0,-1.0101,0.2475,600,逃げ,3まくり差し,4460,0.753,1,202606101108,1-5-6-2-4,0,0,74.2399,0,3-1-5;3-1-6;3-1-2;3-5-1;3-5-6;3-5-2,0,-0.05,1
3-4-5,1,1,2026-06-10,S,3,1,1.2525,0.8131,600,差し,3まくり差し,1960,0.819,1,202606101112,4-1-5-6-2,1960,0,83.1025,1,3-4-1;3-4-5;3-4-6;3-1-4;3-1-5;3-1-6,0,-0.05,3
2-1-4,1,1,2026-06-10,S,3,0,0.5657,0.6414,600,差し,3まくり差し,5410,0.771,1,202606101303,5-6-4-2-1,0,0,77.6157,0,3-5-6;3-5-4;3-5-2;3-6-5;3-6-4;3-6-2,0,-0.05,2
1-5-2,1,1,2026-06-10,S,3,0,0.2424,0.5606,600,抜き,3まくり差し,4190,0.873,1,202606101307,6-4-5-1-2,0,0,87.3124,0,3-6-4;3-6-5;3-6-1;3-4-6;3-4-5;3-4-1,-0.5,-0.23,1
3-1-5,0,0,2026-06-10,B,3,1,-0.1212,0.4697,0,まくり差し,3まくり差し,2050,0.509,0,202606101407,1-4-5-2-6,0,1,50.7288,1,3-1-4;3-1-5;3-1-2;3-4-1;3-4-5;3-4-2,0,-0.05,3
2-1-3,1,1,2026-06-10,S,3,0,-1.2121,0.197,600,差し,3まくり差し,1020,0.777,1,202606101501,1-2-4-5-6,0,0,76.2579,0,3-1-2;3-1-4;3-1-5;3-2-1;3-2-4;3-2-5,-0.5,-0.23,2
5-1-2,1,0,2026-06-10,A,3,0,-1.6768,0.0808,600,まくり差し,3まくり差し,33310,0.62,1,202606100705,5-6-1-4-2,0,0,60.0932,0,3-5-6;3-5-1;3-5-4;3-6-5;3-6-1;3-6-4,-0.5,-0.23,5
6-4-1,1,1,2026-06-10,S,3,0,1.8788,0.9697,600,まくり,3まくり差し,14140,0.659,1,202606100711,6-4-1-5-2,0,0,67.5488,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,-0.5,-0.23,6
1-4-6,0,0,2026-06-10,B,3,0,-1.3333,0.1667,0,逃げ,3まくり差し,1980,0.385,0,202606101308,6-1-4-5-2,0,0,37.1167,0,3-6-1;3-6-4;3-6-5;3-1-6;3-1-4;3-1-5,0,-0.05,1
1-2-5,1,1,2026-06-10,S,3,0,-0.1212,0.4697,600,逃げ,3まくり差し,3340,0.759,1,202606101412,4-6-5-1-2,0,0,75.7288,0,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,0,-0.05,1
1-5-3,1,1,2026-06-10,S,3,0,1.3535,0.8384,600,逃げ,3まくり差し,1600,0.755,1,202606101509,5-1-6-4-2,0,0,76.8035,0,3-5-1;3-5-6;3-5-4;3-1-5;3-1-6;3-1-4,0,-0.05,1
1-6-2,0,0,2026-06-10,B,3,0,-1.0707,0.2323,0,逃げ,3まくり差し,1200,0.445,0,202606102302,1-6-2-5-4,0,0,43.3793,0,3-1-6;3-1-2;3-1-5;3-6-1;3-6-2;3-6-5,0,-0.05,1
4-5-1,1,0,2026-06-10,A,4,1,-0.9371,0.2657,600,まくり,4カドまくり,5420,0.561,0,202606100507,5-1-6-3-2,5420,1,55.1229,1,4-5-1;4-5-6;4-5-3;4-1-5;4-1-6;4-1-3,0,-0.04,4
4-1-6,0,0,2026-06-10,B,4,1,1.021,0.7552,0,まくり差し,4カドまくり,14450,0.359,0,202606100512,1-5-6-2-3,0,0,39.921,1,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,0.5,3.0,4
4-6-3,1,1,2026-06-10,S,4,1,-1.4126,0.1469,600,まくり,4カドまくり,39060,0.683,0,202606100612,5-2-6-3-1,0,1,69.8874,0,4-5-2;4-5-6;4-5-3;4-2-5;4-2-6;4-2-3,0.5,3.0,4
1-4-2,0,0,2026-06-10,B,4,0,-1.5524,0.1119,0,逃げ,4カドまくり,650,0.485,0,202606100709,6-1-5-2-3,0,0,45.7576,0,4-6-1;4-6-5;4-6-2;4-1-6;4-1-5;4-1-2,-0.5,-1.19,1
4-1-5,1,1,2026-06-10,S,4,1,-0.6294,0.3427,600,まくり差し,4カドまくり,1200,0.915,0,202606100710,1-5-6-2-3,1200,0,89.6806,1,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,-0.5,-1.19,4
4-1-6,0,0,2026-06-10,B,4,1,-1.4126,0.1469,0,まくり差し,4カドまくり,11110,0.473,0,202606100903,2-6-3-5-1,0,0,45.8474,0,4-2-6;4-2-3;4-2-5;4-6-2;4-6-3;4-6-5,0,-0.04,4
1-4-3,1,1,2026-06-10,S,4,0,0.042,0.5105,600,逃げ,4カドまくり,3410,0.727,0,202606100910,6-1-5-2-3,0,0,72.702,0,4-6-1;4-6-5;4-6-2;4-1-6;4-1-5;4-1-2,0,-0.04,1
1-5-4,0,0,2026-06-10,B,4,0,-1.8881,0.028,0,逃げ,4カドまくり,3900,0.411,0,202606101104,3-5-1-2-6,0,0,39.1719,0,4-3-5;4-3-1;4-3-2;4-5-3;4-5-1;4-5-2,0,-0.04,1
1-3-2,0,0,2026-06-10,B,4,0,-1.1329,0.2168,0,逃げ,4カドまくり,3490,0.429,0,202606101111,1-5-2-6-3,0,0,41.7271,0,4-1-5;4-1-2;4-1-6;4-5-1;4-5-2;4-5-6,0,-0.04,1
3-1-2,0,0,2026-06-10,B,4,0,1.1608,0.7902,0,まくり差し,4カドまくり,5550,0.206,0,202606101304,6-5-3-2-1,0,0,21.7208,0,4-6-5;4-6-3;4-6-2;4-5-6;4-5-3;4-5-2,0,-0.04,3
3-2-1,0,0,2026-06-10,B,4,0,0.042,0.5105,0,まくり差し,4カドまくり,5440,0.473,0,202606101409,3-2-5-1-6,0,0,47.302,0,4-3-2;4-3-5;4-3-1;4-2-3;4-2-5;4-2-1,0,-0.04,3
1-3-6,0,0,2026-06-10,B,4,0,0.042,0.5105,0,逃げ,4カドまくり,2170,0.273,0,202606101410,5-1-3-6-2,0,0,27.302,0,4-5-1;4-5-3;4-5-6;4-1-5;4-1-3;4-1-6,0,-0.04,1
1-6-5,1,1,2026-06-10,S,4,0,1.8601,0.965,600,逃げ,4カドまくり,8400,0.73,0,202606101806,6-1-3-5-2,0,0,74.8201,0,4-6-1;4-6-3;4-6-5;4-1-6;4-1-3;4-1-5,0,-0.04,1
1-5-2,0,0,2026-06-10,B,4,0,1.8601,0.965,0,逃げ,4カドまくり,2330,0.457,0,202606101809,1-3-6-5-2,0,0,46.3701,0,4-1-3;4-1-6;4-1-5;4-3-1;4-3-6;4-3-5,-0.5,-1.19,1
2-1-6,0,0,2026-06-10,B,4,0,-1.3007,0.1748,0,,4カドまくり,5260,0.3,0,202606101810,1-6-2-5-3,0,0,27.5093,0,4-1-6;4-1-2;4-1-5;4-6-1;4-6-2;4-6-5,-0.5,-1.19,0
4-1-2,1,1,2026-06-10,S,4,1,-1.5245,0.1189,600,まくり差し,4カドまくり,4600,0.721,0,202606102305,5-2-1-3-6,0,0,69.3855,0,4-5-2;4-5-1;4-5-3;4-2-5;4-2-1;4-2-3,-0.5,-1.19,4
3-1-2,0,0,2026-06-10,B,4,0,-1.7483,0.0629,0,まくり,4カドまくり,3160,0.535,0,202606102308,3-5-2-1-6,0,0,50.5617,0,4-3-5;4-3-2;4-3-1;4-5-3;4-5-2;4-5-1,-0.5,-1.19,3
1-4-6,1,0,2026-06-10,A,4,0,2.0,1.0,600,逃げ,4カドまくり,1010,0.607,0,202606102310,2-1-6-3-5,0,0,61.51,0,4-2-1;4-2-6;4-2-3;4-1-2;4-1-6;4-1-3,-0.5,-1.19,1
4-1-2,0,0,2026-06-10,B,4,1,0.4336,0.6084,0,恵まれ,4カドまくり,4660,0.349,0,202606102411,1-2-3-5-6,0,0,34.1436,1,4-1-2;4-1-3;4-1-5;4-2-1;4-2-3;4-2-5,-0.5,-1.19,4
2-3-1,0,0,2026-06-11,B,3,0,-0.1198,0.47,0,差し,3まくり差し,3880,0.373,0,202606110308,1-2-4-6-5,0,0,38.5202,0,3-1-2;3-1-4;3-1-6;3-2-1;3-2-4;3-2-6,0.5,1.34,2
1-6-4,0,0,2026-06-11,B,3,0,0.2673,0.5668,0,逃げ,3まくり差し,5870,0.191,0,202606110512,5-4-2-6-1,0,0,19.3173,0,3-5-4;3-5-2;3-5-6;3-4-5;3-4-2;3-4-6,0,-0.05,1
1-3-2,0,0,2026-06-11,B,3,0,0.6175,0.6544,0,逃げ,3まくり差し,870,0.487,0,202606110707,4-1-2-5-6,0,0,49.0875,0,3-4-1;3-4-2;3-4-5;3-1-4;3-1-2;3-1-5,-0.5,-0.23,1
1-3-5,0,0,2026-06-11,B,3,0,0.0278,0.5069,0,逃げ,3まくり,1280,0.51767,0,202606111003,1-2-4-5-6,0,0,51.5844,0,3-1-2;3-1-4;3-1-5;3-2-1;3-2-4;3-2-5,0,-0.21,1
3-6-2,1,1,2026-06-11,S,3,1,1.4839,0.871,600,差し,3まくり差し,32520,0.749,1,202606111112,5-1-6-4-2,0,0,76.3339,0,3-5-1;3-5-6;3-5-4;3-1-5;3-1-6;3-1-4,0,-0.05,3
1-3-4,0,0,2026-06-11,B,3,0,-1.3611,0.1597,0,逃げ,3まくり,960,0.359,0,202606111306,2-4-5-1-6,0,0,34.3289,0,3-2-4;3-2-5;3-2-1;3-4-2;3-4-5;3-4-1,0,-0.21,1
4-1-3,0,0,2026-06-11,B,3,0,0.0278,0.5069,0,抜き,3まくり,5720,0.20367,0,202606111602,4-5-2-1-6,0,0,20.3444,0,3-4-5;3-4-2;3-4-1;3-5-4;3-5-2;3-5-1,-0.5,-0.05,4
1-6-5,1,0,2026-06-11,A,3,0,0.0278,0.5069,600,逃げ,3まくり,6630,0.58233,1,202606112011,6-5-1-4-2,0,0,58.2111,0,3-6-5;3-6-1;3-6-4;3-5-6;3-5-1;3-5-4,-0.5,-0.05,1
3-1-4,0,0,2026-06-11,B,3,1,-0.1198,0.47,0,差し,3まくり差し,1830,0.393,0,202606110305,2-1-6-4-5,0,0,40.5202,1,3-2-1;3-2-6;3-2-4;3-1-2;3-1-6;3-1-4,0.5,1.34,3
2-1-3,0,0,2026-06-11,B,3,0,-1.6498,0.0876,0,差し,3まくり差し,2350,0.405,0,202606111109,4-1-2-6-5,0,0,38.8002,0,3-4-1;3-4-2;3-4-6;3-1-4;3-1-2;3-1-6,0,-0.05,2
1-3-2,0,0,2026-06-11,B,3,0,-1.9816,0.0046,0,逃げ,3まくり差し,1480,0.305,0,202606111302,5-2-6-4-1,0,0,28.4684,0,3-5-2;3-5-6;3-5-4;3-2-5;3-2-6;3-2-4,0,-0.05,1
2-1-4,1,0,2026-06-11,A,3,0,-1.1152,0.2212,600,まくり,3まくり差し,10090,0.621,1,202606111307,4-6-1-2-5,0,0,60.9348,0,3-4-6;3-4-1;3-4-2;3-6-4;3-6-1;3-6-2,0,-0.05,2
1-2-5,1,1,2026-06-11,S,3,0,-0.1198,0.47,600,逃げ,3まくり差し,2390,0.717,1,202606111605,5-4-2-1-6,0,0,71.3502,0,3-5-4;3-5-2;3-5-1;3-4-5;3-4-2;3-4-1,-0.5,-0.23,1
1-5-2,1,1,2026-06-11,S,3,0,-0.1198,0.47,600,逃げ,3まくり差し,2380,0.715,1,202606111609,1-2-5-6-4,0,0,71.3302,0,3-1-2;3-1-5;3-1-6;3-2-1;3-2-5;3-2-6,0,-0.05,1
2-5-6,0,0,2026-06-11,B,3,0,-0.1198,0.47,0,差し,3まくり差し,126040,0.477,0,202606112002,6-4-1-5-2,0,0,47.5302,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,0,-0.05,2
5-6-2,1,0,2026-06-11,A,4,0,-0.8642,0.284,600,まくり,4カドまくり,73460,0.661,0,202606110704,5-1-3-2-6,0,0,64.0458,0,4-5-1;4-5-3;4-5-2;4-1-5;4-1-3;4-1-2,-0.5,-1.19,5
1-4-5,0,0,2026-06-11,B,4,0,1.0123,0.7531,0,逃げ,4カドまくり,9000,0.227,0,202606110705,3-5-6-1-2,0,0,22.5223,0,4-3-5;4-3-6;4-3-1;4-5-3;4-5-6;4-5-1,-0.5,-1.19,1
1-2-4,0,0,2026-06-11,B,4,0,-0.5926,0.3519,0,逃げ,4カドまくり,1690,0.285,0,202606110711,1-5-6-2-3,0,0,26.7174,0,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,-0.5,-1.19,1
2-4-6,1,1,2026-06-11,S,4,0,0.6914,0.6728,600,まくり,4カドまくり,2930,0.743,0,202606110903,2-6-3-5-1,0,0,73.8014,0,4-2-6;4-2-3;4-2-5;4-6-2;4-6-3;4-6-5,-0.5,-1.19,2
1-2-4,0,0,2026-06-11,B,4,0,0.5185,0.6296,0,逃げ,4カドまくり,330,0.335,0,202606110910,1-2-3-6-5,0,0,32.8285,0,4-1-2;4-1-3;4-1-6;4-2-1;4-2-3;4-2-6,-0.5,-1.19,1
4-2-5,1,1,2026-06-11,S,4,1,0.3951,0.5988,600,まくり,4カドまくり,3960,0.865,0,202606111105,5-3-2-1-6,0,1,86.8551,0,4-5-3;4-5-2;4-5-1;4-3-5;4-3-2;4-3-1,0,-0.04,4
6-4-1,0,0,2026-06-11,B,4,0,-1.5309,0.1173,0,まくり差し,4カドまくり,45950,0.511,0,202606111108,6-1-5-3-2,0,0,49.5291,0,4-6-1;4-6-5;4-6-3;4-1-6;4-1-5;4-1-3,0,-0.04,6
1-2-5,0,0,2026-06-11,B,4,0,0.7407,0.6852,0,逃げ,4カドまくり,420,0.163,0,202606111111,1-5-2-6-3,0,0,17.0007,0,4-1-5;4-1-2;4-1-6;4-5-1;4-5-2;4-5-6,0,-0.04,1
1-3-2,1,0,2026-06-11,A,4,0,1.9012,0.9753,600,逃げ,4カドまくり,2080,0.539,0,202606111304,1-5-6-2-3,0,0,55.7612,0,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,0,-0.04,1
1-2-4,0,0,2026-06-11,B,4,0,1.0123,0.7531,0,逃げ,4カドまくり,1220,0.292,0,202606111308,1-3-2-5-6,0,0,30.1723,0,4-1-3;4-1-2;4-1-5;4-3-1;4-3-2;4-3-5,0,-0.04,1
,0,0,2026-06-11,B,4,0,1.8765,0.9691,0,逃げ,4カドまくり,0,0.464,0,202606111311,1-6-5-3-2,0,0,48.2365,0,4-1-6;4-1-5;4-1-3;4-6-1;4-6-5;4-6-3,0,-0.04,1
1-4-3,0,0,2026-06-11,B,4,0,-1.4074,0.1481,0,逃げ,4カドまくり,3770,0.419,0,202606111411,2-3-1-5-6,0,0,39.3026,0,4-2-3;4-2-1;4-2-5;4-3-2;4-3-1;4-3-5,-0.5,-1.19,1
5-3-6,0,0,2026-06-11,B,4,0,1.9259,0.9815,0,まくり差し,4カドまくり,86830,0.269,0,202606111510,2-6-1-3-5,0,0,27.6359,0,4-2-6;4-2-1;4-2-3;4-6-2;4-6-1;4-6-3,-0.5,-1.19,5
4-2-3,1,0,2026-06-11,A,4,1,0.0988,0.5247,600,まくり,4カドまくり,3070,0.629,0,202606111603,3-2-5-1-6,3070,1,62.9588,1,4-3-2;4-3-5;4-3-1;4-2-3;4-2-5;4-2-1,0,-0.04,4
1-2-4,0,0,2026-06-11,B,4,0,0.0988,0.5247,0,逃げ,4カドまくり,510,0.299,0,202606111604,1-2-5-3-6,0,0,28.8088,0,4-1-2;4-1-5;4-1-3;4-2-1;4-2-5;4-2-3,-0.5,-1.19,1
4-2-5,1,0,2026-06-11,A,4,1,0.0988,0.5247,600,抜き,4カドまくり,2070,0.633,0,202606111608,5-2-1-3-6,2070,0,62.2088,1,4-5-2;4-5-1;4-5-3;4-2-5;4-2-1;4-2-3,-0.5,-1.19,4
2-1-6,1,0,2026-06-11,A,4,0,0.0988,0.5247,600,差し,4カドまくり,4630,0.571,0,202606111611,2-1-3-6-5,0,0,56.0088,0,4-2-1;4-2-3;4-2-6;4-1-2;4-1-3;4-1-6,-0.5,-1.19,2
1-2-3,0,0,2026-06-11,B,4,0,-1.5309,0.1173,0,逃げ,4カドまくり,720,0.547,0,202606112301,1-3-5-2-6,0,0,51.9791,0,4-1-3;4-1-5;4-1-2;4-3-1;4-3-5;4-3-2,-0.5,-1.19,1
