family,param,floor,month,R,return_yen,profit_yen,roi_pct,head_rate_pct,hit_rate_pct
FIXED,7,10.5,2026-05,0,0.0,0.0,,,
FIXED,7,10.5,2026-06,0,0.0,0.0,,,
FIXED,7,11.0,2026-04,0,0.0,0.0,,,
FIXED,7,11.0,2026-05,0,0.0,0.0,,,
FIXED,7,11.0,2026-06,0,0.0,0.0,,,
FIXED,7,11.5,2026-04,0,0.0,0.0,,,
FIXED,7,11.5,2026-05,0,0.0,0.0,,,
FIXED,7,11.5,2026-06,0,0.0,0.0,,,
FIXED,7,12.0,2026-04,0,0.0,0.0,,,
FIXED,7,12.0,2026-05,0,0.0,0.0,,,
FIXED,7,12.0,2026-06,0,0.0,0.0,,,
FIXED,7,12.5,2026-04,0,0.0,0.0,,,
FIXED,7,12.5,2026-05,0,0.0,0.0,,,
FIXED,7,12.5,2026-06,0,0.0,0.0,,,
FIXED,7,13.0,2026-04,0,0.0,0.0,,,
FIXED,7,13.0,2026-05,0,0.0,0.0,,,
FIXED,7,13.0,2026-06,0,0.0,0.0,,,
FIXED,7,13.5,2026-04,0,0.0,0.0,,,
FIXED,7,13.5,2026-05,0,0.0,0.0,,,
FIXED,7,13.5,2026-06,0,0.0,0.0,,,
FIXED,7,14.0,2026-04,0,0.0,0.0,,,
FIXED,7,14.0,2026-05,0,0.0,0.0,,,
FIXED,7,14.0,2026-06,0,0.0,0.0,,,
FIXED,7,14.5,2026-04,0,0.0,0.0,,,
FIXED,7,14.5,2026-05,0,0.0,0.0,,,
FIXED,7,14.5,2026-06,0,0.0,0.0,,,
FIXED,7,15.0,2026-04,0,0.0,0.0,,,
