family,param,floor,month,R,return_yen,profit_yen,roi_pct,head_rate_pct,hit_rate_pct
FIXED,7,15.0,2026-05,0,0.0,0.0,,,
FIXED,7,15.0,2026-06,0,0.0,0.0,,,
FIXED,8,4.0,2026-04,1,0.0,-10000.0,0.0,0.0,0.0
FIXED,8,4.0,2026-05,0,0.0,0.0,,,
FIXED,8,4.0,2026-06,0,0.0,0.0,,,
FIXED,8,4.5,2026-04,0,0.0,0.0,,,
FIXED,8,4.5,2026-05,0,0.0,0.0,,,
FIXED,8,4.5,2026-06,0,0.0,0.0,,,
FIXED,8,5.0,2026-04,0,0.0,0.0,,,
FIXED,8,5.0,2026-05,0,0.0,0.0,,,
FIXED,8,5.0,2026-06,0,0.0,0.0,,,
FIXED,8,5.5,2026-04,0,0.0,0.0,,,
FIXED,8,5.5,2026-05,0,0.0,0.0,,,
FIXED,8,5.5,2026-06,0,0.0,0.0,,,
FIXED,8,6.0,2026-04,0,0.0,0.0,,,
FIXED,8,6.0,2026-05,0,0.0,0.0,,,
FIXED,8,6.0,2026-06,0,0.0,0.0,,,
FIXED,8,6.5,2026-04,0,0.0,0.0,,,
FIXED,8,6.5,2026-05,0,0.0,0.0,,,
FIXED,8,6.5,2026-06,0,0.0,0.0,,,
FIXED,8,7.0,2026-04,0,0.0,0.0,,,
FIXED,8,7.0,2026-05,0,0.0,0.0,,,
FIXED,8,7.0,2026-06,0,0.0,0.0,,,
FIXED,8,7.5,2026-04,0,0.0,0.0,,,
FIXED,8,7.5,2026-05,0,0.0,0.0,,,
FIXED,8,7.5,2026-06,0,0.0,0.0,,,
FIXED,8,8.0,2026-04,0,0.0,0.0,,,
FIXED,8,8.0,2026-05,0,0.0,0.0,,,
FIXED,8,8.0,2026-06,0,0.0,0.0,,,
FIXED,8,8.5,2026-04,0,0.0,0.0,,,
FIXED,8,8.5,2026-05,0,0.0,0.0,,,
FIXED,8,8.5,2026-06,0,0.0,0.0,,,
FIXED,8,9.0,2026-04,0,0.0,0.0,,,
FIXED,8,9.0,2026-05,0,0.0,0.0,,,
FIXED,8,9.0,2026-06,0,0.0,0.0,,,
FIXED,8,9.5,2026-04,0,0.0,0.0,,,
FIXED,8,9.5,2026-05,0,0.0,0.0,,,
FIXED,8,9.5,2026-06,0,0.0,0.0,,,
FIXED,8,10.0,2026-04,0,0.0,0.0,,,
FIXED,8,10.0,2026-05,0,0.0,0.0,,,
FIXED,8,10.0,2026-06,0,0.0,0.0,,,
FIXED,8,10.5,2026-04,0,0.0,0.0,,,
FIXED,8,10.5,2026-05,0,0.0,0.0,,,
FIXED,8,10.5,2026-06,0,0.0,0.0,,,
FIXED,8,11.0,2026-04,0,0.0,0.0,,,
FIXED,8,11.0,2026-05,0,0.0,0.0,,,
FIXED,8,11.0,2026-06,0,0.0,0.0,,,
FIXED,8,11.5,2026-04,0,0.0,0.0,,,
FIXED,8,11.5,2026-05,0,0.0,0.0,,,
FIXED,8,11.5,2026-06,0,0.0,0.0,,,
FIXED,8,12.0,2026-04,0,0.0,0.0,,,
FIXED,8,12.0,2026-05,0,0.0,0.0,,,
FIXED,8,12.0,2026-06,0,0.0,0.0,,,
FIXED,8,12.5,2026-04,0,0.0,0.0,,,
FIXED,8,12.5,2026-05,0,0.0,0.0,,,
FIXED,8,12.5,2026-06,0,0.0,0.0,,,
FIXED,8,13.0,2026-04,0,0.0,0.0,,,
FIXED,8,13.0,2026-05,0,0.0,0.0,,,
FIXED,8,13.0,2026-06,0,0.0,0.0,,,
FIXED,8,13.5,2026-04,0,0.0,0.0,,,
FIXED,8,13.5,2026-05,0,0.0,0.0,,,
FIXED,8,13.5,2026-06,0,0.0,0.0,,,
FIXED,8,14.0,2026-04,0,0.0,0.0,,,
FIXED,8,14.0,2026-05,0,0.0,0.0,,,
FIXED,8,14.0,2026-06,0,0.0,0.0,,,
FIXED,8,14.5,2026-04,0,0.0,0.0,,,
FIXED,8,14.5,2026-05,0,0.0,0.0,,,
FIXED,8,14.5,2026-06,0,0.0,0.0,,,
FIXED,8,15.0,2026-04,0,0.0,0.0,,,
FIXED,8,15.0,2026-05,0,0.0,0.0,,,
FIXED,8,15.0,2026-06,0,0.0,0.0,,,
FIXED,9,4.0,2026-04,1,0.0,-10000.0,0.0,0.0,0.0
FIXED,9,4.0,2026-05,0,0.0,0.0,,,
FIXED,9,4.0,2026-06,0,0.0,0.0,,,
FIXED,9,4.5,2026-04,0,0.0,0.0,,,
FIXED,9,4.5,2026-05,0,0.0,0.0,,,
FIXED,9,4.5,2026-06,0,0.0,0.0,,,
FIXED,9,5.0,2026-04,0,0.0,0.0,,,
FIXED,9,5.0,2026-05,0,0.0,0.0,,,
FIXED,9,5.0,2026-06,0,0.0,0.0,,,
FIXED,9,5.5,2026-04,0,0.0,0.0,,,
FIXED,9,5.5,2026-05,0,0.0,0.0,,,
FIXED,9,5.5,2026-06,0,0.0,0.0,,,
FIXED,9,6.0,2026-04,0,0.0,0.0,,,
FIXED,9,6.0,2026-05,0,0.0,0.0,,,
FIXED,9,6.0,2026-06,0,0.0,0.0,,,
FIXED,9,6.5,2026-04,0,0.0,0.0,,,
FIXED,9,6.5,2026-05,0,0.0,0.0,,,
FIXED,9,6.5,2026-06,0,0.0,0.0,,,
FIXED,9,7.0,2026-04,0,0.0,0.0,,,
FIXED,9,7.0,2026-05,0,0.0,0.0,,,
FIXED,9,7.0,2026-06,0,0.0,0.0,,,
FIXED,9,7.5,2026-04,0,0.0,0.0,,,
FIXED,9,7.5,2026-05,0,0.0,0.0,,,
FIXED,9,7.5,2026-06,0,0.0,0.0,,,
FIXED,9,8.0,2026-04,0,0.0,0.0,,,
FIXED,9,8.0,2026-05,0,0.0,0.0,,,
FIXED,9,8.0,2026-06,0,0.0,0.0,,,
FIXED,9,8.5,2026-04,0,0.0,0.0,,,
FIXED,9,8.5,2026-05,0,0.0,0.0,,,
FIXED,9,8.5,2026-06,0,0.0,0.0,,,
FIXED,9,9.0,2026-04,0,0.0,0.0,,,
FIXED,9,9.0,2026-05,0,0.0,0.0,,,
FIXED,9,9.0,2026-06,0,0.0,0.0,,,
FIXED,9,9.5,2026-04,0,0.0,0.0,,,
FIXED,9,9.5,2026-05,0,0.0,0.0,,,
FIXED,9,9.5,2026-06,0,0.0,0.0,,,
FIXED,9,10.0,2026-04,0,0.0,0.0,,,
FIXED,9,10.0,2026-05,0,0.0,0.0,,,
FIXED,9,10.0,2026-06,0,0.0,0.0,,,
FIXED,9,10.5,2026-04,0,0.0,0.0,,,
FIXED,9,10.5,2026-05,0,0.0,0.0,,,
FIXED,9,10.5,2026-06,0,0.0,0.0,,,
FIXED,9,11.0,2026-04,0,0.0,0.0,,,
FIXED,9,11.0,2026-05,0,0.0,0.0,,,
FIXED,9,11.0,2026-06,0,0.0,0.0,,,
FIXED,9,11.5,2026-04,0,0.0,0.0,,,
FIXED,9,11.5,2026-05,0,0.0,0.0,,,
FIXED,9,11.5,2026-06,0,0.0,0.0,,,
FIXED,9,12.0,2026-04,0,0.0,0.0,,,
FIXED,9,12.0,2026-05,0,0.0,0.0,,,
FIXED,9,12.0,2026-06,0,0.0,0.0,,,
FIXED,9,12.5,2026-04,0,0.0,0.0,,,
FIXED,9,12.5,2026-05,0,0.0,0.0,,,
FIXED,9,12.5,2026-06,0,0.0,0.0,,,
FIXED,9,13.0,2026-04,0,0.0,0.0,,,
FIXED,9,13.0,2026-05,0,0.0,0.0,,,
FIXED,9,13.0,2026-06,0,0.0,0.0,,,
FIXED,9,13.5,2026-04,0,0.0,0.0,,,
FIXED,9,13.5,2026-05,0,0.0,0.0,,,
FIXED,9,13.5,2026-06,0,0.0,0.0,,,
FIXED,9,14.0,2026-04,0,0.0,0.0,,,
FIXED,9,14.0,2026-05,0,0.0,0.0,,,
FIXED,9,14.0,2026-06,0,0.0,0.0,,,
FIXED,9,14.5,2026-04,0,0.0,0.0,,,
FIXED,9,14.5,2026-05,0,0.0,0.0,,,
FIXED,9,14.5,2026-06,0,0.0,0.0,,,
FIXED,9,15.0,2026-04,0,0.0,0.0,,,
FIXED,9,15.0,2026-05,0,0.0,0.0,,,
FIXED,9,15.0,2026-06,0,0.0,0.0,,,
FIXED,10,4.0,2026-04,0,0.0,0.0,,,
FIXED,10,4.0,2026-05,0,0.0,0.0,,,
FIXED,10,4.0,2026-06,0,0.0,0.0,,,
FIXED,10,4.5,2026-04,0,0.0,0.0,,,
FIXED,10,4.5,2026-05,0,0.0,0.0,,,
FIXED,10,4.5,2026-06,0,0.0,0.0,,,
FIXED,10,5.0,2026-04,0,0.0,0.0,,,
FIXED,10,5.0,2026-05,0,0.0,0.0,,,
FIXED,10,5.0,2026-06,0,0.0,0.0,,,
FIXED,10,5.5,2026-04,0,0.0,0.0,,,
FIXED,10,5.5,2026-05,0,0.0,0.0,,,
FIXED,10,5.5,2026-06,0,0.0,0.0,,,
FIXED,10,6.0,2026-04,0,0.0,0.0,,,
FIXED,10,6.0,2026-05,0,0.0,0.0,,,
FIXED,10,6.0,2026-06,0,0.0,0.0,,,
FIXED,10,6.5,2026-04,0,0.0,0.0,,,
FIXED,10,6.5,2026-05,0,0.0,0.0,,,
FIXED,10,6.5,2026-06,0,0.0,0.0,,,
FIXED,10,7.0,2026-04,0,0.0,0.0,,,
FIXED,10,7.0,2026-05,0,0.0,0.0,,,
FIXED,10,7.0,2026-06,0,0.0,0.0,,,
FIXED,10,7.5,2026-04,0,0.0,0.0,,,
FIXED,10,7.5,2026-05,0,0.0,0.0,,,
FIXED,10,7.5,2026-06,0,0.0,0.0,,,
FIXED,10,8.0,2026-04,0,0.0,0.0,,,
FIXED,10,8.0,2026-05,0,0.0,0.0,,,
FIXED,10,8.0,2026-06,0,0.0,0.0,,,
FIXED,10,8.5,2026-04,0,0.0,0.0,,,
FIXED,10,8.5,2026-05,0,0.0,0.0,,,
FIXED,10,8.5,2026-06,0,0.0,0.0,,,
FIXED,10,9.0,2026-04,0,0.0,0.0,,,
FIXED,10,9.0,2026-05,0,0.0,0.0,,,
FIXED,10,9.0,2026-06,0,0.0,0.0,,,
FIXED,10,9.5,2026-04,0,0.0,0.0,,,
FIXED,10,9.5,2026-05,0,0.0,0.0,,,
FIXED,10,9.5,2026-06,0,0.0,0.0,,,
FIXED,10,10.0,2026-04,0,0.0,0.0,,,
FIXED,10,10.0,2026-05,0,0.0,0.0,,,
FIXED,10,10.0,2026-06,0,0.0,0.0,,,
FIXED,10,10.5,2026-04,0,0.0,0.0,,,
FIXED,10,10.5,2026-05,0,0.0,0.0,,,
FIXED,10,10.5,2026-06,0,0.0,0.0,,,
FIXED,10,11.0,2026-04,0,0.0,0.0,,,
FIXED,10,11.0,2026-05,0,0.0,0.0,,,
FIXED,10,11.0,2026-06,0,0.0,0.0,,,
FIXED,10,11.5,2026-04,0,0.0,0.0,,,
FIXED,10,11.5,2026-05,0,0.0,0.0,,,
FIXED,10,11.5,2026-06,0,0.0,0.0,,,
FIXED,10,12.0,2026-04,0,0.0,0.0,,,
FIXED,10,12.0,2026-05,0,0.0,0.0,,,
FIXED,10,12.0,2026-06,0,0.0,0.0,,,
FIXED,10,12.5,2026-04,0,0.0,0.0,,,
FIXED,10,12.5,2026-05,0,0.0,0.0,,,
FIXED,10,12.5,2026-06,0,0.0,0.0,,,
FIXED,10,13.0,2026-04,0,0.0,0.0,,,
FIXED,10,13.0,2026-05,0,0.0,0.0,,,
FIXED,10,13.0,2026-06,0,0.0,0.0,,,
FIXED,10,13.5,2026-04,0,0.0,0.0,,,
FIXED,10,13.5,2026-05,0,0.0,0.0,,,
FIXED,10,13.5,2026-06,0,0.0,0.0,,,
FIXED,10,14.0,2026-04,0,0.0,0.0,,,
FIXED,10,14.0,2026-05,0,0.0,0.0,,,
FIXED,10,14.0,2026-06,0,0.0,0.0,,,
FIXED,10,14.5,2026-04,0,0.0,0.0,,,
FIXED,10,14.5,2026-05,0,0.0,0.0,,,
FIXED,10,14.5,2026-06,0,0.0,0.0,,,
FIXED,10,15.0,2026-04,0,0.0,0.0,,,
FIXED,10,15.0,2026-05,0,0.0,0.0,,,
FIXED,10,15.0,2026-06,0,0.0,0.0,,,
FIXED,11,4.0,2026-04,0,0.0,0.0,,,
FIXED,11,4.0,2026-05,0,0.0,0.0,,,
FIXED,11,4.0,2026-06,0,0.0,0.0,,,
FIXED,11,4.5,2026-04,0,0.0,0.0,,,
FIXED,11,4.5,2026-05,0,0.0,0.0,,,
FIXED,11,4.5,2026-06,0,0.0,0.0,,,
FIXED,11,5.0,2026-04,0,0.0,0.0,,,
FIXED,11,5.0,2026-05,0,0.0,0.0,,,
FIXED,11,5.0,2026-06,0,0.0,0.0,,,
FIXED,11,5.5,2026-04,0,0.0,0.0,,,
FIXED,11,5.5,2026-05,0,0.0,0.0,,,
FIXED,11,5.5,2026-06,0,0.0,0.0,,,
FIXED,11,6.0,2026-04,0,0.0,0.0,,,
FIXED,11,6.0,2026-05,0,0.0,0.0,,,
FIXED,11,6.0,2026-06,0,0.0,0.0,,,
FIXED,11,6.5,2026-04,0,0.0,0.0,,,
FIXED,11,6.5,2026-05,0,0.0,0.0,,,
FIXED,11,6.5,2026-06,0,0.0,0.0,,,
FIXED,11,7.0,2026-04,0,0.0,0.0,,,
FIXED,11,7.0,2026-05,0,0.0,0.0,,,
FIXED,11,7.0,2026-06,0,0.0,0.0,,,
FIXED,11,7.5,2026-04,0,0.0,0.0,,,
FIXED,11,7.5,2026-05,0,0.0,0.0,,,
FIXED,11,7.5,2026-06,0,0.0,0.0,,,
FIXED,11,8.0,2026-04,0,0.0,0.0,,,
FIXED,11,8.0,2026-05,0,0.0,0.0,,,
FIXED,11,8.0,2026-06,0,0.0,0.0,,,
FIXED,11,8.5,2026-04,0,0.0,0.0,,,
FIXED,11,8.5,2026-05,0,0.0,0.0,,,
FIXED,11,8.5,2026-06,0,0.0,0.0,,,
FIXED,11,9.0,2026-04,0,0.0,0.0,,,
FIXED,11,9.0,2026-05,0,0.0,0.0,,,
FIXED,11,9.0,2026-06,0,0.0,0.0,,,
FIXED,11,9.5,2026-04,0,0.0,0.0,,,
FIXED,11,9.5,2026-05,0,0.0,0.0,,,
FIXED,11,9.5,2026-06,0,0.0,0.0,,,
FIXED,11,10.0,2026-04,0,0.0,0.0,,,
FIXED,11,10.0,2026-05,0,0.0,0.0,,,
FIXED,11,10.0,2026-06,0,0.0,0.0,,,
FIXED,11,10.5,2026-04,0,0.0,0.0,,,
FIXED,11,10.5,2026-05,0,0.0,0.0,,,
FIXED,11,10.5,2026-06,0,0.0,0.0,,,
FIXED,11,11.0,2026-04,0,0.0,0.0,,,
FIXED,11,11.0,2026-05,0,0.0,0.0,,,
FIXED,11,11.0,2026-06,0,0.0,0.0,,,
FIXED,11,11.5,2026-04,0,0.0,0.0,,,
FIXED,11,11.5,2026-05,0,0.0,0.0,,,
FIXED,11,11.5,2026-06,0,0.0,0.0,,,
FIXED,11,12.0,2026-04,0,0.0,0.0,,,
FIXED,11,12.0,2026-05,0,0.0,0.0,,,
FIXED,11,12.0,2026-06,0,0.0,0.0,,,
FIXED,11,12.5,2026-04,0,0.0,0.0,,,
FIXED,11,12.5,2026-05,0,0.0,0.0,,,
FIXED,11,12.5,2026-06,0,0.0,0.0,,,
FIXED,11,13.0,2026-04,0,0.0,0.0,,,
FIXED,11,13.0,2026-05,0,0.0,0.0,,,
FIXED,11,13.0,2026-06,0,0.0,0.0,,,
FIXED,11,13.5,2026-04,0,0.0,0.0,,,
FIXED,11,13.5,2026-05,0,0.0,0.0,,,
FIXED,11,13.5,2026-06,0,0.0,0.0,,,
FIXED,11,14.0,2026-04,0,0.0,0.0,,,
FIXED,11,14.0,2026-05,0,0.0,0.0,,,
FIXED,11,14.0,2026-06,0,0.0,0.0,,,
FIXED,11,14.5,2026-04,0,0.0,0.0,,,
FIXED,11,14.5,2026-05,0,0.0,0.0,,,
FIXED,11,14.5,2026-06,0,0.0,0.0,,,
FIXED,11,15.0,2026-04,0,0.0,0.0,,,
FIXED,11,15.0,2026-05,0,0.0,0.0,,,
FIXED,11,15.0,2026-06,0,0.0,0.0,,,
FIXED,12,4.0,2026-04,0,0.0,0.0,,,
FIXED,12,4.0,2026-05,0,0.0,0.0,,,
FIXED,12,4.0,2026-06,0,0.0,0.0,,,
FIXED,12,4.5,2026-04,0,0.0,0.0,,,
FIXED,12,4.5,2026-05,0,0.0,0.0,,,
FIXED,12,4.5,2026-06,0,0.0,0.0,,,
FIXED,12,5.0,2026-04,0,0.0,0.0,,,
FIXED,12,5.0,2026-05,0,0.0,0.0,,,
FIXED,12,5.0,2026-06,0,0.0,0.0,,,
FIXED,12,5.5,2026-04,0,0.0,0.0,,,
FIXED,12,5.5,2026-05,0,0.0,0.0,,,
FIXED,12,5.5,2026-06,0,0.0,0.0,,,
FIXED,12,6.0,2026-04,0,0.0,0.0,,,
FIXED,12,6.0,2026-05,0,0.0,0.0,,,
FIXED,12,6.0,2026-06,0,0.0,0.0,,,
FIXED,12,6.5,2026-04,0,0.0,0.0,,,
FIXED,12,6.5,2026-05,0,0.0,0.0,,,
FIXED,12,6.5,2026-06,0,0.0,0.0,,,
FIXED,12,7.0,2026-04,0,0.0,0.0,,,
FIXED,12,7.0,2026-05,0,0.0,0.0,,,
FIXED,12,7.0,2026-06,0,0.0,0.0,,,
FIXED,12,7.5,2026-04,0,0.0,0.0,,,
FIXED,12,7.5,2026-05,0,0.0,0.0,,,
FIXED,12,7.5,2026-06,0,0.0,0.0,,,
FIXED,12,8.0,2026-04,0,0.0,0.0,,,
FIXED,12,8.0,2026-05,0,0.0,0.0,,,
FIXED,12,8.0,2026-06,0,0.0,0.0,,,
FIXED,12,8.5,2026-04,0,0.0,0.0,,,
FIXED,12,8.5,2026-05,0,0.0,0.0,,,
FIXED,12,8.5,2026-06,0,0.0,0.0,,,
FIXED,12,9.0,2026-04,0,0.0,0.0,,,
FIXED,12,9.0,2026-05,0,0.0,0.0,,,
FIXED,12,9.0,2026-06,0,0.0,0.0,,,
FIXED,12,9.5,2026-04,0,0.0,0.0,,,
FIXED,12,9.5,2026-05,0,0.0,0.0,,,
FIXED,12,9.5,2026-06,0,0.0,0.0,,,
FIXED,12,10.0,2026-04,0,0.0,0.0,,,
FIXED,12,10.0,2026-05,0,0.0,0.0,,,
FIXED,12,10.0,2026-06,0,0.0,0.0,,,
FIXED,12,10.5,2026-04,0,0.0,0.0,,,
FIXED,12,10.5,2026-05,0,0.0,0.0,,,
FIXED,12,10.5,2026-06,0,0.0,0.0,,,
FIXED,12,11.0,2026-04,0,0.0,0.0,,,
FIXED,12,11.0,2026-05,0,0.0,0.0,,,
FIXED,12,11.0,2026-06,0,0.0,0.0,,,
FIXED,12,11.5,2026-04,0,0.0,0.0,,,
FIXED,12,11.5,2026-05,0,0.0,0.0,,,
FIXED,12,11.5,2026-06,0,0.0,0.0,,,
FIXED,12,12.0,2026-04,0,0.0,0.0,,,
FIXED,12,12.0,2026-05,0,0.0,0.0,,,
FIXED,12,12.0,2026-06,0,0.0,0.0,,,
FIXED,12,12.5,2026-04,0,0.0,0.0,,,
FIXED,12,12.5,2026-05,0,0.0,0.0,,,
FIXED,12,12.5,2026-06,0,0.0,0.0,,,
FIXED,12,13.0,2026-04,0,0.0,0.0,,,
FIXED,12,13.0,2026-05,0,0.0,0.0,,,
FIXED,12,13.0,2026-06,0,0.0,0.0,,,
FIXED,12,13.5,2026-04,0,0.0,0.0,,,
FIXED,12,13.5,2026-05,0,0.0,0.0,,,
FIXED,12,13.5,2026-06,0,0.0,0.0,,,
FIXED,12,14.0,2026-04,0,0.0,0.0,,,
FIXED,12,14.0,2026-05,0,0.0,0.0,,,
FIXED,12,14.0,2026-06,0,0.0,0.0,,,
FIXED,12,14.5,2026-04,0,0.0,0.0,,,
FIXED,12,14.5,2026-05,0,0.0,0.0,,,
FIXED,12,14.5,2026-06,0,0.0,0.0,,,
FIXED,12,15.0,2026-04,0,0.0,0.0,,,
FIXED,12,15.0,2026-05,0,0.0,0.0,,,
FIXED,12,15.0,2026-06,0,0.0,0.0,,,
ADAPT,3,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,3,4.0,2026-05,6,117800.0,57800.0,196.33333333333334,50.0,33.33333333333333
ADAPT,3,4.0,2026-06,15,54560.00000000001,-95440.0,36.37333333333334,33.33333333333333,6.666666666666667
ADAPT,3,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,3,4.5,2026-05,6,117800.0,57800.0,196.33333333333334,50.0,33.33333333333333
ADAPT,3,4.5,2026-06,14,54560.00000000001,-85440.0,38.971428571428575,35.714285714285715,7.142857142857142
ADAPT,3,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,3,5.0,2026-05,6,117800.0,57800.0,196.33333333333334,50.0,33.33333333333333
ADAPT,3,5.0,2026-06,12,54560.00000000001,-65439.99999999999,45.466666666666676,33.33333333333333,8.333333333333332
ADAPT,3,5.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,3,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333
ADAPT,3,5.5,2026-06,11,0.0,-110000.0,0.0,27.27272727272727,0.0
ADAPT,3,6.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,3,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0
ADAPT,3,6.0,2026-06,11,0.0,-110000.0,0.0,27.27272727272727,0.0
ADAPT,3,6.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,3,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0
ADAPT,3,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0
ADAPT,3,7.0,2026-04,7,0.0,-70000.0,0.0,14.285714285714285,0.0
ADAPT,3,7.0,2026-05,5,77140.0,27140.0,154.28,60.0,20.0
ADAPT,3,7.0,2026-06,9,0.0,-90000.0,0.0,33.33333333333333,0.0
ADAPT,3,7.5,2026-04,7,0.0,-70000.0,0.0,14.285714285714285,0.0
ADAPT,3,7.5,2026-05,4,77140.0,37140.0,192.85,50.0,25.0
ADAPT,3,7.5,2026-06,7,0.0,-70000.0,0.0,28.57142857142857,0.0
ADAPT,3,8.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0
ADAPT,3,8.0,2026-05,3,0.0,-30000.0,0.0,33.33333333333333,0.0
ADAPT,3,8.0,2026-06,6,0.0,-60000.0,0.0,16.666666666666664,0.0
ADAPT,3,8.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0
ADAPT,3,8.5,2026-05,3,0.0,-30000.0,0.0,33.33333333333333,0.0
ADAPT,3,8.5,2026-06,5,0.0,-50000.0,0.0,20.0,0.0
ADAPT,3,9.0,2026-04,5,0.0,-50000.0,0.0,20.0,0.0
ADAPT,3,9.0,2026-05,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,9.0,2026-06,5,0.0,-50000.0,0.0,20.0,0.0
ADAPT,3,9.5,2026-04,5,0.0,-50000.0,0.0,20.0,0.0
ADAPT,3,9.5,2026-05,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,9.5,2026-06,5,0.0,-50000.0,0.0,20.0,0.0
ADAPT,3,10.0,2026-04,4,0.0,-40000.0,0.0,25.0,0.0
ADAPT,3,10.0,2026-05,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,10.0,2026-06,5,0.0,-50000.0,0.0,20.0,0.0
ADAPT,3,10.5,2026-04,4,0.0,-40000.0,0.0,25.0,0.0
ADAPT,3,10.5,2026-05,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,10.5,2026-06,4,0.0,-40000.0,0.0,25.0,0.0
ADAPT,3,11.0,2026-04,2,0.0,-20000.0,0.0,0.0,0.0
ADAPT,3,11.0,2026-05,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,11.0,2026-06,4,0.0,-40000.0,0.0,25.0,0.0
ADAPT,3,11.5,2026-04,2,0.0,-20000.0,0.0,0.0,0.0
ADAPT,3,11.5,2026-05,1,0.0,-10000.0,0.0,100.0,0.0
ADAPT,3,11.5,2026-06,3,0.0,-30000.0,0.0,33.33333333333333,0.0
ADAPT,3,12.0,2026-04,2,0.0,-20000.0,0.0,0.0,0.0
ADAPT,3,12.0,2026-05,1,0.0,-10000.0,0.0,100.0,0.0
ADAPT,3,12.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,12.5,2026-04,1,0.0,-10000.0,0.0,0.0,0.0
ADAPT,3,12.5,2026-05,0,0.0,0.0,,,
ADAPT,3,12.5,2026-06,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,13.0,2026-04,1,0.0,-10000.0,0.0,0.0,0.0
ADAPT,3,13.0,2026-05,0,0.0,0.0,,,
ADAPT,3,13.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,13.5,2026-04,0,0.0,0.0,,,
ADAPT,3,13.5,2026-05,0,0.0,0.0,,,
ADAPT,3,13.5,2026-06,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,14.0,2026-04,0,0.0,0.0,,,
ADAPT,3,14.0,2026-05,0,0.0,0.0,,,
ADAPT,3,14.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0
ADAPT,3,14.5,2026-04,0,0.0,0.0,,,
ADAPT,3,14.5,2026-05,0,0.0,0.0,,,
ADAPT,3,14.5,2026-06,1,0.0,-10000.0,0.0,0.0,0.0
ADAPT,3,15.0,2026-04,0,0.0,0.0,,,
ADAPT,3,15.0,2026-05,0,0.0,0.0,,,
ADAPT,3,15.0,2026-06,1,0.0,-10000.0,0.0,0.0,0.0
ADAPT,4,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,4,4.0,2026-05,6,105210.0,45210.0,175.35,50.0,33.33333333333333
ADAPT,4,4.0,2026-06,15,49280.00000000001,-100720.0,32.85333333333334,33.33333333333333,6.666666666666667
ADAPT,4,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,4,4.5,2026-05,6,113330.0,53330.0,188.88333333333333,50.0,33.33333333333333
ADAPT,4,4.5,2026-06,14,49280.00000000001,-90720.0,35.20000000000001,35.714285714285715,7.142857142857142
ADAPT,4,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,4,5.0,2026-05,6,113330.0,53330.0,188.88333333333333,50.0,33.33333333333333
ADAPT,4,5.0,2026-06,12,54560.00000000001,-65439.99999999999,45.466666666666676,33.33333333333333,8.333333333333332
ADAPT,4,5.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,4,5.5,2026-05,6,139720.0,79720.0,232.86666666666667,50.0,33.33333333333333
ADAPT,4,5.5,2026-06,11,0.0,-110000.0,0.0,27.27272727272727,0.0
ADAPT,4,6.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,4,6.0,2026-05,5,139720.0,89720.0,279.44,60.0,40.0
ADAPT,4,6.0,2026-06,11,0.0,-110000.0,0.0,27.27272727272727,0.0
ADAPT,4,6.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0
ADAPT,4,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0
ADAPT,4,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0
ADAPT,4,7.0,2026-04,7,0.0,-70000.0,0.0,14.285714285714285,0.0
ADAPT,4,7.0,2026-05,5,77140.0,27140.0,154.28,60.0,20.0
ADAPT,4,7.0,2026-06,9,0.0,-90000.0,0.0,33.33333333333333,0.0
ADAPT,4,7.5,2026-04,7,0.0,-70000.0,0.0,14.285714285714285,0.0
