feature,category,n,overall_head_rate,direction,auc_oriented,std_mean_diff,top10_n,top10_head_rate,top10_lift_pt,top20_n,top20_head_rate,top20_lift_pt,month_direction_good,month_direction_seen,month_consistency,month_direction_detail,oof_n,base_oof_auc,plus_feature_oof_auc,delta_oof_auc,delta_logloss,incremental_months_positive,incremental_months_seen,incremental_month_floor_auc_delta,incremental_month_mean_auc_delta,importance_score
wind_speed,当日展示_風_環境,537,0.2383612662942272,high,0.5353377139364304,0.09450644549497547,73,0.2602739726027397,2.1912706308512524,160,0.24375,0.5388733705772808,4,5,0.8,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.641546067758493
rank_b2_v93,相手構成_v93,592,0.23817567567567569,low,0.532960639084147,0.11755323262985322,126,0.25396825396825395,1.579257829257827,126,0.25396825396825395,1.579257829257827,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.611915474266269
b5_gh_p12_overall,その他,592,0.23817567567567569,low,0.5215832429117327,0.11204561344060811,60,0.2833333333333333,4.515765765765764,119,0.2605042016806723,2.23285260049966,5,5,1.0,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.604894811273207
b5_vh_p2_overall,その他,592,0.23817567567567569,low,0.5350364045226528,0.13618199807170012,61,0.26229508196721313,2.411940629153744,120,0.24166666666666667,0.3490990990990983,4,5,0.8,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.573460272085097
b4_gh_p2_overall,4号艇_過去展示機力,592,0.23817567567567569,high,0.5268984604739665,0.0968161416167704,61,0.2786885245901639,4.051284891448822,121,0.2809917355371901,4.28160598615144,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,7.546167244626937
rel_vh_delta_overall_4v2,4号艇vs他艇_過去展示差,592,0.23817567567567569,low,0.5321193250617225,0.07831285794047715,60,0.2,-3.8175675675675675,119,0.25210084033613445,1.3925164660458762,4,5,0.8,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,7.49043579938143
b5_gh_p1_display,その他,592,0.23817567567567569,low,0.5359091695365696,0.1295094029179031,102,0.2549019607843137,1.6726285108638024,174,0.28160919540229884,4.343351972662315,3,5,0.6,2026-02:-;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.4595873481894275
b4_gh_p12_overall,4号艇_過去展示機力,592,0.23817567567567569,high,0.5380635624538064,0.10497268561846149,60,0.2833333333333333,4.515765765765764,119,0.2689075630252101,3.0731887349534386,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,7.420993992371326
b4_vh_p12_straight,4号艇_過去展示機力,592,0.23817567567567569,high,0.5341243257693699,0.103116438935601,68,0.23529411764705882,-0.2881558028616865,119,0.226890756302521,-1.1284919373154678,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,7.412432576936986
b3_pl_frame_win,その他,592,0.23817567567567569,low,0.5238713025428127,0.15147321947103135,71,0.23943661971830985,0.126094404263416,135,0.22962962962962963,-0.8546046046046057,5,5,1.0,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.387130254281267
b6_gh_p1_straight,その他,592,0.23817567567567569,high,0.5310578540988504,0.1334430288349283,90,0.2777777777777778,3.9602102102102106,169,0.2485207100591716,1.0345034383495904,4,5,0.8,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,7.312686097554961
rel_vh_p12_turn_4v5,4号艇vs他艇_過去展示差,592,0.23817567567567569,high,0.5328348351181771,0.1435417967866517,60,0.31666666666666665,7.849099099099097,121,0.23140495867768596,-0.6770716997989729,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,7.283483511817709
b4_gh_p12_turn,4号艇_過去展示機力,592,0.23817567567567569,high,0.5347140318598544,0.11287748696080964,66,0.24242424242424243,0.42485667485667455,119,0.2773109243697479,3.913524869407223,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,7.254108159866889
opp_national_b2_v93,相手構成_v93,592,0.23817567567567569,low,0.5241858124577378,0.08908753234897984,60,0.31666666666666665,7.849099099099097,119,0.2773109243697479,3.913524869407223,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,7.201286219655222
b4_pl_frame_p2,4号艇_選手力,592,0.23817567567567569,high,0.5212608702489345,0.0989100338737774,65,0.3230769230769231,8.490124740124742,120,0.2916666666666667,5.3490990990991,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.195906844713273
rel_pl_recent_p2_4v6,4号艇vs他艇_選手力差,592,0.23817567567567569,high,0.5319148936170213,0.12466431944108335,66,0.25757575757575757,1.9400081900081885,121,0.23140495867768596,-0.6770716997989729,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.191489361702127
b4_gh_p12_display,4号艇_過去展示機力,592,0.23817567567567569,high,0.5328033841266846,0.10410713726172546,70,0.3142857142857143,7.6110038610038595,134,0.2835820895522388,4.5406413876563105,3,5,0.6,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:-,,,,,,,,,,7.188466690199722
b6_vh_delta_overall,その他,592,0.23817567567567569,low,0.5366561305845167,0.09710266786336351,60,0.26666666666666666,2.8490990990990976,119,0.2605042016806723,2.23285260049966,3,5,0.6,2026-02:-;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,7.1121835785515986
rel_vh_p12_turn_4v1,4号艇vs1号艇_過去展示差,592,0.23817567567567569,high,0.5257347737887438,0.13057441930159508,60,0.26666666666666666,2.8490990990990976,125,0.264,2.582432432432433,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,7.089963865360865
b6_gh_p12_display,その他,592,0.23817567567567569,high,0.5306568539573211,0.10375951534140945,70,0.2571428571428571,1.8967181467181433,130,0.23846153846153847,0.028586278586278935,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,7.0714026514493655
b1_vh_delta_straight,1号艇_過去展示機力,592,0.23817567567567569,low,0.5311915208126936,0.08696117983337105,100,0.25,1.1824324324324316,141,0.28368794326241137,4.551226758673568,3,5,0.6,2026-02:+;2026-03:-;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,7.029397433004075
rel_st_raw_4v3,ST攻撃力_壁,537,0.2383612662942272,high,0.5302280715158925,0.07761386662606141,56,0.25,1.1638733705772815,109,0.22935779816513763,-0.9003468129089559,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.022807151589246
attack4_st_edge3,ST攻撃力_壁,537,0.2383612662942272,low,0.5302280715158925,0.07761386662606141,56,0.25,1.1638733705772815,109,0.22935779816513763,-0.9003468129089559,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,7.022807151589246
b1_vh_p12_straight,1号艇_過去展示機力,592,0.23817567567567569,low,0.5327483448915726,0.1103577911429388,63,0.23809523809523808,-0.00804375804376034,120,0.275,3.682432432432434,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,7.01132097564375
rel_vh_delta_display_4v1,4号艇vs1号艇_過去展示差,592,0.23817567567567569,low,0.5327562076394459,0.13128981640732768,61,0.32786885245901637,8.969317678334068,124,0.27419354838709675,3.601787271142107,3,5,0.6,2026-02:-;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.995978218173008
b2_gh_delta_turn,その他,592,0.23817567567567569,high,0.5230299885203881,0.11005717689015827,62,0.27419354838709675,3.601787271142107,132,0.2727272727272727,3.4551597051597023,4,5,0.8,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,6.994030793070747
rel_st_raw_rank_4v2,ST攻撃力_壁,592,0.23817567567567569,high,0.5208598701074052,0.0704931969145071,106,0.3018867924528302,6.371111677715449,168,0.27976190476190477,4.158622908622908,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.917711592465102
b6_gh_p12_straight,その他,592,0.23817567567567569,high,0.5331100312937366,0.14520593942211565,60,0.3,6.182432432432431,127,0.2677165354330709,2.9540859757395204,3,5,0.6,2026-02:-;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,6.9018203245215615
b6_vh_delta_turn,その他,592,0.23817567567567569,low,0.5346589926247425,0.1029295540637809,63,0.25396825396825395,1.579257829257827,120,0.25833333333333336,2.0157657657657673,3,5,0.6,2026-02:-;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,6.869052415627401
rel_vh_delta_straight_4v3,4号艇vs他艇_過去展示差,592,0.23817567567567569,high,0.53246528596814,0.06422362459017014,60,0.25,1.1824324324324316,134,0.26865671641791045,3.048104074223476,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.856149411658698
b5_gh_p1_turn,その他,592,0.23817567567567569,low,0.525011400984416,0.1084208631577314,71,0.28169014084507044,4.351446516939475,137,0.25547445255474455,1.7298776879068862,4,5,0.8,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,6.847115636022979
st_raw_strength_b3,ST攻撃力_壁,592,0.23817567567567569,high,0.5317183249201931,0.10674114711607151,144,0.2708333333333333,3.265765765765763,144,0.2708333333333333,3.265765765765763,3,5,0.6,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:-,,,,,,,,,,6.824985645172463
rel_vh_delta_overall_4v1,4号艇vs1号艇_過去展示差,592,0.23817567567567569,high,0.5236354201066189,0.07146511831166062,61,0.16393442622950818,-7.42412494461675,119,0.2605042016806723,2.23285260049966,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.810112530761822
b5_vh_p1_straight,その他,592,0.23817567567567569,low,0.527181519397399,0.12049161316724179,84,0.27380952380952384,3.563384813384815,153,0.24183006535947713,0.365438968380144,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.791239733415928
b4_vh_delta_turn,4号艇_過去展示機力,592,0.23817567567567569,low,0.5355238948907863,0.06497757066289458,72,0.2222222222222222,-1.5953453453453474,135,0.24444444444444444,0.6268768768768751,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:-;2026-06:+,,,,,,,,,,6.677764864454009
b3_gh_delta_display,その他,592,0.23817567567567569,high,0.5246890283216179,0.05514830468885758,84,0.2857142857142857,4.753861003861001,124,0.29838709677419356,6.021142109851787,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.673131254132148
b1_gh_p1_straight,1号艇_過去展示機力,592,0.23817567567567569,low,0.5288248337028825,0.10184449729533396,79,0.2911392405063291,5.296356483065343,170,0.27647058823529413,3.829491255961845,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,6.648381621480616
b2_pl_all_p2,その他,592,0.23817567567567569,low,0.5152222798823733,0.059935268360979226,60,0.3333333333333333,9.515765765765764,119,0.29411764705882354,5.594197138314786,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.641067415900292
b2_gh_p1_overall,その他,592,0.23817567567567569,low,0.5261908131653851,0.058167150336132845,61,0.2459016393442623,0.7725963668586605,120,0.23333333333333334,-0.48423423423423484,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.619081316538507
rel_pl_frame_p2_4v5,4号艇vs他艇_選手力差,592,0.23817567567567569,high,0.5166611627431554,0.07786398641330802,60,0.36666666666666664,12.849099099099096,119,0.2857142857142857,4.753861003861001,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.616888475087744
b5_vh_p1_display,その他,592,0.23817567567567569,low,0.5204352817222562,0.0852300771680404,94,0.24468085106382978,0.6505175388154094,163,0.26380368098159507,2.562800530591938,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.556088278344005
opp_nst_b3_v93,相手構成_v93,592,0.23817567567567569,low,0.5321900897925806,0.09960162432392843,83,0.21686746987951808,-2.1308205796157607,159,0.25157232704402516,1.339665136834947,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.486942006625053
b2_vh_delta_overall,その他,592,0.23817567567567569,high,0.5249484990014309,0.0909897609295247,60,0.26666666666666666,2.8490990990990976,119,0.2857142857142857,4.753861003861001,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,6.445622100915292
rel_st_raw_4v6,ST攻撃力_壁,535,0.23925233644859814,low,0.5240229576167077,0.07439292831205564,57,0.24561403508771928,0.6361698639121144,110,0.2909090909090909,5.165675446049275,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,6.435430850880625
b2_vh_p1_overall,その他,592,0.23817567567567569,low,0.5236275573587457,0.057720625593640114,60,0.26666666666666666,2.8490990990990976,120,0.24166666666666667,0.3490990990990983,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.432575555694386
opp_nst_b6_v93,相手構成_v93,592,0.23817567567567569,low,0.5225896746394931,0.07600989106924405,67,0.26865671641791045,3.048104074223476,175,0.24571428571428572,0.7538610038610033,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.4097396647215135
b3_vh_delta_straight,その他,592,0.23817567567567569,high,0.5320878740702301,0.08887754916991553,71,0.2535211267605634,1.5345451084887691,129,0.24806201550387597,0.988633982820028,3,5,0.6,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.406514203587012
rel_st_corr_strength_4v6,ST攻撃力_壁,592,0.23817567567567569,high,0.5299334811529934,0.08416236685349743,62,0.22580645161290322,-1.2369224062772466,178,0.25842696629213485,2.0251290616459166,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,6.398373927628526
rel_pl_all_win_4v6,4号艇vs他艇_選手力差,592,0.23817567567567569,high,0.5275274803038166,0.13897827961786755,60,0.3,6.182432432432431,119,0.2689075630252101,3.0731887349534386,3,5,0.6,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.367385777372345
b6_vh_p1_turn,その他,592,0.23817567567567569,low,0.5233130474438206,0.07985718260683011,60,0.26666666666666666,2.8490990990990976,119,0.226890756302521,-1.1284919373154678,4,5,0.8,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,6.331304744382057
b2_vh_p12_display,その他,592,0.23817567567567569,high,0.5183437907880046,0.08998075174904135,61,0.29508196721311475,5.690629153743906,126,0.2619047619047619,2.372908622908623,4,5,0.8,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.308960803382188
rel_pl_frame_win_4v3,4号艇vs他艇_選手力差,592,0.23817567567567569,high,0.5272522841282572,0.10007816606935886,60,0.26666666666666666,2.8490990990990976,120,0.26666666666666666,2.8490990990990976,3,5,0.6,2026-02:+;2026-03:-;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,6.29504823264554
b2_pl_all_win,その他,592,0.23817567567567569,low,0.5149706719504332,0.062046613204007145,60,0.31666666666666665,7.849099099099097,119,0.2773109243697479,3.913524869407223,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.279772168924767
b3_vh_p1_straight,その他,592,0.23817567567567569,high,0.5198062618924062,0.07478312048812612,63,0.30158730158730157,6.341162591162589,119,0.25210084033613445,1.3925164660458762,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.259129482449795
b4_vh_p12_overall,4号艇_過去展示機力,592,0.23817567567567569,high,0.5314352659967605,0.056335438403850024,60,0.23333333333333334,-0.48423423423423484,119,0.24369747899159663,0.5521803315920948,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.253962665994469
rel_vh_delta_straight_4v2,4号艇vs他艇_過去展示差,592,0.23817567567567569,high,0.519365948011511,0.11868218614004596,64,0.296875,5.869932432432432,134,0.2537313432835821,1.5555667607906414,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.247708153309231
rel_pl_frame_p2_4v6,4号艇vs他艇_選手力差,592,0.23817567567567569,high,0.5212608702489345,0.10117409056070065,60,0.25,1.1824324324324316,119,0.29411764705882354,5.594197138314786,3,5,0.6,2026-02:-;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,6.24492645255641
b6_gh_p2_turn,その他,592,0.23817567567567569,high,0.5192086930540485,0.05719815116407533,64,0.1875,-5.067567567567568,154,0.2532467532467532,1.5071077571077534,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.222290856826399
opp_motor_b2_v93,相手構成_v93,592,0.23817567567567569,high,0.5258998914940793,0.06568200952446014,60,0.26666666666666666,2.8490990990990976,119,0.2689075630252101,3.0731887349534386,3,5,0.6,2026-02:-;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,6.204626896398622
b4_gh_p1_overall,4号艇_過去展示機力,592,0.23817567567567569,high,0.5318755798776555,0.07599672460731692,61,0.2459016393442623,0.7725963668586605,119,0.226890756302521,-1.1284919373154678,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.187557987765555
rel_st_raw_strength_4v6,ST攻撃力_壁,592,0.23817567567567569,high,0.526560362315422,0.061562798641481495,62,0.22580645161290322,-1.2369224062772466,186,0.26344086021505375,2.5265184539378067,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,6.1613399223297645
b2_gh_p12_straight,その他,592,0.23817567567567569,high,0.5284474218049724,0.08789875611847024,60,0.21666666666666667,-2.150900900900901,123,0.25203252032520324,1.3856844649527549,3,5,0.6,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.12187907348779
b2_gh_p1_straight,その他,592,0.23817567567567569,high,0.5253494991429604,0.07445015096769038,72,0.2222222222222222,-1.5953453453453474,154,0.2662337662337662,2.8058090558090525,3,5,0.6,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.096111725457847
b4_vh_p2_overall,4号艇_過去展示機力,592,0.23817567567567569,high,0.5172272805900207,0.08168541952401398,63,0.25396825396825395,1.579257829257827,121,0.256198347107438,1.802267143176231,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,6.083181487637312
b4_gh_delta_turn,4号艇_過去展示機力,592,0.23817567567567569,low,0.5301300498498215,0.06629015113897264,61,0.2459016393442623,0.7725963668586605,120,0.24166666666666667,0.3490990990990983,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:-;2026-06:+,,,,,,,,,,6.082824804801968
rel_st_raw_strength_4v2,ST攻撃力_壁,592,0.23817567567567569,low,0.5179821043858408,0.06817139346781709,60,0.25,1.1824324324324316,149,0.30201342281879195,6.383774714311627,3,5,0.6,2026-02:-;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.074965381446406
rel_st_raw_4v5,ST攻撃力_壁,537,0.2383612662942272,low,0.518872249388753,0.0909036739201574,58,0.2413793103448276,0.301804405060041,109,0.24770642201834864,0.9345155724121451,4,5,0.8,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.074128053357727
rel_pl_frame_win_4v2,4号艇vs他艇_選手力差,592,0.23817567567567569,high,0.527865578462361,0.12004241735489814,60,0.31666666666666665,7.849099099099097,119,0.25210084033613445,1.3925164660458762,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,6.065061139445279
b6_gh_p2_overall,その他,592,0.23817567567567569,high,0.5175968297400576,0.06831077336252218,61,0.2459016393442623,0.7725963668586605,119,0.25210084033613445,1.3925164660458762,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,6.038186267214936
rel_st_corr_rank_4v6,ST攻撃力_壁,592,0.23817567567567569,low,0.5279677941847117,0.0898673505725862,102,0.27450980392156865,3.6334128245892967,188,0.25,1.1824324324324316,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,6.03326590495766
b2_vh_delta_turn,その他,592,0.23817567567567569,high,0.5223537922032992,0.08699289444999976,67,0.2835820895522388,4.5406413876563105,134,0.27611940298507465,3.7943727309398962,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.994253766517904
b5_gh_p1_straight,その他,592,0.23817567567567569,low,0.518807692912519,0.08643644304340771,87,0.27586206896551724,3.7686393289841553,156,0.24358974358974358,0.5414067914067899,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,5.9890506495332625
b5_pl_frame_races,その他,592,0.23817567567567569,low,0.5245946753471402,0.10249058023221395,75,0.3333333333333333,9.515765765765764,129,0.26356589147286824,2.5390215797192557,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,5.967271850657873
b6_gh_p12_overall,その他,592,0.23817567567567569,high,0.5193895362551304,0.05373740625167827,60,0.21666666666666667,-2.150900900900901,119,0.21008403361344538,-2.8091642062230306,4,5,0.8,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,5.93895362551304
b2_gh_delta_overall,その他,592,0.23817567567567569,high,0.5208677328552783,0.10758247183122047,60,0.26666666666666666,2.8490990990990976,119,0.2773109243697479,3.913524869407223,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.869478259409277
opp_local_b2_v93,相手構成_v93,592,0.23817567567567569,low,0.5139721029705461,0.04697048900113614,85,0.23529411764705882,-0.2881558028616865,119,0.25210084033613445,1.3925164660458762,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,5.675713590263783
st_corr_strength_b4,ST攻撃力_壁,592,0.23817567567567569,high,0.5215046154330015,0.07217199306938815,115,0.2608695652173913,2.269388954171561,212,0.2641509433962264,2.5975267720550725,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.669966897711167
v91_st_corr,当日展示_風_環境,592,0.23817567567567569,high,0.5215046154330015,0.07217199306938815,115,0.2608695652173913,2.269388954171561,212,0.2641509433962264,2.5975267720550725,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.669966897711167
rel_vh_p12_overall_4v6,4号艇vs他艇_過去展示差,592,0.23817567567567569,high,0.5086568854083124,0.046125763229467015,60,0.3,6.182432432432431,119,0.2773109243697479,3.913524869407223,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,5.648393514712689
rel_vh_p12_display_4v3,4号艇vs他艇_過去展示差,592,0.23817567567567569,high,0.5134846126024123,0.04447762402686624,60,0.2833333333333333,4.515765765765764,119,0.3025210084033613,6.434533272768564,3,5,0.6,2026-02:-;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,5.6353679147949425
b4_vh_p12_turn,4号艇_過去展示機力,592,0.23817567567567569,high,0.5188941831391235,0.04621395535307349,66,0.19696969696969696,-4.120597870597872,120,0.275,3.682432432432434,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,5.625904800398837
st_raw_b5,ST攻撃力_壁,537,0.2383612662942272,high,0.5260161980440098,0.12278086909070951,62,0.24193548387096775,0.35742175767405626,120,0.225,-1.336126629422718,3,5,0.6,2026-02:+;2026-03:-;2026-04:+;2026-05:+;2026-06:-,,,,,,,,,,5.601619804400979
b2_pl_recent_p2,その他,592,0.23817567567567569,low,0.5088220031136481,0.05793204625396998,70,0.3,6.182432432432431,139,0.2733812949640288,3.520561928835311,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,5.5863126971318735
b3_vh_delta_display,その他,592,0.23817567567567569,high,0.5242408516928496,0.07593941748108379,77,0.3116883116883117,7.351263601263599,156,0.2948717948717949,5.66961191961192,2,5,0.4,2026-02:+;2026-03:-;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.558007553207346
rel_st_raw_rank_4v6,ST攻撃力_壁,592,0.23817567567567569,low,0.5229356355459106,0.06716900157913716,105,0.2761904761904762,3.8014800514800524,196,0.25,1.1824324324324316,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.530050041077547
b3_gh_delta_turn,その他,592,0.23817567567567569,low,0.5197040461700555,0.06029121629546538,73,0.2465753424657534,0.8399666790077726,124,0.2661290322580645,2.7953356582388817,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.529471748653327
tilt,当日展示_風_環境,592,0.23817567567567569,high,0.5140900441886431,0.0402196671386414,381,0.2440944881889764,0.5918812513300703,381,0.2440944881889764,0.5918812513300703,4,5,0.8,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:+,,,,,,,,,,5.527380669130327
b2_gh_p1_display,その他,592,0.23817567567567569,low,0.5266389897941532,0.07741362593881558,88,0.2727272727272727,3.4551597051597023,165,0.2787878787878788,4.061220311220312,2,5,0.4,2026-02:+;2026-03:+;2026-04:-;2026-05:-;2026-06:-,,,,,,,,,,5.4761430416593875
b6_vh_p2_turn,その他,592,0.23817567567567569,high,0.5137204950386061,0.04031527021591741,104,0.23076923076923078,-0.7406444906444903,140,0.24285714285714285,0.46814671814671693,4,5,0.8,2026-02:-;2026-03:+;2026-04:+;2026-05:+;2026-06:+,,,,,,,,,,5.46567884748995
b5_vh_delta_turn,その他,592,0.23817567567567569,low,0.5107955528298029,0.04340433727345201,61,0.26229508196721313,2.411940629153744,140,0.2571428571428571,1.8967181467181433,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,5.458898912323923
b5_vh_delta_overall,その他,592,0.23817567567567569,low,0.5095453759179758,0.052533966086060216,60,0.25,1.1824324324324316,119,0.2605042016806723,2.23285260049966,4,5,0.8,2026-02:+;2026-03:+;2026-04:+;2026-05:-;2026-06:+,,,,,,,,,,5.401108111897509
b5_gh_p12_turn,その他,592,0.23817567567567569,low,0.5179034769071096,0.09735263927151785,70,0.24285714285714285,0.46814671814671693,134,0.26865671641791045,3.048104074223476,3,5,0.6,2026-02:+;2026-03:+;2026-04:-;2026-05:+;2026-06:-,,,,,,,,,,5.399968505555654
