actual_combo,actual_ticket_rank20,current3_rank20,date,entry_course,entry_source,entry_status,escape_hit,ex_margin23,has_orig,has_stt,has_tkz,head,head_hit,kimarite,margin2,margin23,margin3,margin_all,month,one_direct,one_ex,one_grade,one_lap,one_local,one_meet_st_strength,one_motor,one_nst_strength,one_orig_avg,one_past_win,one_score,one_st,one_straight,one_turn,one_waku_sr_strength,one_waku_wr,one_wr,p1,p1_refit_audit,p3base,p3style,pair_train_3wins,payout100,period,race,race_code,ranked_others,st_margin2,st_margin23,st_margin3,straight_margin23,threat2,threat23_max,threat3,threat4,threat5,threat6,threat_all_max,tickets20_display,turn_margin23,v166_20,v166_lambda,v166_month,v166_rank20,valid_payout,valid_result,venue,winner
5-1-4,0,0,2026-07-02,1,snapshot,same,0,-0.6,1,1,1,1,0,まくり,-0.1716214675324676,-0.23475011688311692,-0.23475011688311692,-0.3395925584415584,2026-07,0.2866666666666667,0.0,0.38,0.4,0.2727272727272727,0.14583333333333323,0.6953142857142857,0.21428571428571425,0.3333333333333333,0.2,0.38536232467532466,0.6,0.19999999999999996,0.4,0.4,0.6375,0.162,0.19418553,,0.21756389710241286,0.291849738214851,4286,14020,holdout3,05R,202607020805,5-3-2-4-6,-0.20000000000000007,-0.4,-0.4,-0.6000000000000001,0.5569837922077923,0.6201124415584416,0.6201124415584416,0.3747576363636364,0.724954883116883,0.21958628571428568,0.724954883116883,1-5-3;1-3-5;1-5-2;1-2-5;1-5-4;1-3-2;1-2-3;1-5-6;1-4-5;1-3-4;1-4-3;1-3-6;1-6-5;1-2-4;1-4-2;1-6-3;1-2-6;1-6-2;1-4-6;1-6-4,-0.4,3-2-5;3-5-2;3-1-5;3-5-1;3-1-2;3-5-4;3-2-4;3-4-5;3-2-1;3-1-4;3-4-2;3-5-6;3-4-1;3-2-6;3-1-6;3-6-5;3-4-6;3-6-2;3-6-1;3-6-4,1.0,2026-07,0,1,1,08,5
5-2-4,0,0,2026-07-02,1,snapshot,same,0,-0.8,1,1,1,1,0,まくり,0.12322664935064942,0.12322664935064942,0.3397723246753247,0.12322664935064942,2026-07,0.3966666666666667,0.19999999999999996,1.0,0.8,0.8436363636363636,0.9583333333333334,0.6382285714285715,0.6428571428571428,0.7333333333333334,0.7,0.7198869090909091,0.4,1.0,0.4,0.48,1,0.656,0.82679853,,0.059480789543587174,0.04615907103064306,4286,141430,holdout3,06R,202607020806,2-5-6-3-4,0.4,0.20000000000000007,0.20000000000000007,0.19999999999999996,0.5966602597402597,0.5966602597402597,0.38011458441558443,0.36958477922077926,0.5696245194805195,0.5361645974025975,0.5966602597402597,1-2-5;1-5-2;1-2-6;1-6-2;1-2-3;1-5-6;1-6-5;1-2-4;1-3-2;1-5-3;1-3-5;1-5-4;1-4-2;1-6-3;1-3-6;1-4-5;1-6-4;1-4-6;1-3-4;1-4-3,-0.19999999999999996,3-1-2;3-1-5;3-1-6;3-2-1;3-1-4;3-5-1;3-2-5;3-5-2;3-2-6;3-6-1;3-2-4;3-4-1;3-5-6;3-6-2;3-4-2;3-6-5;3-4-5;3-5-4;3-4-6;3-6-4,1.0,2026-07,0,1,1,08,5
1-5-6,1,0,2026-07-02,1,snapshot,same,1,-0.20000000000000007,1,1,1,1,1,逃げ,0.16907589610389617,0.16907589610389617,0.40761894805194804,-0.11205177922077914,2026-07,0.4766666666666667,0.19999999999999996,0.38,0.8,0.6363636363636364,0.47916666666666663,0.6598857142857142,0.5714285714285713,0.7333333333333334,0.6,0.5978982337662337,0.8,1.0,0.4,0.24000000000000005,1,0.5619999999999999,0.62370104,,0.10774444644019465,0.1049033641845899,4286,1350,holdout3,07R,202607020807,5-6-2-4-3,0.20000000000000007,0.20000000000000007,0.8,0.8,0.42882233766233757,0.42882233766233757,0.1902792857142857,0.4170641428571428,0.7099500129870129,0.43073211688311686,0.7099500129870129,1-5-6;1-6-5;1-5-2;1-2-5;1-5-4;1-6-2;1-2-6;1-5-3;1-4-5;1-6-4;1-4-6;1-6-3;1-3-5;1-2-4;1-4-2;1-3-6;1-2-3;1-3-2;1-4-3;1-3-4,0.20000000000000007,3-1-5;3-5-1;3-1-4;3-1-2;3-2-5;3-1-6;3-5-2;3-5-6;3-4-5;3-5-4;3-2-1;3-4-1;3-2-4;3-6-5;3-6-1;3-2-6;3-4-2;3-4-6;3-6-4;3-6-2,1.0,2026-07,0,1,1,08,1
4-2-6,0,0,2026-07-02,1,snapshot,same,0,0.19999999999999996,1,1,1,1,0,差し,-0.25486381818181814,-0.25486381818181814,0.07299294805194811,-0.38589619480519477,2026-07,0.3666666666666667,0.6,0.38,0.8,0.41818181818181815,0.38333333333333347,0.5093142857142857,0.35714285714285704,0.5333333333333333,0.1111111111111111,0.4064208311688312,0.0,0.6,0.19999999999999996,0.3,0.65,0.22599999999999998,0.26802191,,0.1445407056182721,0.2045612805372904,4286,2180,holdout3,08R,202607020808,4-2-6-3-5,-0.4,-0.4,-0.19999999999999996,-0.4,0.6612846493506493,0.6612846493506493,0.3334278831168831,0.792317025974026,0.254636,0.4035667142857143,0.792317025974026,1-4-2;1-2-4;1-4-6;1-6-4;1-4-3;1-2-6;1-6-2;1-4-5;1-3-4;1-2-3;1-3-2;1-2-5;1-5-4;1-6-3;1-3-6;1-5-2;1-6-5;1-5-6;1-3-5;1-5-3,-0.6000000000000001,3-2-4;3-4-2;3-1-4;3-4-1;3-4-6;3-1-2;3-2-1;3-4-5;3-2-6;3-2-5;3-6-4;3-1-6;3-5-4;3-1-5;3-6-2;3-5-2;3-6-1;3-5-1;3-5-6;3-6-5,1.0,2026-07,0,1,1,08,4
1-3-6,5,0,2026-07-02,1,snapshot,same,1,-1.0,1,1,1,1,1,逃げ,0.013419506493506539,-0.3988266883116882,-0.3988266883116882,-0.3988266883116882,2026-07,0.3566666666666667,0.0,0.38,0.6,0,0.21666666666666665,0.8140000000000001,0.35714285714285704,0.5333333333333333,0.5,0.47245785714285715,1.0,0.8,0.19999999999999996,0.34,0.8875,0.324,0.22928211,,0.3338172088675351,0.36552771760842295,4286,3270,holdout3,09R,202607020809,3-4-2-6-5,0.19999999999999996,0.19999999999999996,0.4,-0.19999999999999996,0.4590383506493506,0.8712845454545454,0.8712845454545454,0.46014129870129866,0.33955763636363634,0.4498473636363636,0.8712845454545454,1-3-4;1-4-3;1-3-2;1-2-3;1-3-6;1-4-2;1-2-4;1-3-5;1-6-3;1-4-6;1-6-4;1-4-5;1-5-3;1-2-6;1-6-2;1-5-4;1-2-5;1-5-2;1-6-5;1-5-6,-0.6000000000000001,3-1-4;3-1-2;3-2-4;3-1-6;3-2-1;3-1-5;3-4-1;3-4-2;3-2-6;3-4-6;3-2-5;3-6-1;3-4-5;3-5-1;3-6-4;3-6-2;3-5-2;3-5-4;3-5-6;3-6-5,1.0,2026-07,0,1,1,08,1
1-4-5,6,0,2026-07-02,1,snapshot,same,1,-0.20000000000000007,1,1,1,1,1,逃げ,0.26293377922077904,0.21850211688311671,0.21850211688311671,0.046406480519480486,2026-07,0.22999999999999998,0.19999999999999996,1.0,1.0,0.8618181818181818,0.4305555555555556,0.46154285714285714,0.6428571428571428,0.6,0.7,0.667004883116883,0.19999999999999996,0.8,0.0,0.8400000000000001,1,0.6859999999999999,0.74838416,,0.08296848468097406,0.06916486355706813,4286,930,holdout3,10R,202607020810,6-4-5-3-2,-0.6000000000000001,-0.8,-0.8,0.20000000000000007,0.40407110389610396,0.4485027662337663,0.4485027662337663,0.5757602597402597,0.5454185844155846,0.6205984025974025,0.6205984025974025,1-6-4;1-4-6;1-6-5;1-5-6;1-6-3;1-4-5;1-5-4;1-6-2;1-3-6;1-4-3;1-3-4;1-4-2;1-2-6;1-5-3;1-3-5;1-2-4;1-5-2;1-2-5;1-3-2;1-2-3,-0.6,3-1-4;3-1-5;3-1-6;3-4-1;3-1-2;3-5-1;3-4-6;3-6-1;3-4-5;3-5-6;3-2-1;3-6-4;3-5-4;3-2-4;3-4-2;3-2-5;3-6-5;3-2-6;3-5-2;3-6-2,1.0,2026-07,0,1,1,08,1
1-2-3,5,0,2026-07-02,1,snapshot,same,1,-0.8,1,1,1,1,1,逃げ,-0.055119376623376515,-0.055119376623376515,0.1341042987012987,-0.055119376623376515,2026-07,0.2733333333333333,0.19999999999999996,1.0,0.19999999999999996,0.7472727272727273,0.5833333333333334,0.5430285714285714,0.6428571428571428,0.26666666666666666,0.8,0.6821538181818182,0.0,0.0,0.6,0.6599999999999999,1,0.7,0.60814895,,0.06949809192303677,0.06048255664893196,4286,490,holdout3,11R,202607020811,2-6-4-3-5,-0.4,-0.4,-0.19999999999999996,-0.8,0.7372731948051947,0.7372731948051947,0.5480495194805195,0.5821982337662337,0.5082837922077923,0.6681621428571428,0.7372731948051947,1-2-6;1-6-2;1-2-4;1-4-2;1-2-3;1-6-4;1-4-6;1-2-5;1-3-2;1-6-3;1-3-6;1-6-5;1-5-2;1-4-3;1-3-4;1-5-6;1-4-5;1-5-4;1-3-5;1-5-3,0.19999999999999996,3-1-2;3-2-1;3-1-4;3-1-6;3-2-4;3-2-6;3-1-5;3-2-5;3-4-2;3-4-1;3-6-2;3-6-1;3-4-6;3-5-2;3-5-1;3-6-4;3-4-5;3-5-6;3-5-4;3-6-5,1.0,2026-07,0,1,1,08,1
1-6-4,5,0,2026-07-02,1,snapshot,same,1,-0.8,1,1,1,1,1,逃げ,0.26827686363636366,0.15671932467532468,0.15671932467532468,-0.11601701298701306,2026-07,0.29,0.0,1.0,1.0,0.8109090909090909,0.8888888888888888,0.5415428571428571,0.4999999999999998,0.6,0.6,0.678275012987013,0.6,0.6,0.19999999999999996,0.58,1,0.7060000000000001,0.71061087,,0.15212179685054386,0.13347928953205235,4286,3820,holdout3,12R,202607020812,6-5-3-4-2,0.19999999999999996,0.19999999999999996,0.6,-0.4,0.4099981493506493,0.5215556883116883,0.5215556883116883,0.49651485714285715,0.6736869090909091,0.794292025974026,0.794292025974026,1-6-5;1-5-6;1-6-3;1-3-6;1-6-4;1-5-3;1-3-5;1-6-2;1-4-6;1-5-4;1-4-5;1-5-2;1-2-6;1-3-4;1-4-3;1-2-5;1-3-2;1-2-3;1-4-2;1-2-4,-0.4,3-1-6;3-1-5;3-1-4;3-5-6;3-5-1;3-6-1;3-6-5;3-1-2;3-4-6;3-4-1;3-6-4;3-4-5;3-5-4;3-2-6;3-2-5;3-2-1;3-5-2;3-6-2;3-2-4;3-4-2,1.0,2026-07,0,1,1,08,1
1-2-4,5,0,2026-07-02,1,snapshot,same,1,0.4,1,1,1,1,1,逃げ,0.1311720194805196,0.1311720194805196,0.1318739610389611,0.1311720194805196,2026-07,0.7533333333333333,1.0,0.38,0.4,0.40363636363636357,0.7,0.6073714285714286,0.4999999999999998,0.6666666666666666,0.6,0.547499051948052,0.6,1.0,0.6,0.54,0.9875,0.22200000000000006,0.70956498,,0.0718001667858484,0.06547559865204178,4286,1190,holdout3,01R,202607021101,2-3-6-4-5,0.19999999999999996,-0.20000000000000007,-0.20000000000000007,0.6,0.41632703246753244,0.41632703246753244,0.41562509090909094,0.36992,0.36526302597402593,0.3858846623376623,0.41632703246753244,1-2-3;1-3-2;1-2-6;1-6-2;1-2-4;1-3-6;1-6-3;1-2-5;1-4-2;1-3-4;1-4-3;1-3-5;1-5-2;1-6-4;1-4-6;1-5-3;1-6-5;1-5-6;1-4-5;1-5-4,0.19999999999999996,3-1-2;3-1-4;3-1-5;3-1-6;3-2-1;3-4-1;3-5-1;3-2-4;3-2-5;3-2-6;3-4-2;3-6-1;3-5-2;3-4-6;3-4-5;3-5-6;3-5-4;3-6-2;3-6-4;3-6-5,1.0,2026-07,0,1,1,11,1
1-2-4,4,0,2026-07-02,1,snapshot,same,1,0.19999999999999996,1,1,1,1,1,逃げ,-0.10091015584415591,-0.10091015584415591,0.06901110389610393,-0.2966017142857143,2026-07,0.49666666666666665,1.0,0.38,0.6,0.12181818181818181,0.25,0.41548571428571424,0.4285714285714285,0.5333333333333333,0.2,0.38791445454545453,0.19999999999999996,1.0,0.0,0.36,0.6125,0.20600000000000004,0.2828975,,0.18440298144611952,0.18478719972444008,4286,1760,holdout3,02R,202607021102,4-5-2-3-6,0.19999999999999996,-0.6000000000000001,-0.6000000000000001,0.4,0.48882461038961045,0.48882461038961045,0.3189033506493506,0.6845161688311688,0.6780786363636364,0.26199585714285717,0.6845161688311688,1-4-5;1-5-4;1-4-2;1-2-4;1-4-3;1-5-2;1-2-5;1-4-6;1-3-4;1-5-3;1-3-5;1-5-6;1-6-4;1-2-3;1-3-2;1-6-5;1-2-6;1-6-2;1-3-6;1-6-3,-0.6,3-4-5;3-5-4;3-2-4;3-1-4;3-2-5;3-4-2;3-1-5;3-5-2;3-4-1;3-5-1;3-1-2;3-4-6;3-2-1;3-5-6;3-1-6;3-2-6;3-6-4;3-6-5;3-6-2;3-6-1,1.0,2026-07,0,1,1,11,1
1-6-4,13,0,2026-07-02,1,snapshot,same,1,0.4,1,1,1,1,1,逃げ,0.03200323376623371,-0.024799402597402653,-0.024799402597402653,-0.28362903896103897,2026-07,0.3466666666666666,0.8,0.38,0.8,0.3818181818181818,0.6458333333333333,0.7254285714285714,0.4999999999999998,0.3333333333333333,0.3,0.5067733116883116,0.0,0.19999999999999996,0.0,0.58,0.8625,0.382,0.42900947,,0.18970045671241756,0.2302533084270712,4286,4990,holdout3,03R,202607021103,4-3-5-2-6,-0.4,-0.4,-0.19999999999999996,-0.4,0.4747700779220779,0.5315727142857143,0.5315727142857143,0.7904023506493506,0.5232452077922077,0.4745795454545454,0.7904023506493506,1-4-3;1-3-4;1-4-5;1-5-4;1-4-2;1-3-5;1-5-3;1-4-6;1-2-4;1-3-2;1-2-3;1-3-6;1-6-4;1-5-2;1-2-5;1-6-3;1-5-6;1-6-5;1-2-6;1-6-2,-0.4,3-1-4;3-4-1;3-4-5;3-2-4;3-4-2;3-4-6;3-1-5;3-5-4;3-1-2;3-1-6;3-2-5;3-6-4;3-5-1;3-2-1;3-5-2;3-2-6;3-5-6;3-6-1;3-6-5;3-6-2,1.0,2026-07,0,1,1,11,1
1-6-3,6,0,2026-07-02,1,snapshot,same,1,0.4,1,1,1,1,1,逃げ,-0.21757959740259752,-0.21757959740259752,-0.020832844155844243,-0.21757959740259752,2026-07,0.8200000000000001,1.0,0.38,0.6,0.5145454545454545,0.6041666666666667,0.17297142857142855,0.4285714285714285,0.6,0.2,0.48601020779220777,1.0,0.6,0.6,0.6799999999999999,0.875,0.2880000000000001,0.44670891,,0.13068451650883595,0.14584411272260908,4286,2210,holdout3,04R,202607021104,2-6-3-4-5,0.8,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.7035898051948053,0.7035898051948053,0.506843051948052,0.320793,0.20164557142857142,0.693787896103896,0.7035898051948053,1-2-6;1-6-2;1-2-3;1-3-2;1-2-4;1-6-3;1-3-6;1-2-5;1-4-2;1-6-4;1-4-6;1-6-5;1-5-2;1-3-4;1-4-3;1-5-6;1-3-5;1-5-3;1-4-5;1-5-4,-0.4,3-2-6;3-1-2;3-2-1;3-6-2;3-1-6;3-2-4;3-6-1;3-1-4;3-2-5;3-4-2;3-4-6;3-6-4;3-1-5;3-4-1;3-5-2;3-6-5;3-5-6;3-5-1;3-4-5;3-5-4,1.0,2026-07,0,1,1,11,1
5-4-2,0,0,2026-07-02,1,snapshot,same,0,0.6000000000000001,1,1,1,1,0,まくり差し,-0.2667360259740259,-0.2667360259740259,0.03813040259740258,-0.2667360259740259,2026-07,0.64,0.8,0.38,0.8,0,0.8333333333333334,0.5613142857142857,0.4999999999999998,0.6,0.1111111111111111,0.39949342857142855,0.19999999999999996,0.19999999999999996,0.8,0.45999999999999996,0.525,0.07800000000000003,0.32508411,,0.12522708097299062,0.15137656069736236,4286,3370,holdout3,05R,202607021105,2-5-4-3-6,0.19999999999999996,-0.8,-0.8,-0.4,0.6662294545454545,0.6662294545454545,0.361363025974026,0.5830994935064935,0.618607012987013,0.33396642857142855,0.6662294545454545,1-2-5;1-5-2;1-2-4;1-4-2;1-2-3;1-5-4;1-4-5;1-2-6;1-3-2;1-5-3;1-3-5;1-5-6;1-6-2;1-4-3;1-3-4;1-6-5;1-4-6;1-6-4;1-3-6;1-6-3,-0.19999999999999996,3-2-5;3-2-4;3-5-2;3-4-2;3-4-5;3-1-2;3-1-5;3-1-4;3-5-4;3-2-1;3-5-1;3-4-1;3-2-6;3-4-6;3-5-6;3-1-6;3-6-2;3-6-4;3-6-5;3-6-1,1.0,2026-07,0,1,1,11,5
5-2-3,0,0,2026-07-02,1,snapshot,same,0,-0.6,1,1,1,1,0,まくり,-0.24015714285714285,-0.31541389610389614,-0.31541389610389614,-0.31667855844155846,2026-07,0.44,0.4,0.38,0.19999999999999996,0.2545454545454545,0.43749999999999994,0.6756,0.28571428571428553,0.19999999999999998,0.1,0.3726249220779221,0.8,0.0,0.4,0.2,0.4375,0.07800000000000003,0.19875469,,0.25188667120148917,0.323003166992766,4286,2070,holdout3,06R,202607021106,5-3-2-4-6,0.20000000000000007,0.20000000000000007,0.6000000000000001,-0.4,0.6127820649350649,0.6880388181818182,0.6880388181818182,0.33647509090909095,0.6893034805194805,0.231763,0.6893034805194805,1-5-3;1-3-5;1-5-2;1-2-5;1-5-4;1-3-2;1-2-3;1-5-6;1-4-5;1-3-4;1-4-3;1-3-6;1-6-5;1-2-4;1-4-2;1-6-3;1-2-6;1-6-2;1-4-6;1-6-4,-0.6,3-2-5;3-5-2;3-1-5;3-1-2;3-5-1;3-2-4;3-2-1;3-5-4;3-4-5;3-1-4;3-4-2;3-5-6;3-2-6;3-4-1;3-1-6;3-6-5;3-6-2;3-4-6;3-6-1;3-6-4,1.0,2026-07,0,1,1,11,5
4-6-3,0,0,2026-07-02,1,snapshot,same,0,-0.4,1,1,1,1,0,恵まれ,0.1061846363636364,0.08758474025974028,0.08758474025974028,0.025068389610389707,2026-07,0.8066666666666668,0.6,0.38,1.0,0.5636363636363636,0.36666666666666675,0.4685714285714285,0.4999999999999998,0.7333333333333334,0.5555555555555556,0.599608051948052,1.0,0.19999999999999996,1.0,0.6599999999999999,1,0.49399999999999994,0.57660926,,0.11209643128036374,0.09973846807054318,4286,5860,holdout3,07R,202607021107,6-4-3-2-5,0.6,0.6,1.0,-0.8,0.4934234155844156,0.5120233116883117,0.5120233116883117,0.5144003896103896,0.30438945454545446,0.5745396623376623,0.5745396623376623,1-6-4;1-4-6;1-6-3;1-3-6;1-6-2;1-4-3;1-3-4;1-6-5;1-2-6;1-4-2;1-2-4;1-4-5;1-5-6;1-3-2;1-2-3;1-5-4;1-3-5;1-5-3;1-2-5;1-5-2,0.19999999999999996,3-1-4;3-1-2;3-1-6;3-4-1;3-2-1;3-2-4;3-1-5;3-4-6;3-6-1;3-2-6;3-4-2;3-6-4;3-6-2;3-2-5;3-5-1;3-4-5;3-5-6;3-5-2;3-5-4;3-6-5,1.0,2026-07,0,1,1,11,4
3-1-2,0,17,2026-07-02,1,snapshot,same,0,0.4,1,1,1,1,0,まくり,0.19947927272727273,0.1728640649350649,0.1728640649350649,-0.12712641558441562,2026-07,0.7466666666666668,1.0,0.38,1.0,0.4090909090909091,0.6000000000000001,0.46217142857142857,0.35714285714285704,0.7333333333333334,0.4,0.5399742727272727,1.0,1.0,0.19999999999999996,0.72,0.9875,0.384,0.57022286,,0.1463975998391873,0.14452588080343245,4286,12860,holdout3,08R,202607021108,4-5-6-3-2,0.19999999999999996,0.19999999999999996,0.8,0.19999999999999996,0.340495,0.3671102077922078,0.3671102077922078,0.6671006883116883,0.5697966363636363,0.49642020779220775,0.6671006883116883,1-4-5;1-5-4;1-4-6;1-6-4;1-4-3;1-5-6;1-6-5;1-4-2;1-3-4;1-5-3;1-3-5;1-5-2;1-2-4;1-6-3;1-3-6;1-2-5;1-6-2;1-2-6;1-3-2;1-2-3,-0.20000000000000007,3-1-4;3-1-5;3-4-5;3-4-1;3-5-4;3-4-6;3-1-6;3-5-1;3-1-2;3-2-4;3-4-2;3-6-4;3-5-6;3-2-5;3-6-1;3-5-2;3-2-1;3-6-5;3-2-6;3-6-2,1.0,2026-07,9,1,1,11,3
4-2-5,0,0,2026-07-02,1,snapshot,same,0,0.20000000000000007,1,1,1,1,0,まくり差し,0.021508337662337618,-0.10420207792207803,-0.10420207792207803,-0.1895575454545455,2026-07,0.61,0.8,0.38,0.4,0,0.5833333333333334,0.008685714285714293,0.4285714285714285,0.39999999999999997,0.6,0.401068,1.0,0.6,0.19999999999999996,0.58,1,0.31799999999999995,0.43440927,,0.19439180684631255,0.20030376190421895,4286,17650,holdout3,09R,202607021109,5-3-6-4-2,1.0,0.8,0.8,-0.4,0.37955966233766236,0.505270077922078,0.505270077922078,0.41119342857142854,0.5906255454545455,0.4115050649350649,0.5906255454545455,1-5-3;1-3-5;1-5-6;1-6-5;1-5-4;1-3-6;1-6-3;1-5-2;1-4-5;1-3-4;1-4-3;1-3-2;1-2-5;1-6-4;1-4-6;1-2-3;1-6-2;1-2-6;1-4-2;1-2-4,-0.4,3-1-5;3-1-4;3-2-5;3-5-1;3-4-5;3-1-2;3-5-4;3-5-2;3-5-6;3-1-6;3-2-4;3-4-1;3-2-1;3-4-6;3-4-2;3-2-6;3-6-5;3-6-4;3-6-1;3-6-2,1.0,2026-07,0,1,1,11,4
1-4-3,2,0,2026-07-02,1,snapshot,same,1,-0.4,1,1,1,1,1,逃げ,0.12555588311688304,-0.03593945454545455,-0.03593945454545455,-0.03593945454545455,2026-07,0.26999999999999996,0.4,1.0,0.6,0.8127272727272726,0.8194444444444445,0.8157714285714286,0.5714285714285713,0.39999999999999997,1.0,0.733187896103896,0.0,0.4,0.19999999999999996,0.62,1,0.734,0.7340287,,0.11343720375385362,0.1509137147669747,4286,1430,holdout3,10R,202607021110,3-4-2-5-6,-0.6,-0.8,-0.8,0.20000000000000007,0.607632012987013,0.7691273506493506,0.7691273506493506,0.7274638181818182,0.47099961038961047,0.40104905194805196,0.7691273506493506,1-3-4;1-4-3;1-3-2;1-2-3;1-3-5;1-4-2;1-2-4;1-3-6;1-5-3;1-4-5;1-5-4;1-4-6;1-6-3;1-2-5;1-5-2;1-6-4;1-2-6;1-6-2;1-5-6;1-6-5,-0.20000000000000007,3-1-4;3-1-2;3-4-1;3-2-4;3-1-5;3-2-1;3-4-2;3-1-6;3-4-5;3-2-5;3-5-1;3-4-6;3-5-4;3-5-2;3-2-6;3-6-1;3-6-4;3-6-2;3-5-6;3-6-5,1.0,2026-07,0,1,1,11,1
2-4-1,0,0,2026-07-02,1,snapshot,same,0,0.6,1,1,1,1,0,差し,-0.15489893506493513,-0.15489893506493513,-0.13776162337662345,-0.21567490909090914,2026-07,0.51,1.0,0.38,0.6,0.3781818181818182,0.6500000000000001,0.5845714285714285,0.35714285714285704,0.39999999999999997,0.5,0.4998795454545454,0.4,0.6,0.0,0.44000000000000006,0.9125,0.352,0.48645813,,0.10954057190838166,0.11014066530687067,4286,11370,holdout3,11R,202607021111,5-2-3-4-6,-0.4,-0.4,0.4,0.4,0.6547784805194805,0.6547784805194805,0.6376411688311688,0.5129430519480519,0.7155544545454545,0.45333305194805196,0.7155544545454545,1-5-2;1-2-5;1-5-3;1-3-5;1-5-4;1-2-3;1-3-2;1-5-6;1-4-5;1-2-4;1-4-2;1-2-6;1-6-5;1-3-4;1-4-3;1-6-2;1-3-6;1-6-3;1-4-6;1-6-4,-0.4,3-2-5;3-1-5;3-5-2;3-1-2;3-2-4;3-1-4;3-5-1;3-2-1;3-4-5;3-5-4;3-4-2;3-2-6;3-5-6;3-4-1;3-1-6;3-4-6;3-6-5;3-6-2;3-6-4;3-6-1,1.0,2026-07,0,1,1,11,2
2-1-3,0,0,2026-07-02,1,snapshot,same,0,-0.8,1,1,1,1,0,差し,-0.05813897402597401,-0.05813897402597401,-0.005209831168831114,-0.05813897402597401,2026-07,0.26666666666666666,0.0,0.72,0.6,0.3763636363636364,0.3999999999999999,0.5153142857142856,0.6428571428571428,0.3333333333333333,0.7,0.5880896623376624,1.0,0.4,0.0,0.6799999999999999,1,0.6279999999999999,0.53472224,,0.10579285006409868,0.10577541804275589,4286,4620,holdout3,12R,202607021112,2-5-3-4-6,1.0,0.4,0.4,0.20000000000000007,0.6462286363636364,0.6462286363636364,0.5932994935064935,0.5838977142857142,0.6455898051948052,0.4760242727272727,0.6462286363636364,1-2-5;1-5-2;1-2-3;1-3-2;1-2-4;1-5-3;1-3-5;1-2-6;1-4-2;1-5-4;1-4-5;1-5-6;1-6-2;1-3-4;1-4-3;1-6-5;1-3-6;1-6-3;1-4-6;1-6-4,-0.6,3-1-2;3-1-5;3-1-4;3-2-5;3-2-4;3-2-1;3-5-2;3-5-1;3-4-2;3-4-5;3-4-1;3-5-4;3-1-6;3-2-6;3-4-6;3-5-6;3-6-2;3-6-1;3-6-5;3-6-4,1.0,2026-07,0,1,1,11,2
3-5-1,0,9,2026-07-02,1,snapshot,same,0,-0.19999999999999996,1,1,1,1,0,まくり,0.20030897402597403,0.15357275324675335,0.15357275324675335,0.006180792207792218,2026-07,0.4,0.4,1.0,1.0,0.7909090909090909,0,0.690857142857143,0.6428571428571428,0.7999999999999999,0.7,0.7286355844155844,0.0,1.0,0.4,0.5,1,0.674,0.58061169,,0.07369067349496353,0.09080649367638771,4286,26410,holdout3,01R,202607021601,4-6-5-3-2,-0.4,-0.4,-0.19999999999999996,0.19999999999999996,0.5283266103896104,0.5750628311688311,0.5750628311688311,0.7224547922077922,0.5782490779220778,0.6958093376623378,0.7224547922077922,1-4-6;1-6-4;1-4-5;1-5-4;1-4-3;1-6-5;1-5-6;1-4-2;1-3-4;1-6-3;1-3-6;1-6-2;1-2-4;1-5-3;1-3-5;1-2-6;1-5-2;1-2-5;1-3-2;1-2-3,0.20000000000000007,3-1-4;3-1-6;3-4-1;3-1-5;3-1-2;3-4-6;3-4-5;3-2-4;3-6-1;3-6-4;3-5-1;3-2-1;3-4-2;3-5-4;3-2-6;3-2-5;3-5-6;3-6-5;3-5-2;3-6-2,1.0,2026-07,11,1,1,16,3
1-2-3,18,0,2026-07-02,1,snapshot,same,1,-0.4,1,1,1,1,1,逃げ,0.12880288311688315,-0.05158577922077934,-0.05158577922077934,-0.20411657142857154,2026-07,0.10333333333333333,0.0,0.72,0.19999999999999996,0.7818181818181817,0.4166666666666668,0.6864571428571429,0.7142857142857141,0.26666666666666666,0.9,0.6129688831168831,0.0,0.4,0.19999999999999996,0.86,1,0.556,0.40756701,,0.15948421129770607,0.16414020695591613,4286,3480,holdout3,02R,202607021602,4-5-3-6-2,-0.19999999999999996,-0.4,-0.4,-0.6,0.484166,0.6645546623376625,0.6645546623376625,0.8170854545454547,0.6682138571428571,0.6565925389610389,0.8170854545454547,1-4-5;1-5-4;1-4-3;1-3-4;1-4-6;1-5-3;1-3-5;1-4-2;1-6-4;1-5-6;1-6-5;1-5-2;1-2-4;1-3-6;1-6-3;1-2-5;1-3-2;1-2-3;1-6-2;1-2-6,-0.4,3-1-4;3-4-5;3-4-1;3-4-6;3-1-5;3-5-4;3-1-6;3-2-4;3-4-2;3-6-4;3-1-2;3-5-1;3-5-6;3-2-5;3-6-5;3-6-1;3-5-2;3-2-1;3-2-6;3-6-2,1.0,2026-07,0,1,1,16,1
