actual_combo,band,combo,combo_prob,conditional_prob,date,ev,head,head_prob,hit,kelly_raw,model,odds_pre,payout100,period,race_code,return_kelly,score,stake_kelly
1-3-6,A,3-5-4,0.004861928643510344,0.023775546839035842,2026-08-04,1.811068419707603,3,0.2044928209822621,0,0.0021832258942331173,3まくり,372.5,1110,test,202608040503,0,60.089,100
4-5-2,A,3-1-2,0.03338123938133365,0.15622547909049483,2026-08-04,2.0829893373952197,3,0.21367346463375098,0,0.01763826282402638,3まくり,62.4,16220,test,202608040612,0,63.795000000000016,400
4-5-2,A,3-1-4,0.034233368427760764,0.16021347567157576,2026-08-04,2.245708968861106,3,0.21367346463375098,0,0.019283420570605357,3まくり,65.6,16220,test,202608040612,0,63.795000000000016,400
4-5-2,A,3-1-5,0.01355604427781141,0.06344280653214135,2026-08-04,2.208279612855479,3,0.21367346463375098,0,0.007463122994783687,3まくり,162.9,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-1-6,0.014659133251554188,0.0686053051869628,2026-08-04,2.341063580273204,3,0.21367346463375098,0,0.008450306113882823,3まくり,159.7,16220,test,202608040612,0,63.795000000000016,200
4-5-2,A,3-2-1,0.014092069601756302,0.06595142558253991,2026-08-04,2.3942426253383955,3,0.21367346463375098,0,0.00825484088418233,3まくり,169.9,16220,test,202608040612,0,63.795000000000016,200
4-5-2,A,3-2-4,0.01129367416466986,0.052854827734589736,2026-08-04,3.0538094941267295,3,0.21367346463375098,0,0.007623643259564698,3まくり,270.4,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-2-5,0.005106583609935806,0.02389900692015639,2026-08-04,2.714149188680881,3,0.21367346463375098,0,0.0032311954546293707,3まくり,531.5,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-2-6,0.005922821956339961,0.02771903365021029,2026-08-04,3.086974803644388,3,0.21367346463375098,0,0.00401187005698652,3まくり,521.2,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-4-1,0.018572192595580465,0.08691857282051521,2026-08-04,2.8155443974899983,3,0.21367346463375098,0,0.012055407685856563,3まくり,151.6,16220,test,202608040612,0,63.795000000000016,200
4-5-2,A,3-4-2,0.011647918965138098,0.05451270697137487,2026-08-04,3.1659043747245352,3,0.21367346463375098,0,0.00799816977372428,3まくり,271.8,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-4-5,0.006926417386217649,0.03241589870829277,2026-08-04,3.5414772095730838,3,0.21367346463375098,0,0.0049803590232668695,3まくり,511.3,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-4-6,0.009376615502187291,0.04388291975449253,2026-08-04,3.9025473720103507,3,0.21367346463375098,0,0.006990721030853446,3まくり,416.2,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-1,0.0058409952728092854,0.02733608163662764,2026-08-04,2.837555503530751,3,0.21367346463375098,0,0.0037903372597581494,3まくり,485.8,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-2,0.004616705641337258,0.021606359260615566,2026-08-04,2.8166521117798613,3,0.21367346463375098,0,0.00298251865339002,3まくり,610.1,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-4,0.005174884622384657,0.024218658274927668,2026-08-04,4.274454698089727,3,0.21367346463375098,0,0.0039690359976845176,3まくり,826.0,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-6,0.003403729794656889,0.015929585830842797,2026-08-04,3.4786118501393406,3,0.21367346463375098,0,0.0024276315868162,3まくり,1022.0,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-6-1,0.004818047880007088,0.022548648650713408,2026-08-04,2.6802800356479426,3,0.21367346463375098,0,0.003025895976315402,3まくり,556.3,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-6-2,0.004194162296263069,0.019628840218658468,2026-08-04,2.5735379849870195,3,0.21367346463375098,0,0.0025686222412455426,3まくり,613.6,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-6-4,0.0047092607999909735,0.022039520948766038,2026-08-04,3.4165687103934514,3,0.21367346463375098,0,0.003335498565070326,3まくり,725.5,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-6-5,0.0021475992060163034,0.010050846555501949,2026-08-04,2.9185873209761564,3,0.21367346463375098,0,0.0014128036236937824,3まくり,1359.0,16220,test,202608040612,0,63.795000000000016,100
1-2-4,A,5-1-2,0.021210028302089963,0.21210028302089962,2026-08-04,2.271594031153835,5,0.1,0,0.011984863630102122,5頭展開,107.1,2710,test,202608041004,0,60.37833333333333,200
1-2-4,A,5-1-6,0.00791935393943792,0.0791935393943792,2026-08-04,1.6971175492215465,5,0.1,0,0.0032682491759097347,5頭展開,214.3,2710,test,202608041004,0,60.37833333333333,100
4-1-3,A,5-1-2,0.012087522750506317,0.12087522750506316,2026-08-04,4.3406294197068185,5,0.1,0,0.009328761294908736,5頭展開,359.1,2590,test,202608041208,0,71.08900000000001,200
4-1-3,A,5-1-6,0.011479061889949472,0.11479061889949471,2026-08-04,4.514715041317127,5,0.1,0,0.00895925322793048,5頭展開,393.3,2590,test,202608041208,0,71.08900000000001,200
5-1-3,A,5-1-2,0.021696480496242617,0.21696480496242615,2026-08-05,1.6359146294166935,5,0.1,0,0.008547239642697492,5頭展開,75.4,20600,test,202608050407,0,78.85233333333333,200
1-2-6,A,5-1-2,0.02379620345653061,0.2379620345653061,2026-08-05,2.3629630032334896,5,0.1,0,0.013865340826383415,5頭展開,99.3,1970,test,202608050610,0,75.00633333333334,300
1-2-6,A,5-1-6,0.0141868237802628,0.141868237802628,2026-08-05,2.2088884625869176,5,0.1,0,0.007814405058738963,5頭展開,155.7,1970,test,202608050610,0,75.00633333333334,100
1-4-3,A,5-1-2,0.02159850732421878,0.2159850732421878,2026-08-05,1.9784232708984402,5,0.1,0,0.010799373850976162,5頭展開,91.6,1210,test,202608050611,0,63.88100000000001,200
2-4-1,A,5-1-2,0.02535486013140828,0.2535486013140828,2026-08-05,1.68356271272551,5,0.1,0,0.01045202924656743,5頭展開,66.4,5100,test,202608050907,0,56.44533333333334,200
4-1-3,A,5-1-2,0.0231355479310647,0.23135547931064698,2026-08-05,1.7698694167264495,5,0.1,0,0.010196945916906616,5頭展開,76.5,3950,test,202608051402,0,56.82966666666667,200
4-1-3,A,5-1-6,0.004539481554517081,0.04539481554517081,2026-08-05,1.4753315052180513,5,0.1,0,0.0014670725469692943,5頭展開,325.0,3950,test,202608051402,0,56.82966666666667,100
3-1-4,A,3-4-5,0.0047508743102440435,0.015884383591699466,2026-08-05,1.5331071399157528,3,0.29909088274137735,0,0.0016571561700831606,3まくり,322.7,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-5-4,0.004199093128413746,0.014039522334904086,2026-08-05,1.7048318101359807,3,0.29909088274137735,0,0.0017403254571258784,3まくり,406.0,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-5-6,0.004418412056915302,0.014772807570787388,2026-08-05,1.5446768550975898,3,0.29909088274137735,0,0.0015624694638485077,3まくり,349.6,1720,test,202608051707,0,76.08033333333334,100
1-5-6,A,3-1-2,0.014233553934150737,0.06766620225635574,2026-08-06,1.9243764918971795,3,0.21034953136909365,0,0.006888051355418626,3まくり,135.2,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-1-4,0.011751899324566072,0.055868435969773506,2026-08-06,2.503154556132573,3,0.21034953136909365,0,0.0070903516798706285,3まくり,213.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-1-5,0.023958418171269664,0.11389812953388799,2026-08-06,1.9118817700673192,3,0.21034953136909365,0,0.01157210368105735,3まくり,79.8,2080,test,202608060211,0,63.147666666666666,200
1-5-6,A,3-1-6,0.008544603415012298,0.04062097671146866,2026-08-06,2.2207424275616963,3,0.21034953136909365,0,0.004715111732567386,3まくり,259.9,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-2-1,0.011477336878271436,0.054563168282664325,2026-08-06,1.9970566168192299,3,0.21034953136909365,0,0.00576333304519786,3まくり,174.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-2-4,0.009387915018541467,0.04463007337092085,2026-08-06,2.1920781568294325,3,0.21034953136909365,0,0.005127217878836269,3まくり,233.5,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-2-5,0.013437600964932241,0.06388224816794913,2026-08-06,1.9229206980818037,3,0.21034953136909365,0,0.006494867685304741,3まくり,143.1,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-2-6,0.009276732388055563,0.04410151202941344,2026-08-06,1.911006871939446,3,0.21034953136909365,0,0.004443935960680224,3まくり,206.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-1,0.009524082422388225,0.04527741212637464,2026-08-06,3.013419678443634,3,0.21034953136909365,0,0.0063837022144693535,3まくり,316.4,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-2,0.008442471333902829,0.0401354416097514,2026-08-06,2.363047726359402,3,0.21034953136909365,0,0.004887227416132671,3まくり,279.9,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-5,0.008779428673335199,0.04173733412284249,2026-08-06,3.1166971790339955,3,0.21034953136909365,0,0.005979370562242925,3まくり,355.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-6,0.007277564595842267,0.034597484237188794,2026-08-06,2.6483057564270007,3,0.21034953136909365,0,0.004542038458051807,3まくり,363.9,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-5-1,0.023287196148113122,0.11070714537153789,2026-08-06,2.0585881394932,3,0.21034953136909365,0,0.012111992442713958,3まくり,88.4,2080,test,202608060211,0,63.147666666666666,200
1-5-6,A,3-5-2,0.014267902347771227,0.06782949434166217,2026-08-06,2.0417368259660624,3,0.21034953136909365,0,0.007331012146136963,3まくり,143.1,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-5-4,0.011022861798389011,0.05240259736565586,2026-08-06,3.2308007931078193,3,0.21034953136909365,0,0.007637113293761791,3まくり,293.1,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-5-6,0.010248658800087887,0.048722042466093685,2026-08-06,2.31824662057988,3,0.21034953136909365,0,0.005853670606482594,3まくり,226.2,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-6-1,0.004319215141565548,0.020533514448324384,2026-08-06,2.168246001065905,3,0.21034953136909365,0,0.0023318283454409282,3まくり,502.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-6-2,0.0029910557171596948,0.014219455102618623,2026-08-06,2.0733998231351007,3,0.21034953136909365,0,0.0015507076323824048,3まくり,693.2,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-6-4,0.004636512333056287,0.022041942774385107,2026-08-06,2.225062268633712,3,0.21034953136909365,0,0.002558075315585116,3まくり,479.9,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-6-5,0.0034845219626828804,0.016565389711131327,2026-08-06,2.3057081827072623,3,0.21034953136909365,0,0.00197624970895605,3まくり,661.7,2080,test,202608060211,0,63.147666666666666,100
1-3-4,A,5-1-2,0.025735276789600293,0.2573527678960029,2026-08-06,2.3238954941009062,5,0.1,0,0.014825257492731314,5頭展開,90.3,1530,test,202608061012,0,62.021,300
1-3-4,A,5-1-6,0.00894000839995542,0.08940008399955421,2026-08-06,1.7388316337913292,5,0.1,0,0.00381825133742289,5頭展開,194.5,1530,test,202608061012,0,62.021,100
4-5-1,A,5-1-2,0.025317687865239955,0.2531768786523995,2026-08-06,1.9925020349943845,5,0.1,0,0.012773513963891692,5頭展開,78.7,2400,test,202608061210,0,55.401,200
4-5-1,A,5-1-6,0.00882694882139622,0.08826948821396219,2026-08-06,1.426434929537629,5,0.1,0,0.0026552610805580888,5頭展開,161.6,2400,test,202608061210,0,55.401,100
3-4-6,A,3-5-4,0.00543460169672088,0.02113754509487565,2026-08-07,1.4803855021867676,3,0.2571065690139383,0,0.0017700276425452013,3まくり,272.4,15920,test,202608071003,0,70.79866666666668,100
4-6-5,A,5-1-2,0.02011143199735473,0.20111431997354728,2026-08-07,4.27367929943788,5,0.1,0,0.015478389122637732,5頭展開,212.5,8050,test,202608071802,0,58.294000000000004,300
4-6-5,A,5-1-6,0.01117258503629988,0.1117258503629988,2026-08-07,3.808734238874629,5,0.1,0,0.00826341347124045,5頭展開,340.9,8050,test,202608071802,0,58.294000000000004,100
1-5-2,A,5-1-2,0.027956771441192498,0.27956771441192496,2026-08-07,1.534826752121468,5,0.1,0,0.009922574250862116,5頭展開,54.9,1920,test,202608072006,0,71.292,200
1-5-2,A,5-1-6,0.00479018128934689,0.0479018128934689,2026-08-07,1.5477075745879805,5,0.1,0,0.001700427117628005,5頭展開,323.1,1920,test,202608072006,0,71.292,100
1-2-5,A,5-1-2,0.01868350036391433,0.1868350036391433,2026-08-08,1.505890129331495,5,0.1,0,0.006355403634817777,5頭展開,80.6,4060,test,202608081007,0,67.449,100
2-1-4,A,5-1-2,0.019263281824929673,0.19263281824929673,2026-08-08,2.746943988234971,5,0.1,0,0.012337175058156576,5頭展開,142.6,4140,test,202608081405,0,55.72966666666667,200
2-1-4,A,5-1-6,0.007156177929910733,0.07156177929910733,2026-08-08,1.5256971346569683,5,0.1,0,0.0024773663273184184,5頭展開,213.2,4140,test,202608081405,0,55.72966666666667,100
4-6-1,A,5-1-2,0.029425495958252834,0.29425495958252834,2026-08-08,2.886641153504603,5,0.1,0,0.019429877996957806,5頭展開,98.1,49660,test,202608081612,0,65.855,400
4-6-1,A,5-1-6,0.008531280839736107,0.08531280839736108,2026-08-08,2.1729172298807864,5,0.1,0,0.0046232448950760206,5頭展開,254.7,49660,test,202608081612,0,65.855,100
1-3-4,A,3-4-1,0.016291822508008025,0.06432894867412761,2026-08-08,1.4955893062351366,3,0.25325802525606045,0,0.005458032006994897,3まくり,91.8,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-4-5,0.00730100872358398,0.028828341041521516,2026-08-08,1.63615605495517,3,0.25325802525606045,0,0.002851439062999417,3まくり,224.1,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-4-6,0.014369423514322103,0.056738275123932105,2026-08-08,1.5863843559811603,3,0.25325802525606045,0,0.005360003253941137,3まくり,110.4,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-5-4,0.007142621608604727,0.028202942834222408,2026-08-08,1.5113787323807604,3,0.25325802525606045,0,0.0024281991091204195,3まくり,211.6,490,test,202608081706,0,70.24600000000002,100
5-2-1,A,5-1-2,0.02960198160705629,0.2960198160705629,2026-08-08,2.1224620812259363,5,0.1,0,0.015876408503902917,5頭展開,71.7,17620,test,202608081710,0,55.60433333333334,300
5-2-1,A,5-1-6,0.010415363802346714,0.10415363802346714,2026-08-08,1.4716909052715907,5,0.1,0,0.003362016431016327,5頭展開,141.3,17620,test,202608081710,0,55.60433333333334,100
4-5-1,A,5-1-2,0.018108341609427047,0.18108341609427048,2026-08-08,2.7941171103345934,5,0.1,0,0.011703307960434398,5頭展開,154.3,9490,test,202608081807,0,60.234,200
4-5-1,A,5-1-6,0.011762971006951959,0.11762971006951958,2026-08-08,2.605498078039859,5,0.1,0,0.007281170421949474,5頭展開,221.5,9490,test,202608081807,0,60.234,100
2-4-1,A,5-1-2,0.020255624453984336,0.20255624453984333,2026-08-09,2.5643620558744167,5,0.1,0,0.012455111909828159,5頭展開,126.6,7320,test,202608090503,0,73.013,200
2-4-1,A,5-1-6,0.006407750976413632,0.06407750976413631,2026-08-09,1.5109476802383344,5,0.1,0,0.0021760974456487836,5頭展開,235.8,7320,test,202608090503,0,73.013,100
2-4-5,A,5-1-2,0.022279646108473876,0.22279646108473874,2026-08-09,4.0237040871903815,5,0.1,0,0.016835768859634642,5頭展開,180.6,2610,test,202608090506,0,57.67966666666666,300
2-4-5,A,5-1-6,0.005797569211560173,0.057975692115601725,2026-08-09,1.6250586500003166,5,0.1,0,0.00223794718940321,5頭展開,280.3,2610,test,202608090506,0,57.67966666666666,100
5-4-1,A,5-1-2,0.025175847383438307,0.25175847383438305,2026-08-09,2.34638897613645,5,0.1,0,0.014602917311675163,5頭展開,93.2,4800,test,202608090907,0,70.10133333333334,300
1-2-3,A,5-1-2,0.035200841855667034,0.3520084185566703,2026-08-09,3.5764055325357704,5,0.1,0,0.02561039296755239,5頭展開,101.6,380,test,202608090910,0,65.36133333333335,500
1-2-3,A,5-1-3,0.007042704597650969,0.07042704597650969,2026-08-09,1.5648889615980452,5,0.1,0,0.0025537475659947796,5頭展開,222.2,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-1-4,0.004008861542637725,0.040088615426377254,2026-08-09,1.4920982661697613,5,0.1,0,0.0013256957601556069,5頭展開,372.2,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-1-6,0.005849517530525424,0.05849517530525424,2026-08-09,2.903115550399768,5,0.1,0,0.0038423491831208723,5頭展開,496.3,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-2-1,0.01379378148888218,0.13793781488882179,2026-08-09,1.49386653524594,5,0.1,0,0.0046026704123573155,5頭展開,108.3,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-2-3,0.005557585913973772,0.05557585913973771,2026-08-09,1.4516414407299492,5,0.1,0,0.0017357472741350852,5頭展開,261.2,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-2-4,0.0023924815276712436,0.023924815276712436,2026-08-09,1.4541502725185818,5,0.1,0,0.0007484348591275244,5頭展開,607.8,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-2-6,0.002299371905013815,0.02299371905013815,2026-08-09,1.4568820390167532,5,0.1,0,0.0007222289582939506,5頭展開,633.6,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-3-1,0.0047762804390006795,0.04776280439000679,2026-08-09,1.4515116254123064,5,0.1,0,0.0014906293344744352,5頭展開,303.9,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-3-2,0.0037534437479933656,0.03753443747993365,2026-08-09,1.4514566973490344,5,0.1,0,0.0011704866407804884,5頭展開,386.7,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-3-4,0.0019965805282071538,0.019965805282071536,2026-08-09,1.4503160956896763,5,0.1,0,0.0006207831481798682,5頭展開,726.4,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-3-6,0.0013652933888952952,0.01365293388895295,2026-08-09,1.4513068723956988,5,0.1,0,0.0004249593902031062,5頭展開,1063.0,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-4-1,0.002680528092066191,0.02680528092066191,2026-08-09,1.4783112427745044,5,0.1,0,0.0008688669260208981,5頭展開,551.5,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-4-2,0.0017138601285261275,0.017138601285261273,2026-08-09,1.4583235833628818,5,0.1,0,0.0005392676589750345,5頭展開,850.9,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-4-3,0.001220480395494685,0.012204803954946851,2026-08-09,1.45359215103417,5,0.1,0,0.0003811698748186303,5頭展開,1191.0,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-4-6,0.001373596437668462,0.013735964376684619,2026-08-09,1.460133013241575,5,0.1,0,0.00043327025728961873,5頭展開,1063.0,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-6-1,0.0014629419407819998,0.014629419407819998,2026-08-09,1.4522624646142912,5,0.1,0,0.0004560476601939006,5頭展開,992.7,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-6-2,0.001271372592573809,0.012713725925738089,2026-08-09,1.4557216184970114,5,0.1,0,0.00039835805812675826,5頭展開,1145.0,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-6-3,0.0012177534626713262,0.012177534626713261,2026-08-09,1.4503443740415496,5,0.1,0,0.0003784406504550837,5頭展開,1191.0,380,test,202608090910,0,65.36133333333335,100
1-2-3,A,5-6-4,0.0010227224840987554,0.010227224840987554,2026-08-09,1.4502204824520353,5,0.1,0,0.00031772793398167625,5頭展開,1418.0,380,test,202608090910,0,65.36133333333335,100
2-4-5,A,5-1-2,0.02564003375818154,0.2564003375818154,2026-08-09,4.8613504005512205,5,0.1,0,0.020473756100483673,5頭展開,189.6,1330,test,202608091301,0,65.347,400
2-4-5,A,5-1-6,0.003735268443750778,0.03735268443750778,2026-08-09,1.41678732071467,5,0.1,0,0.0011017375646700236,5頭展開,379.3,1330,test,202608091301,0,65.347,100
3-1-2,A,5-1-2,0.0332360636365784,0.33236063636578395,2026-08-09,1.6750976072835513,5,0.1,0,0.013665943467278367,5頭展開,50.4,5820,test,202608091310,0,72.239,200
4-3-1,A,5-1-2,0.018518952224850775,0.18518952224850774,2026-08-09,1.8093016323679207,5,0.1,0,0.008369199921074672,5頭展開,97.7,27230,test,202608092404,0,74.42166666666668,100
3-4-1,A,3-4-6,0.003210867959261994,0.0149018670141953,2026-08-10,1.5832789907120894,3,0.21546749519394906,0,0.001185285492200954,3まくり,493.1,10230,test,202608100808,0,64.08500000000001,100
1-3-6,A,3-2-4,0.008778010894331278,0.029299627537602218,2026-08-10,1.669577672101809,3,0.2995946239612042,0,0.0035389940385930707,3まくり,190.2,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-2-5,0.0075982532473671364,0.025361781018978055,2026-08-10,1.4216331825823911,3,0.2995946239612042,0,0.002265626988621124,3まくり,187.1,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-2-6,0.004420475134516509,0.014754854663510036,2026-08-10,1.856157508983482,3,0.2995946239612042,0,0.002043823129585777,3まくり,419.9,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-4-1,0.018331619216641726,0.061188077991064245,2026-08-10,1.7525027971109488,3,0.2995946239612042,0,0.00795457502231447,3まくり,95.6,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-4-2,0.008390626933675446,0.028006600461435466,2026-08-10,1.8518113642621707,3,0.2995946239612042,0,0.0038771568696502993,3まくり,220.7,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-4-5,0.011051313810580974,0.0368875571412525,2026-08-10,1.7781563921224788,3,0.2995946239612042,0,0.0048665190251562145,3まくり,160.9,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-4-6,0.008450559592361006,0.02820664630302347,2026-08-10,2.123625625560321,3,0.2995946239612042,0,0.0044891155635650055,3まくり,251.3,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-5-2,0.009612897916984388,0.03208634984795056,2026-08-10,1.4265540508804833,3,0.2995946239612042,0,0.0028938538051593164,3まくり,148.4,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-5-4,0.01201284946544299,0.040097012778836066,2026-08-10,1.8631929520902077,3,0.2995946239612042,0,0.005601511694290771,3まくり,155.1,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-5-6,0.01003678301151335,0.03350121200042981,2026-08-10,1.4954806687154891,3,0.2995946239612042,0,0.0033478423561857373,3まくり,149.0,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-6-1,0.004917471159802104,0.016413749668748694,2026-08-10,1.7275076184384792,3,0.2995946239612042,0,0.0020768130700498976,3まくり,351.3,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-6-2,0.0024132773926664867,0.0080551425147702,2026-08-10,1.7312852014989375,3,0.2995946239612042,0,0.001020777779870097,3まくり,717.4,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-6-4,0.003633574436432701,0.01212830319980384,2026-08-10,2.234284920962468,3,0.2995946239612042,0,0.0020105634809618306,3まくり,614.9,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-6-5,0.0037902146891462037,0.012651143865775826,2026-08-10,1.5176019615341398,3,0.2995946239612042,0,0.0012959488270759636,3まくり,400.4,2480,test,202608101310,0,81.47200000000001,100
1-3-2,A,3-1-6,0.009893824608970876,0.04328048812208782,2026-08-10,1.521670224859721,3,0.22859780557608014,0,0.003414072152223304,3まくり,153.8,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-2-1,0.007372094230203799,0.03224919072003198,2026-08-10,1.587211887762878,3,0.22859780557608014,0,0.0027401394669289685,3まくり,215.3,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-2-6,0.002852553305344381,0.01247848070175379,2026-08-10,1.4827572081180092,3,0.22859780557608014,0,0.0009305266154934641,3まくり,519.8,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-4-1,0.013704148135973272,0.05994873004768352,2026-08-10,1.8116883835756663,3,0.22859780557608014,0,0.0061866492650584325,3まくり,132.2,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-4-6,0.0037356385716241654,0.016341532947834442,2026-08-10,2.3463545868371383,3,0.22859780557608014,0,0.002146953574927664,3まくり,628.1,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-6-1,0.0028954414315293165,0.012666094603282087,2026-08-10,1.745951183212178,3,0.22859780557608014,0,0.0012391215667976376,3まくり,603.0,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-6-4,0.0020678695006021244,0.009045885175454635,2026-08-10,1.7318407067542791,3,0.22859780557608014,0,0.0008748842878114515,3まくり,837.5,1160,test,202608102105,0,66.47933333333333,100
1-2-4,A,5-1-2,0.030615158239807913,0.3061515823980791,2026-08-10,3.269698900011485,5,0.1,0,0.02145273062392708,5頭展開,106.8,680,test,202608102411,0,56.80833333333333,400
1-2-4,A,5-1-6,0.005662838391385483,0.05662838391385483,2026-08-10,2.2062418372837844,5,0.1,0,0.0031040706054652196,5頭展開,389.6,680,test,202608102411,0,56.80833333333333,100
5-3-1,A,5-1-2,0.022824251685706887,0.22824251685706887,2026-08-11,3.665574820724526,5,0.1,0,0.01670159662108099,5頭展開,160.6,58150,test,202608110111,0,58.36566666666667,300
5-3-1,A,5-1-6,0.01671933442084896,0.16719334420848958,2026-08-11,2.424303491023099,5,0.1,0,0.009890996465438189,5頭展開,145.0,58150,test,202608110111,0,58.36566666666667,200
2-6-5,A,5-1-2,0.024268743076722974,0.24268743076722973,2026-08-11,3.043300381821061,5,0.1,0,0.016425244226857403,5頭展開,125.4,54620,test,202608110412,0,69.96166666666667,300
2-6-5,A,5-1-6,0.008110563355472892,0.08110563355472891,2026-08-11,1.590481474008234,5,0.1,0,0.0030265580420719327,5頭展開,196.1,54620,test,202608110412,0,69.96166666666667,100
5-4-1,A,5-1-2,0.023032190286480212,0.2303219028648021,2026-08-11,2.2041806104161563,5,0.1,0,0.012715740342303657,5頭展開,95.7,3080,test,202608110708,0,66.03333333333335,200
5-4-1,A,5-1-6,0.007715084684826772,0.07715084684826772,2026-08-11,1.7351225456175412,5,0.1,0,0.003283262820980532,5頭展開,224.9,3080,test,202608110708,0,66.03333333333335,100
1-3-2,A,3-1-2,0.01040941519656576,0.05078545097444944,2026-08-11,1.4229670573705393,3,0.20496845054704385,0,0.0031169274677268926,3まくり,136.7,2260,test,202608111311,0,60.896,100
1-3-2,A,3-1-4,0.03563119707569407,0.17383747098930274,2026-08-11,1.4145585239050549,3,0.20496845054704385,0,0.010712106560854131,3まくり,39.7,2260,test,202608111311,0,60.896,200
1-3-2,A,3-1-6,0.011165562675139767,0.05447454301059409,2026-08-11,1.530798642761662,3,0.20496845054704385,0,0.0039000635030247027,3まくり,137.1,2260,test,202608111311,0,60.896,100
1-3-2,A,3-2-1,0.003637530977811196,0.017746784776403034,2026-08-11,1.8933348739507276,3,0.20496845054704385,0,0.0017196051471621322,3まくり,520.5,2260,test,202608111311,0,60.896,100
1-3-2,A,3-2-4,0.004910801454259341,0.023958816301498195,2026-08-11,2.0144107565371816,3,0.20496845054704385,0,0.0024790096689569444,3まくり,410.2,2260,test,202608111311,0,60.896,100
