scope,family,nparam,floor,conf,month,base_R,base_roi_pct,added_R,added_return_yen,added_profit_yen,added_roi_pct,R,return_yen,profit_yen,roi_pct
S+A,JM4_FIXED,10,6.5,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,10,6.5,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,10,6.5,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,6.5,0.7,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,6.5,0.7,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,6.5,0.7,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,6.5,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,6.5,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,6.5,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,6.5,0.8,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,6.5,0.8,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,6.5,0.8,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,6.5,0.85,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,6.5,0.85,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,6.5,0.85,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,6.5,0.9,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,6.5,0.9,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,6.5,0.9,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,10,7.0,1.25,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,P2R_FIXED,10,7.0,1.25,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,P2R_FIXED,10,7.0,1.25,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,10,7.0,1.5,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,P2R_FIXED,10,7.0,1.5,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,P2R_FIXED,10,7.0,1.5,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,10,7.0,1.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,P2R_FIXED,10,7.0,1.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,P2R_FIXED,10,7.0,1.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,10,7.0,2.0,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,P2R_FIXED,10,7.0,2.0,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,P2R_FIXED,10,7.0,2.0,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,10,7.0,0.3,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,10,7.0,0.3,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,10,7.0,0.3,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,10,7.0,0.35,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,10,7.0,0.35,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,10,7.0,0.35,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,10,7.0,0.4,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,10,7.0,0.4,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,10,7.0,0.4,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,10,7.0,0.45,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,10,7.0,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,10,7.0,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,10,7.0,0.5,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,10,7.0,0.5,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,10,7.0,0.5,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,10,7.0,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,10,7.0,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,10,7.0,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,7.0,0.7,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,7.0,0.7,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,7.0,0.7,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,7.0,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,7.0,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,7.0,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,7.0,0.8,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,7.0,0.8,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,7.0,0.8,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,7.0,0.85,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,7.0,0.85,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,7.0,0.85,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,10,7.0,0.9,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,10,7.0,0.9,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,10,7.0,0.9,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,4.5,0.45,2026-04,11,524.9636363636364,4,0.0,-40000.0,0.0,15,577460.0,427460.0,384.97333333333336
S+A,MASS_TARGET,10,4.5,0.45,2026-05,9,177.9111111111111,3,0.0,-30000.0,0.0,12,160120.0,40120.0,133.43333333333334
S+A,MASS_TARGET,10,4.5,0.45,2026-06,8,166.4625,5,92450.00000000001,42450.000000000015,184.90000000000003,13,225620.0,95620.0,173.55384615384617
S+A,MASS_TARGET,10,4.5,0.55,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,MASS_TARGET,10,4.5,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,4.5,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,4.5,0.65,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,MASS_TARGET,10,4.5,0.65,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,4.5,0.65,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,4.5,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,4.5,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,4.5,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.0,0.45,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,MASS_TARGET,10,5.0,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.0,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.0,0.55,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,MASS_TARGET,10,5.0,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.0,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.0,0.65,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,MASS_TARGET,10,5.0,0.65,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.0,0.65,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.0,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,5.0,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.0,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.5,0.45,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,MASS_TARGET,10,5.5,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.5,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.5,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,5.5,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.5,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.5,0.65,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,5.5,0.65,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.5,0.65,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,5.5,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,5.5,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,5.5,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.0,0.45,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,MASS_TARGET,10,6.0,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.0,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.0,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,6.0,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.0,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.0,0.65,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,6.0,0.65,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.0,0.65,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.0,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,6.0,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.0,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.5,0.45,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,6.5,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.5,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.5,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,6.5,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.5,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.5,0.65,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,6.5,0.65,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.5,0.65,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,6.5,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,6.5,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,6.5,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,7.0,0.45,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,7.0,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,7.0,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,7.0,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,7.0,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,7.0,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,7.0,0.65,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,7.0,0.65,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,7.0,0.65,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,MASS_TARGET,10,7.0,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,MASS_TARGET,10,7.0,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,MASS_TARGET,10,7.0,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S,P2R_FIXED,2,4.5,1.25,2026-04,5,576.94,6,0.0,-60000.0,0.0,11,288470.0,178470.0,262.24545454545455
S,P2R_FIXED,2,4.5,1.25,2026-05,3,0.0,14,120080.0,-19920.0,85.77142857142857,17,120080.0,-49920.0,70.63529411764706
S,P2R_FIXED,2,4.5,1.25,2026-06,2,0.0,10,88550.00000000001,-11449.999999999985,88.55000000000003,12,88550.00000000001,-31449.999999999985,73.79166666666669
S,P2R_FIXED,2,4.5,1.5,2026-04,5,576.94,5,0.0,-50000.0,0.0,10,288470.0,188470.0,288.47
S,P2R_FIXED,2,4.5,1.5,2026-05,3,0.0,10,120080.0,20080.0,120.08,13,120080.0,-9920.0,92.36923076923077
S,P2R_FIXED,2,4.5,1.5,2026-06,2,0.0,8,88550.00000000001,8550.000000000015,110.68750000000003,10,88550.00000000001,-11449.999999999985,88.55000000000003
S,P2R_FIXED,2,4.5,1.75,2026-04,5,576.94,3,0.0,-30000.0,0.0,8,288470.0,208470.0,360.5875
S,P2R_FIXED,2,4.5,1.75,2026-05,3,0.0,8,69930.0,-10070.0,87.4125,11,69930.0,-40070.0,63.57272727272727
S,P2R_FIXED,2,4.5,1.75,2026-06,2,0.0,6,88550.00000000001,28550.000000000015,147.58333333333337,8,88550.00000000001,8550.000000000015,110.68750000000003
S,P2R_FIXED,2,4.5,2.0,2026-04,5,576.94,3,0.0,-30000.0,0.0,8,288470.0,208470.0,360.5875
S,P2R_FIXED,2,4.5,2.0,2026-05,3,0.0,6,0.0,-60000.0,0.0,9,0.0,-90000.0,0.0
S,P2R_FIXED,2,4.5,2.0,2026-06,2,0.0,4,88550.00000000001,48550.000000000015,221.37500000000006,6,88550.00000000001,28550.000000000015,147.58333333333337
S,JM4_FIXED,2,4.5,0.3,2026-04,5,576.94,10,0.0,-100000.0,0.0,15,288470.0,138470.0,192.31333333333333
S,JM4_FIXED,2,4.5,0.3,2026-05,3,0.0,14,120080.0,-19920.0,85.77142857142857,17,120080.0,-49920.0,70.63529411764706
S,JM4_FIXED,2,4.5,0.3,2026-06,2,0.0,12,139510.00000000003,19510.00000000003,116.25833333333337,14,139510.00000000003,-489.9999999999709,99.65000000000002
S,JM4_FIXED,2,4.5,0.35,2026-04,5,576.94,9,0.0,-90000.0,0.0,14,288470.0,148470.0,206.05
S,JM4_FIXED,2,4.5,0.35,2026-05,3,0.0,13,120080.0,-9920.0,92.36923076923077,16,120080.0,-39920.0,75.05
S,JM4_FIXED,2,4.5,0.35,2026-06,2,0.0,9,139510.00000000003,49510.00000000003,155.01111111111115,11,139510.00000000003,29510.00000000003,126.82727272727276
S,JM4_FIXED,2,4.5,0.4,2026-04,5,576.94,2,0.0,-20000.0,0.0,7,288470.0,218470.0,412.1
S,JM4_FIXED,2,4.5,0.4,2026-05,3,0.0,5,0.0,-50000.0,0.0,8,0.0,-80000.0,0.0
S,JM4_FIXED,2,4.5,0.4,2026-06,2,0.0,4,50960.00000000001,10960.000000000007,127.40000000000002,6,50960.00000000001,-9039.999999999993,84.93333333333335
S,JM4_FIXED,2,4.5,0.45,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,JM4_FIXED,2,4.5,0.45,2026-05,3,0.0,1,0.0,-10000.0,0.0,4,0.0,-40000.0,0.0
S,JM4_FIXED,2,4.5,0.45,2026-06,2,0.0,1,50960.00000000001,40960.00000000001,509.6000000000001,3,50960.00000000001,20960.000000000007,169.8666666666667
S,JM4_FIXED,2,4.5,0.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,JM4_FIXED,2,4.5,0.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
S,JM4_FIXED,2,4.5,0.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
S,JM4_FIXED,2,4.5,0.55,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,JM4_FIXED,2,4.5,0.55,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
S,JM4_FIXED,2,4.5,0.55,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
S,ENT_FIXED,2,4.5,0.7,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,ENT_FIXED,2,4.5,0.7,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
S,ENT_FIXED,2,4.5,0.7,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
S,ENT_FIXED,2,4.5,0.75,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,ENT_FIXED,2,4.5,0.75,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
S,ENT_FIXED,2,4.5,0.75,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
S,ENT_FIXED,2,4.5,0.8,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,ENT_FIXED,2,4.5,0.8,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
S,ENT_FIXED,2,4.5,0.8,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
S,ENT_FIXED,2,4.5,0.85,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,ENT_FIXED,2,4.5,0.85,2026-05,3,0.0,1,0.0,-10000.0,0.0,4,0.0,-40000.0,0.0
S,ENT_FIXED,2,4.5,0.85,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
S,ENT_FIXED,2,4.5,0.9,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,ENT_FIXED,2,4.5,0.9,2026-05,3,0.0,1,0.0,-10000.0,0.0,4,0.0,-40000.0,0.0
S,ENT_FIXED,2,4.5,0.9,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
S,P2R_FIXED,2,5.0,1.25,2026-04,5,576.94,6,0.0,-60000.0,0.0,11,288470.0,178470.0,262.24545454545455
S,P2R_FIXED,2,5.0,1.25,2026-05,3,0.0,13,120080.0,-9920.0,92.36923076923077,16,120080.0,-39920.0,75.05
S,P2R_FIXED,2,5.0,1.25,2026-06,2,0.0,9,88550.00000000001,-1449.9999999999854,98.38888888888891,11,88550.00000000001,-21449.999999999985,80.50000000000001
S,P2R_FIXED,2,5.0,1.5,2026-04,5,576.94,5,0.0,-50000.0,0.0,10,288470.0,188470.0,288.47
S,P2R_FIXED,2,5.0,1.5,2026-05,3,0.0,9,120080.0,30080.0,133.42222222222222,12,120080.0,80.0,100.06666666666666
S,P2R_FIXED,2,5.0,1.5,2026-06,2,0.0,8,88550.00000000001,8550.000000000015,110.68750000000003,10,88550.00000000001,-11449.999999999985,88.55000000000003
S,P2R_FIXED,2,5.0,1.75,2026-04,5,576.94,3,0.0,-30000.0,0.0,8,288470.0,208470.0,360.5875
S,P2R_FIXED,2,5.0,1.75,2026-05,3,0.0,7,69930.0,-70.0,99.9,10,69930.0,-30070.0,69.93
S,P2R_FIXED,2,5.0,1.75,2026-06,2,0.0,6,88550.00000000001,28550.000000000015,147.58333333333337,8,88550.00000000001,8550.000000000015,110.68750000000003
S,P2R_FIXED,2,5.0,2.0,2026-04,5,576.94,3,0.0,-30000.0,0.0,8,288470.0,208470.0,360.5875
S,P2R_FIXED,2,5.0,2.0,2026-05,3,0.0,5,0.0,-50000.0,0.0,8,0.0,-80000.0,0.0
S,P2R_FIXED,2,5.0,2.0,2026-06,2,0.0,4,88550.00000000001,48550.000000000015,221.37500000000006,6,88550.00000000001,28550.000000000015,147.58333333333337
S,JM4_FIXED,2,5.0,0.3,2026-04,5,576.94,9,0.0,-90000.0,0.0,14,288470.0,148470.0,206.05
S,JM4_FIXED,2,5.0,0.3,2026-05,3,0.0,13,120080.0,-9920.0,92.36923076923077,16,120080.0,-39920.0,75.05
S,JM4_FIXED,2,5.0,0.3,2026-06,2,0.0,11,139510.00000000003,29510.00000000003,126.82727272727276,13,139510.00000000003,9510.00000000003,107.31538461538464
S,JM4_FIXED,2,5.0,0.35,2026-04,5,576.94,8,0.0,-80000.0,0.0,13,288470.0,158470.0,221.9
S,JM4_FIXED,2,5.0,0.35,2026-05,3,0.0,12,120080.0,80.0,100.06666666666666,15,120080.0,-29920.0,80.05333333333333
S,JM4_FIXED,2,5.0,0.35,2026-06,2,0.0,8,139510.00000000003,59510.00000000003,174.38750000000005,10,139510.00000000003,39510.00000000003,139.51000000000005
S,JM4_FIXED,2,5.0,0.4,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
S,JM4_FIXED,2,5.0,0.4,2026-05,3,0.0,4,0.0,-40000.0,0.0,7,0.0,-70000.0,0.0
S,JM4_FIXED,2,5.0,0.4,2026-06,2,0.0,4,50960.00000000001,10960.000000000007,127.40000000000002,6,50960.00000000001,-9039.999999999993,84.93333333333335
S,JM4_FIXED,2,5.0,0.45,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
S,JM4_FIXED,2,5.0,0.45,2026-05,3,0.0,1,0.0,-10000.0,0.0,4,0.0,-40000.0,0.0
S,JM4_FIXED,2,5.0,0.45,2026-06,2,0.0,1,50960.00000000001,40960.00000000001,509.6000000000001,3,50960.00000000001,20960.000000000007,169.8666666666667
S,JM4_FIXED,2,5.0,0.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
