scope,family,nparam,floor,conf,month,base_R,base_roi_pct,added_R,added_return_yen,added_profit_yen,added_roi_pct,R,return_yen,profit_yen,roi_pct
S+A,JM4_FIXED,3,7.0,0.5,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,3,7.0,0.5,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,3,7.0,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,3,7.0,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,3,7.0,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,3,7.0,0.7,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,3,7.0,0.7,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,3,7.0,0.7,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,3,7.0,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,3,7.0,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,3,7.0,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,3,7.0,0.8,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,3,7.0,0.8,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,3,7.0,0.8,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,3,7.0,0.85,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,3,7.0,0.85,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,3,7.0,0.85,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,3,7.0,0.9,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,3,7.0,0.9,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,3,7.0,0.9,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,4,4.5,1.25,2026-04,11,524.9636363636364,7,0.0,-70000.0,0.0,18,577460.0,397460.0,320.81111111111113
S+A,P2R_FIXED,4,4.5,1.25,2026-05,9,177.9111111111111,11,62580.0,-47420.0,56.89090909090909,20,222700.0,22700.0,111.35
S+A,P2R_FIXED,4,4.5,1.25,2026-06,8,166.4625,11,57960.00000000001,-52039.99999999999,52.6909090909091,19,191130.0,1130.0,100.59473684210526
S+A,P2R_FIXED,4,4.5,1.5,2026-04,11,524.9636363636364,5,0.0,-50000.0,0.0,16,577460.0,417460.0,360.9125
S+A,P2R_FIXED,4,4.5,1.5,2026-05,9,177.9111111111111,8,0.0,-80000.0,0.0,17,160120.0,-9880.0,94.18823529411765
S+A,P2R_FIXED,4,4.5,1.5,2026-06,8,166.4625,10,57960.00000000001,-42039.99999999999,57.96000000000001,18,191130.0,11130.0,106.18333333333334
S+A,P2R_FIXED,4,4.5,1.75,2026-04,11,524.9636363636364,3,0.0,-30000.0,0.0,14,577460.0,437460.0,412.4714285714286
S+A,P2R_FIXED,4,4.5,1.75,2026-05,9,177.9111111111111,7,0.0,-70000.0,0.0,16,160120.0,120.0,100.075
S+A,P2R_FIXED,4,4.5,1.75,2026-06,8,166.4625,9,57960.00000000001,-32039.999999999993,64.4,17,191130.0,21130.0,112.42941176470588
S+A,P2R_FIXED,4,4.5,2.0,2026-04,11,524.9636363636364,3,0.0,-30000.0,0.0,14,577460.0,437460.0,412.4714285714286
S+A,P2R_FIXED,4,4.5,2.0,2026-05,9,177.9111111111111,6,0.0,-60000.0,0.0,15,160120.0,10120.0,106.74666666666667
S+A,P2R_FIXED,4,4.5,2.0,2026-06,8,166.4625,7,57960.00000000001,-12039.999999999993,82.80000000000001,15,191130.0,41130.0,127.42
S+A,JM4_FIXED,4,4.5,0.3,2026-04,11,524.9636363636364,10,0.0,-100000.0,0.0,21,577460.0,367460.0,274.9809523809524
S+A,JM4_FIXED,4,4.5,0.3,2026-05,9,177.9111111111111,11,62580.0,-47420.0,56.89090909090909,20,222700.0,22700.0,111.35
S+A,JM4_FIXED,4,4.5,0.3,2026-06,8,166.4625,15,107240.00000000001,-42759.999999999985,71.49333333333334,23,240410.0,10410.0,104.52608695652174
S+A,JM4_FIXED,4,4.5,0.35,2026-04,11,524.9636363636364,8,0.0,-80000.0,0.0,19,577460.0,387460.0,303.9263157894737
S+A,JM4_FIXED,4,4.5,0.35,2026-05,9,177.9111111111111,10,0.0,-100000.0,0.0,19,160120.0,-29880.0,84.27368421052631
S+A,JM4_FIXED,4,4.5,0.35,2026-06,8,166.4625,7,57960.00000000001,-12039.999999999993,82.80000000000001,15,191130.0,41130.0,127.42
S+A,JM4_FIXED,4,4.5,0.4,2026-04,11,524.9636363636364,3,0.0,-30000.0,0.0,14,577460.0,437460.0,412.4714285714286
S+A,JM4_FIXED,4,4.5,0.4,2026-05,9,177.9111111111111,7,0.0,-70000.0,0.0,16,160120.0,120.0,100.075
S+A,JM4_FIXED,4,4.5,0.4,2026-06,8,166.4625,2,0.0,-20000.0,0.0,10,133170.0,33170.0,133.17
S+A,JM4_FIXED,4,4.5,0.45,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,JM4_FIXED,4,4.5,0.45,2026-05,9,177.9111111111111,2,0.0,-20000.0,0.0,11,160120.0,50120.0,145.56363636363636
S+A,JM4_FIXED,4,4.5,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,4.5,0.5,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,4.5,0.5,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,4.5,0.5,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,4.5,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,4.5,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,4.5,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,4.5,0.7,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,4.5,0.7,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,4.5,0.7,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,4.5,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,4.5,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,4.5,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,4.5,0.8,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,4.5,0.8,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,4.5,0.8,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,4.5,0.85,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,4.5,0.85,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,ENT_FIXED,4,4.5,0.85,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,4.5,0.9,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,ENT_FIXED,4,4.5,0.9,2026-05,9,177.9111111111111,2,0.0,-20000.0,0.0,11,160120.0,50120.0,145.56363636363636
S+A,ENT_FIXED,4,4.5,0.9,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,4,5.0,1.25,2026-04,11,524.9636363636364,6,0.0,-60000.0,0.0,17,577460.0,407460.0,339.6823529411765
S+A,P2R_FIXED,4,5.0,1.25,2026-05,9,177.9111111111111,3,62580.0,32580.0,208.6,12,222700.0,102700.0,185.58333333333334
S+A,P2R_FIXED,4,5.0,1.25,2026-06,8,166.4625,8,57960.00000000001,-22039.999999999993,72.45000000000002,16,191130.0,31130.0,119.45625
S+A,P2R_FIXED,4,5.0,1.5,2026-04,11,524.9636363636364,4,0.0,-40000.0,0.0,15,577460.0,427460.0,384.97333333333336
S+A,P2R_FIXED,4,5.0,1.5,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,5.0,1.5,2026-06,8,166.4625,8,57960.00000000001,-22039.999999999993,72.45000000000002,16,191130.0,31130.0,119.45625
S+A,P2R_FIXED,4,5.0,1.75,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,P2R_FIXED,4,5.0,1.75,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,5.0,1.75,2026-06,8,166.4625,7,57960.00000000001,-12039.999999999993,82.80000000000001,15,191130.0,41130.0,127.42
S+A,P2R_FIXED,4,5.0,2.0,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,P2R_FIXED,4,5.0,2.0,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,5.0,2.0,2026-06,8,166.4625,6,57960.00000000001,-2039.9999999999927,96.60000000000001,14,191130.0,51130.0,136.52142857142857
S+A,JM4_FIXED,4,5.0,0.3,2026-04,11,524.9636363636364,7,0.0,-70000.0,0.0,18,577460.0,397460.0,320.81111111111113
S+A,JM4_FIXED,4,5.0,0.3,2026-05,9,177.9111111111111,3,62580.0,32580.0,208.6,12,222700.0,102700.0,185.58333333333334
S+A,JM4_FIXED,4,5.0,0.3,2026-06,8,166.4625,10,57960.00000000001,-42039.99999999999,57.96000000000001,18,191130.0,11130.0,106.18333333333334
S+A,JM4_FIXED,4,5.0,0.35,2026-04,11,524.9636363636364,5,0.0,-50000.0,0.0,16,577460.0,417460.0,360.9125
S+A,JM4_FIXED,4,5.0,0.35,2026-05,9,177.9111111111111,2,0.0,-20000.0,0.0,11,160120.0,50120.0,145.56363636363636
S+A,JM4_FIXED,4,5.0,0.35,2026-06,8,166.4625,5,57960.00000000001,7960.000000000007,115.92000000000002,13,191130.0,61130.0,147.02307692307693
S+A,JM4_FIXED,4,5.0,0.4,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,JM4_FIXED,4,5.0,0.4,2026-05,9,177.9111111111111,2,0.0,-20000.0,0.0,11,160120.0,50120.0,145.56363636363636
S+A,JM4_FIXED,4,5.0,0.4,2026-06,8,166.4625,1,0.0,-10000.0,0.0,9,133170.0,43170.0,147.96666666666667
S+A,JM4_FIXED,4,5.0,0.45,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,JM4_FIXED,4,5.0,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,5.0,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,5.0,0.5,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,5.0,0.5,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,5.0,0.5,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,5.0,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,5.0,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,5.0,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.0,0.7,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.0,0.7,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.0,0.7,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.0,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.0,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.0,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.0,0.8,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.0,0.8,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.0,0.8,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.0,0.85,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.0,0.85,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.0,0.85,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.0,0.9,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,ENT_FIXED,4,5.0,0.9,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.0,0.9,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,4,5.5,1.25,2026-04,11,524.9636363636364,5,0.0,-50000.0,0.0,16,577460.0,417460.0,360.9125
S+A,P2R_FIXED,4,5.5,1.25,2026-05,9,177.9111111111111,3,62580.0,32580.0,208.6,12,222700.0,102700.0,185.58333333333334
S+A,P2R_FIXED,4,5.5,1.25,2026-06,8,166.4625,5,57960.00000000001,7960.000000000007,115.92000000000002,13,191130.0,61130.0,147.02307692307693
S+A,P2R_FIXED,4,5.5,1.5,2026-04,11,524.9636363636364,4,0.0,-40000.0,0.0,15,577460.0,427460.0,384.97333333333336
S+A,P2R_FIXED,4,5.5,1.5,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,5.5,1.5,2026-06,8,166.4625,5,57960.00000000001,7960.000000000007,115.92000000000002,13,191130.0,61130.0,147.02307692307693
S+A,P2R_FIXED,4,5.5,1.75,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,P2R_FIXED,4,5.5,1.75,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,5.5,1.75,2026-06,8,166.4625,4,57960.00000000001,17960.000000000007,144.90000000000003,12,191130.0,71130.0,159.275
S+A,P2R_FIXED,4,5.5,2.0,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,P2R_FIXED,4,5.5,2.0,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,5.5,2.0,2026-06,8,166.4625,3,57960.00000000001,27960.000000000007,193.20000000000002,11,191130.0,81130.0,173.75454545454545
S+A,JM4_FIXED,4,5.5,0.3,2026-04,11,524.9636363636364,6,0.0,-60000.0,0.0,17,577460.0,407460.0,339.6823529411765
S+A,JM4_FIXED,4,5.5,0.3,2026-05,9,177.9111111111111,3,62580.0,32580.0,208.6,12,222700.0,102700.0,185.58333333333334
S+A,JM4_FIXED,4,5.5,0.3,2026-06,8,166.4625,7,57960.00000000001,-12039.999999999993,82.80000000000001,15,191130.0,41130.0,127.42
S+A,JM4_FIXED,4,5.5,0.35,2026-04,11,524.9636363636364,5,0.0,-50000.0,0.0,16,577460.0,417460.0,360.9125
S+A,JM4_FIXED,4,5.5,0.35,2026-05,9,177.9111111111111,2,0.0,-20000.0,0.0,11,160120.0,50120.0,145.56363636363636
S+A,JM4_FIXED,4,5.5,0.35,2026-06,8,166.4625,3,57960.00000000001,27960.000000000007,193.20000000000002,11,191130.0,81130.0,173.75454545454545
S+A,JM4_FIXED,4,5.5,0.4,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,JM4_FIXED,4,5.5,0.4,2026-05,9,177.9111111111111,2,0.0,-20000.0,0.0,11,160120.0,50120.0,145.56363636363636
S+A,JM4_FIXED,4,5.5,0.4,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,5.5,0.45,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,JM4_FIXED,4,5.5,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,5.5,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,5.5,0.5,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,5.5,0.5,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,5.5,0.5,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,5.5,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,5.5,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,5.5,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.5,0.7,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.5,0.7,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.5,0.7,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.5,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.5,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.5,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.5,0.8,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.5,0.8,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.5,0.8,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.5,0.85,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,5.5,0.85,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.5,0.85,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,5.5,0.9,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,ENT_FIXED,4,5.5,0.9,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,5.5,0.9,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,P2R_FIXED,4,6.0,1.25,2026-04,11,524.9636363636364,5,0.0,-50000.0,0.0,16,577460.0,417460.0,360.9125
S+A,P2R_FIXED,4,6.0,1.25,2026-05,9,177.9111111111111,2,62580.0,42580.0,312.9,11,222700.0,112700.0,202.45454545454547
S+A,P2R_FIXED,4,6.0,1.25,2026-06,8,166.4625,2,0.0,-20000.0,0.0,10,133170.0,33170.0,133.17
S+A,P2R_FIXED,4,6.0,1.5,2026-04,11,524.9636363636364,4,0.0,-40000.0,0.0,15,577460.0,427460.0,384.97333333333336
S+A,P2R_FIXED,4,6.0,1.5,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,6.0,1.5,2026-06,8,166.4625,2,0.0,-20000.0,0.0,10,133170.0,33170.0,133.17
S+A,P2R_FIXED,4,6.0,1.75,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,P2R_FIXED,4,6.0,1.75,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,6.0,1.75,2026-06,8,166.4625,2,0.0,-20000.0,0.0,10,133170.0,33170.0,133.17
S+A,P2R_FIXED,4,6.0,2.0,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,P2R_FIXED,4,6.0,2.0,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,P2R_FIXED,4,6.0,2.0,2026-06,8,166.4625,1,0.0,-10000.0,0.0,9,133170.0,43170.0,147.96666666666667
S+A,JM4_FIXED,4,6.0,0.3,2026-04,11,524.9636363636364,5,0.0,-50000.0,0.0,16,577460.0,417460.0,360.9125
S+A,JM4_FIXED,4,6.0,0.3,2026-05,9,177.9111111111111,2,62580.0,42580.0,312.9,11,222700.0,112700.0,202.45454545454547
S+A,JM4_FIXED,4,6.0,0.3,2026-06,8,166.4625,4,0.0,-40000.0,0.0,12,133170.0,13170.0,110.975
S+A,JM4_FIXED,4,6.0,0.35,2026-04,11,524.9636363636364,4,0.0,-40000.0,0.0,15,577460.0,427460.0,384.97333333333336
S+A,JM4_FIXED,4,6.0,0.35,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,JM4_FIXED,4,6.0,0.35,2026-06,8,166.4625,1,0.0,-10000.0,0.0,9,133170.0,43170.0,147.96666666666667
S+A,JM4_FIXED,4,6.0,0.4,2026-04,11,524.9636363636364,2,0.0,-20000.0,0.0,13,577460.0,447460.0,444.2
S+A,JM4_FIXED,4,6.0,0.4,2026-05,9,177.9111111111111,1,0.0,-10000.0,0.0,10,160120.0,60120.0,160.12
S+A,JM4_FIXED,4,6.0,0.4,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,6.0,0.45,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,JM4_FIXED,4,6.0,0.45,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,6.0,0.45,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,6.0,0.5,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,6.0,0.5,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,6.0,0.5,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,JM4_FIXED,4,6.0,0.55,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,JM4_FIXED,4,6.0,0.55,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,JM4_FIXED,4,6.0,0.55,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,6.0,0.7,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,6.0,0.7,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,6.0,0.7,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,6.0,0.75,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,6.0,0.75,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,6.0,0.75,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,6.0,0.8,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,6.0,0.8,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,6.0,0.8,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,6.0,0.85,2026-04,11,524.9636363636364,0,0.0,0.0,,11,577460.0,467460.0,524.9636363636364
S+A,ENT_FIXED,4,6.0,0.85,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
S+A,ENT_FIXED,4,6.0,0.85,2026-06,8,166.4625,0,0.0,0.0,,8,133170.0,53170.0,166.4625
S+A,ENT_FIXED,4,6.0,0.9,2026-04,11,524.9636363636364,1,0.0,-10000.0,0.0,12,577460.0,457460.0,481.21666666666664
S+A,ENT_FIXED,4,6.0,0.9,2026-05,9,177.9111111111111,0,0.0,0.0,,9,160120.0,70120.0,177.9111111111111
