actual_combo,coverage,date,head,head_hit,head_prob,invest,model,payout100,race_code,return,score,set_ev,set_prob,synthetic_odds,ticket_hit,tickets_n,winner
1-3-4,0.6362089328113789,2026-07-22,5,0,0.11947253244793239,2000,5頭展開,2450,202607221312,0,44.163,23.958191994699945,0.0760094923689719,315.2,0,1,1
5-1-3,0.7313587656422448,2026-07-22,5,1,0.1396569597131605,2000,5頭展開,4080,202607221408,0,74.99366666666666,1.9508614258810664,0.10213934166916577,19.1,0,1,5
5-1-6,0.592141673072994,2026-07-22,5,1,0.13857334807923946,2000,5頭展開,1980,202607221506,0,60.044333333333334,1.7641836647617952,0.08205505417496722,21.5,0,1,5
1-5-4,0.6840844627997665,2026-07-22,5,0,0.11550589050589054,2000,5頭展開,1400,202607221507,0,51.82966666666666,8.225543224426493,0.07901578505693078,104.1,0,1,1
3-6-5,0.7793373975243729,2026-07-22,5,0,0.11588615289964405,2000,5頭展開,19960,202607222204,0,43.090666666666664,8.670183629752335,0.09031441280992016,96.0,0,1,3
3-5-4,0.6932053594507311,2026-07-22,5,0,0.1168022305940944,2000,5頭展開,32930,202607222210,0,43.36266666666666,20.233886267682237,0.0809679322436264,249.89999999999998,0,1,3
5-1-4,0.5777832200348123,2026-07-22,5,1,0.13651349169481664,2000,5頭展開,14240,202607222310,0,61.643000000000015,14.97051387286716,0.07887520480962676,189.8,0,1,5
4-6-1,0.5302948985881774,2026-07-23,3,0,0.2087293449979883,2000,3まくり,59990,202607230510,0,54.64300000000001,2.498629339790198,0.11068810683808489,22.573602631448068,0,10,4
1-3-4,0.5905396565171543,2026-07-23,3,0,0.19333343331717776,2000,3まくり,450,202607230812,0,51.778000000000006,1.3341245420552963,0.11417105930440831,11.685312812051519,0,12,1
3-1-4,0.5259588464121718,2026-07-23,3,1,0.24174704281840745,2000,3まくり,1230,202607231305,0,68.373,1.2588539122599531,0.12714899576432348,9.900620171576477,0,11,3
3-4-6,0.5026077792776665,2026-07-23,3,1,0.17911790929404647,2000,3まくり,1520,202607231908,3040,29.80833333333333,1.636751460766197,0.0900260546191392,18.180864058639195,1,14,3
4-3-2,0.5421945279719826,2026-07-23,3,0,0.3147700326188799,2000,3まくり,4300,202607232404,0,87.59366666666666,1.2771653793041935,0.17066658925551917,7.483394288685542,0,12,4
