floor,coverage_pct,R,head4_wins,hits,head4_rate_pct,hit_rate_pct,avg_comp,return_yen,profit_yen,roi_pct,max_drawdown_yen,max_consecutive_misses,max_consecutive_losing_bets,worst_5bet_pnl_yen,worst_10bet_pnl_yen
6.0,40.0,40,20,10,50.0,25.0,8.385538389489732,933330.0,533330.0,233.3325,77280.0,7,7,-50000.0,-27280.0
7.0,28.0,28,18,9,64.28571428571429,32.142857142857146,9.237731386802304,870750.0,590750.0,310.98214285714283,60000.0,6,6,-50000.0,-27280.0
8.0,21.0,21,15,8,71.42857142857143,38.095238095238095,9.858913940353537,798030.0,588030.0,380.01428571428573,70000.0,7,7,-50000.0,33170.0
