actual_combo,combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,payout100,race_code,return,stake,train_pair_count
1-5-3,3-2-4,0.004573072803932302,2026-08-27,1.1670481795635235,0,0.013469519616750044,3まくり,255.2,0.06679669669915823,0,202608271412,0,500,21
1-5-3,3-4-5,0.004198258157237924,2026-08-27,0.30563319384692084,0,0.04721732700816773,3まくり,72.8,0.0613219576457764,0,202608271412,0,500,19
1-5-3,3-5-2,0.003951171033305373,2026-08-27,0.45794072276009273,0,0.029658510838607516,3まくり,115.9,0.05771287369211664,0,202608271412,0,400,18
1-5-3,3-5-1,0.003707666778478094,2026-08-27,0.09157936942840893,0,0.1391668585503891,3まくり,24.7,0.05415612300127567,0,202608271412,0,400,16
1-5-3,3-1-4,0.0036697979326135647,2026-08-27,0.10752507942557744,0,0.1173181367301915,3まくり,29.3,0.05360299080329599,0,202608271412,0,400,16
1-5-3,3-2-1,0.0032860890683812758,2026-08-27,0.5395758250282054,0,0.020934356919577412,3まくり,164.2,0.04799833814986272,0,202608271412,0,400,15
1-5-3,3-6-1,0.0028511564428353783,2026-08-27,0.49011379252340154,0,0.019996634125623098,3まくり,171.9,0.04164548440824362,0,202608271412,0,300,13
1-6-4,4-5-1,0.00926440881726787,2026-08-27,1.325736901751032,0,0.026014130659207726,4カドまくり,143.1,0.11106090051698812,0,202608271505,0,600,31
1-6-4,4-5-2,0.00805076910361384,2026-08-27,2.0006161222480396,0,0.014980370613008555,4カドまくり,248.5,0.09651189667225647,0,202608271505,0,500,27
1-6-4,4-1-5,0.007523561858239835,2026-08-27,0.6515404569235697,0,0.04298639835257073,4カドまくり,86.6,0.09019178358299135,0,202608271505,0,500,25
1-6-4,4-6-2,0.006779932936610239,2026-08-27,0.24068761924966348,0,0.10486259429105987,4カドまくり,35.5,0.08127722688373124,0,202608271505,0,400,22
1-6-4,4-5-6,0.005426085598955735,2026-08-27,0.5805911590882636,0,0.034790860722734816,4カドまくり,107.0,0.06504742663979317,0,202608271505,0,400,18
1-6-4,4-1-2,0.004775539932444543,2026-08-27,0.13084979414898049,0,0.1358621203406068,4カドまくり,27.4,0.057248743639590226,0,202608271505,0,300,15
1-6-4,4-1-6,0.004137177852742174,2026-08-27,0.13156225571720115,0,0.11706358796643476,4カドまくり,31.8,0.04959611638338604,0,202608271505,0,300,13
1-6-4,4-6-1,0.004091207525793456,2026-08-27,0.1558750067327307,0,0.09770661672789044,4カドまくり,38.1,0.04904502823424599,0,202608271505,0,300,13
1-6-4,4-2-5,0.0036046080831663658,2026-08-27,0.7533630893817704,0,0.017811588982452754,4カドまくり,209.0,0.04321171783579937,0,202608271505,0,300,12
1-6-4,4-5-3,0.003594538065642768,2026-08-27,0.9859817914058113,0,0.01357135288856225,4カドまくり,274.3,0.04309099937049287,0,202608271505,0,300,12
1-6-4,4-6-5,0.0033769337293912223,2026-08-27,0.2677908447407239,0,0.046943532122731724,4カドまくり,79.3,0.04048237813872546,0,202608271505,0,300,11
1-6-4,4-1-3,0.0030417748890363147,2026-08-27,0.3674464065955868,0,0.03081640809050187,4カドまくり,120.8,0.03646452407375094,0,202608271505,0,200,10
1-6-4,4-2-3,0.003019633462223411,2026-08-27,0.5230005156570947,0,0.021493199176285366,4カドまくり,173.2,0.036199094638470763,0,202608271505,0,200,10
1-6-4,4-3-1,0.0027187311497864613,2026-08-27,0.5113933292748334,0,0.019790654424947506,4カドまくり,188.1,0.032591904752311676,0,202608271505,0,200,9
1-6-4,4-3-5,0.0024064234664856483,2026-08-27,0.6742798553092786,0,0.01328558921246476,4カドまくり,280.2,0.028847988304981205,0,202608271505,0,200,8
5-1-4,4-5-1,0.008062260057734355,2026-08-27,0.9706961109512164,0,0.03134668219878536,4カドまくり,120.4,0.11121271693092628,0,202608271506,0,600,31
5-1-4,4-5-2,0.007005301394033872,2026-08-27,1.375140663648849,0,0.019226390915607527,4カドまくり,196.3,0.09663277981254399,0,202608271506,0,500,27
5-1-4,4-1-5,0.006572509634815594,2026-08-27,0.41669711084730865,0,0.05952903054785106,4カドまくり,63.4,0.09066274820065055,0,202608271506,0,500,25
5-1-4,4-6-2,0.005747022118742644,2026-08-27,0.6275748153666968,0,0.03456172652686591,4カドまくり,109.2,0.07927577869115632,0,202608271506,0,400,22
5-1-4,4-5-6,0.004723884732511312,2026-08-27,0.4591615960000996,0,0.038828606344997504,4カドまくり,97.2,0.06516238025181487,0,202608271506,0,400,18
5-1-4,4-1-2,0.003942587192316851,2026-08-27,0.42185682957790305,0,0.03527234146480147,4カドまくり,107.0,0.05438497769294809,0,202608271506,0,300,15
5-1-4,4-1-6,0.0038147285031532707,2026-08-27,0.06446891170329026,0,0.2233219252505182,4カドまくり,16.9,0.05262126477581547,0,202608271506,0,300,13
5-1-4,4-6-1,0.0037031176882366,2026-08-27,0.08257952444767619,0,0.16924397025711915,4カドまくり,22.3,0.05108167886853008,0,202608271506,0,300,13
5-1-4,4-5-3,0.0031311093246233794,2026-08-27,0.6913489388768422,0,0.01709302779317825,4カドまくり,220.8,0.04319126057774173,0,202608271506,0,300,12
5-1-4,4-2-5,0.0031230193760449164,2026-08-27,0.8947450512368685,0,0.013173265398721667,4カドまくり,286.5,0.04307966591882482,0,202608271506,0,300,12
5-1-4,4-6-5,0.00292894941232641,2026-08-27,0.2504251747539081,0,0.04414199458168137,4カドまくり,85.5,0.04040261906282367,0,202608271506,0,300,11
5-1-4,4-2-6,0.0026327764946973576,2026-08-27,0.387544700019451,0,0.025639541689767377,4カドまくり,147.2,0.03631713997693288,0,202608271506,0,300,10
5-1-4,4-2-1,0.0026129213408816556,2026-08-27,0.6156042679117181,0,0.016019272227223078,4カドまくり,235.6,0.036043253301842645,0,202608271506,0,300,10
5-1-4,4-2-3,0.002609253333024355,2026-08-27,0.691452133251454,0,0.014242039761259461,4カドまくり,265.0,0.035992655936263614,0,202608271506,0,200,10
4-2-3,5-1-4,0.004667620415908378,2026-08-27,1.0054054375866646,0,0.061732417056595754,5頭展開,215.4,0.09938830663635835,0,202608271507,0,400,33
4-2-3,5-1-2,0.004661268862067877,2026-08-27,1.1061191009687072,0,0.056035240766922574,5頭展開,237.3,0.09925306209535721,0,202608271507,0,400,33
4-2-3,5-1-6,0.004532180223762735,2026-08-27,0.9236583296028454,0,0.06524613657502809,5頭展開,203.8,0.09650435932522321,0,202608271507,0,400,32
4-2-3,5-1-3,0.003662826864689128,2026-08-27,1.373560074258423,0,0.0354591003573086,5頭展開,375.0,0.07799309437049991,0,202608271507,0,300,26
4-2-3,5-2-1,0.003403151547841644,2026-08-27,0.8613376567587201,0,0.0525371893875572,5頭展開,253.1,0.07246379084599543,0,202608271507,0,300,24
4-2-3,5-2-4,0.0024261825194622955,2026-08-27,0.629836982052412,0,0.05122173587823854,5頭展開,259.6,0.05166105010986917,0,202608271507,0,300,17
4-2-3,5-4-1,0.0024149594568623825,2026-08-27,0.7802734005122358,0,0.041154944704397164,5頭展開,323.1,0.05142207583868005,0,202608271507,0,300,17
4-2-3,5-3-2,0.0021328272978356753,2026-08-27,0.7445700096744343,0,0.03808983853907398,5頭展開,349.1,0.04541459557362787,0,202608271507,0,200,15
4-2-3,5-2-3,0.002127940343255408,2026-08-27,0.8394724654142585,0,0.033706369160939734,5頭展開,394.5,0.045310536953375426,0,202608271507,0,200,15
4-2-3,5-3-6,0.002125499874026901,2026-08-27,0.8967483968519495,0,0.03151733262382253,5頭展開,421.9,0.04525857169433407,0,202608271507,0,200,15
4-2-3,5-4-6,0.002062299817111434,2026-08-27,0.274698335639243,0,0.09982854830323369,5頭展開,133.2,0.043912843876634626,0,202608271507,0,200,14
4-2-3,5-2-6,0.0020110473877072866,2026-08-27,0.49652760002492907,0,0.05385647077355499,5頭展開,246.9,0.04282151859403098,0,202608271507,0,200,14
4-2-3,5-3-1,0.0016971799529648447,2026-08-27,1.0108403799858616,0,0.022325659224296048,5頭展開,595.6,0.036138294580992186,0,202608271507,0,200,12
4-2-3,5-6-1,0.0016022381025135785,2026-08-27,0.34271873012765447,0,0.062165323207062764,5頭展開,213.9,0.03411668423043472,0,202608271507,0,200,11
4-2-3,5-4-3,0.0015656287098991645,2026-08-27,0.7098560570682811,0,0.029327663506816776,5頭展開,453.4,0.03333715521677903,0,202608271507,0,200,11
4-2-3,5-3-4,0.0014248106978344418,2026-08-27,0.6762151571922261,0,0.028017620383461287,5頭展開,474.6,0.03033869721978543,0,202608271507,0,200,10
4-2-3,5-4-2,0.0012903306910110367,2026-08-27,0.5296807486600306,0,0.032392600813619304,5頭展開,410.5,0.027475195271539923,0,202608271507,0,200,9
4-2-3,5-6-2,0.0011905336621156081,2026-08-27,0.23322554440844764,0,0.06787729777432734,5頭展開,195.9,0.02535020291452409,0,202608271507,0,200,8
4-2-3,5-6-3,0.0011509731935957295,2026-08-27,0.47247449597104696,0,0.032392600813619304,5頭展開,410.5,0.02450783622109482,0,202608271507,0,200,8
4-2-3,5-6-4,0.0008139770084929647,2026-08-27,0.10296809157436003,0,0.10511591015012431,5頭展開,126.5,0.017332128430863486,0,202608271507,0,200,5
4-6-1,5-1-2,0.003256644107988998,2026-08-27,1.3254541519515222,0,0.05305559534216095,5頭展開,407.0,0.09918232867281095,0,202608271704,0,400,33
4-6-1,5-1-4,0.0032512461456859557,2026-08-27,1.521908320795596,0,0.046130372365433686,5頭展開,468.1,0.0990179316882002,0,202608271704,0,400,33
4-6-1,5-1-6,0.003205978980237962,2026-08-27,0.6123419852254507,0,0.11305564033643721,5頭展開,191.0,0.09763930303469287,0,202608271704,0,400,32
4-6-1,5-1-3,0.0025629223216845566,2026-08-27,1.4542021253238173,0,0.03805715069485285,5頭展開,567.4,0.07805476915596089,0,202608271704,0,300,26
4-6-1,5-2-1,0.002376147751735883,2026-08-27,1.0592866677238566,0,0.0484379257610128,5頭展開,445.8,0.07236647894981632,0,202608271704,0,300,24
4-6-1,5-4-1,0.0017058072028799354,2026-08-27,0.5806567718603299,0,0.06343603790910549,5頭展開,340.4,0.05195100386727847,0,202608271704,0,300,17
4-6-1,5-2-4,0.0016878217577879987,2026-08-27,0.9029846404165793,0,0.04036192019487758,5頭展開,535.0,0.05140325033103567,0,202608271704,0,300,17
4-6-1,5-2-3,0.0015028500102885899,2026-08-27,0.6116599541874561,0,0.05305559534216095,5頭展開,407.0,0.04576986576479907,0,202608271704,0,200,15
4-6-1,5-3-2,0.0014902618837597417,2026-08-27,0.8719522281878249,0,0.03690587472954966,5頭展開,585.1,0.045386489607823134,0,202608271704,0,200,15
4-6-1,5-3-6,0.0014812712017915036,2026-08-27,1.2607099198447487,0,0.025371433796568563,5頭展開,851.1,0.04511267498626869,0,202608271704,0,200,15
4-6-1,5-4-6,0.0014216055154788966,2026-08-27,0.41581961327757727,0,0.07382436685216925,5頭展開,292.5,0.04329553393120877,0,202608271704,0,200,14
4-6-1,5-2-6,0.0013982237485094709,2026-08-27,0.6889048408906163,0,0.04382713071698703,5頭展開,492.7,0.04258343337013619,0,202608271704,0,200,14
4-6-1,5-3-1,0.00119526709371281,2026-08-27,0.7716644357009901,0,0.03344737810449118,5頭展開,645.6,0.03640231164639742,0,202608271704,0,200,12
4-6-1,5-6-1,0.001150895434180344,2026-08-27,0.2447954588501592,0,0.10152152000122007,5頭展開,212.7,0.035050955964420656,0,202608271704,0,200,11
4-6-1,5-4-3,0.0010906408704401413,2026-08-27,0.9724154000844301,0,0.0242189628805064,5頭展開,891.6,0.03321588042446306,0,202608271704,0,200,11
4-6-1,5-3-4,0.0009932078650123407,2026-08-27,0.885544132445003,0,0.0242189628805064,5頭展開,891.6,0.030248521374017952,0,202608271704,0,200,10
4-6-1,5-4-2,0.0008993689527897694,2026-08-27,0.6736273456395373,0,0.02882994299634113,5頭展開,749.0,0.027390621792198012,0,202608271704,0,200,9
4-6-1,5-6-2,0.0008199145506339739,2026-08-27,0.3411664445187966,0,0.051895283115259566,5頭展開,416.1,0.02497080790778064,0,202608271704,0,200,8
4-6-1,5-6-3,0.0008001389679411782,2026-08-27,0.6513931338009132,0,0.026524539128190035,5頭展開,814.1,0.024368535053488193,0,202608271704,0,200,8
4-6-1,5-6-4,0.0005447084666286928,2026-08-27,0.15932722648889264,0,0.07382436685216925,5頭展開,292.5,0.01658930247720283,0,202608271704,0,200,5
1-5-4,5-1-2,0.002741848062979274,2026-08-27,0.7449601187114687,0,0.07801052795681934,5頭展開,271.7,0.09977473063398978,0,202608272212,0,400,33
1-5-4,5-1-4,0.002740838332216298,2026-08-27,0.7597603856903578,0,0.07646270002116816,5頭展開,277.2,0.0997379869441227,0,202608272212,0,400,33
1-5-4,5-1-6,0.0026489981453650265,2026-08-27,0.9252950521760038,0,0.06067981805287092,5頭展開,349.3,0.09639596007247171,0,202608272212,0,400,32
1-5-4,5-1-3,0.0021820693063291444,2026-08-27,0.48725607610329796,0,0.09491921381938115,5頭展開,223.3,0.0794046104170773,0,202608272212,0,300,26
1-5-4,5-2-1,0.0019918710982811914,2026-08-27,0.7911712002372893,0,0.05336218641960678,5頭展開,397.2,0.07248337534527256,0,202608272212,0,300,24
1-5-4,5-4-1,0.0014362398023788792,2026-08-27,0.39726392933799803,0,0.07662856271101885,5頭展開,276.6,0.05226417953023191,0,202608272212,0,300,17
1-5-4,5-2-4,0.0014208528284166205,2026-08-27,0.5677727902352816,0,0.05304169280747701,5頭展開,399.6,0.05170425383519233,0,202608272212,0,300,17
1-5-4,5-2-3,0.0012451834711391461,2026-08-27,0.7818507015282699,0,0.033756108370549154,5頭展開,627.9,0.0453117177061258,0,202608272212,0,200,15
1-5-4,5-3-2,0.0012403026742270492,2026-08-27,1.0005521672989606,0,0.026274278475105755,5頭展開,806.7,0.045134107500892716,0,202608272212,0,200,15
1-5-4,5-3-6,0.00123648330200596,2026-08-27,1.2834696674821864,0,0.0204195187339767,5頭展開,1038.0,0.044995122106444546,0,202608272212,0,200,15
1-5-4,5-4-6,0.0011868339878372464,2026-08-27,0.36293383348062996,0,0.06931151224940423,5頭展開,305.8,0.0431884038516179,0,202608272212,0,200,14
1-5-4,5-2-6,0.0011687886193741206,2026-08-27,0.5947965283994899,0,0.04164955874605584,5頭展開,508.9,0.04253174026696869,0,202608272212,0,200,14
1-5-4,5-3-1,0.0010295331096235093,2026-08-27,0.2791064260189334,0,0.07818318128317156,5頭展開,271.1,0.03746428916992692,0,202608272212,0,200,12
1-5-4,5-4-3,0.0009216064792789934,2026-08-27,0.5175741987630827,0,0.03774120449762788,5頭展開,561.6,0.033536883192822026,0,202608272212,0,200,11
1-5-4,5-6-1,0.000916354038251318,2026-08-27,0.654185147907616,0,0.029689677049821842,5頭展開,713.9,0.03334574901008479,0,202608272212,0,200,11
1-5-4,5-3-4,0.0008304579209378646,2026-08-27,0.7646856535995857,0,0.023018527851724386,5頭展開,920.8,0.030220024400040933,0,202608272212,0,200,10
1-5-4,5-4-2,0.0007773647790050952,2026-08-27,0.24727973620152083,0,0.06663143805679915,5頭展開,318.1,0.028287986660102057,0,202608272212,0,200,9
1-5-4,5-6-2,0.0006689622903307644,2026-08-27,0.5569111067003614,0,0.025460012547588964,5頭展開,832.5,0.024343264392821105,0,202608272212,0,200,8
1-5-4,5-6-3,0.0006658430532210156,2026-08-27,0.6824891295515411,0,0.0206784979959686,5頭展開,1025.0,0.024229756628984418,0,202608272212,0,200,8
1-5-4,5-6-4,0.00042995421883236225,2026-08-27,0.2673885286918461,0,0.034081782353863666,5頭展開,621.9,0.01564585833480982,0,202608272212,0,200,5
1-2-3,4-5-1,0.008758964673472024,2026-08-28,1.3953030724840936,0,0.045899084747175495,4カドまくり,159.3,0.11162702020632528,0,202608280103,0,400,31
1-2-3,4-5-2,0.007598737495637556,2026-08-28,2.0942120537977105,0,0.02653020391953939,4カドまくり,275.6,0.09684071754931073,0,202608280103,0,400,27
1-2-3,4-1-5,0.007138350127371475,2026-08-28,0.7409607432211591,0,0.0704405028923416,4カドまくり,103.8,0.09097339510013784,0,202608280103,0,400,25
1-2-3,4-6-2,0.006265623310121296,2026-08-28,0.8364607119011931,0,0.05476946966460717,4カドまくり,133.5,0.07985108810433045,0,202608280103,0,300,22
1-2-3,4-5-6,0.0051132885174432026,2026-08-28,0.9602755835758335,0,0.03893356869129423,4カドまくり,187.8,0.06516536850366673,0,202608280103,0,300,18
1-2-3,4-1-2,0.004426350399726045,2026-08-28,0.30409027246117926,0,0.10642975546179123,4カドまくり,68.7,0.056410811543396194,0,202608280103,0,300,15
1-2-3,4-1-6,0.0038025950492765123,2026-08-28,0.36010575116648574,0,0.07720933685559722,4カドまくり,94.7,0.04846147578236576,0,202608280103,0,300,13
1-2-3,4-6-1,0.0037242044084345428,2026-08-28,0.6465218853042366,0,0.04211822695982176,4カドまくり,173.6,0.04746244062519065,0,202608280103,0,200,13
1-2-3,4-2-5,0.0034185388441846376,2026-08-28,0.8252352769861715,0,0.030288832643848622,4カドまくり,241.4,0.04356694185462914,0,202608280103,0,200,12
1-2-3,4-5-3,0.003402224059725728,2026-08-28,1.0822474733987542,0,0.02298561521604859,4カドまくり,318.1,0.043359021073766504,0,202608280103,0,200,12
1-2-3,4-6-5,0.0031357156187714424,2026-08-28,0.7992939112248407,0,0.028684677129168525,4カドまくり,254.9,0.03996255308552793,0,202608280103,0,200,11
1-2-3,4-1-3,0.002967089663595086,2026-08-28,0.27742288354614053,0,0.07820025882593644,4カドまくり,93.5,0.03781353050038253,0,202608280103,0,200,10
1-2-3,4-2-1,0.0029294251668910867,2026-08-28,0.34918747989341753,0,0.06133996812269343,4カドまくり,119.2,0.03733352222413362,0,202608280103,0,200,10
1-2-3,4-2-6,0.0029252998197724115,2026-08-28,0.35951934785002937,0,0.05949328071786052,4カドまくり,122.9,0.03728094749374692,0,202608280103,0,200,10
1-2-3,4-2-3,0.0029059046525063536,2026-08-28,0.4181596794956643,0,0.05081114802102194,4カドまくり,143.9,0.03703376933867678,0,202608280103,0,200,10
1-2-3,4-3-1,0.0026227062850531233,2026-08-28,0.39104550710142066,0,0.049039062375754915,4カドまくり,149.1,0.033424599640590885,0,202608280103,0,200,9
