grade,model,lambda,tickets_n,races,base_hits,value_hits,base_hit_rate_pct,value_hit_rate_pct,hit_rate_diff_pt,base_comp_rate_pct,value_comp_rate_pct,comp_rate_diff_pt,base_roi_pct,value_roi_pct,odds_races
S,5頭展開,0.25,4,113,8,8,7.079646017699115,7.079646017699115,0.0,7.170974948636373,6.810077753811101,-0.36089719482527194,65.77433628318585,65.77433628318585,113
S,5頭展開,0.25,5,113,8,9,7.079646017699115,7.964601769911504,0.884955752212389,8.426458906603646,7.938025675621689,-0.4884332309819568,52.61946902654867,66.76106194690266,113
S,5頭展開,0.25,6,113,10,10,8.849557522123893,8.849557522123893,0.0,9.499837310510456,8.899492129899075,-0.6003451806113809,60.36873156342183,63.95280235988201,113
S,5頭展開,0.25,7,113,12,10,10.619469026548673,8.849557522123893,-1.7699115044247797,10.355339233321766,9.689167455345306,-0.6661717779764604,68.36915297092288,54.81668773704172,113
S,5頭展開,0.25,8,113,12,11,10.619469026548673,9.734513274336283,-0.8849557522123899,11.10969717139373,10.66074559067002,-0.4489515807237101,59.823008849557525,51.51548672566372,113
S,5頭展開,0.25,9,113,12,12,10.619469026548673,10.619469026548673,0.0,11.830563501145868,11.31745620057504,-0.5131073005708284,53.17600786627335,53.17600786627335,113
S,5頭展開,0.25,10,113,13,12,11.504424778761061,10.619469026548673,-0.8849557522123881,12.59234324542177,12.05857526091446,-0.5337679845073104,59.123893805309734,47.85840707964602,113
S,5頭展開,0.25,11,113,13,13,11.504424778761061,11.504424778761061,0.0,13.145025897924146,12.701194407910464,-0.4438314900136824,53.74899436846339,53.74899436846339,113
S,5頭展開,0.25,12,113,13,13,11.504424778761061,11.504424778761061,0.0,13.663590183061801,13.296532100623962,-0.36705808243783977,49.269911504424776,49.269911504424776,113
S,5頭展開,0.25,13,113,13,14,11.504424778761061,12.389380530973451,0.8849557522123899,14.027049332067941,13.761030040199751,-0.26601929186819007,45.47991831177672,56.283185840707965,113
S,5頭展開,0.25,14,113,13,14,11.504424778761061,12.389380530973451,0.8849557522123899,14.556898883259448,14.17294117302932,-0.3839577102301277,42.231352718078384,52.262958280657394,113
S,5頭展開,0.25,15,113,14,14,12.389380530973451,12.389380530973451,0.0,14.98842336053928,14.67529540418574,-0.31312795635354007,48.7787610619469,48.7787610619469,113
S,5頭展開,0.25,16,113,14,14,12.389380530973451,12.389380530973451,0.0,15.272964315720143,15.09770484568137,-0.17525947003877285,45.730088495575224,45.730088495575224,113
S,5頭展開,0.25,17,113,15,14,13.274336283185841,12.389380530973451,-0.8849557522123899,15.599671448490101,15.37697314257655,-0.22269830591355166,53.76366475793857,43.04008328995315,113
S,5頭展開,0.25,18,113,15,14,13.274336283185841,12.389380530973451,-0.8849557522123899,15.82076070237184,15.675157044310437,-0.14560365806140396,50.776794493608655,40.64896755162242,113
S,5頭展開,0.25,19,113,15,14,13.274336283185841,12.389380530973451,-0.8849557522123899,16.049924739646872,15.952435879646163,-0.09748886000070911,48.10433162552399,38.50954820680018,113
S,5頭展開,0.25,20,113,16,16,14.15929203539823,14.15929203539823,0.0,16.232398050602175,16.232398050602175,0.0,50.389380530973455,50.389380530973455,113
