date,race_code,venue,race,day_cat,head,combo,score,head_prob,combo_prob,odds_pre,ev_pre,market_within_head,stake,hit,payout,profit,actual_combo
2026-08-17,202608171212,12,12R,3日目以降,4,4-3-6,66.42,0.1825,0.00568,319.9,1.817,0.03113,100,0,0,-100,1-2-3
2026-08-17,202608171212,12,12R,3日目以降,5,5-4-3,67.91,0.0645,0.00157,972.0,1.529,0.02439,100,0,0,-100,1-2-3
2026-08-17,202608171212,12,12R,3日目以降,5,5-6-4,67.91,0.0645,0.00226,677.3,1.529,0.035,100,0,0,-100,1-2-3
2026-08-17,202608171212,12,12R,3日目以降,5,5-6-3,67.91,0.0645,0.00168,909.5,1.529,0.02606,100,0,0,-100,1-2-3
2026-08-17,202608171308,13,08R,初日,5,5-4-3,67.79,0.0649,0.00235,808.2,1.903,0.03629,100,0,0,-100,1-2-4
2026-08-17,202608171308,13,08R,初日,5,5-3-6,67.79,0.0649,0.00222,855.8,1.903,0.03427,100,0,0,-100,1-2-4
2026-08-17,202608171308,13,08R,初日,5,5-3-4,67.79,0.0649,0.00249,765.7,1.903,0.0383,100,0,0,-100,1-2-4
2026-08-17,202608171409,14,09R,2日目,5,5-6-3,61.61,0.0648,0.00207,719.4,1.492,0.032,100,0,0,-100,1-2-4
2026-08-17,202608171409,14,09R,2日目,5,5-6-1,61.61,0.0648,0.00136,1096.0,1.492,0.021,100,0,0,-100,1-2-4
2026-08-17,202608171409,14,09R,2日目,5,5-4-6,61.61,0.0648,0.00369,403.8,1.492,0.057,100,0,0,-100,1-2-4
2026-08-17,202608171512,15,12R,初日,4,4-5-1,67.15,0.1863,0.01841,64.6,1.189,0.0988,100,0,0,-100,2-1-3
2026-08-17,202608171512,15,12R,初日,4,4-3-2,67.15,0.1863,0.00309,384.7,1.189,0.01659,100,0,0,-100,2-1-3
2026-08-17,202608171512,15,12R,初日,4,4-1-6,67.15,0.1863,0.01424,83.5,1.189,0.07644,100,0,0,-100,2-1-3
2026-08-17,202608171711,17,11R,3日目以降,5,5-6-2,66.52,0.0665,0.00191,680.6,1.299,0.02872,100,0,0,-100,2-1-4
2026-08-17,202608171711,17,11R,3日目以降,5,5-4-1,66.52,0.0665,0.00545,238.4,1.299,0.08198,100,0,0,-100,2-1-4
2026-08-17,202608171711,17,11R,3日目以降,5,5-3-6,66.52,0.0665,0.00278,467.9,1.299,0.04177,100,0,0,-100,2-1-4
2026-08-18,202608181312,13,12R,2日目,5,5-6-4,63.91,0.0681,0.00427,270.0,1.152,0.06269,100,0,0,-100,4-6-1
2026-08-18,202608181312,13,12R,2日目,5,5-6-3,63.91,0.0681,0.00123,936.3,1.152,0.01808,100,0,0,-100,4-6-1
2026-08-18,202608181312,13,12R,2日目,5,5-6-1,63.91,0.0681,0.00363,317.3,1.152,0.05334,100,0,0,-100,4-6-1
2026-08-19,202608190512,05,12R,3日目以降,5,5-6-2,61.74,0.065,0.00121,1572.0,1.908,0.01867,100,0,0,-100,1-2-3
2026-08-19,202608190512,05,12R,3日目以降,5,5-4-6,61.74,0.065,0.00177,1081.0,1.908,0.02716,100,0,0,-100,1-2-3
2026-08-19,202608190512,05,12R,3日目以降,5,5-4-2,61.74,0.065,0.00177,1081.0,1.908,0.02716,100,0,0,-100,1-2-3
2026-08-19,202608191012,10,12R,3日目以降,5,5-4-2,67.12,0.0661,0.00293,524.4,1.537,0.04434,100,0,0,-100,1-2-3
2026-08-19,202608191012,10,12R,3日目以降,5,5-3-1,67.12,0.0661,0.00273,563.9,1.537,0.04123,100,0,0,-100,1-2-3
2026-08-19,202608191012,10,12R,3日目以降,5,5-2-3,67.12,0.0661,0.00205,751.2,1.537,0.03095,100,0,0,-100,1-2-3
2026-08-19,202608191311,13,11R,3日目以降,4,4-5-3,66.02,0.1802,0.00428,564.5,2.419,0.02378,100,0,0,-100,1-3-4
2026-08-19,202608191311,13,11R,3日目以降,4,4-1-3,66.02,0.1802,0.01003,241.2,2.419,0.05566,100,0,0,-100,1-3-4
2026-08-19,202608191311,13,11R,3日目以降,4,4-1-2,66.02,0.1802,0.02812,86.0,2.419,0.15611,100,0,0,-100,1-3-4
2026-08-19,202608191311,13,11R,3日目以降,5,5-6-2,69.84,0.063,0.00306,434.2,1.331,0.04862,100,0,0,-100,1-3-4
2026-08-19,202608191311,13,11R,3日目以降,5,5-3-2,69.84,0.063,0.00302,441.0,1.331,0.04787,100,0,0,-100,1-3-4
2026-08-19,202608191311,13,11R,3日目以降,5,5-1-4,69.84,0.063,0.00306,434.2,1.331,0.04862,100,0,0,-100,1-3-4
2026-08-19,202608191602,16,02R,2日目,5,5-2-3,61.0,0.0637,0.00361,546.3,1.972,0.05663,100,0,0,-100,2-6-1
2026-08-19,202608191602,16,02R,2日目,5,5-6-3,61.0,0.0637,0.00185,1064.0,1.972,0.02908,100,0,0,-100,2-6-1
2026-08-19,202608191602,16,02R,2日目,5,5-4-6,61.0,0.0637,0.00323,610.6,1.972,0.05067,100,0,0,-100,2-6-1
2026-08-19,202608191812,18,12R,3日目以降,5,5-4-2,64.44,0.0683,0.00211,981.3,2.072,0.03091,100,0,0,-100,1-4-3
2026-08-19,202608191812,18,12R,3日目以降,5,5-2-1,64.44,0.0683,0.0047,441.3,2.072,0.06874,100,0,0,-100,1-4-3
2026-08-19,202608191812,18,12R,3日目以降,5,5-6-4,64.44,0.0683,0.00157,1323.0,2.072,0.02293,100,0,0,-100,1-4-3
2026-08-20,202608200902,09,02R,3日目以降,5,5-6-3,64.14,0.0682,0.00175,675.1,1.178,0.02558,100,0,0,-100,6-3-1
2026-08-20,202608200902,09,02R,3日目以降,5,5-6-2,64.14,0.0682,0.00218,540.1,1.178,0.03198,100,0,0,-100,6-3-1
2026-08-20,202608200902,09,02R,3日目以降,5,5-6-1,64.14,0.0682,0.0032,368.2,1.178,0.04691,100,0,0,-100,6-3-1
2026-08-20,202608201307,13,07R,3日目以降,5,5-6-4,70.37,0.0629,0.00266,448.8,1.195,0.04233,100,0,0,-100,1-4-2
2026-08-20,202608201307,13,07R,3日目以降,5,5-2-1,70.37,0.0629,0.00266,448.8,1.195,0.04233,100,0,0,-100,1-4-2
2026-08-20,202608201307,13,07R,3日目以降,5,5-1-4,70.37,0.0629,0.00817,146.2,1.195,0.12995,100,0,0,-100,1-4-2
2026-08-20,202608201512,15,12R,3日目以降,5,5-3-2,61.72,0.0649,0.00305,525.4,1.603,0.04698,100,0,0,-100,3-1-4
2026-08-20,202608201512,15,12R,3日目以降,5,5-2-3,61.72,0.0649,0.00305,525.4,1.603,0.04698,100,0,0,-100,3-1-4
2026-08-20,202608201512,15,12R,3日目以降,5,5-1-2,61.72,0.0649,0.00603,265.8,1.603,0.09286,100,0,0,-100,3-1-4
2026-08-20,202608201803,18,03R,3日目以降,4,4-3-2,72.13,0.2277,0.00537,427.9,2.299,0.02359,100,0,0,-100,1-2-5
2026-08-20,202608201803,18,03R,3日目以降,4,4-2-1,72.13,0.2277,0.00684,336.2,2.299,0.03003,100,0,0,-100,1-2-5
2026-08-20,202608201803,18,03R,3日目以降,4,4-1-6,72.13,0.2277,0.00757,303.7,2.299,0.03324,100,0,0,-100,1-2-5
2026-08-20,202608202005,20,05R,3日目以降,5,5-6-3,60.44,0.0632,0.00202,618.3,1.246,0.03191,100,0,0,-100,2-1-4
2026-08-20,202608202005,20,05R,3日目以降,5,5-6-1,60.44,0.0632,0.00134,927.4,1.246,0.02127,100,0,0,-100,2-1-4
2026-08-20,202608202005,20,05R,3日目以降,5,5-3-2,60.44,0.0632,0.00209,596.2,1.246,0.03309,100,0,0,-100,2-1-4
2026-08-20,202608202311,23,11R,初日,5,5-6-4,61.87,0.0652,0.00321,387.4,1.242,0.04922,100,0,0,-100,5-6-2
2026-08-20,202608202311,23,11R,初日,5,5-6-3,61.87,0.0652,0.0016,774.9,1.242,0.02461,100,0,0,-100,5-6-2
2026-08-20,202608202311,23,11R,初日,5,5-6-2,61.87,0.0652,0.002,619.9,1.242,0.03076,100,1,95740,95640,5-6-2
2026-08-21,202608210205,02,05R,2日目,5,5-6-2,67.3,0.0661,0.00256,481.0,1.231,0.0387,100,0,0,-100,6-3-4
2026-08-21,202608210205,02,05R,2日目,5,5-6-1,67.3,0.0661,0.00484,254.1,1.231,0.07325,100,0,0,-100,6-3-4
2026-08-21,202608210205,02,05R,2日目,5,5-4-6,67.3,0.0661,0.00448,274.8,1.231,0.06773,100,0,0,-100,6-3-4
2026-08-21,202608211310,13,10R,3日目以降,5,5-2-1,64.39,0.0683,0.00453,348.4,1.579,0.06638,100,0,0,-100,1-2-3
2026-08-21,202608211310,13,10R,3日目以降,5,5-6-4,64.39,0.0683,0.00225,703.1,1.579,0.03289,100,0,0,-100,1-2-3
2026-08-21,202608211310,13,10R,3日目以降,5,5-6-2,64.39,0.0683,0.00151,1045.0,1.579,0.02213,100,0,0,-100,1-2-3
2026-08-21,202608211311,13,11R,3日目以降,4,4-6-2,70.58,0.2154,0.00512,348.5,1.784,0.02377,100,0,0,-100,4-3-5
2026-08-21,202608211311,13,11R,3日目以降,4,4-6-1,70.58,0.2154,0.00883,202.0,1.784,0.041,100,0,0,-100,4-3-5
2026-08-21,202608211311,13,11R,3日目以降,4,4-5-6,70.58,0.2154,0.01203,148.3,1.784,0.05585,100,0,0,-100,4-3-5
2026-08-21,202608211311,13,11R,3日目以降,5,5-6-1,60.53,0.0633,0.00204,909.3,1.859,0.0323,100,0,0,-100,4-3-5
2026-08-21,202608211311,13,11R,3日目以降,5,5-4-6,60.53,0.0633,0.00431,431.2,1.859,0.06811,100,0,0,-100,4-3-5
2026-08-21,202608211311,13,11R,3日目以降,5,5-4-3,60.53,0.0633,0.00129,1442.0,1.859,0.02037,100,0,0,-100,4-3-5
2026-08-21,202608211908,19,08R,3日目以降,5,5-3-2,62.76,0.0658,0.00212,765.6,1.623,0.0322,100,0,0,-100,1-4-3
2026-08-21,202608211908,19,08R,3日目以降,5,5-2-6,62.76,0.0658,0.00212,765.6,1.623,0.0322,100,0,0,-100,1-4-3
2026-08-21,202608211908,19,08R,3日目以降,5,5-6-2,62.76,0.0658,0.00155,1045.0,1.623,0.02359,100,0,0,-100,1-4-3
2026-08-22,202608220711,07,11R,2日目,5,5-6-3,65.86,0.0669,0.00139,1604.0,2.23,0.02079,100,0,0,-100,5-3-6
2026-08-22,202608220711,07,11R,2日目,5,5-6-2,65.86,0.0669,0.00431,517.6,2.23,0.06444,100,0,0,-100,5-3-6
2026-08-22,202608220711,07,11R,2日目,5,5-4-3,65.86,0.0669,0.00283,787.6,2.23,0.04235,100,0,0,-100,5-3-6
2026-08-22,202608221610,16,10R,3日目以降,5,5-6-3,62.98,0.0661,0.00106,2624.0,2.79,0.01609,100,0,0,-100,1-2-4
2026-08-22,202608221610,16,10R,3日目以降,5,5-6-1,62.98,0.0661,0.00172,1626.0,2.79,0.02597,100,0,0,-100,1-2-4
2026-08-22,202608221610,16,10R,3日目以降,5,5-2-6,62.98,0.0661,0.00237,1178.0,2.79,0.03585,100,0,0,-100,1-2-4
2026-08-22,202608222211,22,11R,初日,5,5-6-4,60.66,0.0635,0.00285,432.0,1.233,0.04497,100,0,0,-100,1-2-3
2026-08-22,202608222211,22,11R,初日,5,5-6-3,60.66,0.0635,0.00162,759.8,1.233,0.02557,100,0,0,-100,1-2-3
2026-08-22,202608222211,22,11R,初日,5,5-6-2,60.66,0.0635,0.00162,759.8,1.233,0.02557,100,0,0,-100,1-2-3
2026-08-22,202608222212,22,12R,初日,4,4-6-5,65.09,0.1737,0.01178,105.8,1.246,0.06783,100,0,0,-100,4-6-1
2026-08-22,202608222212,22,12R,初日,4,4-2-1,65.09,0.1737,0.00847,147.2,1.246,0.04875,100,0,0,-100,4-6-1
2026-08-22,202608222212,22,12R,初日,4,4-1-6,65.09,0.1737,0.01365,91.3,1.246,0.0786,100,0,0,-100,4-6-1
2026-08-23,202608230604,06,04R,3日目以降,5,5-6-4,60.01,0.0631,0.00256,486.8,1.248,0.04065,100,0,0,-100,4-3-1
2026-08-23,202608230604,06,04R,3日目以降,5,5-6-3,60.01,0.0631,0.00128,973.6,1.248,0.02032,100,0,0,-100,4-3-1
2026-08-23,202608230604,06,04R,3日目以降,5,5-1-6,60.01,0.0631,0.00327,381.8,1.248,0.05183,100,0,0,-100,4-3-1
2026-08-23,202608230710,07,10R,3日目以降,5,5-2-1,62.07,0.0653,0.00562,229.1,1.287,0.08601,100,0,0,-100,6-3-1
2026-08-23,202608230710,07,10R,3日目以降,5,5-6-4,62.07,0.0653,0.00115,1121.0,1.287,0.01758,100,0,0,-100,6-3-1
2026-08-23,202608230710,07,10R,3日目以降,5,5-6-3,62.07,0.0653,0.00139,923.4,1.287,0.02134,100,0,0,-100,6-3-1
2026-08-23,202608231603,16,03R,3日目以降,4,4-6-5,60.07,0.1466,0.00361,412.7,1.49,0.02463,100,0,0,-100,1-4-6
2026-08-23,202608231603,16,03R,3日目以降,4,4-6-1,60.07,0.1466,0.00653,228.3,1.49,0.04453,100,0,0,-100,1-4-6
2026-08-23,202608231603,16,03R,3日目以降,4,4-5-6,60.07,0.1466,0.00522,285.7,1.49,0.03558,100,0,0,-100,1-4-6
2026-08-23,202608231603,16,03R,3日目以降,5,5-2-6,65.01,0.0681,0.00268,568.5,1.525,0.03939,100,0,0,-100,1-4-6
2026-08-23,202608231603,16,03R,3日目以降,5,5-1-6,65.01,0.0681,0.00411,371.4,1.525,0.06029,100,0,0,-100,1-4-6
2026-08-23,202608231603,16,03R,3日目以降,5,5-6-4,65.01,0.0681,0.00153,995.0,1.525,0.0225,100,0,0,-100,1-4-6
2026-08-23,202608231909,19,09R,3日目以降,5,5-6-4,67.81,0.0649,0.00161,1270.0,2.05,0.02488,100,0,0,-100,1-4-6
2026-08-23,202608231909,19,09R,3日目以降,5,5-6-3,67.81,0.0649,0.00148,1389.0,2.05,0.02275,100,0,0,-100,1-4-6
2026-08-23,202608231909,19,09R,3日目以降,5,5-6-2,67.81,0.0649,0.00209,979.2,2.05,0.03227,100,0,0,-100,1-4-6
2026-08-23,202608232311,23,11R,3日目以降,4,4-2-3,61.75,0.1541,0.00807,225.3,1.819,0.05239,100,0,0,-100,1-2-4
2026-08-23,202608232311,23,11R,3日目以降,4,4-6-5,61.75,0.1541,0.00536,339.1,1.819,0.03481,100,0,0,-100,1-2-4
2026-08-23,202608232311,23,11R,3日目以降,4,4-5-6,61.75,0.1541,0.01062,171.3,1.819,0.0689,100,0,0,-100,1-2-4
2026-08-24,202608240712,07,12R,3日目以降,5,5-6-3,60.26,0.0633,0.00165,868.6,1.433,0.02605,100,0,0,-100,1-3-5
2026-08-24,202608240712,07,12R,3日目以降,5,5-4-6,60.26,0.0633,0.00475,301.6,1.433,0.07503,100,0,0,-100,1-3-5
2026-08-24,202608240712,07,12R,3日目以降,5,5-4-3,60.26,0.0633,0.00388,369.8,1.433,0.0612,100,0,0,-100,1-3-5
2026-08-25,202608252005,20,05R,3日目以降,5,5-4-6,70.83,0.0629,0.00266,567.7,1.51,0.04232,100,0,0,-100,1-2-3
2026-08-25,202608252005,20,05R,3日目以降,5,5-4-2,70.83,0.0629,0.00526,287.2,1.51,0.08366,100,0,0,-100,1-2-3
2026-08-25,202608252005,20,05R,3日目以降,5,5-4-1,70.83,0.0629,0.0047,321.2,1.51,0.0748,100,0,0,-100,1-2-3
2026-08-26,202608260905,09,05R,2日目,5,5-4-6,61.44,0.0644,0.00612,210.0,1.284,0.09493,100,0,0,-100,4-6-3
2026-08-26,202608260905,09,05R,2日目,5,5-4-1,61.44,0.0644,0.00612,210.0,1.284,0.09493,100,0,0,-100,4-6-3
2026-08-26,202608260905,09,05R,2日目,5,5-3-1,61.44,0.0644,0.00256,501.7,1.284,0.03974,100,0,0,-100,4-6-3
2026-08-26,202608261312,13,12R,3日目以降,4,4-5-2,60.38,0.1477,0.00495,369.6,1.831,0.03353,100,0,0,-100,1-2-4
2026-08-26,202608261312,13,12R,3日目以降,4,4-2-1,60.38,0.1477,0.01228,149.1,1.831,0.08311,100,0,0,-100,1-2-4
2026-08-26,202608261312,13,12R,3日目以降,4,4-1-2,60.38,0.1477,0.01413,129.6,1.831,0.09562,100,0,0,-100,1-2-4
2026-08-26,202608262205,22,05R,3日目以降,5,5-3-1,60.38,0.0632,0.00351,492.7,1.729,0.05555,100,0,0,-100,1-4-3
2026-08-26,202608262205,22,05R,3日目以降,5,5-1-4,60.38,0.0632,0.00351,492.7,1.729,0.05555,100,0,0,-100,1-4-3
2026-08-26,202608262205,22,05R,3日目以降,5,5-6-3,60.38,0.0632,0.00296,585.0,1.729,0.04679,100,0,0,-100,1-4-3
2026-08-27,202608270109,01,09R,3日目以降,5,5-3-4,69.17,0.0636,0.0043,296.6,1.275,0.06762,100,0,0,-100,1-3-5
2026-08-27,202608270109,01,09R,3日目以降,5,5-2-1,69.17,0.0636,0.00201,633.0,1.275,0.03168,100,0,0,-100,1-3-5
2026-08-27,202608270109,01,09R,3日目以降,5,5-6-4,69.17,0.0636,0.00109,1170.0,1.275,0.01714,100,0,0,-100,1-3-5
2026-08-27,202608270912,09,12R,3日目以降,5,5-1-4,64.38,0.0683,0.01012,151.2,1.53,0.14814,100,0,0,-100,4-2-5
2026-08-27,202608270912,09,12R,3日目以降,5,5-6-4,64.38,0.0683,0.0034,449.7,1.53,0.04981,100,0,0,-100,4-2-5
2026-08-27,202608270912,09,12R,3日目以降,5,5-6-3,64.38,0.0683,0.00135,1135.0,1.53,0.01973,100,0,0,-100,4-2-5
2026-08-27,202608271011,10,11R,3日目以降,4,4-6-3,66.16,0.181,0.00202,890.0,1.8,0.01118,100,0,0,-100,1-2-3
2026-08-27,202608271011,10,11R,3日目以降,4,4-6-2,66.16,0.181,0.0034,530.0,1.8,0.01877,100,0,0,-100,1-2-3
2026-08-27,202608271011,10,11R,3日目以降,4,4-5-2,66.16,0.181,0.00892,201.7,1.8,0.04932,100,0,0,-100,1-2-3
2026-08-27,202608271512,15,12R,3日目以降,5,5-6-4,61.77,0.0651,0.00165,1081.0,1.783,0.02536,100,0,0,-100,1-4-5
2026-08-27,202608271512,15,12R,3日目以降,5,5-6-1,61.77,0.0651,0.0015,1185.0,1.783,0.02313,100,0,0,-100,1-4-5
2026-08-27,202608271512,15,12R,3日目以降,5,5-4-6,61.77,0.0651,0.0032,557.0,1.783,0.04921,100,0,0,-100,1-4-5
2026-08-27,202608271704,17,04R,3日目以降,4,4-6-2,68.02,0.1923,0.02318,56.4,1.307,0.12054,100,0,0,-100,4-6-1
2026-08-27,202608271704,17,04R,3日目以降,4,4-5-3,68.02,0.1923,0.00272,480.1,1.307,0.01416,100,0,0,-100,4-6-1
2026-08-27,202608271704,17,04R,3日目以降,4,4-2-5,68.02,0.1923,0.00426,306.9,1.307,0.02215,100,0,0,-100,4-6-1
2026-08-27,202608271704,17,04R,3日目以降,5,5-2-6,65.91,0.067,0.00294,492.7,1.447,0.04383,100,0,0,-100,4-6-1
2026-08-27,202608271704,17,04R,3日目以降,5,5-6-4,65.91,0.067,0.00495,292.5,1.447,0.07382,100,0,0,-100,4-6-1
2026-08-27,202608271704,17,04R,3日目以降,5,5-6-3,65.91,0.067,0.00178,814.1,1.447,0.02652,100,0,0,-100,4-6-1
2026-08-27,202608272211,22,11R,3日目以降,5,5-6-3,67.87,0.0645,0.00198,934.0,1.845,0.03062,100,0,0,-100,1-2-3
2026-08-27,202608272211,22,11R,3日目以降,5,5-4-6,67.87,0.0645,0.00149,1236.0,1.845,0.02314,100,0,0,-100,1-2-3
2026-08-27,202608272211,22,11R,3日目以降,5,5-3-6,67.87,0.0645,0.00161,1144.0,1.845,0.025,100,0,0,-100,1-2-3
2026-08-27,202608272212,22,12R,3日目以降,5,5-4-3,63.84,0.0679,0.00256,561.6,1.439,0.03774,100,0,0,-100,1-5-4
2026-08-27,202608272212,22,12R,3日目以降,5,5-6-3,63.84,0.0679,0.0014,1025.0,1.439,0.02068,100,0,0,-100,1-5-4
2026-08-27,202608272212,22,12R,3日目以降,5,5-4-1,63.84,0.0679,0.0052,276.6,1.439,0.07663,100,0,0,-100,1-5-4
2026-08-28,202608280103,01,03R,3日目以降,5,5-3-4,60.94,0.0636,0.00208,579.6,1.204,0.03265,100,0,0,-100,1-2-3
2026-08-28,202608280103,01,03R,3日目以降,5,5-2-3,60.94,0.0636,0.00289,415.8,1.204,0.04552,100,0,0,-100,1-2-3
2026-08-28,202608280103,01,03R,3日目以降,5,5-1-3,60.94,0.0636,0.00721,166.9,1.204,0.1134,100,0,0,-100,1-2-3
2026-08-28,202608280110,01,10R,3日目以降,5,5-6-4,67.68,0.0649,0.00144,1683.0,2.424,0.02219,100,0,0,-100,1-2-4
2026-08-28,202608280110,01,10R,3日目以降,5,5-6-3,67.68,0.0649,0.00122,1982.0,2.424,0.01885,100,0,0,-100,1-2-4
2026-08-28,202608280110,01,10R,3日目以降,5,5-6-1,67.68,0.0649,0.00172,1408.0,2.424,0.02653,100,0,0,-100,1-2-4
2026-08-28,202608280912,09,12R,3日目以降,4,4-6-2,71.63,0.2241,0.00588,273.4,1.607,0.02623,100,0,0,-100,2-4-5
2026-08-28,202608280912,09,12R,3日目以降,4,4-5-1,71.63,0.2241,0.01006,159.8,1.607,0.04488,100,0,0,-100,2-4-5
2026-08-28,202608280912,09,12R,3日目以降,4,4-3-6,71.63,0.2241,0.00189,850.8,1.607,0.00843,100,0,0,-100,2-4-5
2026-08-28,202608280912,09,12R,3日目以降,5,5-3-6,66.48,0.0664,0.00108,1595.0,1.716,0.01619,100,0,0,-100,2-4-5
2026-08-28,202608280912,09,12R,3日目以降,5,5-4-1,66.48,0.0664,0.00493,348.0,1.716,0.07421,100,0,0,-100,2-4-5
2026-08-28,202608280912,09,12R,3日目以降,5,5-1-4,66.48,0.0664,0.00598,286.8,1.716,0.09004,100,0,0,-100,2-4-5
2026-08-28,202608281306,13,06R,3日目以降,5,5-2-4,65.09,0.0677,0.00212,708.5,1.505,0.03138,100,0,0,-100,1-3-4
2026-08-28,202608281306,13,06R,3日目以降,5,5-6-2,65.09,0.0677,0.00088,1720.0,1.505,0.01293,100,0,0,-100,1-3-4
2026-08-28,202608281306,13,06R,3日目以降,5,5-4-6,65.09,0.0677,0.00362,415.3,1.505,0.05354,100,0,0,-100,1-3-4
2026-08-28,202608281308,13,08R,3日目以降,5,5-6-4,61.04,0.0638,0.0018,644.3,1.159,0.02821,100,0,0,-100,1-2-4
2026-08-28,202608281308,13,08R,3日目以降,5,5-6-2,61.04,0.0638,0.00213,543.6,1.159,0.03344,100,0,0,-100,1-2-4
2026-08-28,202608281308,13,08R,3日目以降,5,5-4-1,61.04,0.0638,0.00733,158.1,1.159,0.11496,100,0,0,-100,1-2-4
2026-08-28,202608281309,13,09R,3日目以降,5,5-6-3,61.39,0.0643,0.00229,666.4,1.527,0.03566,100,0,0,-100,1-6-5
2026-08-28,202608281309,13,09R,3日目以降,5,5-4-3,61.39,0.0643,0.00388,393.8,1.527,0.06035,100,0,0,-100,1-6-5
2026-08-28,202608281309,13,09R,3日目以降,5,5-4-2,61.39,0.0643,0.00167,911.9,1.527,0.02606,100,0,0,-100,1-6-5
2026-08-28,202608281710,17,10R,3日目以降,5,5-4-3,61.49,0.0644,0.00273,686.3,1.873,0.04235,100,0,0,-100,1-2-3
2026-08-28,202608281710,17,10R,3日目以降,5,5-1-2,61.49,0.0644,0.0028,667.8,1.873,0.04353,100,0,0,-100,1-2-3
2026-08-28,202608281710,17,10R,3日目以降,5,5-6-2,61.49,0.0644,0.0022,852.0,1.873,0.03412,100,0,0,-100,1-2-3
2026-08-28,202608282309,23,09R,初日,5,5-6-1,60.14,0.0633,0.00312,508.8,1.587,0.04928,100,0,0,-100,1-2-6
2026-08-28,202608282309,23,09R,初日,5,5-4-1,60.14,0.0633,0.00416,381.6,1.587,0.0657,100,0,0,-100,1-2-6
2026-08-28,202608282309,23,09R,初日,5,5-3-1,60.14,0.0633,0.00275,576.7,1.587,0.04348,100,0,0,-100,1-2-6
2026-08-29,202608290902,09,02R,3日目以降,5,5-6-4,70.69,0.0629,0.0015,1250.0,1.875,0.02385,100,0,0,-100,
2026-08-29,202608290902,09,02R,3日目以降,5,5-6-2,70.69,0.0629,0.0018,1042.0,1.875,0.02862,100,0,0,-100,
2026-08-29,202608290902,09,02R,3日目以降,5,5-6-1,70.69,0.0629,0.0015,1250.0,1.875,0.02385,100,0,0,-100,
2026-08-29,202608290909,09,09R,3日目以降,4,4-6-5,63.47,0.1639,0.00233,564.5,1.315,0.01422,100,0,0,-100,
2026-08-29,202608290909,09,09R,3日目以降,4,4-6-3,63.47,0.1639,0.00166,792.8,1.315,0.01012,100,0,0,-100,
2026-08-29,202608290909,09,09R,3日目以降,4,4-6-2,63.47,0.1639,0.00427,307.9,1.315,0.02607,100,0,0,-100,
2026-08-29,202608290909,09,09R,3日目以降,5,5-3-6,62.32,0.0656,0.002,980.6,1.96,0.03047,100,0,0,-100,
2026-08-29,202608290909,09,09R,3日目以降,5,5-2-1,62.32,0.0656,0.00437,448.9,1.96,0.06656,100,0,0,-100,
2026-08-29,202608290909,09,09R,3日目以降,5,5-1-4,62.32,0.0656,0.00689,284.4,1.96,0.10506,100,0,0,-100,
2026-08-29,202608291310,13,10R,3日目以降,4,4-6-2,75.76,0.2497,0.00802,220.5,1.769,0.03213,100,0,0,-100,
2026-08-29,202608291310,13,10R,3日目以降,4,4-5-6,75.76,0.2497,0.00613,288.6,1.769,0.02455,100,0,0,-100,
2026-08-29,202608291310,13,10R,3日目以降,4,4-2-5,75.76,0.2497,0.01044,169.4,1.769,0.04182,100,0,0,-100,
2026-08-29,202608291310,13,10R,3日目以降,5,5-4-1,69.73,0.0628,0.00421,295.9,1.246,0.06706,100,0,0,-100,
2026-08-29,202608291310,13,10R,3日目以降,5,5-1-6,69.73,0.0628,0.004,311.7,1.246,0.06367,100,0,0,-100,
2026-08-29,202608291310,13,10R,3日目以降,5,5-6-4,69.73,0.0628,0.00192,649.4,1.246,0.03056,100,0,0,-100,
2026-08-29,202608291312,13,12R,3日目以降,4,4-6-3,61.0,0.1506,0.00224,517.0,1.159,0.01488,100,0,0,-100,
2026-08-29,202608291312,13,12R,3日目以降,4,4-6-1,61.0,0.1506,0.00418,277.5,1.159,0.02772,100,0,0,-100,
2026-08-29,202608291312,13,12R,3日目以降,4,4-5-6,61.0,0.1506,0.00655,176.8,1.159,0.04351,100,0,0,-100,
2026-08-29,202608291312,13,12R,3日目以降,5,5-4-6,64.51,0.0683,0.0033,414.1,1.365,0.04826,100,0,0,-100,
2026-08-29,202608291312,13,12R,3日目以降,5,5-4-2,64.51,0.0683,0.00307,445.2,1.365,0.04489,100,0,0,-100,
2026-08-29,202608291312,13,12R,3日目以降,5,5-2-4,64.51,0.0683,0.0025,545.5,1.365,0.03663,100,0,0,-100,
2026-08-29,202608291408,14,08R,3日目以降,5,5-6-3,63.59,0.0673,0.00295,414.7,1.224,0.04387,100,0,0,-100,
2026-08-29,202608291408,14,08R,3日目以降,5,5-6-2,63.59,0.0673,0.00418,292.7,1.224,0.06216,100,0,0,-100,
2026-08-29,202608291408,14,08R,3日目以降,5,5-6-1,63.59,0.0673,0.00295,414.7,1.224,0.04387,100,0,0,-100,
2026-08-29,202608291608,16,08R,2日目,5,5-6-4,60.2,0.0633,0.00173,723.1,1.253,0.02737,100,0,0,-100,
2026-08-29,202608291608,16,08R,2日目,5,5-6-3,60.2,0.0633,0.00215,584.0,1.253,0.03389,100,0,0,-100,
2026-08-29,202608291608,16,08R,2日目,5,5-6-1,60.2,0.0633,0.00173,723.1,1.253,0.02737,100,0,0,-100,
