month,date,race_code,actual2,actual3,p2,p3,prior,second_rank,third_rank,nfeat2,nfeat3,pair_rank,selected_SA,v96_rank
2026-04,2026-04-25,202604250708,5,6,1:0.556609542625|2:0.115188701731|3:0.0538959161603|5:0.0822487040011|6:0.192057135483,1:0.173523307068|2:0.523687406383|3:0.0656296588677|5:0.168439079328|6:0.068720548353,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,4,4,25,56,13,1,8
2026-04,2026-04-25,202604251508,1,5,1:0.560819328557|2:0.171645347633|3:0.0655802299739|5:0.148866747265|6:0.0530883465712,1:0.219191906729|2:0.119481943001|3:0.036195682863|5:0.555624591869|6:0.0695058755383,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,1,25,56,1,0,1
2026-04,2026-04-25,202604252307,2,5,1:0.182204797959|2:0.350355011348|3:0.164086551607|5:0.204564940272|6:0.098788698813,1:0.284200164297|2:0.0936157971743|3:0.0262904271804|5:0.435223171316|6:0.160670440032,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,1,25,56,1,1,9
2026-04,2026-04-27,202604270602,1,6,1:0.37204688576|2:0.293828161273|3:0.104960885674|5:0.124230683118|6:0.104933384175,1:0.384714190812|2:0.0546236053551|3:0.16677606207|5:0.0979959869762|6:0.295890154787,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,2,25,56,2,1,11
2026-04,2026-04-27,202604270606,5,2,1:0.205246917542|2:0.191390717416|3:0.097197720359|5:0.400851431306|6:0.105313213376,1:0.223783212522|2:0.208099726592|3:0.128404378398|5:0.357038512968|6:0.0826741695196,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,3,25,56,9,0,4
2026-04,2026-04-28,202604280606,2,6,1:0.127583712962|2:0.542901567239|3:0.0461885544644|5:0.195459139672|6:0.087867025663,1:0.110074464515|2:0.0209145884362|3:0.0705518361744|5:0.139133641321|6:0.659325469553,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,1,25,56,2,0,3
2026-04,2026-04-28,202604280707,1,5,1:0.502197530576|2:0.117073742131|3:0.179235830289|5:0.0913834578379|6:0.110109439166,1:0.091934105144|2:0.0201786487446|3:0.118113265384|5:0.671328241622|6:0.098445739105,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,1,25,56,1,1,2
2026-04,2026-04-28,202604280709,6,1,1:0.431302811249|2:0.145451577424|3:0.129541435453|5:0.0795309169141|6:0.21417325896,1:0.127421978776|2:0.148645628244|3:0.0857040025316|5:0.248814456357|6:0.389413934093,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,2,4,25,56,9,1,2
2026-05,2026-05-02,202605020211,5,1,1:0.558793716418|2:0.0615715066613|3:0.0229853126527|5:0.282219025457|6:0.0744304388112,1:0.0519774675265|2:0.100795276439|3:0.0563495755896|5:0.132144476388|6:0.658733204058,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,2,5,25,56,5,0,2
2026-05,2026-05-02,202605021103,1,5,1:0.457821575807|2:0.17617761395|3:0.109625606946|5:0.229632995566|6:0.0267422077298,1:0.14037305621|2:0.274800927864|3:0.102948811976|5:0.425243175706|6:0.0566340282446,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,1,25,56,1,1,1
2026-05,2026-05-03,202605030805,6,2,1:0.122769141821|2:0.272941690553|3:0.129990210607|5:0.130263961116|6:0.344034995902,1:0.167436970102|2:0.13126419752|3:0.0635802018182|5:0.269206522403|6:0.368512108157,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,4,25,56,6,1,1
2026-05,2026-05-03,202605032307,1,6,1:0.168802546097|2:0.247279554148|3:0.228859264323|5:0.218534585516|6:0.136524049916,1:0.221960089478|2:0.143517152779|3:0.248298952851|5:0.044095029012|6:0.34212877588,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,4,1,25,56,4,1,8
2026-05,2026-05-04,202605040701,2,1,1:0.16341253671|2:0.484115611786|3:0.169136726962|5:0.114580115465|6:0.068755009076,1:0.449553870257|2:0.11913298579|3:0.0987311386505|5:0.286997167661|6:0.0455848376419,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,1,25,56,1,1,2
2026-05,2026-05-04,202605040705,5,1,1:0.649765126929|2:0.0912700697097|3:0.0686686080707|5:0.142955142675|6:0.047341052615,1:0.106645548303|2:0.166753527305|3:0.060207481534|5:0.590486042808|6:0.0759074000498,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,2,3,25,56,6,1,2
2026-05,2026-05-04,202605040802,2,5,1:0.193642115453|2:0.364690450188|3:0.222683265106|5:0.161235978543|6:0.0577481907098,1:0.16066676708|2:0.143811812971|3:0.065371396611|5:0.529336384532|6:0.100813638806,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,1,25,56,1,0,1
2026-05,2026-05-04,202605040805,2,5,1:0.364274154637|2:0.486035417937|3:0.046979509529|5:0.0414727739098|6:0.0612381439872,1:0.0260731043507|2:0.159478610526|3:0.16634093608|5:0.564035752875|6:0.0840715961691,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,1,25,56,1,0,5
2026-05,2026-05-04,202605041410,1,6,1:0.194748117852|2:0.233121792746|3:0.138257982414|5:0.292526162893|6:0.141345944095,1:0.0830385528849|2:0.335640313277|3:0.136394400677|5:0.418920320014|6:0.0260064131471,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,3,5,25,56,17,0,7
2026-05,2026-05-05,202605050203,5,6,1:0.413757162804|2:0.367726666385|3:0.0346746223578|5:0.114729110552|6:0.0691124379021,1:0.236948664474|2:0.151680076575|3:0.109074777506|5:0.419347057007|6:0.0829494244378,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,3,5,25,56,10,0,14
2026-05,2026-05-05,202605050702,5,2,1:0.287364667577|2:0.394496556261|3:0.0993865228363|5:0.113600344559|6:0.105151908767,1:0.2260483684|2:0.208271673673|3:0.0865124031648|5:0.118361067141|6:0.360806487621,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,3,3,25,56,16,1,6
2026-05,2026-05-06,202605061105,1,3,1:0.53433629919|2:0.16413417281|3:0.152217853908|5:0.0696617482546|6:0.0796499258375,1:0.101949070796|2:0.501246570898|3:0.115235841293|5:0.0921666731669|6:0.189401843846,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,3,25,56,7,0,1
2026-05,2026-05-07,202605072406,1,5,1:0.546741597997|2:0.114189350261|3:0.072676091671|5:0.044471344171|6:0.221921615901,1:0.322358455171|2:0.0272429206375|3:0.341364603477|5:0.112038652337|6:0.196995368379,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,4,25,56,2,0,13
2026-05,2026-05-09,202605091410,2,6,1:0.130894426531|2:0.486470048868|3:0.0444491759914|5:0.186346816925|6:0.151839531684,1:0.140031896902|2:0.114575534365|3:0.0172606834874|5:0.325527643829|6:0.402604241416,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,1,25,56,4,0,4
2026-05,2026-05-11,202605110811,2,1,1:0.522766613|2:0.147175350486|3:0.0586927111507|5:0.236977834103|6:0.03438749126,1:0.072633454869|2:0.319174882452|3:0.143284111936|5:0.35535952374|6:0.109548027003,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,3,5,25,56,10,0,5
2026-05,2026-05-11,202605111110,1,2,1:0.46156670086|2:0.0817007495371|3:0.339957407878|5:0.0643190149817|6:0.0524561267433,1:0.0508466424365|2:0.0521992426081|3:0.0191428307173|5:0.832407135126|6:0.0454041491125,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,2,25,56,5,0,12
