month,date,race_code,actual2,actual3,p2,p3,prior,second_rank,third_rank,nfeat2,nfeat3,pair_rank,selected_SA,v96_rank
2026-03,2026-03-03,202603030307,5,3,1:0.30116803365|2:0.173291031731|3:0.256529971691|5:0.17287003917|6:0.0961409237587,1:0.511091360951|2:0.0778403791394|3:0.0490987870183|5:0.289726573918|6:0.072242898974,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,4,5,25,56,20,0,6
2026-03,2026-03-05,202603050704,5,6,1:0.128767814468|2:0.317227981386|3:0.0646003858918|5:0.128482362404|6:0.36092145585,1:0.0181132999021|2:0.0851286828402|3:0.289553643348|5:0.0921809249109|6:0.515023448998,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,4,1,25,56,1,0,3
2026-03,2026-03-05,202603050707,2,5,1:0.730492062882|2:0.0682533681019|3:0.161523387578|5:0.0320882727909|6:0.00764290864652,1:0.0447074100377|2:0.0961262113537|3:0.0475034782734|5:0.600577778145|6:0.21108512219,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,3,1,25,56,5,0,9
2026-03,2026-03-08,202603080203,6,2,1:0.113300641074|2:0.0740239627652|3:0.0447813018612|5:0.145260465268|6:0.622633629031,1:0.125630938204|2:0.627011737296|3:0.0790585054276|5:0.0807400735952|6:0.087558745477,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,1,1,25,56,1,0,1
2026-03,2026-03-11,202603111010,1,5,1:0.300079995589|2:0.419132588572|3:0.114836022397|5:0.0586263540049|6:0.107325039437,1:0.148499383902|2:0.0721476056926|3:0.0523210745874|5:0.230441291746|6:0.496590644071,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,2,2,25,56,5,0,10
2026-03,2026-03-12,202603120205,6,2,1:0.488808753444|2:0.261986438669|3:0.115810853109|5:0.0701719825066|6:0.0632219722717,1:0.0845678874752|2:0.631369689234|3:0.0257026805871|5:0.179489356655|6:0.0788703860481,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,5,1,25,56,9,0,12
2026-03,2026-03-12,202603120609,5,6,1:0.350491158316|2:0.333511505303|3:0.0968433453602|5:0.175885568657|6:0.043268422364,1:0.268964178222|2:0.093726978707|3:0.176722396767|5:0.3599121371|6:0.100674309204,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,3,4,25,56,9,0,12
2026-03,2026-03-13,202603131101,6,3,1:0.112269568757|2:0.0550942366791|3:0.486813483757|5:0.21508443825|6:0.130738272557,1:0.0801996863837|2:0.425846617692|3:0.235250223358|5:0.0780828959593|6:0.180620576607,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,3,2,25,56,13,0,4
2026-03,2026-03-14,202603140711,1,5,1:0.372736117985|2:0.0723804709833|3:0.337705025928|5:0.17541038552|6:0.0417679995836,1:0.0560281880282|2:0.0441878406503|3:0.00938725093724|5:0.625430098967|6:0.264966621417,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,1,1,25,56,2,0,1
2026-03,2026-03-16,202603160306,1,6,1:0.169110811977|2:0.280265099256|3:0.147262454833|5:0.182879055532|6:0.220482578402,1:0.116782356304|2:0.205520922952|3:0.0655315924814|5:0.3810871583|6:0.231077969963,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,4,2,25,56,9,0,5
2026-03,2026-03-16,202603160608,5,1,1:0.412661022216|2:0.0970399338381|3:0.177445021805|5:0.166912001923|6:0.145942020217,1:0.159329630181|2:0.146844969922|3:0.0535610094303|5:0.248701728116|6:0.391562662351,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,3,3,25,56,8,0,4
2026-03,2026-03-16,202603160702,5,6,1:0.153420641536|2:0.375895854549|3:0.0906074087913|5:0.313498635432|6:0.0665774596914,1:0.304929102773|2:0.0281184168333|3:0.0588301949636|5:0.543296065581|6:0.0648262198484,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,2,3,25,56,7,0,9
2026-03,2026-03-18,202603180109,1,5,1:0.0437012761711|2:0.333339027368|3:0.119287666563|5:0.459181134273|6:0.044490895625,1:0.128977269906|2:0.428949858857|3:0.0160620653365|5:0.399647355957|6:0.0263634499439,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,5,2,25,56,10,0,14
2026-03,2026-03-20,202603200402,6,1,1:0.497061625446|2:0.200137915564|3:0.0992359279497|5:0.0911271877371|6:0.112437343303,1:0.0710792140756|2:0.163658340193|3:0.00920430063339|5:0.467307474456|6:0.288750670642,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,3,4,25,56,15,0,6
2026-03,2026-03-21,202603210505,1,5,1:0.189201271731|2:0.16876349619|3:0.174576412089|5:0.443166198796|6:0.0242926211946,1:0.218734791406|2:0.21437851146|3:0.0832036019098|5:0.0627622742694|6:0.420920820955,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,2,5,25,56,13,0,4
2026-03,2026-03-22,202603221607,6,3,1:0.470865723074|2:0.272160100002|3:0.132997805911|5:0.0545855593428|6:0.0693908116705,1:0.0188254720125|2:0.16014172113|3:0.0373551734468|5:0.267355618586|6:0.516322014825,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,4,4,25,56,19,0,7
2026-03,2026-03-23,202603230801,1,5,1:0.557211051592|2:0.245237629305|3:0.0662072539707|5:0.0508621167853|6:0.0804819483471,1:0.0365602810369|2:0.357647609625|3:0.0867036154789|5:0.0836771890292|6:0.43541130483,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,1,4,25,56,3,0,7
2026-03,2026-03-23,202603231801,6,1,1:0.495844128979|2:0.333696048561|3:0.113759958195|5:0.0407016880135|6:0.0159981762517,1:0.178672135277|2:0.144624598137|3:0.169532092654|5:0.374085036172|6:0.13308613776,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,5,2,25,56,17,0,10
2026-03,2026-03-24,202603241803,1,3,1:0.46697054564|2:0.219616588542|3:0.20920527568|5:0.0483050774275|6:0.0559025127099,1:0.0215053952701|2:0.00171498216155|3:0.0709935546829|5:0.350536506511|6:0.555249561374,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,1,3,25,56,9,0,1
2026-03,2026-03-27,202603270909,1,5,1:0.592511816927|2:0.0354961703376|3:0.138985409495|5:0.0459657661948|6:0.187040837046,1:0.0677389300227|2:0.364212170517|3:0.0414205618943|5:0.383162232174|6:0.143466105393,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,1,1,25,56,2,0,8
2026-03,2026-03-28,202603280806,1,2,1:0.263634301758|2:0.527204749868|3:0.0699108826062|5:0.0533952509937|6:0.0858548147744,1:0.0651220064172|2:0.0974138319932|3:0.0720075429871|5:0.721786229875|6:0.0436703887276,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,2,2,25,56,6,0,2
2026-03,2026-03-29,202603290502,3,2,1:0.170454253485|2:0.492641791909|3:0.190263078312|5:0.0639410715506|6:0.0826998047429,1:0.111787826786|2:0.421247438031|3:0.372736174371|5:0.0858453284191|6:0.00838323239289,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,2,1,25,56,4,0,2
2026-03,2026-03-30,202603300506,2,3,1:0.304867184127|2:0.449712228008|3:0.149237983274|5:0.0432309003493|6:0.0529517042423,1:0.226572536607|2:0.198989082382|3:0.0638143485411|5:0.072143237061|6:0.438480795408,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,1,5,25,56,10,0,5
2026-03,2026-03-30,202603301507,2,6,1:0.204595532184|2:0.414186314917|3:0.104820071561|5:0.0650932602499|6:0.211304821088,1:0.334884365449|2:0.167603843043|3:0.0204746244899|5:0.434647393333|6:0.0423897736855,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,1,4,25,56,13,0,2
2026-03,2026-03-30,202603302109,1,5,1:0.274239203806|2:0.276135877605|3:0.0928234655867|5:0.145680582961|6:0.211120870041,1:0.32769870795|2:0.00901801810072|3:0.137057917705|5:0.487968711866|6:0.0382566443785,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,2,1,25,56,4,0,5
2026-03,2026-03-31,202603310809,5,6,1:0.253312206281|2:0.163444739554|3:0.210706703006|5:0.161355625958|6:0.2111807252,1:0.037892775483|2:0.0221848900535|3:0.130477238631|5:0.0842051131526|6:0.72523998268,1>2:0.34375|1>3:0.125|1>5:0.25|1>6:0.28125|2>1:0.366666666667|2>3:0.166666666667|2>5:0.333333333333|2>6:0.133333333333|3>1:0.133333333333|3>2:0.266666666667|3>5:0.333333333333|3>6:0.266666666667|5>1:0.428571428571|5>2:0.190476190476|5>3:0.047619047619|5>6:0.333333333333|6>1:0.266666666667|6>2:0.2|6>3:0.133333333333|6>5:0.4,5,1,25,56,2,0,8
2026-04,2026-04-01,202604010603,6,2,1:0.402593435384|2:0.152214764271|3:0.135697407718|5:0.181541075863|6:0.127953316765,1:0.372714823893|2:0.0985619338071|3:0.161114838496|5:0.0304616823821|6:0.337146721422,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,5,4,25,56,15,1,16
2026-04,2026-04-01,202604010804,1,3,1:0.414138359329|2:0.258595477548|3:0.0886515143196|5:0.206169921644|6:0.032444727159,1:0.166420478351|2:0.0815678475606|3:0.0282635595371|5:0.435106016135|6:0.288642098417,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,5,25,56,16,1,15
2026-04,2026-04-06,202604060408,3,5,1:0.507546156177|2:0.12086376475|3:0.167969933452|5:0.113131734706|6:0.0904884109151,1:0.182850345099|2:0.146698773973|3:0.10934571057|5:0.445976606738|6:0.11512856362,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,2,1,25,56,3,0,11
2026-04,2026-04-08,202604082303,3,1,1:0.376020265984|2:0.0482781924772|3:0.0908810461331|5:0.249402923331|6:0.235417572075,1:0.0673169947221|2:0.0254483021542|3:0.00410063984548|5:0.229126170858|6:0.67400789242,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,4,3,25,56,16,0,13
2026-04,2026-04-08,202604082306,2,1,1:0.179471507|2:0.590793976334|3:0.0571683734992|5:0.130557894728|6:0.0420082484397,1:0.435285300949|2:0.103145404211|3:0.087107233151|5:0.163687606344|6:0.210774455345,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,1,25,56,1,0,1
2026-04,2026-04-09,202604090703,5,6,1:0.147478939753|2:0.184023214861|3:0.0349202137148|5:0.113109546962|6:0.520468084709,1:0.249556306943|2:0.191761823228|3:0.0601558137967|5:0.468469746907|6:0.0300563091253,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,4,5,25,56,14,1,4
2026-04,2026-04-13,202604130608,3,1,1:0.390680420174|2:0.264314038706|3:0.125143163449|5:0.19739747251|6:0.022464905161,1:0.137409027485|2:0.128208179947|3:0.053219599876|5:0.24553517669|6:0.435628016001,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,4,3,25,56,15,0,7
2026-04,2026-04-15,202604151005,2,1,1:0.30333066833|2:0.174479436975|3:0.102948190489|5:0.142288386411|6:0.276953317796,1:0.10187608742|2:0.390942554658|3:0.0389679889619|5:0.0617773455459|6:0.406436023414,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,3,3,25,56,11,0,8
2026-04,2026-04-16,202604160906,1,6,1:0.659903433425|2:0.150397026577|3:0.0994655594239|5:0.0637022667067|6:0.0265317138678,1:0.312752655765|2:0.354863111882|3:0.0708264058219|5:0.0678726250625|6:0.193685201468,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,3,25,56,2,0,8
2026-04,2026-04-18,202604180305,3,1,1:0.258659552504|2:0.258071547708|3:0.140268761472|5:0.0808064698033|6:0.262193668513,1:0.250782907218|2:0.350906993519|3:0.0621373925723|5:0.121526417173|6:0.214646289518,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,4,2,25,56,16,0,13
2026-04,2026-04-22,202604221103,1,6,1:0.409454532737|2:0.229929570414|3:0.18785420606|5:0.127512371945|6:0.045249318844,1:0.593039042835|2:0.0535216020218|3:0.0234891378746|5:0.141877180104|6:0.188073037164,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,2,25,56,4,0,13
2026-04,2026-04-22,202604222207,1,5,1:0.190206704228|2:0.153236951469|3:0.403207355045|5:0.175187728722|6:0.0781612605355,1:0.39740708503|2:0.042914395173|3:0.107275832568|5:0.172445612525|6:0.279957074704,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,2,3,25,56,7,1,15
2026-04,2026-04-23,202604230507,5,2,1:0.142194348296|2:0.155493769354|3:0.155981460514|5:0.432956297148|6:0.113374124688,1:0.103178844817|2:0.133321361897|3:0.030534825999|5:0.381229806505|6:0.351735160782,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,3,25,56,10,1,2
2026-04,2026-04-24,202604242010,1,2,1:0.558342872465|2:0.132706097848|3:0.0505280989043|5:0.233429092102|6:0.0249938386814,1:0.0772558120403|2:0.499401491786|3:0.0597049930964|5:0.118122122976|6:0.245515580101,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,1,1,25,56,1,0,4
2026-04,2026-04-25,202604250705,1,3,1:0.256343277607|2:0.277032352622|3:0.106453605244|5:0.157907476062|6:0.202263288465,1:0.354004253196|2:0.17485414726|3:0.144232415359|5:0.214628329306|6:0.112280854878,1>2:0.285714285714|1>3:0.119047619048|1>5:0.357142857143|1>6:0.238095238095|2>1:0.333333333333|2>3:0.181818181818|2>5:0.333333333333|2>6:0.151515151515|3>1:0.125|3>2:0.3125|3>5:0.3125|3>6:0.25|5>1:0.392857142857|5>2:0.142857142857|5>3:0.0714285714286|5>6:0.392857142857|6>1:0.285714285714|6>2:0.238095238095|6>3:0.190476190476|6>5:0.285714285714,2,4,25,56,16,1,20
