date,month,race_code,venue,race,legacy_pre_p,hybrid_pre_p,hybrid_abs_threshold,p109,entry_course,head_hit,rank_l50,payout100
2026-04-19,2026-04,202604191202,12,02R,0.3742870665969437,0.3742870665969437,0.75,0.36757539454835986,1,0,0,2700
2026-04-19,2026-04,202604191203,12,03R,0.5431271182652994,0.5431271182652994,0.75,0.5520010772160817,1,1,1,940
2026-04-19,2026-04,202604191204,12,04R,0.410713059838928,0.4107130598389279,0.75,0.38445030228512345,1,0,0,27740
2026-04-19,2026-04,202604191205,12,05R,0.5722151080291538,0.5722151080291538,0.75,0.6653928399911935,1,0,0,25360
2026-04-19,2026-04,202604191206,12,06R,0.2455364390110823,0.24553643901108219,0.75,0.16763308858585696,1,0,0,17170
2026-04-19,2026-04,202604191207,12,07R,0.37850438398758496,0.37850438398758496,0.75,0.37277301092085374,1,0,0,34620
2026-04-19,2026-04,202604191208,12,08R,0.3616187938560766,0.3616187938560766,0.75,0.39807114002310623,1,0,0,5360
2026-04-19,2026-04,202604191209,12,09R,0.5462636469575342,0.5462636469575342,0.75,0.5554199956929584,1,0,0,10610
2026-04-19,2026-04,202604191210,12,10R,0.6449749679886053,0.6449749679886053,0.75,0.7042052541566025,1,1,9,1570
2026-04-19,2026-04,202604191211,12,11R,0.7308873875294636,0.7308873875294637,0.75,0.759714681244007,1,1,2,1200
2026-04-19,2026-04,202604191212,12,12R,0.5855897566441732,0.5855897566441731,0.75,0.618700159428489,1,0,0,7870
2026-04-19,2026-04,202604191301,13,01R,0.5850371497883938,0.5850371497883937,0.75,0.6368077035694918,1,1,4,5110
2026-04-19,2026-04,202604191302,13,02R,0.4376033259809102,0.4376033259809102,0.75,0.5556617919472159,1,0,0,1380
2026-04-19,2026-04,202604191303,13,03R,0.39435751692393783,0.39435751692393783,0.75,0.5384394423356982,1,1,5,2060
2026-04-19,2026-04,202604191304,13,04R,0.3453535731214692,0.34535357312146914,0.75,0.44197827955148894,1,1,4,1370
2026-04-19,2026-04,202604191305,13,05R,0.5850815473317738,0.5850815473317738,0.75,0.7680880264441193,1,1,2,710
2026-04-19,2026-04,202604191306,13,06R,0.4653054113925666,0.4653054113925665,0.75,0.5758411452076578,1,0,0,40980
2026-04-19,2026-04,202604191307,13,07R,0.3370039710872599,0.3370039710872598,0.75,0.32714606421451103,0,0,0,650
2026-04-19,2026-04,202604191308,13,08R,0.46020887724356796,0.46020887724356785,0.75,0.37528986657652214,1,1,8,3990
2026-04-19,2026-04,202604191309,13,09R,0.6766031324159835,0.6766031324159835,0.75,0.828513658700425,1,1,1,440
2026-04-19,2026-04,202604191310,13,10R,0.5920629035387165,0.5920629035387164,0.75,0.761498245774536,1,1,2,3080
2026-04-19,2026-04,202604191311,13,11R,0.75716528993745,0.75716528993745,0.75,0.861296764976695,1,1,1,570
2026-04-19,2026-04,202604191312,13,12R,0.7431111451724705,0.7431111451724705,0.75,0.8190817327008276,1,0,0,28420
2026-04-19,2026-04,202604191501,15,01R,0.523420158787551,0.5234201587875511,0.75,0.6694079883504268,1,0,0,4080
2026-04-19,2026-04,202604191502,15,02R,0.33623338481702564,0.33623338481702575,0.75,0.3297020425157507,1,0,0,4740
2026-04-19,2026-04,202604191503,15,03R,0.44871288324154174,0.4487128832415417,0.75,0.49025933402088734,1,1,9,1290
2026-04-19,2026-04,202604191504,15,04R,0.4111597936317351,0.4111597936317351,0.75,0.47213191748247074,1,0,0,41530
2026-04-19,2026-04,202604191505,15,05R,0.4511026602675845,0.4511026602675846,0.75,0.46727673446683854,1,0,0,5950
2026-04-19,2026-04,202604191506,15,06R,0.5080728618283848,0.5080728618283848,0.75,0.47766977010796485,1,0,0,6620
2026-04-19,2026-04,202604191507,15,07R,0.6801869711878195,0.6801869711878196,0.75,0.7857626392122639,1,0,0,21030
2026-04-19,2026-04,202604191508,15,08R,0.700524203571387,0.700524203571387,0.75,0.8219888511981694,1,1,4,730
2026-04-19,2026-04,202604191509,15,09R,0.3357330402664336,0.3357330402664336,0.75,0.3941167787485033,1,1,6,2070
2026-04-19,2026-04,202604191510,15,10R,0.6640955686509771,0.6640955686509772,0.75,0.7600599092236696,1,1,4,1000
2026-04-19,2026-04,202604191511,15,11R,0.7088469421499974,0.7088469421499974,0.75,0.6978765666434089,1,1,10,3980
2026-04-19,2026-04,202604191512,15,12R,0.6818224828014537,0.6818224828014537,0.75,0.6732057816922005,1,1,16,3760
2026-04-19,2026-04,202604192001,20,01R,0.6912406977380148,0.6912406977380148,0.75,0.7839705328853332,0,0,0,2560
2026-04-19,2026-04,202604192002,20,02R,0.5413581304367483,0.5413581304367483,0.75,0.5859790760611928,0,0,0,1200
2026-04-19,2026-04,202604192003,20,03R,0.6597724900577874,0.6597724900577874,0.75,0.7566376796083185,0,1,2,920
2026-04-19,2026-04,202604192004,20,04R,0.7477851494818476,0.7477851494818476,0.75,0.8212847567318817,0,1,14,830
2026-04-19,2026-04,202604192005,20,05R,0.6410657964429431,0.6410657964429431,0.75,0.657784652859173,0,1,1,400
2026-04-19,2026-04,202604192006,20,06R,0.6133503400333886,0.6133503400333886,0.75,0.727455695233687,0,0,0,2020
2026-04-19,2026-04,202604192007,20,07R,0.7486963790093584,0.7486963790093584,0.75,0.8253119691800715,0,1,9,690
2026-04-19,2026-04,202604192008,20,08R,0.6675912330654772,0.6675912330654772,0.75,0.7059140515516507,0,1,1,280
2026-04-19,2026-04,202604192009,20,09R,0.5732021333663225,0.5732021333663225,0.75,0.6889345741783841,0,1,6,1710
2026-04-19,2026-04,202604192010,20,10R,0.43742793483197956,0.43742793483197956,0.75,0.4300695706641158,0,0,0,6920
2026-04-19,2026-04,202604192011,20,11R,0.7344089072062454,0.7344089072062453,0.75,0.7316363287528327,0,1,17,7140
2026-04-19,2026-04,202604192012,20,12R,0.6875493011445071,0.6875493011445071,0.75,0.6306329333458186,0,1,1,660
2026-04-19,2026-04,202604192101,21,01R,0.7049425602549563,0.7049425602549563,0.75,0.8841828092781985,0,0,0,12950
2026-04-19,2026-04,202604192102,21,02R,0.7305240986562654,0.7305240986562654,0.75,0.738854446375142,1,0,0,960
2026-04-19,2026-04,202604192104,21,04R,0.7096982715439206,0.7096982715439206,0.75,0.7628210056357653,1,1,7,2120
2026-04-19,2026-04,202604192105,21,05R,0.6938087878084881,0.6938087878084881,0.75,0.7817607629483819,1,1,1,330
2026-04-19,2026-04,202604192106,21,06R,0.3423952090660892,0.3423952090660892,0.75,0.4662763242374303,1,1,8,3190
2026-04-19,2026-04,202604192107,21,07R,0.26691666983887374,0.26691666983887374,0.75,0.42815583749823427,1,0,0,5540
2026-04-19,2026-04,202604192108,21,08R,0.48619253675036567,0.48619253675036567,0.75,0.5260083909934427,0,1,10,8930
2026-04-19,2026-04,202604192109,21,09R,0.5741974225626411,0.5741974225626411,0.75,0.6842410933336253,1,0,0,3030
2026-04-19,2026-04,202604192110,21,10R,0.722701832832723,0.722701832832723,0.75,0.7417725339268121,1,1,3,810
2026-04-19,2026-04,202604192111,21,11R,0.7624799455093523,0.7624799455093524,0.75,0.7950619208061799,1,0,0,9590
2026-04-19,2026-04,202604192112,21,12R,0.656284899863301,0.656284899863301,0.75,0.7676727069193385,1,1,5,730
2026-04-19,2026-04,202604192301,23,01R,0.5721275914976798,0.5721275914976797,0.75,0.7387529832857131,1,1,12,700
2026-04-19,2026-04,202604192302,23,02R,0.5200988077810315,0.5200988077810313,0.75,0.7363749514143924,1,1,1,390
2026-04-19,2026-04,202604192304,23,04R,0.604128129477833,0.604128129477833,0.75,0.6571777377493443,1,0,0,5880
2026-04-19,2026-04,202604192305,23,05R,0.7343786374695476,0.7343786374695475,0.75,0.8376390529610488,1,1,2,560
2026-04-19,2026-04,202604192306,23,06R,0.5090432607801952,0.509043260780195,0.75,0.43623593141384476,1,0,0,7290
2026-04-19,2026-04,202604192307,23,07R,0.5680309632568222,0.5680309632568221,0.75,0.5561952303590108,1,1,3,1980
2026-04-19,2026-04,202604192309,23,09R,0.3466600749859167,0.34666007498591667,0.75,0.4303176637894138,1,1,2,1240
2026-04-19,2026-04,202604192310,23,10R,0.7724986538513852,0.7724986538513852,0.75,0.8153795204354092,1,1,6,3000
2026-04-19,2026-04,202604192311,23,11R,0.7945037976428398,0.7945037976428397,0.75,0.824136359733794,1,1,8,1140
2026-04-19,2026-04,202604192312,23,12R,0.7470397697363556,0.7470397697363556,0.75,0.8223370644541815,1,1,15,31810
2026-04-19,2026-04,202604192401,24,01R,0.5041875535477893,0.5041875535477893,0.75,0.5365655716957254,1,1,7,2810
2026-04-19,2026-04,202604192402,24,02R,0.5494366404779042,0.5494366404779042,0.75,0.6899364818773354,1,1,1,580
2026-04-19,2026-04,202604192403,24,03R,0.6518215774179128,0.6518215774179128,0.75,0.6917683410014177,1,0,0,5460
2026-04-19,2026-04,202604192404,24,04R,0.4379690553111003,0.4379690553111003,0.75,0.4087736918811968,1,0,0,3590
