date,month,race_code,venue,race,legacy_pre_p,hybrid_pre_p,hybrid_abs_threshold,p109,entry_course,head_hit,rank_l50,payout100
2026-03-01,2026-03,202603010601,06,01R,0.4662987362141568,0.46629873621415685,0.75,0.6336954203989995,1,1,5,790
2026-03-01,2026-03,202603010602,06,02R,0.4288095319784487,0.42880953197844884,0.75,0.46192136919368115,1,0,0,11610
2026-03-01,2026-03,202603010603,06,03R,0.43117262016788344,0.43117262016788344,0.75,0.40619314780795485,1,0,0,2590
2026-03-01,2026-03,202603010604,06,04R,0.3908209985247676,0.3908209985247677,0.75,0.4129907266147045,1,0,0,1160
2026-03-01,2026-03,202603010605,06,05R,0.3758887876040914,0.3758887876040914,0.75,0.3365480588899442,1,0,0,30570
2026-03-01,2026-03,202603010606,06,06R,0.4098532832786854,0.4098532832786855,0.75,0.3464061358009988,1,0,0,12410
2026-03-01,2026-03,202603010607,06,07R,0.23344187314462775,0.23344187314462783,0.75,0.13907684442656054,1,0,0,3240
2026-03-01,2026-03,202603010608,06,08R,0.7320550252383167,0.7320550252383168,0.75,0.8088392839581754,1,1,1,900
2026-03-01,2026-03,202603010609,06,09R,0.6095851080638042,0.6095851080638043,0.75,0.6201138999822565,1,0,0,2420
2026-03-01,2026-03,202603010610,06,10R,0.6261732759758626,0.6261732759758628,0.75,0.620770420711268,1,1,2,690
2026-03-01,2026-03,202603010611,06,11R,0.5675898234545499,0.5675898234545499,0.75,0.6130156899510779,1,1,3,2130
2026-03-01,2026-03,202603010612,06,12R,0.6549963360542417,0.6549963360542417,0.75,0.44420556972553954,1,1,4,1110
2026-03-01,2026-03,202603010701,07,01R,0.415128461121935,0.415128461121935,0.75,0.5533572326078322,1,1,7,850
2026-03-01,2026-03,202603010703,07,03R,0.3504607892206483,0.3504607892206484,0.75,0.21896695820738885,1,0,0,20950
2026-03-01,2026-03,202603010704,07,04R,0.5236779475806196,0.5236779475806196,0.75,0.5201687703025643,1,1,16,5320
2026-03-01,2026-03,202603010705,07,05R,0.5609142157237664,0.5609142157237664,0.75,0.5899684977343137,1,0,0,12880
2026-03-01,2026-03,202603010706,07,06R,0.3846926043381941,0.3846926043381941,0.75,0.3672234376508436,1,0,0,5500
2026-03-01,2026-03,202603010707,07,07R,0.6353626791890762,0.6353626791890762,0.75,0.7012733501715472,1,0,0,2000
2026-03-01,2026-03,202603010708,07,08R,0.3942683272259834,0.39426832722598343,0.75,0.40928750471438274,1,1,3,770
2026-03-01,2026-03,202603010709,07,09R,0.5930883946158336,0.5930883946158336,0.75,0.6301793684283165,1,0,0,2720
2026-03-01,2026-03,202603010710,07,10R,0.7978673058142965,0.7978673058142965,0.75,0.8285980759095629,1,1,12,1920
2026-03-01,2026-03,202603010711,07,11R,0.70405152740608,0.70405152740608,0.75,0.5861240024160425,1,0,0,1530
2026-03-01,2026-03,202603010712,07,12R,0.761645835666832,0.761645835666832,0.75,0.7737103919262133,1,1,1,1890
2026-03-01,2026-03,202603010801,08,01R,0.7676113617727891,0.7676113617727891,0.75,0.8437784254999896,1,0,0,83230
2026-03-01,2026-03,202603010802,08,02R,0.6966248905381998,0.6966248905381996,0.75,0.8050809993831959,1,1,10,1070
2026-03-01,2026-03,202603010803,08,03R,0.3218003097732489,0.3218003097732489,0.75,0.509179926562691,1,1,1,27290
2026-03-01,2026-03,202603010804,08,04R,0.5155372880706803,0.5155372880706803,0.75,0.5007562971956782,1,0,0,2780
2026-03-01,2026-03,202603010805,08,05R,0.7114369747109579,0.7114369747109579,0.75,0.724452087573683,1,1,17,2610
2026-03-01,2026-03,202603010806,08,06R,0.7118688660862255,0.7118688660862255,0.75,0.8268861892662889,1,1,13,1280
2026-03-01,2026-03,202603010807,08,07R,0.399191980761406,0.39919198076140594,0.75,0.36745357320531796,1,1,3,2430
2026-03-01,2026-03,202603010808,08,08R,0.33412426958875807,0.334124269588758,0.75,0.31439379447373056,1,0,0,18010
2026-03-01,2026-03,202603010809,08,09R,0.4580209075127572,0.45802090751275704,0.75,0.604097410655059,1,0,0,2720
2026-03-01,2026-03,202603010810,08,10R,0.7724678630218632,0.772467863021863,0.75,0.8131742166503644,1,1,2,650
2026-03-01,2026-03,202603010811,08,11R,0.7539235972112043,0.7539235972112043,0.75,0.6667385254314111,1,1,4,440
2026-03-01,2026-03,202603010812,08,12R,0.5593735173337874,0.5593735173337872,0.75,0.6018237590773414,1,1,2,580
2026-03-01,2026-03,202603011401,14,01R,0.707254568186138,0.707254568186138,0.75,0.7481609158798427,0,1,2,700
2026-03-01,2026-03,202603011402,14,02R,0.4213989047586674,0.4213989047586676,0.75,0.3745050226354427,0,1,11,7090
2026-03-01,2026-03,202603011403,14,03R,0.571539251945134,0.571539251945134,0.75,0.607539266638956,0,0,0,13640
2026-03-01,2026-03,202603011404,14,04R,0.668750982033548,0.6687509820335481,0.75,0.6572487666656023,0,1,9,3420
2026-03-01,2026-03,202603011405,14,05R,0.5044335636081574,0.5044335636081575,0.75,0.47631658692492296,0,0,0,6590
2026-03-01,2026-03,202603011406,14,06R,0.6059234562665764,0.6059234562665765,0.75,0.5871406155991524,0,1,7,1940
2026-03-01,2026-03,202603011407,14,07R,0.47060244972918713,0.47060244972918713,0.75,0.42131599941802683,0,0,0,4310
2026-03-01,2026-03,202603011408,14,08R,0.5077359341577293,0.5077359341577293,0.75,0.4603112678087354,0,0,0,2550
