combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,day_cat,score3,p3,composite_odds,tickets,actual_combo,hit,payout100,return
3-1-5,34.9,0.13354200353784493,0.02020758745181156,0.05875153966105388,87,0.7052448020682234,900,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-1-4,15.5,0.10848593251646059,0.016416100631562253,0.13228572478521164,70,0.2544495597892149,800,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-1-2,68.2,0.1026572816787931,0.015534108685898043,0.03006493745118446,67,1.0594262123782465,700,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-1-6,167.7,0.06732490707118187,0.010187610723845735,0.012226766453015984,44,1.7084623183889296,500,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-2-4,68.6,0.0568536138222101,0.008603093729518965,0.02988963169345161,37,0.590172229845001,500,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-4-2,23.2,0.056041289146707446,0.00848017268981154,0.08838054888667157,36,0.19674000640362774,400,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-2-1,112.7,0.04907717482573293,0.007426362312272727,0.018193688856883588,32,0.8369510325931364,400,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-4-6,84.8,0.04457013232524425,0.006744356253768101,0.024179584129372413,29,0.5719214103195349,400,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-5-2,127.7,0.04141748527827466,0.006267297431685361,0.016056607158737513,27,0.8003338820262206,400,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,5.0,9,3-4-5,0,0,0
3-1-5,5.8,0.1363729285595906,0.02010310495358248,0.29053352581647934,87,0.11659800873077839,2900,2026-08-04,202608041003,10,03R,初日,66.94,0.1474,5.01,3,3-1-2,0,0,0
3-4-1,46.4,0.05693211225315493,0.00839251778151994,0.03631669072705992,37,0.38941282506252517,1300,2026-08-04,202608041003,10,03R,初日,66.94,0.1474,5.01,3,3-1-2,0,0,0
3-2-6,178.5,0.03370308769515158,0.004968263982828268,0.009440305040535463,22,0.8868351209348458,800,2026-08-04,202608041003,10,03R,初日,66.94,0.1474,5.01,3,3-1-2,0,0,0
3-1-5,12.0,0.1343639225583754,0.019840371456803674,0.12604615946698647,87,0.23808445748164409,1500,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,5.04,5,3-1-6,0,0,0
3-1-4,11.7,0.10844919831784833,0.016013765733014152,0.1292781122738323,70,0.18736105907626557,1200,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,5.04,5,3-1-6,0,0,0
3-1-2,61.9,0.10258852449305901,0.015148370145739087,0.024435442869205782,67,0.9376841120212495,1200,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,5.04,5,3-1-6,0,0,0
3-2-4,123.1,0.0566386222497545,0.008363341013273122,0.012287196698650187,37,1.0295272787339214,700,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,5.04,5,3-1-6,0,0,0
3-2-5,183.3,0.03368857153466207,0.004974503277145765,0.008251794400457379,22,0.9118264507008187,400,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,5.04,5,3-1-6,0,0,0
3-1-5,6.8,0.13669250107021783,0.019820504526550764,0.3166985251240837,87,0.1347794307805452,2600,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,5.0,3,1-2-3,0,0,0
3-1-4,19.7,0.10820540161713878,0.015689855959604065,0.109317257403237,70,0.30909016240420006,2000,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,5.0,3,1-2-3,0,0,0
3-6-2,474.3,0.01837606693919927,0.002664542056784085,0.004540480646940267,12,1.2637922975326916,400,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,5.0,3,1-2-3,0,0,0
3-1-5,24.9,0.13344797170500897,0.022281230808838644,0.051052683347608534,87,0.5548026471400822,900,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-1-4,23.2,0.10753946397228505,0.01795539930064994,0.05479361273083847,70,0.4165652637750786,800,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-1-2,64.9,0.10252930979011382,0.017118875520673784,0.019587239065569372,67,1.1110150212917287,700,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,1,4900,34300
3-1-6,180.2,0.0672617337353987,0.011230400843213523,0.007054449585768328,44,2.023718231947077,500,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-4-1,26.0,0.057085713125240384,0.009531354682874423,0.04889276212905587,37,0.24781522175473497,500,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-2-4,30.1,0.05700437191665662,0.009517773492995185,0.04223295067626087,37,0.2864849821391551,500,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-2-1,88.7,0.04903000412270272,0.008186327783468622,0.014331587546284694,32,0.7261272743936668,400,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-6-1,267.6,0.030592371515665653,0.005107875991079616,0.004750417845125009,20,1.3668676152129056,300,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-6-4,241.9,0.02143823038680954,0.0035794486291441485,0.005255112920030808,14,0.8658686233899695,200,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-6-2,327.0,0.018368091577481354,0.003066840827378311,0.0038874979062857875,12,1.0028569505527078,200,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,5.05,10,3-1-2,0,0,0
3-1-5,55.3,0.1333204969963783,0.020022561137020257,0.04061569157847392,87,1.1072476308772201,1100,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,5.01,7,2-1-3,0,0,0
3-1-4,50.5,0.1074134496849616,0.016131745768348114,0.04447619295622986,70,0.8146531613015797,900,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,5.01,7,2-1-3,0,0,0
3-1-2,11.8,0.10461487669223922,0.01571144581368533,0.1903430291770854,67,0.1853950606014869,900,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,5.01,7,2-1-3,0,0,0
3-1-6,45.7,0.06777584919753175,0.010178825572544254,0.04914765304791264,44,0.4651723286652724,600,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,5.01,7,2-1-3,0,0,0
3-2-4,27.3,0.05749340838041086,0.008634570904005264,0.08227281114613948,37,0.2357237856793437,500,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,5.01,7,2-1-3,0,0,0
3-4-1,114.3,0.05672855525441041,0.008519702456758168,0.019650461454852212,37,0.9738019908074587,500,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,5.01,7,2-1-3,0,0,0
3-4-2,101.3,0.055232638025580684,0.008295040121671173,0.022172238344418633,36,0.8402875643252898,500,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,5.01,7,2-1-3,0,0,0
3-1-5,11.0,0.13420515960643797,0.021860516934044238,0.11304744277710996,87,0.2404656862744866,1400,2026-08-06,202608061209,12,09R,3日目以降,70.27,0.1629,5.22,5,5-3-4,0,0,0
3-1-4,24.9,0.10748019099079589,0.017507318959411235,0.049940637371414034,70,0.4359322420893397,1100,2026-08-06,202608061209,12,09R,3日目以降,70.27,0.1629,5.22,5,5-3-4,0,0,0
3-1-2,38.6,0.1026835492213893,0.016725999754291596,0.032215592501248946,67,0.6456235905156557,1100,2026-08-06,202608061209,12,09R,3日目以降,70.27,0.1629,5.22,5,5-3-4,0,0,0
3-4-1,43.0,0.05684176016205878,0.009258885904442966,0.028919113268563012,37,0.39813209389104753,700,2026-08-06,202608061209,12,09R,3日目以降,70.27,0.1629,5.22,5,5-3-4,0,0,0
3-2-4,87.4,0.05666232597279134,0.009229658085300019,0.014227939022290725,37,0.8066721166552216,700,2026-08-06,202608061209,12,09R,3日目以降,70.27,0.1629,5.22,5,5-3-4,0,0,0
3-1-5,34.4,0.13350680642213572,0.021285578470388648,0.05586977581236127,87,0.7322238993813694,1100,2026-08-06,202608061407,14,07R,2日目,69.61,0.1594,5.22,7,3-6-1,0,0,0
3-1-4,20.5,0.10801529415777782,0.01722135433700469,0.0937522091680599,70,0.35303776390859615,900,2026-08-06,202608061407,14,07R,2日目,69.61,0.1594,5.22,7,3-6-1,0,0,0
3-1-2,20.7,0.10342407805461974,0.016489356521632782,0.09284639072199169,67,0.34132967999779856,900,2026-08-06,202608061407,14,07R,2日目,69.61,0.1594,5.22,7,3-6-1,0,0,0
3-4-1,47.7,0.0569806635717369,0.009084678289105759,0.04029182993595865,37,0.4333391543903447,600,2026-08-06,202608061407,14,07R,2日目,69.61,0.1594,5.22,7,3-6-1,0,0,0
3-2-4,80.7,0.056779427382607564,0.009052594316688273,0.023815616950994146,37,0.7305443613567437,500,2026-08-06,202608061407,14,07R,2日目,69.61,0.1594,5.22,7,3-6-1,0,0,0
3-4-2,76.3,0.05526948390350588,0.008811857373969062,0.02518899459954427,36,0.6723447176338394,500,2026-08-06,202608061407,14,07R,2日目,69.61,0.1594,5.22,7,3-6-1,0,0,0
3-2-1,52.4,0.04930293579347246,0.007860584316085413,0.036677868090557786,32,0.41189461816287565,500,2026-08-06,202608061407,14,07R,2日目,69.61,0.1594,5.22,7,3-6-1,0,0,0
3-1-5,15.6,0.13370318857754024,0.015773250457778734,0.07194856478610606,87,0.24606270714134826,1400,2026-08-06,202608061703,17,03R,3日目以降,82.35,0.118,5.0,5,3-5-4,0,0,0
3-1-4,29.3,0.1073381018099318,0.012662904912912547,0.03830708568816568,70,0.37102311394833765,1100,2026-08-06,202608061703,17,03R,3日目以降,82.35,0.118,5.0,5,3-5-4,0,0,0
3-1-2,56.3,0.1025335696415144,0.012096104000898751,0.019936014398992088,67,0.6810106552505997,1100,2026-08-06,202608061703,17,03R,3日目以降,82.35,0.118,5.0,5,3-5-4,0,0,0
3-1-6,12.9,0.06823826035686208,0.00805021318386647,0.08700756671808174,44,0.10384775007187746,800,2026-08-06,202608061703,17,03R,3日目以降,82.35,0.118,5.0,5,3-5-4,0,0,0
3-2-1,154.3,0.04894380611661931,0.005774005245856058,0.007274125798206444,32,0.8909290094355898,600,2026-08-06,202608061703,17,03R,3日目以降,82.35,0.118,5.0,5,3-5-4,0,0,0
3-1-5,8.3,0.1358006042719019,0.0203742679744719,0.24367447476196852,87,0.16910642418811678,1000,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,1,710,7100
3-1-4,50.6,0.1073584161097123,0.016107064846004646,0.039970318982694444,70,0.8150174812078351,900,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,0,0,0
3-1-2,37.1,0.10295590564491243,0.015446552851590724,0.0545147746772059,67,0.5730671107940158,800,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,0,0,0
3-2-4,146.0,0.05665774323041091,0.008500404321426559,0.013852726989892731,37,1.2410590309282776,500,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,0,0,0
3-4-1,179.9,0.056625860720961985,0.008495620964278085,0.011242346528762307,37,1.5283622114736275,500,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,0,0,0
3-4-2,229.0,0.05506970222423544,0.00826214932110648,0.008831869609276588,36,1.8920321945333838,500,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,0,0,0
3-2-1,110.7,0.049078107878720356,0.0073632258631118755,0.018270082570228895,32,0.8151091030464847,400,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,0,0,0
3-4-6,272.3,0.044365526264106975,0.006656193658192823,0.00742746287375813,29,1.8124815331259057,400,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,5.08,8,3-1-5,0,0,0
3-1-5,40.3,0.13328456204933814,0.01922867142771732,0.03767351778956075,87,0.7749154585370079,1300,2026-08-06,202608062406,24,06R,初日,66.02,0.1443,5.02,6,4-3-6,0,0,0
3-1-4,15.5,0.10806657888553108,0.015590528308433526,0.09795114625285795,70,0.24165318878071965,1000,2026-08-06,202608062406,24,06R,初日,66.02,0.1443,5.02,6,4-3-6,0,0,0
3-1-2,28.5,0.10294072276069932,0.014851032288079295,0.05327167603225607,67,0.4232544202102599,1000,2026-08-06,202608062406,24,06R,初日,66.02,0.1443,5.02,6,4-3-6,0,0,0
3-1-6,20.3,0.06808904163767567,0.009823056694250739,0.07479028408469449,44,0.19940805089329,700,2026-08-06,202608062406,24,06R,初日,66.02,0.1443,5.02,6,4-3-6,0,0,0
3-2-1,59.5,0.049166616001933526,0.007093159851205911,0.02551668515830753,32,0.42204301114675175,500,2026-08-06,202608062406,24,06R,初日,66.02,0.1443,5.02,6,4-3-6,0,0,0
3-5-2,117.0,0.04137986484159137,0.0059697823403416705,0.012976433905293147,27,0.6984645338199754,500,2026-08-06,202608062406,24,06R,初日,66.02,0.1443,5.02,6,4-3-6,0,0,0
3-1-5,20.3,0.1341380186750263,0.019198906820553627,0.10755027901778016,87,0.38973780845723865,1100,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,5.04,7,1-2-5,0,0,0
3-1-4,24.8,0.10794546696087709,0.015450019184373665,0.088035107421812,70,0.38316047577246687,900,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,5.04,7,1-2-5,0,0,0
3-1-2,30.9,0.10315305048605389,0.014764090181886118,0.07065600854566143,67,0.456210386620281,900,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,5.04,7,1-2-5,0,0,0
3-1-6,56.0,0.06765174932694895,0.009682859821585848,0.038986976143945314,44,0.5422401500088075,600,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,5.04,7,1-2-5,0,0,0
3-2-4,30.2,0.057371526480586806,0.008211472048966396,0.0722937305980443,37,0.24798645587878515,600,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,5.04,7,1-2-5,0,0,0
3-4-1,45.8,0.057070774536234124,0.008168426023590724,0.04766966515416895,37,0.3741139118804552,600,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,5.04,7,1-2-5,0,0,0
3-6-1,261.3,0.030636402049134755,0.004384927062948069,0.008355417772908295,20,1.1457814415483305,300,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,5.04,7,1-2-5,0,0,0
3-1-5,143.1,0.13310126403002145,0.02309468320311512,0.02266599245800742,87,3.3048491663657735,800,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-1-4,34.4,0.10802183686161579,0.01874309849360187,0.09428789304479249,70,0.6447625881799043,600,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-1-2,37.7,0.10334088031935232,0.017930895775476362,0.08603457614697245,67,0.6759947707354589,600,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-1-6,250.1,0.0673339704006393,0.01168326030968381,0.01296882655234251,44,2.921983403451921,400,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-2-4,19.1,0.058562649627586984,0.010161329800587702,0.16981693825868382,37,0.19408139919122513,400,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-4-1,34.0,0.05765370579999672,0.010003617025276348,0.09539716237473123,37,0.34012297885939585,400,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-2-1,40.4,0.04983553881663998,0.0086470702559763,0.08028474061239757,32,0.34934163834144255,400,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-4-6,91.4,0.0447082370615853,0.007757421231358056,0.03548690941729608,29,0.7090283005461264,300,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-5-2,151.3,0.04148320689561638,0.0071978393930763225,0.021437564578591282,27,1.0890331001724476,300,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-5-1,293.3,0.03982972403091917,0.006910940067061294,0.011058655031506517,26,2.0269787216690776,300,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-6-1,383.3,0.030637704419697674,0.005316013208439578,0.008462049362746834,20,2.0376278627948903,300,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-5-6,330.0,0.01996737463875053,0.0034645816104033915,0.00982879854769958,13,1.1433119314331193,200,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,5.01,12,3-2-5,0,0,0
3-1-5,78.3,0.13344935389446794,0.02001792658915884,0.051165850109562885,87,1.5674036519311372,600,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-1-4,40.8,0.10806953631599424,0.016210854390563578,0.09819328587202879,70,0.661402859134994,500,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-1-2,58.4,0.10312794856500654,0.015469596842689762,0.0686007887599105,67,0.903424455613082,500,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,1,5830,29150
3-1-6,25.9,0.0690648288195131,0.010359995255542017,0.15468285959763606,44,0.2683238771185382,400,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-4-1,68.8,0.057199766743046124,0.008580189398929513,0.058230902086900786,37,0.5903170306463504,300,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-2-4,153.8,0.05680670136202097,0.008521228049829813,0.02604867401546667,37,1.3105648740638254,300,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-4-2,148.0,0.055292451913643806,0.008294084692363583,0.02706950042958631,36,1.2275245344698102,300,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-2-1,113.0,0.04928798606375234,0.00739339126011744,0.03545385896972366,32,0.8354532123932706,300,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-4-6,53.3,0.045192853028618946,0.006779105240156891,0.07516484171817588,29,0.36132630930036225,300,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-5-2,293.7,0.041387978533990545,0.006208359139919746,0.013640742470475907,27,1.8233950793944294,300,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-5-1,185.0,0.0399591523706097,0.0059940296103077415,0.02165560034366905,26,1.1088954779069322,200,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-4-5,183.2,0.0353815984575205,0.005307378566177546,0.021868373709491126,23,0.9723117533237263,200,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-2-6,92.5,0.03411677802366214,0.005117650539367712,0.0433112006873381,22,0.4733826748915133,200,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-5-4,243.8,0.033788490681941966,0.005068406150279837,0.016432674583998254,22,1.2356774194382243,200,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-2-5,268.6,0.033769959521571455,0.0050656264035288555,0.014915435828662598,22,1.3606272519878506,200,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-6-4,59.2,0.022200595432964466,0.0033301764050812726,0.06767375107396577,14,0.19714644318081134,200,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,5.05,16,3-1-2,0,0,0
3-1-5,39.6,0.1333386462975479,0.019097147128754002,0.04210166561173492,87,0.7562470262986585,1000,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-1-4,35.7,0.1074406229891076,0.015387957218714542,0.04670100723318495,70,0.5493500727081092,900,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-1-2,41.3,0.10278312876054183,0.014720897405194604,0.04036866726936327,67,0.6079730628345371,800,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-1-6,55.2,0.06754446862666771,0.009673914434518325,0.03020336880841853,44,0.5340000767854115,600,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-2-4,24.7,0.05731296521097739,0.008208528880492488,0.0674990266487734,37,0.20275066334816444,500,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-4-1,35.4,0.05706377744709525,0.00817283948719444,0.047096778480923814,37,0.28931851784668317,500,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-2-1,50.2,0.04926060057984239,0.0070552458949130255,0.03321167247459567,32,0.3541733439246339,400,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-6-1,90.3,0.030759855742365103,0.004405515633182169,0.018463188906142892,20,0.3978180616763498,300,2026-08-08,202608080208,02,08R,3日目以降,65.74,0.1432,5.12,8,,0,0,0
3-1-5,46.0,0.13328466597874974,0.01989463681589446,0.03768202701013471,87,0.9151532935311452,1200,2026-08-09,202608090303,03,03R,初日,67.3,0.1493,5.03,7,1-5-4,0,0,0
3-1-4,21.5,0.10785492532858013,0.016098885437876426,0.08062201127749753,70,0.3461260369143432,1000,2026-08-09,202608090303,03,03R,初日,67.3,0.1493,5.03,7,1-5-4,0,0,0
3-1-2,28.4,0.10303553305772119,0.01537952242489972,0.06103426910092243,67,0.436778436867152,1000,2026-08-09,202608090303,03,03R,初日,67.3,0.1493,5.03,7,1-5-4,0,0,0
3-1-6,107.6,0.06737232875421734,0.01005628068438042,0.01610941675154458,44,1.0820558016393331,700,2026-08-09,202608090303,03,03R,初日,67.3,0.1493,5.03,7,1-5-4,0,0,0
3-2-4,12.5,0.05818222729034865,0.008684527005273494,0.13866985939729576,37,0.10855658756591868,600,2026-08-09,202608090303,03,03R,初日,67.3,0.1493,5.03,7,1-5-4,0,0,0
3-6-1,296.4,0.030605778172367284,0.004568348779927586,0.005848087862571515,20,1.3540585783705363,300,2026-08-09,202608090303,03,03R,初日,67.3,0.1493,5.03,7,1-5-4,0,0,0
3-6-2,367.3,0.018378250139515006,0.0027432158767281356,0.00471923017279117,12,1.0075831915222442,200,2026-08-09,202608090303,03,03R,初日,67.3,0.1493,5.03,7,1-5-4,0,0,0
3-1-5,54.7,0.13340930594638684,0.019226401015068454,0.04788692436042197,87,1.0516841355242446,1200,2026-08-09,202608090307,03,07R,初日,65.98,0.1441,5.03,6,1-3-4,0,0,0
3-1-4,22.1,0.10831786937239617,0.015610326272804453,0.11852555486493581,70,0.34498821062897844,1000,2026-08-09,202608090307,03,07R,初日,65.98,0.1441,5.03,6,1-3-4,0,0,0
3-1-2,40.4,0.10308197861462176,0.014855751210248349,0.06483699907215548,67,0.6001723488940333,900,2026-08-09,202608090307,03,07R,初日,65.98,0.1441,5.03,6,1-3-4,0,0,0
3-1-6,117.1,0.06744878218655838,0.009720441352254097,0.022369041524466962,44,1.1382636823489547,700,2026-08-09,202608090307,03,07R,初日,65.98,0.1441,5.03,6,1-3-4,0,0,0
3-4-1,15.1,0.05860728154290689,0.00844624060783119,0.1734711763255021,37,0.12753823317825097,600,2026-08-09,202608090307,03,07R,初日,65.98,0.1441,5.03,6,1-3-4,0,0,0
3-2-4,28.1,0.05762708527886342,0.008304978749730038,0.09321760720694239,37,0.23336990286741408,600,2026-08-09,202608090307,03,07R,初日,65.98,0.1441,5.03,6,1-3-4,0,0,0
3-1-5,31.4,0.13346960902978358,0.02234595675844182,0.05282423931352976,87,0.7016630422150731,1300,2026-08-09,202608091605,16,05R,2日目,71.47,0.1674,5.04,6,3-2-6,0,0,0
3-1-4,12.5,0.10849092505838884,0.018163936626929972,0.13269448915558676,70,0.22704920783662463,1100,2026-08-09,202608091605,16,05R,2日目,71.47,0.1674,5.04,6,3-2-6,0,0,0
3-1-2,24.6,0.10311360075191205,0.01726364586184775,0.06742606156279815,67,0.4246856882014547,1000,2026-08-09,202608091605,16,05R,2日目,71.47,0.1674,5.04,6,3-2-6,0,0,0
3-1-6,29.4,0.06786464396923501,0.011362140120041634,0.05641772498111682,44,0.33404691952922405,700,2026-08-09,202608091605,16,05R,2日目,71.47,0.1674,5.04,6,3-2-6,0,0,0
3-5-2,192.3,0.041326723503078915,0.006919067067633413,0.008625486814585722,27,1.3305365971059053,500,2026-08-09,202608091605,16,05R,2日目,71.47,0.1674,5.04,6,3-2-6,0,0,0
3-5-4,145.9,0.0337266395880851,0.005646633981483565,0.01136861627446768,22,0.8238438978984522,400,2026-08-09,202608091605,16,05R,2日目,71.47,0.1674,5.04,6,3-2-6,0,0,0
3-1-5,13.9,0.13481516918169292,0.019148251602498022,0.16299197675110877,87,0.2661606972747225,1200,2026-08-09,202608091806,18,06R,3日目以降,65.22,0.142,5.06,6,1-3-5,0,0,0
3-1-4,34.3,0.10767697272893968,0.015293722346854707,0.06605214218193621,70,0.5245746764971164,1000,2026-08-09,202608091806,18,06R,3日目以降,65.22,0.142,5.06,6,1-3-5,0,0,0
3-1-2,22.1,0.10354217179473754,0.014706442672802288,0.10251531569413627,67,0.3250123830689306,900,2026-08-09,202608091806,18,06R,3日目以降,65.22,0.142,5.06,6,1-3-5,0,0,0
3-1-6,38.8,0.06788875060260971,0.009642467427133827,0.05839145558867041,44,0.37412773617279244,700,2026-08-09,202608091806,18,06R,3日目以降,65.22,0.142,5.06,6,1-3-5,0,0,0
3-4-1,70.8,0.05687938732511156,0.008078770557557345,0.03199983724350864,37,0.57197695547506,600,2026-08-09,202608091806,18,06R,3日目以降,65.22,0.142,5.06,6,1-3-5,0,0,0
3-2-4,88.1,0.056802639398579394,0.008067869791596599,0.025716100758687993,37,0.7107793286396603,600,2026-08-09,202608091806,18,06R,3日目以降,65.22,0.142,5.06,6,1-3-5,0,0,0
3-1-5,29.9,0.133904520317538,0.01970142205230589,0.08843260099842329,87,0.589072519363946,700,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-1-4,79.4,0.10727696421940937,0.0157836997852259,0.033301445464141766,70,1.2532257629469366,600,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-1-2,54.5,0.10288264102973102,0.015137161374208948,0.048516234309226726,67,0.8249752948943877,500,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-1-6,340.5,0.06727041767566252,0.009897521660361326,0.0077654471948688875,44,3.3701061253530313,400,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-2-4,72.5,0.05693399480197574,0.00837671990503074,0.03647082441176354,37,0.6073121931147287,300,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
