combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,day_cat,score3,p3,composite_odds,tickets,actual_combo,hit,payout100,return
3-4-1,178.7,0.05666927024403407,0.00833777088201605,0.01479650123029019,37,1.489959656616268,300,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,1,10230,30690
3-4-2,114.4,0.055244129052458534,0.008128089326585554,0.02311306617004245,36,0.9298534189613874,300,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-2-1,79.4,0.049261697043836844,0.007247891872298097,0.033301445464141766,32,0.5754826146604689,300,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-4-6,493.1,0.044340302520303305,0.0065238052592090385,0.005362268849833414,29,3.216888373315977,300,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-5-2,12.7,0.043764269779265834,0.006439053347024043,0.20819958817739026,27,0.08177597750720535,300,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-2-6,493.1,0.03365327961953995,0.004951419591038128,0.005362268849833414,22,2.4415450003409007,200,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-6-1,681.0,0.030581773723327443,0.0044995077821318305,0.0038827235974344437,20,3.0641647996317767,200,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-6-4,446.9,0.02144630978858198,0.0031554035637287835,0.005916613940149601,14,1.4101498526303933,200,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-5-6,286.0,0.019960247040830742,0.0029367585970000395,0.00924522646801698,13,0.8399129587420113,200,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-6-2,595.9,0.01837480564559816,0.002703492012775677,0.004437212233349315,12,1.6110108904130258,200,2026-08-10,202608100808,08,08R,初日,66.88,0.1471,5.01,15,3-4-1,0,0,0
3-1-5,90.9,0.13325195148295646,0.019443781115068354,0.03500352766705924,87,1.7674397033597136,700,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-1-4,50.1,0.1076459162688207,0.01570741449238464,0.06350939450969433,70,0.7869414660684705,600,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-1-2,96.9,0.10269112826348853,0.014984424604618778,0.03283612657312369,67,1.4519907441875597,600,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-1-6,118.1,0.06750463206002787,0.00985010182155785,0.026941749914781418,44,1.163297025125982,400,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-4-1,35.7,0.057577119136121006,0.008401504737903532,0.08912662926990715,37,0.29993371914315614,400,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-2-4,78.3,0.05698487058620662,0.008315085356858109,0.040636279245666485,37,0.6510711834419899,400,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-4-2,51.0,0.05572383072352898,0.008131077672209558,0.062388640488935006,36,0.41468496128268745,300,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,1,4670,14010
3-2-1,93.2,0.0492719353490726,0.007189633738052261,0.03413970670531851,32,0.6700738643864708,300,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-4-6,21.5,0.04608234087125763,0.006724216337539388,0.14799165883421792,29,0.14457065125709684,300,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-5-2,113.5,0.04156376992056341,0.006064878117420021,0.02803366224612939,27,0.6883636663271724,300,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-5-1,121.0,0.04001582947851222,0.005839006640121205,0.026296038553187483,26,0.7065198034546658,300,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-2-5,143.5,0.03385860111518989,0.004940559756307705,0.022172966306172024,22,0.7089703250301556,200,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-2-6,149.4,0.03384790628487983,0.004938999194249909,0.021297327074536045,22,0.7378864796209365,200,2026-08-10,202608101603,16,03R,3日目以降,66.59,0.1459,5.05,13,3-4-2,0,0,0
3-1-5,25.0,0.13420881452969124,0.019156617451511454,0.11334668961846989,87,0.4789154362877863,1100,2026-08-11,202608110509,05,09R,3日目以降,65.59,0.1427,5.06,7,3-4-6,0,0,0
3-1-4,21.8,0.10845782883421065,0.015480988665903401,0.12998473580099756,70,0.33748555291669413,900,2026-08-11,202608110509,05,09R,3日目以降,65.59,0.1427,5.06,7,3-4-6,0,0,0
3-1-2,42.5,0.1031044216586868,0.014716857236212553,0.06667452330498229,67,0.6254664325390334,900,2026-08-11,202608110509,05,09R,3日目以降,65.59,0.1427,5.06,7,3-4-6,0,0,0
3-1-6,29.5,0.06834878188245279,0.009755927525231804,0.09605651662582194,44,0.2877998619943382,600,2026-08-11,202608110509,05,09R,3日目以降,65.59,0.1427,5.06,7,3-4-6,0,0,0
3-4-1,29.0,0.057681986729333716,0.008233376902174686,0.09771266346419817,37,0.2387679301630659,600,2026-08-11,202608110509,05,09R,3日目以降,65.59,0.1427,5.06,7,3-4-6,0,0,0
3-2-4,76.9,0.056938610427415284,0.008127269300462578,0.0368487287446261,37,0.6249870092055723,500,2026-08-11,202608110509,05,09R,3日目以降,65.59,0.1427,5.06,7,3-4-6,0,0,0
3-5-2,143.9,0.04146188604176664,0.005918161877099126,0.019691919669643832,27,0.8516234941145643,400,2026-08-11,202608110509,05,09R,3日目以降,65.59,0.1427,5.06,7,3-4-6,0,0,0
3-1-5,19.2,0.1337830778442721,0.023577077802998257,0.07848949849977706,87,0.4526798938175665,700,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-1-4,34.5,0.10740373877506651,0.018928151050466076,0.04368111220857158,70,0.6530212112410796,600,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-1-2,67.4,0.1025631636797419,0.018075078917033992,0.02235902627886824,67,1.2182603190080912,600,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-1-6,144.0,0.06730339256753144,0.011861121365570099,0.01046526646663694,44,1.7080014766420943,400,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-2-4,45.7,0.05689130863312228,0.010026161989776194,0.03297589433688664,37,0.45819560293277206,400,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-4-1,57.2,0.05681033435567089,0.010011891598705245,0.026346125370554533,37,0.5726801994459401,400,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-4-2,57.6,0.05528138218218738,0.009742438802939509,0.026163166166592353,36,0.5611644750493158,400,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-2-1,94.2,0.049050355536694144,0.008644322341720426,0.015997859566833538,32,0.8142951645900641,300,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-4-6,68.5,0.04454351115996135,0.007850064785171142,0.021999976221835322,29,0.5377294377842232,300,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-2-6,222.7,0.033670435954092665,0.005933863242962467,0.006766943741336864,22,1.3214713442077413,300,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-6-1,373.3,0.030583657566084072,0.005389869074287359,0.004036963223133456,20,2.012038125431471,200,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-6-4,196.7,0.02146762021421831,0.0037833166958904266,0.007661405039124147,14,0.7441783940816469,200,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-6-2,480.0,0.018358956701557145,0.0032354656321955857,0.0031395799399910823,12,1.553023503453881,200,2026-08-11,202608112310,23,10R,3日目以降,76.91,0.1762,5.02,13,3-4-5,0,0,0
3-1-5,10.1,0.1354624840323218,0.02007641341687907,0.2159908801463484,87,0.20277177551047862,1800,2026-08-12,202608120107,01,07R,2日目,67.08,0.1482,5.03,4,1-3-5,0,0,0
3-1-4,17.3,0.10841036606943695,0.01606711513843122,0.12609872193515137,70,0.2779610918948601,1500,2026-08-12,202608120107,01,07R,2日目,67.08,0.1482,5.03,4,1-3-5,0,0,0
3-1-6,42.9,0.0677966534321189,0.010047901101970978,0.050850999754734706,44,0.43105495727455495,900,2026-08-12,202608120107,01,07R,2日目,67.08,0.1482,5.03,4,1-3-5,0,0,0
3-4-1,53.9,0.05698287932461372,0.008445230066297254,0.04047324470274803,37,0.45519790057342197,800,2026-08-12,202608120107,01,07R,2日目,67.08,0.1482,5.03,4,1-3-5,0,0,0
3-1-5,19.1,0.1343435493812752,0.01897874544604179,0.12437810559190877,87,0.36249403801939817,800,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-1-4,29.5,0.1078537960685441,0.01523653164146266,0.08052955311204942,70,0.4494776834231485,600,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-1-2,38.1,0.10305163088435189,0.014558128613997827,0.06235227865631123,67,0.5546647001933173,600,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-4-1,48.3,0.05708927898264485,0.008065016135867374,0.04918471670404675,37,0.38954027936239416,400,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-2-4,304.3,0.056583900352125606,0.007993621175508893,0.0078068413302841205,37,2.4324589237073564,400,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-4-2,234.2,0.05508572287360867,0.0077819732837513984,0.010143560276709897,36,1.8225381430545775,400,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-2-1,114.0,0.04910948137852476,0.006937708214221544,0.02083878786671454,32,0.7908987364212561,300,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-4-6,59.0,0.04476659269076061,0.006324187287573627,0.04026477655602471,29,0.373127049966844,300,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-5-2,244.6,0.04133999721954176,0.005840111323418058,0.00971227234998143,27,1.428491229708057,300,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-5-1,75.9,0.04007693881130141,0.005661678759116481,0.031299365175302477,26,0.42972141781694095,300,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-4-5,107.0,0.035385674174708476,0.004998942678612682,0.022202073054256616,23,0.5348868666115569,300,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-2-6,179.7,0.03374925108033698,0.004767764795542477,0.013219932202590195,22,0.8567673337589831,300,2026-08-12,202608121308,13,08R,3日目以降,65.0,0.1413,5.03,12,3-1-6,0,0,0
3-1-5,29.3,0.13604241015126728,0.01963723555717697,0.2634723311350098,87,0.5753710018252852,500,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-1-4,61.8,0.10839590687561566,0.01564656164488317,0.12491487544103216,70,0.9669575096537799,400,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-1-2,79.6,0.10347458503237651,0.0149361864304121,0.09698164952582647,67,1.188920439860803,400,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-1-6,107.5,0.0680526598887704,0.00982315816841462,0.07181152839307708,44,1.0559895031045716,300,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-4-1,202.9,0.05695324598225009,0.008220997451131012,0.0380470147967264,37,1.6680403828344823,300,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-2-4,515.1,0.05667159541960442,0.00818034219930671,0.014986874980112185,37,4.213694266862887,300,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-4-2,542.9,0.05513550473051297,0.00795861299982153,0.014219449810749286,36,4.320730997603108,300,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-2-1,208.7,0.04930674377859338,0.007117252194084189,0.03698964687233247,32,1.4853705329053701,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-4-6,546.6,0.04444730621892461,0.006415809754711764,0.014123196674452592,29,3.5068816119254507,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-5-2,277.0,0.04156175993836937,0.005999291464868226,0.02786909495399201,27,1.6618037357684985,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-5-1,58.4,0.0413091580680238,0.005962829287929109,0.1321873168194484,26,0.34822923041505993,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-4-5,255.9,0.035482955916212776,0.005121837835839794,0.03016701563992101,23,1.3106783021914032,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-5-4,246.4,0.033970444101430346,0.004903512162567244,0.03133011080460952,22,1.208225396856569,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-2-5,432.0,0.03380604295454497,0.004879781444744262,0.017869766903369878,22,2.108065584129521,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-2-6,945.3,0.0336875290842974,0.004862674391258099,0.008166443776849453,22,4.596686102056281,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-6-1,439.1,0.03074907875205546,0.004438519590684225,0.017580822824540623,20,1.9489539522694432,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-6-4,1071.0,0.021462082115477503,0.0030979748269711225,0.007207973204720623,14,3.3179310396860724,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-5-6,230.9,0.02025567338174251,0.0029238340391370358,0.03343325813016798,13,0.6751132796367416,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-6-2,1164.0,0.01840161317176628,0.0026562070760450924,0.006632078438364078,12,3.0918250365164877,200,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-6-5,642.8,0.01083370443816425,0.0015638065054310063,0.012009550874697865,7,1.0052148216910508,100,2026-08-12,202608121312,13,12R,3日目以降,66.06,0.1443,7.72,20,5-1-6,0,0,0
3-1-5,19.6,0.13511845616385473,0.019250128907185183,0.18782359841560706,87,0.37730252658082963,800,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-1-4,55.6,0.10767891537787817,0.015340857647872823,0.06621119656377515,70,0.8529516852217289,600,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-1-2,41.1,0.10338406568345934,0.014728976690956857,0.08957037783323353,67,0.6053609419983269,600,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-1-6,71.0,0.06780885367662762,0.009660628247118216,0.0518498947738859,44,0.6859046055453933,400,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-2-4,158.0,0.056773125328356044,0.008088384163517336,0.023299636259151258,37,1.277964697835739,400,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-4-1,214.8,0.05669787439572098,0.00807766327316129,0.01713846614965502,37,1.735082071075045,400,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-4-2,217.3,0.05516874859206547,0.007859810955488449,0.016941290975360783,36,1.70793692062764,400,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-2-1,78.5,0.04942773842041264,0.007041897629660042,0.04689608317128534,32,0.5527889639283133,300,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-4-6,280.6,0.04443504779959828,0.006330596296200306,0.013119538592109403,29,1.776365320713806,300,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-5-2,39.6,0.042356802383821696,0.00603451171019859,0.09296319517540148,27,0.2389666637238642,300,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-5-1,33.1,0.04105305413766137,0.005848768603641274,0.11121880752102412,26,0.19359424078052617,300,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-6-1,219.9,0.03073882118680988,0.004379314914488319,0.01674098467005866,20,0.9630113496959813,200,2026-08-12,202608122103,21,03R,3日目以降,65.46,0.1425,5.02,12,1-2-3,0,0,0
3-1-5,11.5,0.13451021631264823,0.019421699564482316,0.13802396059807484,87,0.22334954499154663,1600,2026-08-12,202608122307,23,07R,3日目以降,66.11,0.1444,5.31,4,3-4-6,0,0,0
3-1-4,27.2,0.10758297060928508,0.015533720714354332,0.05835571863521547,70,0.4225172034304378,1300,2026-08-12,202608122307,23,07R,3日目以降,66.11,0.1444,5.31,4,3-4-6,0,0,0
3-1-2,22.7,0.10314411032552193,0.014892801286795177,0.0699240329021084,67,0.3380665892102505,1300,2026-08-12,202608122307,23,07R,3日目以降,66.11,0.1444,5.31,4,3-4-6,0,0,0
3-4-1,48.6,0.05688745026780457,0.008213881431300906,0.03265999067649919,37,0.39919463756122403,800,2026-08-12,202608122307,23,07R,3日目以降,66.11,0.1444,5.31,4,3-4-6,0,0,0
3-1-5,20.0,0.13432199268038358,0.01947877741049118,0.1226131507064075,87,0.38957554820982354,1500,2026-08-13,202608131309,13,09R,3日目以降,66.32,0.145,5.0,5,1-3-2,0,0,0
3-1-4,11.4,0.10949753637512055,0.015878845269391394,0.2151107907129956,70,0.1810188360710619,1200,2026-08-13,202608131309,13,09R,3日目以降,66.32,0.145,5.0,5,1-3-2,0,0,0
3-1-2,19.6,0.10381820409043661,0.015055253784437712,0.12511545990449743,67,0.2950829741749792,1200,2026-08-13,202608131309,13,09R,3日目以降,66.32,0.145,5.0,5,1-3-2,0,0,0
3-1-6,102.3,0.06746835163921448,0.009783960002440709,0.02397129046068573,44,1.0008991082496845,800,2026-08-13,202608131309,13,09R,3日目以降,66.32,0.145,5.0,5,1-3-2,0,0,0
3-6-4,702.1,0.021416705399859366,0.0031057552752554486,0.003492754613485472,14,2.1805507787568503,300,2026-08-13,202608131309,13,09R,3日目以降,66.32,0.145,5.0,5,1-3-2,0,0,0
3-1-5,101.1,0.1333882121431149,0.02023281178962117,0.04615986921753025,87,2.0455372719307,500,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-1-4,87.9,0.10751867757814898,0.01630882618753158,0.05309172671094776,70,1.4335458218840258,500,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-1-2,116.3,0.10278017633027428,0.01559007299058289,0.040126937041206436,67,1.81312548880479,400,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-1-6,178.9,0.06749417860823044,0.010237763822864837,0.02608587354886701,44,1.8315359479105195,300,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-2-4,85.7,0.057153644476527175,0.008669273792678124,0.05445464151566287,37,0.7429567640325153,300,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-4-1,95.5,0.05708539390469027,0.008658921296364369,0.04886662594651632,37,0.8269269838027972,300,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-4-2,72.4,0.055749105947094986,0.00845622825244116,0.06445804941840204,36,0.61223092547674,300,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-2-1,135.0,0.049277173901307765,0.007474541933284735,0.03456861316957265,32,1.0090631609934393,300,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-4-6,54.6,0.04531874010075045,0.006874112219282568,0.08547184574894337,29,0.3753265271728282,300,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-5-2,101.6,0.04178238417718246,0.0063377048211093676,0.045932704506814054,27,0.6439108098247117,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-5-1,125.3,0.040149553769860895,0.006090031134020272,0.037244714907360796,26,0.7630809010927401,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-4-5,32.9,0.03684698495200067,0.005589085418949552,0.14184689294505495,23,0.18388091028344025,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-5-4,52.5,0.0346734744376049,0.005259399396069589,0.08889071957890111,22,0.27611846829365344,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-2-5,105.1,0.03413011384611005,0.0051769804745998476,0.04440307115025983,22,0.544100647880444,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-2-6,178.9,0.033906392348688454,0.00514304557976996,0.02608587354886701,22,0.9200908542208459,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-6-1,227.5,0.030784894570744993,0.004669565382171325,0.02051324297974641,20,1.0623261244439763,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-6-4,109.6,0.021894106288281305,0.0033209781038033223,0.04257995235303201,14,0.3639792001768441,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-6-2,215.8,0.018584737792436724,0.002819000988710988,0.021625406755756756,12,0.6083404133638313,200,2026-08-14,202608140101,01,01R,3日目以降,67.85,0.1517,5.06,18,4-5-3,0,0,0
3-1-5,91.3,0.13351542049648538,0.01917327670408032,0.056575053149738846,87,1.7505201630825333,500,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-1-4,110.2,0.10744271233178496,0.015429145530260632,0.04687207216489253,70,1.7002918374347218,400,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-1-2,134.3,0.1027598281029775,0.014756667139688042,0.03846092593128188,67,1.9818203968601042,400,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-1-6,157.9,0.06757511439572411,0.009704020418025091,0.03271249114991233,44,1.5322648240061618,300,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-4-1,100.7,0.057115040803240966,0.008201917630287535,0.05129396576535409,37,0.8259331053699548,300,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,1,8680,26040
3-2-4,103.4,0.05709868174908927,0.00819956841346523,0.0499545682066843,37,0.8478353739523048,300,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-4-2,92.0,0.05564756752108478,0.007991183385583822,0.05614459078881692,36,0.7351888714737117,300,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-2-1,198.1,0.04917342554897919,0.007061474180526505,0.02607421682267116,32,1.3988780351623007,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-4-6,64.2,0.04525748302824117,0.0064991312749041515,0.08045642293724543,29,0.41724422784884657,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-5-2,134.3,0.04169112581290115,0.005986990029637973,0.03846092593128188,27,0.8040527609803798,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-5-1,131.3,0.04017514135009935,0.005769289411414997,0.03933969803938428,26,0.7575076997187892,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-4-5,28.3,0.03734374983522074,0.005362691785683955,0.18251951775869812,23,0.1517641775348559,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-5-4,43.4,0.03504141903192631,0.005032069110102795,0.11901618323896675,22,0.2183917993784613,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-2-5,166.9,0.03396578303798105,0.004877604056792163,0.030948486234698362,22,0.814072117078612,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-2-6,265.6,0.03382531510864394,0.004857432375744277,0.019447674520222728,22,1.29013403899768,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-6-1,229.2,0.03080960272584742,0.004424365635136579,0.02253622317875723,20,1.0140646035733039,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-6-4,166.9,0.02175204257996578,0.0031236686347821496,0.030948486234698362,14,0.5213402951451408,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-5-6,124.3,0.020354871786684138,0.002923030070915637,0.04155512753476393,13,0.3633326378148137,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-6-2,389.6,0.018482540005096516,0.0026541567437993276,0.013257962917277096,12,1.034059467384218,200,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-6-5,220.5,0.010973134748026307,0.0015757801462386537,0.02342540749465377,7,0.34745952224562315,100,2026-08-14,202608140102,01,02R,3日目以降,65.81,0.1436,5.17,20,3-4-1,0,0,0
3-1-5,46.5,0.1332569454299444,0.021545760533914434,0.035412407076697246,87,1.0018778648270212,1100,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
