actual_combo,combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,payout100,race,race_code,return,stake,train_pair_count,venue
3-1-6,3-2-5,0.0020808609887638775,2026-08-30,0.5158454391145653,0,0.019231464848130948,3まくり,247.9,0.03189495372398971,0,10R,202608300810,0,200,9,08
3-1-6,3-6-2,0.0016158483373109535,2026-08-30,0.56942495406838,0,0.013528604244755002,3まくり,352.4,0.024767347853512336,0,10R,202608300810,0,200,7,08
3-1-6,3-6-5,0.0014150751829140485,2026-08-30,0.23985524350393123,0,0.028126726465201545,3まくり,169.5,0.021689943594848823,0,10R,202608300810,0,200,6,08
3-2-5,3-4-2,0.005426755049215744,2026-08-30,0.7141609644767918,0,0.023413043905953317,3まくり,131.6,0.08079200122385932,0,03R,202608302103,0,500,23,21
3-2-5,3-1-5,0.004944078407647592,2026-08-30,0.05735130952871206,0,0.2656169463813325,3まくり,11.6,0.0736060472858908,0,03R,202608302103,0,400,19,21
3-2-5,3-4-6,0.004932090018630324,2026-08-30,1.6492909022299802,0,0.009213984982127561,3まくり,334.4,0.07342756752563423,0,03R,202608302103,0,400,21,21
3-2-5,3-5-2,0.004317607970803226,2026-08-30,0.23746843839417744,0,0.056021028691335566,3まくり,55.0,0.06427933181021143,0,03R,202608302103,0,400,18,21
3-2-5,3-4-1,0.0042959641551790885,2026-08-30,0.29771031595391084,0,0.04446113388201236,3まくり,69.3,0.06395710477719894,0,03R,202608302103,0,400,18,21
3-2-5,3-2-4,0.004250672061249023,2026-08-30,0.6461021533098514,0,0.020270766960680635,3まくり,152.0,0.06328280883514092,0,03R,202608302103,0,400,18,21
3-2-5,3-2-1,0.0040273615611685866,2026-08-30,0.4772423449984775,0,0.026001321333531276,3まくり,118.5,0.05995822498490679,0,03R,202608302103,0,400,17,21
3-2-5,3-4-5,0.0038150773069665312,2026-08-30,0.3124548314405589,0,0.03762095943862584,3まくり,81.9,0.05679779677877703,0,03R,202608302103,0,400,16,21
3-2-5,3-1-2,0.0036731034132312583,2026-08-30,0.13039517116970967,0,0.08679314304291427,3まくり,35.5,0.054684129422799,0,03R,202608302103,0,400,15,21
3-2-5,3-6-1,0.0030552849667001346,2026-08-30,1.3806832764517907,0,0.006818226550173615,3まくり,451.9,0.04548622234286199,0,03R,202608302103,0,300,13,21
3-2-5,3-1-6,0.0028474846123780068,2026-08-30,0.42114297417070723,0,0.02083270167696725,3まくり,147.9,0.04239254917566459,0,03R,202608302103,0,300,12,21
3-2-5,3-2-6,0.0023542005020597096,2026-08-30,0.9840558098609586,0,0.007371187985702049,3まくり,418.0,0.03504867422956661,0,03R,202608302103,0,300,10,21
3-2-5,3-6-4,0.002117744611438866,2026-08-30,1.0730611946160735,0,0.006080830033596716,3まくり,506.7,0.03152838550616297,0,03R,202608302103,0,200,9,21
3-2-5,3-6-2,0.001645870168672079,2026-08-30,1.2508613281907799,0,0.004054153392136127,3まくり,760.0,0.024503251662498567,0,03R,202608302103,0,200,7,21
1-3-5,3-4-2,0.002999768927939083,2026-08-30,1.0562186395273512,0,0.022842210851267,3まくり,352.1,0.08077608950108062,0,04R,202608302304,0,300,23,23
1-3-5,3-4-6,0.0028265902191632387,2026-08-30,0.2153861747002388,0,0.10554780105946339,3まくり,76.2,0.07611283069155299,0,04R,202608302304,0,300,21,23
1-3-5,3-1-5,0.0025474856868941,2026-08-30,0.23844466029328776,0,0.08592673547789648,3まくり,93.6,0.06859726091924451,0,04R,202608302304,0,300,19,23
1-3-5,3-4-1,0.00241761639199242,2026-08-30,0.2274977024864867,0,0.08547016408853465,3まくり,94.1,0.06510021363312989,0,04R,202608302304,0,300,18,23
1-3-5,3-2-4,0.002364613467008776,2026-08-30,0.5549747807069597,0,0.03426818253400559,3まくり,234.7,0.063672980697812,0,04R,202608302304,0,300,18,23
1-3-5,3-5-2,0.0023533494161621592,2026-08-30,0.8093168642181665,0,0.023386863741585086,3まくり,343.9,0.06336966867572363,0,04R,202608302304,0,300,18,23
1-3-5,3-2-1,0.002224514589823479,2026-08-30,0.7476593536396714,0,0.023929611546358556,3まくり,336.1,0.059900476976901984,0,04R,202608302304,0,300,17,23
1-3-5,3-4-5,0.002127215703588077,2026-08-30,0.3114243790052945,0,0.05493676530554037,3まくり,146.4,0.05728046732558997,0,04R,202608302304,0,300,16,23
1-3-5,3-5-1,0.001991074182208299,2026-08-30,0.33071742166479845,0,0.04842108633793565,3まくり,166.1,0.05361452505471598,0,04R,202608302304,0,300,15,23
1-3-5,3-1-2,0.001983190616960371,2026-08-30,0.3908868706028891,0,0.040805390363932575,3まくり,197.1,0.05340224084638139,0,04R,202608302304,0,300,15,23
1-3-5,3-1-4,0.0019332730726276158,2026-08-30,0.13223587816772894,0,0.11758395381185834,3まくり,68.4,0.05205808930486017,0,04R,202608302304,0,200,14,23
1-3-5,3-6-1,0.001732829992758411,2026-08-30,0.28470396781020696,0,0.048951566894285516,3まくり,164.3,0.04666067085419611,0,04R,202608302304,0,200,13,23
1-3-5,3-1-6,0.0016282416802529786,2026-08-30,0.17959505733190353,0,0.07291697589058124,3まくり,110.3,0.043844375634580664,0,04R,202608302304,0,200,12,23
1-3-5,3-5-4,0.0014706680375002675,2026-08-30,0.2588375746000471,0,0.045697400231426766,3まくり,176.0,0.03960132126080632,0,04R,202608302304,0,200,11,23
1-3-5,3-2-6,0.0013181761010982325,2026-08-30,0.45332076116768216,0,0.023386863741585086,3まくり,343.9,0.03549510421579331,0,04R,202608302304,0,200,10,23
1-3-5,3-6-4,0.001229920311900425,2026-08-30,0.15669184773611414,0,0.06312984647355659,3まくり,127.4,0.03311860199229426,0,04R,202608302304,0,200,9,23
1-3-5,3-2-5,0.0011915924797863422,2026-08-30,0.36712964302217205,0,0.026104324702145763,3まくり,308.1,0.032086531699014514,0,04R,202608302304,0,200,9,23
1-3-5,3-5-6,0.0010706468231788686,2026-08-30,0.25128080940008046,0,0.03426818253400559,3まくり,234.7,0.028829775122899113,0,04R,202608302304,0,200,8,23
1-3-5,3-6-2,0.0009232308065605516,2026-08-30,0.4403810947293831,0,0.016861095263587235,3まくり,477.0,0.02486023958922891,0,04R,202608302304,0,200,7,23
1-3-5,3-6-5,0.0008028441705146545,2026-08-30,0.2525747760439103,0,0.025564979150448537,3まくり,314.6,0.021618536004193688,0,04R,202608302304,0,200,6,23
3-1-4,3-4-2,0.005131765315563331,2026-08-31,0.7138285553948592,0,0.019235063535634596,3まくり,139.1,0.08067554184071456,0,06R,202608310506,0,600,23,05
3-1-4,3-4-6,0.00472659339999587,2026-08-31,0.31053718637972866,0,0.04072446480680019,3まくり,65.7,0.07430590842667038,0,06R,202608310506,0,500,21,05
3-1-4,3-1-5,0.004486929848513963,2026-08-31,0.07717519339444016,0,0.1555579847562077,3まくり,17.2,0.07053820166567826,0,06R,202608310506,0,500,19,05
3-1-4,3-4-1,0.004149746378726692,2026-08-31,0.12283249281031008,0,0.09039180195293149,3まくり,29.6,0.06523740214502945,0,06R,202608310506,0,500,18,05
3-1-4,3-5-2,0.004022881912249142,2026-08-31,0.5712492315393782,0,0.01884223477328713,3まくり,142.0,0.06324298912260035,0,06R,202608310506,0,500,18,05
3-1-4,3-2-4,0.004013264635011556,2026-08-31,0.8002449682213043,0,0.013418241413273684,3まくり,199.4,0.0630917976700564,0,06R,202608310506,0,500,18,05
3-1-4,3-2-1,0.0038008263412703724,2026-08-31,0.5465588278746796,0,0.018606379261521366,3まくり,143.8,0.059752094195443105,0,06R,202608310506,0,500,17,05
3-1-4,3-4-5,0.0036642104253533205,2026-08-31,0.1473012590992035,0,0.06655714770663612,3まくり,40.2,0.05760438042387836,0,06R,202608310506,0,400,16,05
3-1-4,3-5-1,0.003485377551698342,2026-08-31,0.10281863777510108,0,0.09069821484090754,3まくり,29.5,0.05479298159835282,0,06R,202608310506,0,400,15,05
3-1-4,3-2-6,0.0022322350050639835,2026-08-31,0.6676614900146375,0,0.008945494275515789,3まくり,299.1,0.035092557331721695,0,06R,202608310506,0,300,10,05
3-1-4,3-6-2,0.0015641226901007355,2026-08-31,0.5860767719807456,0,0.007140638745147512,3まくり,374.7,0.024589286097425715,0,06R,202608310506,0,300,7,05
3-5-6,3-1-5,0.01188888668637837,2026-09-01,0.6075221096739347,0,0.040375844796865845,3まくり差し,51.1,0.1907689888219825,0,02R,202609010602,0,900,55,06
3-5-6,3-1-4,0.010399030897567971,2026-09-01,0.4398790069671252,0,0.04877554773332967,3まくり差し,42.3,0.16686277373057462,0,02R,202609010602,0,800,48,06
3-5-6,3-1-2,0.009499100302631758,2026-09-01,0.7741766746644883,0,0.025315406983065582,3まくり差し,81.5,0.15242249398573976,0,02R,202609010602,0,800,44,06
3-5-6,3-1-6,0.005894898997291971,2026-09-01,0.22577463159628247,0,0.053869599715922846,3まくり差し,38.3,0.09458950619905994,0,02R,202609010602,0,500,27,06
3-5-6,3-4-1,0.0030760275550234806,2026-09-01,0.1617990493942351,0,0.039224442378704275,3まくり差し,52.6,0.049357915651826324,0,02R,202609010602,0,300,14,06
3-5-6,3-2-4,0.00305027407170585,2026-09-01,0.2595783235021678,0,0.024244484948529318,3まくり差し,85.1,0.04894467544685598,0,02R,202609010602,0,300,14,06
3-5-6,3-2-1,0.0025999578550076007,2026-09-01,0.4357529364992739,0,0.012310296355130338,3まくり差し,167.6,0.04171890472703808,0,02R,202609010602,0,300,12,06
3-5-6,3-2-6,0.0021907742460795555,2026-09-01,0.1859967334921543,0,0.02430159798727732,3まくり差し,84.9,0.035153147530683514,0,02R,202609010602,0,300,10,06
3-5-6,3-4-2,0.0019807059784788207,2026-09-01,0.15073172496223824,0,0.02711176963363791,3まくり差し,76.1,0.03178239364506587,0,02R,202609010602,0,200,9,06
3-5-6,3-2-5,0.0019690074903865405,2026-09-01,0.2000511610232725,0,0.020307142412596898,3まくり差し,101.6,0.03159467979069233,0,02R,202609010602,0,200,9,06
3-5-6,3-5-2,0.0017700863437929773,2026-09-01,0.12337501816237052,0,0.029601229112192897,3まくり差し,69.7,0.02840279252723291,0,02R,202609010602,0,200,8,06
3-5-6,3-5-4,0.001607109712907217,2026-09-01,0.05544528509529899,0,0.05980306287303898,3まくり差し,34.5,0.025787670699945902,0,02R,202609010602,0,200,7,06
3-4-5,3-4-2,0.004281597745626337,2026-09-01,0.1254508139468517,0,0.07241383590774057,3まくり,29.3,0.08215787695910078,0,03R,202609011203,0,1100,23,12
3-4-5,3-4-6,0.003940600849203975,2026-09-01,0.0953625405507362,0,0.08767460297920657,3まくり,24.2,0.07561462307955975,0,03R,202609011203,0,1100,21,12
3-4-5,3-4-1,0.0035190721596239038,2026-09-01,0.04328458756337402,0,0.17249799935746332,3まくり,12.3,0.06752607663714183,0,03R,202609011203,0,1000,18,12
3-4-5,3-1-5,0.003511716615046567,2026-09-01,0.17558583075232834,0,0.042434507841935976,3まくり,50.0,0.06738493401649996,0,03R,202609011203,0,900,19,12
3-4-5,3-2-4,0.003328454801518513,2026-09-01,0.17108257679805156,0,0.041278704126396865,3まくり,51.4,0.06386839593383685,0,03R,202609011203,0,900,18,12
3-1-5,3-4-2,0.00493683072304202,2026-09-01,0.1224334019314421,0,0.09034404979979024,3まくり,24.8,0.08265767386201506,0,05R,202609012405,0,800,23,24
3-1-5,3-4-6,0.004442641271178249,2026-09-01,0.22879602546567981,0,0.04350548417543297,3まくり,51.5,0.07438342813032565,0,05R,202609012405,0,700,21,24
3-1-5,3-1-5,0.004049645325171,2026-09-01,0.157936167681669,1,0.05744954961627687,3まくり,39.0,0.06780347176630737,2710,05R,202609012405,16260,600,19,24
3-1-5,3-4-1,0.0038927512176981515,2026-09-01,0.09887588092953305,0,0.08820993838719678,3まくり,25.4,0.0651765836484236,0,05R,202609012405,0,600,18,24
3-1-5,3-2-4,0.0038856009425059933,2026-09-01,0.10374554516491002,0,0.0839150724732134,3まくり,26.7,0.06505686613165752,0,05R,202609012405,0,600,18,24
3-1-5,3-5-2,0.0037846300782540085,2026-09-01,0.364459876535861,0,0.023266172741794374,3まくり,96.3,0.06336630446667023,0,05R,202609012405,0,600,18,24
3-1-5,3-2-1,0.0036057344014868084,2026-09-01,0.19795481864162578,0,0.04081115546511472,3まくり,54.9,0.060371042661048493,0,05R,202609012405,0,600,17,24
3-1-5,3-6-1,0.0027262661264404126,2026-09-01,0.48663850356961363,0,0.012552002437169738,3まくり,178.5,0.04564604884842285,0,05R,202609012405,0,500,13,24
3-4-1,3-4-2,0.005031655988555855,2026-09-02,0.5398966875720432,0,0.022171516950052532,3まくり,107.3,0.08075739420069833,0,06R,202609020506,0,700,23,05
3-4-1,3-4-6,0.004729695347967675,2026-09-02,0.11445862742081774,0,0.09830594085705109,3まくり,24.2,0.07591096699253104,0,06R,202609020506,0,700,21,05
3-4-1,3-1-5,0.004289386534564771,2026-09-02,0.10766360201757576,0,0.09478102664305324,3まくり,25.1,0.06884407042907466,0,06R,202609020506,0,600,19,05
3-4-1,3-4-1,0.004137222859415013,2026-09-02,0.07447001146947024,1,0.13216687604114646,3まくり,18.0,0.06640186414051977,1890,06R,202609020506,11340,600,18,05
3-4-1,3-2-4,0.003930560133103202,2026-09-02,0.7098591600384382,0,0.01317277834297141,3まくり,180.6,0.06308495549388074,0,06R,202609020506,0,600,18,05
3-4-1,3-5-2,0.0039239489914676936,2026-09-02,0.9966830438327942,0,0.009366156569845024,3まくり,254.0,0.06297884756989115,0,06R,202609020506,0,600,18,05
3-4-1,3-2-1,0.0037133406907068033,2026-09-02,0.6743426694323554,0,0.013100241017294253,3まくり,181.6,0.05959861299002911,0,06R,202609020506,0,600,17,05
3-4-1,3-4-5,0.0036231957522059525,2026-09-02,0.1000002027608843,0,0.08619578872248683,3まくり,27.6,0.058151798988780125,0,06R,202609020506,0,600,16,05
1-5-2,3-4-2,0.002880327767439394,2026-09-02,0.37501867532060906,0,0.033666872000256406,3まくり,130.2,0.08107782221603502,0,04R,202609021704,0,400,23,17
1-5-2,3-4-6,0.002610137192893513,2026-09-02,1.0576275905604515,0,0.010817933698009338,3まくり,405.2,0.07347227689750549,0,04R,202609021704,0,400,21,17
1-5-2,3-1-5,0.0025656889303057977,2026-09-02,0.0520834852852077,0,0.21593235144992037,3まくり,20.3,0.07222111084180963,0,04R,202609021704,0,400,19,17
1-5-2,3-5-2,0.002270928417272816,2026-09-02,0.23004504866973624,0,0.04327173479203735,3まくり,101.3,0.06392395079559686,0,04R,202609021704,0,400,18,17
1-5-2,3-2-4,0.002267974593364703,2026-09-02,0.24675563575807968,0,0.040288848662071546,3まくり,108.8,0.0638408041438905,0,04R,202609021704,0,300,18,17
1-5-2,3-4-1,0.0022566544408103577,2026-09-02,0.3427858095590933,0,0.028857318857362632,3まくり,151.9,0.06352215522947352,0,04R,202609021704,0,300,18,17
1-5-2,3-2-1,0.002135842075289725,2026-09-02,0.2938918695598662,0,0.03185629894210308,3まくり,137.6,0.06012142993566837,0,04R,202609021704,0,300,17,17
1-5-2,3-4-5,0.0020049137951737234,2026-09-02,0.3566741641614054,0,0.024639835494285462,3まくり,177.9,0.05643595360262817,0,04R,202609021704,0,300,16,17
1-5-2,3-5-1,0.001987083822523973,2026-09-02,0.0661698912900483,0,0.131634436469471,3まくり,33.3,0.055934060946884204,0,04R,202609021704,0,300,15,17
1-5-2,3-1-2,0.001961076106954288,2026-09-02,0.08158076604929838,0,0.10537083496234095,3まくり,41.6,0.05520197449372379,0,04R,202609021704,0,300,15,17
1-5-2,3-1-4,0.0017942593634123235,2026-09-02,0.1270335629295925,0,0.06191280698352237,3まくり,70.8,0.05050628033403547,0,04R,202609021704,0,300,14,17
1-5-2,3-6-1,0.0016294040980531692,2026-09-02,0.3495071790324048,0,0.020435555871484306,3まくり,214.5,0.04586579946680096,0,04R,202609021704,0,300,13,17
1-5-2,3-1-6,0.00152883616023691,2026-09-02,0.1527307324076673,0,0.04387814548982366,3まくり,99.9,0.04303493088473376,0,04R,202609021704,0,300,12,17
1-5-2,3-5-4,0.0013913751280706284,2026-09-02,0.20286249367269762,0,0.030064655243027323,3まくり,145.8,0.039165565302941525,0,04R,202609021704,0,300,11,17
1-5-2,3-2-6,0.001263415128204029,2026-09-02,0.2142752057434033,0,0.02584567650019684,3まくり,169.6,0.035563642550528136,0,04R,202609021704,0,200,10,17
1-5-2,3-6-4,0.0011253460396218995,2026-09-02,0.43202034461084715,0,0.01141814726343679,3まくり,383.9,0.031677160899329246,0,04R,202609021704,0,200,9,17
