actual_combo,combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,payout100,race,race_code,return,stake,train_pair_count,venue
1-4-3,3-5-2,0.002519369546130069,2026-08-28,0.19600695068891938,0,0.03413788555600128,3まくり,77.8,0.06366934872629969,0,06R,202608280506,0,600,18,05
1-4-3,3-2-4,0.002518657309594351,2026-08-28,0.19972952465083205,0,0.03349215001584993,3まくり,79.3,0.06365134912936167,0,06R,202608280506,0,500,18,05
1-4-3,3-2-1,0.0023891202662121892,2026-08-28,0.15457608122392866,0,0.04104988402251777,3まくり,64.7,0.06037769711561026,0,06R,202608280506,0,500,17,05
1-4-3,3-5-1,0.002103691394770494,2026-08-28,0.17313380178961166,0,0.03227129400069137,3まくり,82.3,0.05316435662719697,0,06R,202608280506,0,500,15,05
1-4-3,3-6-1,0.0018176479033460155,2026-08-28,0.2104836272074686,0,0.022935470606708978,3まくり,115.8,0.04593548350123231,0,06R,202608280506,0,400,13,05
1-6-3,3-1-5,0.014625715754442116,2026-08-28,0.7225103582694405,0,0.049954570370899946,3まくり差し,49.4,0.19103322952747312,0,04R,202608280704,0,900,55,07
1-6-3,3-1-4,0.012767640854484345,2026-08-28,0.6971131906548452,0,0.045196992240338046,3まくり差し,54.6,0.16676405495835414,0,04R,202608280704,0,800,48,07
1-6-3,3-1-2,0.011709073231371773,2026-08-28,0.6568790082799565,0,0.043988516511986764,3まくり差し,56.1,0.15293761424860652,0,04R,202608280704,0,700,44,07
1-6-3,3-1-6,0.007355700366217283,2026-08-28,0.16844553838637577,0,0.10776226097477981,3まくり差し,22.9,0.09607620030275255,0,04R,202608280704,0,500,27,07
1-6-3,3-4-1,0.003770192555065418,2026-08-28,0.2650445366210989,0,0.035103211611983744,3まくり差し,70.3,0.04924422652722714,0,04R,202608280704,0,300,14,07
1-6-3,3-2-4,0.003733821438433139,2026-08-28,0.5152673585037733,0,0.017882288234220705,3まくり差し,138.0,0.0487691665719785,0,04R,202608280704,0,300,14,07
1-6-3,3-2-1,0.0032112629014066246,2026-08-28,0.3872783059096389,0,0.020462319870003794,3まくり差し,120.6,0.041943788134344934,0,04R,202608280704,0,300,12,07
