date,month,race_code,layer,n,winner,second,third,head4_win,hit,return_yen,profit_yen,comp_odds,comp_band,tickets
2026-04-02,2026-04,202604022209,S,15,1,2,4,0,0,0.0,-10000.0,3.125318245411691,3-4,4-1-5|4-5-1|4-1-3|4-5-3|4-1-2|4-1-6|4-6-1|4-2-1|4-5-6|4-6-5|4-5-2|4-3-1|4-2-3|4-2-5|4-6-3
2026-04-02,2026-04,202604022209,S,16,1,2,4,0,0,0.0,-10000.0,3.0912283639488,3-4,4-1-5|4-5-1|4-1-3|4-5-3|4-1-2|4-1-6|4-6-1|4-2-1|4-5-6|4-6-5|4-5-2|4-3-1|4-2-3|4-2-5|4-6-3|4-3-5
2026-04-02,2026-04,202604022209,S,17,1,2,4,0,0,0.0,-10000.0,3.07495757300799,3-4,4-1-5|4-5-1|4-1-3|4-5-3|4-1-2|4-1-6|4-6-1|4-2-1|4-5-6|4-6-5|4-5-2|4-3-1|4-2-3|4-2-5|4-6-3|4-3-5|4-3-2
2026-04-02,2026-04,202604022209,S,18,1,2,4,0,0,0.0,-10000.0,3.0381770006602773,3-4,4-1-5|4-5-1|4-1-3|4-5-3|4-1-2|4-1-6|4-6-1|4-2-1|4-5-6|4-6-5|4-5-2|4-3-1|4-2-3|4-2-5|4-6-3|4-3-5|4-3-2|4-6-2
2026-04-02,2026-04,202604022209,S,19,1,2,4,0,0,0.0,-10000.0,3.002153799139774,3-4,4-1-5|4-5-1|4-1-3|4-5-3|4-1-2|4-1-6|4-6-1|4-2-1|4-5-6|4-6-5|4-5-2|4-3-1|4-2-3|4-2-5|4-6-3|4-3-5|4-3-2|4-6-2|4-2-6
2026-04-02,2026-04,202604022209,S,20,1,2,4,0,0,0.0,-10000.0,2.9837112214600494,<3,4-1-5|4-5-1|4-1-3|4-5-3|4-1-2|4-1-6|4-6-1|4-2-1|4-5-6|4-6-5|4-5-2|4-3-1|4-2-3|4-2-5|4-6-3|4-3-5|4-3-2|4-6-2|4-2-6|4-3-6
2026-04-03,2026-04,202604030402,A,2,5,4,2,0,0,0.0,-10000.0,8.60055096418733,8-10,4-2-1|4-2-5
2026-04-03,2026-04,202604030402,A,3,5,4,2,0,0,0.0,-10000.0,6.41859595803639,6-8,4-2-1|4-2-5|4-5-1
2026-04-03,2026-04,202604030402,A,4,5,4,2,0,0,0.0,-10000.0,6.125199105636349,6-8,4-2-1|4-2-5|4-5-1|4-5-6
2026-04-03,2026-04,202604030402,A,5,5,4,2,0,0,0.0,-10000.0,5.477500614082305,5-6,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3
2026-04-03,2026-04,202604030402,A,6,5,4,2,0,0,0.0,-10000.0,5.3043505347532305,5-6,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6
2026-04-03,2026-04,202604030402,A,7,5,4,2,0,0,0.0,-10000.0,4.5829916553003525,4-5,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5
2026-04-03,2026-04,202604030402,A,8,5,4,2,0,0,0.0,-10000.0,4.332298619666504,4-5,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3
2026-04-03,2026-04,202604030402,A,9,5,4,2,0,0,0.0,-10000.0,4.204994009308481,4-5,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5
2026-04-03,2026-04,202604030402,A,10,5,4,2,0,0,0.0,-10000.0,3.3426687333150684,3-4,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2
2026-04-03,2026-04,202604030402,A,11,5,4,2,0,0,0.0,-10000.0,3.2953322313146347,3-4,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1
2026-04-03,2026-04,202604030402,A,12,5,4,2,0,0,0.0,-10000.0,3.2588300972028375,3-4,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6
2026-04-03,2026-04,202604030402,A,13,5,4,2,0,0,0.0,-10000.0,3.1804300874374025,3-4,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3
2026-04-03,2026-04,202604030402,A,14,5,4,2,0,0,0.0,-10000.0,2.850736679872725,<3,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3|4-1-2
2026-04-03,2026-04,202604030402,A,15,5,4,2,0,0,0.0,-10000.0,2.8348657924082032,<3,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3|4-1-2|4-6-5
2026-04-03,2026-04,202604030402,A,16,5,4,2,0,0,0.0,-10000.0,2.8239084948542024,<3,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3|4-1-2|4-6-5|4-3-6
2026-04-03,2026-04,202604030402,A,17,5,4,2,0,0,0.0,-10000.0,2.7560545637737963,<3,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3|4-1-2|4-6-5|4-3-6|4-3-2
2026-04-03,2026-04,202604030402,A,18,5,4,2,0,0,0.0,-10000.0,2.7443064149398593,<3,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3|4-1-2|4-6-5|4-3-6|4-3-2|4-6-1
2026-04-03,2026-04,202604030402,A,19,5,4,2,0,0,0.0,-10000.0,2.736971367984131,<3,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3|4-1-2|4-6-5|4-3-6|4-3-2|4-6-1|4-6-3
2026-04-03,2026-04,202604030402,A,20,5,4,2,0,0,0.0,-10000.0,2.72224953625672,<3,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2|4-3-1|4-1-6|4-1-3|4-1-2|4-6-5|4-3-6|4-3-2|4-6-1|4-6-3|4-6-2
2026-04-03,2026-04,202604031806,A,2,1,4,2,0,0,0.0,-10000.0,7.522923588039867,6-8,4-6-5|4-1-5
2026-04-03,2026-04,202604031806,A,3,1,4,2,0,0,0.0,-10000.0,5.412997758153016,5-6,4-6-5|4-1-5|4-6-1
