date,head_boat,history_adjust,history_pct,model,prior1,prior2,race_code,race_no,venue
2026-08-20,3,-1.205,0.1989,3まくり,0.3718730325288562,0.5246243441762855,202608201105,5,びわこ
2026-08-20,3,1.774,0.9436,3まくり,0.86,0.728,202608201301,1,尼崎
2026-08-20,3,-0.663,0.3343,3まくり,0.4785939139559286,0.37271983210912907,202608201608,8,児島
2026-08-20,3,-0.855,0.2863,3まくり,0.44578174186778596,0.4745330535152151,202608201609,9,児島
2026-08-20,3,-1.707,0.0733,3まくり,0.22390870933892965,0.22390870933892965,202608201902,2,下関
2026-08-20,3,0.291,0.5726,3まくり,0.5,0.5,202608202307,7,唐津
2026-08-20,3,1.951,0.9878,3まくり差し,0.94,0.792,202608201301,1,尼崎
2026-08-20,3,-1.338,0.1656,3まくり差し,0.36968520461699894,0.5721238195173137,202608202402,2,大村
2026-08-20,4,0.047,0.5116,4カドまくり,0.5,0.5,202608200408,8,平和島
2026-08-20,4,-0.856,0.2859,4カドまくり,0.40969045120671554,0.5192518363064008,202608201106,6,びわこ
2026-08-20,4,1.415,0.8536,4カドまくり,0.6606105006105005,0.7403663003663004,202608201307,7,尼崎
2026-08-20,4,1.852,0.9631,4カドまくり,0.8323399790136411,0.8154648478488982,202608201604,4,児島
2026-08-20,4,1.912,0.9781,4カドまくり,0.9257817418677858,0.829093389296957,202608202005,5,若松
2026-08-20,4,0.047,0.5116,4カドまくり,0.5,0.5,202608202311,11,唐津
2026-08-20,5,0.0,0.5,5頭展開,0.3908342077649528,0.4211678908709339,202608200912,12,津
2026-08-20,5,0.0,0.5,5頭展開,0.3668782791185729,0.5055435466946485,202608201110,10,びわこ
2026-08-20,5,0.0,0.5,5頭展開,0.6491758241758241,0.5492857142857143,202608201305,5,尼崎
2026-08-20,5,0.0,0.5,5頭展開,0.6264533053515215,0.6432864637985309,202608201612,12,児島
2026-08-20,5,0.0,0.5,5頭展開,0.48917582417582417,0.6573956043956044,202608201803,3,徳山
2026-08-20,5,0.0,0.5,5頭展開,0.3508342077649528,0.3508342077649528,202608201906,6,下関
2026-08-20,5,0.0,0.5,5頭展開,0.7935414480587618,0.7132917103882477,202608202012,12,若松
