ensemble,members,weights,min_n,R,heads,head_rate,cut,monthly_floor,months,month_detail,pass_40
TRIPLE:PLAYER_COURSE+ST_3HEAD_ANALOG+ALL_SAFE_HGB,PLAYER_COURSE+ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.40+0.10+0.50,200,216,60,0.2777777777777778,0.18475479603890402,0.21052631578947367,3,2026-04:76R/21.05%;2026-05:83R/31.33%;2026-06:57R/31.58%,False
TRIPLE:ENV_ENTRY+PLAYER_COURSE+ALL_SAFE_HGB,ENV_ENTRY+PLAYER_COURSE+ALL_SAFE_HGB,0.10+0.50+0.40,200,216,60,0.2777777777777778,0.19230391488974963,0.20512820512820512,3,2026-04:78R/20.51%;2026-05:83R/32.53%;2026-06:55R/30.91%,False
TRIPLE:OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_HGB,OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_HGB,0.30+0.50+0.20,200,281,78,0.2775800711743772,0.16609960044385938,0.22105263157894736,3,2026-04:95R/22.11%;2026-05:110R/29.09%;2026-06:76R/32.89%,False
TRIPLE:ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.10+0.30+0.60,200,209,58,0.27751196172248804,0.1530549890998901,0.22388059701492538,3,2026-04:67R/22.39%;2026-05:77R/27.27%;2026-06:65R/33.85%,False
TRIPLE:ENV_ENTRY+PLAYER_COURSE+ALL_SAFE_HGB,ENV_ENTRY+PLAYER_COURSE+ALL_SAFE_HGB,0.10+0.30+0.60,200,209,58,0.27751196172248804,0.17370588426140077,0.21621621621621623,3,2026-04:74R/21.62%;2026-05:77R/31.17%;2026-06:58R/31.03%,False
TRIPLE:ENV_ENTRY+PLAYER_COURSE+ST_3HEAD_ANALOG,ENV_ENTRY+PLAYER_COURSE+ST_3HEAD_ANALOG,0.10+0.10+0.80,200,209,58,0.27751196172248804,0.24512441397080653,0.21052631578947367,3,2026-04:76R/21.05%;2026-05:73R/34.25%;2026-06:60R/28.33%,False
PAIR:ENV_ENTRY+PLAYER_COURSE,ENV_ENTRY+PLAYER_COURSE,0.30+0.70,200,292,81,0.2773972602739726,0.1881446883473281,0.20588235294117646,3,2026-04:102R/20.59%;2026-05:116R/30.17%;2026-06:74R/33.78%,False
TRIPLE:ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_HGB,ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.20+0.50+0.30,200,238,66,0.2773109243697479,0.20324295223334,0.225,3,2026-04:80R/22.50%;2026-05:88R/30.68%;2026-06:70R/30.00%,False
TRIPLE:OPP_CONTEXT+PLAYER_COURSE+ST_3HEAD_ANALOG,OPP_CONTEXT+PLAYER_COURSE+ST_3HEAD_ANALOG,0.40+0.50+0.10,200,238,66,0.2773109243697479,0.2068117099325977,0.2222222222222222,3,2026-04:81R/22.22%;2026-05:95R/30.53%;2026-06:62R/30.65%,False
TRIPLE:OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,0.30+0.20+0.50,200,202,56,0.27722772277227725,0.19600389490891756,0.25316455696202533,3,2026-04:61R/27.87%;2026-05:79R/25.32%;2026-06:62R/30.65%,False
TRIPLE:ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,0.30+0.30+0.40,200,202,56,0.27722772277227725,0.16661248626916547,0.24,3,2026-04:65R/24.62%;2026-05:75R/24.00%;2026-06:62R/35.48%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,0.10+0.80+0.10,200,202,56,0.27722772277227725,0.14628014898769984,0.23880597014925373,3,2026-04:67R/23.88%;2026-05:72R/27.78%;2026-06:63R/31.75%,False
TRIPLE:OPP_CONTEXT+ST_3HEAD_ANALOG+PRIOR_FOOT,OPP_CONTEXT+ST_3HEAD_ANALOG+PRIOR_FOOT,0.60+0.30+0.10,200,202,56,0.27722772277227725,0.22402831300085987,0.234375,3,2026-04:64R/23.44%;2026-05:80R/30.00%;2026-06:58R/29.31%,False
TRIPLE:ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,0.30+0.10+0.60,200,202,56,0.27722772277227725,0.17647637475333328,0.23376623376623376,3,2026-04:65R/26.15%;2026-05:77R/23.38%;2026-06:60R/35.00%,False
PAIR:OPP_CONTEXT+ALL_SAFE_LINEAR,OPP_CONTEXT+ALL_SAFE_LINEAR,0.85+0.15,200,202,56,0.27722772277227725,0.20601540739687624,0.2222222222222222,3,2026-04:63R/22.22%;2026-05:80R/28.75%;2026-06:59R/32.20%,False
PAIR:PLAYER_COURSE+ALL_SAFE_HGB,PLAYER_COURSE+ALL_SAFE_HGB,0.40+0.60,200,202,56,0.27722772277227725,0.18192517046727985,0.2222222222222222,3,2026-04:72R/22.22%;2026-05:76R/30.26%;2026-06:54R/31.48%,False
TRIPLE:ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_HGB,ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.20+0.70+0.10,200,202,56,0.27722772277227725,0.24142198064117104,0.22077922077922077,3,2026-04:77R/22.08%;2026-05:66R/34.85%;2026-06:59R/27.12%,False
PAIR:OPP_CONTEXT+ALL_SAFE_LINEAR,OPP_CONTEXT+ALL_SAFE_LINEAR,0.05+0.95,200,202,56,0.27722772277227725,0.140311749936541,0.21311475409836064,3,2026-04:61R/21.31%;2026-05:78R/28.21%;2026-06:63R/33.33%,False
PAIR:OPP_CONTEXT+ALL_SAFE_LINEAR,OPP_CONTEXT+ALL_SAFE_LINEAR,0.10+0.90,200,202,56,0.27722772277227725,0.1500636981186155,0.21311475409836064,3,2026-04:61R/21.31%;2026-05:78R/28.21%;2026-06:63R/33.33%,False
PAIR:PLAYER_COURSE+ALL_SAFE_LINEAR,PLAYER_COURSE+ALL_SAFE_LINEAR,0.05+0.95,200,202,56,0.27722772277227725,0.1415691608861615,0.21311475409836064,3,2026-04:61R/21.31%;2026-05:78R/28.21%;2026-06:63R/33.33%,False
TRIPLE:OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_LINEAR,OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_LINEAR,0.10+0.10+0.80,200,202,56,0.27722772277227725,0.15972532090177577,0.20967741935483872,3,2026-04:62R/20.97%;2026-05:77R/28.57%;2026-06:63R/33.33%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_LINEAR+PRIOR_FOOT,PLAYER_COURSE+ALL_SAFE_LINEAR+PRIOR_FOOT,0.10+0.80+0.10,200,202,56,0.27722772277227725,0.15551738565593726,0.20967741935483872,3,2026-04:62R/20.97%;2026-05:78R/28.21%;2026-06:62R/33.87%,False
TRIPLE:ENV_ENTRY+OPP_CONTEXT+PLAYER_COURSE,ENV_ENTRY+OPP_CONTEXT+PLAYER_COURSE,0.10+0.50+0.40,200,202,56,0.27722772277227725,0.2241471409587593,0.208955223880597,3,2026-04:67R/20.90%;2026-05:77R/32.47%;2026-06:58R/29.31%,False
PAIR:ST_3HEAD_ANALOG+ALL_SAFE_HGB,ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.25+0.75,200,202,56,0.27722772277227725,0.1573147396065938,0.20588235294117646,3,2026-04:68R/20.59%;2026-05:70R/31.43%;2026-06:64R/31.25%,False
TRIPLE:ENV_ENTRY+OPP_CONTEXT+PLAYER_COURSE,ENV_ENTRY+OPP_CONTEXT+PLAYER_COURSE,0.20+0.30+0.50,200,267,74,0.27715355805243447,0.1971961733423395,0.23076923076923078,3,2026-04:91R/23.08%;2026-05:108R/30.56%;2026-06:68R/29.41%,False
TRIPLE:ENV_ENTRY+PLAYER_COURSE+ST_3HEAD_ANALOG,ENV_ENTRY+PLAYER_COURSE+ST_3HEAD_ANALOG,0.30+0.50+0.20,200,249,69,0.27710843373493976,0.22161577716776518,0.21978021978021978,3,2026-04:91R/21.98%;2026-05:96R/32.29%;2026-06:62R/29.03%,False
TRIPLE:ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,0.30+0.10+0.60,200,249,69,0.27710843373493976,0.15124863546706346,0.2077922077922078,3,2026-04:77R/20.78%;2026-05:97R/31.96%;2026-06:75R/29.33%,False
TRIPLE:ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,0.20+0.60+0.20,200,231,64,0.27705627705627706,0.22288731989816596,0.22784810126582278,3,2026-04:79R/22.78%;2026-05:89R/32.58%;2026-06:63R/26.98%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,0.50+0.20+0.30,200,231,64,0.27705627705627706,0.19851000510836683,0.2222222222222222,3,2026-04:72R/22.22%;2026-05:95R/29.47%;2026-06:64R/31.25%,False
TRIPLE:ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_HGB,ENV_ENTRY+ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.10+0.50+0.40,200,213,59,0.27699530516431925,0.20249151614779207,0.2191780821917808,3,2026-04:73R/21.92%;2026-05:72R/30.56%;2026-06:68R/30.88%,False
TRIPLE:ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.30+0.40+0.30,200,213,59,0.27699530516431925,0.1742457657628361,0.2054794520547945,3,2026-04:73R/20.55%;2026-05:76R/30.26%;2026-06:64R/32.81%,False
TRIPLE:OPP_CONTEXT+PLAYER_COURSE+ST_3HEAD_ANALOG,OPP_CONTEXT+PLAYER_COURSE+ST_3HEAD_ANALOG,0.30+0.50+0.20,200,242,67,0.2768595041322314,0.2116002239199158,0.23529411764705882,3,2026-04:85R/23.53%;2026-05:96R/30.21%;2026-06:61R/29.51%,False
PAIR:OPP_CONTEXT+PLAYER_COURSE,OPP_CONTEXT+PLAYER_COURSE,0.50+0.50,200,242,67,0.2768595041322314,0.19878857078821724,0.225,3,2026-04:80R/22.50%;2026-05:99R/29.29%;2026-06:63R/31.75%,False
PAIR:ENV_ENTRY+ALL_SAFE_LINEAR,ENV_ENTRY+ALL_SAFE_LINEAR,0.25+0.75,200,224,62,0.2767857142857143,0.14243700823397681,0.20588235294117646,3,2026-04:68R/20.59%;2026-05:85R/30.59%;2026-06:71R/30.99%,False
TRIPLE:ENV_ENTRY+OPP_CONTEXT+ALL_SAFE_LINEAR,ENV_ENTRY+OPP_CONTEXT+ALL_SAFE_LINEAR,0.20+0.50+0.30,200,271,75,0.2767527675276753,0.15545258712161972,0.22093023255813954,3,2026-04:86R/22.09%;2026-05:107R/30.84%;2026-06:78R/29.49%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,0.30+0.60+0.10,200,206,57,0.2766990291262136,0.17346464835944503,0.20967741935483872,3,2026-04:62R/20.97%;2026-05:80R/28.75%;2026-06:64R/32.81%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_HGB+ALL_SAFE_LINEAR,ENV_ENTRY+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.20+0.20+0.60,200,206,57,0.2766990291262136,0.15768974659958132,0.208955223880597,3,2026-04:67R/20.90%;2026-05:78R/28.21%;2026-06:61R/34.43%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_HGB+ALL_SAFE_LINEAR,PLAYER_COURSE+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.30+0.40+0.30,200,235,65,0.2765957446808511,0.1621786732869178,0.22784810126582278,3,2026-04:79R/22.78%;2026-05:90R/28.89%;2026-06:66R/31.82%,False
TRIPLE:OPP_CONTEXT+ALL_SAFE_HGB+ALL_SAFE_LINEAR,OPP_CONTEXT+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.80+0.10+0.10,200,264,73,0.2765151515151515,0.15172937260297398,0.21518987341772153,3,2026-04:79R/21.52%;2026-05:107R/29.91%;2026-06:78R/30.77%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,0.10+0.80+0.10,200,217,60,0.2764976958525346,0.13705022950951312,0.2465753424657534,3,2026-04:73R/24.66%;2026-05:77R/27.27%;2026-06:67R/31.34%,False
TRIPLE:ENV_ENTRY+ST_3HEAD_ANALOG+PRIOR_FOOT,ENV_ENTRY+ST_3HEAD_ANALOG+PRIOR_FOOT,0.70+0.20+0.10,200,217,60,0.2764976958525346,0.236632726954465,0.2191780821917808,3,2026-04:73R/21.92%;2026-05:84R/32.14%;2026-06:60R/28.33%,False
PAIR:ST_3HEAD_ANALOG+ALL_SAFE_HGB,ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.55+0.45,200,217,60,0.2764976958525346,0.19308995485522762,0.21621621621621623,3,2026-04:74R/21.62%;2026-05:74R/29.73%;2026-06:69R/31.88%,False
TRIPLE:OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_HGB,OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_HGB,0.10+0.50+0.40,200,217,60,0.2764976958525346,0.18933111095503402,0.2125,3,2026-04:80R/21.25%;2026-05:82R/31.71%;2026-06:55R/30.91%,False
PAIR:ENV_ENTRY+PLAYER_COURSE,ENV_ENTRY+PLAYER_COURSE,0.40+0.60,200,246,68,0.2764227642276423,0.2154327662861718,0.22093023255813954,3,2026-04:86R/22.09%;2026-05:102R/32.35%;2026-06:58R/27.59%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_HGB+ALL_SAFE_LINEAR,PLAYER_COURSE+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.50+0.40+0.10,200,228,63,0.27631578947368424,0.1833195074555322,0.21518987341772153,3,2026-04:79R/21.52%;2026-05:89R/31.46%;2026-06:60R/30.00%,False
TRIPLE:OPP_CONTEXT+ALL_SAFE_HGB+ALL_SAFE_LINEAR,OPP_CONTEXT+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.60+0.20+0.20,200,257,71,0.27626459143968873,0.15468122373432094,0.225,3,2026-04:80R/22.50%;2026-05:101R/29.70%;2026-06:76R/30.26%,False
TRIPLE:ENV_ENTRY+PLAYER_COURSE+PRIOR_FOOT,ENV_ENTRY+PLAYER_COURSE+PRIOR_FOOT,0.50+0.10+0.40,200,210,58,0.2761904761904762,0.22688382861339462,0.24285714285714285,3,2026-04:70R/24.29%;2026-05:83R/27.71%;2026-06:57R/31.58%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_HGB+ALL_SAFE_LINEAR,PLAYER_COURSE+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.40+0.20+0.40,200,210,58,0.2761904761904762,0.18805691990458287,0.2361111111111111,3,2026-04:72R/23.61%;2026-05:82R/28.05%;2026-06:56R/32.14%,False
PAIR:OPP_CONTEXT+ALL_SAFE_LINEAR,OPP_CONTEXT+ALL_SAFE_LINEAR,0.90+0.10,200,210,58,0.2761904761904762,0.19489735886431409,0.22580645161290322,3,2026-04:62R/22.58%;2026-05:86R/29.07%;2026-06:62R/30.65%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,0.20+0.70+0.10,200,210,58,0.2761904761904762,0.1565117211722445,0.22580645161290322,3,2026-04:62R/22.58%;2026-05:84R/27.38%;2026-06:64R/32.81%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,0.40+0.10+0.50,200,221,61,0.27601809954751133,0.19650289061911697,0.25,3,2026-04:68R/25.00%;2026-05:88R/26.14%;2026-06:65R/32.31%,False
PAIR:OPP_CONTEXT+PLAYER_COURSE,OPP_CONTEXT+PLAYER_COURSE,0.35+0.65,200,250,69,0.276,0.19657914792780493,0.23529411764705882,3,2026-04:85R/23.53%;2026-05:100R/29.00%;2026-06:65R/30.77%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_LINEAR+PRIOR_FOOT,0.40+0.20+0.40,200,203,56,0.27586206896551724,0.2106632308510298,0.25,3,2026-04:63R/25.40%;2026-05:80R/25.00%;2026-06:60R/33.33%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,0.50+0.10+0.40,200,232,64,0.27586206896551724,0.20239595470634908,0.24,3,2026-04:75R/24.00%;2026-05:92R/28.26%;2026-06:65R/30.77%,False
TRIPLE:OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,0.10+0.30+0.60,200,203,56,0.27586206896551724,0.1820070446382809,0.23076923076923078,3,2026-04:64R/28.12%;2026-05:78R/23.08%;2026-06:61R/32.79%,False
PAIR:PLAYER_COURSE+ALL_SAFE_HGB,PLAYER_COURSE+ALL_SAFE_HGB,0.10+0.90,200,232,64,0.27586206896551724,0.1208180821942754,0.22784810126582278,3,2026-04:79R/22.78%;2026-05:82R/28.05%;2026-06:71R/32.39%,False
PAIR:OPP_CONTEXT+ALL_SAFE_LINEAR,OPP_CONTEXT+ALL_SAFE_LINEAR,0.95+0.05,200,203,56,0.27586206896551724,0.19978713594290373,0.21666666666666667,3,2026-04:60R/21.67%;2026-05:82R/30.49%;2026-06:61R/29.51%,False
PAIR:ENV_ENTRY+ST_3HEAD_ANALOG,ENV_ENTRY+ST_3HEAD_ANALOG,0.25+0.75,200,203,56,0.27586206896551724,0.24949221988278153,0.21621621621621623,3,2026-04:74R/21.62%;2026-05:73R/32.88%;2026-06:56R/28.57%,False
TRIPLE:PLAYER_COURSE+ST_3HEAD_ANALOG+ALL_SAFE_HGB,PLAYER_COURSE+ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.50+0.10+0.40,200,203,56,0.27586206896551724,0.20101963440519433,0.21621621621621623,3,2026-04:74R/21.62%;2026-05:78R/32.05%;2026-06:51R/29.41%,False
TRIPLE:ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.10+0.60+0.30,200,203,56,0.27586206896551724,0.15705594438300327,0.2153846153846154,3,2026-04:65R/21.54%;2026-05:76R/28.95%;2026-06:62R/32.26%,False
PAIR:ENV_ENTRY+ALL_SAFE_LINEAR,ENV_ENTRY+ALL_SAFE_LINEAR,0.10+0.90,200,203,56,0.27586206896551724,0.14351097388508327,0.21311475409836064,3,2026-04:61R/21.31%;2026-05:79R/27.85%;2026-06:63R/33.33%,False
TRIPLE:OPP_CONTEXT+ALL_SAFE_LINEAR+PRIOR_FOOT,OPP_CONTEXT+ALL_SAFE_LINEAR+PRIOR_FOOT,0.20+0.70+0.10,200,203,56,0.27586206896551724,0.1666161479167957,0.21311475409836064,3,2026-04:61R/21.31%;2026-05:79R/27.85%;2026-06:63R/33.33%,False
TRIPLE:ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.30+0.50+0.20,200,203,56,0.27586206896551724,0.17927062970762614,0.21212121212121213,3,2026-04:66R/21.21%;2026-05:73R/30.14%;2026-06:64R/31.25%,False
PAIR:ENV_ENTRY+ALL_SAFE_LINEAR,ENV_ENTRY+ALL_SAFE_LINEAR,0.05+0.95,200,203,56,0.27586206896551724,0.13703538781977487,0.20967741935483872,3,2026-04:62R/20.97%;2026-05:78R/28.21%;2026-06:63R/33.33%,False
TRIPLE:OPP_CONTEXT+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,OPP_CONTEXT+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,0.70+0.20+0.10,200,203,56,0.27586206896551724,0.21633076306163768,0.20634920634920634,3,2026-04:63R/20.63%;2026-05:81R/30.86%;2026-06:59R/30.51%,False
TRIPLE:PLAYER_COURSE+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,PLAYER_COURSE+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,0.10+0.10+0.80,200,203,56,0.27586206896551724,0.1597219724540339,0.20634920634920634,3,2026-04:63R/20.63%;2026-05:77R/28.57%;2026-06:63R/33.33%,False
PAIR:OPP_CONTEXT+PLAYER_COURSE,OPP_CONTEXT+PLAYER_COURSE,0.60+0.40,200,203,56,0.27586206896551724,0.22093393596589658,0.20588235294117646,3,2026-04:68R/20.59%;2026-05:79R/31.65%;2026-06:56R/30.36%,False
TRIPLE:OPP_CONTEXT+ST_3HEAD_ANALOG+ALL_SAFE_HGB,OPP_CONTEXT+ST_3HEAD_ANALOG+ALL_SAFE_HGB,0.10+0.50+0.40,200,203,56,0.27586206896551724,0.2015510638037978,0.19402985074626866,3,2026-04:67R/19.40%;2026-05:70R/32.86%;2026-06:66R/30.30%,False
TRIPLE:ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,ENV_ENTRY+ALL_SAFE_HGB+PRIOR_FOOT,0.50+0.20+0.30,200,214,59,0.2757009345794392,0.20843469813459542,0.2463768115942029,3,2026-04:69R/24.64%;2026-05:82R/26.83%;2026-06:63R/31.75%,False
PAIR:ALL_SAFE_HGB+ALL_SAFE_LINEAR,ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.30+0.70,200,214,59,0.2757009345794392,0.1305736744672663,0.22388059701492538,3,2026-04:67R/22.39%;2026-05:81R/27.16%;2026-06:66R/33.33%,False
TRIPLE:OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_HGB,OPP_CONTEXT+PLAYER_COURSE+ALL_SAFE_HGB,0.20+0.50+0.30,200,214,59,0.2757009345794392,0.19913383683856914,0.2125,3,2026-04:80R/21.25%;2026-05:81R/32.10%;2026-06:53R/30.19%,False
PAIR:PLAYER_COURSE+ALL_SAFE_HGB,PLAYER_COURSE+ALL_SAFE_HGB,0.05+0.95,200,225,62,0.27555555555555555,0.11558265964245494,0.22666666666666666,3,2026-04:75R/22.67%;2026-05:80R/28.75%;2026-06:70R/31.43%,False
TRIPLE:ENV_ENTRY+OPP_CONTEXT+ALL_SAFE_LINEAR,ENV_ENTRY+OPP_CONTEXT+ALL_SAFE_LINEAR,0.20+0.30+0.50,200,265,73,0.27547169811320754,0.13860026926316113,0.2073170731707317,3,2026-04:82R/20.73%;2026-05:102R/32.35%;2026-06:81R/28.40%,False
PAIR:OPP_CONTEXT+ALL_SAFE_HGB,OPP_CONTEXT+ALL_SAFE_HGB,0.05+0.95,200,207,57,0.2753623188405797,0.12653017030302816,0.24285714285714285,3,2026-04:70R/24.29%;2026-05:73R/30.14%;2026-06:64R/28.12%,False
TRIPLE:ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,0.30+0.20+0.50,200,207,57,0.2753623188405797,0.1677507227743047,0.23076923076923078,3,2026-04:67R/25.37%;2026-05:78R/23.08%;2026-06:62R/35.48%,False
TRIPLE:ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,ST_3HEAD_ANALOG+ALL_SAFE_HGB+ALL_SAFE_LINEAR,0.30+0.20+0.50,200,207,57,0.2753623188405797,0.17619000533114523,0.21428571428571427,3,2026-04:70R/21.43%;2026-05:75R/29.33%;2026-06:62R/32.26%,False
TRIPLE:OPP_CONTEXT+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,OPP_CONTEXT+ST_3HEAD_ANALOG+ALL_SAFE_LINEAR,0.40+0.50+0.10,200,207,57,0.2753623188405797,0.22948576190487624,0.20588235294117646,3,2026-04:68R/20.59%;2026-05:77R/32.47%;2026-06:62R/29.03%,False
TRIPLE:OPP_CONTEXT+ST_3HEAD_ANALOG+PRIOR_FOOT,OPP_CONTEXT+ST_3HEAD_ANALOG+PRIOR_FOOT,0.70+0.20+0.10,200,218,60,0.27522935779816515,0.2075410946661093,0.23880597014925373,3,2026-04:67R/23.88%;2026-05:87R/28.74%;2026-06:64R/29.69%,False
TRIPLE:OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,0.40+0.30+0.30,200,200,55,0.275,0.1968297219970045,0.26153846153846155,3,2026-04:65R/26.15%;2026-05:75R/26.67%;2026-06:60R/30.00%,False
TRIPLE:ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,0.40+0.30+0.30,200,200,55,0.275,0.16640141840326805,0.2465753424657534,3,2026-04:64R/25.00%;2026-05:73R/24.66%;2026-06:63R/33.33%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,0.30+0.50+0.20,200,200,55,0.275,0.19022032965401492,0.2463768115942029,3,2026-04:69R/24.64%;2026-05:74R/27.03%;2026-06:57R/31.58%,False
TRIPLE:OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,OPP_CONTEXT+ALL_SAFE_HGB+PRIOR_FOOT,0.30+0.30+0.40,200,200,55,0.275,0.19407236597077648,0.24324324324324326,3,2026-04:65R/27.69%;2026-05:74R/24.32%;2026-06:61R/31.15%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,0.20+0.40+0.40,200,200,55,0.275,0.19112220358788462,0.24324324324324326,3,2026-04:69R/27.54%;2026-05:74R/24.32%;2026-06:57R/31.58%,False
TRIPLE:PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,PLAYER_COURSE+ALL_SAFE_HGB+PRIOR_FOOT,0.10+0.30+0.60,200,200,55,0.275,0.18746361220575397,0.24,3,2026-04:66R/27.27%;2026-05:75R/24.00%;2026-06:59R/32.20%,False
TRIPLE:ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,0.40+0.20+0.40,200,200,55,0.275,0.17412707788061954,0.24,3,2026-04:64R/25.00%;2026-05:75R/24.00%;2026-06:61R/34.43%,False
TRIPLE:ENV_ENTRY+OPP_CONTEXT+ALL_SAFE_LINEAR,ENV_ENTRY+OPP_CONTEXT+ALL_SAFE_LINEAR,0.10+0.60+0.30,200,200,55,0.275,0.2067126603325221,0.23809523809523808,3,2026-04:63R/23.81%;2026-05:76R/30.26%;2026-06:61R/27.87%,False
TRIPLE:ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,ALL_SAFE_HGB+ALL_SAFE_LINEAR+PRIOR_FOOT,0.20+0.60+0.20,200,200,55,0.275,0.15678988798502885,0.23809523809523808,3,2026-04:63R/23.81%;2026-05:76R/25.00%;2026-06:61R/34.43%,False
