date,month,race_code,venue,race,head_hit,actual_combo,test_month,opp_mass,p_head,tickets,exact3
2026-05-10,2026-05,202605102005,20,5,1,1-2-3,2026-05,0.47731604681298173,0.8316357604555878,1-2-4|1-2-3|1-4-2,1
2026-05-10,2026-05,202605102406,24,6,1,1-5-2,2026-05,0.4253780127995735,0.8416543272968074,1-2-3|1-3-2|1-3-5,0
2026-05-10,2026-05,202605102410,24,10,1,1-2-6,2026-05,0.38980468309599103,0.812507131082924,1-2-3|1-2-4|1-3-2,0
2026-05-10,2026-05,202605102412,24,12,1,1-2-4,2026-05,0.4114062850364864,0.8260094616272368,1-3-2|1-2-3|1-3-5,0
2026-05-11,2026-05,202605111611,16,11,1,1-2-5,2026-05,0.46246982429136096,0.8137558800085072,1-2-3|1-2-5|1-3-2,1
2026-05-11,2026-05,202605112007,20,7,0,2-1-3,2026-05,0.380270783216297,0.8234582316375422,1-2-3|1-3-2|1-2-4,0
2026-05-11,2026-05,202605112411,24,11,1,1-2-4,2026-05,0.46474663015426243,0.8164309725003264,1-2-3|1-2-4|1-3-2,1
2026-05-12,2026-05,202605120402,04,2,1,1-3-4,2026-05,0.41387654014538955,0.8078154957471866,1-3-2|1-2-3|1-3-4,1
2026-05-12,2026-05,202605120801,08,1,1,1-2-4,2026-05,0.513055591807164,0.829442982842399,1-2-3|1-3-2|1-3-4,0
2026-05-12,2026-05,202605121107,11,7,1,1-2-3,2026-05,0.4643861128376832,0.8197653253902825,1-2-3|1-2-4|1-3-2,1
2026-05-12,2026-05,202605122212,22,12,1,1-5-4,2026-05,0.41926743567373903,0.8106517101241072,1-2-3|1-3-2|1-2-4,0
2026-05-13,2026-05,202605130801,08,1,1,1-3-2,2026-05,0.43310330905766115,0.8349537235253699,1-3-2|1-3-6|1-2-3,1
2026-05-13,2026-05,202605131609,16,9,1,1-3-4,2026-05,0.3874993877534654,0.871581473431339,1-2-4|1-2-3|1-4-3,0
2026-05-14,2026-05,202605140207,02,7,1,1-3-5,2026-05,0.4562316545930616,0.8197842368795532,1-2-3|1-2-4|1-3-2,0
2026-05-14,2026-05,202605140906,09,6,1,1-4-6,2026-05,0.3754778332373354,0.8166200487092752,1-3-6|1-3-2|1-2-3,0
2026-05-14,2026-05,202605141002,10,2,1,1-2-3,2026-05,0.43797051390421343,0.8119562423426969,1-2-5|1-2-3|1-5-2,1
2026-05-14,2026-05,202605141611,16,11,1,1-2-3,2026-05,0.3941794945868573,0.8145785683480294,1-2-5|1-2-4|1-5-2,0
2026-05-14,2026-05,202605141905,19,5,1,1-4-3,2026-05,0.49379939272750006,0.8161775346517747,1-4-2|1-4-3|1-2-4,1
2026-05-16,2026-05,202605160106,01,6,1,1-3-5,2026-05,0.4646709090682042,0.8093921998050213,1-2-3|1-2-5|1-3-2,0
2026-05-16,2026-05,202605161005,10,5,0,4-6-3,2026-05,0.49024905514779893,0.8128027881548651,1-3-2|1-3-4|1-2-3,0
2026-05-16,2026-05,202605162011,20,11,0,3-2-1,2026-05,0.4058110567895353,0.8349229593617294,1-2-3|1-2-6|1-3-2,0
2026-05-18,2026-05,202605181803,18,3,1,1-2-4,2026-05,0.4330051356776059,0.8300748899112872,1-4-5|1-4-2|1-2-4,1
2026-05-18,2026-05,202605181804,18,4,1,1-2-4,2026-05,0.40610795351091006,0.8150586531084002,1-2-5|1-2-4|1-4-5,1
2026-05-18,2026-05,202605182011,20,11,1,1-3-2,2026-05,0.43404128938611747,0.8238982185089743,1-3-2|1-2-3|1-3-6,1
2026-05-19,2026-05,202605190604,06,4,0,2-1-5,2026-05,0.440796174638277,0.8095121258129025,1-2-3|1-3-2|1-2-5,0
2026-05-19,2026-05,202605191401,14,1,0,6-1-4,2026-05,0.3847288830480151,0.8151928290482615,1-2-3|1-3-2|1-2-4,0
2026-05-20,2026-05,202605200801,08,1,1,1-5-2,2026-05,0.40020321548535664,0.8199722233015503,1-2-5|1-2-3|1-5-2,1
2026-05-20,2026-05,202605200901,09,1,1,1-3-5,2026-05,0.4266640157915402,0.8684164959772831,1-2-3|1-3-2|1-2-4,0
2026-05-20,2026-05,202605200905,09,5,1,1-4-3,2026-05,0.3795227231745031,0.8139948314411514,1-2-3|1-2-4|1-3-2,0
2026-05-20,2026-05,202605201702,17,2,0,4-1-2,2026-05,0.4639067220572322,0.8156903166542842,1-2-3|1-2-4|1-3-2,0
2026-05-20,2026-05,202605202107,21,7,0,4-1-6,2026-05,0.37614753724501204,0.809775958769496,1-2-4|1-2-3|1-3-2,0
2026-05-21,2026-05,202605210801,08,1,1,1-2-5,2026-05,0.45617613358612835,0.8638896866791719,1-2-3|1-3-2|1-2-5,1
2026-05-21,2026-05,202605211601,16,1,1,1-3-5,2026-05,0.3884223332802631,0.8141952213944306,1-3-4|1-3-2|1-2-3,0
2026-05-22,2026-05,202605220905,09,5,1,1-2-3,2026-05,0.4111594291971949,0.8725593224377238,1-3-2|1-2-3|1-3-4,1
2026-05-22,2026-05,202605221601,16,1,1,1-2-6,2026-05,0.4479961760085606,0.8272631362776061,1-2-5|1-2-3|1-3-2,0
2026-05-22,2026-05,202605221605,16,5,1,1-4-6,2026-05,0.41239670886432367,0.8199295903462304,1-2-3|1-3-2|1-2-6,0
2026-05-22,2026-05,202605221612,16,12,1,1-2-4,2026-05,0.44082203015045307,0.8219675304260725,1-2-3|1-2-5|1-3-2,0
2026-05-23,2026-05,202605231306,13,6,0,3-4-1,2026-05,0.4781175021302014,0.8130494181214483,1-2-4|1-4-2|1-2-3,0
2026-05-23,2026-05,202605231312,13,12,1,1-6-3,2026-05,0.39066190392206124,0.8177719780472062,1-3-2|1-2-3|1-3-4,0
2026-05-23,2026-05,202605232301,23,1,0,2-1-3,2026-05,0.5158426732540365,0.8196106906875642,1-2-3|1-2-4|1-3-2,0
2026-05-24,2026-05,202605241001,10,1,1,1-2-3,2026-05,0.4531113473542725,0.8380624217534055,1-2-3|1-3-2|1-3-4,1
2026-05-24,2026-05,202605241311,13,11,1,1-4-5,2026-05,0.5065208842360623,0.8145182493671809,1-4-2|1-4-5|1-2-4,1
2026-05-25,2026-05,202605250901,09,1,1,1-3-2,2026-05,0.43676757315482295,0.8260517060886787,1-2-3|1-2-5|1-3-2,1
2026-05-25,2026-05,202605251001,10,1,1,1-5-2,2026-05,0.4319208837581232,0.8419268463674322,1-2-5|1-2-3|1-5-2,1
2026-05-25,2026-05,202605251309,13,9,1,1-2-5,2026-05,0.38253863219259415,0.8081775068757414,1-5-2|1-2-5|1-5-6,1
2026-05-25,2026-05,202605251310,13,10,1,1-6-3,2026-05,0.405087135816535,0.8469841579829374,1-2-5|1-2-6|1-5-2,0
2026-05-25,2026-05,202605252301,23,1,1,1-3-4,2026-05,0.41414666757082275,0.8550732739272532,1-2-4|1-2-3|1-4-2,0
2026-05-25,2026-05,202605252312,23,12,0,2-3-5,2026-05,0.445490580705257,0.8223436622582793,1-2-3|1-2-5|1-3-2,0
2026-05-27,2026-05,202605271305,13,5,1,1-2-5,2026-05,0.4304674134469919,0.8350767921667832,1-2-5|1-5-2|1-2-4,1
2026-05-27,2026-05,202605271306,13,6,1,1-3-4,2026-05,0.44675638712730825,0.8331787827458423,1-4-3|1-4-2|1-2-4,0
2026-05-28,2026-05,202605281707,17,7,0,3-1-2,2026-05,0.44556338207351287,0.8091095205146377,1-3-2|1-2-3|1-3-4,0
2026-05-28,2026-05,202605282406,24,6,1,1-6-3,2026-05,0.40400505597807057,0.8334033099310838,1-3-6|1-3-4|1-2-3,0
2026-05-28,2026-05,202605282407,24,7,0,2-3-1,2026-05,0.40404314524658286,0.8312271441457451,1-2-3|1-2-4|1-3-2,0
2026-05-29,2026-05,202605290709,07,9,1,1-5-2,2026-05,0.48234939976757646,0.8332268241119887,1-2-4|1-2-3|1-4-2,0
2026-05-29,2026-05,202605291508,15,8,1,1-4-3,2026-05,0.405639466009212,0.8289371345305219,1-2-4|1-4-2|1-2-3,0
2026-05-30,2026-05,202605300801,08,1,1,1-3-4,2026-05,0.4243667293892967,0.8800847160349508,1-2-3|1-2-4|1-3-2,0
2026-05-30,2026-05,202605301804,18,4,0,2-1-5,2026-05,0.5369082853166064,0.8135430286670056,1-2-3|1-3-2|1-2-5,0
2026-05-31,2026-05,202605310708,07,8,1,1-2-4,2026-05,0.5027386429655036,0.8137914585186914,1-2-3|1-2-4|1-3-2,1
2026-05-31,2026-05,202605310812,08,12,1,1-2-6,2026-05,0.4077043501564085,0.82972960381463,1-2-3|1-2-5|1-3-2,0
2026-05-31,2026-05,202605311208,12,8,0,4-1-2,2026-05,0.4103917836172004,0.8348415642214033,1-2-4|1-4-2|1-4-6,0
2026-05-31,2026-05,202605312312,23,12,1,1-3-6,2026-05,0.38629472126731335,0.8304844943316674,1-2-3|1-2-4|1-4-2,0
2026-06-01,2026-06,202606010905,09,5,1,1-6-3,2026-06,0.4886050932664594,0.8274347113003052,1-2-3|1-2-5|1-3-2,0
2026-06-01,2026-06,202606011310,13,10,1,1-5-4,2026-06,0.45084678827763147,0.8080557608215865,1-2-3|1-3-2|1-2-4,0
2026-06-01,2026-06,202606012301,23,1,1,1-3-2,2026-06,0.3907278864958589,0.814614192706591,1-3-2|1-2-3|1-3-4,1
2026-06-01,2026-06,202606012407,24,7,1,1-3-2,2026-06,0.46299273432896104,0.8320383077071768,1-2-3|1-3-2|1-2-5,1
2026-06-03,2026-06,202606032008,20,8,1,1-4-3,2026-06,0.42916146645720527,0.8086117645797829,1-3-2|1-2-3|1-3-4,0
2026-06-04,2026-06,202606041001,10,1,1,1-3-2,2026-06,0.440047938649551,0.8168651856889138,1-2-3|1-2-4|1-3-2,1
2026-06-04,2026-06,202606041312,13,12,0,4-1-3,2026-06,0.48467238639860777,0.8101286502818094,1-2-3|1-3-2|1-2-4,0
2026-06-04,2026-06,202606042407,24,7,0,3-1-4,2026-06,0.5210126759160827,0.8100937891888833,1-3-2|1-3-5|1-2-3,0
2026-06-05,2026-06,202606050106,01,6,1,1-5-3,2026-06,0.4193151261091877,0.845591066566165,1-2-4|1-4-2|1-2-3,0
2026-06-05,2026-06,202606051001,10,1,1,1-2-4,2026-06,0.390714503002423,0.8513642634843963,1-2-3|1-3-2|1-3-4,0
2026-06-05,2026-06,202606051801,18,1,1,1-3-4,2026-06,0.4000999339779547,0.8122598739208339,1-3-4|1-3-5|1-2-3,1
2026-06-06,2026-06,202606060604,06,4,1,1-3-2,2026-06,0.39235440809167876,0.8121346185133654,1-2-3|1-2-5|1-3-2,1
2026-06-06,2026-06,202606061001,10,1,0,3-1-5,2026-06,0.446022404141601,0.8356151894765422,1-3-2|1-2-3|1-3-6,0
2026-06-06,2026-06,202606062408,24,8,1,1-5-4,2026-06,0.4577686609611155,0.8199751384382902,1-2-3|1-2-6|1-3-2,0
2026-06-07,2026-06,202606070106,01,6,1,1-5-4,2026-06,0.3874811231309985,0.8320382665454776,1-2-3|1-2-4|1-3-2,0
2026-06-07,2026-06,202606070112,01,12,1,1-6-2,2026-06,0.4985924003893675,0.8116704727800637,1-2-3|1-3-2|1-2-6,0
2026-06-07,2026-06,202606070801,08,1,1,1-2-4,2026-06,0.45455511733093995,0.8180363063929503,1-2-4|1-2-3|1-3-2,1
2026-06-07,2026-06,202606071001,10,1,1,1-2-3,2026-06,0.41492170667941053,0.8311056830441655,1-2-3|1-3-2|1-2-5,1
2026-06-07,2026-06,202606071801,18,1,1,1-4-5,2026-06,0.3783999819453578,0.8374181631656761,1-2-3|1-2-4|1-3-2,0
2026-06-07,2026-06,202606071809,18,9,1,1-4-5,2026-06,0.3945339459552325,0.8185193217543714,1-3-4|1-3-5|1-2-3,0
2026-06-08,2026-06,202606080512,05,12,1,1-4-5,2026-06,0.3934564696918136,0.8238484230687632,1-3-4|1-4-3|1-4-2,0
2026-06-08,2026-06,202606080905,09,5,1,1-2-5,2026-06,0.3937450361284255,0.8646373756334328,1-3-2|1-2-3|1-3-4,0
2026-06-08,2026-06,202606081001,10,1,0,4-2-3,2026-06,0.3945771268742131,0.8195713517091467,1-2-3|1-3-2|1-2-4,0
2026-06-08,2026-06,202606081812,18,12,1,1-4-2,2026-06,0.40188501617332745,0.84906519593507,1-2-3|1-2-5|1-5-3,0
2026-06-09,2026-06,202606090607,06,7,1,1-2-5,2026-06,0.4047074815504653,0.8238899495406397,1-2-4|1-2-3|1-4-2,0
2026-06-09,2026-06,202606090905,09,5,1,1-4-3,2026-06,0.4395919241143107,0.8329804232830516,1-2-3|1-3-2|1-2-4,0
2026-06-09,2026-06,202606091106,11,6,1,1-3-4,2026-06,0.4037417620302032,0.8386955932574844,1-3-4|1-2-4|1-2-3,1
2026-06-09,2026-06,202606091508,15,8,1,1-2-3,2026-06,0.5064042941114588,0.8235878351895712,1-2-4|1-4-2|1-2-3,1
2026-06-10,2026-06,202606100106,01,6,1,1-3-2,2026-06,0.4267398350171982,0.8105965288861708,1-3-2|1-2-3|1-3-4,1
2026-06-10,2026-06,202606100604,06,4,1,1-4-5,2026-06,0.4187636244252366,0.8110119346989213,1-2-3|1-3-2|1-2-4,0
2026-06-10,2026-06,202606101110,11,10,1,1-2-6,2026-06,0.387757528211119,0.8116921929257096,1-2-6|1-2-3|1-3-2,1
2026-06-10,2026-06,202606101801,18,1,0,2-1-3,2026-06,0.43276532987796734,0.8477131993928426,1-2-3|1-2-4|1-3-2,0
2026-06-10,2026-06,202606101811,18,11,1,1-3-5,2026-06,0.4491235436590084,0.8495068761464424,1-2-4|1-2-3|1-3-2,0
2026-06-11,2026-06,202606112005,20,5,1,1-2-5,2026-06,0.4611828530915891,0.8098585128138449,1-2-4|1-2-3|1-4-2,0
2026-06-12,2026-06,202606121110,11,10,1,1-5-4,2026-06,0.46457064472626497,0.8243900640153718,1-2-4|1-2-3|1-3-2,0
2026-06-12,2026-06,202606122008,20,8,1,1-3-5,2026-06,0.42574361749770984,0.8301872401166231,1-2-3|1-3-2|1-2-5,0
2026-06-12,2026-06,202606122201,22,1,1,1-5-3,2026-06,0.43254790735997445,0.8174251048200382,1-2-3|1-2-4|1-3-2,0
2026-06-13,2026-06,202606130604,06,4,1,1-5-2,2026-06,0.438418054551318,0.8443723512405654,1-2-4|1-2-3|1-3-2,0
2026-06-13,2026-06,202606131001,10,1,1,1-4-3,2026-06,0.4007675604642857,0.822859462978683,1-2-3|1-3-2|1-2-4,0
2026-06-13,2026-06,202606132012,20,12,1,1-2-4,2026-06,0.37868757002488945,0.8080901548882148,1-2-4|1-2-3|1-3-4,1
2026-06-13,2026-06,202606132201,22,1,1,1-3-2,2026-06,0.42788845442698265,0.8347781711521725,1-2-3|1-2-5|1-3-2,1
2026-06-14,2026-06,202606141001,10,1,0,3-1-4,2026-06,0.4318549849302672,0.8219197333116897,1-2-3|1-3-2|1-2-4,0
2026-06-14,2026-06,202606141109,11,9,1,1-3-4,2026-06,0.40633427041646136,0.8503975031135584,1-2-4|1-2-3|1-4-3,0
2026-06-14,2026-06,202606141208,12,8,1,1-3-2,2026-06,0.4003091001451695,0.8454116524774716,1-3-4|1-3-6|1-2-3,0
2026-06-14,2026-06,202606141601,16,1,1,1-2-4,2026-06,0.38466881765552596,0.8350847542631266,1-2-5|1-5-2|1-2-3,0
2026-06-14,2026-06,202606141611,16,11,1,1-6-2,2026-06,0.40169900050290547,0.8085175537996622,1-3-4|1-3-2|1-2-3,0
2026-06-14,2026-06,202606142201,22,1,1,1-3-5,2026-06,0.4432214280816099,0.8365729102313574,1-3-4|1-3-2|1-4-3,0
2026-06-15,2026-06,202606152201,22,1,1,1-5-6,2026-06,0.38225510143187597,0.8194011924008984,1-2-5|1-2-3|1-5-2,0
2026-06-16,2026-06,202606160604,06,4,1,1-6-3,2026-06,0.4277550175139452,0.8388421660396883,1-2-3|1-2-6|1-3-2,0
2026-06-16,2026-06,202606160905,09,5,1,1-6-5,2026-06,0.40384494885194744,0.8400042010903979,1-2-4|1-2-3|1-3-2,0
2026-06-16,2026-06,202606161801,18,1,1,1-5-2,2026-06,0.40551770103044765,0.8221912634295018,1-2-3|1-2-4|1-3-2,0
2026-06-16,2026-06,202606161804,18,4,0,3-1-2,2026-06,0.4143147356726289,0.8187472604045295,1-2-3|1-3-2|1-2-4,0
2026-06-16,2026-06,202606161805,18,5,0,3-1-2,2026-06,0.41874847342117694,0.8146084793472704,1-3-4|1-3-2|1-2-3,0
2026-06-18,2026-06,202606180510,05,10,1,1-4-2,2026-06,0.4188743693357254,0.8239552398440589,1-2-4|1-4-2|1-4-5,1
2026-06-18,2026-06,202606181804,18,4,0,2-4-1,2026-06,0.42537250402708104,0.816904903700705,1-2-3|1-3-2|1-2-4,0
2026-06-19,2026-06,202606190901,09,1,1,1-3-2,2026-06,0.42972159053598075,0.8757287378719973,1-2-3|1-3-2|1-3-6,1
2026-06-19,2026-06,202606190911,09,11,1,1-2-4,2026-06,0.5046414824511454,0.8073819690545749,1-2-4|1-4-2|1-2-3,1
2026-06-20,2026-06,202606200402,04,2,1,1-2-3,2026-06,0.4264880414070728,0.8664325723196143,1-2-3|1-3-2|1-2-4,1
2026-06-20,2026-06,202606200711,07,11,1,1-5-3,2026-06,0.4039672719808294,0.8131990265966488,1-2-3|1-3-2|1-3-5,0
2026-06-20,2026-06,202606200905,09,5,1,1-2-3,2026-06,0.4589287153794282,0.8649954907937331,1-2-4|1-2-3|1-4-2,1
2026-06-20,2026-06,202606201311,13,11,0,3-1-6,2026-06,0.47028985880401103,0.835958692630925,1-3-2|1-2-3|1-3-5,0
2026-06-20,2026-06,202606201808,18,8,0,2-5-6,2026-06,0.42395135954664975,0.8077106642845036,1-2-6|1-2-3|1-3-2,0
2026-06-20,2026-06,202606201809,18,9,1,1-2-5,2026-06,0.38503179576762586,0.8211215674176798,1-3-2|1-2-3|1-3-6,0
2026-06-20,2026-06,202606202104,21,4,0,3-4-2,2026-06,0.42589000548328704,0.8166216393906394,1-3-2|1-3-4|1-2-3,0
2026-06-21,2026-06,202606210604,06,4,1,1-3-5,2026-06,0.4631409925630536,0.8200894521341879,1-3-2|1-3-4|1-2-3,0
2026-06-21,2026-06,202606211001,10,1,1,1-4-3,2026-06,0.4153390029462707,0.8627698230908396,1-3-2|1-2-3|1-3-4,0
2026-06-21,2026-06,202606211707,17,7,1,1-2-4,2026-06,0.3876446897816798,0.8111648962910339,1-2-4|1-4-2|1-2-3,1
2026-06-21,2026-06,202606211708,17,8,1,1-2-5,2026-06,0.4160902389736815,0.8344888202733287,1-3-2|1-2-3|1-3-4,0
2026-06-22,2026-06,202606220604,06,4,1,1-2-5,2026-06,0.4606772366495643,0.8209803268183571,1-2-4|1-2-5|1-4-2,1
2026-06-22,2026-06,202606221306,13,6,1,1-4-2,2026-06,0.4687833164990747,0.8526551874520389,1-4-2|1-2-4|1-4-5,1
2026-06-23,2026-06,202606230806,08,6,1,1-4-2,2026-06,0.3843055677988509,0.8215997933222848,1-2-5|1-5-2|1-2-4,0
2026-06-24,2026-06,202606240604,06,4,1,1-4-2,2026-06,0.401344551586324,0.8144028137102289,1-2-5|1-2-4|1-3-2,0
2026-06-24,2026-06,202606241605,16,5,1,1-3-5,2026-06,0.470979951532058,0.8320012154239628,1-3-5|1-5-3|1-3-2,1
2026-06-25,2026-06,202606252201,22,1,0,3-1-2,2026-06,0.42153692618371186,0.8105276229263438,1-2-3|1-2-4|1-3-2,0
2026-06-25,2026-06,202606252305,23,5,0,5-1-6,2026-06,0.48125538200167517,0.8389359099231578,1-3-2|1-2-3|1-3-4,0
2026-06-26,2026-06,202606262201,22,1,1,1-2-3,2026-06,0.3849930727685746,0.823736718440704,1-2-4|1-2-3|1-3-4,1
2026-06-27,2026-06,202606270905,09,5,0,2-3-6,2026-06,0.46269738133816823,0.8506900235450982,1-2-3|1-3-2|1-2-4,0
2026-06-28,2026-06,202606280110,01,10,1,1-3-5,2026-06,0.44571231586736826,0.8134150667689378,1-2-3|1-2-5|1-3-2,0
2026-06-28,2026-06,202606280709,07,9,1,1-3-5,2026-06,0.41995644441140856,0.8429249829584551,1-2-3|1-2-5|1-3-2,0
2026-06-28,2026-06,202606281307,13,7,0,3-1-5,2026-06,0.4623135412358837,0.8153561389555268,1-3-5|1-3-2|1-2-3,0
2026-06-28,2026-06,202606281310,13,10,0,3-4-2,2026-06,0.47365825488848023,0.8088572317231041,1-3-4|1-2-3|1-3-2,0
2026-06-28,2026-06,202606281803,18,3,1,1-2-3,2026-06,0.4598660379160811,0.8180089797955391,1-4-3|1-4-5|1-3-4,0
2026-06-28,2026-06,202606281812,18,12,1,1-2-3,2026-06,0.4326323488971302,0.8215431571776484,1-2-3|1-2-5|1-3-2,1
2026-06-29,2026-06,202606290107,01,7,1,1-2-6,2026-06,0.40204703774351314,0.820645228639385,1-3-4|1-3-2|1-2-3,0
2026-06-29,2026-06,202606290901,09,1,1,1-2-4,2026-06,0.4344377709956827,0.809362132362515,1-3-2|1-2-3|1-3-4,0
2026-06-29,2026-06,202606290906,09,6,1,1-3-4,2026-06,0.41510846521418543,0.8381874294549692,1-2-3|1-2-4|1-3-2,0
2026-06-29,2026-06,202606291003,10,3,1,1-3-4,2026-06,0.4741778427905738,0.8115541956841182,1-3-2|1-2-3|1-3-4,1
2026-06-29,2026-06,202606291706,17,6,1,1-3-2,2026-06,0.40958633072624084,0.8334840961625617,1-5-3|1-2-5|1-5-2,0
2026-06-29,2026-06,202606291803,18,3,1,1-2-3,2026-06,0.4375535306840786,0.8083059533884942,1-2-3|1-3-2|1-2-5,1
2026-06-30,2026-06,202606300106,01,6,1,1-2-3,2026-06,0.4191727116281323,0.8110947865528926,1-2-3|1-2-4|1-3-2,1
2026-06-30,2026-06,202606302009,20,9,1,1-2-3,2026-06,0.45220631270230743,0.8152794035054182,1-2-3|1-3-2|1-3-4,1
2026-06-30,2026-06,202606302301,23,1,1,1-3-5,2026-06,0.413314243070872,0.8231915439083443,1-3-2|1-3-4|1-2-3,0
