actual_combo,band,combo,combo_prob,conditional_prob,date,ev,head,head_prob,hit,kelly_raw,model,odds_pre,payout100,period,race_code,return,score,stake
1-3-6,A,3-5-4,0.013897318786125917,0.046560822598767204,2026-08-08,2.5029071133812777,3,0.2984766593555389,0,0.008391441169074695,3まくり,180.1,490,test,202608080508,0,75.91766666666666,100
1-3-6,A,3-5-6,0.010433161973045425,0.03495469962566711,2026-08-08,1.325011570576769,3,0.2984766593555389,0,0.0025794569093394375,3まくり,127.0,490,test,202608080508,0,75.91766666666666,100
1-3-6,A,3-6-4,0.010052263223317504,0.033678557127455204,2026-08-08,1.1529945917145177,3,0.2984766593555389,0,0.0013455988717195925,3まくり,114.7,490,test,202608080508,0,75.91766666666666,100
1-2-5,A,5-1-2,0.055887547145668154,0.5588754714566815,2026-08-08,4.5045362999408525,5,0.1,0,0.04402683793895543,5頭展開,80.6,4060,test,202608081007,0,67.449,400
1-2-5,A,5-1-6,0.030062935858734815,0.30062935858734813,2026-08-08,3.601539715876431,5,0.1,0,0.021898482456872315,5頭展開,119.8,4060,test,202608081007,0,67.449,200
2-1-4,A,5-1-2,0.0645539435203383,0.645539435203383,2026-08-08,9.205392346000242,5,0.1,0,0.057947686059323746,5頭展開,142.6,4140,test,202608081405,0,55.72966666666667,400
2-1-4,A,5-1-6,0.02026456346945698,0.20264563469456978,2026-08-08,4.320404931688228,5,0.1,0,0.015647525597022753,5頭展開,213.2,4140,test,202608081405,0,55.72966666666667,100
4-6-1,A,5-1-2,0.07494354935118468,0.7494354935118468,2026-08-08,7.351962191351216,5,0.1,0,0.06541670639908564,5頭展開,98.1,49660,test,202608081612,0,65.855,400
4-6-1,A,5-1-6,0.01765632703908894,0.1765632703908894,2026-08-08,4.497066496855953,5,0.1,0,0.01378425895489142,5頭展開,254.7,49660,test,202608081612,0,65.855,100
1-3-4,A,3-2-4,0.009313324677940943,0.036774055505347014,2026-08-08,1.7304157251614272,3,0.25325802525606045,0,0.0039524660452458175,3まくり,185.8,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-2-6,0.0064352693959731245,0.025409932772975884,2026-08-08,1.1956730537718065,3,0.25325802525606045,0,0.0010588368710595592,3まくり,185.8,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-4-1,0.03167524894232211,0.1250710571177216,2026-08-08,2.90778785290517,3,0.25325802525606045,0,0.021010879437281606,3まくり,91.8,490,test,202608081706,0,70.24600000000002,200
1-3-4,A,3-4-2,0.012887015121459568,0.050884923028322405,2026-08-08,1.5335547994536887,3,0.25325802525606045,0,0.00452165084282787,3まくり,119.0,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-4-5,0.015484403604575205,0.06114082106152197,2026-08-08,3.4700548477853035,3,0.25325802525606045,0,0.01107151433341687,3まくり,224.1,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-4-6,0.029628333803344783,0.11698872631336597,2026-08-08,3.2709680518892643,3,0.25325802525606045,0,0.020758391699170604,3まくり,110.4,490,test,202608081706,0,70.24600000000002,200
1-3-4,A,3-5-1,0.010371792670032852,0.04095346103858423,2026-08-08,1.1616407790436794,3,0.25325802525606045,0,0.001456223234627742,3まくり,112.0,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-5-4,0.014040385432361366,0.055439054372178796,2026-08-08,2.970945557487665,3,0.25325802525606045,0,0.009358715847519777,3まくり,211.6,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-5-6,0.009701547600348236,0.03830697009715422,2026-08-08,1.7191142347817072,3,0.25325802525606045,0,0.004081238562892777,3まくり,177.2,490,test,202608081706,0,70.24600000000002,100
1-3-4,A,3-6-4,0.014350967909382872,0.05666540238901849,2026-08-08,1.5183324048127078,3,0.25325802525606045,0,0.004945919893251029,3まくり,105.8,490,test,202608081706,0,70.24600000000002,100
5-2-1,A,5-1-2,0.0741501331270823,0.741501331270823,2026-08-08,5.316564545211801,5,0.1,0,0.0610546611769703,5頭展開,71.7,17620,test,202608081710,0,55.60433333333334,400
5-2-1,A,5-1-6,0.01920367899076023,0.19203678990760228,2026-08-08,2.7134798413944208,5,0.1,0,0.012212971071948828,5頭展開,141.3,17620,test,202608081710,0,55.60433333333334,100
4-5-1,A,5-1-2,0.05688818670409616,0.5688818670409616,2026-08-08,8.777847208442038,5,0.1,0,0.050736120081161365,5頭展開,154.3,9490,test,202608081807,0,60.234,400
4-5-1,A,5-1-6,0.03622289426303882,0.3622289426303882,2026-08-08,8.023371079263098,5,0.1,0,0.031852023035206796,5頭展開,221.5,9490,test,202608081807,0,60.234,300
3-1-5,A,3-1-6,0.017385473947102804,0.0637890221094607,2026-08-08,1.8324289540246357,3,0.27254648797201614,0,0.007973457414029076,3まくり差し,105.4,1110,test,202608081902,0,72.84100000000001,100
3-1-5,A,3-6-4,0.007399182962481842,0.027148333546831677,2026-08-08,1.5952638467110851,3,0.27254648797201614,0,0.0027738296678056157,3まくり差し,215.6,1110,test,202608081902,0,72.84100000000001,100
3-1-5,A,3-6-5,0.009045020923611069,0.03318707568354273,2026-08-08,3.3756018086916506,3,0.27254648797201614,0,0.0063825948648351715,3まくり差し,373.2,1110,test,202608081902,0,72.84100000000001,100
1-5-4,A,3-4-6,0.019298555425664762,0.068021744729945,2026-08-09,1.1270356368588221,3,0.2837115616819664,0,0.0022131644052059605,3まくり,58.4,19670,test,202608090303,0,74.231,100
1-5-4,A,3-5-6,0.008062371865038116,0.028417494927738738,2026-08-09,1.2730485174895185,3,0.2837115616819664,0,0.0017402709846368292,3まくり,157.9,19670,test,202608090303,0,74.231,100
1-3-4,A,3-4-6,0.01767526985236181,0.08797627913605559,2026-08-09,1.4140215881889449,3,0.20090949544509548,0,0.005240779597328416,3まくり,80.0,1170,test,202608090307,0,57.966,100
1-3-4,A,3-5-1,0.008217166900738369,0.040899843397316955,2026-08-09,1.1816286003261776,3,0.20090949544509548,0,0.0012719089658695907,3まくり,143.8,1170,test,202608090307,0,57.966,100
1-3-4,A,3-5-4,0.014839806247855117,0.07386314029100002,2026-08-09,1.8772354903536723,3,0.20090949544509548,0,0.0069899242259256755,3まくり,126.5,1170,test,202608090307,0,57.966,100
2-4-1,A,5-1-2,0.06639413755906066,0.6639413755906066,2026-08-09,8.40549781497708,5,0.1,0,0.0589609698644672,5頭展開,126.6,7320,test,202608090503,0,73.013,400
2-4-1,A,5-1-6,0.017777100561631686,0.17777100561631687,2026-08-09,4.191840312432752,5,0.1,0,0.013593868451587528,5頭展開,235.8,7320,test,202608090503,0,73.013,100
2-4-5,A,5-1-2,0.07442436077433648,0.7442436077433647,2026-08-09,13.441039555845167,5,0.1,0,0.06927082158042966,5頭展開,180.6,2610,test,202608090506,0,57.67966666666666,400
2-4-5,A,5-1-6,0.013722646475508048,0.13722646475508046,2026-08-09,3.846457807084906,5,0.1,0,0.010191399237683158,5頭展開,280.3,2610,test,202608090506,0,57.67966666666666,100
5-4-1,A,5-1-2,0.08390370519280588,0.8390370519280587,2026-08-09,7.819825323969508,5,0.1,0,0.07396773670248924,5頭展開,93.2,4800,test,202608090907,0,70.10133333333334,400
5-4-1,A,5-1-6,0.007927504817430143,0.07927504817430142,2026-08-09,1.1019231696227898,5,0.1,0,0.0007385736929187667,5頭展開,139.0,4800,test,202608090907,0,70.10133333333334,100
1-2-3,A,5-1-2,0.08371061965886549,0.8371061965886548,2026-08-09,8.504998957340733,5,0.1,0,0.07460237532147847,5頭展開,101.6,380,test,202608090910,0,65.36133333333335,400
1-2-3,A,5-1-6,0.011710334533138677,0.11710334533138676,2026-08-09,5.811839028796725,5,0.1,0,0.009714999048650768,5頭展開,496.3,380,test,202608090910,0,65.36133333333335,100
2-4-5,A,5-1-2,0.08351713338366962,0.8351713338366962,2026-08-09,15.83484848954376,5,0.1,0,0.0786577332425438,5頭展開,189.6,1330,test,202608091301,0,65.347,400
2-4-5,A,5-1-6,0.0054220832327908156,0.054220832327908156,2026-08-09,2.0565961701975564,5,0.1,0,0.0027930112878603126,5頭展開,379.3,1330,test,202608091301,0,65.347,100
3-1-2,A,5-1-2,0.07560150397939906,0.7560150397939905,2026-08-09,3.8103158005617126,5,0.1,0,0.05688898381703872,5頭展開,50.4,5820,test,202608091310,0,72.239,400
3-1-2,A,5-1-6,0.015687436351031158,0.15687436351031156,2026-08-09,1.6989493568166745,5,0.1,0,0.0065139735024853165,5頭展開,108.3,5820,test,202608091310,0,72.239,100
3-5-1,A,3-4-5,0.010235621431081365,0.049372565630278725,2026-08-09,1.5322725282328802,3,0.20731394652912596,0,0.003579505906071824,3まくり,149.7,13450,test,202608092307,0,62.35433333333333,100
3-5-1,A,3-5-1,0.006672345432371721,0.03218473983097085,2026-08-09,1.4772572787270992,3,0.20731394652912596,1,0.002165414150304443,3まくり,221.4,13450,test,202608092307,13450,62.35433333333333,100
3-5-1,A,3-5-4,0.009176351153927287,0.04426306723478481,2026-08-09,3.348450536068067,3,0.20731394652912596,0,0.006453560143083449,3まくり,364.9,13450,test,202608092307,0,62.35433333333333,100
3-5-1,A,3-5-6,0.007570996893773775,0.03651947696008049,2026-08-09,1.941960703252973,3,0.20731394652912596,0,0.003686734650696568,3まくり,256.5,13450,test,202608092307,0,62.35433333333333,100
4-3-1,A,5-1-2,0.05670972926777797,0.5670972926777796,2026-08-09,5.540540549461907,5,0.1,0,0.046954917781405446,5頭展開,97.7,27230,test,202608092404,0,74.42166666666668,500
4-3-1,A,5-1-6,0.026804877930210958,0.2680487793021096,2026-08-09,2.608114622609526,5,0.1,0,0.016699009580576598,5頭展開,97.3,27230,test,202608092404,0,74.42166666666668,200
3-1-6,A,3-2-4,0.006364733293829992,0.028268002942173267,2026-08-10,1.1545626195007606,3,0.22515680739279936,0,0.00085677726995987,3まくり,181.4,1200,test,202608100512,0,65.64633333333333,100
3-1-6,A,3-4-1,0.020277406240910772,0.09005904141079615,2026-08-10,2.2244314646279117,3,0.22515680739279936,0,0.011264318901820714,3まくり,109.7,1200,test,202608100512,0,65.64633333333333,100
3-1-6,A,3-4-2,0.007435205987924827,0.03302234595533979,2026-08-10,1.5004245683632302,3,0.22515680739279936,0,0.002492154224916485,3まくり,201.8,1200,test,202608100512,0,65.64633333333333,100
3-1-6,A,3-4-5,0.012670137455104305,0.05627250449061707,2026-08-10,1.9005206182656458,3,0.22515680739279936,0,0.006043762538695609,3まくり,150.0,1200,test,202608100512,0,65.64633333333333,100
3-1-6,A,3-4-6,0.014050688021204237,0.06240401160375303,2026-08-10,2.3563003811559504,3,0.22515680739279936,0,0.008136175051925317,3まくり,167.7,1200,test,202608100512,0,65.64633333333333,100
3-1-6,A,3-5-4,0.015869710020411928,0.07048292345310386,2026-08-10,1.8710388114065664,3,0.22515680739279936,0,0.007451144665582261,3まくり,117.9,1200,test,202608100512,0,65.64633333333333,100
3-1-6,A,3-6-4,0.007395034777431158,0.032843931582890507,2026-08-10,1.3880480277238283,3,0.22515680739279936,0,0.0020784575668121494,3まくり,187.7,1200,test,202608100512,0,65.64633333333333,100
3-4-1,A,3-1-6,0.006144233393944614,0.028515825036226444,2026-08-10,2.092111470638141,3,0.21546749519394906,0,0.0032168231830283977,3まくり,340.5,10230,test,202608100808,0,64.08500000000001,100
3-4-1,A,3-2-4,0.015798131706295234,0.07332025506712667,2026-08-10,1.1453645487064044,3,0.21546749519394906,0,0.0020330706112783826,3まくり,72.5,10230,test,202608100808,0,64.08500000000001,100
3-4-1,A,3-2-6,0.0075946763649378714,0.035247434227151826,2026-08-10,3.7449349155508647,3,0.21546749519394906,0,0.00557800226691905,3まくり,493.1,10230,test,202608100808,0,64.08500000000001,100
3-4-1,A,3-4-1,0.014607768351985625,0.06779569391121716,2026-08-10,2.610408204499831,3,0.21546749519394906,1,0.009062510998873556,3まくり,178.7,10230,test,202608100808,10230,64.08500000000001,100
3-4-1,A,3-4-2,0.014621979364934494,0.06786164823502863,2026-08-10,1.6727544393485063,3,0.21546749519394906,0,0.005932578830233741,3まくり,114.4,10230,test,202608100808,0,64.08500000000001,100
3-4-1,A,3-4-6,0.009377287924157545,0.04352066150728096,2026-08-10,4.6239406754020855,3,0.21546749519394906,0,0.0073642362840928375,3まくり,493.1,10230,test,202608100808,0,64.08500000000001,100
3-4-1,A,3-5-6,0.009878361178905537,0.04584617819042131,2026-08-10,2.8252112971669834,3,0.21546749519394906,0,0.006404250165498187,3まくり,286.0,10230,test,202608100808,0,64.08500000000001,100
1-3-6,A,3-1-6,0.017790462572151514,0.05938178174537363,2026-08-10,1.207972408649088,3,0.2995946239612042,0,0.003108705659926576,3まくり,67.9,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-2-1,0.01377593095984847,0.045981903071906846,2026-08-10,1.44096237840015,3,0.2995946239612042,0,0.004256393613901062,3まくり,104.6,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-2-4,0.013550095317333997,0.0452280990165186,2026-08-10,2.5772281293569264,3,0.2995946239612042,0,0.008336300895121176,3まくり,190.2,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-2-5,0.008473811711807873,0.028284258241246626,2026-08-10,1.5854501712792528,3,0.2995946239612042,0,0.003145890227185668,3まくり,187.1,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-2-6,0.007915092824204854,0.026419341974673795,2026-08-10,3.323547476883618,3,0.2995946239612042,0,0.005546783186640291,3まくり,419.9,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-4-1,0.03042812373842558,0.10156431826482257,2026-08-10,2.9089286293934853,3,0.2995946239612042,0,0.02017894957075566,3まくり,95.6,2480,test,202608101310,0,81.47200000000001,200
1-3-6,A,3-4-2,0.014980348427722575,0.050002060216082,2026-08-10,3.306162897998372,3,0.2995946239612042,0,0.01049687254437129,3まくり,220.7,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-4-5,0.018716861463266656,0.06247395636074692,2026-08-10,3.011543009439605,3,0.2995946239612042,0,0.01258000631294312,3まくり,160.9,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-4-6,0.017482769372029344,0.05835474996471653,2026-08-10,4.393419943190974,3,0.2995946239612042,0,0.013557410879708246,3まくり,251.3,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-5-1,0.021970025241993332,0.07333250827904818,2026-08-10,1.3687325725761845,3,0.2995946239612042,0,0.006015213255728949,3まくり,62.3,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-5-2,0.010816264450617402,0.036102999137988694,2026-08-10,1.6051336444716224,3,0.2995946239612042,0,0.004105384290852256,3まくり,148.4,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-5-4,0.021609859763446294,0.07213033223935504,2026-08-10,3.35168924931052,3,0.2995946239612042,0,0.015260799800846984,3まくり,155.1,2480,test,202608101310,0,81.47200000000001,200
1-3-6,A,3-5-6,0.012623088025581517,0.042133893654968044,2026-08-10,1.8808401158116461,3,0.2995946239612042,0,0.005951622404132744,3まくり,149.0,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-6-1,0.007995866537727315,0.026688951997892778,2026-08-10,2.8089479147036056,3,0.2995946239612042,0,0.005163996330869556,3まくり,351.3,2480,test,202608101310,0,81.47200000000001,100
1-3-6,A,3-6-4,0.007864786347047587,0.02625142682155082,2026-08-10,4.836057124799561,3,0.2995946239612042,0,0.0062486677387189465,3まくり,614.9,2480,test,202608101310,0,81.47200000000001,100
2-1-4,A,3-4-2,0.012279264302701594,0.05894532703657026,2026-08-10,1.1812652259198935,3,0.20831616211211143,0,0.0019040464907551834,3まくり,96.2,11540,test,202608101405,0,62.556,100
2-1-4,A,3-5-4,0.016687650132077122,0.08010732322869973,2026-08-10,1.2932928852359769,3,0.20831616211211143,0,0.003833893924653292,3まくり,77.5,11540,test,202608101405,0,62.556,100
4-1-5,A,5-1-2,0.056331653728366696,0.5633165372836669,2026-08-10,3.171472104907045,5,0.1,0,0.03926712667101347,5頭展開,56.3,2030,test,202608101607,0,55.175000000000004,500
3-1-5,A,3-1-6,0.012935531332799618,0.052001685194019695,2026-08-10,1.1215105665537268,3,0.24875215648371396,0,0.0014178595863912115,3まくり,86.7,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-2-1,0.006979737933473096,0.02805900472235732,2026-08-10,1.611621488838938,3,0.24875215648371396,0,0.0026603805517135186,3まくり,230.9,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-2-4,0.009191097176540527,0.036948814058391,2026-08-10,1.8510869713552622,3,0.24875215648371396,0,0.004246940974826658,3まくり,201.4,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-4-2,0.013468834915750877,0.05414560060962806,2026-08-10,2.0768943440087853,3,0.24875215648371396,0,0.007029336449143508,3まくり,154.2,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-4-6,0.01934929395325691,0.07778543200096329,2026-08-10,1.6311454802595575,3,0.24875215648371396,0,0.007576776473704173,3まくり,84.3,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-5-1,0.014653959870591723,0.05890988073323952,2026-08-10,1.3408373281591426,3,0.24875215648371396,0,0.0037661583222004706,3まくり,91.5,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-5-4,0.019296708626524973,0.07757403553519886,2026-08-10,1.6209235246280977,3,0.24875215648371396,0,0.0074810063208204545,3まくり,84.0,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-5-6,0.007313078814219359,0.029399056947263705,2026-08-10,1.9021317995784555,3,0.24875215648371396,0,0.0034817900408276935,3まくり,260.1,2640,test,202608102007,0,69.77033333333335,100
3-1-5,A,3-6-4,0.007195604723683861,0.028926803390968647,2026-08-10,1.9356176706709585,3,0.24875215648371396,0,0.0034911107114588003,3まくり,269.0,2640,test,202608102007,0,69.77033333333335,100
1-3-2,A,3-1-4,0.02948789343659873,0.12899464788075055,2026-08-10,1.5982438242636512,3,0.22859780557608014,0,0.011245184666609984,3まくり,54.2,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-1-6,0.014355026952967725,0.06279599629923042,2026-08-10,2.2078031453664364,3,0.22859780557608014,0,0.007904470846638981,3まくり,153.8,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-2-1,0.011472223859633365,0.05018518804553996,2026-08-10,2.4699697969790635,3,0.22859780557608014,0,0.006859401759118354,3まくり,215.3,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-2-4,0.008109849432406346,0.035476497300440134,2026-08-10,1.2099895353150267,3,0.22859780557608014,0,0.0014169334366735948,3まくり,149.2,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-4-1,0.02547561104561435,0.1114429378769157,2026-08-10,3.367875780230217,3,0.22859780557608014,0,0.018047833690779096,3まくり,132.2,1160,test,202608102105,0,66.47933333333333,200
1-3-2,A,3-4-2,0.008980532609343676,0.03928529666639711,2026-08-10,1.6308647218568115,3,0.22859780557608014,0,0.003493160143171714,3まくり,181.6,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-4-5,0.012521256761631476,0.054774177425182015,2026-08-10,1.626511253335929,3,0.22859780557608014,0,0.004860444168626291,3まくり,129.9,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-4-6,0.00876698072484653,0.03835111497572435,2026-08-10,5.506540593276106,3,0.22859780557608014,0,0.00718631891767837,3まくり,628.1,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-5-4,0.015146642691271812,0.06625891553552479,2026-08-10,1.6661306960398994,3,0.22859780557608014,0,0.006111290789356875,3まくり,110.0,1160,test,202608102105,0,66.47933333333333,100
1-3-2,A,3-5-6,0.007373550251993106,0.03225556008033987,2026-08-10,1.7099263034372012,3,0.22859780557608014,0,0.0030746050387059384,3まくり,231.9,1160,test,202608102105,0,66.47933333333333,100
5-4-2,A,5-1-6,0.017391585657948457,0.17391585657948455,2026-08-10,1.4556757195702859,5,0.1,0,0.005509984517173952,5頭展開,83.7,1200,test,202608102305,0,68.28833333333334,100
1-3-6,A,3-4-2,0.008571520404481026,0.03890075853588276,2026-08-10,1.2162987453958576,3,0.2203432716247551,0,0.0015351223945767039,3まくり,141.9,4220,test,202608102307,0,64.82033333333334,100
1-2-4,A,5-1-2,0.08092723630830498,0.8092723630830497,2026-08-10,8.643028837726972,5,0.1,0,0.0722403481826746,5頭展開,106.8,680,test,202608102411,0,56.80833333333333,500
1-2-4,A,5-1-6,0.011265915263901874,0.11265915263901874,2026-08-10,4.3892005868161705,5,0.1,0,0.008721566100916548,5頭展開,389.6,680,test,202608102411,0,56.80833333333333,100
5-3-1,A,5-1-2,0.06154708948908375,0.6154708948908375,2026-08-11,9.88446257194685,5,0.1,0,0.05566705872147149,5頭展開,160.6,58150,test,202608110111,0,58.36566666666667,500
5-3-1,A,5-1-6,0.03392673967683548,0.33926739676835477,2026-08-11,4.919377253141144,5,0.1,0,0.027217897591257947,5頭展開,145.0,58150,test,202608110111,0,58.36566666666667,300
2-6-5,A,5-1-2,0.07248330058114313,0.7248330058114313,2026-08-11,9.08940589287535,5,0.1,0,0.06502737856009123,5頭展開,125.4,54620,test,202608110412,0,69.96166666666667,500
2-6-5,A,5-1-6,0.016716625505477006,0.16716625505477006,2026-08-11,3.2781302616240406,5,0.1,0,0.011676731223085806,5頭展開,196.1,54620,test,202608110412,0,69.96166666666667,100
3-4-6,A,3-4-6,0.019285434227163726,0.09416013940442658,2026-08-11,1.3384091353651626,3,0.2048152684261754,1,0.0049475019790228445,3まくり,69.4,4650,test,202608110509,4650,59.595333333333336,100
3-4-6,A,3-5-4,0.016327251831318702,0.07971696620461563,2026-08-11,1.5788452520885186,3,0.2048152684261754,0,0.006048539729242618,3まくり,96.7,4650,test,202608110509,0,59.595333333333336,100
3-1-5,A,3-2-1,0.012346399453844624,0.04112154696447223,2026-08-11,1.5260149724951955,3,0.30024160969701696,0,0.004290497328672068,3まくり,123.6,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-2-4,0.015117450271269569,0.05035094997833595,2026-08-11,1.3787114647397847,3,0.30024160969701696,0,0.004198574997115129,3まくり,91.2,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-4-2,0.018259094400729037,0.06081466995582274,2026-08-11,1.1795374982870956,3,0.30024160969701696,0,0.0028229166397342083,3まくり,64.6,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-4-6,0.022084128934131364,0.0735545248255801,2026-08-11,1.1594167690418966,3,0.30024160969701696,0,0.003095471243531973,3まくり,52.5,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-5-2,0.00862714371212714,0.028734004326825505,2026-08-11,1.2966596999327094,3,0.30024160969701696,0,0.0019870040183034786,3まくり,150.3,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-5-4,0.021074749118216614,0.07019263299142245,2026-08-11,1.7744938757538389,3,0.30024160969701696,0,0.009308820622041332,3まくり,84.2,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-5-6,0.01043441420973701,0.034753391511145634,2026-08-11,2.1912269840447722,3,0.30024160969701696,0,0.005699650641362547,3まくり,210.0,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-6-1,0.0075443743309717435,0.025127677468106447,2026-08-11,1.3293187571172211,3,0.30024160969701696,0,0.0018796732712170158,3まくり,176.2,1420,test,202608110707,0,79.85100000000001,100
3-1-5,A,3-6-4,0.00923764893584361,0.030767384124957248,2026-08-11,1.4900327733515744,3,0.30024160969701696,0,0.003056973009055361,3まくり,161.3,1420,test,202608110707,0,79.85100000000001,100
5-4-1,A,5-1-2,0.06934706337662588,0.6934706337662588,2026-08-11,6.636513965143097,5,0.1,0,0.059519682842060155,5頭展開,95.7,3080,test,202608110708,0,66.03333333333335,500
5-4-1,A,5-1-6,0.021166214788566635,0.21166214788566634,2026-08-11,4.760281705948636,5,0.1,0,0.016794469432553086,5頭展開,224.9,3080,test,202608110708,0,66.03333333333335,200
1-3-4,A,3-2-1,0.01101331599182842,0.03694463738529685,2026-08-11,1.7048613155350396,3,0.2981032369317956,0,0.00458297344301066,3まくり,154.8,490,test,202608110709,0,83.37866666666667,100
1-3-4,A,3-2-4,0.012970042547187463,0.04350855992266511,2026-08-11,2.6445916753715237,3,0.2981032369317956,0,0.00810542964697646,3まくり,203.9,490,test,202608110709,0,83.37866666666667,100
1-3-4,A,3-4-2,0.01661826523362434,0.05574667824699437,2026-08-11,1.7715070739043544,3,0.2981032369317956,0,0.0073059381998518405,3まくり,106.6,490,test,202608110709,0,83.37866666666667,100
1-3-4,A,3-4-6,0.02047274828058099,0.06867670573219924,2026-08-11,2.0595584770264477,3,0.2981032369317956,0,0.010638137319542648,3まくり,100.6,490,test,202608110709,0,83.37866666666667,100
1-3-4,A,3-5-2,0.008007964883453289,0.026863059139761933,2026-08-11,1.5191109383910888,3,0.2981032369317956,0,0.0027509853650826118,3まくり,189.7,490,test,202608110709,0,83.37866666666667,100
1-3-4,A,3-5-4,0.022371672349239268,0.0750467273669953,2026-08-11,1.494427712929183,3,0.2981032369317956,0,0.007514098980686672,3まくり,66.8,490,test,202608110709,0,83.37866666666667,100
1-3-4,A,3-5-6,0.009865352790672485,0.033093745952613135,2026-08-11,1.977016699250766,3,0.2981032369317956,0,0.004899782844788194,3まくり,200.4,490,test,202608110709,0,83.37866666666667,100
1-3-4,A,3-6-4,0.00813821334777983,0.027299983158659256,2026-08-11,2.8760445971053916,3,0.2981032369317956,0,0.005323622579754233,3まくり,353.4,490,test,202608110709,0,83.37866666666667,100
1-3-2,A,3-1-6,0.00906365713685672,0.04421976705520566,2026-08-11,1.2426273934630563,3,0.20496845054704385,0,0.0017827141327190028,3まくり,137.1,2260,test,202608111311,0,60.896,100
1-3-2,A,3-2-1,0.005173433848644224,0.025240147129164302,2026-08-11,2.6927723182193186,3,0.20496845054704385,0,0.0032584645201526826,3まくり,520.5,2260,test,202608111311,0,60.896,100
1-3-2,A,3-2-4,0.007745187344137337,0.037787217122762416,2026-08-11,3.177075848565136,3,0.20496845054704385,0,0.005320322210569736,3まくり,410.2,2260,test,202608111311,0,60.896,100
1-3-2,A,3-4-1,0.02354369550024169,0.11486497281608714,2026-08-11,1.975316052470278,3,0.20496845054704385,0,0.011764970476119154,3まくり,83.9,2260,test,202608111311,0,60.896,100
1-3-2,A,3-4-2,0.010679183915165117,0.05210159849802864,2026-08-11,3.2101626848986347,3,0.20496845054704385,0,0.007377045009675015,3まくり,300.6,2260,test,202608111311,0,60.896,100
1-3-2,A,3-4-5,0.019516641276479816,0.09521778217277593,2026-08-11,1.8931142038185422,3,0.20496845054704385,0,0.009303272956443148,3まくり,97.0,2260,test,202608111311,0,60.896,100
1-3-2,A,3-4-6,0.016309025431739645,0.07956846718708271,2026-08-11,5.228673553415731,3,0.20496845054704385,0,0.01323114378415435,3まくり,320.6,2260,test,202608111311,0,60.896,100
1-3-2,A,3-5-1,0.014266354070518546,0.0696026829126279,2026-08-11,1.5949783850839734,3,0.20496845054704385,0,0.005369841020613478,3まくり,111.8,2260,test,202608111311,0,60.896,100
1-3-2,A,3-5-2,0.006471074981256359,0.031571078202453084,2026-08-11,3.4050796551370968,3,0.20496845054704385,0,0.0045793595870851035,3まくり,526.2,2260,test,202608111311,0,60.896,100
1-3-2,A,3-5-4,0.021358267685769164,0.10420270841081011,2026-08-11,3.199468499328221,3,0.20496845054704385,0,0.014781374323442344,3まくり,149.8,2260,test,202608111311,0,60.896,100
1-3-2,A,3-5-6,0.009882489830532375,0.04821468769538349,2026-08-11,4.0537973284843805,3,0.20496845054704385,0,0.007462847821320578,3まくり,410.2,2260,test,202608111311,0,60.896,100
