actual_combo,band,combo,combo_prob,conditional_prob,date,ev,head,head_prob,hit,kelly_raw,model,odds_pre,payout100,period,race_code,return,score,stake
1-4-5,A,3-1-6,0.00985562431585898,0.0369126912307395,2026-08-03,1.6301202618430752,3,0.2669982596026915,0,0.003832848308047903,3まくり,165.4,2910,test,202608031301,0,72.24300000000001,100
1-4-5,A,3-4-6,0.020014623564065397,0.07496162556957595,2026-08-03,4.797505268306476,3,0.2669982596026915,0,0.01590911297991821,3まくり,239.7,2910,test,202608031301,0,72.24300000000001,100
1-4-5,A,3-5-6,0.01058105507242673,0.03962967806671076,2026-08-03,4.070531886362563,3,0.2669982596026915,0,0.008002428684812518,3まくり,384.7,2910,test,202608031301,0,72.24300000000001,100
1-4-5,A,3-6-4,0.007745607474572168,0.029009954919174637,2026-08-03,4.270927961479093,3,0.2669982596026915,0,0.005942819697454748,3まくり,551.4,2910,test,202608031301,0,72.24300000000001,100
4-5-6,A,5-1-2,0.06200372362204314,0.6200372362204314,2026-08-03,9.32536003275529,5,0.1,0,0.05572530142406486,5頭展開,150.4,7090,test,202608031304,0,72.271,400
4-5-6,A,5-1-6,0.010911802885215762,0.10911802885215761,2026-08-03,4.085379000224781,5,0.1,0,0.008262932512653403,5頭展開,374.4,7090,test,202608031304,0,72.271,100
5-4-6,A,5-1-2,0.09019580552537125,0.9019580552537124,2026-08-03,4.230183279139911,5,0.1,0,0.0703743633799545,5頭展開,46.9,9050,test,202608031707,0,61.86833333333334,400
4-1-5,A,5-1-2,0.051093043410955885,0.5109304341095589,2026-08-03,1.5583378240341546,5,0.1,0,0.018926705899462867,5頭展開,30.5,3800,test,202608031902,0,57.467333333333336,200
4-1-5,A,5-1-6,0.041445033201458474,0.4144503320145847,2026-08-03,1.438142652090609,5,0.1,0,0.013001265640670893,5頭展開,34.7,3800,test,202608031902,0,57.467333333333336,100
3-4-5,A,3-1-6,0.0069029814320604,0.03413563300130975,2026-08-03,1.1576299861565291,3,0.2022221598115828,0,0.000945590798779419,3まくり,167.7,870,test,202608031907,0,58.512666666666675,100
3-4-5,A,3-4-6,0.018047952029732917,0.08924814197686742,2026-08-03,1.5304663321213512,3,0.2022221598115828,0,0.00633014716135264,3まくり,84.8,870,test,202608031907,0,58.512666666666675,100
3-4-5,A,3-6-4,0.006100965358869052,0.030169618228553817,2026-08-03,1.4264057009035844,3,0.2022221598115828,0,0.001831639608692373,3まくり,233.8,870,test,202608031907,0,58.512666666666675,100
6-1-2,A,5-1-2,0.03279934032340114,0.32799340323401144,2026-08-03,3.5980876334771055,5,0.1,0,0.02390145016998257,5頭展開,109.7,7610,test,202608032006,0,68.752,200
6-1-2,A,5-1-6,0.06133574152108177,0.6133574152108177,2026-08-03,2.3552924744095396,5,0.1,0,0.036237766695442236,5頭展開,38.4,7610,test,202608032006,0,68.752,400
1-3-6,A,3-2-4,0.011312159960903711,0.055318127582996854,2026-08-04,2.68211312673027,3,0.2044928209822621,0,0.007124579105168446,3まくり,237.1,1110,test,202608040503,0,60.089,100
1-3-6,A,3-4-1,0.01970962100828941,0.09638294837743494,2026-08-04,1.606334112175587,3,0.2044928209822621,0,0.00753210077236754,3まくり,81.5,1110,test,202608040503,0,60.089,100
1-3-6,A,3-4-2,0.013867578768968557,0.06781450176273643,2026-08-04,4.254573166319553,3,0.2044928209822621,0,0.010642816109612666,3まくり,306.8,1110,test,202608040503,0,60.089,100
1-3-6,A,3-4-5,0.014428240005884994,0.0705562177517054,2026-08-04,4.06732085765898,3,0.2044928209822621,0,0.01091961857479167,3まくり,281.9,1110,test,202608040503,0,60.089,100
1-3-6,A,3-4-6,0.024113083489371582,0.11791652818689011,2026-08-04,1.3238082835664997,3,0.2044928209822621,0,0.00600757483425788,3まくり,54.9,1110,test,202608040503,0,60.089,100
1-3-6,A,3-5-1,0.007796336336363425,0.0381252324600661,2026-08-04,1.563945069074503,3,0.2044928209822621,0,0.00282537609756765,3まくり,200.6,1110,test,202608040503,0,60.089,100
1-3-6,A,3-5-2,0.00548545850822907,0.02682469967346621,2026-08-04,1.1003829767507514,3,0.2044928209822621,0,0.0005029207252041652,3まくり,200.6,1110,test,202608040503,0,60.089,100
1-3-6,A,3-5-4,0.013860453745082223,0.0677796593469875,2026-08-04,5.163019020043128,3,0.2044928209822621,0,0.011205973136051489,3まくり,372.5,1110,test,202608040503,0,60.089,100
1-3-6,A,3-5-6,0.00953816965383996,0.046643053814917596,2026-08-04,1.46315522489905,3,0.2044928209822621,0,0.0030390762788651575,3まくり,153.4,1110,test,202608040503,0,60.089,100
4-5-2,A,3-1-4,0.019367490456448748,0.09064059727606223,2026-08-04,1.2705073739430377,3,0.21367346463375098,0,0.00418742064927303,3まくり,65.6,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-1-5,0.00688023296452135,0.03219975384549728,2026-08-04,1.120789949920528,3,0.21367346463375098,0,0.000746077516494923,3まくり,162.9,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-1-6,0.010343931243528033,0.04840999448040095,2026-08-04,1.6519258195914268,3,0.21367346463375098,0,0.0041079131669277055,3まくり,159.7,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-2-1,0.010974938198070609,0.05136313120060231,2026-08-04,1.8646419998521964,3,0.21367346463375098,0,0.005119253995572506,3まくり,169.9,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-2-4,0.016652771727091467,0.0779356096258153,2026-08-04,4.5029094750055325,3,0.21367346463375098,0,0.013002633537511257,3まくり,270.4,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-2-5,0.005915838670220389,0.027686351603651342,2026-08-04,3.144268253222137,3,0.21367346463375098,0,0.004041975972143519,3まくり,531.5,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-2-6,0.008894034368910524,0.041624421563788594,2026-08-04,4.635570713076166,3,0.21367346463375098,0,0.006988794142783862,3まくり,521.2,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-4-1,0.023415891084819316,0.10958726730507012,2026-08-04,3.549849088458608,3,0.21367346463375098,0,0.01693126884766672,3まくり,151.6,16220,test,202608040612,0,63.795000000000016,200
4-5-2,A,3-4-2,0.018216662977913002,0.08525468059001826,2026-08-04,4.951288997396754,3,0.21367346463375098,0,0.014591170595999832,3まくり,271.8,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-4-5,0.01262190560686671,0.059071001766650845,2026-08-04,6.4535803367909494,3,0.21367346463375098,0,0.010687008302549381,3まくり,511.3,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-4-6,0.018976119621672314,0.08880896677647133,2026-08-04,7.8978609865400164,3,0.21367346463375098,0,0.016613345343304473,3まくり,416.2,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-1,0.007488459268467719,0.035046276248215394,2026-08-04,3.637893512621618,3,0.21367346463375098,0,0.00544119948973106,3まくり,485.8,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-2,0.005825733397177607,0.027264655474011527,2026-08-04,3.5542799456180583,3,0.21367346463375098,0,0.004193531350546804,3まくり,610.1,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-4,0.011362579044621696,0.05317730521240825,2026-08-04,9.385490290857522,3,0.21367346463375098,0,0.010164230655584874,3まくり,826.0,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-5-6,0.006068609490270035,0.02840132489390759,2026-08-04,6.202118899055975,3,0.21367346463375098,0,0.005095121350691454,3まくり,1022.0,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-6-1,0.005408577460166069,0.02531234970817126,2026-08-04,3.008791641090384,3,0.21367346463375098,0,0.003617488998902186,3まくり,556.3,16220,test,202608040612,0,63.795000000000016,100
4-5-2,A,3-6-4,0.00820668000009982,0.038407576786226395,2026-08-04,5.953946340072419,3,0.21367346463375098,0,0.006837745120872905,3まくり,725.5,16220,test,202608040612,0,63.795000000000016,100
3-1-2,A,3-2-4,0.014304502690709688,0.04693998750877421,2026-08-04,1.1057380579918588,3,0.3047402321535734,0,0.0013858198950440204,3まくり,77.3,1760,test,202608041003,0,86.16433333333333,100
3-1-2,A,3-4-1,0.0377125560729992,0.123753125100968,2026-08-04,1.7498626017871628,3,0.3047402321535734,0,0.016516797396193012,3まくり,46.4,1760,test,202608041003,0,86.16433333333333,100
3-1-2,A,3-4-2,0.01763625667623975,0.05787308276168795,2026-08-04,1.696607892254264,3,0.3047402321535734,0,0.007317309792586806,3まくり,96.2,1760,test,202608041003,0,86.16433333333333,100
3-1-2,A,3-4-5,0.02170042353737295,0.07120957867629718,2026-08-04,1.256454522813894,3,0.3047402321535734,0,0.004507109364040315,3まくり,57.9,1760,test,202608041003,0,86.16433333333333,100
3-1-2,A,3-4-6,0.021676018970694336,0.07112949549690813,2026-08-04,2.4320493285119045,3,0.3047402321535734,0,0.012878141443452378,3まくり,112.2,1760,test,202608041003,0,86.16433333333333,100
3-1-2,A,3-6-4,0.008945311149993496,0.029353889661295263,2026-08-04,1.54038258002888,3,0.3047402321535734,0,0.0031564403039070093,3まくり,172.2,1760,test,202608041003,0,86.16433333333333,100
1-2-4,A,5-1-2,0.06363429278461442,0.6363429278461442,2026-08-04,6.815232757232205,5,0.1,0,0.05480897980426207,5頭展開,107.1,2710,test,202608041004,0,60.37833333333333,400
1-2-4,A,5-1-6,0.02107945324079818,0.2107945324079818,2026-08-04,4.517326829503051,5,0.1,0,0.016490046082996018,5頭展開,214.3,2710,test,202608041004,0,60.37833333333333,100
2-4-1,A,5-1-2,0.09082298577928422,0.908229857792842,2026-08-04,1.7528836255401854,5,0.1,0,0.0411411817235074,5頭展開,19.3,11670,test,202608041005,0,65.11300000000001,400
4-1-3,A,5-1-2,0.03900003658801954,0.3900003658801954,2026-08-04,14.004913138757816,5,0.1,0,0.036316428759446566,5頭展開,359.1,2590,test,202608041208,0,71.08900000000001,400
4-1-3,A,5-1-6,0.037379241355705695,0.37379241355705695,2026-08-04,14.70125562519905,5,0.1,0,0.03492545405352804,5頭展開,393.3,2590,test,202608041208,0,71.08900000000001,400
3-4-5,A,3-2-4,0.010728910138611703,0.053216378481119764,2026-08-04,1.2885421076472654,3,0.20160917455925964,0,0.002422687721639508,3まくり,120.1,5650,test,202608041706,0,56.95433333333334,100
3-4-5,A,3-2-6,0.005163402049403435,0.025610947818675484,2026-08-04,1.62337360433244,3,0.20160917455925964,0,0.0019890670208437783,3まくり,314.4,5650,test,202608041706,0,56.95433333333334,100
3-4-5,A,3-4-2,0.013800230930133736,0.06845041134810752,2026-08-04,1.4752446864312965,3,0.20160917455925964,0,0.004487674092835661,3まくり,106.9,5650,test,202608041706,0,56.95433333333334,100
3-4-5,A,3-4-6,0.018718706893635192,0.09284650331293898,2026-08-04,1.460059137703545,3,0.20160917455925964,0,0.005974793996149935,3まくり,78.0,5650,test,202608041706,0,56.95433333333334,100
3-4-5,A,3-5-1,0.008110967146125159,0.04023114108698995,2026-08-04,1.3131655809576632,3,0.20160917455925964,0,0.0019463367368406663,3まくり,161.9,5650,test,202608041706,0,56.95433333333334,100
3-4-5,A,3-5-4,0.011065244977394504,0.05488463013443895,2026-08-04,2.1898119810263723,3,0.20160917455925964,0,0.006042722097645364,3まくり,197.9,5650,test,202608041706,0,56.95433333333334,100
3-4-5,A,3-5-6,0.005325266765709241,0.02641381165986555,2026-08-04,2.0331868511477884,3,0.20160917455925964,0,0.002713200764568772,3まくり,381.8,5650,test,202608041706,0,56.95433333333334,100
3-4-5,A,3-6-4,0.007732748415361925,0.03835514148731864,2026-08-04,2.0159275118848536,3,0.20160917455925964,0,0.003911927269483456,3まくり,260.7,5650,test,202608041706,0,56.95433333333334,100
3-1-6,A,3-2-4,0.00933193987006625,0.03800392367222149,2026-08-04,1.1487617980051554,3,0.2455520106437673,0,0.001218360344022567,3まくり,123.1,1370,test,202608042108,0,69.35666666666667,100
3-1-6,A,3-2-6,0.006364132603750795,0.025917656251585378,2026-08-04,1.4522950601759312,3,0.2455520106437673,0,0.0019907353000701198,3まくり,228.2,1370,test,202608042108,0,69.35666666666667,100
3-1-6,A,3-4-2,0.01206055223120625,0.0491160801314024,2026-08-04,1.1180131918328196,3,0.2455520106437673,0,0.001286948656846451,3まくり,92.7,1370,test,202608042108,0,69.35666666666667,100
5-4-6,A,5-1-2,0.04047067674340662,0.40470676743406614,2026-08-05,2.197557747166979,5,0.1,0,0.022468250415890793,5頭展開,54.3,1430,test,202608050401,0,77.97233333333334,200
5-4-6,A,5-1-6,0.05105586522409653,0.5105586522409653,2026-08-05,2.0677625415759096,5,0.1,0,0.02703196307787113,5頭展開,40.5,1430,test,202608050401,0,77.97233333333334,300
5-1-3,A,5-1-2,0.07477660270619883,0.7477660270619884,2026-08-05,5.638155844047392,5,0.1,0,0.0623408043554757,5頭展開,75.4,20600,test,202608050407,0,78.85233333333333,400
5-1-3,A,5-1-6,0.015170327801139733,0.15170327801139732,2026-08-05,1.545856402936139,5,0.1,0,0.005409875152984529,5頭展開,101.9,20600,test,202608050407,0,78.85233333333333,100
1-2-6,A,5-1-2,0.06011763766869865,0.6011763766869864,2026-08-05,5.969681420501775,5,0.1,0,0.05055627080876679,5頭展開,99.3,1970,test,202608050610,0,75.00633333333334,400
1-2-6,A,5-1-6,0.034382679883850284,0.3438267988385028,2026-08-05,5.353383257915489,5,0.1,0,0.02814080968271163,5頭展開,155.7,1970,test,202608050610,0,75.00633333333334,300
1-4-3,A,5-1-2,0.05938824122023269,0.5938824122023268,2026-08-05,5.439962895773314,5,0.1,0,0.0490062129776304,5頭展開,91.6,1210,test,202608050611,0,63.88100000000001,400
1-4-3,A,5-1-6,0.0310958151700088,0.310958151700088,2026-08-05,2.985198256320845,5,0.1,0,0.02089682375074574,5頭展開,96.0,1210,test,202608050611,0,63.88100000000001,200
2-4-1,A,5-1-2,0.08135319528404761,0.813531952840476,2026-08-05,5.4018521668607615,5,0.1,0,0.06730660805597494,5頭展開,66.4,5100,test,202608050907,0,56.44533333333334,400
2-4-1,A,5-1-6,0.010506912672885282,0.10506912672885282,2026-08-05,1.7063226180765698,5,0.1,0,0.004376224399483084,5頭展開,162.4,5100,test,202608050907,0,56.44533333333334,100
4-1-3,A,5-1-2,0.071960315502058,0.71960315502058,2026-08-05,5.5049641359074375,5,0.1,0,0.059668399151091886,5頭展開,76.5,3950,test,202608051402,0,56.82966666666667,400
4-1-3,A,5-1-6,0.01331326919961183,0.1331326919961183,2026-08-05,4.326812489873845,5,0.1,0,0.010267939783561249,5頭展開,325.0,3950,test,202608051402,0,56.82966666666667,100
3-1-4,A,3-1-5,0.010233360916328866,0.034214887536968525,2026-08-05,1.1297630451627068,3,0.29909088274137735,0,0.0011861338680320545,3まくり,110.4,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-2-1,0.011085538213874478,0.037064112794973084,2026-08-05,1.499873320337217,3,0.29909088274137735,0,0.0037220649317737673,3まくり,135.3,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-2-4,0.012843844519500476,0.0429429489851969,2026-08-05,1.9008889888860705,3,0.29909088274137735,0,0.006128496523034493,3まくり,148.0,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-4-2,0.014934989950546297,0.049934621255107,2026-08-05,1.5278494719408862,3,0.29909088274137735,0,0.005210754905635599,3まくり,102.3,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-4-5,0.012730620235953321,0.042564387517493925,2026-08-05,4.1081711501421365,3,0.29909088274137735,0,0.009661707025620568,3まくり,322.7,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-5-1,0.010193671792924469,0.03408218832848507,2026-08-05,3.289497887576726,3,0.29909088274137735,0,0.007116872513449567,3まくり,322.7,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-5-4,0.011810516825179926,0.03948805365422132,2026-08-05,4.79506983102305,3,0.29909088274137735,0,0.009370542792649506,3まくり,406.0,1720,test,202608051707,0,76.08033333333334,100
3-1-4,A,3-5-6,0.011883438246194178,0.039731863897936794,2026-08-05,4.154450010869485,3,0.29909088274137735,0,0.009048909956596341,3まくり,349.6,1720,test,202608051707,0,76.08033333333334,100
3-1-2,A,3-1-6,0.008055965574819439,0.027068521096803775,2026-08-05,1.4516849965824627,3,0.29761380557176725,0,0.00252056359700035,3まくり,180.2,4900,test,202608051709,0,84.23666666666666,100
3-1-2,A,3-6-4,0.01190908224477865,0.04001522114170496,2026-08-05,2.8808069950119557,3,0.29761380557176725,0,0.007807417995068309,3まくり,241.9,4900,test,202608051709,0,84.23666666666666,100
1-4-6,A,3-5-4,0.01635317496522382,0.06321943778806051,2026-08-06,1.2820889172735475,3,0.2586732109204591,0,0.0036445596546969953,3まくり,78.4,7370,test,202608060203,0,71.04100000000001,100
1-5-6,A,3-1-2,0.008214419752508605,0.0390512862046506,2026-08-06,1.1105895505391632,3,0.21034953136909365,0,0.00082406520520986,3まくり,135.2,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-1-4,0.016083107077374356,0.07645896319661316,2026-08-06,3.425701807480738,3,0.21034953136909365,0,0.011441989657928009,3まくり,213.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-1-6,0.008834372040004737,0.04199853445122892,2026-08-06,2.296053293197231,3,0.21034953136909365,0,0.005005999587474821,3まくり,259.9,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-2-1,0.008053506035789446,0.038286303674516936,2026-08-06,1.4013100502273637,3,0.21034953136909365,0,0.0023197112729905415,3まくり,174.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-2-4,0.009342167924060708,0.04441259204741608,2026-08-06,2.181396210268175,3,0.21034953136909365,0,0.005081274022658818,3まくり,233.5,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-2-5,0.00772024021857205,0.03670196062869087,2026-08-06,1.1047663752776602,3,0.21034953136909365,0,0.0007372721694416622,3まくり,143.1,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-1,0.017278009787373514,0.08213952118132528,2026-08-06,5.46676229672498,3,0.21034953136909365,0,0.014162214003566835,3まくり,316.4,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-2,0.010236779165373536,0.04866556677709628,2026-08-06,2.8652744883880525,3,0.21034953136909365,0,0.0066879687643888585,3まくり,279.9,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-5,0.016563020560806833,0.07874046808188143,2026-08-06,5.879872299086426,3,0.21034953136909365,0,0.013784949997419282,3まくり,355.0,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-4-6,0.0110093613868053,0.05233841651630553,2026-08-06,4.0063066086584485,3,0.21034953136909365,0,0.00828411851380118,3まくり,363.9,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-5-1,0.0186361554403082,0.088596134819088,2026-08-06,1.647436140923245,3,0.21034953136909365,0,0.00740773616616985,3まくり,88.4,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-5-2,0.011041445749927992,0.052490945323543016,2026-08-06,1.5800308868146955,3,0.21034953136909365,0,0.0040818500127705526,3まくり,143.1,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-5-4,0.02161817384981823,0.10277262663298026,2026-08-06,6.336286755381724,3,0.21034953136909365,0,0.018268698238211995,3まくり,293.1,2080,test,202608060211,0,63.147666666666666,100
1-5-6,A,3-5-6,0.011874757140892858,0.05645250105195908,2026-08-06,2.6860700652699645,3,0.21034953136909365,0,0.007486989632637498,3まくり,226.2,2080,test,202608060211,0,63.147666666666666,100
1-3-4,A,5-1-2,0.07204061391660771,0.7204061391660771,2026-08-06,6.505267436669676,5,0.1,0,0.06164913142967163,5頭展開,90.3,1530,test,202608061012,0,62.021,400
1-3-4,A,5-1-6,0.021413943421240964,0.21413943421240964,2026-08-06,4.165011995431367,5,0.1,0,0.01635665113918019,5頭展開,194.5,1530,test,202608061012,0,62.021,100
5-1-3,A,3-1-4,0.016302065557661168,0.07649772953755009,2026-08-06,1.103649838253661,3,0.21310522098121942,0,0.0015539705885106601,3まくり,67.7,3180,test,202608061204,0,63.59600000000001,100
5-1-3,A,3-1-6,0.008860270268025851,0.04157697416905,2026-08-06,1.3068898645338132,3,0.21310522098121942,0,0.0020948113620055508,3まくり,147.5,3180,test,202608061204,0,63.59600000000001,100
5-1-3,A,3-4-1,0.016889557833225106,0.07925454738020497,2026-08-06,1.7463802799554762,3,0.21310522098121942,0,0.007288869921440197,3まくり,103.4,3180,test,202608061204,0,63.59600000000001,100
5-1-3,A,3-4-2,0.009932479739408032,0.046608335983862936,2026-08-06,1.1998435525204902,3,0.21310522098121942,0,0.0016681431762979153,3まくり,120.8,3180,test,202608061204,0,63.59600000000001,100
5-1-3,A,3-4-5,0.01607652696174476,0.07543938570684552,2026-08-06,1.7716332711842726,3,0.21310522098121942,0,0.007066238747108724,3まくり,110.2,3180,test,202608061204,0,63.59600000000001,100
5-1-3,A,3-4-6,0.009806050344298638,0.046015063822217796,2026-08-06,2.2877515453248725,3,0.21310522098121942,0,0.005543484913150549,3まくり,233.3,3180,test,202608061204,0,63.59600000000001,100
5-1-3,A,3-5-4,0.02169043147310599,0.10178273142832821,2026-08-06,2.1126480254805236,3,0.21310522098121942,0,0.011541991965565596,3まくり,97.4,3180,test,202608061204,0,63.59600000000001,100
5-1-3,A,3-5-6,0.011788879415436819,0.055319524135336653,2026-08-06,1.3592577965998651,3,0.21310522098121942,0,0.0031431128311449267,3まくり,115.3,3180,test,202608061204,0,63.59600000000001,100
4-5-1,A,5-1-2,0.07215745307687838,0.7215745307687838,2026-08-06,5.678791557150328,5,0.1,0,0.06021610755663227,5頭展開,78.7,2400,test,202608061210,0,55.401,400
4-5-1,A,5-1-6,0.021129474847297693,0.2112947484729769,2026-08-06,3.414523135323307,5,0.1,0,0.015034390630904778,5頭展開,161.6,2400,test,202608061210,0,55.401,100
3-4-6,A,3-1-6,0.01824586715694015,0.0709661648355278,2026-08-07,1.1659109113284756,3,0.2571065690139383,0,0.0026376933438549376,3まくり,63.9,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-2-4,0.013943811076880776,0.054233585436414315,2026-08-07,1.1001666939658934,3,0.2571065690139383,0,0.0012858368930153195,3まくり,78.9,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-2-6,0.007906848652789426,0.03075319577836527,2026-08-07,1.9798749026584723,3,0.2571065690139383,0,0.003928929040330683,3まくり,250.4,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-4-1,0.03109823990579469,0.12095466881715024,2026-08-07,1.2781376601281618,3,0.2571065690139383,0,0.006936101250078847,3まくり,41.1,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-4-2,0.015032982487983852,0.05846984985890766,2026-08-07,1.4431663188464499,3,0.2571065690139383,0,0.0046649086194363145,3まくり,96.0,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-4-5,0.011964292611042562,0.04653437155234237,2026-08-07,2.153572669987661,3,0.2571065690139383,0,0.006444540055796989,3まくり,180.0,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-4-6,0.016085437181873895,0.06256330689474476,2026-08-07,2.3356054788080893,3,0.2571065690139383,1,0.009262173916838345,3まくり,145.2,15920,test,202608071003,15920,70.79866666666668,100
3-4-6,A,3-5-1,0.012733982952155684,0.04952803423496094,2026-08-07,1.6414104025328677,3,0.2571065690139383,0,0.00501493668907637,3まくり,128.9,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-5-4,0.011615539539970146,0.045177918185903845,2026-08-07,3.1640729706878674,3,0.2571065690139383,0,0.007973739759351024,3まくり,272.4,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-5-6,0.006586600510911425,0.025618172791821398,2026-08-07,2.278305116724262,3,0.2571065690139383,0,0.003706306514132392,3まくり,345.9,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-6-1,0.007830005853271642,0.030454320491699143,2026-08-07,1.4704750992444144,3,0.2571065690139383,0,0.002518603315012925,3まくり,187.8,15920,test,202608071003,0,70.79866666666668,100
3-4-6,A,3-6-4,0.007142285562073723,0.027779475217089938,2026-08-07,2.6833566856710975,3,0.2571065690139383,0,0.004492545197947952,3まくり,375.7,15920,test,202608071003,0,70.79866666666668,100
3-4-2,A,5-1-2,0.061204993856245477,0.6120499385624547,2026-08-07,4.327193065636555,5,0.1,0,0.0477359119890467,5頭展開,70.7,9810,test,202608071201,0,59.248999999999995,400
3-4-2,A,5-1-6,0.02624350218519298,0.2624350218519298,2026-08-07,2.808054733815649,5,0.1,0,0.01705712013033631,5頭展開,107.0,9810,test,202608071201,0,59.248999999999995,200
4-6-5,A,5-1-2,0.059944154642127226,0.5994415464212722,2026-08-07,12.738132861452035,5,0.1,0,0.05549944615343752,5頭展開,212.5,8050,test,202608071802,0,58.294000000000004,400
4-6-5,A,5-1-6,0.031910685301258526,0.31910685301258523,2026-08-07,10.878352619199031,5,0.1,0,0.02906252609355408,5頭展開,340.9,8050,test,202608071802,0,58.294000000000004,300
5-1-2,A,5-1-2,0.08751546357305434,0.8751546357305434,2026-08-07,1.5227690661711455,5,0.1,1,0.031876162571411314,5頭展開,17.4,1330,test,202608072002,3990,57.58000000000001,300
5-1-2,A,5-1-6,0.007774044093230251,0.07774044093230251,2026-08-07,1.2959331503414826,5,0.1,0,0.0017859574552895753,5頭展開,166.7,1330,test,202608072002,0,57.58000000000001,100
1-5-2,A,5-1-2,0.07650938851952407,0.7650938851952407,2026-08-07,4.200365429721872,5,0.1,0,0.0593759819985505,5頭展開,54.9,1920,test,202608072006,0,71.292,400
1-5-2,A,5-1-6,0.013159667965298423,0.13159667965298422,2026-08-07,4.251888719587921,5,0.1,0,0.0100958979186213,5頭展開,323.1,1920,test,202608072006,0,71.292,100
2-3-1,A,3-4-1,0.014556743829546233,0.07059810009275388,2026-08-08,1.1179579261091506,3,0.20619172202114716,0,0.0015561731676668941,3まくり,76.8,4620,test,202608080402,0,61.936000000000014,100
2-3-1,A,3-4-6,0.016015376864305538,0.07767225913493749,2026-08-08,1.8481744901408592,3,0.20619172202114716,0,0.007414112676056461,3まくり,115.4,4620,test,202608080402,0,61.936000000000014,100
2-3-1,A,3-6-4,0.00814766922789193,0.039515016160815125,2026-08-08,1.1960778426545355,3,0.20619172202114716,0,0.0013448411704700654,3まくり,146.8,4620,test,202608080402,0,61.936000000000014,100
1-3-6,A,3-2-4,0.011991482278265604,0.04017561140009146,2026-08-08,1.4581642450370975,3,0.2984766593555389,0,0.0037990401744369615,3まくり,121.6,490,test,202608080508,0,75.91766666666666,100
1-3-6,A,3-4-1,0.03256370545458539,0.10909967139439272,2026-08-08,2.132922707275343,3,0.2984766593555389,0,0.01756469313605183,3まくり,65.5,490,test,202608080508,0,75.91766666666666,200
1-3-6,A,3-4-2,0.013282686487769145,0.04450159190487018,2026-08-08,1.6576792736735892,3,0.2984766593555389,0,0.0053124335514829505,3まくり,124.8,490,test,202608080508,0,75.91766666666666,100
1-3-6,A,3-4-5,0.01329570299409682,0.044545201701213316,2026-08-08,2.5221948579801667,3,0.2984766593555389,0,0.0080667454053003,3まくり,189.7,490,test,202608080508,0,75.91766666666666,100
1-3-6,A,3-4-6,0.020009663893618135,0.06703929190584734,2026-08-08,2.7373220206469613,3,0.2984766593555389,0,0.01279324021094964,3まくり,136.8,490,test,202608080508,0,75.91766666666666,100
1-3-6,A,3-5-1,0.016978916550346917,0.05688524049755596,2026-08-08,1.5382898394614306,3,0.2984766593555389,0,0.0060076991011320385,3まくり,90.6,490,test,202608080508,0,75.91766666666666,100
