combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,day_cat,score3,p3,actual_combo,hit,payout100,return,composite_odds,tickets
3-1-5,96.5,0.133193575217297,0.017999782070291247,0.030223970916191934,87,1.7369789697831053,2200,2026-08-03,202608030102,01,02R,3日目以降,60.19,0.1351,2-3-5,0,0,0,39.64,3
3-1-4,111.5,0.10718971561355972,0.01448562003139332,0.026157965860201988,70,1.615146633500355,1800,2026-08-03,202608030102,01,02R,3日目以降,60.19,0.1351,2-3-5,0,0,0,39.64,3
3-4-1,169.7,0.05669846568526678,0.007662231638348236,0.01718687798121698,37,1.3002807090276955,1000,2026-08-03,202608030102,01,02R,3日目以降,60.19,0.1351,2-3-5,0,0,0,39.64,3
3-5-2,194.9,0.041459669368057075,0.005610479923216491,0.019510429509673254,27,1.0934825370348942,2400,2026-08-03,202608030411,04,11R,初日,60.4,0.1353,1-3-4,0,0,0,36.26,4
3-4-2,134.9,0.05530611492472776,0.007484233524914633,0.028188159462085374,36,1.009623102510984,900,2026-08-03,202608030411,04,11R,初日,60.4,0.1353,1-3-4,0,0,0,36.26,4
3-2-4,127.3,0.05685338668279513,0.007693616215773358,0.029871034653851665,37,0.9793973442679484,900,2026-08-03,202608030411,04,11R,初日,60.4,0.1353,1-3-4,0,0,0,36.26,4
3-2-1,139.3,0.04918837000368782,0.006656357046929523,0.02729779405194054,32,0.9272305366372826,800,2026-08-03,202608030411,04,11R,初日,60.4,0.1353,1-3-4,0,0,0,36.26,4
3-1-5,82.9,0.13314701714088018,0.01805386325534147,0.026412028409563044,87,1.496665263867808,2600,2026-08-03,202608030501,05,01R,3日目以降,60.55,0.1356,1-3-6,0,0,0,26.32,4
3-1-4,92.9,0.10715809426932386,0.014529935571852755,0.023568968300891023,70,1.3498310146251211,1900,2026-08-03,202608030501,05,01R,3日目以降,60.55,0.1356,1-3-6,0,0,0,26.32,4
3-4-2,137.1,0.05515689174605066,0.007478913178499827,0.015970511707897712,36,1.0253589967723262,300,2026-08-03,202608030501,05,01R,3日目以降,60.55,0.1356,1-3-6,0,0,0,26.32,4
3-4-1,127.0,0.056699121923919245,0.007688029487204213,0.017240607520888,37,0.976379744874935,200,2026-08-03,202608030501,05,01R,3日目以降,60.55,0.1356,1-3-6,0,0,0,26.32,4
3-4-6,279.6,0.04433876525101023,0.006047784172336044,0.005236404926462604,29,1.6909604545851582,1800,2026-08-03,202608031307,13,07R,3日目以降,61.6,0.1364,2-3-5,0,0,0,28.55,7
3-6-1,383.5,0.03058097988809185,0.004171229512024242,0.0038177283375200625,20,1.5996665178612968,1600,2026-08-03,202608031307,13,07R,3日目以降,61.6,0.1364,2-3-5,0,0,0,28.55,7
3-6-4,419.4,0.021416683195329973,0.002921224281267076,0.0034909366176417364,14,1.2251614635634116,600,2026-08-03,202608031307,13,07R,3日目以降,61.6,0.1364,2-3-5,0,0,0,28.55,7
3-4-2,144.3,0.055085755297112265,0.007513667940932601,0.010146214951066834,36,1.0842222838765745,300,2026-08-03,202608031307,13,07R,3日目以降,61.6,0.1364,2-3-5,0,0,0,28.55,7
3-1-6,116.7,0.06732880407830492,0.009183613331176593,0.012545833911216317,44,1.0717276757483085,300,2026-08-03,202608031307,13,07R,3日目以降,61.6,0.1364,2-3-5,0,0,0,28.55,7
3-4-1,122.0,0.056635124396690176,0.007725001068151797,0.012000809979007739,37,0.9424501303145193,200,2026-08-03,202608031307,13,07R,3日目以降,61.6,0.1364,2-3-5,0,0,0,28.55,7
3-6-2,362.7,0.018369913479857437,0.0025056465005672,0.004036666163327665,12,0.9087979857557233,200,2026-08-03,202608031307,13,07R,3日目以降,61.6,0.1364,2-3-5,0,0,0,28.55,7
3-4-2,369.8,0.05508371291408725,0.00748356972930025,0.009978994840893882,36,2.767424085895233,2200,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-2-4,228.2,0.05668605855542078,0.007701261397181504,0.01617104422507694,37,1.757427850836819,1000,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-2-1,256.8,0.04903047405731909,0.006661188072795227,0.014370063443000613,32,1.7105930970938144,900,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-4-1,147.9,0.056793292954671254,0.007715830061160676,0.024950860663708975,37,1.141171266045664,300,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-5-2,196.7,0.041450512527988925,0.005631388742843947,0.01876071322909282,27,1.1076941657174044,200,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-2-5,228.2,0.03378529519664216,0.0045900067198339466,0.01617104422507694,22,1.0474395334661066,200,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-5-4,215.0,0.03379742132673389,0.004591654153082129,0.017163871126337476,22,0.9872056429126578,100,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-4-6,152.8,0.04456977996819972,0.006055166555889362,0.024150734896351812,29,0.9252294497398946,100,2026-08-03,202608031709,17,09R,初日,60.72,0.1359,1-3-5,0,0,0,26.04,8
3-1-6,167.7,0.06732490707118187,0.010187610723845735,0.012226766453015984,44,1.7084623183889296,2900,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,3-4-5,0,0,0,37.17,4
3-6-1,297.0,0.030618672371929816,0.004633220134658189,0.006903800451753469,20,1.376066379993482,1600,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,3-4-5,0,0,0,37.17,4
3-1-2,68.2,0.1026572816787931,0.015534108685898043,0.03006493745118446,67,1.0594262123782465,300,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,3-4-5,0,0,0,37.17,4
3-6-2,343.4,0.018393538480810958,0.002783311823638428,0.005970963116397147,12,0.9557892802374361,200,2026-08-03,202608031907,19,07R,初日,67.77,0.1513,3-4-5,0,0,0,37.17,4
3-1-6,306.3,0.067426554248495,0.00911401545368144,0.02054912909552819,44,2.791622933462625,800,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-6-1,666.3,0.03064972815797318,0.004142909261734042,0.009446492934054158,20,2.760420441093392,800,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-2-6,451.7,0.03375797820932857,0.0045630499513732645,0.013934465888776367,22,2.0611296630353033,600,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-4-6,313.5,0.044520026716026555,0.006017750958958922,0.020077187374673955,29,1.886564925633622,500,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-1-2,127.5,0.10289302303171001,0.01390800126803064,0.04936626072125714,67,1.7732701616739066,400,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-6-4,592.3,0.021503837636270257,0.0029066635647453124,0.01062670646962736,14,1.7216168293986485,400,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-6-2,683.4,0.018433100742215467,0.0024915935108395138,0.009210123268891257,12,1.7027550053077236,400,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-2-4,203.4,0.05686650293060477,0.0076866183105882375,0.030944927443265904,37,1.5634581643736476,300,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-2-1,225.8,0.04919542110450836,0.0066497218075898205,0.027875102931622164,32,1.5015071841537815,300,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-4-2,167.6,0.055420517644115236,0.007491165163178501,0.037554882111934876,36,1.2555192813487168,200,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-5-2,185.1,0.041636693893011674,0.0056280122247175665,0.03400431249033109,27,1.0417450627952216,100,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-6-5,701.4,0.010796626128192214,0.0014593748483322652,0.008973764245737504,7,1.0236055186202508,100,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-2-5,213.2,0.0339483664833628,0.004588784644345306,0.02952250582532967,22,0.9783288861744192,100,2026-08-03,202608032104,21,04R,2日目,60.21,0.1352,1-3-5,0,0,0,20.84,13
3-6-1,233.0,0.03066469044674709,0.004186594546206991,0.010671530327417734,20,0.975476529266229,2500,2026-08-04,202608042103,21,03R,3日目以降,62.28,0.1365,1-3-4,0,0,0,94.4,2
3-4-6,158.7,0.0444661705799536,0.006070885586275062,0.015667716233700894,29,0.9634495425418523,2500,2026-08-04,202608042103,21,03R,3日目以降,62.28,0.1365,1-3-4,0,0,0,94.4,2
3-2-6,228.2,0.033668741303054306,0.004971575116418679,0.006628194187571594,22,1.1345134415667426,2500,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,3-1-6,0,0,0,24.19,5
3-2-4,123.1,0.0566386222497545,0.008363341013273122,0.012287196698650187,37,1.0295272787339214,700,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,3-1-6,0,0,0,24.19,5
3-2-1,138.5,0.048988347687147805,0.007233690388473082,0.010920966885226266,32,1.0018661188035218,600,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,3-1-6,0,0,0,24.19,5
3-1-2,61.9,0.10258852449305901,0.015148370145739087,0.024435442869205782,67,0.9376841120212495,600,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,3-1-6,0,0,0,24.19,5
3-2-5,183.3,0.03368857153466207,0.004974503277145765,0.008251794400457379,22,0.9118264507008187,600,2026-08-04,202608042108,21,08R,3日目以降,66.98,0.1477,3-1-6,0,0,0,24.19,5
3-2-4,256.1,0.05664297086490142,0.007796282592749804,0.012643239563803744,37,1.996627972003225,2000,2026-08-05,202608050609,06,09R,3日目以降,63.59,0.1376,1-3-6,0,0,0,42.34,5
3-4-2,252.1,0.05511870346626246,0.007586483932735157,0.012843846300238554,36,1.912552599442533,1900,2026-08-05,202608050609,06,09R,3日目以降,63.59,0.1376,1-3-6,0,0,0,42.34,5
3-2-5,264.5,0.033737303390919474,0.0046435691337639055,0.012241715131531718,22,1.228224035880553,500,2026-08-05,202608050609,06,09R,3日目以降,63.59,0.1376,1-3-6,0,0,0,42.34,5
3-5-2,202.3,0.041416862336702887,0.00570057604591559,0.016005603817548883,27,1.1532265340887238,400,2026-08-05,202608050609,06,09R,3日目以降,63.59,0.1376,1-3-6,0,0,0,42.34,5
3-2-1,142.4,0.04913268150375591,0.006762573779127273,0.022738298120015023,32,0.9629905061477237,200,2026-08-05,202608050609,06,09R,3日目以降,63.59,0.1376,1-3-6,0,0,0,42.34,5
3-4-2,187.5,0.05510211419657404,0.007989843592770926,0.011485599844500101,36,1.4980956736445485,1800,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,1-2-3,0,0,0,27.1,7
3-2-6,282.9,0.033680762224219445,0.004883733159435691,0.007612407107966664,22,1.3816081108043567,1400,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,1-2-3,0,0,0,27.1,7
3-6-2,474.3,0.01837606693919927,0.002664542056784085,0.004540480646940267,12,1.2637922975326916,1000,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,1-2-3,0,0,0,27.1,7
3-4-6,162.9,0.044436275706697316,0.006443289843202284,0.013220073485842658,29,1.049611915457652,200,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,1-2-3,0,0,0,27.1,7
3-2-4,117.7,0.0567120237084417,0.008223281554015915,0.01829694112866414,37,0.9678802389076733,200,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,1-2-3,0,0,0,27.1,7
3-6-4,293.2,0.021463755557349543,0.003112258981659057,0.007344986257993755,14,0.9125143334224355,200,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,1-2-3,0,0,0,27.1,7
3-2-1,126.9,0.04906223449090467,0.007114056976030728,0.016970448942819297,32,0.9027738302582995,200,2026-08-05,202608051004,10,04R,2日目,66.3,0.145,1-2-3,0,0,0,27.1,7
3-5-2,69.2,0.10045308760844643,0.013693421071526716,0.04040497868717869,27,0.9475847381496488,5000,2026-08-05,202608051010,10,10R,2日目,61.36,0.1363,4-3-6,0,0,0,69.2,1
3-1-5,110.4,0.13307401388384668,0.018574111674194867,0.020434886739946798,87,2.0505819288311136,1000,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-5-2,331.2,0.04130456951344508,0.005765180326392789,0.0068116289133155995,27,1.9094277241012916,900,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-5-4,406.0,0.033655654089304404,0.004697565356888167,0.005556678561798341,22,1.907211534896596,900,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-5-1,322.7,0.039780043345951366,0.005552391078824314,0.006991048949767978,26,1.791756601136606,800,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-4-5,322.7,0.03519989067419564,0.0049131057313160625,0.006991048949767978,23,1.5854592194956934,600,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-2-5,267.8,0.033690677741556714,0.004702453863736247,0.008424240089955662,22,1.259317144708567,300,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-2-4,148.0,0.05667472758374996,0.007910505503831692,0.015243320919527882,37,1.1707548145670903,300,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-5-6,349.6,0.019926145003095013,0.002781237536328744,0.006453122128404252,13,0.9723206427005291,100,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-2-1,135.3,0.04905861548234594,0.006847469133574306,0.016674142617074103,32,0.9264625737726037,100,2026-08-05,202608051707,17,07R,3日目以降,64.35,0.1396,3-1-4,0,0,0,24.11,9
3-1-6,180.2,0.0672617337353987,0.011230400843213523,0.007054449585768328,44,2.023718231947077,3200,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,3-1-2,0,0,0,36.03,4
3-6-1,267.6,0.030592371515665653,0.005107875991079616,0.004750417845125009,20,1.3668676152129056,1200,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,3-1-2,0,0,0,36.03,4
3-1-2,64.9,0.10252930979011382,0.017118875520673784,0.019587239065569372,67,1.1110150212917287,400,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,3-1-2,1,4900,19600,36.03,4
3-6-2,327.0,0.018368091577481354,0.003066840827378311,0.0038874979062857875,12,1.0028569505527078,200,2026-08-05,202608051709,17,09R,3日目以降,71.32,0.167,3-1-2,0,0,0,36.03,4
3-1-5,97.4,0.1331020130942617,0.01804589590601212,0.02272732209267588,87,1.7576702612455806,4200,2026-08-06,202608060203,02,03R,初日,60.53,0.1356,1-4-6,0,0,0,44.43,2
3-1-2,81.7,0.10262100459462777,0.013913297955708248,0.027094751185148477,67,1.1367164429813639,800,2026-08-06,202608060203,02,03R,初日,60.53,0.1356,1-4-6,0,0,0,44.43,2
3-4-6,244.1,0.044488408061117445,0.006089482753141559,0.01748841000399075,29,1.4864427400418545,1300,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-6-1,323.5,0.030695524225990978,0.004201540884898006,0.013196046003011259,20,1.3591984762645049,900,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-1-4,92.1,0.10743634726700638,0.01470566856076733,0.046350932486147044,70,1.354392074446671,900,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-4-1,162.7,0.05680901361148739,0.007775902166130405,0.026237989440529456,37,1.2651392824294168,700,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-6-4,380.6,0.021511038685626125,0.0029443871962855526,0.01121629238563884,14,1.1206337669062814,400,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-1-6,119.8,0.06761079365170695,0.009254427834384979,0.03563373023350703,44,1.1086804545593205,400,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-6-2,369.7,0.018461642582311602,0.0025269920637575297,0.011546986426762624,12,0.9342289659711587,200,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-4-2,121.5,0.05539096367990191,0.007581802377492869,0.03513515129196825,36,0.9211889888653836,200,2026-08-06,202608060406,04,06R,3日目以降,63.0,0.1369,2-5-1,0,0,0,21.69,8
3-5-4,283.0,0.03368472139807578,0.005058894984428303,0.007936564467454443,22,1.4316672805932098,2200,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,2-1-3,0,0,0,24.63,5
3-4-5,238.7,0.03522942901245818,0.005290884838536276,0.00940950039501302,23,1.262934210958609,1400,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,2-1-3,0,0,0,24.63,5
3-1-5,55.3,0.1333204969963783,0.020022561137020257,0.04061569157847392,87,1.1072476308772201,600,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,2-1-3,0,0,0,24.63,5
3-4-6,165.3,0.04444076587055981,0.006674277186676399,0.013587705652084739,29,1.1032580189576089,600,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,2-1-3,0,0,0,24.63,5
3-4-1,114.3,0.05672855525441041,0.008519702456758168,0.019650461454852212,37,0.9738019908074587,200,2026-08-06,202608061207,12,07R,3日目以降,67.5,0.1502,2-1-3,0,0,0,24.63,5
3-4-2,229.0,0.05506970222423544,0.00826214932110648,0.008831869609276588,36,1.8920321945333838,1800,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,3-1-5,0,0,0,48.91,4
3-4-6,272.3,0.044365526264106975,0.006656193658192823,0.00742746287375813,29,1.8124815331259057,1600,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,3-1-5,0,0,0,48.91,4
3-4-1,179.9,0.056625860720961985,0.008495620964278085,0.011242346528762307,37,1.5283622114736275,1100,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,3-1-5,0,0,0,48.91,4
3-2-4,146.0,0.05665774323041091,0.008500404321426559,0.013852726989892731,37,1.2410590309282776,500,2026-08-06,202608061706,17,06R,3日目以降,67.46,0.15,3-1-5,0,0,0,48.91,4
3-6-1,261.3,0.030636402049134755,0.004384927062948069,0.008355417772908295,20,1.1457814415483305,5000,2026-08-07,202608070404,04,04R,3日目以降,65.71,0.1431,1-2-5,0,0,0,261.3,1
3-4-6,250.4,0.04435778663788255,0.00605081522263912,0.0067937809766335875,29,1.5151241317488358,3600,2026-08-07,202608071010,10,10R,3日目以降,61.65,0.1364,3-1-2,0,0,0,55.16,3
3-4-1,148.3,0.056628654543373416,0.007724675889395829,0.011471090738698923,37,1.1455694343974014,1100,2026-08-07,202608071010,10,10R,3日目以降,61.65,0.1364,3-1-2,0,0,0,55.16,3
3-4-2,135.3,0.055115398656673524,0.007518253692775852,0.012573265015144495,36,1.017219724632573,300,2026-08-07,202608071010,10,10R,3日目以降,61.65,0.1364,3-1-2,0,0,0,55.16,3
3-1-5,101.8,0.13308309411859523,0.01828408259996198,0.021178330959983362,87,1.8613196086761294,2900,2026-08-07,202608071203,12,03R,3日目以降,63.33,0.1374,1-3-2,0,0,0,28.95,4
3-4-1,174.9,0.05663910572875939,0.007781560042553268,0.01232678154217442,37,1.3609948514425667,1300,2026-08-07,202608071203,12,03R,3日目以降,63.33,0.1374,1-3-2,0,0,0,28.95,4
3-4-5,237.6,0.03522532984253354,0.004839554150114973,0.009073880857433948,23,1.1498780660673176,600,2026-08-07,202608071203,12,03R,3日目以降,63.33,0.1374,1-3-2,0,0,0,28.95,4
3-1-4,67.6,0.10725975953597296,0.01473625418762912,0.0318928120077856,70,0.9961707830837284,200,2026-08-07,202608071203,12,03R,3日目以降,63.33,0.1374,1-3-2,0,0,0,28.95,4
3-6-1,440.1,0.030596489964201775,0.004188130214970514,0.00508761581902022,20,1.843196107608523,2900,2026-08-07,202608071209,12,09R,3日目以降,62.93,0.1369,1-3-4,0,0,0,80.07,3
3-6-2,609.8,0.018365457020761675,0.0025139133786387905,0.0036717935748619202,12,1.5329843782939343,1900,2026-08-07,202608071209,12,09R,3日目以降,62.93,0.1369,1-3-4,0,0,0,80.07,3
3-2-4,116.6,0.05672308902066969,0.007764409685290078,0.019202913567331035,37,0.905330169304823,200,2026-08-07,202608071209,12,09R,3日目以降,62.93,0.1369,1-3-4,0,0,0,80.07,3
3-4-2,370.7,0.055256229947668295,0.007679091481081377,0.02410382696534149,36,2.8466392120368664,700,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-5-2,449.1,0.04146437849149841,0.00576240463643567,0.019895988991431954,27,2.5878959222232596,600,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-2-4,271.9,0.05688992253690269,0.007906129678522226,0.03286240770890802,37,2.149676659590193,500,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-2-5,436.6,0.03383774800155405,0.00470251341185967,0.020465617627237954,22,2.053117355617932,400,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-5-4,393.0,0.03386547912611315,0.004706367273090598,0.022736103450514227,22,1.8496023383246052,400,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-5-6,655.0,0.02001394396421751,0.002781386039981689,0.013641662070308536,13,1.8218078561880062,300,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-4-6,278.7,0.04466638898291915,0.0062073957534606525,0.032060597976505525,29,1.7300011964894837,300,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-1-2,115.9,0.10323169235453591,0.01434635714539518,0.07709481152762805,67,1.6627427931513015,300,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-6-2,618.9,0.01849694498426392,0.002570565034733894,0.014437370586608645,12,1.590922699996807,300,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-2-1,228.4,0.049332778366923014,0.006855895135341207,0.03912122879182176,32,1.5658864489119317,300,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-2-6,309.4,0.03394051184636315,0.004716794751103844,0.02887940742098284,22,1.4593762959915293,200,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-1-5,76.9,0.13424358608380899,0.01865615477679712,0.11619361061186073,87,1.4346583023356987,200,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-5-1,225.8,0.04017797489670935,0.0055836300277565636,0.03957169466807834,26,1.260783660267432,200,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-4-5,254.3,0.03554365559250159,0.00493958750217607,0.03513680163606799,23,1.2561371018033747,200,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-4-1,129.2,0.05733323457623446,0.007967737821312956,0.06915858092919576,37,1.029431726513634,100,2026-08-07,202608071211,12,11R,3日目以降,64.1,0.139,1-4-6,0,0,0,15.26,15
3-1-5,143.1,0.13310126403002145,0.02309468320311512,0.02266599245800742,87,3.3048491663657735,1600,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-1-6,250.1,0.0673339704006393,0.01168326030968381,0.01296882655234251,44,2.921983403451921,1300,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-6-1,383.3,0.030637704419697674,0.005316013208439578,0.008462049362746834,20,2.0376278627948903,800,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-5-1,293.3,0.03982972403091917,0.006910940067061294,0.011058655031506517,26,2.0269787216690776,700,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-5-6,330.0,0.01996737463875053,0.0034645816104033915,0.00982879854769958,13,1.1433119314331193,200,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-5-2,151.3,0.04148320689561638,0.0071978393930763225,0.021437564578591282,27,1.0890331001724476,200,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-6-5,505.6,0.01076537596677797,0.0018679232637421731,0.006415157279946323,7,0.9444220021480427,100,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-5-4,158.4,0.03383788291469973,0.005871282980474382,0.020476663641040792,22,0.9300112241071421,100,2026-08-07,202608071406,14,06R,3日目以降,73.69,0.1735,3-2-5,0,0,0,28.62,8
3-5-2,293.7,0.041387978533990545,0.006208359139919746,0.013640742470475907,27,1.8233950793944294,1400,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-1-5,78.3,0.13344935389446794,0.02001792658915884,0.051165850109562885,87,1.5674036519311372,1000,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-2-5,268.6,0.033769959521571455,0.0050656264035288555,0.014915435828662598,22,1.3606272519878506,600,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-2-4,153.8,0.05680670136202097,0.008521228049829813,0.02604867401546667,37,1.3105648740638254,600,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-5-4,243.8,0.033788490681941966,0.005068406150279837,0.016432674583998254,22,1.2356774194382243,500,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-4-2,148.0,0.055292451913643806,0.008294084692363583,0.02706950042958631,36,1.2275245344698102,400,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-5-1,185.0,0.0399591523706097,0.0059940296103077415,0.02165560034366905,26,1.1088954779069322,300,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-4-5,183.2,0.0353815984575205,0.005307378566177546,0.021868373709491126,23,0.9723117533237263,100,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,0,0,0,15.33,9
3-1-2,58.4,0.10312794856500654,0.015469596842689762,0.0686007887599105,67,0.903424455613082,100,2026-08-07,202608071805,18,05R,2日目,67.45,0.15,3-1-2,1,5830,5830,15.33,9
3-5-2,262.0,0.04139542168168554,0.005818111617426103,0.01425015018800374,27,1.524345243765639,1000,2026-08-07,202608071909,19,09R,3日目以降,64.74,0.1405,1-3-2,0,0,0,34.37,9
3-5-4,317.6,0.033731364598967715,0.004740931153063172,0.011755476540481674,22,1.5057197342128634,900,2026-08-07,202608071909,19,09R,3日目以降,64.74,0.1405,1-3-2,0,0,0,34.37,9
