レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202603310201,2026-03-31,02,01R,西川 新太郎,7.30,0.16,2.9,3,,IP,2,,IP,2,,IP,1,,IP,6,,IP,2,,IP,1,,IP,3,,IP,1,,IP,3,,IP,寺島 吉彦,4.20,0.16,4.0,4,6,IP,1,,IP,3,,IP,4,,IP,2,,IP,5,6,IP,4,,IP,6,,G3,6,,G3,5,,IP,飯島 誠,4.20,0.16,3.3,4,,IP,6,,IP,2,,IP,6,,IP,2,,IP,4,,IP,6,,IP,3,,IP,2,,IP,6,,IP,角浜 修,4.00,0.18,3.6,2,,IP,6,,IP,1,,IP,4,,IP,5,,IP,1,3,IP,5,,IP,6,,IP,6,,IP,6,,IP,寺田 夢生,1.90,0.19,3.7,6,,IP,3,6,IP,6,6,IP,4,,G3,5,6,G3,6,,G3,6,,IP,6,,IP,6,,IP,6,,IP,松下 哲也,2.10,0.20,3.8,6,,IP,5,,IP,6,,IP,5,,IP,4,,IP,6,,IP,3,5,IP,6,,IP,6,,IP,5,,IP
202603310202,2026-03-31,02,02R,松尾 基成,5.90,0.13,2.1,1,,IP,5,,IP,5,,IP,3,,IP,3,,IP,4,,IP,6,,IP,2,,IP,1,,IP,1,,IP,古賀 智之,6.80,0.16,2.8,2,,IP,3,,G2,3,,G2,1,,IP,4,3,IP,3,,IP,1,,IP,6,,G3,3,,IP,2,,IP,石原 凪紗,5.40,0.20,3.8,2,,IP,2,,IP,6,6,IP,5,,IP,2,,IP,4,,IP,2,,IP,1,,G3,4,4,G3,6,,IP,前田 紗希,7.10,0.17,2.4,2,,IP,2,,G3,3,,G3,1,,G1,5,,IP,2,,G3,1,,G3,3,,G3,4,,G3,2,,IP,原 豊土,5.90,0.18,3.9,1,,IP,2,,IP,4,,IP,3,,IP,2,,IP,2,,IP,4,6,IP,3,,IP,4,,G3,6,,IP,長谷川 充,3.20,0.23,5.3,6,,IP,2,,IP,4,,IP,5,,IP,4,,IP,5,,IP,4,,IP,6,,IP,4,,IP,5,,IP
202603310203,2026-03-31,02,03R,小倉 康典,5.50,0.13,2.0,4,,IP,4,,IP,4,,IP,5,,IP,2,,IP,6,,IP,3,,IP,1,,IP,2,,IP,2,,IP,川島 拓郎,5.70,0.16,3.1,6,,IP,3,,IP,5,,IP,3,,IP,2,,IP,2,3,IP,3,,IP,4,,IP,1,,IP,3,,IP,吉田 慎二郎,7.00,0.21,3.2,1,,IP,2,,IP,4,,IP,1,,IP,2,,IP,3,,IP,3,,IP,4,,IP,2,,IP,3,,IP,島川 海輝,5.50,0.14,2.6,1,,G2,5,5,IP,5,,IP,5,,IP,2,,IP,3,,IP,1,,IP,4,5,IP,3,,IP,4,,IP,一色 凌雅,4.70,0.20,4.0,4,,IP,2,,IP,6,4,G3,4,,IP,5,6,IP,5,,IP,2,6,IP,3,,IP,4,,IP,2,,IP,市川 瑚幸,1.00,0.22,4.4,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,G3,6,,G3
202603310204,2026-03-31,02,04R,深山 祐二,6.80,0.14,2.1,1,,IP,2,,IP,2,,IP,3,,IP,1,,IP,5,,IP,3,,IP,2,,IP,2,,IP,5,,IP,浦野 海,5.78,0.16,3.0,2,,IP,5,,IP,2,,IP,5,,IP,5,,IP,2,,IP,2,,IP,1,,IP,欠,,IP,4,,IP,佐藤 隆太郎,6.60,0.16,2.8,1,,IP,2,2,G1,4,,G1,3,,IP,2,,IP,3,,IP,4,,IP,1,,G1,6,,G1,4,,G1,久保田 凪紗,1.13,0.19,3.6,6,,IP,6,,G3,5,,G3,6,6,IP,6,,G3,5,,G3,F,6,IP,6,5,IP,,,,,,IP,小川 時光,2.70,0.18,4.4,4,,IP,6,,IP,6,,IP,6,,IP,4,,IP,2,,IP,6,,IP,6,,IP,5,,IP,4,6,IP,後藤 美翼,4.30,0.24,5.2,4,,IP,5,,IP,4,,G3,5,,G3,3,,IP,3,5,IP,6,,IP,3,,IP,2,,IP,4,,IP
202603310205,2026-03-31,02,05R,小芦 るり華,9.70,0.17,2.4,1,,IP,5,,G2,1,,IP,1,,G1,1,,G1,1,,IP,1,,IP,1,,IP,1,,IP,1,,G1,石原 光,6.80,0.19,3.5,3,,G3,1,,IP,4,,IP,2,,IP,5,,IP,3,,IP,3,,IP,2,,IP,2,,IP,1,,IP,宮地 秀祈,4.70,0.21,4.2,6,,IP,2,,IP,2,,IP,5,,IP,4,,IP,3,,IP,3,,IP,4,,IP,4,,IP,4,,IP,青木 蓮,6.90,0.08,1.7,3,,IP,1,,IP,1,,IP,6,,IP,1,,IP,4,,G1,6,,G2,2,,G2,1,,IP,3,,IP,木場 雄二郎,4.00,0.15,3.3,6,,IP,5,,IP,4,,IP,4,,IP,2,,IP,5,,IP,1,6,IP,4,,IP,4,,IP,6,,IP,角浜 修,2.50,0.15,3.5,5,5,IP,5,,IP,5,,IP,6,,IP,6,,IP,2,,IP,5,,IP,4,5,IP,5,,IP,6,,IP
202603310206,2026-03-31,02,06R,下河 雅史,8.60,0.15,3.7,2,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,2,,IP,3,,IP,3,,IP,1,,IP,三浦 洋次朗,7.60,0.16,3.0,1,,IP,4,,IP,2,,IP,3,,IP,2,,IP,4,,IP,2,,IP,1,,IP,1,,IP,2,,IP,古賀 繁輝,5.60,0.12,2.8,1,,IP,1,,G2,4,,G2,6,,G1,6,,G1,5,,IP,5,,IP,1,,IP,3,4,IP,4,4,G1,戸田 海咲音,1.80,0.25,4.3,6,,IP,F,6,G3,転,,G3,4,,IP,4,,IP,5,,IP,6,,IP,4,,IP,6,,IP,6,,IP,飯島 誠,2.90,0.19,4.0,4,6,IP,6,,IP,6,,IP,5,,IP,6,,IP,4,,IP,5,,IP,3,,IP,5,,IP,3,,IP,石原 凪紗,3.10,0.23,4.6,3,,IP,6,,IP,6,,IP,4,,IP,4,,IP,4,,IP,4,5,G3,6,,IP,5,,IP,4,,IP
202603310207,2026-03-31,02,07R,前田 紗希,9.30,0.11,2.0,2,,IP,1,,G3,1,,G3,1,,G3,1,,G3,2,,G1,1,,G1,1,,G1,1,,IP,5,,G3,西川 新太郎,5.60,0.17,4.3,3,,IP,3,,IP,2,,IP,2,,IP,欠,,IP,4,,IP,5,,IP,1,,IP,4,,IP,2,,IP,堤 啓輔,5.30,0.12,2.3,F,2,IP,1,,IP,6,,IP,1,,IP,4,,IP,1,,IP,転,,IP,5,,IP,1,4,IP,3,,IP,渡辺 崇,5.40,0.20,3.9,4,,G3,1,,IP,2,,IP,5,,IP,3,,IP,2,,IP,5,3,IP,3,,IP,5,,IP,3,,IP,市川 瑚幸,1.00,0.26,5.4,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,G3,6,6,G3,6,6,G3,6,6,IP,6,6,IP,6,6,IP,上田 洋平,4.10,0.19,3.5,5,,IP,5,,IP,3,,IP,6,,IP,4,,IP,4,,IP,4,4,IP,4,,IP,2,,IP,3,5,IP
202603310208,2026-03-31,02,08R,川島 拓郎,8.20,0.14,2.2,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,3,2,IP,1,,IP,5,,IP,松尾 基成,3.60,0.18,3.4,4,,IP,5,,IP,2,,IP,5,,IP,6,,IP,3,,IP,2,3,IP,6,,IP,5,,IP,5,,IP,中澤 和志,7.80,0.17,3.2,2,,IP,1,,G1,6,,G1,2,,IP,2,4,IP,1,,IP,1,,IP,1,,G1,3,,G1,5,,G1,三角 哲男,6.60,0.12,2.9,4,,IP,2,,IP,2,,IP,6,,IP,1,,IP,4,,G1,6,,G1,1,,IP,2,,IP,1,,IP,深山 祐二,3.11,0.14,3.0,3,,IP,6,,IP,5,,IP,6,6,IP,3,,IP,6,,IP,3,,IP,欠,,IP,4,,IP,6,6,IP,寺田 夢生,1.80,0.10,1.9,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,5,,G3,6,,G3,5,,G3,3,,G3,6,,G3
202603310209,2026-03-31,02,09R,佐藤 隆太郎,10.00,0.13,2.7,1,,IP,1,,G1,1,,IP,1,,IP,2,,IP,2,,IP,1,,IP,1,,G1,1,,G1,1,,G1,島川 海輝,6.70,0.17,3.0,2,,IP,1,,G2,2,,G2,2,,IP,6,,IP,6,3,IP,1,,IP,2,,IP,6,,IP,1,,IP,古賀 智之,5.60,0.14,2.9,5,,G2,2,,G2,4,,IP,5,,IP,3,,IP,転,,IP,3,,IP,1,,IP,2,,IP,2,4,G3,井手 良太,7.20,0.13,1.6,1,,IP,4,,IP,3,5,IP,1,,IP,3,,IP,2,5,IP,3,,IP,1,,IP,4,,IP,2,,IP,鈴木 勝博,6.50,0.17,2.9,4,,IP,2,,IP,4,,IP,3,,IP,1,,IP,2,,IP,3,,IP,2,6,IP,1,,IP,6,,IP,内山 文典,3.00,0.22,4.0,6,,IP,6,,IP,4,,IP,5,,IP,5,,IP,4,,IP,5,,IP,3,,IP,3,,IP,5,,IP
202603310210,2026-03-31,02,10R,古賀 繁輝,8.40,0.15,3.1,3,,IP,1,,G2,2,,G1,1,,IP,1,,IP,1,,IP,6,,IP,1,,G1,4,,G1,1,,IP,吉田 慎二郎,4.80,0.20,3.7,1,,IP,4,,IP,3,,IP,5,,IP,3,,IP,3,,IP,6,,IP,4,3,IP,2,,IP,6,5,IP,小川 時光,3.70,0.14,3.0,3,,IP,6,,IP,6,,IP,6,,IP,1,4,IP,2,,IP,3,,IP,6,,IP,6,,IP,5,,IP,村松 修二,6.10,0.15,2.5,4,,IP,1,,IP,1,,IP,1,,IP,3,,IP,5,,IP,6,,IP,2,,IP,5,,G2,3,5,G2,森作 雄大,3.10,0.12,2.7,5,,IP,5,,IP,5,,IP,6,,IP,3,,IP,6,,IP,4,,IP,6,6,IP,3,,IP,3,,IP,宮地 秀祈,2.90,0.23,4.4,6,,IP,5,,IP,6,,IP,3,,IP,5,,IP,2,,IP,6,,IP,失,,IP,3,,IP,5,,IP
