date,jcd,rno,source_type,snapshot_type,source_url,odds_mapping_version,1-2-3,1-2-4,1-2-5,1-2-6,1-3-2,1-3-4,1-3-5,1-3-6,1-4-2,1-4-3,1-4-5,1-4-6,1-5-2,1-5-3,1-5-4,1-5-6,1-6-2,1-6-3,1-6-4,1-6-5,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,2-3-4,2-3-5,2-3-6,2-4-1,2-4-3,2-4-5,2-4-6,2-5-1,2-5-3,2-5-4,2-5-6,2-6-1,2-6-3,2-6-4,2-6-5,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,3-2-4,3-2-5,3-2-6,3-4-1,3-4-2,3-4-5,3-4-6,3-5-1,3-5-2,3-5-4,3-5-6,3-6-1,3-6-2,3-6-4,3-6-5,4-1-2,4-1-3,4-1-5,4-1-6,4-2-1,4-2-3,4-2-5,4-2-6,4-3-1,4-3-2,4-3-5,4-3-6,4-5-1,4-5-2,4-5-3,4-5-6,4-6-1,4-6-2,4-6-3,4-6-5,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,5-2-3,5-2-4,5-2-6,5-3-1,5-3-2,5-3-4,5-3-6,5-4-1,5-4-2,5-4-3,5-4-6,5-6-1,5-6-2,5-6-3,5-6-4,6-1-2,6-1-3,6-1-4,6-1-5,6-2-1,6-2-3,6-2-4,6-2-5,6-3-1,6-3-2,6-3-4,6-3-5,6-4-1,6-4-2,6-4-3,6-4-5,6-5-1,6-5-2,6-5-3,6-5-4
2026-06-06,01,1,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=1,official_table_v2,28.9,38.3,114.4,188.1,23.0,12.2,28.4,85.1,38.2,18.5,42.1,110.6,145.0,66.3,88.7,258.1,412.9,332.5,261.7,557.5,75.6,101.1,231.0,268.0,103.8,69.8,179.0,347.0,135.6,94.8,218.9,287.8,553.8,369.2,358.9,753.3,1161.0,918.9,788.9,1520.0,34.3,11.9,23.3,77.9,71.5,49.9,106.4,200.5,14.7,32.7,17.4,50.8,52.6,109.0,40.7,106.5,302.9,452.0,211.4,342.7,56.1,30.6,56.0,117.3,91.8,83.0,130.3,209.0,27.7,51.6,33.6,71.4,66.3,95.0,61.2,99.2,260.9,309.7,219.7,244.1,304.0,166.2,214.7,486.2,631.1,553.8,685.4,1065.0,180.8,385.3,162.0,365.9,223.6,394.4,178.1,210.3,880.2,1137.0,645.7,548.3,1065.0,1038.0,884.9,1177.0,1798.0,1817.0,1900.0,2459.0,1480.0,1672.0,788.9,1480.0,1296.0,1608.0,939.6,1122.0,1577.0,2322.0,1480.0,1093.0
2026-06-06,01,2,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=2,official_table_v2,44.0,63.5,122.0,174.2,47.1,45.8,79.8,111.8,82.9,71.4,87.7,156.1,155.6,136.0,151.1,349.1,465.7,420.9,429.6,655.6,48.6,61.3,109.9,164.0,46.2,21.1,34.6,48.8,68.3,28.5,39.0,72.7,139.5,61.1,65.5,170.2,389.5,202.3,220.3,333.6,77.0,60.6,95.3,143.4,60.2,23.8,39.7,59.8,75.5,28.0,27.6,52.1,103.7,56.3,48.0,100.2,401.2,200.3,163.9,225.3,97.1,100.8,90.4,163.1,85.9,42.8,40.6,90.9,86.9,45.0,34.1,69.7,63.6,32.6,35.0,41.7,210.4,134.7,142.0,93.5,216.2,186.4,179.5,309.4,201.8,124.3,103.5,220.3,194.9,116.5,84.7,159.5,135.6,72.9,66.8,69.9,365.3,245.3,222.4,143.7,637.8,950.3,913.4,1063.0,629.3,570.2,501.7,758.7,985.1,660.2,451.2,511.3,797.3,511.3,496.4,308.9,926.9,732.1,537.6,312.5
2026-06-06,01,3,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=3,official_table_v2,23.8,58.4,31.8,281.4,19.5,36.9,15.2,162.7,69.8,51.3,63.6,440.8,34.1,21.6,55.0,171.3,544.6,470.3,617.3,436.3,63.5,189.3,83.2,471.4,58.0,126.1,44.6,308.6,300.1,219.0,284.4,1092.0,86.2,57.0,166.2,335.3,1131.0,719.5,1333.0,734.1,34.7,52.2,16.8,155.8,49.8,85.9,37.6,290.5,88.5,100.5,75.1,511.3,15.1,24.5,32.7,68.5,421.1,526.1,770.6,264.6,220.8,148.3,147.9,741.6,326.7,251.5,329.2,1120.0,195.0,222.4,140.5,913.0,190.6,287.0,136.5,734.1,1766.0,1429.0,1658.0,1194.0,46.4,24.1,60.3,110.4,60.8,43.9,117.2,174.9,19.3,27.6,39.8,64.0,94.3,123.6,68.1,230.4,193.1,259.0,155.6,304.3,970.1,796.0,1220.0,685.5,1402.0,876.2,1006.0,920.8,920.8,823.1,1420.0,541.9,1873.0,1826.0,1766.0,1509.0,726.8,754.5,511.3,992.3
2026-06-06,01,4,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=4,official_table_v2,69.4,121.5,99.3,293.4,39.7,24.8,18.6,67.9,96.4,39.7,35.3,135.4,99.9,40.4,53.1,121.8,432.2,209.9,312.8,249.3,277.7,322.6,275.7,701.8,339.4,352.5,233.6,792.9,467.9,481.6,388.5,882.8,396.4,307.6,437.6,824.4,1298.0,1193.0,1343.0,1226.0,56.7,26.7,18.1,66.9,159.3,151.1,93.0,272.1,34.3,95.7,16.2,54.9,27.8,62.9,18.8,47.0,202.8,309.7,136.3,96.7,122.2,62.0,41.4,121.7,282.5,285.9,194.7,381.4,58.9,143.4,24.5,76.3,35.4,79.8,25.1,35.1,213.4,368.3,170.7,93.3,152.7,61.2,73.5,127.4,228.6,155.5,200.6,351.3,53.0,82.4,37.6,80.6,62.0,119.7,41.0,56.4,162.9,369.6,131.9,113.8,790.9,478.6,472.8,410.5,1203.0,992.4,1298.0,1116.0,482.4,760.0,354.5,271.2,571.8,970.8,407.3,234.8,412.2,863.2,310.0,215.2
2026-06-06,01,5,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=5,official_table_v2,24.9,10.9,12.9,8.6,80.1,119.5,100.0,103.0,28.4,116.1,52.9,30.4,31.9,107.4,71.1,38.3,21.3,116.6,44.2,47.5,48.4,21.5,22.0,13.9,184.8,256.3,217.5,152.7,70.3,226.4,117.1,46.6,73.0,238.4,133.7,67.1,41.3,193.0,50.0,70.6,342.3,447.7,322.2,430.7,406.5,524.4,456.7,407.6,917.4,891.7,677.3,675.8,560.4,599.5,844.4,607.5,772.6,699.6,839.9,721.8,142.4,408.6,210.2,134.7,165.2,465.4,260.5,103.8,609.8,754.3,774.5,655.0,255.4,290.1,590.6,166.3,164.9,111.5,513.4,182.2,85.8,266.6,193.7,80.5,114.7,380.7,250.0,100.7,403.4,424.4,846.6,512.6,330.2,321.2,743.8,189.6,103.2,106.8,343.0,188.2,65.1,331.9,136.2,126.9,80.6,304.6,106.0,135.6,869.8,647.0,738.6,674.4,195.9,144.9,601.7,266.6,170.1,156.1,442.7,254.2
2026-06-06,01,6,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=6,official_table_v2,10.5,7.6,9.2,49.6,18.3,16.2,13.7,54.8,12.0,18.9,11.6,25.7,13.1,16.1,15.9,34.1,101.8,129.7,71.1,85.1,214.9,175.1,173.3,517.6,436.6,1000.0,1027.0,2788.0,406.6,990.7,811.5,2439.0,368.5,983.2,871.2,2394.0,2065.0,3073.0,3122.0,3199.0,229.0,202.3,122.1,539.1,428.0,793.3,873.2,2602.0,470.2,1038.0,735.0,1849.0,238.3,788.5,695.7,1384.0,1144.0,3307.0,2828.0,2168.0,123.9,210.1,97.8,190.7,276.2,848.5,509.5,1360.0,472.5,1255.0,852.2,1961.0,143.8,341.5,526.7,463.0,589.6,1548.0,2144.0,961.4,68.5,78.7,78.9,102.6,183.6,405.7,401.9,632.6,183.5,501.0,616.6,681.2,159.5,428.4,541.3,392.2,294.1,658.2,698.2,612.7,650.5,881.1,544.4,626.5,1668.0,2934.0,3025.0,2470.0,2454.0,3548.0,3122.0,2748.0,1128.0,3173.0,3364.0,1646.0,779.1,1586.0,1807.0,1336.0
2026-06-06,01,7,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=7,official_table_v2,19.4,64.7,343.1,43.6,11.8,18.3,97.9,8.6,115.2,70.3,412.5,105.8,586.3,381.6,833.0,735.7,52.1,24.4,82.1,356.1,36.5,116.5,491.5,72.6,41.8,73.7,448.9,57.8,255.5,177.2,862.0,252.4,1322.0,1107.0,1674.0,1589.0,144.8,121.0,252.4,1089.0,15.8,18.6,92.6,8.4,32.2,53.1,313.6,38.8,49.2,71.7,280.1,44.7,310.2,554.4,488.7,427.3,17.9,33.8,36.2,158.7,341.4,203.3,653.8,236.2,414.5,244.0,870.7,412.5,192.7,207.1,652.6,158.3,1302.0,1237.0,1056.0,1375.0,251.8,351.1,210.2,833.0,1627.0,800.3,1873.0,1533.0,1724.0,2003.0,1969.0,2221.0,794.8,1658.0,1540.0,1795.0,2373.0,2165.0,1969.0,1237.0,2152.0,2794.0,2265.0,2087.0,86.5,41.6,153.3,307.7,153.8,133.9,336.1,823.1,41.8,85.6,107.5,252.9,270.3,347.2,211.4,1136.0,575.6,1170.0,536.4,1190.0
2026-06-06,01,8,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=8,official_table_v2,67.5,92.0,42.4,166.1,56.2,38.7,15.4,86.9,78.7,53.1,27.7,127.0,19.4,10.6,14.1,38.8,318.0,241.7,292.9,173.1,110.4,233.3,84.1,174.9,168.0,389.4,122.5,224.9,284.7,287.9,189.7,230.7,70.9,65.5,129.7,75.7,266.8,263.9,349.8,172.1,182.1,125.6,52.9,266.1,359.8,613.1,281.0,578.2,270.6,610.4,267.7,709.2,69.0,167.3,163.1,182.8,786.9,1134.0,1169.0,588.0,148.0,129.2,60.3,215.9,224.3,351.0,178.3,291.7,249.1,488.0,226.3,459.4,62.1,109.4,113.6,115.9,377.4,437.7,479.6,261.6,25.1,16.3,19.0,35.9,50.9,45.6,67.9,50.2,37.4,58.1,72.0,55.9,34.5,62.4,63.7,55.4,82.2,98.5,85.6,118.8,1360.0,984.1,853.0,554.3,1246.0,1033.0,1176.0,735.5,1347.0,1749.0,1727.0,851.3,770.9,1224.0,1430.0,533.7,477.4,639.4,534.4,533.0
2026-06-06,01,9,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=9,official_table_v2,67.8,40.9,52.3,189.8,90.7,74.4,87.2,268.1,44.5,70.1,37.2,136.0,79.1,111.8,58.6,204.0,437.7,628.4,388.9,461.0,66.8,40.8,45.8,175.1,93.9,40.6,43.4,185.8,46.9,38.3,21.5,79.3,70.9,57.5,33.2,108.9,489.6,499.2,265.8,271.7,163.0,118.6,94.9,380.2,156.4,57.9,58.5,229.1,123.0,66.7,44.7,158.7,116.7,70.6,62.9,216.1,863.7,673.0,550.1,549.5,57.7,98.5,32.7,124.5,60.4,78.8,24.2,74.4,130.4,109.9,49.5,157.3,25.6,18.5,34.7,23.2,190.1,124.5,228.1,72.8,123.5,163.1,76.1,219.4,115.1,112.5,50.1,122.0,186.7,152.1,120.6,268.5,56.6,39.1,74.9,45.6,281.1,185.9,315.5,115.7,1018.0,1430.0,1004.0,1213.0,1225.0,1422.0,687.5,691.2,1932.0,1736.0,1556.0,1736.0,945.0,609.7,1113.0,304.3,1058.0,617.1,1196.0,304.7
2026-06-06,01,10,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260606&jcd=01&rno=10,official_table_v2,16.8,6.1,16.4,23.9,36.1,35.0,74.2,97.1,10.9,26.9,24.5,34.1,49.6,123.8,61.7,85.3,59.7,143.7,72.6,127.4,32.7,15.1,29.9,45.7,93.6,100.2,167.8,259.0,32.8,70.9,54.8,89.8,110.3,223.5,126.3,209.3,143.5,425.4,198.2,321.1,154.3,125.7,214.0,410.8,183.1,193.4,324.7,524.8,224.9,244.3,343.9,586.4,382.7,442.8,493.6,647.6,719.8,790.8,887.4,960.8,48.6,121.6,75.8,102.2,65.1,137.5,97.7,156.5,259.3,242.5,318.5,483.4,130.8,128.1,288.4,215.6,225.0,254.5,619.2,327.2,187.0,407.5,236.1,292.2,232.9,517.2,260.6,392.7,611.0,626.7,714.3,983.1,312.3,283.0,617.5,386.2,417.8,445.0,885.7,465.9,106.5,253.2,137.1,241.2,128.2,291.7,161.4,278.6,537.6,581.3,673.9,960.8,237.9,240.0,538.8,433.4,448.4,465.5,902.9,513.8
