date,jcd,rno,source_type,snapshot_type,source_url,odds_mapping_version,1-2-3,1-2-4,1-2-5,1-2-6,1-3-2,1-3-4,1-3-5,1-3-6,1-4-2,1-4-3,1-4-5,1-4-6,1-5-2,1-5-3,1-5-4,1-5-6,1-6-2,1-6-3,1-6-4,1-6-5,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,2-3-4,2-3-5,2-3-6,2-4-1,2-4-3,2-4-5,2-4-6,2-5-1,2-5-3,2-5-4,2-5-6,2-6-1,2-6-3,2-6-4,2-6-5,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,3-2-4,3-2-5,3-2-6,3-4-1,3-4-2,3-4-5,3-4-6,3-5-1,3-5-2,3-5-4,3-5-6,3-6-1,3-6-2,3-6-4,3-6-5,4-1-2,4-1-3,4-1-5,4-1-6,4-2-1,4-2-3,4-2-5,4-2-6,4-3-1,4-3-2,4-3-5,4-3-6,4-5-1,4-5-2,4-5-3,4-5-6,4-6-1,4-6-2,4-6-3,4-6-5,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,5-2-3,5-2-4,5-2-6,5-3-1,5-3-2,5-3-4,5-3-6,5-4-1,5-4-2,5-4-3,5-4-6,5-6-1,5-6-2,5-6-3,5-6-4,6-1-2,6-1-3,6-1-4,6-1-5,6-2-1,6-2-3,6-2-4,6-2-5,6-3-1,6-3-2,6-3-4,6-3-5,6-4-1,6-4-2,6-4-3,6-4-5,6-5-1,6-5-2,6-5-3,6-5-4
2026-06-01,01,1,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=1,official_table_v2,8.9,13.7,12.3,57.7,9.1,19.1,13.6,85.9,35.1,46.3,59.0,158.7,26.9,33.7,69.0,147.2,231.2,323.3,373.1,373.1,27.3,46.7,36.0,169.1,40.8,73.4,55.9,204.8,119.5,126.5,161.3,343.1,83.4,90.7,195.3,398.4,653.0,736.8,682.1,768.8,30.2,40.8,27.5,132.1,44.4,72.5,50.5,245.0,80.8,94.0,81.5,227.6,55.6,70.0,106.3,188.4,447.2,577.5,567.6,411.9,153.0,162.9,170.7,350.4,212.0,218.7,264.8,442.0,212.6,219.1,200.9,372.5,199.8,260.9,231.7,279.3,741.5,821.0,651.2,597.0,114.5,142.9,248.7,383.7,155.9,189.5,350.4,535.8,191.4,194.3,312.3,446.3,361.4,388.9,317.5,514.2,711.7,756.1,592.4,867.4,1143.0,930.6,1427.0,1563.0,1642.0,1964.0,1915.0,2034.0,884.1,2034.0,1618.0,1782.0,1948.0,2253.0,1618.0,1839.0,1512.0,1810.0,1532.0,1642.0
2026-06-01,01,2,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=2,official_table_v2,18.1,19.6,154.6,307.3,26.9,29.5,244.6,306.2,33.6,42.3,310.3,325.6,553.3,532.7,681.0,784.4,720.6,681.0,822.6,1536.0,16.8,16.2,142.0,225.9,16.8,7.8,80.7,85.9,20.5,10.8,61.9,97.7,290.9,240.8,309.3,630.2,479.1,398.1,402.4,661.6,40.6,39.9,190.4,330.8,28.7,12.2,94.9,136.6,35.9,18.4,121.4,153.7,543.6,391.4,423.5,1056.0,958.3,678.5,746.6,1318.0,51.7,63.3,242.3,252.6,37.8,22.6,91.9,126.8,57.2,30.5,170.7,222.6,389.7,287.3,382.5,595.8,565.1,378.6,481.6,661.6,958.3,943.7,1044.0,2161.0,978.5,794.5,845.0,2112.0,1199.0,856.7,1038.0,3098.0,978.5,774.6,906.9,1690.0,3098.0,3718.0,4131.0,2860.0,1705.0,2137.0,3319.0,3955.0,1977.0,1430.0,1616.0,3151.0,1056.0,1822.0,2213.0,5024.0,2816.0,1659.0,1822.0,2734.0,4225.0,4225.0,4892.0,3205.0
2026-06-01,01,3,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=3,official_table_v2,84.6,94.2,45.8,115.1,87.2,67.8,47.1,102.6,119.3,76.1,39.7,68.2,53.4,53.8,44.9,37.1,228.0,220.7,126.1,83.7,184.0,183.4,101.3,214.2,204.8,199.0,150.3,267.8,252.2,233.2,142.0,181.1,141.7,188.0,166.0,119.1,407.3,498.6,310.4,218.2,144.4,101.0,66.4,145.7,180.3,152.9,104.3,214.7,88.4,131.9,37.7,57.6,69.2,96.6,44.7,53.0,224.5,336.9,127.9,107.8,162.4,125.9,35.6,75.9,199.0,226.8,82.1,134.1,125.3,197.6,45.1,73.8,25.5,48.8,37.5,16.6,78.2,128.1,101.7,29.2,80.1,89.4,52.0,43.2,120.8,151.9,123.2,88.3,106.4,107.7,75.7,74.2,44.2,89.5,64.5,27.0,52.2,74.5,74.3,34.5,378.9,413.2,282.6,210.6,507.4,578.4,423.2,313.2,503.0,1014.0,365.3,318.4,309.3,433.8,299.2,121.1,196.7,233.8,229.8,104.1
2026-06-01,01,4,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=4,official_table_v2,267.1,203.4,244.0,242.7,352.0,306.1,342.1,359.6,232.7,331.3,185.2,158.5,331.3,466.2,274.7,250.9,334.4,451.3,236.4,298.9,443.4,317.4,350.2,322.9,374.4,77.3,86.8,78.4,227.1,66.6,25.7,19.9,337.2,106.9,45.3,46.0,316.4,102.1,38.9,53.8,634.2,589.1,477.3,528.3,533.3,126.0,138.7,133.4,476.5,150.5,86.7,68.9,612.2,217.4,123.6,127.0,627.2,202.0,114.7,152.8,294.8,424.1,205.5,171.1,241.7,99.2,32.6,20.3,411.7,129.8,65.5,45.9,137.3,31.3,59.0,9.2,93.1,20.4,40.1,10.3,454.9,584.2,381.0,334.8,332.4,169.8,77.0,62.6,568.9,262.9,176.6,144.4,210.1,66.7,107.7,25.5,165.1,46.4,89.9,26.1,612.2,741.1,505.5,513.9,559.8,263.4,76.7,108.9,635.7,343.8,162.7,221.5,234.0,61.3,96.1,31.0,313.2,77.6,153.9,36.0
2026-06-01,01,5,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=5,official_table_v2,17.8,19.8,81.1,23.6,16.6,8.8,46.5,8.1,29.0,19.7,70.1,18.0,154.9,126.8,155.1,130.0,39.6,17.8,23.9,92.4,85.6,87.8,375.0,112.0,218.6,263.9,1093.0,302.1,286.4,388.1,1428.0,252.9,1011.0,1259.0,1470.0,1649.0,350.3,461.3,301.5,1523.0,67.8,25.8,88.7,21.0,196.1,249.1,540.7,199.9,72.1,224.6,196.2,58.9,317.9,589.9,384.6,256.4,38.3,144.8,60.1,174.4,163.0,96.8,191.1,64.3,368.5,462.0,603.0,242.6,129.2,337.2,317.5,105.5,299.4,548.7,446.8,215.6,81.2,172.2,99.7,161.9,709.0,547.7,522.7,419.2,1135.0,1477.0,1401.0,1326.0,791.8,1725.0,1118.0,763.4,815.5,1233.0,1097.0,516.4,527.4,1062.0,656.0,479.1,174.5,64.9,100.7,299.1,398.0,460.6,326.5,1228.0,86.6,350.7,162.5,481.4,151.0,279.5,168.1,431.3,584.1,1036.0,697.4,550.7
2026-06-01,01,6,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=6,official_table_v2,8.5,7.7,201.9,12.0,14.8,13.5,221.7,15.8,10.1,13.8,206.9,11.3,650.2,738.0,599.1,699.9,19.1,20.2,19.1,317.7,101.9,83.5,586.6,110.3,270.1,413.1,1236.0,543.9,176.9,419.8,1216.0,344.3,1381.0,1777.0,1830.0,2928.0,264.3,599.1,455.3,2952.0,170.9,103.9,651.3,172.3,389.8,689.4,2000.0,835.7,168.0,677.9,2179.0,570.2,2128.0,2905.0,3155.0,3936.0,377.0,772.3,674.1,2928.0,47.1,69.5,344.7,30.7,100.1,307.8,965.8,109.5,136.8,444.2,1316.0,283.3,915.1,1734.0,2116.0,919.7,39.1,67.6,150.5,424.1,2302.0,2490.0,1968.0,2346.0,2614.0,3773.0,3894.0,4575.0,2952.0,4067.0,5014.0,5810.0,2952.0,4022.0,4575.0,2559.0,2976.0,4754.0,5084.0,3025.0,91.2,119.4,63.4,548.8,172.9,393.6,185.0,1464.0,343.4,593.3,507.0,2033.0,69.0,119.7,275.0,650.2,1759.0,2116.0,2507.0,1656.0
2026-06-01,01,7,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=7,official_table_v2,6.6,11.1,66.9,45.2,5.5,5.1,37.9,21.8,17.8,14.3,90.1,43.2,170.1,123.3,191.2,317.7,104.7,81.2,104.7,233.1,43.0,58.7,216.1,184.7,75.6,112.3,395.7,350.4,155.5,185.1,666.6,478.4,616.0,787.4,1086.0,1492.0,592.8,917.4,1003.0,2097.0,32.4,27.5,113.1,77.5,70.0,95.9,335.9,297.0,61.2,113.7,316.7,169.1,381.1,717.7,717.7,996.6,232.3,514.5,301.8,949.3,118.6,93.6,244.1,170.3,214.1,249.5,608.5,496.6,126.3,203.6,613.4,358.4,546.4,1041.0,1063.0,1140.0,433.5,737.1,660.7,1282.0,386.1,337.8,340.1,506.7,503.3,613.4,614.7,819.6,569.2,715.9,1111.0,1910.0,746.2,1003.0,1171.0,1578.0,1244.0,2127.0,2272.0,2097.0,452.4,429.8,419.5,579.1,657.8,1219.0,961.5,1219.0,594.0,1244.0,1111.0,1948.0,785.3,1395.0,1234.0,2362.0,1485.0,2912.0,3191.0,2752.0
2026-06-01,01,8,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=8,official_table_v2,12.5,9.9,6.8,45.3,19.7,36.3,21.3,75.7,14.0,41.4,16.0,60.5,10.0,21.9,20.0,37.9,160.1,247.8,202.3,138.6,88.0,60.1,41.4,146.1,255.2,533.3,373.3,772.0,133.3,494.0,178.8,471.7,91.9,296.0,176.1,366.4,683.6,1522.0,1205.0,837.4,248.1,312.0,183.3,602.5,404.7,844.9,594.9,1627.0,704.1,928.4,833.7,1429.0,323.0,603.5,791.5,981.7,1528.0,2394.0,2198.0,1790.0,78.4,201.1,54.0,123.7,155.5,397.4,152.9,287.2,557.8,805.1,471.7,824.5,54.9,87.9,259.4,84.8,287.4,440.8,984.3,226.3,43.8,96.3,62.8,78.7,88.5,303.2,186.4,213.3,240.7,426.3,566.2,633.0,78.0,115.1,368.2,121.4,180.1,281.8,623.5,291.0,1071.0,1593.0,964.1,714.8,1579.0,2914.0,1852.0,1740.0,1498.0,4043.0,3514.0,2724.0,1236.0,1899.0,3082.0,1201.0,798.3,1641.0,2523.0,1142.0
2026-06-01,01,9,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=9,official_table_v2,4.7,14.2,11.6,12.6,10.6,32.1,21.9,24.4,40.2,63.3,60.7,74.5,26.3,36.5,58.3,44.1,45.5,67.3,129.5,86.3,19.9,46.9,38.0,35.6,53.0,170.4,137.8,106.5,144.0,276.1,278.8,282.1,135.1,244.7,306.2,289.7,155.6,243.7,477.5,426.0,77.6,205.3,157.8,150.0,101.8,303.6,240.2,203.4,508.5,515.1,674.2,694.7,361.3,424.1,574.5,462.7,384.8,413.1,901.9,687.7,161.4,362.1,202.2,228.9,228.1,517.3,362.4,374.0,753.9,769.7,875.4,1030.0,227.5,352.0,637.3,278.4,429.4,524.1,948.4,485.2,114.0,153.7,220.2,133.4,192.5,314.0,462.2,260.3,336.1,413.5,742.2,444.2,317.8,443.8,635.6,343.8,247.8,342.6,463.1,502.1,267.6,478.9,831.3,627.3,377.2,648.5,1160.0,1055.0,710.2,825.5,1859.0,1707.0,1207.0,1309.0,2016.0,1365.0,653.0,1002.0,1306.0,1151.0
2026-06-01,01,10,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260601&jcd=01&rno=10,official_table_v2,4.3,10.6,18.3,14.2,5.5,11.4,20.2,12.1,25.4,32.7,79.1,49.0,55.4,74.5,130.1,106.7,48.4,44.7,94.1,128.9,37.4,84.3,102.5,100.9,76.1,368.5,456.0,343.7,361.6,678.4,966.0,739.8,540.8,859.6,1380.0,1095.0,448.1,737.7,1038.0,1252.0,43.3,81.0,115.6,66.3,93.8,343.7,471.9,284.0,287.9,498.4,643.6,482.1,425.2,725.2,862.5,656.8,221.6,373.4,576.6,685.6,237.5,356.6,360.3,384.5,415.9,856.7,739.8,890.8,566.4,975.2,1134.0,1011.0,448.5,681.1,1144.0,602.9,773.1,1151.0,1255.0,851.1,494.1,598.0,640.4,779.0,813.4,1475.0,1183.0,2035.0,1081.0,1532.0,2067.0,1950.0,813.4,1154.0,2043.0,1131.0,1705.0,2724.0,2613.0,1438.0,381.9,327.1,889.3,1165.0,608.6,1023.0,1532.0,2549.0,420.6,881.7,1609.0,2549.0,1594.0,2127.0,2136.0,2695.0,2019.0,3455.0,2892.0,3083.0
