レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202608280101,2026-08-28,01,01R,柳生 泰二,10.00,0.15,3.1,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,仲谷 颯仁,7.30,0.14,3.5,3,,IP,2,,IP,2,,IP,3,,IP,2,,SG,3,,IP,1,,G2,4,,G2,3,3,SG,4,,IP,前沢 丈史,5.50,0.14,2.5,6,,SG,4,,IP,6,,IP,2,,IP,3,,IP,5,,IP,3,,IP,3,,G2,2,,IP,1,,IP,椎名 豊,7.50,0.15,2.1,4,,IP,1,,IP,3,,IP,1,3,IP,1,,IP,2,,IP,3,,IP,3,,IP,2,,IP,3,,G3,萩原 秀人,6.60,0.13,2.3,1,,IP,3,,IP,4,,G3,4,,IP,2,,G3,6,,SG,2,,IP,1,,IP,2,,IP,4,,G1,宮之原 輝紀,5.80,0.13,2.3,5,,IP,1,,IP,6,,G3,5,,G3,1,,IP,5,,IP,1,,G2,4,,G2,2,,IP,3,5,IP
202608280102,2026-08-28,01,02R,篠崎 元志,9.70,0.12,2.8,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,4,,IP,1,,IP,1,,IP,岩瀬 裕亮,6.80,0.12,2.5,2,,IP,4,,SG,1,,G2,4,,IP,1,,IP,2,,G1,6,,G1,3,,G1,2,,G2,5,,IP,森高 一真,6.20,0.11,2.4,4,,SG,3,,IP,3,,IP,4,,IP,4,,IP,4,,SG,3,,SG,3,4,G2,1,,IP,4,,IP,久田 敏之,7.40,0.09,2.1,2,,IP,1,,G3,1,,G3,2,,IP,1,,IP,1,,G3,5,,G1,4,,G2,2,,IP,5,,IP,桐生 順平,6.10,0.14,4.4,3,,IP,4,,SG,5,,SG,6,,G1,3,,G1,4,,SG,3,,SG,4,,G1,1,,IP,4,4,IP,大峯 豊,5.70,0.13,2.5,3,4,IP,3,2,IP,2,,G2,6,,SG,6,,G1,2,5,IP,3,,G2,6,,G2,4,,G3,1,4,G3
202608280103,2026-08-28,01,03R,中島 孝平,9.80,0.13,2.1,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,5,,SG,1,,G1,1,,G1,定松 勇樹,6.90,0.13,3.0,4,,IP,2,,IP,3,,IP,3,,SG,2,,G3,2,,SG,4,,G1,6,,SG,1,,SG,5,,G1,土屋 智則,6.00,0.14,3.8,転,2,IP,1,1,IP,3,,IP,3,,IP,4,,IP,2,1,G3,6,,SG,5,,G1,2,,G1,1,,G1,吉田 拡郎,7.40,0.13,3.2,3,,IP,2,,IP,2,,SG,5,,SG,1,,G3,2,,G2,1,,SG,2,,G1,5,,G2,5,,G2,松井 繁,5.50,0.19,3.5,5,4,IP,6,,SG,4,4,SG,3,,G2,5,3,G2,1,3,IP,5,,SG,5,,SG,3,4,IP,3,6,SG,丸野 一樹,6.20,0.11,2.4,3,5,IP,3,,SG,4,,G2,1,,G2,5,,SG,5,,SG,3,,G1,3,,SG,4,,G1,4,,IP
202608280104,2026-08-28,01,04R,宮地 元輝,9.60,0.15,3.3,1,,IP,1,,IP,1,,IP,1,,IP,4,,IP,1,,IP,1,,SG,3,,SG,2,,SG,1,,G1,篠崎 仁志,7.20,0.15,3.8,2,,IP,1,,IP,6,,SG,1,,SG,3,,G2,3,,G2,4,3,G2,3,,G2,2,,G1,5,,G1,石渡 鉄兵,7.10,0.14,3.7,3,,SG,6,,SG,4,,SG,3,,IP,1,,IP,4,,G2,3,,SG,3,,SG,2,,IP,2,2,IP,島村 隆幸,7.70,0.17,3.9,2,,G2,3,,G2,2,,IP,5,,G2,2,,IP,2,,IP,1,,G2,3,,G2,2,,IP,2,,IP,白井 英治,6.56,0.13,3.7,2,4,IP,3,,SG,1,4,IP,5,,G2,4,,G2,5,,SG,4,,SG,5,,G1,欠,,G1,1,,SG,上條 暢嵩,5.60,0.17,3.2,2,,IP,6,,SG,1,,SG,4,,G2,4,,G2,4,,SG,6,,G1,6,,G1,2,5,SG,6,,SG
202608280105,2026-08-28,01,05R,長田 頼宗,10.00,0.13,3.2,1,,IP,1,,IP,1,,IP,1,,SG,1,,IP,1,,IP,1,,IP,1,,SG,3,,IP,1,,IP,瓜生 正義,7.90,0.15,3.7,1,,IP,3,1,IP,6,,SG,2,,G2,1,,IP,1,,IP,2,,SG,5,,G1,2,,G1,2,,G1,西岡 顕心,7.20,0.16,2.3,2,,IP,3,,IP,4,,IP,1,,IP,2,,SG,3,,SG,5,,G3,1,,IP,4,,IP,2,,IP,磯部 誠,7.20,0.15,3.2,2,5,IP,1,,IP,3,,SG,2,,IP,4,,G2,5,,G2,3,,G2,2,,SG,5,,SG,2,,G1,峰 竜太,7.90,0.12,2.6,1,4,IP,5,,SG,1,,G2,3,,SG,2,,G1,3,6,SG,4,,G1,2,4,IP,3,4,G1,2,,G1,大上 卓人,6.10,0.16,4.6,2,,IP,6,,SG,5,,SG,2,,IP,2,,SG,4,,G1,6,,G1,4,,G1,2,,IP,3,5,IP
202608280106,2026-08-28,01,06R,山口 剛,10.80,0.11,1.9,1,,IP,1,,IP,1,,IP,1,,IP,1,,SG,1,,G2,1,,G2,1,,SG,2,,SG,1,,G1,吉川 元浩,7.20,0.13,3.3,1,,IP,1,,G3,5,,IP,3,,G2,2,,IP,2,,IP,5,,G1,3,,G3,2,,G1,2,,G1,池田 浩二,7.30,0.12,3.0,3,,IP,4,,SG,2,,G2,4,,SG,3,,SG,2,,G1,3,2,G1,3,,SG,2,,G1,4,,G1,萩原 秀人,6.60,0.15,3.3,1,,IP,3,,G3,1,,IP,4,,SG,妨,,G3,4,,IP,2,,IP,3,,IP,4,,G1,2,,G1,篠崎 元志,7.00,0.16,2.7,4,,IP,2,,IP,4,,IP,2,,IP,1,,IP,2,,G3,4,,SG,2,,IP,5,,SG,1,3,IP,関 浩哉,7.00,0.14,3.3,3,,IP,3,,SG,4,,IP,6,,G2,2,,SG,2,,G1,2,,SG,5,,SG,3,,G1,1,,IP
202608280107,2026-08-28,01,07R,羽野 直也,8.40,0.17,4.3,1,,IP,5,,IP,6,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,G2,1,,G1,久田 敏之,7.70,0.14,3.4,2,,IP,2,,IP,5,,G3,1,,G3,2,,IP,2,,IP,1,,IP,3,,G3,2,,G3,3,,G1,柳生 泰二,6.60,0.13,2.6,1,,IP,2,,IP,1,,IP,6,,IP,1,,IP,2,,IP,4,,IP,5,,G1,6,,G1,2,,G2,平本 真之,6.60,0.13,3.0,5,,IP,2,,IP,2,,SG,5,,SG,2,3,IP,1,,IP,3,,G2,3,,SG,3,,G1,6,,G1,濱野谷 憲吾,7.40,0.16,2.9,1,4,IP,3,,G3,1,,G3,2,,IP,3,,G2,1,,IP,6,,G2,4,,G1,4,,G1,2,,SG,下條 雄太郎,4.80,0.16,3.5,5,,IP,3,,IP,2,5,IP,3,,IP,2,,IP,4,,G2,6,,G1,4,,G1,5,,IP,4,,IP
202608280108,2026-08-28,01,08R,椎名 豊,10.20,0.09,2.2,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,上條 暢嵩,7.60,0.12,3.2,1,,IP,3,,IP,5,,SG,3,,G2,3,,G2,3,,SG,2,,G1,3,,SG,2,,G1,2,,IP,吉田 拡郎,7.60,0.13,2.9,3,,IP,3,4,SG,1,,G3,2,,G2,2,,SG,2,,G1,2,,G2,4,,IP,3,,IP,4,,G1,西山 貴浩,6.20,0.12,3.0,4,,SG,1,,G3,2,,SG,4,,SG,6,5,G1,4,,G1,5,,SG,5,5,SG,4,,G1,1,,IP,菅 章哉,5.90,0.19,4.5,2,4,IP,1,,IP,1,4,IP,6,6,SG,5,6,SG,4,6,G1,6,6,SG,2,3,IP,3,6,IP,6,,G1,岩瀬 裕亮,6.80,0.13,2.5,2,5,IP,3,5,IP,5,,SG,4,,SG,5,,G2,2,,IP,2,5,IP,3,,G1,3,,G1,1,,G2
202608280109,2026-08-28,01,09R,茅原 悠紀,9.70,0.14,3.0,1,,IP,1,,IP,1,,IP,3,,IP,1,,SG,3,,SG,1,,G3,1,,G3,1,,G3,1,,IP,大峯 豊,8.40,0.15,3.7,2,,IP,1,,IP,2,,IP,3,,G2,3,,SG,2,,SG,1,,G1,4,,G1,2,,IP,2,,G2,磯部 誠,7.70,0.12,2.0,2,,IP,1,,SG,2,,IP,1,,G2,4,,SG,4,,G1,3,,G1,1,,SG,5,,G1,4,,G1,宮之原 輝紀,7.00,0.12,3.2,1,,IP,転,,G3,2,,G3,2,,G2,4,,G2,5,,G2,2,,G2,2,,G2,2,,IP,2,,IP,新田 雄史,7.50,0.11,3.3,6,6,IP,2,,SG,5,,G2,5,6,SG,2,,G1,2,,G1,2,,G1,2,,SG,2,,G1,1,,IP,中田 竜太,5.22,0.20,4.8,4,,IP,欠,,SG,5,,SG,3,5,IP,5,,G2,2,5,G2,3,,SG,2,,IP,6,,G2,5,,G2
202608280110,2026-08-28,01,10R,馬場 貴也,10.20,0.13,1.9,4,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,SG,1,,SG,1,,G2,1,,G2,1,,SG,峰 竜太,8.30,0.12,3.0,1,,IP,2,,SG,4,,SG,1,,G2,2,,SG,4,,G1,3,,SG,3,,SG,4,,G1,3,,G1,中島 孝平,7.90,0.15,3.1,1,,IP,2,,IP,1,,IP,2,,SG,3,,G1,1,,G3,3,,G3,2,,G1,5,,IP,3,,G1,坪井 康晴,7.00,0.13,3.6,1,,IP,2,,SG,4,,SG,2,,IP,2,,G2,2,,IP,5,,G2,3,,G2,6,,IP,2,,IP,島村 隆幸,5.30,0.15,3.5,2,,G2,3,,IP,1,,IP,3,,G2,6,,IP,5,4,IP,6,,G2,5,,IP,5,,IP,1,,IP,仲谷 颯仁,5.50,0.20,4.6,2,5,IP,3,,IP,3,,SG,5,,IP,3,5,G2,3,,SG,6,,SG,5,,IP,4,,SG,4,,G1
